,Abbreviation,Type,InChI Key,InChI,CanonicalSMILES,IUPACName,CAS,CID,MolecularFormula,MolecularWeight,Density,DN,De,Viscosity,Refraction,FlashPoint,MeltingPoint,BoilingPoint,DensityT,ViscosityT,DeT,Diffusion,DiffusionT,BE_Salt,BE_PS,Li - O (DOL),Li - X (Solvent),Li - O (TFSI),Li - S (PS),Li - Li,Dissociation,Bridging,P (s = 1.0),P (s = 2.0),P (s = 3.0),P (s = 4.0),Diffusion_DOL,Diffusion_Solvent,Diffusion_TFSI,Diffusion_Li,Diffusion_PS,Diffusion_Ratio,Corr_Solvent,Corr_PS,DensityElec,DensityElec_STD,Conductivity,Conductivity_STD,Visc,Visc_STD,Group
22,TFMTMS,Silane,MWKJTNBSKNUMFN-UHFFFAOYSA-N,"InChI=1S/C4H9F3Si/c1-8(2,3)4(5,6)7/h1-3H3",C[Si](C)(C)C(F)(F)F,trimethyl(trifluoromethyl)silane,81290-20-2,552549,C4H9F3Si,142.19,1.0,,,,1.328,-16.4,,49.3,,,,,,-7.308357778,-8.719318097,2.1137603556273987,0.0001010305112143,1.4356940796120428,0.6377551020408165,0.6256819559506974,0.4603455243483532,0.0758739139220044,0.5874587458745875,0.366036603660366,0.0465046504650465,0.0,6.015780751211516e-10,1.1134118298310104e-09,4.721708690679708e-11,4.745851794703799e-11,2.638350282165194e-11,23.46073746073441,0.016311137841146,0.5768633729859247,1.1786704619190405,0.0113506798094906,0.1531508262775877,0.0519811120369501,0.0011410801204593,4.276841603413221e-05,B
23,TFEIBE,Fluorinated,OBAYXRZHJPDDHB-UHFFFAOYSA-N,"InChI=1S/C6H10F4O/c1-4(2)3-11-6(9,10)5(7)8/h4-5H,3H2,1-2H3",CC(C)COC(C(F)F)(F)F,"2-methyl-1-(1,1,2,2-tetrafluoroethoxy)propane",18180-34-2,53401061,C6H10F4O,174.14,1.1022,,,,1.3283,4.0,,41.0,25.0,,,,,-20.61769869,-16.44017178,2.001818549201859,5.051525560719337e-05,1.5320266720549605,0.6408365326328556,0.6147706607395436,0.4258436047686401,0.0494544352394423,0.6096609660966097,0.3342334233423342,0.0561056105610561,0.0,4.1767868135855214e-10,5.026515754692754e-10,4.1933962725734145e-11,3.722621771510828e-11,1.4133591835187618e-11,13.502622783653736,0.0528672923151603,0.6544157570061553,1.270466331584208,0.0093756932587986,0.2280876832598768,0.004427462286483,0.0021584312298171,0.0001509460173324,B
24,BTFE,Fluorinated,KGPPDNUWZNWPSI-UHFFFAOYSA-N,"InChI=1S/C4H4F6O/c5-3(6,7)1-11-2-4(8,9)10/h1-2H2",C(C(F)(F)F)OCC(F)(F)F,"1,1,1-trifluoro-2-(2,2,2-trifluoroethoxy)ethane",333-36-8,9528,C4H4F6O,182.06,1.3667,,,636.0,1.3,1.66667,-150.4,63.9,25.0,23.0,,,,-23.33049762,-22.44949536,2.086482117599516,0.0022731865023237,1.3504243281471005,0.6404324105879977,0.6241664982824814,0.585421297231764,0.0192968276419478,0.7587758775877588,0.2409240924092409,0.0003000300030003,0.0,3.5431911329736437e-10,3.6566842059804226e-10,7.516163744154962e-11,6.05868346574612e-11,2.8693970726444348e-11,6.035443552471687,0.0831660331021268,0.6589303751409401,1.424591012543728,0.0117698847350021,0.1901565008938333,0.0294909538115201,0.0023277462902273,0.0006480079349464,B
25,CYCLOHEXANE,Nonpolar,XDTMQSROBMDMFD-UHFFFAOYSA-N,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,C1CCCCC1,cyclohexane,110-82-7,8078,C6H12,84.16,0.779,0.0,2.02,0.977,1.433,-18.3,6.45,80.67222222,20.0,20.0,25.0,1.42e-05,25.0,-9.458535297,-10.65320631,2.147807637906648,0.0005556678116787,1.3316326530612257,0.6224994948474438,0.5859769650434431,0.4511012325722368,0.0479894928268337,0.6267626762676267,0.2955295529552955,0.0771077107710771,0.0006000600060006,3.98422739953099e-10,5.859140214118986e-10,5.8034613803795214e-11,5.6321953506258525e-11,2.7398332057645988e-11,10.40294210226198,0.023037056507536,0.5810675471299769,1.117068264467766,0.0081444353898862,0.1696087096941675,0.0712178471758452,0.0023844146646442,0.0006662328508649,B
26,TFEP,Fluorinated,ZQTROQKELIVMCG-UHFFFAOYSA-N,"InChI=1S/C5H9F3O/c1-2-3-9-4-5(6,7)8/h2-4H2,1H3",CCCOCC(F)(F)F,"1-(2,2,2-trifluoroethoxy)propane",,14024097,C5H9F3O,142.12,1.1,,,,1.332,2.8,,72.6,,,,,,-24.0382262,-23.31433758,2.0082339866639733,0.0154071529601939,1.4588805819357449,0.6402808648211766,0.6361891291169938,0.4782784400889068,0.0641038593655283,0.5268526852685268,0.3528352835283528,0.1161116111611161,0.0042004200420042,4.90252386312783e-10,6.05905395181492e-10,7.758248629767022e-11,6.878882821300936e-11,3.6727616738479385e-11,8.808194745013886,0.0285365687754652,0.5715118441403291,1.2660828419790104,0.0088285677222082,0.265193274119144,0.0939541433253024,0.0022113958278339,0.0003077144348735,B
27,DFEP,Fluorinated,ZBHJFASPUQYLPG-UHFFFAOYSA-N,"InChI=1S/C5H10F2O/c1-2-3-8-4-5(6)7/h5H,2-4H2,1H3",CCCOCC(F)F,"1-(2,2-difluoroethoxy)propane",372-83-8,54272766,C5H10F2O,124.13,1.0,,,,1.344,13.5,,90.0,,,,,,-24.72344356,-24.00756843,1.9544857546979184,0.0801171953930087,1.4355930491008286,0.6382097393412813,0.6264902000404123,0.440442513639119,0.0422307536876136,0.6747674767476748,0.27002700270027,0.0549054905490549,0.0003000300030003,5.819902202376932e-10,7.83662362614923e-10,6.868141915409827e-11,6.272493996179683e-11,3.238207974367016e-11,12.493632725550942,0.0340805012924091,0.671577096061443,1.214797948725637,0.0090643481437469,0.196474722499125,0.0722309401476288,0.0019313213774946,0.000502022536219,B
28,TOLUENE,Nonpolar,YXFVVABEGXRONW-UHFFFAOYSA-N,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",CC1=CC=CC=C1,toluene,108-88-3,1140,C7H8,92.14,0.867,0.1,2.38,1.165,1.5,4.4,-95.05,110.5611111,20.0,25.0,25.0,2.27e-05,25.0,-18.6345974,-19.4285179,2.279147302485351,0.1389674681753887,1.1355324307941002,0.6088098605778947,0.5842594463527987,0.4625681955950697,0.0589513032935946,0.5874587458745875,0.3786378637863786,0.0339033903390339,0.0,4.609678869142664e-10,6.209191675771333e-10,1.1243815641574375e-10,1.0222443619178783e-10,5.3420866340062594e-11,6.074077693245469,0.0328557496364224,0.5038420159460755,1.1733640621189405,0.0075410093816056,0.2645563238461506,0.0417992844583762,0.0020935611915218,9.024212525984328e-05,B
29,FDE,Fluorinated,SUGHYGBPZYNJLU-UHFFFAOYSA-N,"InChI=1S/C7H8F8O2/c8-4(9)6(12,13)16-2-1-3-17-7(14,15)5(10)11/h4-5H,1-3H2",C(COC(C(F)F)(F)F)COC(C(F)F)(F)F,"1,3-bis(1,1,2,2-tetrafluoroethoxy)propane",138845-14-4,15155940,C7H8F8O2,276.12,1.4273,,,,1.313,69.0,,95.0,,,,,,-25.07397192,-21.74833007,1.9397353000606188,0.0001515457668214,1.6207819761567992,0.6379571630632455,0.6141644776722576,0.4864619114972722,0.0979490806223479,0.3465346534653465,0.4953495349534954,0.1542154215421542,0.0039003900390039,2.794883724773858e-10,2.0009791094297528e-10,3.1460457411392176e-11,3.2175972295637905e-11,2.4477788412723827e-11,6.218861363518222,0.0990469040025356,0.6846687631696331,1.3907878650674663,0.0108929452493117,0.1631884406815358,0.0158606739087389,0.0036118105063628,0.0004094698958773,B
30,TTE,Fluorinated,HCBRSIIGBBDDCD-UHFFFAOYSA-N,"InChI=1S/C5H4F8O/c6-2(7)4(10,11)1-14-5(12,13)3(8)9/h2-3H,1H2",C(C(C(F)F)(F)F)OC(C(F)F)(F)F,"1,1,2,2-tetrafluoro-3-(1,1,2,2-tetrafluoroethoxy)propane",16627-68-2,2776662,C5H4F8O,232.07,1.5323,,,,1.277,27.5,,94.0,23.0,,,,,-19.3012996,-19.78953975,1.932915740553648,5.051525560719337e-05,1.589007880379874,0.6552838957365126,0.6485148514851488,0.4242776318448171,0.0516265912305516,0.6729672967296729,0.2766276627662766,0.0285028502850285,0.0219021902190219,4.800011271406897e-10,5.693516451666186e-10,5.093050294226154e-11,4.3484519742463636e-11,2.4050146108114807e-11,13.093203018881075,0.0558971950071495,0.6816711169964815,1.4192686138930537,0.0112718772216125,0.200033031630428,0.0192940562698276,0.0017483803819581,0.0001132891764692,B
31,TPE,Fluorinated,RPSFZSRVLPIAMN-UHFFFAOYSA-N,"InChI=1S/C5H3F9O/c6-2(7)4(10,11)15-1-3(8,9)5(12,13)14/h2H,1H2",C(C(C(F)(F)F)(F)F)OC(C(F)F)(F)F,"1,1,1,2,2-pentafluoro-3-(1,1,2,2-tetrafluoroethoxy)propane",50807-74-4,2776016,C5H3F9O,250.06,1.5299,,,,1.283,3.3,,68.0,23.0,,,,,-18.92003377,-17.56346111,1.9775712265104064,0.0001010305112143,1.5872398464336226,0.6379571630632455,0.6154778743180443,0.4379167508587593,0.0593554253384522,0.5832583258325833,0.4107410741074107,0.006000600060006,0.0,4.301956920004152e-10,5.160101074183278e-10,3.4644061612230125e-11,3.0914339122025255e-11,1.580365924786031e-11,16.69161049768943,0.0657346009836641,0.6415042749038018,1.4355489748125936,0.0116827313127737,0.1349021163422598,0.0434033360591796,0.0019852415541283,0.0004401455807115,B
32,DMF,Formamide,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",CN(C)C=O,"N,N-dimethylformamide",68-12-2,6228,C3H7NO,73.09,0.95,26.5,38.0,0.802,1.43,136.0,-61.16111111,148.8388889,20.0,25.0,25.0,1.63e-05,25.0,-29.67090443,-29.72794024,0.6510911295211156,2.781572034754493,0.1342695494039198,0.3860880986057788,0.136896342695494,0.6614972721761972,0.0181349767629824,0.8775877587758776,0.1083108310831083,0.0141014101410141,0.0,6.159335501898463e-10,2.5961819887883725e-10,2.6216613591733635e-10,1.568392629849336e-10,9.5648394694596e-11,1.655313815799918,0.3861370206954805,0.3648293823047746,1.1770622993003497,0.0061753019269862,0.628390631307083,0.1565471323925734,0.0017408931360511,5.99062432793876e-05,C
33,TFEG,Fluorinated,QJATYOOHKWMKNP-UHFFFAOYSA-N,"InChI=1S/C5H9F3O2/c1-9-2-3-10-4-5(6,7)8/h2-4H2,1H3",COCCOCC(F)(F)F,"1,1,1-trifluoro-2-(2-methoxyethoxy)ethane",123525-89-3,54230690,C5H9F3O2,158.12,1.1,,,,1.337,20.5,,101.3,,,,,,-34.96617836,-34.7194415,0.942513639119014,2.1042634875732444,0.5596585168720953,0.4909072539907051,0.3125884016973127,0.5426348757324712,0.0128308749242271,0.8892889288928892,0.1107110711071107,0.0,0.0,4.423986584407499e-10,1.9773596566652228e-10,1.2176906342701722e-10,1.1332959059141984e-10,6.735209634087384e-11,1.744786728996556,0.5022985419734176,0.4003188001735743,1.3075451969015492,0.0101965423810672,0.7196288179736192,0.0961995024969647,0.0029669347346152,0.0007551980013244,C
34,PEGDME,Ether,AMOCOBXCNIBDMC-UHFFFAOYSA-N,"InChI=1S/C6H14O2/c1-5(2)3-6(8)4-7/h5-8H,3-4H2,1-2H3",CC(C)CC(CO)O,"4-methylpentane-1,2-diol",87760-51-8; 91049-45-5; 24347-54-4; 72110-08-8,91171,C6H14O2,118.17,0.938,,,,1.445,,,112.25,25.0,,,,,-34.46496536,-25.86171255,0.5407658112750051,2.9922711658921,0.1271468983633055,0.2746514447363104,0.7159022024651449,0.7857142857142857,0.016215397049909,0.7911791179117912,0.2085208520852085,0.0003000300030003,0.0,2.4096955287035897e-10,5.713676597652949e-11,8.30312933085522e-11,4.831534388300556e-11,2.3805777570244787e-11,1.1825801367549984,0.8329631295115401,0.4238783640982869,1.195299927436282,0.0077285764039518,0.2699180810886532,0.2623970034379658,0.0073360415980383,0.0018341890823684,C
35,DEGDBE,Ether,KZVBBTZJMSWGTK-UHFFFAOYSA-N,"InChI=1S/C12H26O3/c1-3-5-7-13-9-11-15-12-10-14-8-6-4-2/h3-12H2,1-2H3",CCCCOCCOCCOCCCC,1-[2-(2-butoxyethoxy)ethoxy]butane,112-73-2,8210,C12H26O3,218.33,0.885,,,2.16,1.425,117.2,-60.05,256.0611111,,25.0,,,,-28.02027005,-28.53965431,1.2006971105273792,2.305920387957164,0.5438977571226509,0.4650939583754291,0.2621741766013337,0.5925439482723782,0.0244998989694887,0.8697869786978698,0.1284128412841284,0.0018001800180018,0.0,3.1960672297241807e-10,7.412240234147311e-11,7.89963888008852e-11,6.120356482369624e-11,3.1470240509366524e-11,1.2110798211671336,0.9037422509619184,0.43518733956485,1.1778342508245876,0.0088449661288848,0.1939693743263728,0.0823703146211257,0.005305487825569,0.0002820844983877,C
36,EEE,Ether,RRQYJINTUHWNHW-UHFFFAOYSA-N,"InChI=1S/C8H18O3/c1-3-9-5-7-11-8-6-10-4-2/h3-8H2,1-2H3",CCOCCOCCOCC,1-ethoxy-2-(2-ethoxyethoxy)ethane,112-36-7,8179,C8H18O3,162.23,0.9063,,5.7,1.268,1.412,71.1111,-44.32777778,188.8388889,20.0,25.0,,,,-25.11395724,-24.44911251,0.8013234996969084,2.72337846029501,0.3118811881188118,0.410739543342089,0.1569003839159427,0.6273994746413417,0.0114669630228328,0.8781878187818782,0.1218121812181218,0.0,0.0,3.582271470115303e-10,1.1020194332761134e-10,1.2632294613193207e-10,8.210226248713366e-11,4.3894408691577665e-11,1.3422522107095551,0.7823486076923776,0.4761114380628621,1.192657156971514,0.0088423115831592,0.5455283242822014,0.020109192635386,0.0039743663931018,0.0002875470534708,C
37,DES,Sulfite,NVJBFARDFTXOTO-UHFFFAOYSA-N,"InChI=1S/C4H10O3S/c1-3-6-8(5)7-4-2/h3-4H2,1-2H3",CCOS(=O)OCC,diethyl sulfite,623-81-4,12197,C4H10O3S,138.19,1.0704,,15.9,,1.476,53.9,,158.0,25.0,,19.5,,,-36.70998525,-30.79988478,1.4096787229743386,1.760759749444332,0.3559810062638916,0.4639321074964638,0.3223883612851081,0.6378056172964235,0.0179329157405536,0.9552955295529552,0.0447044704470447,0.0,0.0,2.6179352205847416e-10,7.798500267305443e-11,9.471903935251772e-11,6.709810998053861e-11,4.2753645742014257e-11,1.1622533435840965,0.8242867765576538,0.3872435418499396,1.2833713332333831,0.0091889659345249,0.5433845837558163,0.1446941728330748,0.0055243320626735,0.0021118545639218,C
38,DMA,Acetamide,FXHOOIRPVKKKFG-UHFFFAOYSA-N,InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,CC(=O)N(C)C,"N,N-dimethylacetamide",127-19-5,31374,C4H9NO,87.12,0.943,27.8,38.3,0.92,1.407,70.0,-20.05,164.95,20.0,25.0,20.0,,,-33.85827157,-32.35006985,0.8234996969084662,2.4805516265912315,0.2065568801778134,0.4262982420691045,0.1999393816932713,0.6769549403919984,0.0201050717316629,0.9372937293729372,0.0624062406240624,0.0003000300030003,0.0,4.91379494069232e-10,1.6305381481355828e-10,1.678260786373687e-10,1.1947851072333942e-10,7.273939855137797e-11,1.3647124811516975,0.5091927900372184,0.3441104946370705,1.181089944527736,0.0067290711872569,0.6515074391242791,0.3168495673942901,0.0023469615675527,0.0001031455457612,C
39,MEIM,Azole,MCTWTZJPVLRJOU-UHFFFAOYSA-N,"InChI=1S/C4H6N2/c1-6-3-2-5-4-6/h2-4H,1H3",CN1C=CN=C1,1-methylimidazole,616-47-7,1390,C4H6N2,82.1,1.031,,,1.77,1.525,92.2,-60.0,195.5,25.0,25.0,,,,-29.54923659,-30.69665491,0.7254495857749039,2.724035158617905,0.1581127500505151,0.316579106890281,0.0715296019397857,0.712366134572641,0.0107597494443321,0.8940894089408941,0.1059105910591059,0.0,0.0,4.4389636044645166e-10,1.7029357257288167e-10,1.512798351493901e-10,1.1751151141443958e-10,6.55645316624879e-11,1.4491650266695175,0.4868009104348957,0.328615178885799,1.2244998260869564,0.006926538565757,0.6503799548049033,0.1307298504913475,0.0026033589360779,0.0005010564061059,C
40,NMA,Acetamide,OHLUUHNLEMFGTQ-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-3(5)4-2/h1-2H3,(H,4,5)",CC(=O)NC,N-methylacetamide,79-16-3,6582,C3H7NO,73.09,0.9371,,3.97,3.65,1.41,46.2,28.0,205.0,25.0,,31.0,,47.5,-31.13327919,-29.20017977,0.7106991311376036,2.822893513841179,0.116033542129723,0.2976864012931907,0.0682966255809254,0.7462113558294605,0.0173772479288745,0.8673867386738674,0.1326132613261326,0.0,0.0,3.846677385993905e-10,1.4614453248216994e-10,1.467309439365452e-10,1.1245115972358848e-10,6.093224600329535e-11,1.2996267254281926,0.430760467827731,0.4358746661193041,1.2044737871064468,0.007137214905002,0.6766348678540391,0.0747601994002468,0.0037873439926055,0.0003519222051015,C
41,TEGDME,Ether,ZUHZGEOKBKGPSW-UHFFFAOYSA-N,"InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3",COCCOCCOCCOCCOC,1-methoxy-2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethane,143-24-8,8925,C10H22O5,222.28,1.00711,,7.79,3.418,1.421,140.6,-30.0,275.3,25.0,25.0,24.99,,,-39.90902942,-37.49121028,0.5511719539300872,3.768438068296626,0.1298242069104868,0.3828046069913113,0.137906647807638,0.6793796726611436,0.0523843200646595,0.7137713771377138,0.2559255925592559,0.03000300030003,0.0003000300030003,3.442735697245265e-10,8.797185076099672e-11,1.1114444311800272e-10,7.735809405593759e-11,2.883135151473223e-11,1.1372029240713235,0.9444926909025804,0.4187198017115354,1.2248113428285856,0.0082427147097257,0.2757210961524123,0.0956092459654098,0.0042344146918496,0.0001846009102735,C
42,DME,Ether,XTHFKEDIFFGKHM-UHFFFAOYSA-N,"InChI=1S/C4H10O2/c1-5-3-4-6-2/h3-4H2,1-2H3",COCCOC,"1,2-dimethoxyethane",110-71-4,8071,C4H10O2,90.12,0.868,20.0,7.2,0.46,1.367,0.0,-57.82777778,84.95,20.0,25.0,25.0,,,-24.58814712,-25.17106208,0.5914831279046273,3.095827439886844,0.2904122044857546,0.4260456657910686,0.1895332390381895,0.6065871893311781,0.0270761770054556,0.8607860786078608,0.1251125112511251,0.0141014101410141,0.0,7.491716153339207e-10,3.95822812808865e-10,2.8672371261048327e-10,2.5075298272869966e-10,1.2547816330484516e-10,1.578536807425029,0.4061703670460004,0.3366023431114908,1.1711492665667167,0.0068347186056498,1.4385486866073354,0.2153811608111293,0.001563345118685,5.068801530678547e-05,C
43,DEGDME,Ether,SBZXBUIDTXKZTM-UHFFFAOYSA-N,"InChI=1S/C6H14O3/c1-7-3-5-9-6-4-8-2/h3-6H2,1-2H3",COCCOCCOC,1-methoxy-2-(2-methoxyethoxy)ethane,111-96-6,8150,C6H14O3,134.17,0.945,24.0,7.23,1.089,1.394,70.0,-67.82777778,160.5055556,20.0,20.0,,,,-24.99821889,-23.90980054,0.5813800767831887,4.16811477066074,0.1832693473428975,0.3470903212770257,0.0527379268539098,0.6789250353606789,0.0215700141442715,0.8754875487548754,0.1161116111611161,0.0081008100810081,0.0003000300030003,4.4044744266441016e-10,1.7087823868302259e-10,1.5496088986247749e-10,1.2560802439259402e-10,7.454915738467466e-11,1.3604086164824494,0.6679628105079567,0.3912177993254996,1.1997037191404296,0.0082563201683424,0.6064815874136789,0.1509963638954144,0.0030324315924892,0.000207132372691,C
44,DMS,Sulfite,BDUPRNVPXOHWIL-UHFFFAOYSA-N,InChI=1S/C2H6O3S/c1-4-6(3)5-2/h1-2H3,COS(=O)OC,dimethyl sulfite,616-42-2,69223,C2H6O3S,110.13,1.2054,,21.89,0.8732,1.477,41.1,,126.0,25.0,25.0,20.0,,,-28.24032828,-28.59862667,0.9942917761163872,2.2613659325116178,0.2232774297837945,0.4151343705799148,0.3012729844413013,0.6351788240048495,0.0143968478480501,0.8847884788478848,0.0927092709270927,0.0225022502250225,0.0,3.730131442527192e-10,1.6940226892391672e-10,1.7047003880291187e-10,1.1103216767760151e-10,6.352806843500871e-11,1.5257044194237612,0.531756656047908,0.3140926295493799,1.3415201029485258,0.0082028459250266,0.8758096302682699,0.2405869944033581,0.0038036658674869,0.0002526395823174,C
45,G3,Ether,YFNKIDBQEZZDLK-UHFFFAOYSA-N,"InChI=1S/C8H18O4/c1-9-3-5-11-7-8-12-6-4-10-2/h3-8H2,1-2H3",COCCOCCOCCOC,1-methoxy-2-[2-(2-methoxyethoxy)ethoxy]ethane,112-49-2,8189,C8H18O4,178.23,0.99,,7.5,2.058,1.423,231.0,-45.05,216.0611111,20.0,25.0,,,,-39.63789122,-35.4611801,0.5423822994544355,3.768185492018589,0.1533643160234389,0.3558799757526771,0.0867852091331583,0.6633158213780562,0.0121236613457264,0.8970897089708971,0.1029102910291029,0.0,0.0,3.8213008221400764e-10,1.0668681885979547e-10,1.1943938136067143e-10,8.700707795340842e-11,3.83727082779447e-11,1.226185516963636,0.8401044099821462,0.4707804290539585,1.2137512134932535,0.0075023522143517,0.5984449583707386,0.2331287812437086,0.0034610871942214,0.0003997839412509,C
46,TFPG,Fluorinated,JQDHEQZFNULYPT-UHFFFAOYSA-N,"InChI=1S/C6H10F4O2/c1-11-2-3-12-4-6(9,10)5(7)8/h5H,2-4H2,1H3",COCCOCC(C(F)F)(F)F,"1,1,2,2-tetrafluoro-3-(2-methoxyethoxy)propane",76127-08-7,12824700,C6H10F4O2,190.14,1.2,,,,1.338,45.0,,141.2,,,,,,-33.90675233,-33.99348894,0.956152758132956,2.0227823802788434,0.55021216407355,0.5053546170943625,0.3414831279046272,0.550414225095979,0.0294503940189937,0.8082808280828083,0.1908190819081908,0.0009000900090009,0.0,3.7761992860004415e-10,1.4447210368453727e-10,1.0850281632605227e-10,8.485772691111862e-11,4.9305400270625226e-11,1.7025214903041148,0.5709663738269459,0.3973178952984361,1.315441980109945,0.0101128423375519,0.761663122826204,0.2287025369613562,0.0022704680096069,0.0001244412851305,C
47,MTBE,Ether,BZLVMXJERCGZMT-UHFFFAOYSA-N,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",CC(C)(C)OC,2-methoxy-2-methylpropane,1634-04-4,15413,C5H12O,88.15,0.7405,,4.5,0.361,1.375,-10.0,-109.05,55.17222222,20.0,25.0,,,,-26.84553553,-26.56793696,1.69690846635684,0.4670135380885028,1.217266114366539,0.6129521115376848,0.5641543746211359,0.4750454637300464,0.0573348151141644,0.6222622262226223,0.2721272127212721,0.0936093609360936,0.012001200120012,5.41546809346259e-10,5.043654522943365e-10,1.3319319088324376e-10,1.0627733821682328e-10,4.291862994714171e-11,4.745747877739917,0.1385908319810348,0.4725249170193807,1.1399486630734632,0.009072073383434,0.2848524674948221,0.0773911827462142,0.0020712038077244,0.0004340550186294,D
48,DIPE,Ether,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,"InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",CC(C)OC(C)C,2-propan-2-yloxypropane,108-20-3,7914,C6H14O,102.17,0.724,,3.95,0.273,1.384,-12.8,-86.16111111,68.83888889,20.0,-6.666666667,25.0,,,-27.42595608,-27.78499495,1.923620933521924,0.1542230753687614,1.331076985249546,0.6261365932511622,0.5967872297433829,0.5217720751667003,0.0437462113558294,0.6543654365436543,0.3105310531053105,0.0351035103510351,0.0,5.296548116304925e-10,6.406568221636013e-10,9.923715377739835e-11,8.402932118392136e-11,4.1061706605139145e-11,7.624205612245124,0.0995285692966799,0.4748842764277045,1.1349985882558722,0.0089242571870342,0.2156495551303949,0.0953707097851685,0.0018057092511328,0.0002231938657569,D
49,HME,Ether,ICBJCVRQDSQPGI-UHFFFAOYSA-N,"InChI=1S/C7H16O/c1-3-4-5-6-7-8-2/h3-7H2,1-2H3",CCCCCCOC,1-methoxyhexane,7/3/47,78484,C7H16O,116.2,0.7661,,,,1.396,20.0,,126.1,25.0,,,,,-26.20251427,-27.60268114,1.7807637906647806,0.4476661951909477,1.1976661951909482,0.6170943624974746,0.5909274600929484,0.4606486158819963,0.046524550414225,0.7251725172517252,0.2667266726672667,0.0081008100810081,0.0,4.394986481668675e-10,4.354455405652871e-10,1.19509690012379e-10,1.0045365814157331e-10,6.387032004055155e-11,4.334790276642753,0.1509414551943297,0.4700230770343248,1.1333826081759115,0.0082346485920425,0.1678530678720614,0.0835137906996143,0.0024859218508613,3.5389216286602455e-05,D
50,PRN,Nitrile,FVSKHRXBFJPNKK-UHFFFAOYSA-N,"InChI=1S/C3H5N/c1-2-3-4/h2H2,1H3",CCC#N,propanenitrile,107-12-0,7854,C3H5N,55.08,0.802,16.1,27.95,0.454,1.366,6.0,-91.71666667,97.17222222,0.0,15.0,25.5,,,-23.0627443,-22.84184267,0.6142149929278644,2.773085471812484,0.6546271974136189,0.3702263083451201,0.1354819155384926,0.6714487775308143,0.022479288745201,0.8142814281428142,0.1638163816381638,0.0219021902190219,0.0,8.83185979529713e-10,4.74114380711253e-10,3.2269014343046793e-10,2.629455445398426e-10,1.4399855102426595e-10,1.8030896151557083,0.2780882353864797,0.3015801856568423,1.1175614977511246,0.0064837331249288,1.4975128398659685,0.1028320844280464,0.0010125522658451,8.73066343776538e-05,D
51,MA,Acetate,KXKVLQRXCPHEJC-UHFFFAOYSA-N,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,CC(=O)OC,methyl acetate,79-20-9,6584,C3H6O2,74.08,0.927,16.5,6.68,0.364,1.354,-9.4,-97.82777778,56.83888889,20.0,25.0,25.0,,,-18.75313325,-19.90887256,1.1844311982218627,1.5570822388361287,0.8025863810870879,0.582491412406547,0.4983835118205696,0.4862598504748434,0.0439987876338654,0.804080408040804,0.1896189618961896,0.0063006300630063,0.0,8.509526146449948e-10,8.02594599937408e-10,3.2740990410227045e-10,2.41766826114109e-10,1.1583950978447146e-10,3.3197052417712585,0.0970178309428357,0.3281751402168864,1.1861221484757625,0.0070849958065307,0.9317551558563428,0.1764546788456972,0.001408661759913,6.501678608125144e-05,D
52,DMDS,Sulfide,WQOXQRCZOLPYPM-UHFFFAOYSA-N,InChI=1S/C2H6S2/c1-3-4-2/h1-2H3,CSSC,(methyldisulfanyl)methane,624-92-0,12232,C2H6S2,94.2,1.065,40.0,9.77,0.62,1.522,24.4,-84.77222222,109.6722222,20.0,20.0,20.0,,,-16.69919308,-19.26089761,2.3542634875732475,0.1904425136391189,0.9322590422307534,0.5709739341281068,0.4971711456859971,0.5117700545564761,0.0354617094362497,0.720972097209721,0.255025502550255,0.024002400240024,0.0,4.3646434586213637e-10,6.469384612260758e-10,1.837626150978118e-10,1.4976677617647735e-10,8.058919619344471e-11,4.319639360226044,0.031914761555537,0.4581933804482119,1.248721887456272,0.0072310608767267,0.3661125646648173,0.1505494217690593,0.0021630645690384,9.195160520320592e-05,D
