,num_dol,num_tfep,num_tfsi,num_ps,num_li,atoms_dol,atoms_tfep,atoms_tfsi,atoms_ps,atoms_li,count,%
0,5,0,2,1,2,:1O:1O:1O:1O,,1O:2O1S,,1L:1L,11,0.33003300330033
1,5,0,2,1,2,1O:1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,9,0.27002700270027
2,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:2O1S,,1L:1L,9,0.27002700270027
3,6,1,1,1,2,1O:1O:1O:1O:1O:1O,,1O,,1L:1L,8,0.24002400240024
4,5,1,1,1,2,1O:1O:1O:1O:2O,,1O,,1L:1L,8,0.24002400240024
5,4,0,3,1,2,1O:1O:1O:1O,,1O:1O1S:2O,,1L:1L,7,0.21002100210021
6,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:2O1S,,1L:1L,7,0.21002100210021
7,4,0,3,1,2,:1O:1O:1O,,1O:1O1S:2O,,1L:1L,7,0.21002100210021
8,5,0,1,1,2,1O:1O:1O:1O:1O,,1N3O2S,,1L:1L,6,0.18001800180018
9,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:1O1S,,1L:1L,6,0.18001800180018
10,4,0,1,2,2,1O:1O:1O:1O,,1O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,6,0.18001800180018
11,5,0,2,1,2,1O:1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,6,0.18001800180018
12,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,6,0.18001800180018
13,5,0,2,1,2,:1O:1O:1O:1O,,1O:1O1S,,1L:1L,6,0.18001800180018
14,5,0,2,1,2,:1O:1O:1O:2O,,1O:2O1S,,1L:1L,6,0.18001800180018
15,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,1O,,1L:1L,6,0.18001800180018
16,5,0,2,1,2,:1O:1O:1O:1O,,1O:2O,,1L:1L,6,0.18001800180018
17,4,0,2,1,2,1O:1O:1O:1O,,1O:2O1S,,1L:1L,6,0.18001800180018
18,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:1O1S,,1L:1L,5,0.15001500150015
19,7,0,0,1,2,:1O:1O:1O:1O:1O:2O,,,,1L:1L,5,0.15001500150015
20,4,1,2,1,2,1O:1O:1O:1O,,1O:1O,,1L:1L,5,0.15001500150015
21,3,1,1,2,2,1O:1O:1O,,1N1O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,5,0.15001500150015
22,5,0,2,1,2,:1O:1O:1O:2O,,1O:1O1S,,1L:1L,5,0.15001500150015
23,5,0,1,1,2,1O:1O:1O:1O:2O,,2O,,1L:1L,5,0.15001500150015
24,5,0,2,1,2,:1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,5,0.15001500150015
25,5,1,1,1,2,1O:1O:1O:1O:1O,,1O1S,,1L:1L,5,0.15001500150015
26,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:1O,,1L:1L,5,0.15001500150015
27,6,0,1,1,2,:1O:1O:1O:1O:1O,,1O,,1L:1L,5,0.15001500150015
28,4,0,2,1,2,1O:1O:1O:2O,,1O:2O1S,,1L:1L,5,0.15001500150015
29,4,1,2,1,2,1O:1O:1O:2O,,1O:2O1S,,1L:1L,5,0.15001500150015
30,5,0,2,1,2,1O:1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,5,0.15001500150015
31,4,0,3,1,2,1O:1O:1O:1O,,:1O:2O1S,,1L:1L,5,0.15001500150015
32,4,0,2,1,2,1O:1O:1O:2O,,1O:1O1S,,1L:1L,5,0.15001500150015
33,4,0,3,1,2,1O:1O:1O:1O,,:1O:1O1S,,1L:1L,5,0.15001500150015
34,4,0,1,2,2,1O:1O:1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,5,0.15001500150015
35,5,1,1,1,2,1O:1O:1O:1O:1O,,1O,,1L:1L,4,0.12001200120012
36,5,1,1,1,2,1O:1O:1O:1O:1O,,2O1S,,1L:1L,4,0.12001200120012
37,5,1,1,1,2,1O:1O:1O:1O:1O,,2O2S,,1L:1L,4,0.12001200120012
38,5,0,0,2,2,1O:1O:1O:1O:1O,,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,4,0.12001200120012
39,4,1,2,1,2,1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,4,0.12001200120012
40,6,1,0,1,2,1O:1O:1O:1O:1O:2O,,,,1L:1L,4,0.12001200120012
41,5,1,1,1,1,:::1O:1O,,1O,,1L,4,0.12001200120012
42,4,1,2,1,2,1O:1O:1O:1O,,2O:2O1S,,1L:1L,4,0.12001200120012
43,3,1,2,1,2,1O:1O:1O,1O,:1O,,1L:1L,4,0.12001200120012
44,4,1,2,1,2,1O:1O:1O:1O,,1O:2O1S,,1L:1L,4,0.12001200120012
45,4,1,2,1,2,1O:1O:1O:1O,,1O:2O,,1L:1L,4,0.12001200120012
46,4,1,1,1,2,1O:1O:1O:1O,,2O,,1L:1L,4,0.12001200120012
47,6,0,1,1,2,:1O:1O:1O:1O:2O,,1O1S,,1L:1L,4,0.12001200120012
48,6,0,1,1,2,:1O:1O:1O:1O:2O,,1O,,1L:1L,4,0.12001200120012
49,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
50,3,1,3,1,2,1O:1O:1O,,1O:1O:1O1S,,1L:1L,4,0.12001200120012
51,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:2O,,1L:1L,4,0.12001200120012
52,6,0,2,1,2,:1O:1O:1O:1O:2O,,:1O,,1L:1L,4,0.12001200120012
53,5,0,1,2,2,1O:1O:1O:1O:1O,,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,4,0.12001200120012
54,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:1O1S,,1L:1L,4,0.12001200120012
55,5,0,2,1,2,1O:1O:1O:1O:1O,,:2O,,1L:1L,4,0.12001200120012
56,5,0,2,1,2,1O:1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,4,0.12001200120012
57,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:1O,,1L:1L,4,0.12001200120012
58,3,0,1,2,2,1O:1O:1O,,1N1O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,4,0.12001200120012
59,5,0,1,1,2,1O:1O:1O:1O:2O,,1O1S,,1L:1L,4,0.12001200120012
60,5,0,1,1,2,1O:1O:1O:1O:2O,,1O,,1L:1L,4,0.12001200120012
61,4,1,2,1,2,1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,4,0.12001200120012
62,4,1,2,1,2,1O:1O:1O:1O,,1O:1O1S,,1L:1L,4,0.12001200120012
63,5,0,1,1,2,1O:1O:1O:2O:2O,,2O,,1L:1L,4,0.12001200120012
64,5,0,1,1,2,1O:1O:1O:1O:1O,,2O1S,,1L:1L,4,0.12001200120012
65,7,0,1,1,2,:1O:1O:1O:1O:1O:1O,,1O,,1L:1L,4,0.12001200120012
66,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:2O,,1L:1L,4,0.12001200120012
67,4,0,2,1,2,1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,4,0.12001200120012
68,4,1,3,1,2,:1O:1O:1O,,1O:1O:2O1S,,1L:1L,4,0.12001200120012
69,4,0,2,1,2,1O:1O:1O:1O,,1O:1O1S,,1L:1L,4,0.12001200120012
70,7,0,1,1,2,::1O:1O:1O:1O:1O,,1O,,1L:1L,4,0.12001200120012
71,5,0,2,2,2,:1O:1O:1O:1O,,:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,3,0.09000900090009
72,4,1,2,1,2,1O:1O:1O:1O,,1O:3O1S,,1L:1L,3,0.09000900090009
73,5,3,1,1,2,1O:1O:1O:1O:2O,::,1O,,1L:1L,3,0.09000900090009
74,4,0,3,1,2,:1O:1O:1O,,1O:1O:2O1S,,1L:1L,3,0.09000900090009
75,6,1,0,1,2,1O:1O:1O:1O:1O:1O,,,,1L:1L,3,0.09000900090009
76,4,0,1,3,2,:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
77,4,0,1,2,2,1O:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
78,4,0,1,2,2,1O:1O:1O:1O,,1O1S,:::1S:1S:2S:2S:2S,1L:1L,3,0.09000900090009
79,4,1,2,1,2,1O:1O:1O:1O,,1O1S:2O,,1L:1L,3,0.09000900090009
80,4,1,1,1,1,::1O:1O,1O,1O,,1L,3,0.09000900090009
81,4,0,1,2,2,1O:1O:1O:1O,,2O1S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,3,0.09000900090009
82,4,0,1,3,2,1O:1O:1O:1O,,2O1S,::::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
83,5,0,2,1,2,1O:1O:1O:2O:2O,,1O:1O,,1L:1L,3,0.09000900090009
84,5,1,1,1,2,:1O:1O:1O:1O,,1N3O2S,,1L:1L,3,0.09000900090009
85,5,0,2,1,2,1O:1O:1O:1O:2O,,2O1S:2O1S,,1L:1L,3,0.09000900090009
86,6,1,1,1,1,:::1O:1O:1O,,1O1S,,1L,3,0.09000900090009
87,5,0,2,1,2,:1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,3,0.09000900090009
88,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O1S:2O,,1L:1L,3,0.09000900090009
89,4,1,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,3,0.09000900090009
90,3,0,2,1,2,1O:1O:1O,,1O:2O,,1L:1L,3,0.09000900090009
91,3,1,2,1,2,1O:1O:2O,,1O:2O1S,,1L:1L,3,0.09000900090009
92,5,0,1,1,2,1O:1O:1O:1O:1O,,1N1O1S,,1L:1L,3,0.09000900090009
93,4,1,2,1,2,1O:1O:1O:1O,1O,1O:2O1S,,1L:1L,3,0.09000900090009
94,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:1O,,1L:1L,3,0.09000900090009
95,4,1,2,1,2,1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,3,0.09000900090009
96,4,0,3,1,2,:1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,3,0.09000900090009
97,4,0,3,1,2,:1O:1O:1O,,1O:1O:1O1S,,1L:1L,3,0.09000900090009
98,4,0,1,2,2,1O:1O:1O:1O,,1O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,3,0.09000900090009
99,6,0,2,1,2,:1O:1O:1O:1O:2O,,1O:1O,,1L:1L,3,0.09000900090009
100,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,3,0.09000900090009
101,4,0,2,1,2,1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,3,0.09000900090009
102,3,2,2,1,2,1O:1O:1O,:1O,1O:2O,,1L:1L,3,0.09000900090009
103,4,1,3,1,2,:1O:1O:1O,,1O:1O:1O1S,,1L:1L,3,0.09000900090009
104,5,1,2,1,2,:1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,3,0.09000900090009
105,7,1,0,1,2,1O:1O:1O:1O:1O:1O:2O,,,,1L:1L,3,0.09000900090009
106,5,0,2,1,2,1O:1O:1O:1O:1O,,1N1O1S:2O,,1L:1L,3,0.09000900090009
107,4,0,3,1,2,1O:1O:1O:1O,,:1N1O1S:1O,,1L:1L,3,0.09000900090009
108,4,0,2,1,2,1O:1O:1O:1O,,1O:1O,,1L:1L,3,0.09000900090009
109,4,0,1,1,2,1O:1O:1O:1O,,1N1O1S,,1L:1L,3,0.09000900090009
110,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:1O1S,,1L:1L,3,0.09000900090009
111,7,0,2,1,2,::1O:1O:1O:1O:1O,,1O:2O,,1L:1L,3,0.09000900090009
112,4,0,1,1,2,1O:1O:1O:2O,,1O,,1L:1L,3,0.09000900090009
113,3,1,3,1,2,1O:1O:2O,,1O:1O:1O1S,,1L:1L,3,0.09000900090009
114,5,0,1,1,2,:1O:1O:1O:1O,,1N3O2S,,1L:1L,3,0.09000900090009
115,3,0,3,1,2,1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,3,0.09000900090009
116,4,0,3,1,2,:1O:1O:1O,,1N3O2S:1O:1O1S,,1L:1L,3,0.09000900090009
117,5,0,1,1,2,1O:1O:1O:2O:2O,,1O,,1L:1L,3,0.09000900090009
118,4,0,2,1,2,1O:1O:1O:1O,,1O:2O,,1L:1L,3,0.09000900090009
119,5,0,3,1,2,1O:1O:1O:1O:1O,,1O:1O:1O,,1L:1L,3,0.09000900090009
120,5,0,3,1,2,1O:1O:1O:1O:1O,,1O:1O:1O1S,,1L:1L,3,0.09000900090009
121,6,1,1,1,2,:1O:1O:1O:1O:1O,,1O,,1L:1L,3,0.09000900090009
122,4,0,1,2,2,1O:1O:1O:2O,,1O,:::1S:1S:2S:2S:2S,1L:1L,3,0.09000900090009
123,4,0,2,1,2,1O:1O:1O:1O,,1O1S:2O,,1L:1L,3,0.09000900090009
124,5,0,1,2,2,:1O:1O:1O:2O,,1O,:::1S:1S:2S:2S:2S,1L:1L,3,0.09000900090009
125,6,0,1,1,2,:1O:1O:1O:1O:1O,,2O,,1L:1L,3,0.09000900090009
126,5,1,1,1,1,::1O:1O:2O,,1O,,1L,3,0.09000900090009
127,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,:::1S:1S:2S:2S:2S,1L:1L,3,0.09000900090009
128,6,0,1,2,2,::1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,3,0.09000900090009
129,6,0,1,1,2,:1O:1O:1O:1O:1O,,2O2S,,1L:1L,3,0.09000900090009
130,4,1,1,1,2,1O:1O:1O:1O,,1O1S,,1L:1L,3,0.09000900090009
131,2,1,4,1,2,1O:1O,,1O:1O:1O1S:2O1S,,1L:1L,3,0.09000900090009
132,6,0,1,1,2,:1O:1O:1O:1O:1O,,1O1S,,1L:1L,3,0.09000900090009
133,3,1,1,2,2,1O:1O:1O,,1N1O1S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,3,0.09000900090009
134,4,1,2,1,2,:1O:1O:1O,,2O:2O1S,,1L:1L,3,0.09000900090009
135,4,1,2,1,2,1O:1O:1O:2O,,1O:1O1S,,1L:1L,3,0.09000900090009
136,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:2O1S,,1L:1L,3,0.09000900090009
137,5,1,1,1,2,1O:1O:1O:1O:1O,,2O,,1L:1L,3,0.09000900090009
138,5,0,1,2,2,:1O:1O:1O:1O,,1O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,3,0.09000900090009
139,5,0,2,1,2,:1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,3,0.09000900090009
140,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,3,0.09000900090009
141,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,2O,,1L:1L,3,0.09000900090009
142,6,0,1,2,2,:1O:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
143,5,0,1,2,2,:1O:1O:1O:2O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
144,4,0,2,2,2,1O:1O:1O:1O,,1O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
145,5,0,1,2,3,:1O:1O:1O:2O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,3,0.09000900090009
146,4,0,1,2,2,1O:1O:1O:2O,,1O1S,:::1S:1S:2S:2S:2S,1L:1L,3,0.09000900090009
147,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,2O1S,,1L:1L,3,0.09000900090009
148,4,0,2,1,2,1O:1O:1O:1O,,2O:2O1S,,1L:1L,2,0.06000600060006
149,6,0,1,1,2,::1O:1O:1O:1O,,1N3O2S,,1L:1L,2,0.06000600060006
150,5,0,1,3,2,::1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
151,5,1,2,2,2,:1O:1O:1O:1O,,1O:1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
152,4,0,3,1,2,1O:1O:1O:2O,,1N1O1S:1O:1O,,1L:1L,2,0.06000600060006
153,3,1,3,1,2,1O:1O:2O,,1O:1O1S:2O1S,,1L:1L,2,0.06000600060006
154,5,0,1,3,2,:1O:1O:1O:2O,,2O1S,::::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
155,4,0,3,1,2,1O:1O:1O:2O,,:1O:1O1S,,1L:1L,2,0.06000600060006
156,6,0,1,1,2,:1O:1O:1O:1O:2O,,2O1S,,1L:1L,2,0.06000600060006
157,4,0,4,1,2,:1O:1O:1O,,1O:1O:1O:2O1S,,1L:1L,2,0.06000600060006
158,4,0,2,1,2,1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
159,3,1,4,1,2,1O:1O:1O,,1O:1O:1O:2O,,1L:1L,2,0.06000600060006
160,6,0,1,1,2,::1O:1O:1O:1O,,2O2S,,1L:1L,2,0.06000600060006
161,5,1,2,1,2,:1O:1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
162,4,1,1,1,1,::1O:1O,,1O,,1L,2,0.06000600060006
163,5,1,2,1,2,:1O:1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
164,6,0,1,2,2,:1O:1O:1O:1O:1O,,,2S:3S:4S:4S:4S:4S:4S:4S,1L:1L,2,0.06000600060006
165,4,1,0,2,2,1O:1O:1O:2O,,,2S:3S:4S:4S:4S:4S:4S:4S,1L:1L,2,0.06000600060006
166,5,0,1,2,2,:1O:1O:1O:2O,,1N3O2S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
167,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:3O1S,,1L:1L,2,0.06000600060006
168,4,0,3,1,2,1O:1O:1O:1O,,1O:2O:2O,,1L:1L,2,0.06000600060006
169,5,1,2,1,2,:1O:1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
170,5,1,2,1,2,:1O:1O:1O:2O,,1O:2O,,1L:1L,2,0.06000600060006
171,4,0,2,1,2,1O:1O:1O:1O,,2O:3O1S,,1L:1L,2,0.06000600060006
172,4,0,3,1,2,1O:1O:1O:1O,,:1O:1O,,1L:1L,2,0.06000600060006
173,4,0,3,1,2,:1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,2,0.06000600060006
174,4,0,4,1,2,:1O:1O:1O,,:1O:1O:1O1S,,1L:1L,2,0.06000600060006
175,5,1,2,2,2,:1O:1O:1O:1O,,1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
176,5,2,0,1,1,::1O:1O:1O,:,,,1L,2,0.06000600060006
177,4,0,2,1,2,1O:1O:1O:1O,,2O1S:2O1S,,1L:1L,2,0.06000600060006
178,3,1,1,2,2,1O:1O:1O,,1O1S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
179,5,2,1,1,1,::1O:1O:1O,:,1O,,1L,2,0.06000600060006
180,4,0,2,1,2,1O:1O:1O:2O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
181,4,0,3,2,2,::1O:1O,,1O:1O:2O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
182,6,0,0,2,2,1O:1O:1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
183,4,0,3,1,2,:1O:1O:2O,,1N2O1S:1O:2O,,1L:1L,2,0.06000600060006
184,6,0,0,2,2,1O:1O:1O:1O:1O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
185,5,0,1,2,2,::1O:1O:2O,,3O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
186,5,1,2,1,2,:1O:1O:1O:1O,,1O1S:2O,,1L:1L,2,0.06000600060006
187,4,0,3,2,2,::1O:1O,,1O1S:1O1S:1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
188,4,0,3,1,2,:1O:1O:2O,,1O:1O1S:2O,,1L:1L,2,0.06000600060006
189,4,0,3,1,2,:1O:1O:2O,,1O:1O:1O1S,,1L:1L,2,0.06000600060006
190,4,0,3,2,2,::1O:1O,,1N1O1S:1O:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
191,6,0,0,2,2,:1O:1O:1O:1O:1O,,,:1S:1S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
192,3,1,2,1,2,1O:1O:1O,,1O:2O,,1L:1L,2,0.06000600060006
193,3,1,2,1,2,1O:1O:1O,,1O:2O2S,,1L:1L,2,0.06000600060006
194,3,1,2,1,2,1O:1O:1O,1O,1O:2O,,1L:1L,2,0.06000600060006
195,4,0,3,1,2,:1O:1O:1O,,:1O:2O1S,,1L:1L,2,0.06000600060006
196,5,0,1,3,2,:1O:1O:1O:1O,,1O,::1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
197,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,1O1S,,1L:1L,2,0.06000600060006
198,4,0,3,1,2,:1O:1O:1O,,1O:1O:1O,,1L:1L,2,0.06000600060006
199,5,2,1,1,1,:::1O:1O,:,1O,,1L,2,0.06000600060006
200,4,0,2,1,2,1O:1O:1O:2O,,1N2O2S:1O,,1L:1L,2,0.06000600060006
201,5,2,1,1,2,1O:1O:1O:1O:2O,:,1O,,1L:1L,2,0.06000600060006
202,6,0,0,3,2,:1O:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
203,5,2,2,1,1,:::1O:1O,:,:1O,,1L,2,0.06000600060006
204,4,0,4,1,2,1O:1O:1O:1O,,:1O:1O:1O1S,,1L:1L,2,0.06000600060006
205,3,1,1,2,2,1O:1O:2O,,1O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
206,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
207,5,3,0,1,1,:1O:1O:1O:1O,::1O,,,1L,2,0.06000600060006
208,4,0,2,1,2,1O:1O:1O:1O,,1O:3O2S,,1L:1L,2,0.06000600060006
209,4,0,3,1,2,:1O:1O:1O,,1O:1O:2O,,1L:1L,2,0.06000600060006
210,4,0,2,1,2,1O:1O:1O:1O,,1O:3O1S,,1L:1L,2,0.06000600060006
211,4,0,3,3,2,::1O:1O,,::1O1S,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
212,6,0,1,1,2,1O:1O:1O:1O:2O:2O,,1O,,1L:1L,2,0.06000600060006
213,4,0,3,1,2,:1O:1O:2O,,1N2O2S:1O:1O,,1L:1L,2,0.06000600060006
214,4,0,1,1,2,1O:1O:1O:1O,,1N3O2S,,1L:1L,2,0.06000600060006
215,5,1,2,1,2,:1O:1O:1O:1O,,1N2O2S:2O1S,,1L:1L,2,0.06000600060006
216,5,0,2,1,2,:1O:1O:1O:1O,,1N3O2S:2O1S,,1L:1L,2,0.06000600060006
217,4,0,2,2,2,:1O:1O:1O,,1O:2O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
218,5,0,2,2,2,1O:1O:1O:1O:1O,,:1O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
219,5,0,3,1,2,:1O:1O:1O:1O,,:1O:2O1S,,1L:1L,2,0.06000600060006
220,4,0,2,2,2,:1O:1O:1O,,:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
221,4,0,1,2,2,:1O:1O:1O,,1O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
222,4,0,1,3,2,:1O:1O:1O,,1N1O1S,:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:4S:4S:4S:4S,1L:1L,2,0.06000600060006
223,4,0,1,2,2,:1O:1O:1O,,1O,2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
224,5,1,1,1,1,::1O:1O:1O,,1O,,1L,2,0.06000600060006
225,5,0,2,1,2,:1O:1O:1O:1O,,1O1S:2O,,1L:1L,2,0.06000600060006
226,5,1,1,1,1,::1O:1O:1O,1O,1O,,1L,2,0.06000600060006
227,5,0,3,1,2,:1O:1O:1O:1O,,1O:2O:2O1S,,1L:1L,2,0.06000600060006
228,5,1,2,1,2,:1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
229,5,0,2,1,2,:1O:1O:1O:1O,,1N3O2S:1O1S,,1L:1L,2,0.06000600060006
230,5,1,1,1,2,1O:1O:1O:1O:1O,,1N1O1S,,1L:1L,2,0.06000600060006
231,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:2O,,1L:1L,2,0.06000600060006
232,4,0,1,2,2,1O:1O:1O:2O,,2O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
233,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:1O1S,,1L:1L,2,0.06000600060006
234,4,0,1,2,2,1O:1O:1O:2O,,2O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
235,4,0,1,2,2,1O:1O:1O:2O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
236,4,0,1,3,2,:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
237,4,0,1,2,2,1O:1O:1O:2O,,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
238,4,0,1,2,2,1O:1O:1O:2O,,1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
239,4,0,2,2,2,:1O:1O:1O,,1O:1O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
240,4,0,2,2,2,:1O:1O:1O,,1O:1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
241,5,0,2,1,2,:1O:1O:1O:1O,,:2O1S,,1L:1L,2,0.06000600060006
242,5,0,2,1,2,:1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
243,4,2,0,1,1,:1O:1O:1O,:,,,1L,2,0.06000600060006
244,4,0,1,3,2,1O:1O:1O:1O,,1O1S,::::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
245,5,0,2,1,2,::1O:1O:1O,,2O1S:3O2S,,1L:1L,2,0.06000600060006
246,5,0,2,1,2,:1O:1O:2O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
247,4,0,2,2,2,1O:1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
248,4,0,1,3,2,1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
