,num_dol,num_tfepe,num_tfsi,num_ps,num_li,atoms_dol,atoms_tfepe,atoms_tfsi,atoms_ps,atoms_li,count,%
0,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:1O,,1L:1L,16,0.48004800480048
1,5,0,2,1,2,:1O:1O:1O:1O,,1O:2O1S,,1L:1L,15,0.45004500450045
2,5,0,2,1,2,:1O:1O:1O:1O,,1O:1O,,1L:1L,13,0.39003900390039
3,5,0,2,1,2,:1O:1O:1O:1O,,1O:1O1S,,1L:1L,11,0.33003300330033
4,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:1O,,1L:1L,11,0.33003300330033
5,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O:1O,,1L:1L,10,0.3000300030003
6,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:1O1S,,1L:1L,10,0.3000300030003
7,4,0,2,1,2,1O:1O:1O:1O,,1O:1O1S,,1L:1L,9,0.27002700270027
8,4,0,2,1,2,1O:1O:1O:1O,,1O:2O1S,,1L:1L,9,0.27002700270027
9,5,0,2,1,2,:1O:1O:1O:1O,,1O:2O,,1L:1L,9,0.27002700270027
10,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O,:::1S:1S:2S:2S:2S,1L:1L,9,0.27002700270027
11,4,0,2,1,2,1O:1O:1O:2O,,1O:2O1S,,1L:1L,8,0.24002400240024
12,5,0,1,1,2,1O:1O:1O:1O:1O,,1O,,1L:1L,8,0.24002400240024
13,5,0,2,1,2,:1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,7,0.21002100210021
14,6,0,2,1,2,::1O:1O:1O:1O,,1O:1O,,1L:1L,7,0.21002100210021
15,4,0,2,1,2,1O:1O:1O:1O,,1O:1O,,1L:1L,7,0.21002100210021
16,4,0,2,1,2,1O:1O:1O:1O,,1O:2O,,1L:1L,7,0.21002100210021
17,5,0,1,1,2,1O:1O:1O:1O:2O,,1O,,1L:1L,7,0.21002100210021
18,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:2O1S,,1L:1L,7,0.21002100210021
19,4,0,2,2,2,:1O:1O:1O,,1O:1O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,7,0.21002100210021
20,6,0,1,1,2,:1O:1O:1O:1O:1O,,2O,,1L:1L,7,0.21002100210021
21,6,0,2,1,2,::1O:1O:1O:1O,,1O:2O1S,,1L:1L,6,0.18001800180018
22,7,0,0,1,1,::1O:1O:1O:1O:1O,,,,1L,6,0.18001800180018
23,4,0,2,1,2,:1O:1O:1O,,1O:2O1S,,1L:1L,6,0.18001800180018
24,4,1,2,1,2,1O:1O:1O:1O,,1O:1O1S,,1L:1L,6,0.18001800180018
25,7,0,0,1,1,:::1O:1O:1O:1O,,,,1L,6,0.18001800180018
26,4,1,2,1,2,1O:1O:1O:1O,,1O:2O1S,,1L:1L,6,0.18001800180018
27,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:1O,,1L:1L,6,0.18001800180018
28,4,0,1,1,2,1O:1O:1O:1O,,1N3O2S,,1L:1L,6,0.18001800180018
29,4,0,2,1,2,:1O:1O:1O,,1O:1O,,1L:1L,6,0.18001800180018
30,4,0,2,1,2,:1O:1O:1O,,1O:1O1S,,1L:1L,6,0.18001800180018
31,4,1,2,1,2,1O:1O:1O:1O,,1O:1O,,1L:1L,6,0.18001800180018
32,4,0,3,1,2,1O:1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,6,0.18001800180018
33,5,0,1,1,2,1O:1O:1O:1O:2O,,2O1S,,1L:1L,6,0.18001800180018
34,6,1,0,1,1,::1O:1O:1O:1O,,,,1L,6,0.18001800180018
35,6,0,1,1,2,:1O:1O:1O:1O:2O,,2O,,1L:1L,6,0.18001800180018
36,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:1O1S,,1L:1L,6,0.18001800180018
37,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:2O,,1L:1L,5,0.15001500150015
38,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,:::1S:1S:2S:2S:2S,1L:1L,5,0.15001500150015
39,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,5,0.15001500150015
40,6,0,1,1,2,:1O:1O:1O:1O:2O,,1O,,1L:1L,5,0.15001500150015
41,3,0,2,1,2,1O:1O:1O,,1N1O1S:1O,,1L:1L,5,0.15001500150015
42,4,0,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,5,0.15001500150015
43,6,0,0,1,1,::1O:1O:1O:1O,,,,1L,5,0.15001500150015
44,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:1O1S,,1L:1L,5,0.15001500150015
45,6,0,1,1,2,:1O:1O:1O:1O:1O,,1O,,1L:1L,5,0.15001500150015
46,4,0,2,2,2,:1O:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,5,0.15001500150015
47,5,0,2,1,2,::1O:1O:1O,,1O:1O,,1L:1L,5,0.15001500150015
48,5,0,1,1,2,1O:1O:1O:1O:2O,,1O1S,,1L:1L,5,0.15001500150015
49,5,0,2,1,2,:1O:1O:1O:2O,,1O:1O,,1L:1L,5,0.15001500150015
50,6,0,1,1,2,:1O:1O:1O:1O:1O,,3O1S,,1L:1L,5,0.15001500150015
51,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,1O,,1L:1L,5,0.15001500150015
52,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:2O1S,,1L:1L,5,0.15001500150015
53,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:3O1S,,1L:1L,5,0.15001500150015
54,4,0,3,1,2,1O:1O:1O:1O,,1N1O1S:1O:1O1S,,1L:1L,5,0.15001500150015
55,5,0,2,1,2,:1O:1O:1O:2O,,1O:1O1S,,1L:1L,5,0.15001500150015
56,5,0,1,1,2,1O:1O:1O:1O:1O,,1O1S,,1L:1L,5,0.15001500150015
57,5,0,1,1,2,1O:1O:1O:1O:1O,,2O,,1L:1L,5,0.15001500150015
58,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:1O1S,,1L:1L,5,0.15001500150015
59,6,0,1,1,1,::1O:1O:1O:1O,,1O,,1L,5,0.15001500150015
60,5,0,1,1,2,:1O:1O:1O:1O,,3O1S,,1L:1L,5,0.15001500150015
61,3,0,2,1,2,1O:1O:1O,,1O:1O1S,,1L:1L,5,0.15001500150015
62,5,0,1,1,2,1O:1O:1O:1O:1O,,1N3O2S,,1L:1L,5,0.15001500150015
63,4,1,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
64,5,0,1,1,2,:1O:1O:1O:1O,,1N2O2S,,1L:1L,4,0.12001200120012
65,5,0,1,1,2,1O:1O:1O:1O:2O,,3O1S,,1L:1L,4,0.12001200120012
66,5,0,2,1,2,:1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,4,0.12001200120012
67,5,0,2,1,2,1O:1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,4,0.12001200120012
68,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,4,0.12001200120012
69,4,0,1,1,2,1O:1O:1O:2O,,1O,,1L:1L,4,0.12001200120012
70,6,0,2,1,2,::1O:1O:1O:1O,,1O:1O1S,,1L:1L,4,0.12001200120012
71,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O:2O,,1L:1L,4,0.12001200120012
72,5,0,1,1,2,1O:1O:1O:1O:2O,,1N2O1S,,1L:1L,4,0.12001200120012
73,5,0,3,1,2,::1O:1O:1O,,1O:1O:1O1S,,1L:1L,4,0.12001200120012
74,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:1O,,1L:1L,4,0.12001200120012
75,5,0,1,1,2,1O:1O:1O:1O:1O,,2O1S,,1L:1L,4,0.12001200120012
76,4,0,2,2,2,1O:1O:1O:1O,,:2O1S,:::1S:1S:2S:2S:2S,1L:1L,4,0.12001200120012
77,5,0,1,1,2,1O:1O:1O:1O:1O,,1N1O1S,,1L:1L,4,0.12001200120012
78,5,0,2,1,2,1O:1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,4,0.12001200120012
79,5,0,1,1,2,:1O:1O:1O:2O,,1O,,1L:1L,4,0.12001200120012
80,5,0,2,1,2,1O:1O:1O:1O:1O,,:1O,,1L:1L,4,0.12001200120012
81,6,0,0,2,2,:1O:1O:1O:1O:1O,,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
82,5,0,1,1,2,1O:1O:1O:1O:2O,,2O,,1L:1L,4,0.12001200120012
83,6,0,0,2,2,:1O:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,4,0.12001200120012
84,5,1,1,2,2,:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,4,0.12001200120012
85,4,0,2,1,2,1O:1O:1O:1O,,2O1S:2O1S,,1L:1L,4,0.12001200120012
86,4,0,2,1,2,:1O:1O:2O,,1N1O1S:1O,,1L:1L,4,0.12001200120012
87,4,0,3,1,2,:1O:1O:1O,,1O:1O1S:2O,,1L:1L,4,0.12001200120012
88,4,0,2,1,2,1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,4,0.12001200120012
89,4,0,1,3,2,::1O:1O,,1O,1S:1S:1S:1S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S:3S:4S,1L:1L,4,0.12001200120012
90,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,4,0.12001200120012
91,5,0,2,1,2,:1O:1O:1O:1O,,2O:2O1S,,1L:1L,4,0.12001200120012
92,6,0,0,1,1,:1O:1O:1O:1O:1O,,,,1L,4,0.12001200120012
93,8,0,0,1,1,::::1O:1O:1O:1O,,,,1L,4,0.12001200120012
94,5,0,2,1,2,:1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,4,0.12001200120012
95,4,0,2,1,2,1O:1O:1O:2O,,1O:1O,,1L:1L,4,0.12001200120012
96,4,0,2,1,2,1O:1O:1O:2O,,1O:1O1S,,1L:1L,4,0.12001200120012
97,3,1,3,1,2,1O:1O:1O,,1N1O1S:1O:1O1S,,1L:1L,4,0.12001200120012
98,4,0,2,1,2,:1O:1O:1O,,1N3O2S:1O,,1L:1L,4,0.12001200120012
99,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1O,,1L:1L,4,0.12001200120012
100,5,0,2,1,2,:1O:1O:1O:1O,,1O:3O1S,,1L:1L,4,0.12001200120012
101,6,0,1,1,2,:1O:1O:1O:2O:2O,,1O,,1L:1L,4,0.12001200120012
102,4,0,1,2,2,1O:1O:1O:2O,,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
103,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
104,5,0,1,2,2,:1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
105,4,0,3,1,2,1O:1O:1O:1O,,1N1O1S:1O:2O,,1L:1L,3,0.09000900090009
106,3,0,3,2,2,1O:1O:1O,,1O:1O:2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
107,6,0,1,1,2,::1O:1O:1O:1O,,2O1S,,1L:1L,3,0.09000900090009
108,6,0,1,1,2,::1O:1O:1O:1O,,1O1S,,1L:1L,3,0.09000900090009
109,3,2,2,1,2,1O:1O:1O,:,1O:2O,,1L:1L,3,0.09000900090009
110,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:2O1S,,1L:1L,3,0.09000900090009
111,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
112,4,0,3,1,2,1O:1O:1O:1O,,:1O:2O1S,,1L:1L,3,0.09000900090009
113,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,1O1S,,1L:1L,3,0.09000900090009
114,5,0,1,1,2,:1O:1O:1O:1O,,2O,,1L:1L,3,0.09000900090009
115,4,0,3,1,2,1O:1O:1O:1O,,:1O:2O,,1L:1L,3,0.09000900090009
116,6,0,1,1,2,:1O:1O:1O:1O:1O,,2O1S,,1L:1L,3,0.09000900090009
117,6,0,1,1,2,:1O:1O:1O:1O:1O,,1O1S,,1L:1L,3,0.09000900090009
118,5,0,1,1,2,:1O:1O:1O:1O,,1N3O2S,,1L:1L,3,0.09000900090009
119,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,2O1S,,1L:1L,3,0.09000900090009
120,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,3,0.09000900090009
121,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,2O1S,,1L:1L,3,0.09000900090009
122,5,0,3,1,2,:1O:1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,3,0.09000900090009
123,4,0,3,1,2,:1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,3,0.09000900090009
124,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
125,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,3,0.09000900090009
126,5,0,3,1,2,1O:1O:1O:1O:1O,,1O:1O:1O1S,,1L:1L,3,0.09000900090009
127,5,1,1,1,2,1O:1O:1O:1O:1O,,2O1S,,1L:1L,3,0.09000900090009
128,6,0,1,3,2,:::1O:1O:1O,,1O1S,:::::1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
129,4,0,2,2,2,::1O:1O,,1N3O2S:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
130,5,0,1,3,2,:1O:1O:1O:1O,,1O,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
131,4,0,0,3,2,:1O:1O:2O,,,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
132,5,0,1,3,2,::1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S:3S:4S,1L:1L,3,0.09000900090009
133,5,1,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,3,0.09000900090009
134,4,0,1,1,2,1O:1O:1O:1O,,2O1S,,1L:1L,3,0.09000900090009
135,4,0,3,1,2,:1O:1O:1O,,1O:2O:2O1S,,1L:1L,3,0.09000900090009
136,4,0,3,1,2,:1O:1O:1O,,1O:1O:1O1S,,1L:1L,3,0.09000900090009
137,3,0,3,1,2,1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,3,0.09000900090009
138,4,0,2,2,2,:1O:1O:1O,,1O1S:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
139,3,1,2,1,2,1O:1O:1O,,1O:1O1S,,1L:1L,3,0.09000900090009
140,3,0,3,1,2,1O:1O:1O,,1O:1O:2O1S,,1L:1L,3,0.09000900090009
141,5,0,3,1,2,::1O:1O:1O,,1O:1O:1O,,1L:1L,3,0.09000900090009
142,3,1,2,1,2,1O:1O:1O,,1N1O1S:1O,,1L:1L,3,0.09000900090009
143,6,0,1,2,2,::1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,3,0.09000900090009
144,6,0,2,1,2,:1O:1O:1O:1O:1O,,:1O,,1L:1L,3,0.09000900090009
145,6,0,2,1,2,:1O:1O:1O:1O:2O,,1O:1O,,1L:1L,3,0.09000900090009
146,4,0,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
147,3,0,2,2,2,:1O:1O,,1N3O2S:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
148,5,0,1,1,2,:1O:1O:1O:2O,,2O,,1L:1L,3,0.09000900090009
149,5,0,1,1,2,:1O:1O:1O:2O,,1O1S,,1L:1L,3,0.09000900090009
150,5,0,1,2,2,::1O:1O:1O,,1O,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,3,0.09000900090009
151,3,1,3,1,2,1O:1O:1O,,1O:1O:1O1S,,1L:1L,3,0.09000900090009
152,6,0,0,1,2,1O:1O:1O:1O:1O:2O,,,,1L:1L,3,0.09000900090009
153,3,1,3,1,2,1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,3,0.09000900090009
154,5,0,1,1,2,:1O:1O:1O:1O,,2O1S,,1L:1L,3,0.09000900090009
155,7,0,1,1,1,::1O:1O:1O:1O:1O,,1O,,1L,3,0.09000900090009
156,4,0,2,1,2,1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,3,0.09000900090009
157,4,0,2,1,2,:1O:1O:1O,,2O:2O1S,,1L:1L,3,0.09000900090009
158,6,1,1,1,2,:1O:1O:1O:1O:1O,,2O1S,,1L:1L,3,0.09000900090009
159,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
160,5,0,0,2,2,:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
161,6,1,1,1,2,:1O:1O:1O:1O:1O,,1O,,1L:1L,3,0.09000900090009
162,7,0,1,1,1,::::1O:1O:1O,,,,1L,3,0.09000900090009
163,3,0,2,1,2,1O:1O:1O,,1O:2O2S,,1L:1L,3,0.09000900090009
164,4,0,2,1,2,1O:1O:1O:1O,,:1O,,1L:1L,3,0.09000900090009
165,7,0,1,1,1,:::1O:1O:1O:2O,,,,1L,3,0.09000900090009
166,4,0,2,1,2,1O:1O:1O:1O,,1O1S:1O1S,,1L:1L,3,0.09000900090009
167,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,3,0.09000900090009
168,5,0,0,2,2,1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
169,8,0,0,1,1,:::1O:1O:1O:1O:1O,,,,1L,3,0.09000900090009
170,7,0,0,1,1,::1O:1O:1O:1O:2O,,,,1L,3,0.09000900090009
171,4,0,2,1,2,:1O:1O:1O,,1N3O2S:2O1S,,1L:1L,3,0.09000900090009
172,5,0,0,2,2,1O:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,3,0.09000900090009
173,5,0,2,1,2,1O:1O:1O:1O:1O,,1N1O1S:1O1S,,1L:1L,3,0.09000900090009
174,6,1,0,1,1,::1O:1O:1O:2O,,,,1L,3,0.09000900090009
175,7,0,1,1,1,:::1O:1O:1O:1O,,,,1L,3,0.09000900090009
176,5,0,2,1,2,:1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,3,0.09000900090009
177,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
178,4,0,1,2,2,:1O:1O:1O,,1O,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,3,0.09000900090009
179,5,0,2,1,2,:1O:1O:1O:2O,,1O:2O1S,,1L:1L,3,0.09000900090009
180,5,0,2,1,2,:1O:1O:1O:2O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
181,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O,3S:3S:3S:3S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
182,6,0,0,1,1,:::1O:1O:1O,,,,1L,2,0.06000600060006
183,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
184,3,0,4,1,2,:1O:1O,,1O:1O1S:2O:2O1S,,1L:1L,2,0.06000600060006
185,6,0,0,1,1,::1O:1O:1O:2O,,,,1L,2,0.06000600060006
186,4,0,2,1,2,:1O:1O:1O,,2O1S:3O2S,,1L:1L,2,0.06000600060006
187,6,0,0,1,1,:1O:1O:1O:1O:2O,,,,1L,2,0.06000600060006
188,6,0,0,2,2,1O:1O:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
189,6,0,0,1,1,:::1O:1O:2O,,,,1L,2,0.06000600060006
190,5,0,1,2,2,::1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
191,4,0,2,3,2,:1O:1O:1O,,1O:1O,1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
192,5,1,2,1,2,:1O:1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
193,3,1,3,1,2,1O:1O:1O,,1O:1O1S:1O1S,,1L:1L,2,0.06000600060006
194,4,0,1,3,2,:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
195,3,1,3,1,2,1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,2,0.06000600060006
196,4,0,2,1,2,::1O:1O,,1O:2O2S,,1L:1L,2,0.06000600060006
197,5,1,2,1,2,1O:1O:1O:1O:1O,,1O1S:2O,,1L:1L,2,0.06000600060006
198,4,0,1,3,2,:1O:1O:1O,,1O1S,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
199,5,1,2,1,2,1O:1O:1O:1O:1O,,1O:2O,,1L:1L,2,0.06000600060006
200,5,0,1,2,2,:::1O:1O,,2O,2S:2S:2S:2S:2S:2S:3S:4S,1L:1L,2,0.06000600060006
201,5,0,1,2,2,::1O:1O:1O,,2O,2S:3S:4S:4S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
202,5,0,2,2,2,:1O:1O:1O:1O,,:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
203,5,1,2,1,2,:1O:1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
204,5,0,2,1,2,:1O:1O:1O:1O,,:1O,,1L:1L,2,0.06000600060006
205,4,0,2,1,2,:1O:1O:2O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
206,5,0,2,2,2,:1O:1O:1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
207,5,2,0,1,1,:1O:1O:1O:2O,:,,,1L,2,0.06000600060006
208,4,0,1,3,2,::1O:1O,,1O,1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
209,5,0,1,2,2,:1O:1O:1O:2O,,1O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
210,4,0,1,2,2,:1O:1O:1O,,1N3O2S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
211,5,0,2,1,2,:1O:1O:1O:2O,,1O:2O,,1L:1L,2,0.06000600060006
212,4,0,3,1,2,1O:1O:1O:1O,,1O:2O1S:2O1S,,1L:1L,2,0.06000600060006
213,4,0,2,1,2,1O:1O:1O:1O,,2O:2O,,1L:1L,2,0.06000600060006
214,4,0,2,1,2,1O:1O:1O:1O,,2O:2O1S,,1L:1L,2,0.06000600060006
215,4,0,2,1,2,1O:1O:2O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
216,4,0,2,1,2,1O:1O:1O:1O,,2O:3O2S,,1L:1L,2,0.06000600060006
217,5,0,2,1,2,::1O:1O:1O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
218,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
219,5,0,2,1,2,::1O:1O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
220,5,0,2,1,2,::1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
221,4,0,2,1,2,1O:1O:1O:2O,,1N3O1S:1O,,1L:1L,2,0.06000600060006
222,4,0,2,1,2,1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
223,3,0,3,2,2,:1O:1O,,1O:1O:2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
224,3,0,3,2,2,:1O:1O,,1O:1O:2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
225,3,0,3,2,2,:1O:1O,,1O:1O:2O1S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
226,5,0,2,1,2,::1O:1O:1O,,1O:1O1S,,1L:1L,2,0.06000600060006
227,3,0,3,2,2,:1O:1O,,1O:1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
228,3,0,3,2,2,:1O:1O,,1O:1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
229,5,0,2,1,2,::1O:1O:1O,,:1O,,1L:1L,2,0.06000600060006
230,4,0,2,1,2,1O:1O:1O:1O,,2O1S:3O1S,,1L:1L,2,0.06000600060006
231,4,0,2,1,2,1O:1O:1O:1O,,1O:3O1S,,1L:1L,2,0.06000600060006
232,5,0,2,1,2,::1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
233,4,0,2,1,2,1O:1O:1O:1O,,1O:2O2S,,1L:1L,2,0.06000600060006
234,5,0,1,2,2,:1O:1O:1O:2O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
235,3,0,3,2,2,::1O,,1O:2O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
236,5,0,1,2,2,:1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
237,6,0,1,1,1,:1O:1O:1O:1O:1O,,,,1L,2,0.06000600060006
238,4,0,1,3,2,:1O:1O:1O,,1O,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
239,4,0,2,1,1,:1O:1O:2O,,:1O,,1L,2,0.06000600060006
240,5,0,2,1,2,:1O:1O:1O:2O,,:1N2O2S,,1L:1L,2,0.06000600060006
241,4,0,2,1,2,1O:1O:1O:1O,,1N2O1S:1O,,1L:1L,2,0.06000600060006
242,6,0,1,1,1,::1O:1O:1O:2O,,,,1L,2,0.06000600060006
243,6,0,1,1,1,:::1O:1O:1O,,1O,,1L,2,0.06000600060006
244,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
245,4,0,3,1,2,1O:1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,2,0.06000600060006
246,4,0,2,1,2,1O:1O:1O:1O,,1N2O1S:1O1S,,1L:1L,2,0.06000600060006
247,4,0,2,1,2,1O:1O:1O:1O,,1N3O2S:2O1S,,1L:1L,2,0.06000600060006
248,4,0,2,1,2,1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
249,4,0,2,1,2,:1O:1O:1O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
250,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:2O,,1L:1L,2,0.06000600060006
251,6,0,1,1,1,::1O:1O:1O:1O,,,,1L,2,0.06000600060006
