,num_dol,num_tfeg,num_tfsi,num_ps,num_li,atoms_dol,atoms_tfeg,atoms_tfsi,atoms_ps,atoms_li,count,%
957,2,3,1,1,1,:,:1O:2O,,,1L,1,0.03000300030003
958,2,3,1,1,2,1O:2O,:2O:2O,1O,,1L:1L,1,0.03000300030003
959,2,3,1,1,2,:,:1O:2O,2O1S,,1L:1L,1,0.03000300030003
960,2,3,1,1,2,:1O,:1O:2O,3O2S,,1L:1L,1,0.03000300030003
961,2,3,1,2,1,1O:1O,::1O,1N1O,1S:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
962,2,3,1,2,1,:,::2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
963,2,3,1,2,2,1O:1O,::,2O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
964,2,3,2,1,1,1O:1O,::2O,:,,1L,1,0.03000300030003
965,2,3,2,1,1,:1O,::,:2O,,1L,1,0.03000300030003
966,2,3,2,1,1,:1O,::2O,:1O,,1L,1,0.03000300030003
967,2,3,2,1,2,1O:1O,:1O:1O,1O:1O,,1L:1L,1,0.03000300030003
968,3,0,2,1,2,1O:1O:2O,,1O:2O,,1L:1L,1,0.03000300030003
969,3,0,2,1,2,:1O:1O,,1N3O1S:2O,,1L:1L,1,0.03000300030003
970,3,0,2,1,2,:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
971,3,1,1,1,1,1O:1O:1O,,2O,,1L,1,0.03000300030003
972,3,1,0,2,2,1O:1O:1O,2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
973,3,1,0,2,2,1O:1O:2O,2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
974,2,3,0,2,1,:1O,:1O:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
975,3,1,0,2,2,:1O:1O,2O,,1S:1S:2S:2S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
976,2,3,0,2,1,:,:1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
977,2,3,0,2,1,1O:1O,::,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
978,3,1,0,2,2,::1O,2O,,1S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
979,2,3,0,1,3,:1O,:2O:2O,,,1L:1L:1L,1,0.03000300030003
980,3,1,1,1,1,1O:1O:1O,,1N2O,,1L,1,0.03000300030003
981,2,3,0,1,2,:1O,:2O:2O,,,1L:1L,1,0.03000300030003
982,2,3,0,1,2,:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
983,3,0,2,1,2,:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
984,3,1,1,1,1,1O:1O:1O,2O,,,1L,1,0.03000300030003
985,2,3,0,1,2,1O:2O,:2O:2O,,,1L:1L,1,0.03000300030003
986,3,1,1,1,1,:1O:1O,,1O1S,,1L,1,0.03000300030003
987,3,1,1,1,1,:1O:1O,1O,1N3O2S,,1L,1,0.03000300030003
988,2,3,0,1,2,1O:1O,:1O:2O,,,1L:1L,1,0.03000300030003
989,3,1,1,1,1,:1O:2O,,1N2O2S,,1L,1,0.03000300030003
990,3,1,1,1,1,:1O:2O,,2O,,1L,1,0.03000300030003
991,3,1,1,1,1,::,2O,2O,,1L,1,0.03000300030003
992,3,1,1,1,1,::1O,,1O,,1L,1,0.03000300030003
993,2,3,0,1,2,1O:1O,1O:1O:2O,,,1L:1L,1,0.03000300030003
994,3,1,0,2,2,1O:1O:1O,2O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
995,2,3,0,2,1,:1O,::,,2S:3S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
996,2,3,0,2,2,1O:1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
997,3,1,0,2,1,::1O,2O,,1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
998,3,0,3,1,2,1O:1O:1O,,1O:1O:2O,,1L:1L,1,0.03000300030003
999,3,0,3,1,2,1O:1O:1O,,1O:1O:2O1S,,1L:1L,1,0.03000300030003
1000,3,0,3,1,2,1O:1O:1O,,:1O:2O1S,,1L:1L,1,0.03000300030003
1001,3,0,4,1,2,1O:1O:1O,,:1O:1O:2O1S,,1L:1L,1,0.03000300030003
1002,3,1,0,1,1,1O:1O:1O,2O,,,1L,1,0.03000300030003
1003,2,3,1,1,1,1O:1O,::,1O1S,,1L,1,0.03000300030003
1004,2,3,1,1,1,1O:1O,:1O:1O,,,1L,1,0.03000300030003
1005,2,3,1,1,1,1O:1O,1O:1O:2O,,,1L,1,0.03000300030003
1006,2,3,0,2,2,:1O,:2O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1007,2,3,0,2,2,:1O,1O:1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1008,2,3,0,2,2,:,::2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1009,2,3,0,2,2,1O:1O,::2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1010,3,1,0,1,2,:1O:2O,2O,,,1L:1L,1,0.03000300030003
1011,3,1,0,2,1,1O:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
1012,3,1,0,2,1,1O:1O:2O,,,1S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
1013,2,3,0,2,2,1O:1O,:1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1014,3,1,0,2,1,:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1015,3,1,0,2,1,:1O:1O,1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1016,3,1,0,2,1,::,1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1017,3,1,0,2,1,::1O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1018,3,1,0,2,1,::1O,2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1019,2,2,1,1,2,:1O,2O:2O,3O1S,,1L:1L,1,0.03000300030003
1020,2,2,1,1,2,:1O,2O:2O,1O1S,,1L:1L,1,0.03000300030003
1021,4,1,0,2,1,:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1022,4,0,1,1,1,::1O:1O,,2O,,1L,1,0.03000300030003
1023,2,2,0,2,2,1O:1O,1O:2O,,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1024,3,4,0,1,1,::1O,:::1O,,,1L,1,0.03000300030003
1025,2,2,0,2,1,:1O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1026,3,4,0,1,1,::2O,:::2O,,,1L,1,0.03000300030003
1027,3,4,1,1,1,:1O:1O,:::,1O,,1L,1,0.03000300030003
1028,4,0,0,1,1,1O:1O:1O:1O,,,,1L,1,0.03000300030003
1029,4,0,0,1,1,:1O:1O:1O,,,,1L,1,0.03000300030003
1030,2,2,0,2,1,:1O,:1O,,1S:1S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1031,4,0,0,2,2,1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1032,4,0,1,1,1,::1O:1O,,1O,,1L,1,0.03000300030003
1033,4,0,1,1,1,::1O:2O,,1O,,1L,1,0.03000300030003
1034,3,3,2,1,2,1O:1O:1O,::2O,1O:1O,,1L:1L,1,0.03000300030003
1035,4,0,1,1,2,1O:1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
1036,2,2,0,2,1,:1O,:,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1037,4,0,1,1,2,:1O:1O:2O,,1N3O2S,,1L:1L,1,0.03000300030003
1038,4,0,1,2,2,1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1039,2,2,0,2,1,:1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1040,2,2,0,2,1,:,:,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
1041,4,0,1,2,2,1O:1O:1O:1O,,1O,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1042,4,0,1,2,2,1O:1O:1O:1O,,1O1S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1043,4,0,1,2,2,1O:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1044,4,0,1,2,2,1O:1O:1O:2O,,1O,2S:3S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1045,3,4,0,1,1,:1O:1O,:::1O,,,1L,1,0.03000300030003
1046,3,3,2,1,1,::1O,::,1O:2O,,1L,1,0.03000300030003
1047,4,0,1,2,2,:1O:1O:1O,,2O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1048,3,3,1,1,1,:1O:1O,::,2O1S,,1L,1,0.03000300030003
1049,3,3,0,2,1,:1O:1O,::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1050,2,2,0,2,2,:1O,1O:2O,,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1051,3,3,0,2,1,:1O:1O,::,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
1052,2,2,0,2,2,:1O,1O:2O,,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1053,2,2,0,2,2,1O:1O,:2O,,1S:1S:2S:2S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1054,3,3,0,2,1,::1O,::2O,,1S:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
1055,3,3,1,1,1,1O:1O:1O,::,1O,,1L,1,0.03000300030003
1056,3,3,1,1,1,1O:1O:1O,::1O,1O,,1L,1,0.03000300030003
1057,3,3,1,1,1,:1O:1O,:1O:1O,1O,,1L,1,0.03000300030003
1058,2,2,0,2,2,1O:1O,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1059,3,3,1,1,1,:1O:1O,::2O,2O,,1L,1,0.03000300030003
1060,3,3,2,1,1,::,::2O,1O:1O,,1L,1,0.03000300030003
1061,3,3,1,1,1,:1O:2O,::,1O,,1L,1,0.03000300030003
1062,3,3,1,1,1,::,::2O,2O,,1L,1,0.03000300030003
1063,3,3,1,1,1,::1O,:1O:1O,1O,,1L,1,0.03000300030003
1064,3,3,1,1,1,::1O,:1O:2O,,,1L,1,0.03000300030003
1065,3,3,1,1,1,::1O,:1O:2O,1O,,1L,1,0.03000300030003
1066,3,3,1,1,1,::1O,::,2O,,1L,1,0.03000300030003
1067,2,2,0,2,2,1O:1O,2O:2O,,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1068,2,2,0,2,2,1O:1O,1O:2O,,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1069,3,3,1,1,2,1O:1O:1O,::2O,1O,,1L:1L,1,0.03000300030003
1070,3,3,1,1,2,:1O:1O,:1O:2O,1O,,1L:1L,1,0.03000300030003
1071,4,0,1,2,2,:1O:1O:1O,,2O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1072,4,0,1,2,2,:1O:1O:1O,,3O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1073,2,2,1,1,2,:1O,2O:2O,1N2O1S,,1L:1L,1,0.03000300030003
1074,4,1,0,1,1,:1O:1O:2O,2O,,,1L,1,0.03000300030003
1075,4,0,3,1,2,1O:1O:1O:1O,,1O:2O1S:3O1S,,1L:1L,1,0.03000300030003
1076,4,0,3,1,2,1O:1O:1O:1O,,:1O:3O1S,,1L:1L,1,0.03000300030003
1077,4,0,3,1,2,1O:1O:1O:2O,,1O:1O:1O,,1L:1L,1,0.03000300030003
1078,4,0,3,1,2,:1O:1O:1O,,1O:1O:1O,,1L:1L,1,0.03000300030003
1079,4,0,3,1,2,:1O:1O:1O,,1O:1O:2O1S,,1L:1L,1,0.03000300030003
1080,4,0,3,1,2,:1O:1O:1O,,1O:2O:2O,,1L:1L,1,0.03000300030003
1081,2,2,0,1,2,1O:1O,:2O,,,1L:1L,1,0.03000300030003
1082,2,2,0,1,2,1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
1083,2,2,0,1,1,:1O,:1O,,,1L,1,0.03000300030003
1084,2,2,0,1,1,:,1O:2O,,,1L,1,0.03000300030003
1085,2,3,1,1,1,:,::2O,1O1S,,1L,1,0.03000300030003
1086,4,0,2,2,2,1O:1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1087,2,2,0,1,1,1O:2O,:2O,,,1L,1,0.03000300030003
1088,2,2,0,1,1,1O:1O,1O:2O,,,1L,1,0.03000300030003
1089,4,1,0,1,1,:::,2O,,,1L,1,0.03000300030003
1090,2,1,3,1,2,:1O,2O,1O:1O:2O,,1L:1L,1,0.03000300030003
1091,4,1,0,1,1,:::2O,2O,,,1L,1,0.03000300030003
1092,2,1,3,1,2,1O:1O,,1O:1O:3O1S,,1L:1L,1,0.03000300030003
1093,2,1,2,2,2,:1O,2O,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1094,2,1,2,2,2,1O:1O,2O,:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1095,4,1,0,1,2,:1O:2O:2O,2O,,,1L:1L,1,0.03000300030003
1096,4,1,0,2,1,1O:1O:1O:1O,,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1097,2,2,0,1,2,1O:2O,1O:2O,,,1L:1L,1,0.03000300030003
1098,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1099,4,0,1,2,2,:1O:1O:2O,,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1100,4,0,2,1,2,1O:1O:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
1101,4,0,1,2,2,::1O:1O,,1N4O2S,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1102,4,0,1,2,2,::1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1103,4,0,2,1,1,1O:1O:2O:2O,,1N1O:1O,,1L,1,0.03000300030003
1104,4,0,2,1,1,:1O:1O:1O,,:,,1L,1,0.03000300030003
1105,4,0,2,1,1,::1O:1O,,1O:2O,,1L,1,0.03000300030003
1106,4,0,2,1,1,::1O:1O,,:1O,,1L,1,0.03000300030003
1107,4,0,2,1,2,1O:1O:1O:1O,,1N2O1S:1O,,1L:1L,1,0.03000300030003
1108,2,2,0,2,1,1O:1O,:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1109,4,0,2,1,2,1O:1O:1O:1O,,1O:1O1S,,1L:1L,1,0.03000300030003
1110,2,2,0,2,1,1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1111,2,2,0,1,2,:2O,2O:2O,,,1L:1L,1,0.03000300030003
1112,4,0,2,1,2,::1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
1113,4,0,2,1,2,1O:1O:1O:1O,,2O:3O,,1L:1L,1,0.03000300030003
1114,4,0,2,1,2,1O:1O:1O:1O,,:2O,,1L:1L,1,0.03000300030003
1115,2,2,0,1,2,:1O,:2O,,,1L:1L,1,0.03000300030003
1116,4,0,2,1,2,:1O:1O:1O,,1N2O1S:1O,,1L:1L,1,0.03000300030003
1117,2,2,0,1,2,:1O,1O:2O,,,1L:1L,1,0.03000300030003
1118,4,0,2,1,2,:1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
1119,4,0,2,1,2,:1O:1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
1120,4,0,2,1,2,:1O:1O:1O,,2O:3O1S,,1L:1L,1,0.03000300030003
1121,4,0,2,1,2,:1O:1O:2O,,2O:3O1S,,1L:1L,1,0.03000300030003
1122,4,0,2,1,2,::1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
1123,3,3,0,1,2,::1O,1O:2O:2O,,,1L:1L,1,0.03000300030003
1124,3,3,0,1,2,::1O,1O:1O:2O,,,1L:1L,1,0.03000300030003
1125,2,2,0,2,2,:1O,:2O,,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1126,3,2,1,1,2,1O:1O:1O,:1O,1O,,1L:1L,1,0.03000300030003
1127,2,2,1,1,2,1O:1O,2O:2O,1N1O1S,,1L:1L,1,0.03000300030003
1128,3,2,1,1,1,::1O,:,1O,,1L,1,0.03000300030003
1129,2,2,1,1,2,1O:1O,1O:2O,3O1S,,1L:1L,1,0.03000300030003
1130,2,2,1,1,2,1O:1O,1O:2O,2O1S,,1L:1L,1,0.03000300030003
1131,3,2,1,1,1,::1O,:,3O1S,,1L,1,0.03000300030003
1132,2,2,1,1,2,1O:1O,1O:1O,2O1S,,1L:1L,1,0.03000300030003
1133,2,2,1,1,1,:2O,:2O,1O,,1L,1,0.03000300030003
1134,3,2,1,1,2,1O:1O:1O,1O:1O,1O,,1L:1L,1,0.03000300030003
1135,2,2,1,1,1,:1O,:1O,1O,,1L,1,0.03000300030003
1136,3,2,1,1,2,1O:1O:1O,1O:2O,2O,,1L:1L,1,0.03000300030003
1137,3,2,1,1,2,1O:1O:1O,:2O,1N2O2S,,1L:1L,1,0.03000300030003
1138,3,2,1,1,1,::,:1O,2O,,1L,1,0.03000300030003
1139,3,2,1,1,2,1O:1O:1O,:2O,1N3O2S,,1L:1L,1,0.03000300030003
1140,3,2,1,1,2,1O:1O:1O,:2O,1N4O2S,,1L:1L,1,0.03000300030003
1141,2,2,1,1,1,:1O,:1O,,,1L,1,0.03000300030003
1142,3,2,1,1,2,1O:1O:1O,:2O,2O,,1L:1L,1,0.03000300030003
1143,3,2,1,1,2,1O:1O:1O,:2O,2O1S,,1L:1L,1,0.03000300030003
1144,3,2,1,1,2,1O:1O:2O,1O:2O,,,1L:1L,1,0.03000300030003
1145,3,2,1,1,2,1O:1O:2O,1O:2O,1O,,1L:1L,1,0.03000300030003
1146,2,2,1,1,1,:1O,:,2O1S,,1L,1,0.03000300030003
1147,3,2,1,1,2,1O:1O:2O,:2O,2O,,1L:1L,1,0.03000300030003
1148,3,2,1,1,2,:1O:1O,1O:1O,1O,,1L:1L,1,0.03000300030003
1149,3,2,1,1,1,::,:2O,1N3O2S,,1L,1,0.03000300030003
1150,3,2,1,1,1,:1O:2O,:2O,,,1L,1,0.03000300030003
1151,3,3,0,1,2,:1O:1O,:1O:1O,,,1L:1L,1,0.03000300030003
1152,2,2,1,1,2,:1O,1O:2O,1O,,1L:1L,1,0.03000300030003
1153,3,2,0,2,2,::1O,:2O,,2S:2S:2S:2S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1154,2,2,1,1,2,:1O,2O:2O,1N2O,,1L:1L,1,0.03000300030003
1155,2,2,1,1,2,:1O,2O:2O,,,1L:1L,1,0.03000300030003
1156,3,2,1,1,1,1O:1O:1O,:,1O1S,,1L,1,0.03000300030003
1157,3,2,1,1,1,1O:1O:1O,:,2O,,1L,1,0.03000300030003
1158,3,2,1,1,1,1O:1O:1O,:,2O1S,,1L,1,0.03000300030003
1159,3,2,1,1,1,1O:1O:1O,:1O,1O,,1L,1,0.03000300030003
1160,3,2,1,1,1,1O:1O:1O,:2O,,,1L,1,0.03000300030003
1161,3,2,1,1,1,1O:1O:2O,:1O,1O,,1L,1,0.03000300030003
1162,3,2,1,1,1,:1O:1O,1O:1O,1O,,1L,1,0.03000300030003
1163,3,2,1,1,1,:1O:1O,:,,,1L,1,0.03000300030003
1164,3,2,1,1,1,:1O:2O,:1O,1O,,1L,1,0.03000300030003
1165,3,2,1,1,1,:1O:1O,:,1N3O2S,,1L,1,0.03000300030003
1166,2,2,1,1,2,:,2O:2O,3O1S,,1L:1L,1,0.03000300030003
1167,2,2,1,1,2,:,2O:2O,3O,,1L:1L,1,0.03000300030003
1168,2,2,1,1,2,2O:2O,1O:2O,1O,,1L:1L,1,0.03000300030003
1169,2,2,1,1,2,1O:2O,:2O,1O,,1L:1L,1,0.03000300030003
1170,3,2,1,1,1,:1O:1O,:1O,,,1L,1,0.03000300030003
1171,3,2,1,1,1,:1O:1O,:1O,1O,,1L,1,0.03000300030003
1172,3,2,1,1,1,:1O:1O,:1O,2O,,1L,1,0.03000300030003
1173,0,2,1,1,2,,2O:2O,1N2O,,1L:1L,1,0.03000300030003
1174,2,2,1,1,2,1O:2O,2O:2O,,,1L:1L,1,0.03000300030003
1175,2,2,1,1,1,:1O,:,1O,,1L,1,0.03000300030003
1176,3,2,1,1,2,:1O:1O,:1O,2O,,1L:1L,1,0.03000300030003
1177,2,2,1,1,1,:1O,1O:2O,,,1L,1,0.03000300030003
1178,2,2,1,1,1,1O:1O,:,2O1S,,1L,1,0.03000300030003
1179,3,2,2,1,2,:1O:1O,:2O,1O:2O,,1L:1L,1,0.03000300030003
1180,3,2,2,1,2,::1O,1O:2O,1O:1O,,1L:1L,1,0.03000300030003
1181,3,2,2,1,2,::1O,:2O,1N3O1S:1O,,1L:1L,1,0.03000300030003
1182,3,2,3,1,1,:1O:1O,:,::1O,,1L,1,0.03000300030003
1183,3,2,3,1,1,::1O,:,:1O:1O,,1L,1,0.03000300030003
1184,3,3,0,1,1,1O:1O:1O,::,,,1L,1,0.03000300030003
1185,3,3,0,1,1,1O:1O:2O,::,,,1L,1,0.03000300030003
1186,3,3,0,1,1,:1O:1O,1O:1O:1O,,,1L,1,0.03000300030003
1187,2,2,1,1,1,1O:1O,:2O,1N2O2S,,1L,1,0.03000300030003
1188,3,3,0,1,1,:1O:1O,::,,,1L,1,0.03000300030003
1189,3,3,0,1,1,:1O:2O,::,,,1L,1,0.03000300030003
1190,3,2,1,1,2,:1O:1O,:2O,2O1S,,1L:1L,1,0.03000300030003
1191,3,3,0,1,1,:1O:2O,::1O,,,1L,1,0.03000300030003
1192,3,3,0,1,1,:1O:2O,::2O,,,1L,1,0.03000300030003
1193,3,3,0,1,1,::,::2O,,,1L,1,0.03000300030003
1194,3,3,0,1,1,::1O,:1O:1O,,,1L,1,0.03000300030003
1195,2,2,1,1,1,1O:1O,:,1O1S,,1L,1,0.03000300030003
1196,3,3,0,1,1,::1O,::1O,,,1L,1,0.03000300030003
1197,2,2,0,2,2,:1O,:2O,,2S:2S:2S:2S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1198,3,3,0,1,1,::2O,::2O,,,1L,1,0.03000300030003
1199,3,3,0,1,2,1O:1O:1O,:1O:2O,,,1L:1L,1,0.03000300030003
1200,2,2,0,2,2,:1O,:2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1201,3,2,2,1,2,:1O:1O,1O:2O,:1O,,1L:1L,1,0.03000300030003
1202,3,2,2,1,2,:1O:1O,1O:1O,:1O,,1L:1L,1,0.03000300030003
1203,3,2,2,1,1,::1O,:2O,:1O,,1L,1,0.03000300030003
1204,3,2,2,1,1,::1O,:,1O:2O,,1L,1,0.03000300030003
1205,3,2,1,1,2,:1O:1O,:2O,3O2S,,1L:1L,1,0.03000300030003
1206,3,2,1,1,2,:1O:2O,1O:2O,1O,,1L:1L,1,0.03000300030003
1207,3,2,1,1,2,::,1O:2O,1O,,1L:1L,1,0.03000300030003
1208,3,2,1,1,2,::1O,1O:2O,1O,,1L:1L,1,0.03000300030003
1209,3,2,1,1,2,::1O,2O:2O,1O,,1L:1L,1,0.03000300030003
1210,2,2,1,1,1,:,:2O,2O1S,,1L,1,0.03000300030003
1211,3,2,1,1,2,::1O,2O:2O,2O1S,,1L:1L,1,0.03000300030003
1212,3,2,1,1,2,::1O,2O:2O,3O,,1L:1L,1,0.03000300030003
1213,3,2,1,2,1,1O:1O:1O,:,1O,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
1214,3,2,1,2,1,:1O:1O,:,2O,1S:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1215,3,2,1,2,1,::1O,:,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1216,3,2,1,2,2,1O:1O:1O,:,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1217,3,2,1,2,2,:1O:1O,:2O,3O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1218,3,2,1,2,2,::1O,:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1219,3,2,2,1,1,1O:1O:1O,:,:1O,,1L,1,0.03000300030003
1220,3,2,2,1,1,1O:1O:1O,:,:2O1S,,1L,1,0.03000300030003
1221,3,2,2,1,1,:1O:1O,:,1O:1O,,1L,1,0.03000300030003
1222,2,2,1,1,1,:,:2O,1N1O,,1L,1,0.03000300030003
1223,2,2,1,1,1,:,1O:2O,1O,,1L,1,0.03000300030003
1224,3,2,2,1,1,:1O:1O,:1O,:1O,,1L,1,0.03000300030003
1225,3,2,2,1,1,::,:2O,:1O,,1L,1,0.03000300030003
1226,0,2,1,1,2,,1O:2O,3O1S,,1L:1L,1,0.03000300030003
