,num_dol,num_tfeg,num_tfsi,num_ps,num_li,atoms_dol,atoms_tfeg,atoms_tfsi,atoms_ps,atoms_li,count,%
326,5,1,1,1,1,:::1O:1O,1O,1O,,1L,2,0.06000600060006
327,5,2,0,1,1,:1O:1O:1O:2O,:,,,1L,2,0.06000600060006
328,5,2,0,1,1,::1O:1O:2O,:,,,1L,2,0.06000600060006
329,4,1,1,1,1,::1O:1O,,2O,,1L,2,0.06000600060006
330,4,1,1,1,1,::1O:1O,,,,1L,2,0.06000600060006
331,4,1,1,1,1,:1O:1O:1O,1O,1O,,1L,2,0.06000600060006
332,3,3,0,1,1,:1O:1O,::1O,,,1L,2,0.06000600060006
333,5,1,1,1,1,:::1O:1O,,2O,,1L,2,0.06000600060006
334,3,2,1,1,2,:1O:1O,:2O,2O,,1L:1L,2,0.06000600060006
335,3,2,1,1,2,::1O,2O:2O,2O,,1L:1L,2,0.06000600060006
336,3,2,2,1,1,1O:1O:1O,:1O,:1O,,1L,2,0.06000600060006
337,5,2,0,1,1,:::1O:1O,:1O,,,1L,2,0.06000600060006
338,2,3,1,1,1,:1O,:1O:2O,1O,,1L,2,0.06000600060006
339,4,1,1,2,2,1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
340,4,1,1,2,2,1O:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
341,5,3,0,1,1,::1O:1O:1O,::,,,1L,2,0.06000600060006
342,4,2,0,1,1,::1O:1O,:,,,1L,2,0.06000600060006
343,4,2,0,1,2,:1O:1O:1O,2O:2O,,,1L:1L,2,0.06000600060006
344,4,2,0,1,2,1O:1O:1O:2O,:2O,,,1L:1L,2,0.06000600060006
345,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
346,3,2,0,1,1,:1O:2O,1O:2O,,,1L,2,0.06000600060006
347,4,2,0,1,1,:::2O,:2O,,,1L,2,0.06000600060006
348,5,1,0,1,2,::1O:1O:1O,2O,,,1L:1L,2,0.06000600060006
349,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
350,3,2,0,1,1,::2O,:2O,,,1L,2,0.06000600060006
351,4,2,0,1,1,:::1O,1O:2O,,,1L,2,0.06000600060006
352,4,2,0,1,1,:::,:2O,,,1L,2,0.06000600060006
353,6,0,0,2,1,::::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
354,5,1,0,2,1,::1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
355,6,0,0,2,1,:::1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
356,4,0,2,1,2,1O:1O:1O:1O,,1N3O1S:1O,,1L:1L,2,0.06000600060006
357,3,2,1,1,1,:1O:1O,1O:2O,,,1L,2,0.06000600060006
358,5,1,0,2,1,:::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
359,4,1,2,1,1,::1O:1O,,:2O,,1L,2,0.06000600060006
360,4,1,2,1,1,:1O:1O:1O,,:1O,,1L,2,0.06000600060006
361,3,2,0,2,2,1O:1O:2O,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
362,3,2,0,2,2,:1O:1O,1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
363,4,1,1,2,2,:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
364,3,2,0,2,2,::1O,2O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
365,6,0,0,1,1,::1O:1O:1O:1O,,,,1L,2,0.06000600060006
366,3,2,0,2,2,::1O,:2O,,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
367,3,2,1,1,1,1O:1O:1O,:,,,1L,2,0.06000600060006
368,4,1,1,2,2,1O:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
369,6,0,0,1,1,:1O:1O:1O:1O:1O,,,,1L,2,0.06000600060006
370,3,2,1,1,1,1O:1O:2O,:,1O,,1L,2,0.06000600060006
371,5,1,1,1,2,::1O:1O:1O,1O,2O,,1L:1L,2,0.06000600060006
372,8,0,0,1,1,::::1O:1O:1O:1O,,,,1L,2,0.06000600060006
373,1,3,1,1,1,1O,:1O:2O,,,1L,2,0.06000600060006
374,2,3,1,1,1,1O:1O,::,2O1S,,1L,2,0.06000600060006
375,2,2,1,1,1,:1O,1O:2O,1O,,1L,2,0.06000600060006
376,2,1,1,2,2,1O:1O,2O,,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
377,1,4,0,1,1,,:::2O,,,1L,2,0.06000600060006
378,1,2,1,1,2,2O,2O:2O,,,1L:1L,2,0.06000600060006
379,1,3,0,1,2,2O,:2O:2O,,,1L:1L,2,0.06000600060006
380,2,2,0,2,1,:,:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
381,1,3,0,1,2,1O,1O:1O:2O,,,1L:1L,2,0.06000600060006
382,2,2,2,1,2,1O:1O,2O:2O,1O:1O,,1L:1L,2,0.06000600060006
383,2,2,1,1,1,:,:2O,2O,,1L,2,0.06000600060006
384,2,1,1,1,1,:1O,2O,,,1L,2,0.06000600060006
385,2,2,2,1,2,1O:1O,:2O,1O:2O,,1L:1L,2,0.06000600060006
386,1,2,2,1,2,1O,2O:2O,:1O,,1L:1L,2,0.06000600060006
387,1,2,0,1,1,1O,1O:2O,,,1L,2,0.06000600060006
388,1,4,1,1,1,,:::2O,1O,,1L,2,0.06000600060006
389,1,2,1,1,1,,1O:2O,2O,,1L,2,0.06000600060006
390,2,2,0,2,2,1O:1O,2O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
391,2,3,0,1,2,1O:1O,::2O,,,1L:1L,2,0.06000600060006
392,2,2,1,1,1,1O:2O,:,1O,,1L,2,0.06000600060006
393,2,2,1,1,1,1O:1O,:2O,1O,,1L,2,0.06000600060006
394,2,2,2,1,2,:1O,2O:2O,1O:1O,,1L:1L,2,0.06000600060006
395,2,3,0,1,2,1O:1O,1O:2O:2O,,,1L:1L,2,0.06000600060006
396,2,2,0,2,2,1O:1O,2O:2O,,:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
397,2,2,0,2,2,1O:1O,2O:2O,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
398,2,2,1,1,1,1O:1O,:1O,1O,,1L,2,0.06000600060006
399,2,1,0,1,1,:1O,2O,,,1L,2,0.06000600060006
400,2,3,0,1,1,1O:1O,:1O:2O,,,1L,2,0.06000600060006
401,1,2,1,1,2,2O,2O:2O,1O,,1L:1L,2,0.06000600060006
402,2,2,0,2,2,:1O,2O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
403,2,1,0,2,2,:1O,2O,,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
404,2,2,0,2,1,1O:1O,:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,2,0.06000600060006
405,0,4,1,1,1,,::1O:2O,1O,,1L,2,0.06000600060006
406,1,2,1,1,2,1O,2O:2O,1O1S,,1L:1L,2,0.06000600060006
407,1,3,1,1,2,,:2O:2O,1O,,1L:1L,2,0.06000600060006
408,2,2,1,1,2,:1O,2O:2O,2O1S,,1L:1L,2,0.06000600060006
409,2,2,1,1,2,1O:2O,1O:2O,1O,,1L:1L,2,0.06000600060006
410,2,2,1,1,2,1O:1O,:2O,2O,,1L:1L,2,0.06000600060006
411,2,3,1,1,1,:,:1O:2O,1O,,1L,2,0.06000600060006
412,2,2,0,1,1,:,:2O,,,1L,2,0.06000600060006
413,2,2,1,1,2,1O:2O,2O:2O,1O,,1L:1L,2,0.06000600060006
414,1,3,1,1,2,1O,:1O:2O,1O,,1L:1L,2,0.06000600060006
415,2,3,1,1,1,1O:1O,::2O,,,1L,2,0.06000600060006
416,0,2,2,1,2,,2O:2O,1O:1O,,1L:1L,2,0.06000600060006
417,2,2,1,1,2,:1O,1O:2O,2O,,1L:1L,2,0.06000600060006
418,2,1,0,2,1,1O:1O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
419,1,4,1,1,1,1O,:::2O,,,1L,1,0.03000300030003
420,4,2,0,1,2,1O:1O:1O:1O,2O:2O,,,1L:1L,1,0.03000300030003
421,4,2,1,1,2,:::1O,2O:2O,1O,,1L:1L,1,0.03000300030003
422,1,4,2,1,1,,:::1O,1O:1O,,1L,1,0.03000300030003
423,1,4,1,1,1,1O,:::2O,2O,,1L,1,0.03000300030003
424,4,2,0,1,2,:1O:1O:1O,1O:2O,,,1L:1L,1,0.03000300030003
425,1,3,1,1,1,1O,::2O,2O,,1L,1,0.03000300030003
426,4,2,0,1,2,:1O:1O:1O,:2O,,,1L:1L,1,0.03000300030003
427,4,2,1,2,1,:1O:1O:1O,:,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
428,4,2,0,1,2,:1O:1O:2O,1O:2O,,,1L:1L,1,0.03000300030003
429,4,2,0,1,1,:1O:1O:2O,:2O,,,1L,1,0.03000300030003
430,4,2,0,1,1,:1O:1O:2O,:,,,1L,1,0.03000300030003
431,1,3,1,1,1,1O,::1O,1O,,1L,1,0.03000300030003
432,4,2,0,1,2,::1O:1O,1O:2O,,,1L:1L,1,0.03000300030003
433,1,4,1,1,1,,::1O:2O,1O,,1L,1,0.03000300030003
434,2,1,0,2,2,:1O,2O,,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
435,1,4,2,1,2,,::1O:2O,1O:1O,,1L:1L,1,0.03000300030003
436,1,5,0,1,1,1O,:::1O:2O,,,1L,1,0.03000300030003
437,2,1,0,2,1,:1O,,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
438,1,3,1,1,2,1O,1O:1O:2O,1O,,1L:1L,1,0.03000300030003
439,2,0,2,1,2,1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
440,4,2,0,1,1,::1O:2O,:,,,1L,1,0.03000300030003
441,4,2,0,1,1,::1O:2O,:1O,,,1L,1,0.03000300030003
442,1,3,1,1,2,,:2O:2O,2O,,1L:1L,1,0.03000300030003
443,1,3,1,1,1,2O,::,1O1S,,1L,1,0.03000300030003
444,4,2,0,1,1,::1O:2O,:2O,,,1L,1,0.03000300030003
445,1,5,1,1,1,1O,:::1O:2O,,,1L,1,0.03000300030003
446,4,2,1,2,1,:1O:1O:1O,:,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
447,1,5,0,1,1,2O,::::2O,,,1L,1,0.03000300030003
448,4,2,0,1,1,:::1O,:1O,,,1L,1,0.03000300030003
449,4,2,1,2,2,::1O:1O,:2O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
450,4,2,1,1,2,::1O:1O,:2O,2O,,1L:1L,1,0.03000300030003
451,4,2,1,2,1,::1O:1O,:,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
452,4,2,0,1,1,::1O:1O,1O:1O,,,1L,1,0.03000300030003
453,4,2,1,2,2,:1O:1O:1O,:,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
454,4,2,1,1,1,:::1O,:1O,,,1L,1,0.03000300030003
455,4,2,1,1,2,:1O:1O:1O,:2O,2O1S,,1L:1L,1,0.03000300030003
456,4,2,1,1,1,::1O:1O,:1O,1O1S,,1L,1,0.03000300030003
457,4,2,1,1,1,:1O:1O:2O,:,1O,,1L,1,0.03000300030003
458,1,4,0,1,1,,:1O:1O:2O,,,1L,1,0.03000300030003
459,1,3,2,1,2,1O,:2O:2O,1O:1O,,1L:1L,1,0.03000300030003
460,4,2,1,1,1,:::1O,:1O,2O,,1L,1,0.03000300030003
461,4,2,1,1,1,::1O:1O,:,2O1S,,1L,1,0.03000300030003
462,1,3,2,1,2,,1O:2O:2O,:1O,,1L:1L,1,0.03000300030003
463,4,2,1,1,1,::1O:1O,:1O,,,1L,1,0.03000300030003
464,1,3,2,1,1,,:1O:2O,:1O,,1L,1,0.03000300030003
465,4,2,1,1,1,::1O:1O,:1O,2O,,1L,1,0.03000300030003
466,4,2,1,1,1,:1O:1O:1O,:1O,,,1L,1,0.03000300030003
467,4,2,1,1,1,::1O:1O,:1O,2O1S,,1L,1,0.03000300030003
468,4,2,1,1,1,::1O:1O,:2O,,,1L,1,0.03000300030003
469,1,3,1,1,2,1O,:2O:2O,2O1S,,1L:1L,1,0.03000300030003
470,4,2,1,1,1,::1O:1O,:2O,1O,,1L,1,0.03000300030003
471,1,3,1,2,2,1O,:2O:2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
472,4,2,1,1,1,:::,:2O,1O,,1L,1,0.03000300030003
473,4,2,1,1,1,:::1O,1O:2O,2O,,1L,1,0.03000300030003
474,4,2,1,1,1,:::1O,1O:2O,2O1S,,1L,1,0.03000300030003
475,4,2,1,1,1,:1O:1O:2O,:,,,1L,1,0.03000300030003
476,1,3,1,1,2,1O,:1O:2O,2O,,1L:1L,1,0.03000300030003
477,1,3,1,1,2,2O,:2O:2O,1O,,1L:1L,1,0.03000300030003
478,4,2,0,2,2,:1O:1O:1O,1O:2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
479,4,2,0,2,1,:1O:1O:1O,:,,1S:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
480,4,2,0,2,1,:1O:1O:1O,:,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
481,1,4,0,2,1,,::1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
482,4,2,0,2,1,::1O:1O,:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
483,4,2,0,2,1,:::,:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
484,1,4,0,1,2,1O,::2O:2O,,,1L:1L,1,0.03000300030003
485,4,2,1,1,2,:1O:1O:1O,:2O,2O,,1L:1L,1,0.03000300030003
486,1,4,0,1,1,2O,:::2O,,,1L,1,0.03000300030003
487,4,2,1,1,2,:1O:1O:1O,:2O,1N1O,,1L:1L,1,0.03000300030003
488,4,2,1,1,1,:1O:1O:1O,:,2O1S,,1L,1,0.03000300030003
489,4,2,0,2,2,:1O:1O:1O,:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
490,4,2,1,1,1,1O:1O:1O:1O,:,,,1L,1,0.03000300030003
491,1,4,0,1,1,1O,:::1O,,,1L,1,0.03000300030003
492,4,2,1,1,2,:1O:1O:1O,:1O,1O,,1L:1L,1,0.03000300030003
493,1,3,1,1,2,1O,1O:2O:2O,1O,,1L:1L,1,0.03000300030003
494,4,2,1,1,1,:1O:1O:1O,:,1N1O,,1L,1,0.03000300030003
495,4,2,1,1,1,:1O:1O:1O,:,1N3O1S,,1L,1,0.03000300030003
496,1,4,0,1,1,1O,:1O:1O:2O,,,1L,1,0.03000300030003
497,4,2,0,2,1,:1O:1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
498,2,3,1,1,1,:,::2O,2O,,1L,1,0.03000300030003
499,2,1,0,2,3,1O:1O,2O,,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
500,4,1,1,1,2,1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
501,2,1,2,1,1,:1O,,1O:3O1S,,1L,1,0.03000300030003
502,4,1,1,1,1,::1O:1O,,1O1S,,1L,1,0.03000300030003
503,2,1,2,1,1,:1O,,1O:1O,,1L,1,0.03000300030003
504,2,1,1,2,2,:1O,2O,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
505,2,1,1,2,2,:1O,2O,,1S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
506,4,1,1,1,1,::1O:1O,1O,1O1S,,1L,1,0.03000300030003
507,4,1,1,1,1,::1O:1O,1O,2O1S,,1L,1,0.03000300030003
508,2,1,1,2,2,:1O,2O,,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
509,2,1,1,2,2,1O:1O,2O,3O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
510,4,1,1,1,1,::2O:2O,1O,1O,,1L,1,0.03000300030003
511,4,1,1,1,1,:::,2O,1O,,1L,1,0.03000300030003
512,4,1,1,1,1,:::1O,,1O,,1L,1,0.03000300030003
513,4,1,1,1,1,:::1O,,2O1S,,1L,1,0.03000300030003
514,4,1,1,1,1,:::1O,1O,1O,,1L,1,0.03000300030003
515,2,1,1,2,2,1O:1O,2O,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
516,2,1,1,2,2,1O:1O,2O,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
517,4,1,1,1,1,:::1O,2O,2O1S,,1L,1,0.03000300030003
518,4,1,1,1,1,:::2O,2O,,,1L,1,0.03000300030003
519,4,1,1,1,2,1O:1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
520,4,1,1,1,2,1O:1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
521,4,1,1,1,2,1O:1O:1O:1O,,2O2S,,1L:1L,1,0.03000300030003
522,2,1,1,2,2,1O:1O,2O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
523,2,1,1,2,2,1O:1O,,3O1S,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
524,2,1,2,1,2,1O:1O,,2O:2O,,1L:1L,1,0.03000300030003
525,4,1,1,1,1,:1O:1O:2O,1O,1O,,1L,1,0.03000300030003
526,4,1,1,1,1,:1O:1O:2O,,1O,,1L,1,0.03000300030003
527,4,1,0,2,2,:::1O,2O,,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
528,4,1,0,2,1,::1O:1O,,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
529,4,1,0,2,1,::1O:1O,2O,,1S:1S:1S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
530,4,1,0,2,1,:::,2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
531,4,1,0,2,1,:::1O,2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
532,4,1,0,2,1,:::1O,2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
533,4,1,0,2,1,:::2O,2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
534,2,1,2,1,2,:1O,2O,1O:2O,,1L:1L,1,0.03000300030003
535,4,1,0,2,2,:1O:1O:1O,2O,,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
536,2,1,2,1,2,1O:1O,2O,:1O,,1L:1L,1,0.03000300030003
537,4,1,0,2,2,::1O:1O,2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
538,4,1,0,2,2,:::1O,2O,,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
539,4,1,1,1,1,:1O:1O:2O,,,,1L,1,0.03000300030003
540,4,1,0,2,2,:::1O,2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
541,4,1,1,1,1,1O:1O:1O:1O,,,,1L,1,0.03000300030003
542,4,1,1,1,1,:1O:1O:1O,,,,1L,1,0.03000300030003
543,4,1,1,1,1,:1O:1O:1O,,1N1O,,1L,1,0.03000300030003
544,2,1,2,1,2,1O:1O,2O,2O:2O1S,,1L:1L,1,0.03000300030003
545,2,1,2,1,2,1O:1O,2O,1O:2O2S,,1L:1L,1,0.03000300030003
546,2,1,2,1,2,1O:1O,1O,1O:2O1S,,1L:1L,1,0.03000300030003
547,4,1,1,1,1,:1O:1O:1O,,3O1S,,1L,1,0.03000300030003
548,4,1,1,1,1,:1O:1O:1O,1O,,,1L,1,0.03000300030003
549,2,1,2,1,2,1O:1O,1O,1O1S:3O1S,,1L:1L,1,0.03000300030003
550,4,1,1,1,2,1O:1O:1O:2O,,1N2O2S,,1L:1L,1,0.03000300030003
551,2,1,1,2,2,1O:1O,,2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
552,4,2,0,1,1,1O:1O:1O:2O,:,,,1L,1,0.03000300030003
553,4,1,1,1,2,:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
554,4,1,1,2,2,::1O:1O,1O,3O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
555,2,1,1,1,1,:1O,,2O,,1L,1,0.03000300030003
556,4,1,2,1,1,:1O:1O:1O,1O,:1O,,1L,1,0.03000300030003
557,4,1,2,1,1,::1O:1O,,2O:2O1S,,1L,1,0.03000300030003
558,2,1,1,1,1,:1O,,1O,,1L,1,0.03000300030003
559,2,1,1,1,1,:,2O,1O,,1L,1,0.03000300030003
560,4,1,2,1,1,:::1O,,1O:1O,,1L,1,0.03000300030003
561,4,1,2,1,1,:::1O,,1O:2O,,1L,1,0.03000300030003
562,4,1,2,1,1,:::1O,1O,1O:1O,,1L,1,0.03000300030003
563,4,1,2,1,1,:::2O,,1O:1O,,1L,1,0.03000300030003
564,4,1,2,1,2,1O:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
565,4,1,2,1,2,1O:1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
566,4,1,2,1,2,1O:1O:1O:1O,,:2O1S,,1L:1L,1,0.03000300030003
567,4,1,2,1,2,1O:1O:1O:1O,,:3O2S,,1L:1L,1,0.03000300030003
568,4,1,2,1,2,1O:1O:1O:1O,1O,1O:2O,,1L:1L,1,0.03000300030003
569,4,1,2,1,2,1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
570,4,1,2,1,2,:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
571,1,3,1,1,1,1O,::1O,1N1O1S,,1L,1,0.03000300030003
572,4,1,2,1,2,:1O:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
573,4,1,2,1,2,:1O:1O:1O,1O,1O:1O,,1L:1L,1,0.03000300030003
574,4,1,3,1,1,:::1O,,:1O:2O,,1L,1,0.03000300030003
575,4,1,3,1,2,1O:1O:1O:1O,,1O:1O:1O,,1L:1L,1,0.03000300030003
576,2,1,1,1,1,1O:1O,,1O,,1L,1,0.03000300030003
577,4,1,1,2,2,::1O:1O,1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
578,4,1,1,2,2,:1O:1O:2O,2O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
579,4,1,1,2,2,:1O:1O:1O,2O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
580,2,1,1,1,2,1O:1O,2O,1O1S,,1L:1L,1,0.03000300030003
581,4,1,1,1,2,:1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
582,2,1,1,2,2,1O:1O,,1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
583,2,1,1,1,2,:1O,2O,3O1S,,1L:1L,1,0.03000300030003
584,4,1,1,1,2,:1O:1O:1O,2O,1O1S,,1L:1L,1,0.03000300030003
585,2,1,1,1,2,:1O,2O,2O,,1L:1L,1,0.03000300030003
586,4,1,1,1,2,:1O:1O:1O,2O,2O1S,,1L:1L,1,0.03000300030003
587,4,1,1,1,2,:1O:1O:2O,1O,1O,,1L:1L,1,0.03000300030003
588,2,1,1,1,2,:1O,,1O,,1L:1L,1,0.03000300030003
589,4,1,1,1,2,:1O:1O:2O,2O,1O1S,,1L:1L,1,0.03000300030003
590,4,1,1,1,2,::1O:1O,,2O1S,,1L:1L,1,0.03000300030003
591,4,1,1,1,2,::1O:1O,2O,3O2S,,1L:1L,1,0.03000300030003
592,4,1,1,2,2,:1O:1O:1O,2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
593,4,1,1,2,1,::1O:1O,,1O,1S:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
594,4,1,1,2,1,:::1O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
595,2,1,1,1,2,1O:1O,2O,1N3O1S,,1L:1L,1,0.03000300030003
596,2,1,1,1,2,1O:1O,2O,1N1O1S,,1L:1L,1,0.03000300030003
597,2,1,1,1,1,:1O,,3O1S,,1L,1,0.03000300030003
598,4,1,1,2,2,:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
599,4,1,1,2,2,:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
600,4,1,1,2,2,:1O:1O:1O,,2O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
601,4,1,1,2,2,:1O:1O:1O,,2O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
602,4,1,1,2,2,:1O:1O:1O,,3O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
603,4,1,2,1,2,:1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
604,4,3,1,1,1,::1O:1O,::,2O,,1L,1,0.03000300030003
605,4,3,0,1,1,:::1O,::1O,,,1L,1,0.03000300030003
606,1,3,1,1,1,1O,1O:1O:2O,,,1L,1,0.03000300030003
607,5,2,0,1,2,1O:1O:1O:1O:1O,:2O,,,1L:1L,1,0.03000300030003
608,5,2,0,1,2,:1O:1O:1O:1O,:1O,,,1L:1L,1,0.03000300030003
609,5,2,0,1,2,:1O:1O:1O:1O,:2O,,,1L:1L,1,0.03000300030003
610,5,2,0,1,2,::1O:1O:2O,:1O,,,1L:1L,1,0.03000300030003
611,5,2,0,2,1,:::1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
612,5,2,0,2,1,::::1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
613,5,2,1,1,1,:1O:1O:1O:1O,:,1O,,1L,1,0.03000300030003
614,5,2,1,1,1,::1O:1O:1O,:,,,1L,1,0.03000300030003
615,1,1,1,1,2,1O,2O,,,1L:1L,1,0.03000300030003
616,1,1,1,1,1,1O,,2O,,1L,1,0.03000300030003
617,5,2,1,1,1,:::1O:1O,:1O,,,1L,1,0.03000300030003
618,5,2,1,1,1,::::,:1O,2O,,1L,1,0.03000300030003
619,5,2,1,1,1,::::1O,:2O,1O,,1L,1,0.03000300030003
620,1,1,0,2,2,1O,2O,,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
621,5,3,0,1,1,::::1O,::2O,,,1L,1,0.03000300030003
622,5,3,0,1,2,::1O:1O:1O,:1O:2O,,,1L:1L,1,0.03000300030003
623,5,3,1,1,1,:1O:1O:1O:1O,::,1O,,1L,1,0.03000300030003
624,0,5,1,1,1,,::::2O,2O1S,,1L,1,0.03000300030003
625,0,4,1,1,1,,:::2O,2O,,1L,1,0.03000300030003
626,6,0,0,1,2,:1O:1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
