,num_dol,num_dbe,num_tfsi,num_ps,num_li,atoms_dol,atoms_dbe,atoms_tfsi,atoms_ps,atoms_li,count,%
266,5,1,1,1,1,:::1O:1O,,1O,,1L,2,0.06000600060006
267,5,1,0,1,1,::1O:1O:1O,,,,1L,2,0.06000600060006
268,4,0,1,2,2,1O:1O:1O:1O,,1O,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
269,4,0,2,1,2,1O:1O:1O:1O,,2O:3O1S,,1L:1L,2,0.06000600060006
270,4,0,2,1,2,1O:1O:1O:1O,,:1O,,1L:1L,2,0.06000600060006
271,5,1,1,1,2,:1O:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
272,4,0,2,1,2,1O:1O:1O:1O,,:2O1S,,1L:1L,2,0.06000600060006
273,4,0,1,3,2,1O:1O:1O:1O,,2O1S,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
274,4,0,0,2,2,:1O:1O:2O,,,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
275,4,0,0,2,2,:1O:1O:1O,,,1S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
276,5,1,0,2,2,:1O:1O:1O:1O,1O,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
277,5,1,1,1,1,::1O:1O:1O,,,,1L,2,0.06000600060006
278,4,0,2,1,2,1O:1O:1O:2O,,1N2O2S:1O,,1L:1L,2,0.06000600060006
279,4,0,1,3,2,1O:1O:1O:1O,,1O,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
280,4,0,1,1,2,1O:1O:1O:1O,,1N3O2S,,1L:1L,2,0.06000600060006
281,5,1,1,1,2,:1O:1O:1O:1O,1O,2O1S,,1L:1L,2,0.06000600060006
282,5,1,1,1,2,:1O:1O:1O:2O,,2O,,1L:1L,2,0.06000600060006
283,5,1,1,1,2,:1O:1O:2O:2O,1O,1O,,1L:1L,2,0.06000600060006
284,5,1,1,1,2,::1O:1O:2O,1O,1O,,1L:1L,2,0.06000600060006
285,4,0,0,2,2,1O:1O:1O:1O,,,3S:3S:3S:3S:3S:4S:4S:5S,1L:1L,2,0.06000600060006
286,4,0,1,2,2,:1O:1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
287,5,1,1,2,2,:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
288,5,1,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
289,5,1,1,1,2,1O:1O:1O:1O:2O,,2O1S,,1L:1L,2,0.06000600060006
290,4,0,2,1,2,1O:1O:1O:1O,,1N3O1S:1O,,1L:1L,2,0.06000600060006
291,4,0,3,1,2,:1O:1O:1O,,:1O:3O1S,,1L:1L,2,0.06000600060006
292,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
293,4,1,2,1,2,1O:1O:1O:1O,,2O:2O1S,,1L:1L,2,0.06000600060006
294,5,0,1,2,2,1O:1O:1O:1O:1O,,2O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
295,4,1,2,2,2,::1O:1O,,1N2O2S:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
296,5,0,1,2,2,1O:1O:1O:1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
297,5,0,1,2,2,1O:1O:1O:1O:2O,,1O,1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
298,5,0,1,2,2,1O:1O:1O:1O:2O,,2O,1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
299,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
300,4,1,2,1,2,:1O:1O:1O,1O,1O:1O1S,,1L:1L,2,0.06000600060006
301,4,1,2,1,2,:1O:1O:1O,,1O:2O,,1L:1L,2,0.06000600060006
302,4,1,2,1,2,:1O:1O:1O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
303,4,1,2,1,2,:1O:1O:1O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
304,4,1,2,1,2,1O:1O:1O:2O,,1N2O1S:1O,,1L:1L,2,0.06000600060006
305,5,0,1,2,2,:1O:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
306,4,1,2,1,2,1O:1O:1O:1O,1O,:1O,,1L:1L,2,0.06000600060006
307,4,1,2,1,2,1O:1O:1O:1O,1O,1O:1O1S,,1L:1L,2,0.06000600060006
308,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
309,5,0,1,2,2,1O:1O:1O:1O:1O,,1O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
310,4,1,2,1,2,1O:1O:1O:1O,,1N2O1S:1O,,1L:1L,2,0.06000600060006
311,5,0,1,2,2,:1O:1O:1O:2O,,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
312,5,0,1,2,2,:1O:1O:1O:2O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
313,5,0,1,2,2,::1O:1O:1O,,1O,1S:1S:2S:2S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
314,5,0,1,2,2,::1O:1O:1O,,2O1S,:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
315,5,0,1,2,2,::1O:1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
316,4,1,1,2,2,1O:1O:1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
317,5,0,1,2,2,::1O:1O:2O,,2O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
318,4,1,1,2,2,1O:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
319,4,1,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
320,4,1,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
321,4,1,1,2,2,1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
322,5,0,2,1,1,::1O:1O:1O,,:1O,,1L,2,0.06000600060006
323,4,1,1,1,2,:1O:1O:1O,1O,2O2S,,1L:1L,2,0.06000600060006
324,5,0,1,2,2,1O:1O:1O:1O:1O,,2O,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
325,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
326,4,1,1,1,2,:1O:1O:1O,1O,2O,,1L:1L,2,0.06000600060006
327,5,0,1,1,2,1O:1O:1O:1O:1O,,3O1S,,1L:1L,2,0.06000600060006
328,5,0,0,2,2,:1O:1O:1O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
329,5,0,0,2,2,:1O:1O:1O:2O,,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
330,5,0,0,2,2,::1O:1O:1O,,,1S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
331,5,0,0,2,2,:1O:1O:1O:1O,,,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
332,5,0,0,2,2,1O:1O:1O:1O:2O,,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
333,5,0,0,2,2,1O:1O:1O:1O:2O,,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
334,5,0,1,1,1,:1O:1O:1O:1O,,1O,,1L,2,0.06000600060006
335,5,0,0,2,2,1O:1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
336,5,0,1,1,1,:1O:1O:1O:2O,,1O,,1L,2,0.06000600060006
337,5,0,0,2,2,1O:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
338,5,0,1,1,1,::1O:1O:1O,,1O1S,,1L,2,0.06000600060006
339,5,0,1,1,1,::1O:1O:1O,,2O,,1L,2,0.06000600060006
340,5,0,1,1,2,1O:1O:1O:1O:1O,,1N1O,,1L:1L,2,0.06000600060006
341,5,0,0,1,1,:1O:1O:1O:1O,,,,1L,2,0.06000600060006
342,5,0,1,1,2,1O:1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
343,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,:1S:1S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
344,5,0,1,1,2,1O:1O:1O:1O:2O,,1N1O1S,,1L:1L,2,0.06000600060006
345,5,0,1,1,2,1O:1O:1O:1O:2O,,2O2S,,1L:1L,2,0.06000600060006
346,5,0,1,1,2,1O:1O:1O:1O:2O,,3O,,1L:1L,2,0.06000600060006
347,4,2,1,2,2,1O:1O:1O:1O,:,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
348,5,0,1,1,2,1O:1O:1O:1O:2O,,3O1S,,1L:1L,2,0.06000600060006
349,4,2,1,1,2,:1O:1O:1O,:1O,1O,,1L:1L,2,0.06000600060006
350,5,0,1,1,2,:1O:1O:1O:1O,,1N3O2S,,1L:1L,2,0.06000600060006
351,4,2,1,1,1,:1O:1O:1O,:1O,1O,,1L,2,0.06000600060006
352,5,0,1,1,2,::1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
353,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
354,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
355,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
356,4,2,0,1,1,1O:1O:1O:1O,:,,,1L,2,0.06000600060006
357,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
358,5,0,2,1,1,::::1O,,1O:1O,,1L,2,0.06000600060006
359,4,1,1,1,2,:1O:1O:1O,1O,1N3O2S,,1L:1L,2,0.06000600060006
360,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
361,5,0,2,2,3,:1O:1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,2,0.06000600060006
362,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
363,4,0,3,1,2,:1O:1O:1O,,1N1O1S:1O:2O1S,,1L:1L,2,0.06000600060006
364,5,0,2,2,2,:1O:1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
365,5,0,2,2,2,:1O:1O:1O:2O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
366,4,0,3,1,2,1O:1O:1O:1O,,:1O:2O1S,,1L:1L,2,0.06000600060006
367,4,0,3,1,2,1O:1O:1O:1O,,:1O:2O,,1L:1L,2,0.06000600060006
368,5,0,2,2,2,::1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
369,5,0,2,2,2,::1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
370,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:1O1S,,1L:1L,2,0.06000600060006
371,4,0,2,2,2,::1O:1O,,1O:2O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
372,4,0,2,2,2,::1O:1O,,1O:1O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
373,4,0,2,2,2,:1O:1O:2O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
374,4,0,2,2,2,:1O:1O:1O,,2O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
375,4,0,2,2,2,:1O:1O:1O,,1O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
376,5,0,3,1,2,1O:1O:1O:1O:1O,,:1O:1O,,1L:1L,2,0.06000600060006
377,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
378,4,0,2,2,2,:1O:1O:1O,,1O:1O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
379,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:1O,,1L:1L,2,0.06000600060006
380,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:2O,,1L:1L,2,0.06000600060006
381,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:2O1S,,1L:1L,2,0.06000600060006
382,5,0,3,1,2,:1O:1O:1O:1O,,:1O:2O1S,,1L:1L,2,0.06000600060006
383,5,0,3,1,2,::1O:1O:1O,,1O:1O:1O,,1L:1L,2,0.06000600060006
384,5,0,3,1,2,::1O:1O:1O,,1O:1O:2O,,1L:1L,2,0.06000600060006
385,4,0,2,2,2,1O:1O:1O:2O,,1O:1O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
386,5,0,3,1,2,::1O:1O:1O,,1O:2O:2O1S,,1L:1L,2,0.06000600060006
387,4,0,2,2,2,1O:1O:1O:2O,,1O:1O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
388,4,0,2,2,2,1O:1O:1O:2O,,1O1S:2O1S,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
389,4,0,2,2,2,1O:1O:1O:1O,,:1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
390,4,0,2,2,2,1O:1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
391,4,0,2,2,2,1O:1O:1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
392,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
393,4,0,3,1,2,:1O:1O:1O,,1N3O2S:1O:1O,,1L:1L,2,0.06000600060006
394,4,1,1,1,2,1O:1O:1O:2O,1O,2O,,1L:1L,2,0.06000600060006
395,5,0,2,1,2,:1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
396,4,1,1,1,2,1O:1O:1O:2O,1O,1O1S,,1L:1L,2,0.06000600060006
397,4,1,1,1,2,1O:1O:1O:1O,1O,3O2S,,1L:1L,2,0.06000600060006
398,4,1,1,1,2,1O:1O:1O:1O,1O,3O1S,,1L:1L,2,0.06000600060006
399,4,1,1,1,2,1O:1O:1O:1O,1O,1O1S,,1L:1L,2,0.06000600060006
400,5,0,2,1,2,1O:1O:1O:1O:1O,,2O:2O,,1L:1L,2,0.06000600060006
401,5,0,2,1,2,1O:1O:1O:1O:1O,,:1O1S,,1L:1L,2,0.06000600060006
402,4,1,0,2,2,:1O:1O:1O,1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
403,5,0,2,1,2,1O:1O:1O:1O:2O,,:1O1S,,1L:1L,2,0.06000600060006
404,4,1,0,2,2,1O:1O:1O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
405,5,0,2,1,2,1O:1O:1O:2O:2O,,:1O,,1L:1L,2,0.06000600060006
406,4,1,0,2,2,1O:1O:1O:1O,,,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
407,5,0,2,1,2,:1O:1O:1O:1O,,1N2O2S:1O,,1L:1L,2,0.06000600060006
408,5,0,2,1,2,:1O:1O:1O:1O,,1N3O2S:2O1S,,1L:1L,2,0.06000600060006
409,4,1,0,1,1,:1O:1O:2O,,,,1L,2,0.06000600060006
410,5,0,2,1,2,:1O:1O:1O:1O,,1O:3O1S,,1L:1L,2,0.06000600060006
411,4,0,3,1,2,:1O:1O:1O,,1N3O2S:1O:2O1S,,1L:1L,2,0.06000600060006
412,5,0,2,1,2,:1O:1O:1O:1O,,2O:3O1S,,1L:1L,2,0.06000600060006
413,5,0,2,1,2,:1O:1O:1O:1O,,:2O1S,,1L:1L,2,0.06000600060006
414,5,0,2,1,2,:1O:1O:1O:1O,,:3O1S,,1L:1L,2,0.06000600060006
415,5,0,2,1,2,:1O:1O:1O:2O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
416,5,0,2,1,2,:1O:1O:1O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
417,5,0,2,1,2,:1O:1O:1O:2O,,1O:2O,,1L:1L,2,0.06000600060006
418,4,0,3,2,2,1O:1O:1O:1O,,:2O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
419,5,0,2,1,2,:1O:1O:1O:2O,,2O:2O1S,,1L:1L,2,0.06000600060006
420,4,0,3,1,2,:1O:1O:2O,,1O:1O:2O1S,,1L:1L,2,0.06000600060006
421,4,0,3,1,2,:1O:1O:2O,,1O:1O:1O1S,,1L:1L,2,0.06000600060006
422,6,0,0,2,2,:1O:1O:1O:1O:1O,,,:1S:1S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
423,4,0,3,1,2,:1O:1O:1O,,:1O:1O,,1L:1L,2,0.06000600060006
424,4,0,3,1,2,:1O:1O:1O,,1O:1O:3O1S,,1L:1L,2,0.06000600060006
425,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
426,3,3,0,1,1,:1O:1O,:1O:1O,,,1L,2,0.06000600060006
427,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
428,7,0,0,1,2,::1O:1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
429,3,1,1,1,2,1O:1O:1O,1O,1N1O1S,,1L:1L,2,0.06000600060006
430,3,1,3,1,2,1O:1O:2O,,1O:1O:1O,,1L:1L,2,0.06000600060006
431,3,1,3,1,2,1O:1O:1O,,:1O:1O1S,,1L:1L,2,0.06000600060006
432,3,0,4,1,2,1O:1O:1O,,:1O:2O1S:2O1S,,1L:1L,2,0.06000600060006
433,3,1,3,1,2,1O:1O:1O,,1O:1O1S:1O1S,,1L:1L,2,0.06000600060006
434,6,1,0,2,1,::::1O:1O,,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
435,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,3O1S,,1L:1L,2,0.06000600060006
436,7,0,1,1,2,::1O:1O:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
437,6,0,1,1,2,:1O:1O:1O:1O:1O,,1N2O2S,,1L:1L,2,0.06000600060006
438,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,2O,,1L:1L,2,0.06000600060006
439,7,0,1,1,2,::1O:1O:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
440,2,2,2,1,2,1O:1O,:,1O:2O,,1L:1L,2,0.06000600060006
441,6,1,1,1,1,::1O:1O:1O:1O,,1O,,1L,2,0.06000600060006
442,7,0,1,1,2,:1O:1O:1O:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
443,6,0,1,1,2,:1O:1O:1O:1O:1O,,1N2O1S,,1L:1L,2,0.06000600060006
444,3,0,3,1,2,1O:1O:1O,,1N1O:1O:1O,,1L:1L,2,0.06000600060006
445,3,0,3,1,2,1O:1O:1O,,1N1O:1O:2O,,1L:1L,2,0.06000600060006
446,6,0,2,1,1,:::::1O,,1N1O1S:1O,,1L,2,0.06000600060006
447,3,0,3,1,2,1O:1O:1O,,1N2O1S:1O:1O,,1L:1L,2,0.06000600060006
448,6,0,2,1,2,1O:1O:1O:1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
449,6,1,0,1,2,1O:1O:1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
450,2,1,3,1,3,1O:1O,,1N2O2S:1O:2O1S,,1L:1L:1L,2,0.06000600060006
451,6,0,2,1,2,1O:1O:1O:1O:1O:1O,,:1O,,1L:1L,2,0.06000600060006
452,6,1,0,1,2,1O:1O:1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
453,6,1,0,1,1,::::1O:1O,,,,1L,2,0.06000600060006
454,2,1,3,1,2,1O:1O,1O,1O:1O:1O1S,,1L:1L,2,0.06000600060006
455,3,0,3,1,2,1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,2,0.06000600060006
456,3,0,4,1,2,1O:1O:1O,,1O:1O:1O:2O,,1L:1L,2,0.06000600060006
457,3,0,3,1,2,1O:1O:1O,,1O:1O1S:3O1S,,1L:1L,2,0.06000600060006
458,3,0,3,1,2,1O:1O:1O,,1O:1O:2O2S,,1L:1L,2,0.06000600060006
459,6,0,1,1,1,:::1O:1O:1O,,2O1S,,1L,2,0.06000600060006
460,3,2,0,1,1,1O:1O:1O,:,,,1L,2,0.06000600060006
461,6,1,1,1,1,:::1O:1O:1O,,1O,,1L,2,0.06000600060006
462,3,0,4,1,2,:1O:1O,,:1N3O2S:1O:1O,,1L:1L,2,0.06000600060006
463,2,1,3,1,2,1O:1O,,1N2O1S:1O:1O1S,,1L:1L,2,0.06000600060006
464,3,0,2,1,2,1O:1O:1O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
465,3,0,1,2,2,1O:1O:1O,,2O1S,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
466,7,0,0,2,2,::1O:1O:1O:2O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
467,6,0,1,2,2,:1O:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
468,7,0,0,1,2,:1O:1O:1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
469,3,0,2,1,2,1O:1O:1O,,1N1O1S:2O,,1L:1L,2,0.06000600060006
470,6,1,2,1,2,1O:1O:1O:1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
471,7,0,0,1,1,::1O:1O:1O:1O:1O,,,,1L,2,0.06000600060006
472,6,1,1,1,2,1O:1O:1O:1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
473,3,0,2,1,2,1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
474,6,0,1,2,2,:1O:1O:1O:1O:2O,,1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
475,6,3,0,1,1,:::1O:1O:1O,::,,,1L,2,0.06000600060006
476,3,1,1,1,2,1O:1O:1O,1O,2O1S,,1L:1L,2,0.06000600060006
477,3,1,1,1,2,1O:1O:1O,1O,2O,,1L:1L,2,0.06000600060006
478,3,1,1,1,2,1O:1O:1O,1O,1O1S,,1L:1L,2,0.06000600060006
479,3,1,2,1,2,1O:1O:1O,,1N2O2S:1O,,1L:1L,2,0.06000600060006
480,3,1,2,1,2,1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
481,3,1,2,1,2,1O:1O:1O,,1O:3O1S,,1L:1L,2,0.06000600060006
482,3,0,5,1,2,1O:1O:1O,,::1O:1O:2O1S,,1L:1L,2,0.06000600060006
483,6,0,1,2,2,::1O:1O:1O:2O,,1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
484,3,1,2,1,2,1O:1O:1O,1O,1O1S:2O1S,,1L:1L,2,0.06000600060006
485,6,0,1,2,2,::1O:1O:1O:2O,,1O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
486,3,0,5,1,2,1O:1O:1O,,:1O:1O:1O:2O1S,,1L:1L,2,0.06000600060006
487,3,1,2,1,2,1O:1O:1O,1O,1O:3O1S,,1L:1L,2,0.06000600060006
488,3,1,2,1,2,1O:1O:1O,1O,:1O1S,,1L:1L,2,0.06000600060006
489,3,0,5,1,2,1O:1O:1O,,:1O:1O:1O:1O1S,,1L:1L,2,0.06000600060006
490,3,0,5,1,2,1O:1O:1O,,:1O:1O:1O1S:2O1S,,1L:1L,2,0.06000600060006
491,6,0,1,1,2,:1O:1O:1O:1O:2O,,2O,,1L:1L,2,0.06000600060006
492,6,0,1,1,2,:1O:1O:1O:1O:2O,,1O1S,,1L:1L,2,0.06000600060006
493,7,0,1,1,1,:::1O:1O:2O:2O,,1O,,1L,2,0.06000600060006
494,6,1,1,1,2,1O:1O:1O:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
495,3,1,2,1,2,::1O,,1O:2O1S,,1L:1L,2,0.06000600060006
496,7,0,2,1,2,::1O:1O:1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
497,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
498,6,0,1,2,2,:1O:1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
499,3,2,0,2,2,:1O:1O,:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
500,6,0,0,2,2,:1O:1O:1O:1O:2O,,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
501,6,0,0,2,2,:1O:1O:1O:1O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
502,3,2,1,1,1,1O:1O:1O,:,1O,,1L,2,0.06000600060006
503,3,2,1,1,1,:1O:1O,:1O,,,1L,2,0.06000600060006
504,6,0,2,1,2,:1O:1O:1O:1O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
505,3,2,1,1,1,::1O,:,1O,,1L,2,0.06000600060006
506,6,0,0,2,2,:1O:1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
507,3,0,3,2,2,1O:1O:1O,,1O:1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
508,2,0,3,1,2,1O:1O,,1N1O1S:1O:2O,,1L:1L,2,0.06000600060006
509,3,2,1,1,2,1O:1O:1O,:1O,2O,,1L:1L,2,0.06000600060006
510,6,0,0,2,2,::1O:1O:1O:1O,,,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
511,3,2,1,1,2,1O:1O:1O,:1O,2O1S,,1L:1L,2,0.06000600060006
512,3,2,1,1,2,1O:1O:2O,:1O,1O1S,,1L:1L,2,0.06000600060006
513,3,0,3,1,2,1O:1O:2O,,1O:1O:1O,,1L:1L,2,0.06000600060006
514,6,1,0,1,1,:1O:1O:1O:1O:2O,,,,1L,2,0.06000600060006
515,8,0,1,1,1,::::1O:1O:1O:1O,,1O,,1L,2,0.06000600060006
516,6,0,0,2,2,::1O:1O:1O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
517,3,0,3,1,2,1O:1O:2O,,1O:1O:2O1S,,1L:1L,2,0.06000600060006
