,num_dol,num_dbe,num_tfsi,num_ps,num_li,atoms_dol,atoms_dbe,atoms_tfsi,atoms_ps,atoms_li,count,%
118,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:1O,,1L:1L,4,0.12001200120012
119,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:1O1S,,1L:1L,4,0.12001200120012
120,5,0,1,1,2,:1O:1O:1O:2O,,1O,,1L:1L,4,0.12001200120012
121,4,2,2,1,2,1O:1O:1O:1O,:,1O:2O1S,,1L:1L,4,0.12001200120012
122,5,1,1,1,2,1O:1O:1O:1O:1O,,2O,,1L:1L,4,0.12001200120012
123,3,0,3,1,2,1O:1O:1O,,:1O:2O,,1L:1L,4,0.12001200120012
124,4,0,3,2,2,:1O:1O:1O,,:1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,4,0.12001200120012
125,5,0,1,1,2,:1O:1O:1O:1O,,1N2O2S,,1L:1L,4,0.12001200120012
126,4,0,3,1,2,1O:1O:1O:1O,,:1O:1O,,1L:1L,4,0.12001200120012
127,4,1,1,1,2,1O:1O:1O:2O,1O,2O1S,,1L:1L,4,0.12001200120012
128,3,0,2,1,2,1O:1O:1O,,1O:1O1S,,1L:1L,4,0.12001200120012
129,4,0,2,2,2,:1O:1O:2O,,1O:1O,:::1S:1S:2S:2S:2S,1L:1L,4,0.12001200120012
130,4,0,2,1,2,:1O:1O:1O,,1O:2O,,1L:1L,4,0.12001200120012
131,5,0,3,1,2,:1O:1O:1O:1O,,:1O:1O,,1L:1L,4,0.12001200120012
132,6,0,1,2,2,::1O:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,4,0.12001200120012
133,5,1,2,1,2,1O:1O:1O:1O:1O,,1O:1O,,1L:1L,4,0.12001200120012
134,4,1,2,1,2,1O:1O:1O:2O,,1O:1O,,1L:1L,4,0.12001200120012
135,7,0,1,1,1,:::1O:1O:1O:1O,,1O,,1L,4,0.12001200120012
136,5,1,0,2,1,:::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,4,0.12001200120012
137,6,0,1,1,1,:::1O:1O:1O,,1O,,1L,4,0.12001200120012
138,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,4,0.12001200120012
139,4,0,2,2,2,1O:1O:1O:1O,,2O1S:2O1S,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,4,0.12001200120012
140,4,0,1,2,2,1O:1O:1O:2O,,1O,:::1S:1S:2S:2S:2S,1L:1L,4,0.12001200120012
141,3,0,2,1,2,1O:1O:1O,,1O1S:2O1S,,1L:1L,4,0.12001200120012
142,4,0,2,1,2,:1O:1O:1O,,1N1O1S:2O1S,,1L:1L,4,0.12001200120012
143,5,1,0,1,1,:::1O:1O,1O,,,1L,4,0.12001200120012
144,5,1,0,1,2,1O:1O:1O:1O:1O,1O,,,1L:1L,4,0.12001200120012
145,5,1,0,1,1,:1O:1O:1O:1O,,,,1L,4,0.12001200120012
146,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:1O,,1L:1L,4,0.12001200120012
147,4,1,2,1,2,:1O:1O:1O,,1O:1O,,1L:1L,4,0.12001200120012
148,5,0,2,2,2,::1O:1O:1O,,1O:2O,:::1S:1S:2S:2S:2S,1L:1L,4,0.12001200120012
149,5,0,2,1,2,:1O:1O:1O:1O,,2O:2O1S,,1L:1L,3,0.09000900090009
150,6,0,1,1,2,:1O:1O:1O:1O:2O,,3O1S,,1L:1L,3,0.09000900090009
151,5,0,3,1,2,::1O:1O:1O,,1O:1O:2O1S,,1L:1L,3,0.09000900090009
152,5,1,1,1,2,1O:1O:1O:1O:1O,1O,1O,,1L:1L,3,0.09000900090009
153,4,0,3,1,2,:1O:1O:2O,,1O:1O:1O,,1L:1L,3,0.09000900090009
154,5,0,1,1,2,1O:1O:1O:1O:2O,,1N3O2S,,1L:1L,3,0.09000900090009
155,5,1,0,1,2,1O:1O:1O:1O:2O,,,,1L:1L,3,0.09000900090009
156,4,0,2,1,2,1O:1O:1O:1O,,1O:1O1S,,1L:1L,3,0.09000900090009
157,3,1,1,1,2,1O:1O:1O,1O,3O1S,,1L:1L,3,0.09000900090009
158,6,0,0,2,2,:::1O:1O:1O,,,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,3,0.09000900090009
159,6,0,1,1,2,::1O:1O:1O:1O,,2O1S,,1L:1L,3,0.09000900090009
160,6,0,2,1,2,::1O:1O:1O:1O,,1O:1O,,1L:1L,3,0.09000900090009
161,6,0,1,2,2,::1O:1O:1O:1O,,2O,:::1S:1S:2S:2S:2S,1L:1L,3,0.09000900090009
162,5,0,1,1,2,1O:1O:1O:1O:2O,,1O1S,,1L:1L,3,0.09000900090009
163,5,0,2,1,2,:1O:1O:1O:2O,,1O:2O1S,,1L:1L,3,0.09000900090009
164,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:2O,,1L:1L,3,0.09000900090009
165,4,0,2,2,2,:1O:1O:1O,,1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
166,5,0,1,1,1,:::1O:1O,,1O,,1L,3,0.09000900090009
167,4,0,0,2,2,:1O:1O:1O,,,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,3,0.09000900090009
168,5,0,0,2,2,1O:1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,3,0.09000900090009
169,5,0,2,2,2,:1O:1O:1O:2O,,1O:1O,:::1S:1S:2S:2S:2S,1L:1L,3,0.09000900090009
170,3,0,4,1,2,1O:1O:1O,,:1O:1O:1O,,1L:1L,3,0.09000900090009
171,5,0,2,2,2,::1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
172,4,0,2,1,2,:1O:1O:1O,,1N1O1S:1O,,1L:1L,3,0.09000900090009
173,5,1,1,1,1,::1O:1O:1O,,1O,,1L,3,0.09000900090009
174,5,0,1,1,2,1O:1O:1O:2O:2O,,1O,,1L:1L,3,0.09000900090009
175,6,0,0,1,2,1O:1O:1O:1O:2O:2O,,,,1L:1L,3,0.09000900090009
176,4,0,2,1,2,:1O:1O:1O,,1N3O2S:1O,,1L:1L,3,0.09000900090009
177,4,0,2,1,2,:1O:1O:1O,,1O1S:2O1S,,1L:1L,3,0.09000900090009
178,4,0,2,2,2,:1O:1O:1O,,1O:1O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
179,5,1,1,1,2,1O:1O:1O:1O:1O,,1O1S,,1L:1L,3,0.09000900090009
180,8,0,0,1,1,::::1O:1O:1O:1O,,,,1L,3,0.09000900090009
181,4,0,2,2,2,:1O:1O:1O,,1O:1O,:::1S:1S:2S:2S:2S,1L:1L,3,0.09000900090009
182,6,0,2,1,2,:1O:1O:1O:1O:1O,,:2O,,1L:1L,3,0.09000900090009
183,6,0,0,1,1,:::1O:1O:2O,,,,1L,3,0.09000900090009
184,6,0,2,1,2,:1O:1O:1O:1O:2O,,1O:1O,,1L:1L,3,0.09000900090009
185,5,0,1,1,2,1O:1O:1O:1O:1O,,1N3O2S,,1L:1L,3,0.09000900090009
186,3,2,1,1,2,1O:1O:1O,:1O,1O,,1L:1L,3,0.09000900090009
187,4,0,2,1,2,:1O:1O:1O,,1O:1O1S,,1L:1L,3,0.09000900090009
188,2,0,3,1,2,1O:1O,,1N1O1S:1O:1O,,1L:1L,3,0.09000900090009
189,4,0,3,1,2,:1O:1O:1O,,1O:2O:3O1S,,1L:1L,3,0.09000900090009
190,6,0,2,1,1,:::1O:1O:1O,,:1O,,1L,3,0.09000900090009
191,5,1,2,1,2,:1O:1O:1O:1O,,1O:1O,,1L:1L,3,0.09000900090009
192,3,1,1,1,2,1O:1O:1O,1O,1N3O2S,,1L:1L,3,0.09000900090009
193,4,2,1,1,2,1O:1O:1O:1O,:1O,2O1S,,1L:1L,3,0.09000900090009
194,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:3O1S,,1L:1L,3,0.09000900090009
195,4,2,0,1,1,:1O:1O:1O,:1O,,,1L,3,0.09000900090009
196,7,0,1,1,2,:1O:1O:1O:1O:1O:2O,,1O,,1L:1L,3,0.09000900090009
197,6,1,0,2,2,:1O:1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,3,0.09000900090009
198,5,2,0,1,1,:1O:1O:1O:1O,:,,,1L,3,0.09000900090009
199,6,0,1,1,1,::1O:1O:1O:1O,,,,1L,3,0.09000900090009
200,5,0,2,1,2,1O:1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,3,0.09000900090009
201,6,1,1,1,2,:1O:1O:1O:1O:1O,,1O,,1L:1L,3,0.09000900090009
202,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1O1S,,1L:1L,3,0.09000900090009
203,4,1,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
204,5,0,1,2,2,1O:1O:1O:1O:1O,,1O1S,1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,3,0.09000900090009
205,4,1,1,2,2,1O:1O:1O:2O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
206,5,1,1,2,2,:1O:1O:1O:1O,,1O1S,:::1S:1S:2S:2S:2S,1L:1L,3,0.09000900090009
207,6,0,1,1,1,::1O:1O:1O:1O,,1O,,1L,3,0.09000900090009
208,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,2O,,1L:1L,3,0.09000900090009
209,4,0,1,2,2,1O:1O:1O:1O,,1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
210,5,0,1,2,2,1O:1O:1O:1O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,3,0.09000900090009
211,7,0,0,1,1,:::1O:1O:1O:2O,,,,1L,3,0.09000900090009
212,7,0,0,1,2,1O:1O:1O:1O:1O:1O:2O,,,,1L:1L,3,0.09000900090009
213,4,1,2,1,2,1O:1O:1O:2O,,1O:2O,,1L:1L,3,0.09000900090009
214,5,0,1,2,2,:1O:1O:1O:1O,,1O,::1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
215,4,1,2,1,2,:1O:1O:1O,,1O:2O1S,,1L:1L,3,0.09000900090009
216,5,2,0,1,1,::1O:1O:1O,:,,,1L,3,0.09000900090009
217,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,3,0.09000900090009
218,4,1,1,1,2,1O:1O:1O:1O,,3O1S,,1L:1L,3,0.09000900090009
219,3,0,3,1,2,1O:1O:1O,,1O:1O:2O1S,,1L:1L,3,0.09000900090009
220,5,0,0,2,2,::1O:1O:1O,,,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,3,0.09000900090009
221,5,0,1,1,2,:1O:1O:1O:1O,,1O,,1L:1L,3,0.09000900090009
222,3,0,3,1,2,1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,3,0.09000900090009
223,3,0,3,1,2,1O:1O:1O,,1O:2O:2O1S,,1L:1L,3,0.09000900090009
224,3,0,3,1,2,1O:1O:1O,,1O:2O:2O,,1L:1L,3,0.09000900090009
225,6,1,0,1,1,:1O:1O:1O:1O:1O,,,,1L,3,0.09000900090009
226,4,1,0,1,2,1O:1O:1O:2O,1O,,,1L:1L,3,0.09000900090009
227,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
228,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:2O,,1L:1L,3,0.09000900090009
229,4,0,2,1,2,1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,3,0.09000900090009
230,5,0,2,1,2,1O:1O:1O:1O:1O,,:2O,,1L:1L,3,0.09000900090009
231,4,0,1,1,2,1O:1O:1O:2O,,2O,,1L:1L,3,0.09000900090009
232,3,0,3,1,2,1O:1O:1O,,:1O:1O,,1L:1L,3,0.09000900090009
233,4,0,2,1,2,:1O:1O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
234,6,0,0,2,2,:1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
235,4,0,2,1,2,:1O:1O:1O,,1O1S:3O1S,,1L:1L,2,0.06000600060006
236,6,0,0,1,1,:1O:1O:1O:1O:1O,,,,1L,2,0.06000600060006
237,5,1,0,1,2,1O:1O:1O:2O:2O,,,,1L:1L,2,0.06000600060006
238,4,0,1,2,2,1O:1O:1O:1O,,2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
239,4,0,2,1,2,1O:1O:1O:1O,,1N2O1S:1O1S,,1L:1L,2,0.06000600060006
240,6,0,0,1,1,::1O:1O:1O:1O,,,,1L,2,0.06000600060006
241,4,0,1,2,2,1O:1O:1O:1O,,1O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
242,5,1,2,1,2,1O:1O:1O:1O:1O,,:2O1S,,1L:1L,2,0.06000600060006
243,5,1,1,2,2,:1O:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
244,4,0,2,1,2,1O:1O:1O:1O,,1N2O2S:1O,,1L:1L,2,0.06000600060006
245,5,1,0,2,2,1O:1O:1O:1O:1O,,,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
246,3,3,0,2,2,1O:1O:1O,::1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
247,6,0,0,2,2,1O:1O:1O:1O:1O:1O,,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
248,3,3,0,1,1,:1O:1O,::1O,,,1L,2,0.06000600060006
249,5,1,1,2,2,::1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
250,5,1,2,1,1,:::1O:1O,,:1O,,1L,2,0.06000600060006
251,4,0,1,2,2,1O:1O:1O:1O,,1O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
252,4,0,2,1,2,:1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
253,4,0,2,1,2,:1O:1O:1O,,1O:3O1S,,1L:1L,2,0.06000600060006
254,4,0,2,1,2,:1O:1O:1O,,1N3O2S:2O,,1L:1L,2,0.06000600060006
255,4,0,2,1,2,1O:1O:1O:1O,,1N4O2S:1O,,1L:1L,2,0.06000600060006
256,5,1,0,2,2,:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
257,5,1,2,1,2,1O:1O:1O:1O:1O,,:1O,,1L:1L,2,0.06000600060006
258,5,1,2,1,2,:1O:1O:1O:1O,,1O:1O1S,,1L:1L,2,0.06000600060006
259,6,0,0,2,1,::1O:1O:1O:1O,,,::1S:1S:1S:2S:2S:2S,1L,2,0.06000600060006
260,5,1,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
261,4,0,2,1,2,1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
262,5,2,0,1,1,::1O:1O:1O,:1O,,,1L,2,0.06000600060006
263,5,1,1,1,2,1O:1O:1O:2O:2O,,1O,,1L:1L,2,0.06000600060006
264,5,1,1,1,2,:1O:1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
265,4,0,1,1,2,1O:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
