,num_dol,num_dma,num_tfsi,num_ps,num_li,atoms_dol,atoms_dma,atoms_tfsi,atoms_ps,atoms_li,count,%
658,3,1,0,2,1,::1O,,,1S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
659,3,1,0,2,1,::1O,,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
660,3,1,0,2,1,::,,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
661,3,1,0,2,1,:1O:1O,,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
662,3,1,0,2,1,:1O:1O,,,1S:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
663,3,1,0,1,2,:1O:1O,1O,,,1L:1L,1,0.03000300030003
664,3,1,0,1,2,1O:1O:1O,1O,,,1L:1L,1,0.03000300030003
665,3,1,0,1,2,1O:1O:1O,,,,1L:1L,1,0.03000300030003
666,3,1,0,1,1,1O:1O:1O,1O,,,1L,1,0.03000300030003
667,3,0,1,1,2,:1O:1O,,1O,,1L:1L,1,0.03000300030003
668,3,0,1,1,2,1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
669,3,0,1,1,2,1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
670,3,0,1,1,1,:1O:1O,,,,1L,1,0.03000300030003
671,3,0,0,2,1,::1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
672,3,0,0,2,1,::1O,,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
673,3,0,0,1,2,:1O:1O,,,,1L:1L,1,0.03000300030003
674,2,6,0,1,2,:1O,::1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
675,2,6,0,1,1,:1O,::::1O:1O,,,1L,1,0.03000300030003
676,2,5,1,1,2,:1O,:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
677,2,5,1,1,1,:,:::1O:1O,1O,,1L,1,0.03000300030003
678,2,5,0,2,2,:,::1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
679,2,5,0,1,2,:1O,::1O:1O:1O,,,1L:1L,1,0.03000300030003
680,2,5,0,1,2,1O:1O,::1O:1O:1O,,,1L:1L,1,0.03000300030003
681,2,5,0,1,2,1O:1O,1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
682,2,5,0,1,1,:,:::1O:1O,,,1L,1,0.03000300030003
683,2,5,0,1,1,:,:1O:1O:1O:1O,,,1L,1,0.03000300030003
684,2,3,0,2,2,1O:1O,:1O:1O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
685,2,3,0,2,2,1O:1O,:1O:1O,,::1S:1S:1S:1S:1S:1S,1L:1L,1,0.03000300030003
686,2,3,0,2,2,1O:1O,:1O:1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
687,2,2,0,2,2,1O:1O,:1O,,1S:1S:1S:1S:1S:1S:1S:1S,1L:1L,1,0.03000300030003
688,2,2,0,2,2,1O:1O,1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
689,2,2,0,2,2,1O:1O,1O:1O,,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
690,2,2,0,2,1,:1O,:1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
691,2,2,0,2,1,:1O,:1O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
692,2,2,0,2,1,:1O,:,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
693,2,2,0,2,1,:,:1O,,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
694,2,2,0,2,1,:,:1O,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
695,2,2,0,2,1,:,:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
696,2,2,0,2,1,:,:,,1S:1S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
697,2,2,0,2,1,:,:,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
698,2,2,0,2,1,:,:,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
699,2,2,0,2,1,1O:1O,:,,::::1S:1S:1S:1S,1L,1,0.03000300030003
700,2,2,0,1,2,:1O,:1O,,,1L:1L,1,0.03000300030003
701,2,2,0,1,2,:,1O:1O,,,1L:1L,1,0.03000300030003
702,2,2,0,1,1,:1O,:1N,,,1L,1,0.03000300030003
703,2,2,0,1,1,:,:,,,1L,1,0.03000300030003
704,2,2,0,1,1,1O:1O,:1N,,,1L,1,0.03000300030003
705,2,2,0,1,1,1O:1O,1O:1O,,,1L,1,0.03000300030003
706,2,1,1,1,2,:1O,1O,1O,,1L:1L,1,0.03000300030003
707,2,1,1,1,2,:1O,,1O,,1L:1L,1,0.03000300030003
708,2,1,1,1,1,:1O,,,,1L,1,0.03000300030003
709,2,1,1,1,1,:,1O,,,1L,1,0.03000300030003
710,2,1,1,1,1,1O:1O,1O,1O,,1L,1,0.03000300030003
711,2,1,1,1,1,1O:1O,,1O,,1L,1,0.03000300030003
712,2,1,0,2,2,1O:1O,1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
713,2,1,0,2,1,:1O,,,::::1S:1S:1S:1S,1L,1,0.03000300030003
714,2,1,0,2,1,:1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
715,2,1,0,2,1,1O:1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
716,2,1,0,1,1,1O:1O,1O,,,1L,1,0.03000300030003
717,2,2,0,2,2,1O:1O,1O:1O,,::::1S:1S:1S:1S,1L:1L,1,0.03000300030003
718,2,2,0,2,2,1O:1O,:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
719,2,3,0,2,2,1O:1O,1O:1O:1O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
720,2,2,0,2,2,1O:1O,:1O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
721,2,3,0,2,1,:1O,::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
722,2,3,0,2,1,:1O,::,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
723,2,3,0,2,1,:,::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
724,2,3,0,2,1,:,::1O,,:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
725,2,3,0,2,1,1O:1O,::,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
726,2,3,0,2,1,1O:1O,::,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
727,2,3,0,1,1,:,::,,,1L,1,0.03000300030003
728,2,3,0,1,1,:,1N:1O:1O,,,1L,1,0.03000300030003
729,2,3,0,1,1,:,1N1O:1O:1O,,,1L,1,0.03000300030003
730,2,3,0,1,1,1O:1O,:1O:1O,,,1L,1,0.03000300030003
731,2,3,0,1,1,1O:1O,:1N:1O,,,1L,1,0.03000300030003
732,2,3,0,1,1,1O:1O,1N:1O:1O,,,1L,1,0.03000300030003
733,2,2,2,1,2,:1O,1O:1O,1O:1O,,1L:1L,1,0.03000300030003
734,2,2,2,1,2,1O:1O,1O:1O,1O:1O,,1L:1L,1,0.03000300030003
735,2,2,1,1,2,:1O,1O:1O,2O,,1L:1L,1,0.03000300030003
736,2,2,1,1,2,:,1O:1O,1O,,1L:1L,1,0.03000300030003
737,2,2,1,1,2,1O:2O,1O:1O,,,1L:1L,1,0.03000300030003
738,2,2,1,1,2,1O:1O,:1O,1O,,1L:1L,1,0.03000300030003
739,2,2,1,1,2,1O:1O,1O:1O,2O1S,,1L:1L,1,0.03000300030003
740,2,2,1,1,2,1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
741,2,2,1,1,1,:1O,:1O,2O,,1L,1,0.03000300030003
742,2,2,1,1,1,:1O,:,,,1L,1,0.03000300030003
743,2,2,1,1,1,:1O,1N:1O,,,1L,1,0.03000300030003
744,2,2,1,1,1,:,:1O,,,1L,1,0.03000300030003
745,2,2,1,1,1,:,:,1O,,1L,1,0.03000300030003
746,2,2,1,1,1,1O:1O,:1O,,,1L,1,0.03000300030003
747,2,2,1,1,1,1O:1O,:,,,1L,1,0.03000300030003
748,2,2,0,3,2,:1O,:1O,,:::::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
749,2,2,0,2,2,1O:1O,:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
750,6,2,0,1,1,:::::1O,:1O,,,1L,1,0.03000300030003
