,num_dol,num_ttfp,num_tfsi,num_ps,num_li,atoms_dol,atoms_ttfp,atoms_tfsi,atoms_ps,atoms_li,count,%
563,1,2,2,1,2,,1O:1O,2O1S:2O1S,,1L:1L,1,0.03000300030003
564,4,1,1,1,2,1O:1O:1O:1O,2O,3O1S,,1L:1L,1,0.03000300030003
565,1,2,2,1,2,,1O:2O,1N3O2S:3O1S,,1L:1L,1,0.03000300030003
566,4,1,1,1,2,1O:1O:1O:2O,3O,1O1S,,1L:1L,1,0.03000300030003
567,4,1,1,1,2,1O:1O:1O:1O,3O,2O1S,,1L:1L,1,0.03000300030003
568,4,1,1,1,2,1O:1O:1O:2O,2O,,,1L:1L,1,0.03000300030003
569,1,2,1,2,2,1O,2O:3O,2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
570,4,1,1,1,2,:1O:1O:1O,3O,2O,,1L:1L,1,0.03000300030003
571,4,1,1,1,2,:1O:1O:1O,3O,1O1S,,1L:1L,1,0.03000300030003
572,1,2,1,2,2,1O,:2O,1O,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
573,4,1,1,1,2,:1O:1O:1O,3O,1N2O2S,,1L:1L,1,0.03000300030003
574,4,1,1,1,2,:1O:1O:1O,3O,1N1O1S,,1L:1L,1,0.03000300030003
575,4,1,1,1,2,:1O:1O:1O,3O,,,1L:1L,1,0.03000300030003
576,1,2,1,2,2,1O,:3O,1N2O1S,1S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
577,1,2,1,2,2,2O,3O:3O,1O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
578,4,1,1,1,2,:1O:1O:1O,2O,1O1S,,1L:1L,1,0.03000300030003
579,1,2,1,2,3,1O,:2O,2O,:::1S:1S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
580,1,2,2,1,1,,1O:3O,:1O1S,,1L,1,0.03000300030003
581,4,1,1,1,2,1O:1O:1O:2O,3O,,,1L:1L,1,0.03000300030003
582,4,1,1,1,2,1O:1O:1O:2O,2O,2O1S,,1L:1L,1,0.03000300030003
583,4,1,1,1,2,1O:1O:1O:2O,2O,2O,,1L:1L,1,0.03000300030003
584,4,1,1,1,2,1O:1O:1O:2O,2O,1O1S,,1L:1L,1,0.03000300030003
585,1,2,2,1,1,,1O:3O,:2O,,1L,1,0.03000300030003
586,4,1,1,1,2,1O:1O:1O:1O,2O,1N3O2S,,1L:1L,1,0.03000300030003
587,2,2,0,3,2,1O:2O,:1O,,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
588,4,1,1,1,2,1O:1O:1O:1O,1O,2O,,1L:1L,1,0.03000300030003
589,1,2,2,1,2,1O,1O:3O,1O1S:2O1S,,1L:1L,1,0.03000300030003
590,4,1,1,1,1,:1O:1O:1O,1O,,,1L,1,0.03000300030003
591,4,1,1,1,1,:1O:1O:1O,,1O1S,,1L,1,0.03000300030003
592,1,2,2,1,2,,3O:3O,1O:1O,,1L:1L,1,0.03000300030003
593,1,2,2,1,2,,3O:3O,1O:2O,,1L:1L,1,0.03000300030003
594,4,1,1,1,1,1O:1O:1O:2O,,1O,,1L,1,0.03000300030003
595,4,1,1,1,1,1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
596,4,1,0,3,2,:1O:1O:2O,,,::::1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
597,1,2,2,1,2,1O,1O:2O,2O:2O1S,,1L:1L,1,0.03000300030003
598,1,2,2,1,2,1O,1O:3O,1O:1O1S,,1L:1L,1,0.03000300030003
599,4,1,1,1,2,1O:1O:1O:1O,1O,1O,,1L:1L,1,0.03000300030003
600,1,2,2,1,2,1O,1O:3O,1O:2O1S,,1L:1L,1,0.03000300030003
601,4,1,0,2,2,:1O:1O:1O,3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
602,4,1,0,2,2,:1O:1O:1O,3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
603,1,2,2,1,2,1O,1O:3O,:2O1S,,1L:1L,1,0.03000300030003
604,1,2,2,1,2,1O,2O:2O,1N1O1S:1O,,1L:1L,1,0.03000300030003
605,4,1,0,2,2,:1O:1O:1O,2O,,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
606,4,1,0,2,2,:1O:1O:1O,2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
607,4,1,0,2,2,1O:1O:1O:2O,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
608,1,2,2,1,2,,2O:3O,:2O,,1L:1L,1,0.03000300030003
609,4,1,1,1,1,:1O:1O:1O,2O,1O,,1L,1,0.03000300030003
610,4,1,1,1,1,:1O:1O:2O,,1O,,1L,1,0.03000300030003
611,4,1,1,1,1,::1O:1O,,,,1L,1,0.03000300030003
612,4,1,1,1,2,1O:1O:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
613,4,1,1,1,2,1O:1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
614,4,1,1,1,2,1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
615,4,1,1,1,1,:::1O,3O,,,1L,1,0.03000300030003
616,4,1,1,1,1,:::1O,2O,2O1S,,1L,1,0.03000300030003
617,1,2,2,1,2,,2O:2O,1N3O2S:3O1S,,1L:1L,1,0.03000300030003
618,1,2,2,1,2,,2O:2O,1O:2O,,1L:1L,1,0.03000300030003
619,4,1,1,1,1,:::1O,1O,1O,,1L,1,0.03000300030003
620,4,1,1,1,1,:::,3O,2O1S,,1L,1,0.03000300030003
621,4,1,1,1,1,:::,3O,1O,,1L,1,0.03000300030003
622,4,1,1,1,1,::1O:2O,2O,,,1L,1,0.03000300030003
623,4,1,1,1,2,:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
624,1,2,2,1,2,,2O:3O,1O:1O,,1L:1L,1,0.03000300030003
625,1,2,2,1,2,,2O:3O,1O:2O1S,,1L:1L,1,0.03000300030003
626,4,1,1,1,1,::1O:1O,,1O1S,,1L,1,0.03000300030003
627,1,2,2,1,2,,2O:3O,2O:2O1S,,1L:1L,1,0.03000300030003
628,4,1,1,1,1,::1O:1O,,1N1O1S,,1L,1,0.03000300030003
629,4,1,1,1,2,:1O:1O:1O,3O,3O1S,,1L:1L,1,0.03000300030003
630,1,2,1,2,2,,3O:3O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
631,4,1,1,1,2,:1O:1O:2O,2O,1O,,1L:1L,1,0.03000300030003
632,4,1,2,1,2,1O:1O:1O:1O,,1O:1O1S,,1L:1L,1,0.03000300030003
633,4,1,2,1,2,1O:1O:1O:1O,3O,:1O,,1L:1L,1,0.03000300030003
634,1,2,1,1,2,2O,2O:2O,1O,,1L:1L,1,0.03000300030003
635,4,1,2,1,2,1O:1O:1O:1O,2O,1O:1O,,1L:1L,1,0.03000300030003
636,4,1,2,1,2,1O:1O:1O:1O,1O,1O:2O,,1L:1L,1,0.03000300030003
637,4,1,2,1,2,1O:1O:1O:1O,1O,1O:1O,,1L:1L,1,0.03000300030003
638,4,1,2,1,2,1O:1O:1O:1O,,:2O2S,,1L:1L,1,0.03000300030003
639,1,2,1,1,2,2O,2O:2O,2O,,1L:1L,1,0.03000300030003
640,1,2,1,1,2,2O,2O:2O,2O1S,,1L:1L,1,0.03000300030003
641,1,2,1,1,2,2O,2O:2O,3O2S,,1L:1L,1,0.03000300030003
642,1,2,1,2,2,,2O:2O,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
643,1,2,1,1,2,1O,3O:3O,2O,,1L:1L,1,0.03000300030003
644,4,1,2,1,2,1O:1O:1O:1O,,1N2O:1O,,1L:1L,1,0.03000300030003
645,4,1,2,1,2,1O:1O:1O:1O,,1N1O:2O1S,,1L:1L,1,0.03000300030003
646,4,1,2,1,1,:::1O,2O,:2O1S,,1L,1,0.03000300030003
647,4,1,2,1,1,::1O:1O,,:1O,,1L,1,0.03000300030003
648,4,1,2,1,1,:1O:1O:2O,,:,,1L,1,0.03000300030003
649,4,1,2,1,1,:1O:1O:1O,,1O:1O,,1L,1,0.03000300030003
650,1,2,1,2,2,,2O:3O,1O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
651,4,1,1,3,2,:1O:1O:1O,,,::::1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
652,4,1,1,3,2,1O:1O:1O:1O,,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
653,1,2,1,1,2,1O,3O:3O,2O1S,,1L:1L,1,0.03000300030003
654,4,1,2,1,2,1O:1O:1O:2O,,2O:2O1S,,1L:1L,1,0.03000300030003
655,4,1,1,1,2,:1O:1O:2O,2O,2O,,1L:1L,1,0.03000300030003
656,4,1,2,1,2,:1O:1O:1O,3O,1O:1O,,1L:1L,1,0.03000300030003
657,4,1,2,3,2,:1O:1O:1O,,:,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
658,4,1,2,2,2,::1O:1O,,1O:1O1S,1S:2S:3S:3S:4S:4S:4S:5S,1L:1L,1,0.03000300030003
659,4,1,2,2,2,::1O:1O,,1O:1O1S,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
660,4,1,2,2,2,:1O:1O:1O,3O,:,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
661,4,1,2,1,2,::1O:1O,3O,1O:1O1S,,1L:1L,1,0.03000300030003
662,4,1,2,1,2,::1O:1O,2O,1O:1O,,1L:1L,1,0.03000300030003
663,4,1,2,1,2,:1O:1O:2O,2O,1O:1O,,1L:1L,1,0.03000300030003
664,4,1,2,1,2,:1O:1O:2O,,2O:2O,,1L:1L,1,0.03000300030003
665,4,1,2,1,2,:1O:1O:1O,3O,1O:2O1S,,1L:1L,1,0.03000300030003
666,4,1,2,1,2,:1O:1O:1O,2O,:2O2S,,1L:1L,1,0.03000300030003
667,4,1,2,1,2,1O:1O:1O:2O,2O,1O:2O,,1L:1L,1,0.03000300030003
668,4,1,2,1,2,:1O:1O:1O,2O,:2O1S,,1L:1L,1,0.03000300030003
669,4,1,2,1,2,:1O:1O:1O,2O,:1O,,1L:1L,1,0.03000300030003
670,4,1,2,1,2,:1O:1O:1O,2O,:1N3O2S,,1L:1L,1,0.03000300030003
671,4,1,2,1,2,:1O:1O:1O,2O,1O:2O1S,,1L:1L,1,0.03000300030003
672,1,2,1,1,2,1O,2O:3O,1N2O2S,,1L:1L,1,0.03000300030003
673,4,1,2,1,2,:1O:1O:1O,1O,1O:2O,,1L:1L,1,0.03000300030003
674,1,2,1,1,2,1O,2O:3O,2O1S,,1L:1L,1,0.03000300030003
675,1,2,1,1,2,1O,2O:3O,3O2S,,1L:1L,1,0.03000300030003
676,4,1,2,1,2,:1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
677,4,1,1,2,2,::1O:2O,3O,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
678,4,1,1,2,2,::1O:2O,3O,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
679,4,1,1,2,2,::1O:1O,3O,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
680,4,1,1,2,2,1O:1O:1O:2O,2O,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
681,4,1,1,2,2,:1O:1O:1O,2O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
682,4,1,1,2,2,:1O:1O:1O,2O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
683,4,1,1,2,2,:1O:1O:1O,2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
684,4,1,1,2,2,:1O:1O:1O,2O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
685,4,1,1,2,2,:1O:1O:1O,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
686,4,1,1,2,2,:1O:1O:1O,1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
687,4,1,1,2,2,:1O:1O:1O,,3O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
688,1,2,2,1,2,1O,2O:2O,1N2O2S:1O1S,,1L:1L,1,0.03000300030003
689,1,2,1,2,2,,3O:3O,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
690,4,1,1,2,2,1O:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
691,4,1,1,2,2,::1O:1O,3O,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
692,4,1,1,2,2,1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
693,4,1,1,2,2,1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
694,4,1,1,1,2,::1O:1O,3O,1O,,1L:1L,1,0.03000300030003
695,4,1,1,1,2,::1O:1O,2O,2O,,1L:1L,1,0.03000300030003
696,4,1,1,1,2,::1O:1O,,2O1S,,1L:1L,1,0.03000300030003
697,4,1,1,1,2,::1O:1O,,2O,,1L:1L,1,0.03000300030003
698,1,2,1,2,2,1O,1O:2O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
699,1,2,1,2,2,1O,2O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
700,1,2,1,2,2,1O,2O:2O,1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
701,4,1,1,2,2,:1O:1O:1O,2O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
702,4,1,1,2,2,:1O:1O:1O,2O,1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
703,4,1,1,2,2,:1O:1O:1O,2O,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
704,4,1,1,2,2,:1O:1O:1O,2O,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
705,4,1,1,2,2,::1O:1O,3O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
706,4,1,1,2,2,::1O:1O,3O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
707,1,2,1,2,2,,2O:3O,2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
708,4,1,1,2,2,::1O:1O,2O,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
709,4,1,1,2,2,::1O:1O,2O,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
710,4,1,1,2,2,::1O:1O,2O,1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
711,4,1,1,2,2,::1O:1O,2O,1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
712,4,1,1,2,2,::1O:1O,2O,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
713,1,2,1,2,2,,2O:3O,2O1S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
714,4,1,1,2,2,::1O:1O,1O,2O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
715,4,1,1,2,2,::1O:1O,1O,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
716,4,1,1,2,2,::1O:1O,,2O,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
717,4,1,1,2,2,::1O:1O,,1O,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
718,4,1,1,2,2,::1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
719,4,1,1,2,2,:1O:1O:2O,2O,1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
720,4,1,1,2,2,:1O:1O:1O,3O,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
721,4,1,1,2,2,:1O:1O:1O,3O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
722,4,1,1,2,2,:1O:1O:1O,2O,3O1S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
723,4,1,1,2,2,:1O:1O:1O,2O,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
724,4,1,0,2,2,1O:1O:1O:1O,2O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
725,4,1,0,2,1,:1O:1O:1O,1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
726,4,1,0,2,2,1O:1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
727,3,3,1,1,1,::2O,::2O,1O,,1L,1,0.03000300030003
728,1,2,3,1,2,1O,1O:2O,::1N2O2S,,1L:1L,1,0.03000300030003
729,1,2,3,1,2,1O,1O:3O,:1O:1O,,1L:1L,1,0.03000300030003
730,3,3,1,1,1,::1O,::1O,1O,,1L,1,0.03000300030003
731,3,3,1,1,1,:1O:1O,::3O,1O,,1L,1,0.03000300030003
732,3,3,1,1,1,:1O:1O,::3O,,,1L,1,0.03000300030003
733,1,2,3,1,2,1O,2O:2O,:1O:1O1S,,1L:1L,1,0.03000300030003
734,3,3,1,1,1,:1O:1O,::2O,1N,,1L,1,0.03000300030003
735,3,3,1,1,0,::1O,::,1O,,,1,0.03000300030003
736,3,3,0,2,2,:1O:1O,:1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
737,3,3,0,2,2,:1O:1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
738,3,3,0,2,2,1O:2O:2O,::3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
739,1,2,3,1,2,1O,:3O,1O:1O:1O1S,,1L:1L,1,0.03000300030003
740,3,3,0,2,2,1O:1O:1O,::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
741,3,3,0,2,2,1O:1O:1O,::2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
742,3,3,0,2,2,1O:1O:1O,:2O:3O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
743,3,3,0,2,1,::1O,::2O,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
744,3,3,0,2,1,::1O,::,,2S:2S:2S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
745,3,3,0,2,1,::1O,:1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
746,3,3,0,2,1,:1O:2O,::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
747,3,3,1,1,1,::2O,::2O,,,1L,1,0.03000300030003
748,3,3,1,1,2,1O:1O:1O,::2O,1O1S,,1L:1L,1,0.03000300030003
749,3,3,0,2,1,:1O:1O,::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
750,3,3,2,1,2,::1O,::2O,1O:1O,,1L:1L,1,0.03000300030003
751,4,0,1,1,2,:1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
752,1,2,3,1,2,,2O:3O,::1N2O2S,,1L:1L,1,0.03000300030003
753,4,0,1,1,2,1O:1O:1O:2O,,1N3O2S,,1L:1L,1,0.03000300030003
754,4,0,1,1,2,1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
755,4,0,1,1,1,::1O:1O,,3O1S,,1L,1,0.03000300030003
756,4,0,1,1,1,::1O:1O,,2O1S,,1L,1,0.03000300030003
757,4,0,1,1,1,::1O:1O,,1O1S,,1L,1,0.03000300030003
758,4,0,0,3,2,:1O:1O:1O,,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
759,4,0,0,3,2,:1O:1O:1O,,,:::1S:1S:1S:1S:1S:2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
760,4,0,0,3,2,1O:1O:1O:1O,,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
761,4,0,0,2,1,::1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
762,3,4,0,2,1,:1O:1O,:::,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
763,3,4,0,1,1,::1O,:::3O,,,1L,1,0.03000300030003
764,3,4,0,1,1,::1O,:::2O,,,1L,1,0.03000300030003
765,3,4,0,1,1,::,::1O:2O,,,1L,1,0.03000300030003
766,3,4,0,1,1,:1O:2O,:::2O,,,1L,1,0.03000300030003
767,3,4,0,1,1,:1O:1O,:::2O,,,1L,1,0.03000300030003
768,3,4,0,1,1,:1O:1O,:::,,,1L,1,0.03000300030003
769,3,4,0,1,1,:1O:1O,::1O:2O,,,1L,1,0.03000300030003
770,1,3,0,1,1,,:2O:3O,,,1L,1,0.03000300030003
771,3,3,0,2,1,:1O:1O,::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
772,4,1,0,2,2,1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
773,3,3,0,1,1,:1O:1O,:1O:1O,,,1L,1,0.03000300030003
774,1,3,0,2,2,1O,:2O:2O,,2S:2S:2S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
775,3,3,0,1,0,::1O,::,,,,1,0.03000300030003
776,3,2,3,1,2,:1O:1O,:2O,:1O:1O,,1L:1L,1,0.03000300030003
777,3,2,2,2,2,:1O:1O,:,1O:1O,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
778,3,2,2,2,2,:1O:1O,:,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
779,3,2,2,1,2,::1O,1O:2O,1O:2O1S,,1L:1L,1,0.03000300030003
780,3,2,2,1,2,:1O:2O,2O:2O,1O:2O1S,,1L:1L,1,0.03000300030003
781,3,2,2,1,2,:1O:2O,1O:2O,:1O,,1L:1L,1,0.03000300030003
782,3,2,2,1,2,:1O:1O,:3O,1O:2O1S,,1L:1L,1,0.03000300030003
783,3,2,2,1,2,:1O:1O,:2O,1O:1O,,1L:1L,1,0.03000300030003
784,3,2,2,1,2,:1O:1O,2O:3O,:1O,,1L:1L,1,0.03000300030003
785,3,2,2,1,2,:1O:1O,2O:2O,:1O,,1L:1L,1,0.03000300030003
786,3,2,2,1,2,1O:1O:2O,:2O,:1O,,1L:1L,1,0.03000300030003
787,3,2,2,1,2,1O:1O:2O,:2O,1O:1O,,1L:1L,1,0.03000300030003
788,3,2,2,1,2,1O:1O:1O,:3O,:1O,,1L:1L,1,0.03000300030003
789,1,3,0,2,2,1O,:2O:2O,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
790,1,3,0,2,2,1O,:2O:3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
791,3,2,2,1,1,::1O,:3O,1O:2O1S,,1L,1,0.03000300030003
792,3,2,2,1,1,::1O,:2O,:1N3O2S,,1L,1,0.03000300030003
793,3,3,0,1,1,1O:1O:1O,::3O,,,1L,1,0.03000300030003
794,3,3,0,1,1,:1O:1O,:1O:2O,,,1L,1,0.03000300030003
795,3,3,0,2,1,:1O:1O,::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
796,1,3,0,2,2,,:2O:3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
797,1,3,0,1,1,1O,1O:1O:3O,,,1L,1,0.03000300030003
798,1,3,0,1,1,1O,::3O,,,1L,1,0.03000300030003
799,3,3,0,2,1,:1O:1O,::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
800,3,3,0,2,1,1O:1O:1O,::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
801,1,3,0,1,1,2O,:1O:2O,,,1L,1,0.03000300030003
802,1,3,0,1,1,2O,:2O:2O,,,1L,1,0.03000300030003
803,3,3,0,1,2,:1O:1O,:1O:2O,,,1L:1L,1,0.03000300030003
804,3,3,0,1,2,1O:1O:1O,:2O:2O,,,1L:1L,1,0.03000300030003
805,1,3,0,1,1,2O,::2O,,,1L,1,0.03000300030003
806,3,3,0,1,1,::2O,::2O,,,1L,1,0.03000300030003
807,1,3,0,1,2,1O,:2O:2O,,,1L:1L,1,0.03000300030003
808,1,3,0,2,1,,1O:1O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
809,3,3,0,1,1,::1O,:1O:3O,,,1L,1,0.03000300030003
810,1,3,0,2,1,1O,::1O,,2S:2S:3S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
811,3,3,0,1,1,::1O,1O:1O:2O,,,1L,1,0.03000300030003
812,3,3,0,1,1,::,::2O,,,1L,1,0.03000300030003
813,3,3,0,1,1,:1O:2O,::3O,,,1L,1,0.03000300030003
814,3,3,0,1,1,:1O:2O,::2O,,,1L,1,0.03000300030003
815,3,3,0,1,1,:1O:2O,:1O:2O,,,1L,1,0.03000300030003
816,4,0,1,2,2,1O:1O:1O:1O,,2O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
817,4,0,1,2,2,1O:1O:1O:1O,,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
818,4,0,1,2,2,1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
819,1,2,2,1,2,1O,2O:3O,2O1S:2O1S,,1L:1L,1,0.03000300030003
820,1,2,2,1,2,1O,2O:3O,2O:2O1S,,1L:1L,1,0.03000300030003
821,1,2,2,1,2,1O,2O:3O,:2O,,1L:1L,1,0.03000300030003
822,4,1,0,1,1,:::,2O,,,1L,1,0.03000300030003
823,4,1,0,1,1,::1O:2O,3O,,,1L,1,0.03000300030003
824,1,2,2,1,2,1O,2O:3O,:2O1S,,1L:1L,1,0.03000300030003
825,1,2,2,1,2,1O,3O:3O,1N1O1S:1O,,1L:1L,1,0.03000300030003
826,1,2,2,1,2,1O,3O:3O,1O:2O,,1L:1L,1,0.03000300030003
827,4,1,0,1,1,:1O:1O:2O,3O,,,1L,1,0.03000300030003
828,4,1,0,1,1,:1O:1O:2O,2O,,,1L,1,0.03000300030003
829,4,1,0,1,1,:1O:1O:2O,,,,1L,1,0.03000300030003
830,4,1,0,1,1,:1O:1O:1O,3O,,,1L,1,0.03000300030003
831,1,2,2,1,2,1O,3O:3O,1O:2O1S,,1L:1L,1,0.03000300030003
832,1,2,2,1,2,1O,:2O,1O1S:2O,,1L:1L,1,0.03000300030003
833,4,1,0,1,1,1O:1O:1O:1O,,,,1L,1,0.03000300030003
