,num_dol,num_toluene,num_tfsi,num_ps,num_li,atoms_dol,atoms_toluene,atoms_tfsi,atoms_ps,atoms_li,count,%
1995,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1996,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1997,5,0,1,2,2,:1O:1O:1O:1O,,1N2O2S,3S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1998,5,0,1,2,2,:1O:1O:1O:1O,,1N2O2S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1999,5,0,1,2,2,:1O:1O:1O:1O,,1N2O1S,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
2000,5,0,1,2,2,:1O:1O:1O:1O,,1N2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2001,5,0,1,2,2,:1O:1O:1O:1O,,1N2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2002,5,0,1,2,2,:1O:1O:1O:1O,,1N1O1S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
2003,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2004,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
2005,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2006,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2007,5,0,1,2,2,::1O:1O:1O,,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2008,5,0,1,2,2,::1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2009,5,0,1,2,2,::1O:1O:1O,,1O1S,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
2010,5,0,1,2,2,::1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2011,5,0,1,2,2,::1O:1O:1O,,1N3O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2012,5,0,1,2,2,::1O:1O:1O,,1N2O2S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
2013,5,0,1,2,2,:1O:1O:2O:2O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
2014,5,0,1,2,2,:1O:1O:1O:2O,,2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2015,5,0,1,2,2,:1O:1O:1O:2O,,2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2016,5,0,1,2,2,:1O:1O:1O:2O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2017,5,0,1,2,2,:1O:1O:1O:2O,,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
2018,5,0,1,2,2,:1O:1O:1O:2O,,2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
2019,5,0,1,2,2,:1O:1O:1O:2O,,1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
2020,5,0,1,2,2,:1O:1O:1O:2O,,1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2021,5,0,1,2,2,:1O:1O:1O:2O,,1O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2022,5,0,1,2,2,:1O:1O:1O:2O,,1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2023,5,0,1,2,2,:1O:1O:1O:2O,,1O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
2024,5,0,1,2,2,:1O:1O:1O:2O,,1O,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2025,5,0,1,2,2,:1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2026,5,0,1,2,2,:1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2027,5,0,1,2,2,:1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2028,5,0,1,2,2,:1O:1O:1O:2O,,1N3O2S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2029,5,0,1,2,2,:1O:1O:1O:2O,,1N1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
2030,5,0,1,2,2,:1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2031,5,0,1,2,2,:1O:1O:1O:1O,,3O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2032,5,0,1,2,2,:1O:1O:1O:1O,,3O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2033,5,0,1,2,2,:1O:1O:1O:1O,,2O2S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
2034,5,0,1,2,2,:1O:1O:1O:1O,,2O2S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2035,5,0,1,2,2,:1O:1O:1O:1O,,2O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2036,5,0,1,2,2,:1O:1O:1O:1O,,1N1O1S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2037,5,0,1,2,2,:1O:1O:1O:1O,,1N1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2038,5,0,1,1,2,:1O:1O:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
2039,5,0,1,2,1,:::1O:2O,,2O,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
2040,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,2S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2041,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2042,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,1S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
2043,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,1S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2044,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2045,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2046,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
2047,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
2048,5,0,1,2,2,1O:1O:1O:1O:1O,,1N3O1S,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
2049,5,0,1,2,2,1O:1O:1O:1O:1O,,1N3O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2050,5,0,1,2,2,1O:1O:1O:1O:1O,,1N2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2051,5,0,1,2,2,1O:1O:1O:1O:1O,,,2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2052,5,0,1,2,2,1O:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2053,5,0,1,2,2,1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2054,5,0,1,2,1,:::1O:1O,,1N2O2S,1S:1S:1S:1S:2S:2S:3S:3S,1L,1,0.03000300030003
2055,5,0,1,2,2,:1O:1O:1O:1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
2056,5,0,1,2,1,:::1O:1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
2057,5,0,1,2,1,::1O:1O:2O,,2O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
2058,5,0,1,2,1,::1O:1O:1O,,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
2059,5,0,1,1,2,::1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
2060,5,0,1,1,2,::1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
2061,5,0,1,1,2,::1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
2062,5,0,1,1,2,:1O:1O:1O:2O,,2O1S,,1L:1L,1,0.03000300030003
2063,5,0,1,1,2,:1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
2064,5,0,1,1,2,:1O:1O:1O:2O,,1O1S,,1L:1L,1,0.03000300030003
2065,5,0,1,1,2,:1O:1O:1O:2O,,1N4O2S,,1L:1L,1,0.03000300030003
2066,5,0,1,1,2,:1O:1O:1O:2O,,1N3O2S,,1L:1L,1,0.03000300030003
2067,5,0,1,1,2,:1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
2068,5,0,1,1,2,:1O:1O:1O:1O,,4O2S,,1L:1L,1,0.03000300030003
2069,5,0,1,1,2,:1O:1O:1O:1O,,3O2S,,1L:1L,1,0.03000300030003
2070,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
2071,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2072,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
2073,5,0,1,2,2,1O:1O:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2074,5,0,1,2,2,1O:1O:2O:2O:2O,,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2075,5,0,1,2,2,1O:1O:1O:2O:2O,,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2076,5,0,1,2,2,1O:1O:1O:2O:2O,,2O1S,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
2077,5,0,1,2,2,1O:1O:1O:2O:2O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2078,5,0,1,2,2,1O:1O:1O:2O:2O,,1O,1S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2079,5,0,1,2,2,1O:1O:1O:2O:2O,,1O,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2080,5,0,1,2,2,1O:1O:1O:2O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2081,5,0,1,2,2,1O:1O:1O:1O:2O,,3O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2082,5,0,1,2,2,1O:1O:1O:1O:2O,,3O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2083,5,0,1,2,2,1O:1O:1O:1O:2O,,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2084,5,0,1,2,2,1O:1O:1O:1O:2O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2085,5,0,1,2,2,1O:1O:1O:1O:2O,,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2086,5,0,1,2,2,1O:1O:1O:1O:2O,,1O,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2087,5,0,1,2,2,1O:1O:1O:1O:2O,,1O,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2088,5,0,1,2,2,1O:1O:1O:1O:2O,,1O,1S:1S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2089,5,0,1,2,2,1O:1O:1O:1O:2O,,1O,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2090,5,0,1,2,2,1O:1O:1O:1O:2O,,1O,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2091,5,0,1,2,2,1O:1O:1O:1O:2O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2092,5,0,1,2,2,1O:1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2093,5,0,1,2,2,1O:1O:1O:1O:1O,,3O1S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
2094,5,0,1,2,2,1O:1O:1O:1O:1O,,2O1S,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
2095,2,0,2,3,2,1O:1O,,1O:2O,2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2096,5,0,1,2,2,1O:1O:1O:1O:1O,,2O1S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2097,5,0,1,2,2,1O:1O:1O:1O:1O,,2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2098,5,0,1,2,2,1O:1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
2099,5,0,1,2,2,1O:1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2100,5,0,1,2,2,1O:1O:1O:1O:1O,,2O,:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2101,5,0,1,2,2,1O:1O:1O:1O:1O,,2O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
2102,5,0,1,2,2,1O:1O:1O:1O:1O,,2O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
2103,4,2,1,1,1,:1O:1O:1O,:,1O,,1L,1,0.03000300030003
2104,4,2,1,1,1,1O:1O:1O:1O,:,1O,,1L,1,0.03000300030003
2105,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:2O,,1L:1L,1,0.03000300030003
2106,4,1,1,2,2,1O:1O:1O:1O,,1N3O2S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
2107,4,1,1,2,2,1O:1O:1O:1O,,2O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2108,4,1,1,2,2,1O:1O:1O:1O,,2O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2109,4,1,1,2,2,1O:1O:1O:1O,,2O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2110,4,1,1,2,2,1O:1O:1O:1O,,1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2111,4,1,1,2,2,1O:1O:1O:1O,,1O1S,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
2112,4,1,1,2,2,1O:1O:1O:1O,,1O1S,3S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2113,4,1,1,2,2,1O:1O:1O:1O,,1O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2114,4,1,1,2,2,1O:1O:1O:1O,,1O1S,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
2115,4,1,1,2,2,1O:1O:1O:1O,,1O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2116,4,1,1,2,2,1O:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
2117,4,1,1,2,2,1O:1O:1O:1O,,1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2118,4,1,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
2119,4,1,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2120,4,1,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2121,4,1,1,2,2,1O:1O:1O:1O,,1N3O2S,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
2122,4,1,1,2,2,1O:1O:1O:1O,,2O1S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2123,4,1,1,2,2,1O:1O:1O:1O,,1N3O2S,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
2124,4,1,1,2,2,1O:1O:1O:1O,,1N3O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2125,4,1,1,2,2,1O:1O:1O:1O,,1N2O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2126,4,1,1,2,2,1O:1O:1O:1O,,1N2O2S,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2127,4,1,1,2,2,1O:1O:1O:1O,,1N1O1S,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
2128,4,1,1,2,1,:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
2129,4,1,1,1,3,:1O:1O:1O,,3O2S,,1L:1L:1L,1,0.03000300030003
2130,4,1,1,1,3,1O:1O:1O:1O,,1N3O2S,,1L:1L:1L,1,0.03000300030003
2131,4,1,1,1,2,:1O:1O:2O,,1N4O2S,,1L:1L,1,0.03000300030003
2132,4,1,1,1,2,:1O:1O:2O,,1N3O2S,,1L:1L,1,0.03000300030003
2133,4,1,1,1,2,:1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
2134,4,1,1,1,2,:1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
2135,4,1,1,1,2,:1O:1O:1O,,1N2O1S,,1L:1L,1,0.03000300030003
2136,4,1,1,1,2,1O:1O:2O:2O,,2O1S,,1L:1L,1,0.03000300030003
2137,4,1,1,2,2,1O:1O:1O:1O,,2O1S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2138,4,1,1,2,2,1O:1O:1O:1O,,2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2139,4,2,0,2,2,1O:1O:2O:2O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2140,4,1,1,2,2,1O:1O:1O:2O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
2141,4,1,1,2,2,1O:1O:2O:2O,,2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2142,4,1,1,2,2,1O:1O:2O:2O,,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2143,4,1,1,2,2,1O:1O:2O:2O,,1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2144,4,1,1,2,2,1O:1O:2O:2O,,1O,2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
2145,4,1,1,2,2,1O:1O:1O:2O,,2O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2146,4,1,1,2,2,1O:1O:1O:2O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
2147,4,1,1,2,2,1O:1O:1O:2O,,2O1S,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
2148,4,1,1,2,2,1O:1O:1O:2O,,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2149,4,1,1,2,2,1O:1O:1O:2O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2150,4,1,1,2,2,1O:1O:1O:2O,,1O1S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
2151,4,1,1,2,2,1O:1O:1O:2O,,1O1S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2152,4,1,1,2,2,1O:1O:1O:2O,,1O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2153,4,1,1,2,2,1O:1O:1O:2O,,1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2154,4,1,1,2,2,1O:1O:1O:2O,,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
2155,4,1,1,2,2,1O:1O:1O:2O,,1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
2156,4,1,1,2,2,1O:1O:1O:1O,,2O1S,2S:2S:3S:4S:4S:5S:5S:5S,1L:1L,1,0.03000300030003
2157,4,1,1,2,2,1O:1O:1O:2O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2158,4,1,1,2,2,1O:1O:1O:2O,,1N2O2S,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
2159,4,1,1,2,2,1O:1O:1O:2O,,1N1O1S,1S:1S:1S:1S:2S:3S:4S:4S,1L:1L,1,0.03000300030003
2160,4,1,1,2,2,1O:1O:1O:2O,,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2161,4,1,1,2,2,1O:1O:1O:1O,,3O2S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2162,4,1,1,2,2,1O:1O:1O:1O,,3O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2163,4,1,1,2,2,1O:1O:1O:1O,,3O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2164,4,1,1,2,2,1O:1O:1O:1O,,3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2165,4,1,1,2,2,1O:1O:1O:1O,,2O2S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2166,4,1,1,2,2,1O:1O:1O:1O,,2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2167,4,1,1,2,2,1O:1O:1O:1O,,2O1S,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
2168,4,1,1,2,2,1O:1O:1O:1O,,2O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2169,4,1,1,2,2,1O:1O:1O:1O,,2O1S,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2170,4,1,1,2,2,1O:1O:1O:1O,,2O1S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
2171,4,1,1,1,2,1O:1O:2O:2O,,2O,,1L:1L,1,0.03000300030003
2172,4,1,1,1,2,1O:1O:2O:2O,,1N3O2S,,1L:1L,1,0.03000300030003
2173,4,1,1,1,2,1O:1O:1O:2O,,3O2S,,1L:1L,1,0.03000300030003
2174,4,0,3,1,2,:1O:1O:1O,,1O1S:2O1S:2O1S,,1L:1L,1,0.03000300030003
2175,4,0,4,1,2,1O:1O:1O:1O,,1O:1O:1O:2O,,1L:1L,1,0.03000300030003
2176,4,0,3,2,2,:1O:1O:1O,,:1N2O1S:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2177,4,0,3,2,2,:1O:1O:1O,,1O:1O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2178,4,0,3,2,2,1O:1O:1O:1O,,1O:1O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2179,4,0,3,1,2,::1O:1O,,1O1S:1O1S:2O,,1L:1L,1,0.03000300030003
2180,4,0,3,1,2,:1O:1O:2O,,1O:2O1S:2O1S,,1L:1L,1,0.03000300030003
2181,4,0,3,1,2,:1O:1O:2O,,1O:1O:2O2S,,1L:1L,1,0.03000300030003
2182,4,0,3,1,2,:1O:1O:2O,,1O:1O:1O,,1L:1L,1,0.03000300030003
2183,4,0,3,1,2,:1O:1O:2O,,1N1O1S:1N2O1S:1N2O2S,,1L:1L,1,0.03000300030003
2184,4,0,3,1,2,:1O:1O:1O,,:1N3O2S:1O,,1L:1L,1,0.03000300030003
2185,4,0,3,1,2,:1O:1O:1O,,2O1S:3O:3O1S,,1L:1L,1,0.03000300030003
2186,4,0,3,1,2,:1O:1O:1O,,2O1S:2O1S:3O2S,,1L:1L,1,0.03000300030003
2187,4,0,3,1,2,:1O:1O:1O,,1O:2O1S:2O1S,,1L:1L,1,0.03000300030003
2188,4,0,3,1,2,:1O:1O:1O,,1O:1O1S:3O2S,,1L:1L,1,0.03000300030003
2189,4,0,3,1,2,:1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,1,0.03000300030003
2190,4,1,1,1,2,1O:1O:1O:2O,,2O2S,,1L:1L,1,0.03000300030003
2191,4,0,3,1,2,1O:1O:2O:2O,,1O:1O:1O1S,,1L:1L,1,0.03000300030003
2192,4,0,3,1,2,1O:1O:1O:2O,,:1O:2O,,1L:1L,1,0.03000300030003
2193,4,0,3,1,2,1O:1O:1O:2O,,:1O:1O1S,,1L:1L,1,0.03000300030003
2194,4,0,3,1,2,1O:1O:1O:2O,,:1O:1O,,1L:1L,1,0.03000300030003
2195,4,0,3,1,2,1O:1O:1O:2O,,1O:1O:1O1S,,1L:1L,1,0.03000300030003
2196,4,0,3,1,2,1O:1O:1O:2O,,1O:1O:1O,,1L:1L,1,0.03000300030003
2197,4,0,3,1,2,1O:1O:1O:1O,,:1O:2O,,1L:1L,1,0.03000300030003
2198,4,0,3,1,2,1O:1O:1O:1O,,:1O1S:2O1S,,1L:1L,1,0.03000300030003
2199,4,0,3,1,2,1O:1O:1O:1O,,:1O1S:1O1S,,1L:1L,1,0.03000300030003
2200,4,0,3,1,2,1O:1O:1O:1O,,:1N2O1S:1O1S,,1L:1L,1,0.03000300030003
2201,4,0,3,1,2,1O:1O:1O:1O,,:1N1O1S:2O,,1L:1L,1,0.03000300030003
2202,4,0,3,1,2,1O:1O:1O:1O,,:1N1O1S:1O,,1L:1L,1,0.03000300030003
2203,4,0,3,1,2,1O:1O:1O:1O,,1O:2O:3O1S,,1L:1L,1,0.03000300030003
2204,4,0,3,1,2,1O:1O:1O:1O,,1O:2O:2O,,1L:1L,1,0.03000300030003
2205,4,0,4,1,2,1O:1O:1O:1O,,1O:1O:1O:2O1S,,1L:1L,1,0.03000300030003
2206,4,0,4,1,2,:1O:1O:1O,,1O:1O:2O1S:2O2S,,1L:1L,1,0.03000300030003
2207,4,0,4,1,2,:1O:1O:1O,,:1O:1O:2O1S,,1L:1L,1,0.03000300030003
