,num_dol,num_toluene,num_tfsi,num_ps,num_li,atoms_dol,atoms_toluene,atoms_tfsi,atoms_ps,atoms_li,count,%
2208,4,0,4,1,2,::1O:1O,,1N3O2S:1O:1O:2O1S,,1L:1L,1,0.03000300030003
2209,4,1,1,1,2,1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
2210,4,1,1,1,2,1O:1O:1O:2O,,1O1S,,1L:1L,1,0.03000300030003
2211,4,1,1,1,2,1O:1O:1O:2O,,1N3O2S,,1L:1L,1,0.03000300030003
2212,4,1,1,1,2,1O:1O:1O:2O,,1N2O2S,,1L:1L,1,0.03000300030003
2213,4,1,1,1,2,1O:1O:1O:2O,,1N2O1S,,1L:1L,1,0.03000300030003
2214,4,1,1,1,2,1O:1O:1O:1O,,2O2S,,1L:1L,1,0.03000300030003
2215,4,1,1,1,2,1O:1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
2216,4,1,1,1,2,1O:1O:1O:1O,,1N3O1S,,1L:1L,1,0.03000300030003
2217,4,1,1,1,1,:1O:1O:2O,,3O1S,,1L,1,0.03000300030003
2218,4,1,1,1,1,:1O:1O:2O,,2O1S,,1L,1,0.03000300030003
2219,4,1,1,1,1,:1O:1O:2O,,1O,,1L,1,0.03000300030003
2220,4,1,1,1,1,:1O:1O:2O,,,,1L,1,0.03000300030003
2221,4,1,1,1,1,:1O:1O:1O,,2O1S,,1L,1,0.03000300030003
2222,4,1,1,1,1,:1O:1O:1O,,2O,,1L,1,0.03000300030003
2223,4,1,1,1,1,1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
2224,4,1,0,3,2,::1O:2O,,,1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
2225,4,1,0,3,2,:1O:1O:1O,,,:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2226,4,1,0,2,2,1O:1O:1O:2O,,,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
2227,4,1,0,2,2,1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2228,4,1,0,2,2,1O:1O:1O:1O,,,2S:3S:4S:4S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
2229,4,1,0,2,2,1O:1O:1O:1O,,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
2230,4,1,0,2,2,1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2231,4,1,0,2,1,1O:1O:2O:2O,,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
2232,4,1,0,1,2,1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
2233,4,1,0,1,2,1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
2234,4,1,0,1,1,1O:1O:1O:2O,,,,1L,1,0.03000300030003
2235,4,1,0,1,1,1O:1O:1O:1O,,,,1L,1,0.03000300030003
2236,4,0,4,1,2,:::1O,,1N2O1S:1O:2O1S:3O1S,,1L:1L,1,0.03000300030003
2237,4,0,4,1,2,::1O:1O,,1O:1O:2O1S:3O2S,,1L:1L,1,0.03000300030003
2238,4,1,1,2,2,1O:1O:2O:2O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
2239,4,1,1,2,2,1O:2O:2O:2O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2240,4,1,1,2,2,:1O:1O:1O,,1N1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2241,4,1,2,2,2,:1O:1O:1O,,1N3O2S:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2242,4,1,2,2,3,:1O:1O:2O,,1N2O2S:3O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
2243,4,1,2,2,3,1O:1O:1O:1O,,:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L:1L,1,0.03000300030003
2244,4,1,2,2,2,:1O:1O:2O,,:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2245,4,1,2,2,2,:1O:1O:2O,,2O1S:2O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2246,4,1,2,2,2,:1O:1O:1O,,:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2247,4,1,2,2,2,:1O:1O:1O,,:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
2248,4,1,2,2,2,:1O:1O:1O,,:1N3O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2249,4,1,2,2,2,:1O:1O:1O,,1O:3O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2250,4,1,2,2,2,:1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2251,4,1,2,2,2,:1O:1O:1O,,1O:1O1S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
2252,4,1,2,2,2,:1O:1O:1O,,1O:1O1S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2253,4,1,2,2,2,:1O:1O:1O,,1O:1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2254,4,1,2,2,2,:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2255,4,1,2,2,2,:1O:1O:1O,,1O1S:3O1S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2256,4,1,2,2,2,:1O:1O:1O,,1N3O2S:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2257,4,1,2,1,2,:1O:1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
2258,4,1,2,2,2,1O:1O:1O:2O,,:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2259,4,1,2,2,2,1O:1O:1O:2O,,:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2260,4,1,2,2,2,1O:1O:1O:1O,,:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2261,4,1,2,2,2,1O:1O:1O:1O,,:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2262,4,1,2,2,2,1O:1O:1O:1O,,:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2263,4,1,2,2,2,1O:1O:1O:1O,,1O:3O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2264,4,1,2,2,2,1O:1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2265,4,1,2,2,2,1O:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2266,4,1,2,2,2,1O:1O:1O:1O,,1N2O2S:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
2267,4,1,2,1,3,1O:1O:1O:2O,,1O:3O1S,,1L:1L:1L,1,0.03000300030003
2268,4,1,2,1,2,:1O:1O:2O,,2O:2O2S,,1L:1L,1,0.03000300030003
2269,4,1,2,1,2,:1O:1O:2O,,1O:2O1S,,1L:1L,1,0.03000300030003
2270,4,1,2,1,2,:1O:1O:2O,,1O:2O,,1L:1L,1,0.03000300030003
2271,4,1,2,1,2,:1O:1O:2O,,1O1S:2O2S,,1L:1L,1,0.03000300030003
2272,4,1,2,3,2,::1O:1O,,1O1S:1O1S,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2273,4,1,3,1,2,1O:1O:1O:1O,,1O:1O:1O,,1L:1L,1,0.03000300030003
2274,4,1,3,1,2,1O:1O:1O:1O,,:1N1O1S:1O,,1L:1L,1,0.03000300030003
2275,4,1,3,1,2,1O:1O:1O:1O,,:1N2O1S:1O,,1L:1L,1,0.03000300030003
2276,4,2,0,2,2,1O:1O:1O:1O,:,,3S:3S:4S:4S:5S:5S:6S:6S,1L:1L,1,0.03000300030003
2277,4,2,0,2,2,1O:1O:1O:1O,:,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
2278,4,2,0,2,2,1O:1O:1O:1O,:,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2279,4,2,0,2,2,1O:1O:1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2280,4,2,0,2,1,:1O:1O:1O,:,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
2281,4,2,0,1,2,1O:1O:1O:2O,:,,,1L:1L,1,0.03000300030003
2282,4,2,0,1,1,:1O:2O:2O,:,,,1L,1,0.03000300030003
2283,4,2,0,1,1,1O:1O:1O:2O,:,,,1L,1,0.03000300030003
2284,4,1,3,2,2,1O:1O:1O:2O,,:1O:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2285,4,1,3,2,2,1O:1O:1O:2O,,:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2286,4,1,3,2,2,1O:1O:1O:1O,,:1O:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
2287,4,1,3,1,2,::1O:1O,,1O:1O:1O1S,,1L:1L,1,0.03000300030003
2288,4,1,3,1,2,::1O:1O,,1N1O1S:1O1S:2O,,1L:1L,1,0.03000300030003
2289,4,1,3,1,2,:1O:1O:2O,,1O:2O1S:3O1S,,1L:1L,1,0.03000300030003
2290,4,1,3,1,2,:1O:1O:2O,,1O:1O:1O1S,,1L:1L,1,0.03000300030003
2291,4,1,3,1,2,:1O:1O:2O,,1O:1O:1O,,1L:1L,1,0.03000300030003
2292,4,1,3,1,2,:1O:1O:1O,,:1O:2O1S,,1L:1L,1,0.03000300030003
2293,4,1,3,1,2,:1O:1O:1O,,:1O:2O,,1L:1L,1,0.03000300030003
2294,4,1,3,1,2,:1O:1O:1O,,1O:1O:2O1S,,1L:1L,1,0.03000300030003
2295,4,1,3,1,2,:1O:1O:1O,,1O:1O:2O,,1L:1L,1,0.03000300030003
2296,4,1,3,1,2,:1O:1O:1O,,1O:1O1S:2O,,1L:1L,1,0.03000300030003
2297,4,1,3,1,2,1O:1O:2O:2O,,1O:1O:1O,,1L:1L,1,0.03000300030003
2298,4,1,3,1,2,1O:1O:1O:2O,,::1O,,1L:1L,1,0.03000300030003
2299,4,1,3,1,2,1O:1O:1O:2O,,1O:1O:2O1S,,1L:1L,1,0.03000300030003
2300,4,1,3,1,2,1O:1O:1O:2O,,1O:1O:1O1S,,1L:1L,1,0.03000300030003
2301,4,1,3,1,2,1O:1O:1O:2O,,1O:1O:1O,,1L:1L,1,0.03000300030003
2302,4,1,3,1,2,1O:1O:1O:1O,,:1O:2O,,1L:1L,1,0.03000300030003
2303,4,1,3,1,2,1O:1O:1O:1O,,:1O:1O,,1L:1L,1,0.03000300030003
2304,4,1,3,1,2,1O:1O:1O:1O,,:1N2O2S:1O,,1L:1L,1,0.03000300030003
2305,4,1,2,1,2,:1O:1O:1O,,2O:3O1S,,1L:1L,1,0.03000300030003
2306,4,1,2,1,2,:1O:1O:1O,,2O1S:3O2S,,1L:1L,1,0.03000300030003
2307,4,1,1,2,2,:1O:1O:1O,,1N3O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2308,4,1,1,2,2,:1O:1O:1O,,3O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2309,4,1,1,2,3,:1O:1O:2O,,3O2S,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L:1L,1,0.03000300030003
2310,4,1,1,2,3,:1O:1O:1O,,3O1S,1S:2S:2S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
2311,4,1,1,2,3,:1O:1O:1O,,2O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
2312,4,1,1,2,3,1O:1O:2O:2O,,1N4O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
2313,4,1,1,2,3,1O:1O:1O:2O,,1N3O2S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
2314,4,1,1,2,2,:1O:2O:2O,,1O,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
2315,4,1,1,2,2,:1O:1O:2O,,2O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2316,4,1,1,2,2,:1O:1O:2O,,2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2317,4,1,1,2,2,:1O:1O:2O,,2O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
2318,4,1,1,2,2,:1O:1O:2O,,1O1S,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
2319,4,1,1,2,2,:1O:1O:2O,,1O1S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
2320,4,1,1,2,2,:1O:1O:2O,,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2321,4,1,1,2,2,:1O:1O:2O,,1O,1S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2322,4,1,1,2,2,:1O:1O:2O,,1N3O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2323,4,1,1,2,2,:1O:1O:1O,,3O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
2324,4,1,2,1,2,:1O:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
2325,4,1,1,2,2,:1O:1O:1O,,3O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
2326,4,1,1,2,2,:1O:1O:1O,,3O1S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2327,4,1,1,2,2,:1O:1O:1O,,2O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2328,4,1,1,2,2,:1O:1O:1O,,2O1S,2S:3S:4S:4S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
2329,4,1,1,2,2,:1O:1O:1O,,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2330,4,1,1,2,2,:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
2331,4,1,1,2,2,:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
2332,4,1,1,2,2,:1O:1O:1O,,2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
2333,4,1,1,2,2,:1O:1O:1O,,2O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2334,4,1,1,2,2,:1O:1O:1O,,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2335,4,1,1,2,2,:1O:1O:1O,,1O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
2336,4,1,1,2,2,:1O:1O:1O,,1O,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
2337,4,1,1,2,2,:1O:1O:1O,,1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
2338,4,1,1,2,2,:1O:1O:1O,,1N4O2S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2339,4,1,1,2,3,::1O:2O,,2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L:1L,1,0.03000300030003
2340,4,1,1,3,2,1O:1O:1O:2O,,1O,:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
2341,4,1,1,3,2,:1O:1O:1O,,1O,1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2342,4,1,1,3,2,:1O:1O:1O,,2O2S,::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
2343,4,1,2,1,2,:1O:1O:1O,,1O:1O1S,,1L:1L,1,0.03000300030003
2344,4,1,2,1,2,:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
2345,4,1,2,1,2,:1O:1O:1O,,1O1S:1O1S,,1L:1L,1,0.03000300030003
2346,4,1,2,1,2,:1O:1O:1O,,1N4O2S:2O1S,,1L:1L,1,0.03000300030003
2347,4,1,2,1,2,:1O:1O:1O,,1N2O2S:1O1S,,1L:1L,1,0.03000300030003
2348,4,1,2,1,2,:1O:1O:1O,,1N1O1S:2O1S,,1L:1L,1,0.03000300030003
2349,4,1,2,1,2,:1O:1O:1O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
2350,4,1,2,1,2,1O:2O:2O:2O,,1O:1O,,1L:1L,1,0.03000300030003
2351,4,1,2,1,2,1O:1O:2O:2O,,1O:3O1S,,1L:1L,1,0.03000300030003
2352,4,1,2,1,2,1O:1O:2O:2O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
2353,4,1,2,1,2,1O:1O:1O:2O,,2O:2O1S,,1L:1L,1,0.03000300030003
2354,4,1,2,1,2,1O:1O:1O:2O,,2O:2O,,1L:1L,1,0.03000300030003
2355,4,1,2,1,2,1O:1O:1O:2O,,1O1S:1O1S,,1L:1L,1,0.03000300030003
2356,4,1,2,1,2,1O:1O:1O:2O,,1N1O1S:2O,,1L:1L,1,0.03000300030003
2357,4,1,2,1,2,1O:1O:1O:1O,,:3O2S,,1L:1L,1,0.03000300030003
2358,4,1,2,1,2,1O:1O:1O:1O,,:2O1S,,1L:1L,1,0.03000300030003
2359,4,1,2,1,2,1O:1O:1O:1O,,:2O,,1L:1L,1,0.03000300030003
2360,4,1,2,1,2,1O:1O:1O:1O,,:1O1S,,1L:1L,1,0.03000300030003
2361,4,1,2,1,2,1O:1O:1O:1O,,:1N2O2S,,1L:1L,1,0.03000300030003
2362,4,1,2,1,2,1O:1O:1O:1O,,3O1S:3O1S,,1L:1L,1,0.03000300030003
2363,4,1,2,1,2,1O:1O:1O:1O,,2O1S:3O1S,,1L:1L,1,0.03000300030003
2364,4,1,2,1,2,1O:1O:1O:1O,,2O1S:2O1S,,1L:1L,1,0.03000300030003
2365,4,1,2,1,2,1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,1,0.03000300030003
2366,4,1,2,1,2,1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
2367,4,1,2,1,2,1O:1O:1O:1O,,1N2O1S:2O2S,,1L:1L,1,0.03000300030003
2368,4,1,2,1,2,1O:1O:1O:1O,,1N2O1S:1N3O2S,,1L:1L,1,0.03000300030003
2369,4,1,2,1,2,1O:1O:1O:1O,,1N1O2S:1O,,1L:1L,1,0.03000300030003
2370,4,1,2,1,2,1O:1O:1O:1O,,1N1O1S:2O1S,,1L:1L,1,0.03000300030003
2371,4,1,1,3,3,1O:1O:1O:1O,,2O2S,:::1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
2372,10,0,1,1,1,::::::::1O:1O,,1O,,1L,1,0.03000300030003
