,num_dol,num_fde,num_tfsi,num_ps,num_li,atoms_dol,atoms_fde,atoms_tfsi,atoms_ps,atoms_li,count,%
433,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
434,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O:1O1S,,1L:1L,2,0.06000600060006
435,6,0,1,2,2,::1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
436,3,0,2,2,2,1O:1O:2O,,:2O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
437,7,0,1,1,2,:1O:1O:1O:1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
438,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
439,6,0,1,2,2,:1O:1O:1O:2O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
440,6,0,1,2,2,:1O:1O:1O:1O:2O,,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
441,6,0,0,3,2,::1O:1O:1O:1O,,,1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
442,3,0,1,3,2,1O:1O:1O,,1N,1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
443,6,0,0,3,2,::1O:1O:1O:2O,,,1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
444,6,0,2,2,2,:1O:1O:1O:1O:1O,,:,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
445,6,0,0,3,2,:1O:1O:1O:1O:2O,,,1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
446,6,1,1,1,1,::1O:1O:1O:1O,,,,1L,2,0.06000600060006
447,6,0,1,1,1,:::1O:1O:1O,,,,1L,2,0.06000600060006
448,6,0,3,1,2,::1O:1O:1O:1O,,1O:1O:1O,,1L:1L,2,0.06000600060006
449,3,0,3,2,2,:1O:1O,,1O:1O:1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
450,6,1,0,1,1,::1O:1O:1O:2O,,,,1L,2,0.06000600060006
451,6,1,0,1,1,:::1O:1O:1O,1O,,,1L,2,0.06000600060006
452,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,2O,,1L:1L,2,0.06000600060006
453,3,0,4,1,2,1O:1O:1O,,1O:1O:1O:2O1S,,1L:1L,2,0.06000600060006
454,3,0,3,1,2,1O:1O:2O,,1O:1O:1O,,1L:1L,2,0.06000600060006
455,6,1,1,1,2,:1O:1O:1O:1O:1O,,1O1S,,1L:1L,2,0.06000600060006
456,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
457,3,0,4,1,2,:1O:1O,,1O:1O:1O:1O1S,,1L:1L,2,0.06000600060006
458,3,0,4,1,2,1O:1O:1O,,:1O:1O:2O1S,,1L:1L,2,0.06000600060006
459,3,0,4,1,2,1O:1O:1O,,:1O:1O1S:2O1S,,1L:1L,2,0.06000600060006
460,3,0,4,1,2,1O:1O:1O,,:1O:1O:1O1S,,1L:1L,2,0.06000600060006
461,3,0,4,2,2,:1O:1O,,:1O:1O1S:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
462,3,0,3,1,2,1O:1O:1O,,1O:1O:1O1S,,1L:1L,2,0.06000600060006
463,6,0,1,1,2,:::1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
464,7,0,0,1,2,1O:1O:1O:1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
465,3,1,0,2,2,:1O:1O,,,3S:3S:4S:4S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
466,3,0,1,2,2,:1O:1O,,1N4O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
467,6,0,0,3,2,::1O:1O:2O:2O,,,1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
468,7,0,0,1,2,:1O:1O:1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
469,7,0,0,1,2,:1O:1O:1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
470,2,2,1,1,1,:1O,:1O,1O,,1L,2,0.06000600060006
471,6,0,1,1,2,::1O:1O:1O:2O,,2O,,1L:1L,2,0.06000600060006
472,3,0,4,2,2,:1O:1O,,:1O:1O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
473,6,0,0,3,2,:::1O:1O:2O,,,::::1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
474,2,3,1,1,1,1O:1O,::,1O,,1L,2,0.06000600060006
475,6,0,1,1,2,::1O:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
476,3,0,2,3,2,1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
477,2,3,1,1,1,:1O,::,2O1S,,1L,2,0.06000600060006
478,3,0,0,2,2,1O:1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
479,3,1,1,2,2,:1O:1O,,2O,2S:2S:3S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
480,6,1,1,1,2,1O:1O:1O:1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
481,6,0,1,2,2,:::1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
482,6,0,0,2,2,:1O:1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
483,6,0,1,2,2,::1O:1O:1O:1O,,2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
484,2,0,4,2,2,:1O,,:1O:1O1S:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
485,7,1,0,1,1,:1O:1O:1O:1O:1O:1O,,,,1L,2,0.06000600060006
486,8,0,0,1,2,:1O:1O:1O:1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
487,6,0,1,2,2,::1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
488,3,0,2,1,2,1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
489,6,0,1,2,2,::1O:1O:1O:2O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
490,6,0,1,2,2,::1O:1O:1O:1O,,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
491,3,0,2,2,2,1O:1O:1O,,1O:2O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
492,3,0,2,2,2,1O:1O:1O,,1O:2O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
493,6,0,1,3,2,::1O:1O:1O:1O,,1O,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
494,3,1,2,1,2,1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
495,3,1,1,3,2,1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
496,3,0,2,2,2,1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
497,6,0,0,3,2,:1O:1O:1O:1O:1O,,,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
498,8,0,0,1,1,:::::1O:1O:1O,,,,1L,2,0.06000600060006
499,3,1,1,3,2,1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
500,3,1,1,3,2,1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
501,6,0,0,2,2,:1O:1O:1O:1O:1O,,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
502,6,0,1,2,2,::1O:1O:1O:1O,,1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
503,3,0,2,2,2,1O:1O:1O,,:2O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
504,3,0,2,1,2,1O:1O:1O,,:1N2O2S,,1L:1L,2,0.06000600060006
505,3,1,2,1,2,1O:1O:1O,,:2O,,1L:1L,2,0.06000600060006
506,3,0,2,2,2,1O:1O:1O,,1O:1O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
507,3,0,2,2,2,1O:1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
508,3,0,2,2,2,1O:1O:1O,,1O:1O,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
509,5,0,1,2,2,:1O:1O:1O:1O,,1O,:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
510,5,0,1,2,2,:::1O:1O,,2O2S,2S:2S:2S:2S:2S:3S:3S:4S,1L:1L,1,0.03000300030003
511,6,0,2,2,2,::1O:1O:1O:1O,,:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
512,5,0,1,2,2,:1O:1O:1O:1O,,2O,2S:2S:2S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
513,6,0,2,2,2,::1O:1O:1O:2O,,:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
514,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
515,5,0,1,2,3,:1O:1O:1O:1O,,1N4O2S,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
516,6,0,2,2,2,::1O:1O:1O:2O,,:1O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
517,5,0,1,2,3,:1O:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
518,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:3S:3S:4S,1L:1L,1,0.03000300030003
519,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
520,5,0,1,2,3,1O:1O:1O:1O:2O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
521,6,0,1,2,3,::1O:1O:1O:1O,,1N3O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
522,5,0,1,2,3,1O:1O:1O:2O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
523,5,0,1,2,2,:1O:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
524,6,0,2,2,2,::1O:1O:1O:1O,,1O:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
525,5,0,1,2,3,1O:1O:1O:2O:2O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
526,6,0,2,2,2,::1O:1O:1O:1O,,1O:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
527,5,0,1,2,3,1O:1O:1O:2O:2O,,1N2O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
528,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
529,5,0,1,2,3,:1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
530,6,0,2,2,2,::1O:1O:1O:1O,,:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
531,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
532,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
533,5,0,1,2,2,:1O:1O:1O:1O,,2O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
534,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,2S:2S:2S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
535,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
536,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,1S:1S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
537,5,0,1,2,2,:1O:1O:1O:1O,,2O,2S:2S:2S:2S:2S:3S:3S:4S,1L:1L,1,0.03000300030003
538,6,0,1,3,2,::::1O:1O,,1O,:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
539,6,0,2,2,2,:::1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
540,6,1,1,1,1,:::1O:1O:1O,,2O,,1L,1,0.03000300030003
541,5,0,1,2,3,::1O:1O:1O,,1N2O2S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L:1L,1,0.03000300030003
542,5,0,1,2,2,:1O:1O:1O:1O,,1N4O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
543,6,1,1,1,1,:::1O:1O:1O,,1O,,1L,1,0.03000300030003
544,5,0,1,2,2,:1O:1O:1O:1O,,1N4O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
545,6,0,1,2,2,:::1O:1O:2O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
546,5,0,1,2,2,:1O:1O:1O:1O,,1N3O2S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
547,5,0,1,2,2,:1O:1O:1O:1O,,1N3O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
548,5,0,1,2,3,::1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
549,6,1,0,3,2,::1O:1O:1O:2O,,,1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
550,5,0,1,2,2,:1O:1O:1O:1O,,1N2O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
551,5,0,1,2,2,:1O:1O:1O:1O,,1N2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
552,5,0,1,2,2,:1O:1O:1O:1O,,1N2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
553,6,1,1,1,1,:::1O:1O:2O,,,,1L,1,0.03000300030003
554,6,0,1,2,2,:::1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:3S:4S,1L:1L,1,0.03000300030003
555,5,0,1,2,3,::1O:1O:2O,,3O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
556,5,0,1,2,2,:1O:1O:1O:1O,,1N1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
557,5,0,1,2,2,:1O:1O:1O:1O,,1N4O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
558,6,1,0,2,2,:1O:1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
559,6,0,2,2,2,:::1O:1O:1O,,1O:2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
560,6,0,3,2,2,::1O:1O:1O:1O,,:1O:1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
561,6,0,1,2,3,:1O:1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
562,6,0,3,1,2,:1O:1O:1O:1O:1O,,1O:1O:1O,,1L:1L,1,0.03000300030003
563,6,0,3,1,2,:1O:1O:1O:1O:1O,,1O:1O:2O,,1L:1L,1,0.03000300030003
564,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
565,6,0,3,1,2,::1O:1O:1O:1O,,1O:1O1S:2O,,1L:1L,1,0.03000300030003
566,5,0,1,2,2,:::1O:1O,,1O,3S:3S:4S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
567,6,0,3,1,2,::1O:1O:1O:1O,,:1O:2O1S,,1L:1L,1,0.03000300030003
568,6,1,0,1,1,::1O:1O:1O:1O,1O,,,1L,1,0.03000300030003
569,6,0,1,2,2,:::1O:2O:2O,,1N3O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
570,5,0,1,2,3,:1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
571,6,0,1,2,2,::::1O:2O,,2O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
572,6,1,0,1,2,1O:1O:1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
573,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
574,6,1,0,2,2,1O:1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
575,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
576,6,1,0,2,2,1O:1O:1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
577,5,0,1,2,2,:::1O:1O,,1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
578,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
579,5,0,1,2,2,:1O:1O:1O:1O,,2O,2S:2S:3S:4S:4S:4S:5S:6S,1L:1L,1,0.03000300030003
580,5,0,1,2,2,::1O:1O:1O,,3O1S,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
581,5,0,1,2,2,::1O:1O:1O,,1N3O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
582,5,0,1,2,2,::1O:1O:1O,,3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
583,5,0,1,2,2,::1O:1O:1O,,1N3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
584,5,0,1,2,2,:1O:2O:2O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
585,5,0,1,2,2,:1O:1O:2O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
586,5,0,1,2,2,:1O:1O:1O:2O,,3O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
587,5,0,1,2,2,:1O:1O:1O:2O,,2O1S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
588,6,0,2,1,2,:1O:1O:1O:1O:1O,,:1O,,1L:1L,1,0.03000300030003
589,5,0,1,2,2,:1O:1O:1O:2O,,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
590,5,0,1,2,2,:1O:1O:1O:2O,,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
591,5,0,1,2,2,:1O:1O:1O:2O,,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
592,5,0,1,2,2,:1O:1O:1O:2O,,2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
593,6,0,1,3,2,::1O:1O:1O:1O,,1O,::1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
594,5,0,1,2,2,:1O:1O:1O:2O,,2O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
595,5,0,1,2,2,::1O:1O:1O,,3O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
596,6,0,1,3,2,:1O:1O:1O:1O:1O,,1O,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
597,5,0,1,2,2,::1O:1O:1O,,2O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
598,6,0,1,3,2,:::1O:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
599,5,0,1,2,2,::1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:3S:4S,1L:1L,1,0.03000300030003
600,5,0,1,2,2,::1O:1O:1O,,2O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
601,6,0,2,1,1,::1O:1O:1O:1O,,1O:1O,,1L,1,0.03000300030003
602,5,0,1,2,2,::1O:1O:1O,,2O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
603,6,0,1,3,2,:::1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
604,6,0,2,1,1,:::1O:1O:2O,,1O:1O,,1L,1,0.03000300030003
605,6,0,1,3,2,:::1O:1O:1O,,1O,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
606,6,0,2,1,2,1O:1O:1O:1O:1O:1O,,:2O,,1L:1L,1,0.03000300030003
607,5,0,1,2,2,::1O:1O:1O,,2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
608,5,0,1,2,2,::1O:1O:1O,,2O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
609,5,0,1,2,2,::1O:1O:1O,,2O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
610,5,0,1,2,2,::1O:1O:1O,,2O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
611,5,0,1,2,2,::1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
612,6,0,2,1,2,:1O:1O:1O:1O:1O,,1N4O2S:1O,,1L:1L,1,0.03000300030003
613,5,0,1,2,2,::1O:1O:1O,,1O1S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
614,5,0,1,2,2,::1O:1O:1O,,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
615,5,0,1,2,2,::1O:1O:1O,,1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
616,6,1,1,1,1,:::1O:1O:2O,,1O,,1L,1,0.03000300030003
617,5,0,1,2,2,::1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
618,5,0,1,2,2,:1O:1O:1O:1O,,2O,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
619,6,0,2,2,2,:1O:1O:1O:1O:1O,,1O:2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
620,5,0,1,2,2,:1O:1O:1O:2O,,1N1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
621,5,0,1,2,2,::1O:1O:2O,,1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
622,5,0,1,2,2,:1O:1O:1O:2O,,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
623,6,0,2,1,2,:::1O:1O:1O,,2O:2O2S,,1L:1L,1,0.03000300030003
624,5,0,1,2,2,:1O:1O:1O:1O,,3O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
625,5,0,1,2,2,::1O:1O:2O,,1O1S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
626,5,0,1,2,2,:1O:1O:1O:1O,,3O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
627,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
628,6,0,2,1,2,:1O:1O:1O:1O:2O,,1O:3O2S,,1L:1L,1,0.03000300030003
629,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
630,5,0,1,2,2,::1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
631,6,0,1,2,3,::1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
632,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
633,5,0,1,2,2,::1O:1O:2O,,2O,2S:3S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
634,5,0,1,2,2,::1O:1O:2O,,2O1S,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
635,5,0,1,2,2,:::1O:1O,,1O,3S:3S:3S:4S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
636,5,0,1,2,2,:1O:1O:1O:2O,,1N2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
637,5,0,1,2,2,:1O:1O:1O:2O,,1N2O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
638,5,0,1,2,2,:1O:1O:1O:2O,,1N4O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
639,5,0,1,2,2,::1O:1O:2O,,1O,2S:3S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
640,5,0,1,2,2,:1O:1O:1O:2O,,1O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
641,6,0,2,1,2,:1O:1O:1O:1O:2O,,:1O,,1L:1L,1,0.03000300030003
642,5,0,1,2,2,::1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:3S:4S,1L:1L,1,0.03000300030003
643,6,0,1,2,3,:::1O:1O:2O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L:1L,1,0.03000300030003
644,5,0,1,2,2,:1O:1O:1O:2O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
