,num_dol,num_dps,num_tfsi,num_ps,num_li,atoms_dol,atoms_dps,atoms_tfsi,atoms_ps,atoms_li,count,%
1285,0,5,0,1,2,,:1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
1286,0,5,0,1,2,,1O:1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
1287,0,5,0,1,2,,1O:1O:1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
1288,0,5,0,1,2,,1O:1O:1O1S:1O1S:2O1S,,,1L:1L,1,0.03000300030003
1289,0,5,0,1,1,,::1O:2O1S:2O1S,,,1L,1,0.03000300030003
1290,0,5,0,1,1,,::1O:1O1S:2O1S,,,1L,1,0.03000300030003
1291,0,5,0,1,1,,::1O1S:1O1S:2O1S,,,1L,1,0.03000300030003
1292,0,5,0,1,1,,:1O:1O:1O:2O1S,,,1L,1,0.03000300030003
1293,0,5,0,1,1,,:1O:1O:1O1S:1O1S,,,1L,1,0.03000300030003
1294,0,5,0,1,1,,:1O:1O1S:1O1S:1O1S,,,1L,1,0.03000300030003
1295,0,5,0,1,1,,:1O1S:1O1S:1O1S:2O1S,,,1L,1,0.03000300030003
1296,0,5,0,1,1,,1O:1O:1O1S:1O1S:1O1S,,,1L,1,0.03000300030003
1297,0,4,2,1,2,,::1O:2O1S,:2O,,1L:1L,1,0.03000300030003
1298,0,4,2,1,2,,:1O:1O:2O1S,:2O1S,,1L:1L,1,0.03000300030003
1299,0,4,2,1,1,,::1O:2O1S,:2O,,1L,1,0.03000300030003
1300,0,4,2,1,1,,::1O:2O1S,1O:1O,,1L,1,0.03000300030003
1301,0,4,1,1,2,,1O:2O1S:2O1S:2O1S,2O1S,,1L:1L,1,0.03000300030003
1302,0,4,1,1,2,,1O:1O:1O:1O1S,1O1S,,1L:1L,1,0.03000300030003
1303,0,4,1,1,2,,1O:1O:1O:1O1S,1O,,1L:1L,1,0.03000300030003
1304,1,3,0,1,1,1O,1O1S:1O1S:1O1S,,,1L,1,0.03000300030003
1305,1,3,0,1,1,1O,1O1S:1O1S:1S,,,1L,1,0.03000300030003
1306,1,3,0,1,1,1O,1O:1O1S:1O1S,,,1L,1,0.03000300030003
1307,1,3,1,2,2,1O,1O:1O:1O,1O1S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1308,1,3,1,2,2,1O,1O:1O:1O,1O1S,1S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1309,1,3,1,2,2,1O,1O:1O:1O,1O,:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1310,1,3,1,2,2,1O,1O:1O:1O,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1311,1,3,1,2,2,1O,1O:1O1S:1O1S,2O1S,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1312,1,3,1,2,2,1O,1O:1O1S:1O1S,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1313,1,3,1,2,2,1O,1O:1O1S:1O1S,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1314,1,3,1,2,1,2O,::1O,,3S:3S:3S:3S:4S:4S:5S:5S,1L,1,0.03000300030003
1315,1,3,1,2,1,1O,::1O1S,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1316,1,3,1,2,1,1O,::1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
1317,1,3,1,2,1,1O,::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1318,1,3,1,1,2,2O,1O:1O:1O1S,2O1S,,1L:1L,1,0.03000300030003
1319,1,3,1,1,2,2O,1O:1O:1O1S,1O,,1L:1L,1,0.03000300030003
1320,1,3,1,1,2,1O,:1O1S:2O1S,1O,,1L:1L,1,0.03000300030003
1321,1,3,1,1,2,1O,1O:1O:2O1S,2O1S,,1L:1L,1,0.03000300030003
1322,1,3,1,1,2,1O,1O:1O:2O1S,1O,,1L:1L,1,0.03000300030003
1323,1,3,1,1,2,1O,1O:1O:1O1S,3O2S,,1L:1L,1,0.03000300030003
1324,1,3,1,1,2,1O,1O:1O:1O1S,1O,,1L:1L,1,0.03000300030003
1325,1,3,1,1,2,1O,1O:1O:1O,2O,,1L:1L,1,0.03000300030003
1326,1,3,1,1,2,1O,1O:1O:1O,1N3O2S,,1L:1L,1,0.03000300030003
1327,1,3,1,2,2,1O,1O:1O:1O,1O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1328,1,3,1,2,2,1O,1O:1O:1O,1O1S,2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1329,1,3,0,1,1,1O,1O:1O1S:1S,,,1L,1,0.03000300030003
1330,1,3,1,2,2,1O,1O:1O:1O,1O1S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1331,1,4,0,1,1,,::1O:1O,,,1L,1,0.03000300030003
1332,1,4,0,1,1,,:1O:2O1S:2O1S,,,1L,1,0.03000300030003
1333,1,4,0,1,1,,1O:1O:1O:2O1S,,,1L,1,0.03000300030003
1334,1,4,0,1,1,,1O:1O:1O:2O,,,1L,1,0.03000300030003
1335,1,3,1,3,2,1O,1O:1O:1O1S,2O1S,:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1336,1,3,1,2,2,1O,1O:1O:1O1S,2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1337,1,3,1,2,2,1O,1O:1O:1O1S,2O1S,:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1338,1,3,1,2,2,1O,1O:1O:1O1S,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1339,1,3,1,2,2,1O,1O:1O:1O1S,1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1340,1,3,1,2,2,1O,1O:1O:1O1S,1O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1341,1,3,1,2,2,1O,1O:1O:1O1S,1O,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1342,1,3,1,2,2,1O,1O:1O:1O1S,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1343,1,3,1,2,2,1O,1O:1O:1O1S,1O,1S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1344,1,3,1,2,2,1O,1O:1O:1O1S,1O,1S:1S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1345,1,3,1,2,2,1O,1O:1O:1O1S,1N3O2S,1S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1346,1,3,1,2,2,1O,1O:1O:1O1S,1N3O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1347,1,3,1,2,2,1O,1O:1O:1O1S,1N3O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1348,1,3,1,2,2,1O,1O:1O:1O,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1349,1,3,1,2,2,1O,1O:1O:1O,1O1S,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1350,1,3,1,1,2,1O,1O:1O:1O,1N1O1S,,1L:1L,1,0.03000300030003
1351,1,3,1,1,2,1O,1O:1O1S:1O1S,2O,,1L:1L,1,0.03000300030003
1352,1,3,1,1,2,1O,1O:1O1S:1O1S,1N3O2S,,1L:1L,1,0.03000300030003
1353,1,3,1,1,1,2O,:1O:1O1S,1O,,1L,1,0.03000300030003
1354,1,3,0,2,2,1O,1O:1O:2O1S,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1355,1,3,0,2,2,1O,1O:1O:1O1S,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1356,1,3,0,2,2,1O,1O:1O:1O1S,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1357,1,3,0,2,2,1O,1O:1O1S:2O1S,,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1358,1,3,0,2,2,1O,1O:1O1S:1O1S,,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1359,1,3,0,2,2,1O,1O1S:2O1S:2O1S,,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1360,1,3,0,2,1,1O,::1O1S,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1361,1,3,0,2,1,1O,::1O1S,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
1362,1,3,0,2,1,1O,:1O:1S,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1363,1,3,0,2,1,1O,:1O:1O1S,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1364,1,3,0,2,1,1O,1O:1O:1O1S,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1365,1,3,0,2,1,,::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1366,1,3,0,2,1,,:1O1S:1O1S,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1367,1,3,0,1,2,1O,1O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1368,1,3,0,1,1,2O,:1O1S:2O1S,,,1L,1,0.03000300030003
1369,1,3,0,1,1,1O,::1O1S,,,1L,1,0.03000300030003
1370,1,3,0,1,1,1O,:1O:2O1S,,,1L,1,0.03000300030003
1371,1,3,0,1,1,1O,:1O1S:2O1S,,,1L,1,0.03000300030003
1372,1,3,0,1,1,1O,1O:1S:2O1S,,,1L,1,0.03000300030003
1373,1,3,0,2,2,1O,1O:1O:2O1S,,2S:3S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1374,1,3,0,2,2,1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1375,1,3,0,2,3,1O,1O1S:2O1S:2O1S,,:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
1376,1,3,1,1,1,1O,:1O1S:1S,2O1S,,1L,1,0.03000300030003
1377,1,3,1,1,1,1O,::1O1S,2O1S,,1L,1,0.03000300030003
1378,1,3,1,1,1,1O,::1O1S,1O,,1L,1,0.03000300030003
1379,1,3,1,1,1,1O,::1O,2O,,1L,1,0.03000300030003
1380,1,3,1,1,1,1O,::1O,1O,,1L,1,0.03000300030003
1381,1,3,1,1,1,1O,:1O:1S,1O,,1L,1,0.03000300030003
1382,1,3,1,1,1,1O,:1O:1O1S,2O,,1L,1,0.03000300030003
1383,1,3,1,1,1,1O,:1O:1O1S,,,1L,1,0.03000300030003
1384,1,3,1,1,1,1O,:1O1S:2O,1O,,1L,1,0.03000300030003
1385,1,3,1,1,1,1O,1O:1O:1O1S,1O,,1L,1,0.03000300030003
1386,1,3,0,2,3,1O,1O1S:2O1S:2O1S,,::1S:1S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
1387,1,3,1,1,1,1O,1O:1O1S:2O1S,1O1S,,1L,1,0.03000300030003
1388,1,3,1,1,1,1O,1O1S:1O1S:1O1S,,,1L,1,0.03000300030003
1389,1,3,1,1,1,,:1O1S:1O1S,1O,,1L,1,0.03000300030003
1390,1,3,1,1,1,,1O:1O:1O1S,,,1L,1,0.03000300030003
1391,1,3,1,1,1,,1O:1O:1O,,,1L,1,0.03000300030003
1392,1,3,0,2,3,1O,1O:2O1S:2O1S,,:1S:1S:2S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
1393,1,3,0,2,3,1O,1O:2O1S:2O1S,,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L:1L,1,0.03000300030003
1394,1,3,0,2,3,1O,1O:1O:2O1S,,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L:1L,1,0.03000300030003
1395,2,2,1,1,1,1O:1O,:1O1S,,,1L,1,0.03000300030003
1396,2,2,1,1,1,:1O,1O1S:1O1S,1O,,1L,1,0.03000300030003
1397,2,2,1,1,1,:1O,1O:1O1S,1O,,1L,1,0.03000300030003
1398,2,4,1,1,1,:1O,:1O:1O:1O1S,1O1S,,1L,1,0.03000300030003
1399,2,4,1,1,1,:,::1O:2O1S,,,1L,1,0.03000300030003
1400,2,4,1,1,1,:,::1O:1O,1N1O1S,,1L,1,0.03000300030003
1401,2,4,1,1,1,:,::1O:1O,,,1L,1,0.03000300030003
1402,2,4,1,1,1,:,:1O:1O:2O1S,1O,,1L,1,0.03000300030003
1403,2,4,1,1,1,:,:1O:1O:1S,2O1S,,1L,1,0.03000300030003
1404,2,4,1,1,1,:,:1O:1O1S:2O1S,1O,,1L,1,0.03000300030003
1405,2,4,1,1,1,:,:1O:1O1S:2O1S,,,1L,1,0.03000300030003
1406,2,4,1,1,1,:,1O:1O:1O:1O1S,1O,,1L,1,0.03000300030003
1407,2,4,1,1,1,1O:1O,:::2O1S,,,1L,1,0.03000300030003
1408,2,4,1,1,1,1O:1O,:::1O1S,,,1L,1,0.03000300030003
1409,2,4,1,1,1,1O:1O,:::1O,1O,,1L,1,0.03000300030003
1410,2,4,1,1,1,1O:1O,::1O:1O,1O,,1L,1,0.03000300030003
1411,2,4,1,1,1,1O:1O,::1O:1O,,,1L,1,0.03000300030003
1412,2,4,1,1,1,1O:1O,::1O1S:2O1S,1O,,1L,1,0.03000300030003
1413,2,4,1,1,1,1O:1O,::1O1S:1O1S,,,1L,1,0.03000300030003
1414,2,4,0,3,3,:1O,:1O:1O:2O1S,,1S:1S:1S:1S:2S:2S:2S:3S:3S:4S:4S:4S:4S:4S:4S:4S,1L:1L:1L,1,0.03000300030003
1415,2,4,0,2,3,:2O,:1O:1O1S:2O1S,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
1416,2,4,0,2,3,:1O,:1O:2O1S:2O1S,,:::1S:1S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
1417,2,4,0,2,3,:1O,:1O:2O1S:2O1S,,:1S:1S:2S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
1418,2,4,1,1,1,:1O,:1O:1O:1O1S,,,1L,1,0.03000300030003
1419,2,4,1,1,1,:1O,::1O1S:1O1S,,,1L,1,0.03000300030003
1420,2,4,0,2,2,:2O,:1O:1O:2O1S,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1421,2,4,1,1,1,:1O,::1O:1O,1N1O1S,,1L,1,0.03000300030003
1422,2,4,1,1,2,1O:1O,::1O1S:2O1S,3O1S,,1L:1L,1,0.03000300030003
1423,2,4,1,1,2,1O:1O,:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
1424,2,4,1,1,2,1O:1O,1O:1O:2O1S:2O1S,2O1S,,1L:1L,1,0.03000300030003
1425,2,4,1,1,2,1O:1O,1O:1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1426,2,4,1,1,2,1O:1O,1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
1427,2,4,1,1,2,1O:1O,1O:1O:1O:1O1S,2O,,1L:1L,1,0.03000300030003
1428,2,4,1,1,2,1O:1O,1O:1O:1O:1O1S,1O1S,,1L:1L,1,0.03000300030003
1429,2,4,1,1,2,1O:1O,1O:1O:1O:1O,1O1S,,1L:1L,1,0.03000300030003
1430,2,4,1,1,2,1O:1O,1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1431,2,4,1,1,2,1O:1O,1O:1O:1O1S:1O1S,2O1S,,1L:1L,1,0.03000300030003
1432,2,4,1,1,2,1O:1O,1O:1O:1O1S:1O1S,2O,,1L:1L,1,0.03000300030003
1433,2,4,1,1,2,1O:1O,1O:1O:1O1S:1O1S,1O,,1L:1L,1,0.03000300030003
1434,2,4,1,1,2,1O:1O,1O:1O1S:1O1S:2O1S,2O1S,,1L:1L,1,0.03000300030003
1435,2,4,1,1,1,:2O,:::1O,1O,,1L,1,0.03000300030003
1436,2,4,1,1,1,:1O,:::1O,1O,,1L,1,0.03000300030003
1437,2,4,1,1,1,:1O,::1O:2O1S,,,1L,1,0.03000300030003
1438,2,4,1,1,1,:1O,::1O:1O1S,1O,,1L,1,0.03000300030003
1439,2,4,1,1,1,:1O,::1O:1O1S,,,1L,1,0.03000300030003
1440,0,3,1,1,1,,1O1S:1O1S:2O1S,1O,,1L,1,0.03000300030003
1441,2,4,0,2,3,:1O,:1O:1O:2O1S,,:1S:1S:2S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
1442,2,4,0,2,2,:2O,:1O:1O:1O1S,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1443,2,4,0,1,2,:,:1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1444,2,4,0,2,2,1O:1O,::1O:1O,,1S:1S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1445,2,4,0,2,2,1O:1O,:1O:1O1S:2O1S,,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1446,2,4,0,2,2,1O:1O,:1O:1O1S:1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1447,2,4,0,2,1,:1O,:::1O1S,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1448,2,4,0,2,1,:1O,:::1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
1449,2,4,0,2,1,:1O,:::1O,,1S:1S:2S:3S:4S:4S:4S:4S,1L,1,0.03000300030003
1450,2,4,0,2,1,:1O,::1O:2O1S,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1451,2,4,0,2,1,:1O,::1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1452,2,4,0,2,1,:,:::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1453,2,4,0,2,1,:,::1O:2O1S,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1454,2,4,0,2,1,:,::1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1455,2,4,0,2,1,1O:1O,:::1O1S,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1456,2,4,0,2,1,1O:1O,:::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1457,2,4,0,2,1,1O:1O,:::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1458,2,4,0,2,1,1O:1O,::1O:1S,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1459,2,4,0,1,3,1O:2O,1O1S:2O1S:2O1S:2O1S,,,1L:1L:1L,1,0.03000300030003
1460,2,4,0,1,3,1O:1O,1O:2O1S:2O1S:2O1S,,,1L:1L:1L,1,0.03000300030003
1461,2,4,0,1,3,1O:1O,1O:1O1S:2O:2O1S,,,1L:1L:1L,1,0.03000300030003
1462,2,4,0,1,3,1O:1O,1O1S:2O1S:2O1S:2O1S,,,1L:1L:1L,1,0.03000300030003
1463,2,4,0,1,2,:1O,:1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1464,2,4,0,2,2,1O:1O,:1O:1O:2O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1465,2,4,0,2,2,1O:2O,:1O:1O:2O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1466,2,4,0,2,2,:2O,:1O:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1467,2,4,0,2,2,:,1O:1O:1O:2O1S,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1468,2,4,0,2,2,:2O,:1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1469,2,4,0,2,2,:1O,:::1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1470,2,4,0,2,2,:1O,::1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1471,2,4,0,2,2,:1O,:1O:1O:2O1S,,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1472,2,4,0,2,2,:1O,:1O:1O:2O1S,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1473,2,4,0,2,2,:1O,:1O:1O:2O,,2S:3S:4S:4S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1474,2,4,0,2,2,:1O,:1O:1O:2O,,2S:3S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1475,2,4,0,2,2,:1O,:1O:1O:1O1S,,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1476,2,4,0,2,2,:1O,:1O:1O:1O1S,,3S:4S:4S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1477,2,4,0,2,2,:1O,:1O:1O:1O1S,,2S:3S:4S:4S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1478,2,4,0,2,2,:1O,:1O:1O:1O1S,,2S:3S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1479,2,4,0,2,2,:1O,:1O:1O:1O1S,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1480,2,4,0,2,2,:1O,:1O:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1481,2,4,0,2,2,:1O,:1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1482,2,4,0,2,2,:1O,:1O:1O:1O,,2S:3S:4S:4S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1483,2,4,0,2,2,:1O,:1O:1O:1O,,2S:3S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1484,2,4,0,2,2,:1O,:1O:1O:1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1485,2,4,0,2,2,:1O,:1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1486,2,4,0,2,2,:1O,:1O:1O1S:2O1S,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1487,2,4,1,1,2,1O:2O,1O:1O:1O:1O1S,1O,,1L:1L,1,0.03000300030003
1488,2,4,1,1,2,:1O,1O:1O:1O1S:1O1S,,,1L:1L,1,0.03000300030003
1489,2,4,1,1,2,:1O,1O:1O:1O1S:1O1S,1O1S,,1L:1L,1,0.03000300030003
1490,2,6,0,1,1,:,::::1O:1O,,,1L,1,0.03000300030003
1491,2,6,0,1,1,:,:::1O:1O:1O1S,,,1L,1,0.03000300030003
1492,2,6,0,1,1,:,:::1O:1O:1O,,,1L,1,0.03000300030003
1493,2,6,0,1,1,:,:::1O:1O1S:2O1S,,,1L,1,0.03000300030003
1494,2,5,1,1,2,:1O,:1O:1O:1O:1O1S,2O1S,,1L:1L,1,0.03000300030003
1495,2,5,1,1,2,:1O,1O:1O:1O:1O:2O1S,2O,,1L:1L,1,0.03000300030003
1496,2,5,1,1,2,:,1O:1O:1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
1497,2,5,1,1,2,1O:1O,:1O:1O:1O:1O1S,2O1S,,1L:1L,1,0.03000300030003
1498,2,5,1,1,1,:1O,::::1O,1O,,1L,1,0.03000300030003
1499,2,5,1,1,1,:1O,:::1O:1O,1O,,1L,1,0.03000300030003
1500,2,5,1,1,1,:1O,:::1O:1O,,,1L,1,0.03000300030003
1501,2,5,1,1,1,:1O,::1O:1O:1O1S,,,1L,1,0.03000300030003
1502,2,5,1,1,1,:,:::1O:1O,1O,,1L,1,0.03000300030003
1503,2,5,1,1,1,:,::1O:1O:2O1S,,,1L,1,0.03000300030003
1504,2,5,1,1,1,:,::1O:1O:1O1S,,,1L,1,0.03000300030003
1505,2,5,1,1,1,1O:1O,::::1O,,,1L,1,0.03000300030003
1506,2,5,0,2,2,:1O,::1O:2O1S:2O1S,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1507,2,5,0,2,2,:1O,::1O:1O:2O1S,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1508,2,5,0,2,2,:1O,::1O:1O:1O1S,,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1509,2,5,0,2,2,:1O,::1O:1O:1O1S,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1510,2,6,0,1,1,:,::::1O1S:2O1S,,,1L,1,0.03000300030003
1511,2,6,0,1,1,:1O,::::1O:1O1S,,,1L,1,0.03000300030003
1512,2,4,1,1,2,:1O,1O:1O:1O1S:1O1S,2O1S,,1L:1L,1,0.03000300030003
1513,3,1,0,2,1,:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1514,3,2,0,1,1,:1O:1O,:1O1S,,,1L,1,0.03000300030003
1515,3,2,0,1,1,:1O:1O,1O:2O1S,,,1L,1,0.03000300030003
1516,3,2,0,1,1,:1O:1O,1O:1O,,,1L,1,0.03000300030003
1517,3,2,0,1,1,:1O:1O,1O1S:2O1S,,,1L,1,0.03000300030003
1518,3,2,0,1,1,1O:1O:1O,1O:1O1S,,,1L,1,0.03000300030003
1519,3,2,0,1,1,1O:1O:1O,1O:1O,,,1L,1,0.03000300030003
1520,3,2,0,1,1,1O:1O:1O,1O1S:1S,,,1L,1,0.03000300030003
1521,3,2,0,1,0,::,:1O1S,,,,1,0.03000300030003
1522,3,2,0,1,0,:1O:1O,:1O,,,,1,0.03000300030003
1523,3,2,0,1,0,:1O:1O,:,,,,1,0.03000300030003
1524,3,1,1,2,2,:1O:1O,1O1S,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1525,3,1,1,2,1,::1O,1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1526,3,1,1,2,1,:1O:1O,1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1527,3,1,1,1,1,::2O,1O1S,1O,,1L,1,0.03000300030003
1528,3,1,1,1,1,::1O,1O,1O1S,,1L,1,0.03000300030003
1529,3,1,0,3,2,:1O:1O,1O,,2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1530,3,1,0,2,2,:1O:1O,1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1531,3,1,0,2,1,::1O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1532,3,1,0,2,1,:1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1533,2,5,0,2,1,:1O,::::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1534,2,5,0,2,1,:1O,::::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1535,2,5,0,2,1,:,::::1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
1536,2,5,0,1,2,:1O,:1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
1537,2,5,0,1,1,1O:2O,:::1O:1O1S,,,1L,1,0.03000300030003
1538,2,5,0,1,1,1O:1O,::::1O1S,,,1L,1,0.03000300030003
1539,2,5,0,1,1,1O:1O,::1O:1O:2O1S,,,1L,1,0.03000300030003
