,num_dol,num_eee,num_tfsi,num_ps,num_li,atoms_dol,atoms_eee,atoms_tfsi,atoms_ps,atoms_li,count,%
650,4,1,1,1,2,::1O:1O,3O,3O1S,,1L:1L,1,0.03000300030003
651,4,1,1,2,1,:1O:1O:1O,,2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
652,6,0,0,1,1,:::1O:1O:1O,,,,1L,1,0.03000300030003
653,4,1,1,2,1,:::1O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
654,4,1,1,2,2,:1O:1O:1O,2O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
655,4,1,2,1,1,1O:1O:1O:1O,,:,,1L,1,0.03000300030003
656,4,1,2,1,2,:1O:1O:1O,2O,:2O,,1L:1L,1,0.03000300030003
657,4,2,0,1,2,1O:1O:1O:2O,:2O,,,1L:1L,1,0.03000300030003
658,4,2,0,1,2,:1O:1O:2O,:3O,,,1L:1L,1,0.03000300030003
659,4,2,0,1,2,:::1O,2O:3O,,,1L:1L,1,0.03000300030003
660,4,2,1,1,1,::1O:2O,:1O,1O,,1L,1,0.03000300030003
661,4,2,1,1,1,:1O:1O:1O,:1O,1O,,1L,1,0.03000300030003
662,4,2,1,1,1,:1O:1O:1O,:1O,1O1S,,1L,1,0.03000300030003
663,4,2,1,1,1,:1O:1O:2O,:,1O,,1L,1,0.03000300030003
664,5,2,1,1,1,:::1O:1O,1O:2O,,,1L,1,0.03000300030003
665,4,2,1,1,1,::1O:1O,:,,,1L,1,0.03000300030003
666,4,2,1,1,1,::1O:1O,:,2O1S,,1L,1,0.03000300030003
667,4,2,1,1,1,::1O:1O,:,3O1S,,1L,1,0.03000300030003
668,4,2,1,1,1,::1O:2O,:,,,1L,1,0.03000300030003
669,4,2,1,1,1,:::1O,:,,,1L,1,0.03000300030003
670,4,2,1,1,1,:1O:1O:1O,:,2O1S,,1L,1,0.03000300030003
671,4,2,1,1,1,:::1O,:,2O1S,,1L,1,0.03000300030003
672,4,2,1,1,1,:::1O,:1O,3O1S,,1L,1,0.03000300030003
673,4,2,1,1,1,:::1O,:2O,1O,,1L,1,0.03000300030003
674,5,2,1,1,1,::1O:1O:1O,:,1N2O2S,,1L,1,0.03000300030003
675,5,2,1,1,1,:1O:1O:1O:1O,:1O,1O,,1L,1,0.03000300030003
676,5,2,1,1,1,:1O:1O:1O:1O,:,1O,,1L,1,0.03000300030003
677,5,2,1,1,1,:1O:1O:1O:1O,:,,,1L,1,0.03000300030003
678,5,2,1,1,0,:::1O:2O,:,,,,1,0.03000300030003
679,4,2,1,1,1,:1O:1O:1O,:1O,,,1L,1,0.03000300030003
680,5,2,1,1,1,:::1O:1O,:,,,1L,1,0.03000300030003
681,4,2,0,2,1,:1O:1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
682,4,2,0,2,1,:::,:3O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
683,4,2,0,2,1,:1O:1O:2O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
684,4,2,0,2,1,:1O:1O:2O,:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
685,4,2,0,2,1,::1O:1O,:,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
686,4,2,0,2,1,::1O:1O,:,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
687,4,2,0,2,1,::1O:1O,:1O,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
688,4,2,0,2,1,::1O:1O,:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
689,5,2,1,1,1,::::1O,:,2O1S,,1L,1,0.03000300030003
690,4,2,0,2,1,:::,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
691,4,2,0,2,1,:::1O,:,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
692,4,2,1,1,1,:1O:1O:1O,:,2O,,1L,1,0.03000300030003
693,4,2,0,2,1,:::1O,:2O,,1S:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
694,5,2,1,1,1,::::,:2O,1O,,1L,1,0.03000300030003
695,4,2,0,2,1,:::2O,:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
696,5,2,1,1,1,::::,:,2O1S,,1L,1,0.03000300030003
697,5,2,1,1,1,:::1O:1O,:1O,2O1S,,1L,1,0.03000300030003
698,4,2,0,2,2,1O:1O:1O:1O,:2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
699,5,2,1,1,1,:::1O:1O,:1O,2O,,1L,1,0.03000300030003
700,4,2,0,2,2,::1O:1O,:2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
701,3,3,1,1,1,::,::2O,1O1S,,1L,1,0.03000300030003
702,3,2,0,2,2,:1O:1O,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
703,3,3,1,1,1,::,::,2O,,1L,1,0.03000300030003
704,2,2,0,2,1,:,:3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
705,2,2,0,2,1,:1O,:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
706,2,2,0,2,1,:1O,:2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
707,2,2,0,2,1,:1O,:2O,,2S:2S:2S:2S:3S:3S:4S:4S,1L,1,0.03000300030003
708,2,2,0,2,1,:1O,:3O,,1S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
709,2,2,0,2,1,:2O,:,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
710,2,2,0,2,2,1O:1O,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
711,2,2,0,2,2,1O:1O,:2O,,2S:2S:2S:2S:2S:3S:3S:4S,1L:1L,1,0.03000300030003
712,2,2,0,2,2,1O:1O,:3O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
713,2,2,0,2,2,:1O,:3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
714,2,2,1,1,1,1O:1O,1O:2O,,,1L,1,0.03000300030003
715,2,2,1,1,1,1O:1O,:2O,,,1L,1,0.03000300030003
716,2,2,1,1,1,1O:2O,:1O,1O,,1L,1,0.03000300030003
717,2,2,1,1,1,:,1O:2O,1O,,1L,1,0.03000300030003
718,2,2,1,1,1,:,1O:3O,1O,,1L,1,0.03000300030003
719,2,2,1,1,1,:,:2O,1N2O1S,,1L,1,0.03000300030003
720,2,2,1,1,1,:,:2O,2O1S,,1L,1,0.03000300030003
721,2,2,1,1,1,:1O,1O:2O,,,1L,1,0.03000300030003
722,2,2,1,1,1,:1O,2O:2O,1O1S,,1L,1,0.03000300030003
723,2,2,1,1,1,:1O,:,1N,,1L,1,0.03000300030003
724,2,2,1,1,1,:1O,:,2O1S,,1L,1,0.03000300030003
725,2,2,1,1,1,:1O,:2O,1O,,1L,1,0.03000300030003
726,2,2,1,1,1,:2O,:2O,,,1L,1,0.03000300030003
727,2,2,1,1,2,1O:1O,2O:2O,1O1S,,1L:1L,1,0.03000300030003
728,2,2,0,2,1,:1O,1O:3O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
729,2,2,0,2,1,:,:3O,,1S:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
730,2,2,1,1,2,1O:1O,:3O,1N2O2S,,1L:1L,1,0.03000300030003
731,2,2,0,2,1,:,:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
732,2,1,1,1,2,1O:2O,3O,1N3O2S,,1L:1L,1,0.03000300030003
733,2,1,1,1,2,:1O,3O,1N3O1S,,1L:1L,1,0.03000300030003
734,2,1,1,2,2,1O:1O,2O,1N1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
735,2,1,1,2,2,1O:1O,2O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
736,2,1,1,2,2,1O:1O,2O,2O1S,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
737,2,1,1,2,2,1O:1O,3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
738,2,1,1,2,2,1O:1O,3O,1N1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
739,2,1,1,2,2,1O:1O,3O,1O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
740,2,1,1,2,2,1O:2O,3O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
741,2,1,1,2,2,1O:2O,3O,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
742,2,1,1,2,2,2O:2O,3O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
743,2,1,1,2,2,:1O,3O,3O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
744,2,1,2,1,2,1O:1O,3O,1O:1O,,1L:1L,1,0.03000300030003
745,2,1,2,1,2,1O:2O,3O,:1N2O2S,,1L:1L,1,0.03000300030003
746,2,2,0,1,1,:2O,1O:3O,,,1L,1,0.03000300030003
747,2,2,0,1,2,1O:1O,1O:2O,,,1L:1L,1,0.03000300030003
748,2,2,0,1,2,1O:1O,1O:3O,,,1L:1L,1,0.03000300030003
749,2,2,0,1,2,:,3O:3O,,,1L:1L,1,0.03000300030003
750,2,2,0,1,2,:2O,2O:3O,,,1L:1L,1,0.03000300030003
751,2,2,0,1,2,:2O,3O:3O,,,1L:1L,1,0.03000300030003
752,2,2,0,2,1,1O:1O,:,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
753,2,2,0,2,1,:,:2O,,1S:1S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
754,2,2,0,2,1,:,:2O,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
755,2,2,1,1,2,1O:1O,3O:3O,,,1L:1L,1,0.03000300030003
756,2,2,1,1,2,1O:1O,:3O,1O1S,,1L:1L,1,0.03000300030003
757,2,1,1,1,2,1O:1O,3O,1O,,1L:1L,1,0.03000300030003
758,2,3,0,1,2,:1O,:1O:3O,,,1L:1L,1,0.03000300030003
759,2,3,0,2,1,:,::2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
760,2,3,0,2,1,:1O,:1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
761,2,3,0,2,1,:1O,:1O:2O,,1S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
762,2,3,0,2,1,:1O,::,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
763,2,3,0,2,1,:1O,::,,2S:2S:2S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
764,2,3,0,2,1,:1O,::1O,,2S:2S:2S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
765,2,3,0,2,1,:1O,::2O,,1S:1S:2S:3S:4S:4S:4S:4S,1L,1,0.03000300030003
766,2,3,0,2,1,:1O,::2O,,1S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
767,2,3,0,2,1,:1O,::3O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
768,2,3,0,2,1,:1O,::3O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
769,2,3,0,2,2,1O:1O,::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
770,2,3,0,2,2,1O:1O,::3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
771,2,3,1,1,1,1O:1O,:1O:1O,3O1S,,1L,1,0.03000300030003
772,2,3,1,1,1,1O:1O,::,2O,,1L,1,0.03000300030003
773,2,3,1,1,1,1O:1O,::1O,1O,,1L,1,0.03000300030003
774,2,3,1,1,1,1O:1O,::2O,,,1L,1,0.03000300030003
775,2,3,1,1,1,1O:1O,::3O,,,1L,1,0.03000300030003
776,2,3,1,1,1,1O:2O,::1O,1O,,1L,1,0.03000300030003
777,2,3,1,1,1,:,1O:1O:2O,1O,,1L,1,0.03000300030003
778,2,3,1,1,1,:,:1O:2O,,,1L,1,0.03000300030003
779,2,3,1,1,1,:,:1O:3O,1N1O1S,,1L,1,0.03000300030003
780,2,3,1,1,1,:,::3O,1O1S,,1L,1,0.03000300030003
781,2,3,1,1,1,:1O,:1O:3O,,,1L,1,0.03000300030003
782,2,3,0,2,1,:,:1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
783,2,3,0,1,2,1O:2O,:2O:3O,,,1L:1L,1,0.03000300030003
784,2,2,1,1,2,1O:1O,:3O,2O1S,,1L:1L,1,0.03000300030003
785,2,3,0,1,2,1O:2O,:2O:2O,,,1L:1L,1,0.03000300030003
786,2,2,1,1,2,1O:2O,2O:2O,1O1S,,1L:1L,1,0.03000300030003
787,2,2,1,1,2,:,2O:3O,1O,,1L:1L,1,0.03000300030003
788,2,2,1,1,2,:,3O:3O,2O,,1L:1L,1,0.03000300030003
789,2,2,1,1,2,:1O,2O:3O,1O1S,,1L:1L,1,0.03000300030003
790,2,2,1,1,2,:1O,2O:3O,2O,,1L:1L,1,0.03000300030003
791,2,2,1,1,2,:1O,2O:3O,2O1S,,1L:1L,1,0.03000300030003
792,2,2,1,1,2,:1O,3O:3O,1O,,1L:1L,1,0.03000300030003
793,2,2,1,2,1,1O:1O,:1O,2O,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
794,2,2,1,2,1,:1O,:,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
795,2,2,1,2,2,1O:1O,:2O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
796,2,2,1,2,2,1O:1O,:3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
797,2,2,1,2,2,1O:1O,:3O,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
798,2,2,2,1,1,1O:1O,:1O,1O:1O,,1L,1,0.03000300030003
799,2,2,2,1,1,:1O,:1O,:1O,,1L,1,0.03000300030003
800,2,2,2,2,2,:1O,:2O,:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
801,2,3,0,1,0,:1O,::,,,,1,0.03000300030003
802,2,3,0,1,1,1O:1O,::1O,,,1L,1,0.03000300030003
803,2,3,0,1,1,1O:2O,::1O,,,1L,1,0.03000300030003
804,2,3,0,1,1,1O:2O,::2O,,,1L,1,0.03000300030003
805,2,3,0,1,1,:,::2O,,,1L,1,0.03000300030003
806,2,3,0,1,1,:1O,1O:1O:3O,,,1L,1,0.03000300030003
807,2,3,0,1,1,:1O,:1O:1O,,,1L,1,0.03000300030003
808,2,3,0,1,1,:2O,:1O:2O,,,1L,1,0.03000300030003
809,2,1,1,1,2,1O:1O,3O,1O1S,,1L:1L,1,0.03000300030003
810,2,1,1,1,2,1O:1O,3O,1N2O2S,,1L:1L,1,0.03000300030003
811,2,3,1,1,1,:1O,::1O,3O1S,,1L,1,0.03000300030003
812,1,2,0,2,1,,:3O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
813,1,2,1,1,1,,:,1O1S,,1L,1,0.03000300030003
814,1,2,1,1,1,,:3O,,,1L,1,0.03000300030003
815,1,2,1,1,1,,:3O,1O,,1L,1,0.03000300030003
816,1,2,1,1,1,1O,1O:2O,1O,,1L,1,0.03000300030003
817,1,2,1,1,1,1O,:3O,,,1L,1,0.03000300030003
818,1,2,1,1,1,1O,:3O,1O,,1L,1,0.03000300030003
819,1,2,1,1,2,,1O:3O,2O1S,,1L:1L,1,0.03000300030003
820,1,2,1,1,2,,3O:3O,1O,,1L:1L,1,0.03000300030003
821,1,2,1,1,2,1O,2O:2O,1N2O1S,,1L:1L,1,0.03000300030003
822,1,2,1,1,2,1O,2O:2O,1O,,1L:1L,1,0.03000300030003
823,1,2,1,1,2,1O,2O:2O,2O,,1L:1L,1,0.03000300030003
824,1,2,1,1,2,1O,2O:3O,1N1O1S,,1L:1L,1,0.03000300030003
825,1,2,1,1,2,1O,2O:3O,1N3O1S,,1L:1L,1,0.03000300030003
826,1,2,1,1,2,1O,3O:3O,2O1S,,1L:1L,1,0.03000300030003
827,1,2,1,1,2,2O,2O:3O,,,1L:1L,1,0.03000300030003
828,1,2,1,2,1,,:,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
829,1,2,1,2,1,1O,:1O,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
830,1,2,1,2,2,1O,:3O,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
831,1,2,1,2,2,2O,:3O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
832,1,2,2,2,2,1O,:2O,:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
833,1,3,0,1,1,1O,:1O:2O,,,1L,1,0.03000300030003
834,1,3,0,1,1,1O,:2O:2O,,,1L,1,0.03000300030003
835,1,3,0,1,2,1O,1O:2O:2O,,,1L:1L,1,0.03000300030003
836,1,2,0,2,1,1O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
837,1,2,0,2,1,,1O:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
838,1,3,0,2,1,,:1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
839,1,2,0,2,1,,1O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
840,0,2,1,1,2,,3O:3O,,,1L:1L,1,0.03000300030003
841,0,2,1,1,2,,3O:3O,1O1S,,1L:1L,1,0.03000300030003
842,0,3,1,1,1,,::3O,1O,,1L,1,0.03000300030003
843,0,3,1,1,2,,:3O:3O,2O,,1L:1L,1,0.03000300030003
844,0,4,0,1,1,,::1O:3O,,,1L,1,0.03000300030003
845,0,4,0,2,1,,::1O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
846,0,4,0,2,1,,:::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
847,0,4,0,2,1,,:::3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
848,0,4,1,1,1,,:::3O,,,1L,1,0.03000300030003
849,0,4,1,1,1,,:::3O,1O,,1L,1,0.03000300030003
850,0,4,2,1,1,,::1O:2O,:1O,,1L,1,0.03000300030003
851,0,5,0,1,1,,:::1O:3O,,,1L,1,0.03000300030003
852,0,5,0,2,1,,::::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
853,0,5,0,2,1,,::::2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
854,0,5,1,1,1,,::::3O,,,1L,1,0.03000300030003
855,0,5,1,1,1,,::::3O,1O,,1L,1,0.03000300030003
856,1,1,0,1,1,1O,3O,,,1L,1,0.03000300030003
857,1,1,1,1,2,1O,3O,1O1S,,1L:1L,1,0.03000300030003
858,1,1,1,2,2,1O,3O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
859,1,1,1,2,2,1O,3O,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
860,1,1,1,2,2,1O,3O,1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
861,1,1,1,2,2,1O,3O,1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
862,1,2,0,1,2,2O,2O:3O,,,1L:1L,1,0.03000300030003
863,1,3,0,1,2,2O,:2O:3O,,,1L:1L,1,0.03000300030003
864,1,3,0,2,1,,::3O,,1S:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
865,2,1,1,1,2,1O:1O,3O,1N1O,,1L:1L,1,0.03000300030003
866,1,4,0,2,1,2O,::1O:2O,,1S:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
867,1,4,1,1,1,,:::2O,1O,,1L,1,0.03000300030003
868,1,4,1,1,1,,:::2O,2O,,1L,1,0.03000300030003
869,1,4,1,1,1,,:::3O,2O1S,,1L,1,0.03000300030003
870,1,4,1,1,1,1O,:::3O,,,1L,1,0.03000300030003
871,1,4,1,1,1,1O,:::3O,1O,,1L,1,0.03000300030003
872,1,4,1,1,2,1O,::2O:2O,2O,,1L:1L,1,0.03000300030003
873,1,4,1,2,1,1O,:::,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
874,1,5,0,1,0,,::::,,,,1,0.03000300030003
875,1,5,0,1,0,,::::1O,,,,1,0.03000300030003
876,1,5,0,1,1,1O,:::1O:3O,,,1L,1,0.03000300030003
877,1,5,0,2,1,,::::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
878,1,5,1,1,1,1O,:::1O:3O,,,1L,1,0.03000300030003
879,1,5,1,1,1,1O,::::2O,,,1L,1,0.03000300030003
880,1,5,1,2,1,,::::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
881,1,6,1,2,1,1O,:::::,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
882,2,1,0,1,1,:1O,,,,1L,1,0.03000300030003
883,2,1,0,2,2,1O:1O,3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
884,2,1,0,2,2,1O:1O,3O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
885,2,1,0,2,2,1O:2O,3O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
886,2,1,1,1,1,:,,2O1S,,1L,1,0.03000300030003
887,2,1,1,1,1,:,2O,1O,,1L,1,0.03000300030003
888,2,1,1,1,1,:,3O,1O,,1L,1,0.03000300030003
889,2,1,1,1,1,:1O,3O,1O,,1L,1,0.03000300030003
890,1,4,1,1,1,,::1O:2O,1O,,1L,1,0.03000300030003
891,1,4,0,2,1,,:::3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
892,1,3,0,2,1,,::3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
893,1,4,0,2,1,,::1O:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
894,1,3,0,2,1,1O,::1O,,2S:2S:2S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
895,1,3,0,2,1,2O,::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
896,1,3,0,2,2,1O,::3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
897,1,3,1,1,1,,:1O:3O,,,1L,1,0.03000300030003
898,1,3,1,1,1,1O,:1O:1O,,,1L,1,0.03000300030003
899,1,3,1,1,1,1O,:1O:2O,,,1L,1,0.03000300030003
900,1,3,1,1,1,1O,::2O,1N1O1S,,1L,1,0.03000300030003
901,1,3,1,1,1,1O,::2O,1O,,1L,1,0.03000300030003
902,1,3,1,1,1,1O,::3O,,,1L,1,0.03000300030003
903,1,3,1,1,2,,:2O:3O,1O,,1L:1L,1,0.03000300030003
904,1,3,1,1,2,1O,:2O:2O,2O,,1L:1L,1,0.03000300030003
905,1,3,1,1,2,1O,:2O:3O,1N1O1S,,1L:1L,1,0.03000300030003
906,1,3,1,1,2,2O,:2O:2O,1O,,1L:1L,1,0.03000300030003
907,1,3,1,2,1,,::,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
908,1,3,1,2,1,1O,::,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
909,1,3,1,2,2,1O,::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
910,1,3,2,1,1,,::2O,:1O,,1L,1,0.03000300030003
911,1,4,0,1,0,,:::1O,,,,1,0.03000300030003
912,1,4,0,1,1,1O,:::,,,1L,1,0.03000300030003
913,1,4,0,1,1,1O,:::1O,,,1L,1,0.03000300030003
914,1,4,0,1,1,2O,:::2O,,,1L,1,0.03000300030003
915,1,4,0,1,2,1O,::1O:2O,,,1L:1L,1,0.03000300030003
916,1,4,0,2,1,,::1O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
917,2,3,1,1,1,:1O,:1O:3O,1O,,1L,1,0.03000300030003
918,2,3,1,1,2,1O:1O,::3O,2O1S,,1L:1L,1,0.03000300030003
919,3,3,1,1,1,:1O:2O,::2O,,,1L,1,0.03000300030003
920,3,2,1,1,1,1O:1O:2O,:2O,,,1L,1,0.03000300030003
921,3,2,1,1,1,:1O:1O,:,2O,,1L,1,0.03000300030003
922,3,2,1,1,1,:1O:1O,:1O,1O,,1L,1,0.03000300030003
923,3,2,1,1,1,:1O:1O,:3O,,,1L,1,0.03000300030003
924,3,2,1,1,1,:1O:1O,:3O,1O,,1L,1,0.03000300030003
925,3,2,1,1,1,:1O:2O,:2O,1O,,1L,1,0.03000300030003
926,3,2,1,1,1,::,1O:2O,1O,,1L,1,0.03000300030003
927,3,2,1,1,1,::,1O:3O,1O,,1L,1,0.03000300030003
928,3,2,1,1,1,::,:,1N3O2S,,1L,1,0.03000300030003
929,3,2,1,1,1,::1O,1O:2O,,,1L,1,0.03000300030003
930,3,2,1,1,1,::1O,1O:2O,1O1S,,1L,1,0.03000300030003
931,3,2,1,1,1,::1O,1O:3O,,,1L,1,0.03000300030003
932,3,2,1,1,1,::1O,1O:3O,1O,,1L,1,0.03000300030003
933,3,2,1,1,1,::1O,:,1O,,1L,1,0.03000300030003
934,3,2,1,1,1,::1O,:1O,1O,,1L,1,0.03000300030003
935,3,2,1,1,1,::1O,:2O,1O,,1L,1,0.03000300030003
936,3,2,1,1,1,::2O,:3O,1O,,1L,1,0.03000300030003
937,3,2,1,1,2,1O:1O:1O,:2O,1N2O1S,,1L:1L,1,0.03000300030003
938,3,2,1,1,2,1O:1O:1O,:3O,1O1S,,1L:1L,1,0.03000300030003
939,3,2,1,1,2,1O:1O:1O,:3O,2O,,1L:1L,1,0.03000300030003
940,3,2,1,1,2,1O:1O:2O,:2O,1O,,1L:1L,1,0.03000300030003
941,3,2,1,1,2,1O:1O:2O,:2O,2O,,1L:1L,1,0.03000300030003
942,3,2,1,1,2,1O:1O:2O,:3O,1O,,1L:1L,1,0.03000300030003
943,3,2,1,1,2,:1O:1O,:3O,1O,,1L:1L,1,0.03000300030003
944,3,2,1,1,1,1O:2O:2O,:,2O1S,,1L,1,0.03000300030003
945,3,2,1,1,1,1O:1O:2O,:,2O,,1L,1,0.03000300030003
946,3,2,1,2,1,:1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
947,3,2,1,1,1,1O:1O:1O,:1O,1O1S,,1L,1,0.03000300030003
948,3,2,0,1,2,1O:1O:1O,:1O,,,1L:1L,1,0.03000300030003
949,3,2,0,1,2,1O:1O:1O,:3O,,,1L:1L,1,0.03000300030003
950,3,2,0,1,2,:1O:1O,:1O,,,1L:1L,1,0.03000300030003
