,num_dol,num_hfme,num_tfsi,num_ps,num_li,atoms_dol,atoms_hfme,atoms_tfsi,atoms_ps,atoms_li,count,%
859,5,2,2,1,2,1O:1O:1O:1O:1O,:,1O:1O,,1L:1L,1,0.03000300030003
860,5,2,2,1,2,:1O:1O:1O:1O,:,:3O1S,,1L:1L,1,0.03000300030003
861,6,0,0,1,1,1O:1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
862,5,0,3,1,2,:1O:1O:1O:2O,,1O:1O:1O1S,,1L:1L,1,0.03000300030003
863,6,0,0,1,1,:1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
864,5,0,3,1,2,::1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,1,0.03000300030003
865,5,0,3,1,2,:1O:1O:1O:2O,,:1O:2O1S,,1L:1L,1,0.03000300030003
866,5,0,3,1,2,:1O:1O:1O:2O,,:1O:2O,,1L:1L,1,0.03000300030003
867,5,0,3,1,2,:1O:1O:1O:2O,,:1O:1O1S,,1L:1L,1,0.03000300030003
868,5,0,3,1,2,:1O:1O:1O:2O,,:1O:1O,,1L:1L,1,0.03000300030003
869,5,1,0,2,1,::1O:1O:1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
870,5,2,0,1,1,::1O:1O:1O,:1O,,,1L,1,0.03000300030003
871,5,1,0,2,2,1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
872,5,1,2,1,2,:1O:1O:1O:2O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
873,5,1,1,2,2,1O:1O:1O:1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
874,5,1,1,2,2,1O:1O:1O:1O:1O,,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
875,5,1,1,2,2,1O:1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
876,5,1,2,1,2,:1O:1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
877,5,1,2,1,2,:1O:1O:1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
878,5,1,1,1,2,::1O:1O:1O,1O,2O1S,,1L:1L,1,0.03000300030003
879,5,1,1,1,2,:1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
880,5,1,2,1,2,:1O:1O:1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
881,5,1,2,1,2,:1O:1O:1O:1O,,:2O2S,,1L:1L,1,0.03000300030003
882,5,1,1,1,2,:1O:1O:1O:1O,1O,2O,,1L:1L,1,0.03000300030003
883,5,1,1,1,2,:1O:1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
884,5,1,1,1,2,:1O:1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
885,5,1,1,1,2,:1O:1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
886,5,1,2,1,2,:1O:1O:1O:1O,,:3O2S,,1L:1L,1,0.03000300030003
887,5,1,1,1,2,1O:1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
888,5,1,1,2,2,:1O:1O:1O:1O,,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
889,5,1,1,2,2,:1O:1O:1O:1O,,1N3O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
890,5,1,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
891,5,1,1,2,3,:1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
892,5,1,2,1,2,1O:1O:1O:1O:1O,1O,1O:1O,,1L:1L,1,0.03000300030003
893,5,1,2,1,2,1O:1O:1O:1O:1O,,:1O1S,,1L:1L,1,0.03000300030003
894,5,1,2,1,2,1O:1O:1O:1O:2O,,:1O,,1L:1L,1,0.03000300030003
895,5,1,2,1,2,1O:1O:1O:1O:1O,,1N1O1S:2O,,1L:1L,1,0.03000300030003
896,5,1,2,1,1,::1O:1O:1O,,:1O,,1L,1,0.03000300030003
897,5,1,2,1,1,::1O:1O:1O,,1O:3O1S,,1L,1,0.03000300030003
898,5,1,1,2,2,:1O:1O:1O:1O,1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
899,5,1,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
900,5,1,1,2,2,:1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
901,5,1,2,1,2,:1O:1O:1O:1O,,1O:1O1S,,1L:1L,1,0.03000300030003
902,5,1,1,2,2,:1O:1O:1O:1O,,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
903,5,1,1,2,2,:1O:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
904,5,1,1,2,2,:1O:1O:1O:1O,,1O,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
905,5,1,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
906,5,1,2,1,2,:1O:1O:1O:1O,1O,1O:1O,,1L:1L,1,0.03000300030003
907,7,0,0,2,2,::1O:1O:1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
908,5,1,0,2,2,1O:1O:1O:1O:1O,,,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
909,5,1,1,1,2,1O:1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
910,5,1,3,1,2,:1O:1O:1O:1O,,:1O:2O1S,,1L:1L,1,0.03000300030003
911,5,1,0,3,2,:1O:1O:1O:1O,1O,,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
912,5,1,0,3,2,:1O:1O:1O:1O,,,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
913,5,1,0,3,2,1O:1O:1O:1O:1O,,,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
914,5,1,0,2,2,:1O:1O:1O:1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
915,5,1,0,2,2,1O:1O:1O:1O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
916,5,1,3,1,2,::1O:1O:1O,,1O:1O1S:2O,,1L:1L,1,0.03000300030003
917,5,1,3,1,2,::1O:1O:1O,,1O:1O:2O,,1L:1L,1,0.03000300030003
918,5,1,0,2,2,1O:1O:1O:1O:2O,,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
919,5,1,3,1,2,::1O:1O:1O,,1O:2O1S:3O1S,,1L:1L,1,0.03000300030003
920,5,1,0,2,2,1O:1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
921,5,2,0,1,1,1O:1O:1O:1O:1O,:1O,,,1L,1,0.03000300030003
922,5,1,0,2,2,1O:1O:1O:1O:1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
923,5,1,0,2,2,1O:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
924,5,2,0,1,1,:1O:1O:1O:2O,:,,,1L,1,0.03000300030003
925,5,1,3,1,2,:1O:1O:1O:1O,,:1O:2O,,1L:1L,1,0.03000300030003
926,5,1,1,1,1,:1O:1O:1O:2O,,,,1L,1,0.03000300030003
927,5,1,1,1,1,::1O:1O:1O,,1N2O2S,,1L,1,0.03000300030003
928,5,1,2,1,2,:::1O:2O,,1O:2O,,1L:1L,1,0.03000300030003
929,5,1,2,1,2,:1O:1O:1O:2O,,1O:1O1S,,1L:1L,1,0.03000300030003
930,5,1,1,1,2,1O:1O:1O:1O:1O,,2O2S,,1L:1L,1,0.03000300030003
931,5,1,2,1,2,:1O:1O:1O:2O,,:2O1S,,1L:1L,1,0.03000300030003
932,5,1,2,1,2,:1O:1O:2O:2O,,1O:1O,,1L:1L,1,0.03000300030003
933,5,1,2,1,2,::1O:1O:2O,1O,1O:1O1S,,1L:1L,1,0.03000300030003
934,7,0,0,2,2,::1O:1O:1O:1O:1O,,,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
935,5,1,1,1,1,::::1O,,1O,,1L,1,0.03000300030003
936,5,1,1,1,1,::1O:1O:1O,,1N4O2S,,1L,1,0.03000300030003
937,5,1,1,1,1,:::1O:2O,,1O,,1L,1,0.03000300030003
938,5,1,1,1,1,:::1O:1O,,2O1S,,1L,1,0.03000300030003
939,5,1,2,2,2,:1O:1O:1O:1O,,:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
940,5,1,1,1,1,:::1O:1O,,1O1S,,1L,1,0.03000300030003
941,5,1,1,1,1,::1O:1O:1O,1O,1O,,1L,1,0.03000300030003
942,5,1,2,2,2,::1O:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
943,5,0,3,1,2,1O:1O:1O:1O:2O,,:1O:1O,,1L:1L,1,0.03000300030003
944,6,0,0,2,2,1O:1O:1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
945,6,0,0,2,2,1O:1O:1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
946,5,0,2,1,2,:1O:1O:2O:2O,,1N3O2S:2O,,1L:1L,1,0.03000300030003
947,7,0,1,1,1,:::::1O:1O,,1O1S,,1L,1,0.03000300030003
948,6,0,1,1,1,::1O:1O:1O:1O,,1O1S,,1L,1,0.03000300030003
949,6,0,1,1,1,:::1O:1O:1O,,,,1L,1,0.03000300030003
950,5,0,2,1,2,::1O:1O:1O,,1N3O2S:1O1S,,1L:1L,1,0.03000300030003
951,7,0,1,1,2,1O:1O:1O:1O:1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
952,6,0,1,1,1,:::1O:1O:1O,,1N3O2S,,1L,1,0.03000300030003
953,7,0,1,1,2,1O:1O:1O:1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
954,5,0,2,1,2,:1O:2O:2O:2O,,1O:1O,,1L:1L,1,0.03000300030003
955,5,0,2,1,2,:1O:1O:2O:2O,,:2O,,1L:1L,1,0.03000300030003
956,5,0,2,1,2,:1O:1O:2O:2O,,:1O,,1L:1L,1,0.03000300030003
957,5,0,2,1,2,:1O:1O:2O:2O,,1O:2O1S,,1L:1L,1,0.03000300030003
958,6,0,1,1,1,:::1O:1O:1O,,1O1S,,1L,1,0.03000300030003
959,6,0,1,1,1,:::1O:1O:1O,,2O1S,,1L,1,0.03000300030003
960,5,0,2,1,2,:1O:1O:2O:2O,,1O:1O1S,,1L:1L,1,0.03000300030003
961,5,0,2,1,2,:1O:1O:2O:2O,,1O:1O,,1L:1L,1,0.03000300030003
962,5,0,2,1,2,::1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
963,6,0,1,1,1,:1O:1O:1O:1O:2O,,,,1L,1,0.03000300030003
964,5,0,2,1,2,::1O:1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
965,5,0,2,2,1,::::1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
966,6,0,0,3,2,:1O:1O:1O:1O:1O,,,:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
967,5,0,2,2,2,1O:1O:1O:1O:1O,,:1O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
968,5,0,2,2,2,1O:1O:1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
969,5,0,2,2,2,1O:1O:1O:1O:1O,,1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
970,5,0,2,2,2,1O:1O:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
971,5,0,2,2,2,1O:1O:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
972,5,0,2,1,3,:1O:1O:1O:2O,,1O:2O1S,,1L:1L:1L,1,0.03000300030003
973,5,0,2,1,2,::1O:1O:2O,,1O1S:2O1S,,1L:1L,1,0.03000300030003
974,5,0,2,1,3,1O:1O:1O:2O:2O,,1O:3O1S,,1L:1L:1L,1,0.03000300030003
975,6,0,0,3,3,::1O:1O:1O:1O,,,1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
976,7,0,1,1,1,::::1O:1O:1O,,2O1S,,1L,1,0.03000300030003
977,6,0,0,3,3,::1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S:3S:4S,1L:1L:1L,1,0.03000300030003
978,6,0,1,1,1,:1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
979,5,0,2,1,2,::1O:1O:2O,,1O:1O,,1L:1L,1,0.03000300030003
980,5,0,2,1,2,:1O:1O:2O:2O,,1N4O2S:1O,,1L:1L,1,0.03000300030003
981,5,0,2,1,2,:1O:1O:2O:2O,,1N1O1S:2O,,1L:1L,1,0.03000300030003
982,5,0,2,2,2,1O:1O:1O:1O:2O,,:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
983,6,0,1,1,1,::::1O:1O,,1N1O,,1L,1,0.03000300030003
984,5,0,2,1,2,:1O:1O:1O:1O,,:1N2O2S,,1L:1L,1,0.03000300030003
985,5,0,2,1,2,:1O:1O:1O:1O,,2O:3O1S,,1L:1L,1,0.03000300030003
986,5,0,2,1,2,:1O:1O:1O:1O,,2O:2O,,1L:1L,1,0.03000300030003
987,5,0,2,1,2,:1O:1O:1O:1O,,2O2S:3O1S,,1L:1L,1,0.03000300030003
988,5,0,2,1,2,:1O:1O:1O:1O,,2O1S:3O1S,,1L:1L,1,0.03000300030003
989,6,0,1,1,2,:1O:1O:1O:1O:1O,,1N1O,,1L:1L,1,0.03000300030003
990,5,0,2,1,2,:1O:1O:1O:1O,,1O:3O2S,,1L:1L,1,0.03000300030003
991,6,0,1,1,2,:1O:1O:1O:1O:1O,,1N2O1S,,1L:1L,1,0.03000300030003
992,7,0,0,2,2,:1O:1O:1O:1O:1O:1O,,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
993,7,0,0,2,2,:1O:1O:1O:1O:1O:1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
994,5,0,2,1,2,:1O:1O:1O:1O,,1O1S:3O1S,,1L:1L,1,0.03000300030003
995,7,0,0,2,1,:::::1O:1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
996,6,0,1,1,2,:1O:1O:1O:1O:2O,,1N1O1S,,1L:1L,1,0.03000300030003
997,5,0,2,1,2,:1O:1O:1O:1O,,1N2O1S:1O1S,,1L:1L,1,0.03000300030003
998,5,0,2,1,2,:1O:1O:1O:1O,,1N1O:1O,,1L:1L,1,0.03000300030003
999,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1O1S,,1L:1L,1,0.03000300030003
1000,5,0,2,1,2,:1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
1001,5,0,2,1,2,:1O:1O:1O:2O,,1N1O1S:2O,,1L:1L,1,0.03000300030003
1002,7,0,1,1,2,:1O:1O:1O:1O:1O:1O,,1N1O1S,,1L:1L,1,0.03000300030003
1003,6,0,1,1,1,::::1O:1O,,2O1S,,1L,1,0.03000300030003
1004,5,0,2,1,2,:1O:1O:1O:2O,,:1N2O2S,,1L:1L,1,0.03000300030003
1005,5,0,2,1,2,:1O:1O:1O:2O,,2O:2O1S,,1L:1L,1,0.03000300030003
1006,5,0,2,1,2,:1O:1O:1O:2O,,2O:2O,,1L:1L,1,0.03000300030003
1007,5,0,2,1,2,:1O:1O:1O:2O,,1O:3O2S,,1L:1L,1,0.03000300030003
1008,5,0,2,1,2,:1O:1O:1O:2O,,1O:3O1S,,1L:1L,1,0.03000300030003
1009,7,0,1,1,2,:1O:1O:1O:1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
1010,7,0,1,1,2,:1O:1O:1O:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
1011,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,1N3O1S,,1L:1L,1,0.03000300030003
1012,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1N1O,,1L:1L,1,0.03000300030003
1013,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1N2O1S,,1L:1L,1,0.03000300030003
1014,5,0,2,1,2,:1O:1O:1O:2O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
1015,5,0,2,1,2,:1O:1O:1O:2O,,1N2O1S:1O,,1L:1L,1,0.03000300030003
1016,5,0,2,1,2,:1O:1O:1O:2O,,1N1O1S:2O1S,,1L:1L,1,0.03000300030003
1017,5,0,2,2,2,1O:1O:1O:1O:1O,,:1O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1018,5,0,2,2,2,:1O:1O:1O:1O,,1N1O1S:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1019,6,0,0,2,2,1O:1O:1O:1O:1O:2O,,,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1020,5,0,2,2,2,::1O:1O:1O,,2O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1021,5,0,2,2,2,::1O:1O:2O,,1O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1022,5,0,2,2,2,::1O:1O:2O,,1O:2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1023,6,0,0,2,2,:1O:1O:1O:1O:1O,,,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1024,5,0,2,2,2,::1O:1O:2O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1025,6,0,0,2,2,:1O:1O:1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1026,6,0,0,2,2,:1O:1O:1O:1O:1O,,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1027,5,0,2,2,2,::1O:1O:2O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1028,5,0,2,2,2,::1O:1O:2O,,1N3O2S:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1029,5,0,2,2,2,::1O:1O:2O,,1N1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1030,5,0,2,2,2,::1O:1O:1O,,:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1031,6,0,0,2,2,:1O:1O:1O:1O:1O,,,2S:3S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1032,5,0,2,2,2,::1O:1O:1O,,:2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1033,5,0,2,2,2,::1O:1O:1O,,:1O,1S:1S:1S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1034,5,0,2,2,2,::1O:1O:1O,,2O:2O1S,2S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1035,6,0,0,2,2,:1O:1O:1O:1O:1O,,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1036,5,0,2,2,2,::1O:1O:2O,,:2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1037,5,0,2,2,2,:::1O:1O,,1N2O1S:1O,2S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1038,6,0,0,2,2,:1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1039,5,0,3,1,2,1O:1O:1O:1O:1O,,1O:1O:1O1S,,1L:1L,1,0.03000300030003
1040,5,0,3,1,2,1O:1O:1O:1O:1O,,::2O1S,,1L:1L,1,0.03000300030003
1041,5,0,3,1,2,1O:1O:1O:1O:1O,,::2O,,1L:1L,1,0.03000300030003
1042,5,0,3,1,2,1O:1O:1O:1O:1O,,:1O:2O1S,,1L:1L,1,0.03000300030003
1043,5,0,3,1,2,1O:1O:1O:1O:1O,,:1O:2O,,1L:1L,1,0.03000300030003
1044,5,0,3,1,2,1O:1O:1O:1O:1O,,:1N:1O,,1L:1L,1,0.03000300030003
1045,5,0,3,1,2,1O:1O:1O:1O:1O,,1O:1O:2O,,1L:1L,1,0.03000300030003
1046,5,0,2,3,3,:::1O:1O,,1N3O2S:1O,1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
1047,5,0,2,2,2,:::1O:1O,,1O:2O,3S:3S:4S:4S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1048,5,0,2,3,2,::1O:1O:2O,,1O:1O,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1049,5,0,2,3,2,::1O:1O:1O,,1O:3O1S,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1050,5,0,2,3,2,::1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1051,5,0,2,2,3,::1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
1052,5,0,2,2,3,::1O:1O:1O,,1N3O2S:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
1053,5,0,2,2,3,:1O:1O:1O:1O,,1O:2O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
1054,5,0,2,2,2,::1O:1O:1O,,2O:2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1055,6,0,0,2,2,:1O:1O:1O:1O:2O,,,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1056,5,0,2,2,2,:1O:1O:1O:1O,,1N1O:2O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1057,6,0,0,2,2,:1O:1O:1O:2O:2O,,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1058,5,0,2,2,2,:1O:1O:1O:1O,,:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1059,5,0,2,2,2,:1O:1O:1O:1O,,:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1060,5,0,2,2,2,:1O:1O:1O:1O,,:2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1061,5,0,2,2,2,:1O:1O:1O:1O,,:1O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1062,6,0,0,3,1,:::1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1063,5,0,2,2,2,:1O:1O:1O:1O,,1O:3O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1064,5,0,2,2,2,:1O:1O:1O:1O,,1O:2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1065,5,0,2,2,2,:1O:1O:1O:1O,,1O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1066,6,0,0,3,2,1O:1O:1O:1O:1O:1O,,,::::1S:1S:1S:1S:1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1067,6,0,0,3,2,:1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1068,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1069,5,0,2,2,2,:1O:1O:1O:1O,,1O1S:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1070,5,0,2,2,2,:1O:1O:1O:1O,,1O1S:2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1071,5,0,2,2,2,:1O:1O:1O:1O,,1N3O2S:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1072,5,0,2,2,2,:1O:1O:1O:1O,,1N3O2S:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1073,5,0,2,2,2,:1O:1O:1O:2O,,1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1074,5,0,2,2,2,:1O:1O:1O:2O,,1O:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1075,5,0,2,2,2,:1O:1O:1O:2O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1076,6,0,0,2,2,:1O:1O:1O:2O:2O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1077,6,0,0,2,2,:1O:1O:1O:2O:2O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1078,5,0,2,2,2,::1O:1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1079,5,0,2,2,2,::1O:1O:1O,,1O:1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1080,5,0,2,2,2,::1O:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1081,5,0,2,2,2,::1O:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1082,5,0,2,2,2,::1O:1O:1O,,1O:1O,3S:3S:3S:3S:3S:4S:4S:5S,1L:1L,1,0.03000300030003
1083,5,0,2,2,2,::1O:1O:1O,,1O:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1084,5,0,2,2,2,::1O:1O:1O,,1N1O1S:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1085,6,0,0,2,2,::1O:1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1086,5,0,2,2,2,::1O:1O:1O,,1N3O1S:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
