,num_dol,num_tfeibe,num_tfsi,num_ps,num_li,atoms_dol,atoms_tfeibe,atoms_tfsi,atoms_ps,atoms_li,count,%
0,4,0,3,1,2,1O:1O:1O:1O,,:1N1O1S:1O1S,,1L:1L,16,0.48004800480048
1,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:2O1S,,1L:1L,13,0.39003900390039
2,5,0,2,1,2,:1O:1O:1O:1O,,1O:1O1S,,1L:1L,10,0.3000300030003
3,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:1O1S,,1L:1L,9,0.27002700270027
4,4,0,3,1,2,1O:1O:1O:1O,,:1O1S:1O1S,,1L:1L,8,0.24002400240024
5,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O:1O1S,,1L:1L,8,0.24002400240024
6,4,1,2,1,2,1O:1O:1O:1O,,1O:2O1S,,1L:1L,7,0.21002100210021
7,5,0,1,1,2,1O:1O:1O:1O:1O,,1N3O2S,,1L:1L,7,0.21002100210021
8,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:1O1S,,1L:1L,7,0.21002100210021
9,4,0,2,1,2,1O:1O:1O:1O,,1O:1O1S,,1L:1L,6,0.18001800180018
10,5,0,2,1,2,:1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,6,0.18001800180018
11,5,0,2,1,2,1O:1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,6,0.18001800180018
12,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O:2O1S,,1L:1L,6,0.18001800180018
13,6,0,2,1,2,:1O:1O:1O:1O:2O,,1O:2O1S,,1L:1L,6,0.18001800180018
14,3,0,4,1,2,:1O:1O,,1O:1O:1O1S:2O1S,,1L:1L,6,0.18001800180018
15,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:1O,,1L:1L,5,0.15001500150015
16,4,0,3,1,2,1O:1O:1O:2O,,:1O:2O1S,,1L:1L,5,0.15001500150015
17,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:2O1S,,1L:1L,5,0.15001500150015
18,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,1O,,1L:1L,5,0.15001500150015
19,5,0,2,1,2,:1O:1O:1O:2O,,1O:2O1S,,1L:1L,5,0.15001500150015
20,5,0,3,1,2,1O:1O:1O:1O:2O,,:1O:1O1S,,1L:1L,5,0.15001500150015
21,4,0,2,1,2,1O:1O:1O:1O,,1O:2O1S,,1L:1L,5,0.15001500150015
22,5,1,2,1,2,1O:1O:1O:1O:1O,,1O:1O1S,,1L:1L,5,0.15001500150015
23,4,0,2,1,2,1O:1O:1O:2O,,1O:1O1S,,1L:1L,5,0.15001500150015
24,4,0,3,1,2,1O:1O:1O:1O,,:1O:1O1S,,1L:1L,5,0.15001500150015
25,4,1,2,1,2,1O:1O:1O:1O,,1O:1O1S,,1L:1L,5,0.15001500150015
26,4,0,2,1,2,1O:1O:1O:2O,,1N1O1S:1O1S,,1L:1L,5,0.15001500150015
27,6,0,1,1,2,1O:1O:1O:1O:2O:2O,,1O,,1L:1L,5,0.15001500150015
28,5,0,3,1,2,:1O:1O:1O:1O,,:1N1O1S:1O1S,,1L:1L,5,0.15001500150015
29,4,0,2,1,2,1O:1O:1O:1O,,1N3O2S:1O1S,,1L:1L,5,0.15001500150015
30,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:2O1S,,1L:1L,5,0.15001500150015
31,5,1,1,1,2,1O:1O:1O:1O:2O,,1O,,1L:1L,5,0.15001500150015
32,5,0,2,1,2,:1O:1O:1O:1O,,1N1O1S:1O1S,,1L:1L,5,0.15001500150015
33,4,0,3,1,2,1O:1O:1O:1O,,:1N1O1S:1O,,1L:1L,4,0.12001200120012
34,5,0,2,1,2,:1O:1O:1O:1O,,2O1S:2O1S,,1L:1L,4,0.12001200120012
35,4,1,2,1,2,1O:1O:1O:2O,,1O:2O1S,,1L:1L,4,0.12001200120012
36,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:1O1S,,1L:1L,4,0.12001200120012
37,5,0,2,1,2,1O:1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,4,0.12001200120012
38,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1O,,1L:1L,4,0.12001200120012
39,4,0,3,1,2,:1O:1O:1O,,1O:1O:2O1S,,1L:1L,4,0.12001200120012
40,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O:1O,,1L:1L,4,0.12001200120012
41,5,0,3,1,2,:1O:1O:1O:2O,,:1O:1O1S,,1L:1L,4,0.12001200120012
42,5,1,1,1,2,:1O:1O:1O:2O,,1N3O2S,,1L:1L,4,0.12001200120012
43,5,1,1,1,2,1O:1O:1O:1O:2O,,1N3O2S,,1L:1L,4,0.12001200120012
44,4,0,2,1,2,1O:1O:1O:2O,,1O:2O1S,,1L:1L,4,0.12001200120012
45,3,0,4,1,2,:1O:1O,,1O:1O:1O1S:2O2S,,1L:1L,4,0.12001200120012
46,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O1S:1O1S,,1L:1L,4,0.12001200120012
47,5,0,2,1,2,1O:1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,4,0.12001200120012
48,4,0,3,1,2,1O:1O:1O:2O,,:1N1O1S:1O1S,,1L:1L,4,0.12001200120012
49,5,0,2,1,2,:1O:1O:1O:2O,,1O1S:1O1S,,1L:1L,4,0.12001200120012
50,6,0,2,1,2,::1O:1O:1O:2O,,1O:2O1S,,1L:1L,4,0.12001200120012
51,5,0,1,1,2,1O:1O:1O:1O:2O,,1N3O2S,,1L:1L,4,0.12001200120012
52,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:2O1S,,1L:1L,4,0.12001200120012
53,5,0,1,1,2,1O:1O:1O:1O:1O,,2O1S,,1L:1L,4,0.12001200120012
54,5,0,2,1,2,:1O:1O:1O:1O,,1O:1O,,1L:1L,4,0.12001200120012
55,5,0,2,2,2,:1O:1O:1O:1O,,:1O,:::1S:1S:2S:2S:2S,1L:1L,4,0.12001200120012
56,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:1O1S,,1L:1L,4,0.12001200120012
57,6,0,2,1,2,1O:1O:1O:1O:1O:2O,,:1O,,1L:1L,4,0.12001200120012
58,4,0,3,1,2,1O:1O:1O:2O,,:1N1O1S:1O,,1L:1L,4,0.12001200120012
59,4,0,3,1,2,1O:1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,4,0.12001200120012
60,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:1O1S,,1L:1L,4,0.12001200120012
61,6,1,1,1,1,::1O:1O:1O:2O,,,,1L,4,0.12001200120012
62,6,0,2,1,2,:1O:1O:1O:1O:2O,,1O:1O1S,,1L:1L,4,0.12001200120012
63,5,1,2,1,2,1O:1O:1O:1O:2O,,1O:1O1S,,1L:1L,4,0.12001200120012
64,4,0,3,1,2,:1O:1O:1O,,:1O:2O,,1L:1L,4,0.12001200120012
65,5,0,3,1,2,:1O:1O:1O:2O,,:1N1O1S:1O1S,,1L:1L,3,0.09000900090009
66,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,2O1S,,1L:1L,3,0.09000900090009
67,3,0,4,1,2,:1O:1O,,1N1O1S:1O:1O1S:2O2S,,1L:1L,3,0.09000900090009
68,6,0,2,1,2,1O:1O:1O:1O:1O:2O,,1O:1O,,1L:1L,3,0.09000900090009
69,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1O1S,,1L:1L,3,0.09000900090009
70,5,0,1,1,2,1O:1O:1O:1O:2O,,1O1S,,1L:1L,3,0.09000900090009
71,5,0,2,1,2,1O:1O:1O:1O:1O,,:2O1S,,1L:1L,3,0.09000900090009
72,7,0,1,1,1,::1O:1O:1O:1O:2O,,,,1L,3,0.09000900090009
73,5,0,2,1,2,:1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,3,0.09000900090009
74,4,0,4,1,2,1O:1O:1O:1O,,::1N1O1S:1O,,1L:1L,3,0.09000900090009
75,4,2,1,1,2,1O:1O:1O:1O,:,1N3O2S,,1L:1L,3,0.09000900090009
76,5,0,2,1,2,:1O:1O:1O:1O,,1N1O1S:2O1S,,1L:1L,3,0.09000900090009
77,7,0,0,1,1,::1O:1O:1O:2O:2O,,,,1L,3,0.09000900090009
78,7,0,0,1,1,:::1O:1O:1O:1O,,,,1L,3,0.09000900090009
79,5,0,2,1,2,:1O:1O:1O:1O,,1O1S:2O,,1L:1L,3,0.09000900090009
80,4,0,2,1,2,1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,3,0.09000900090009
81,5,0,2,1,2,1O:1O:1O:2O:2O,,:1O1S,,1L:1L,3,0.09000900090009
82,5,0,2,1,2,1O:1O:1O:2O:2O,,:1O,,1L:1L,3,0.09000900090009
83,6,0,1,2,2,:1O:1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
84,3,0,3,2,2,:1O:1O,,:1O:1O1S,2S:2S:2S:3S:3S:3S:4S:5S,1L:1L,3,0.09000900090009
85,4,0,2,1,2,1O:1O:1O:2O,,:1O,,1L:1L,3,0.09000900090009
86,5,0,2,1,2,:1O:1O:1O:1O,,1O:2O2S,,1L:1L,3,0.09000900090009
87,6,0,1,1,2,:1O:1O:1O:1O:2O,,1O1S,,1L:1L,3,0.09000900090009
88,4,0,2,1,2,1O:1O:1O:1O,,:2O1S,,1L:1L,3,0.09000900090009
89,6,0,1,1,2,:1O:1O:1O:1O:2O,,1O,,1L:1L,3,0.09000900090009
90,6,1,1,1,2,:1O:1O:1O:1O:2O,,1O,,1L:1L,3,0.09000900090009
91,5,0,2,1,2,:1O:1O:1O:1O,,2O1S:2O2S,,1L:1L,3,0.09000900090009
92,4,0,2,1,2,1O:1O:1O:2O,,1N4O2S:1O,,1L:1L,3,0.09000900090009
93,7,0,1,1,2,:1O:1O:1O:1O:1O:2O,,1O,,1L:1L,3,0.09000900090009
94,5,0,3,1,2,1O:1O:1O:1O:1O,,:1O:1O1S,,1L:1L,3,0.09000900090009
95,4,0,2,1,2,1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,3,0.09000900090009
96,6,0,1,1,2,:1O:1O:1O:1O:1O,,1O,,1L:1L,3,0.09000900090009
97,6,0,1,1,1,::1O:1O:1O:1O,,1O,,1L,3,0.09000900090009
98,4,1,1,2,2,1O:1O:1O:1O,,1O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
99,4,0,4,1,2,:1O:1O:1O,,1O:1O:1O:2O1S,,1L:1L,3,0.09000900090009
100,4,1,2,1,2,1O:1O:1O:2O,,1O:1O1S,,1L:1L,3,0.09000900090009
101,3,1,2,2,2,1O:1O:1O,,1N1O1S:1O,:::1S:1S:2S:2S:2S,1L:1L,3,0.09000900090009
102,5,0,3,1,2,::1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,3,0.09000900090009
103,3,0,4,1,2,:1O:1O,,1O:1O1S:1O1S:2O2S,,1L:1L,3,0.09000900090009
104,8,0,0,1,1,:::::1O:1O:1O,,,,1L,3,0.09000900090009
105,6,1,0,1,1,::1O:1O:1O:1O,,,,1L,3,0.09000900090009
106,4,0,3,1,2,:1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,3,0.09000900090009
107,3,0,1,2,2,1O:1O:1O,,1O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
108,4,0,3,1,2,1O:1O:1O:2O,,:1O:1O1S,,1L:1L,3,0.09000900090009
109,6,0,2,1,2,:1O:1O:1O:1O:2O,,1O:2O,,1L:1L,3,0.09000900090009
110,4,0,3,1,2,1O:1O:1O:1O,,1N3O2S:1O:2O,,1L:1L,3,0.09000900090009
111,5,1,2,1,2,1O:1O:1O:1O:1O,,1O:1O,,1L:1L,3,0.09000900090009
112,4,1,1,2,2,:1O:1O:1O,,1O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
113,5,1,2,2,2,:1O:1O:1O:1O,,:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
114,4,0,2,2,3,1O:1O:1O:1O,,1N2O2S:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,3,0.09000900090009
115,4,0,2,2,2,:1O:1O:1O,,1O:1O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
116,4,0,3,1,2,1O:1O:1O:1O,,::2O2S,,1L:1L,3,0.09000900090009
117,6,0,2,1,2,::1O:1O:1O:1O,,1O:2O1S,,1L:1L,3,0.09000900090009
118,5,2,1,1,2,1O:1O:1O:1O:1O,:,1N3O2S,,1L:1L,3,0.09000900090009
119,6,1,1,1,2,1O:1O:1O:1O:1O:2O,,1O,,1L:1L,3,0.09000900090009
120,4,1,1,2,2,1O:1O:1O:2O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,3,0.09000900090009
121,4,0,3,1,2,:1O:1O:2O,,1O:2O1S:2O1S,,1L:1L,3,0.09000900090009
122,5,1,2,1,2,1O:1O:1O:1O:2O,,1O:1O,,1L:1L,3,0.09000900090009
123,6,0,0,2,2,1O:1O:1O:1O:1O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,3,0.09000900090009
124,6,1,1,1,2,:1O:1O:1O:1O:1O,,1O,,1L:1L,3,0.09000900090009
125,5,0,1,1,2,1O:1O:1O:2O:2O,,2O1S,,1L:1L,3,0.09000900090009
126,5,0,1,1,2,1O:1O:1O:2O:2O,,2O2S,,1L:1L,3,0.09000900090009
127,6,0,0,1,1,:1O:1O:1O:2O:2O,,,,1L,3,0.09000900090009
128,5,0,2,1,2,:1O:1O:2O:2O,,1O:2O1S,,1L:1L,3,0.09000900090009
129,6,0,2,1,2,:1O:1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,3,0.09000900090009
130,4,1,2,1,2,1O:1O:1O:1O,,1N2O1S:1O1S,,1L:1L,3,0.09000900090009
131,5,1,2,1,2,1O:1O:1O:1O:2O,,:1O,,1L:1L,3,0.09000900090009
132,5,0,2,1,2,:1O:1O:1O:2O,,:2O1S,,1L:1L,3,0.09000900090009
133,5,0,2,1,2,:1O:1O:1O:2O,,:2O,,1L:1L,3,0.09000900090009
134,5,1,1,1,2,:1O:1O:1O:2O,,2O1S,,1L:1L,3,0.09000900090009
135,5,0,2,1,2,:1O:1O:1O:2O,,1O:1O1S,,1L:1L,3,0.09000900090009
136,5,1,2,1,2,:1O:1O:1O:2O,,1O:1O,,1L:1L,3,0.09000900090009
137,4,0,4,1,2,::1O:1O,,1O:1O:1O1S:2O2S,,1L:1L,2,0.06000600060006
138,3,1,3,1,2,1O:1O:1O,,1O1S:1O1S:2O,,1L:1L,2,0.06000600060006
139,4,1,2,1,2,1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
140,4,1,2,1,2,1O:1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
141,5,0,3,1,2,:1O:1O:1O:1O,,1N1O1S:1O:1O1S,,1L:1L,2,0.06000600060006
142,4,1,2,1,2,1O:1O:2O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
143,4,0,1,3,2,:1O:1O:1O,,1O,1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S:4S:4S:4S:4S:4S,1L:1L,2,0.06000600060006
144,5,0,2,2,2,1O:1O:1O:1O:1O,,:1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
145,5,0,2,2,2,:1O:1O:1O:1O,,1N1O1S:1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
146,4,1,2,1,2,:1O:1O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
147,6,0,3,1,2,:1O:1O:1O:1O:2O,,:1O:2O1S,,1L:1L,2,0.06000600060006
148,5,0,3,1,2,:1O:1O:1O:1O,,1N2O1S:1O:1O,,1L:1L,2,0.06000600060006
149,4,1,2,1,2,1O:1O:1O:2O,,1O:2O,,1L:1L,2,0.06000600060006
150,4,1,2,1,2,1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
151,3,1,3,1,2,1O:1O:1O,,1O:2O:2O1S,,1L:1L,2,0.06000600060006
152,6,0,1,2,2,:1O:1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
153,6,0,1,2,2,:1O:1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
154,4,1,2,1,2,1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
155,4,1,2,1,2,1O:1O:1O:1O,,:1N3O2S,,1L:1L,2,0.06000600060006
156,4,1,2,1,2,1O:1O:1O:1O,,2O1S:2O1S,,1L:1L,2,0.06000600060006
157,5,0,3,1,2,1O:1O:1O:1O:2O,,::1O,,1L:1L,2,0.06000600060006
158,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O:2O,,1L:1L,2,0.06000600060006
159,4,1,2,1,2,1O:1O:1O:1O,,1N1O1S:1O1S,,1L:1L,2,0.06000600060006
160,6,0,2,1,2,::1O:1O:1O:2O,,:2O1S,,1L:1L,2,0.06000600060006
161,5,0,3,1,2,:1O:1O:1O:1O,,1N3O2S:1O:2O,,1L:1L,2,0.06000600060006
162,4,0,1,2,2,1O:1O:1O:1O,,1N1O1S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
163,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O1S:2O,,1L:1L,2,0.06000600060006
164,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O1S:1O1S,,1L:1L,2,0.06000600060006
165,4,0,1,2,2,1O:1O:1O:1O,,1O,2S:3S:4S:4S:4S:4S:4S:4S,1L:1L,2,0.06000600060006
166,4,1,1,2,2,1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
167,4,1,1,2,2,1O:1O:1O:2O,,1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
168,4,0,1,2,2,1O:1O:1O:1O,,1O1S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
169,6,0,2,1,2,1O:1O:1O:1O:1O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
170,6,0,2,1,2,:1O:1O:1O:1O:2O,,:1O1S,,1L:1L,2,0.06000600060006
171,6,0,2,1,2,1O:1O:1O:1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
172,4,1,1,1,2,1O:1O:1O:1O,,1N3O2S,,1L:1L,2,0.06000600060006
173,5,0,2,3,2,:1O:1O:1O:1O,,:1O1S,:::::::1S:1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
174,4,1,1,2,2,1O:1O:1O:2O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
175,6,0,2,1,2,:1O:1O:1O:2O:2O,,1O:1O,,1L:1L,2,0.06000600060006
176,6,0,1,2,2,::1O:1O:1O:2O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
177,4,1,0,3,2,:1O:1O:1O,,,1S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:4S:4S:4S:4S,1L:1L,2,0.06000600060006
178,6,0,2,1,2,::1O:1O:1O:1O,,1O1S:2O2S,,1L:1L,2,0.06000600060006
179,6,0,2,1,2,::1O:1O:1O:1O,,1O:1O1S,,1L:1L,2,0.06000600060006
180,5,0,3,1,2,1O:1O:1O:1O:1O,,:1O:1O,,1L:1L,2,0.06000600060006
181,6,0,1,2,2,::1O:1O:1O:1O,,1O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
182,3,2,1,2,2,1O:1O:1O,:,1N1O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
183,4,0,1,2,2,:1O:1O:1O,,1O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
184,6,0,2,1,2,::1O:1O:1O:1O,,:2O1S,,1L:1L,2,0.06000600060006
185,4,0,1,1,2,:1O:1O:1O,,1N1O1S,,1L:1L,2,0.06000600060006
186,6,0,2,1,2,::1O:1O:1O:2O,,1N3O1S:1O,,1L:1L,2,0.06000600060006
187,5,0,3,1,2,1O:1O:1O:1O:2O,,:1O:1O,,1L:1L,2,0.06000600060006
188,6,0,2,1,2,::1O:1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
189,6,0,1,2,2,:1O:1O:1O:2O:2O,,1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
190,6,0,1,2,2,::1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
191,4,0,2,1,2,1O:1O:1O:2O,,1N3O2S:2O1S,,1L:1L,2,0.06000600060006
192,4,0,1,3,3,1O:1O:1O:2O,,1O,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L:1L,2,0.06000600060006
193,5,1,2,2,2,1O:1O:1O:1O:2O,,:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
194,5,1,2,1,2,1O:1O:1O:2O:2O,,1O:1O,,1L:1L,2,0.06000600060006
195,5,1,2,1,2,:1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
196,4,0,3,1,2,1O:1O:1O:2O,,:1O1S:1O1S,,1L:1L,2,0.06000600060006
197,4,0,3,1,2,1O:1O:1O:2O,,:1O:1O,,1L:1L,2,0.06000600060006
198,5,1,2,1,2,:1O:1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
199,5,1,2,1,2,:1O:1O:1O:1O,,2O1S:2O1S,,1L:1L,2,0.06000600060006
200,4,0,3,1,2,1O:1O:1O:2O,,::2O2S,,1L:1L,2,0.06000600060006
201,5,1,2,1,2,:1O:1O:1O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
202,4,0,3,1,2,1O:2O:2O:2O,,:1O:1O1S,,1L:1L,2,0.06000600060006
203,4,0,2,2,2,:1O:1O:1O,,1O:1O1S,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
204,4,0,3,1,2,:1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,2,0.06000600060006
205,5,1,2,1,2,1O:1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
206,4,0,3,1,2,:1O:1O:1O,,1N1O1S:1O:2O,,1L:1L,2,0.06000600060006
207,4,0,3,1,2,:1O:1O:1O,,1O1S:2O1S:2O1S,,1L:1L,2,0.06000600060006
208,4,0,3,1,2,:1O:1O:1O,,1O:1O1S:2O,,1L:1L,2,0.06000600060006
209,5,2,0,1,1,1O:1O:1O:1O:2O,:,,,1L,2,0.06000600060006
210,5,0,3,1,2,::1O:1O:1O,,1O:2O:3O1S,,1L:1L,2,0.06000600060006
211,4,0,2,2,2,1O:1O:1O:2O,,:1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
212,5,2,0,1,1,::1O:1O:2O,:,,,1L,2,0.06000600060006
213,5,2,1,1,2,1O:1O:1O:1O:1O,:,1O,,1L:1L,2,0.06000600060006
214,5,2,1,1,2,1O:1O:1O:1O:1O,:,1O1S,,1L:1L,2,0.06000600060006
215,4,0,3,1,2,:1O:1O:2O,,1N1O1S:1O:2O1S,,1L:1L,2,0.06000600060006
216,5,1,2,1,2,1O:1O:1O:1O:2O,,2O:2O1S,,1L:1L,2,0.06000600060006
217,4,0,3,1,2,1O:1O:1O:2O,,1O:1O:1O1S,,1L:1L,2,0.06000600060006
218,6,0,0,1,1,:::1O:1O:1O,,,,1L,2,0.06000600060006
219,5,1,1,1,2,1O:1O:1O:1O:1O,,1N2O2S,,1L:1L,2,0.06000600060006
220,5,1,1,1,2,1O:1O:1O:1O:2O,,1O1S,,1L:1L,2,0.06000600060006
221,5,1,1,1,2,1O:1O:1O:1O:2O,,1N1O1S,,1L:1L,2,0.06000600060006
222,5,1,1,1,2,:1O:1O:1O:1O,,2O2S,,1L:1L,2,0.06000600060006
223,5,1,1,1,2,:1O:1O:1O:1O,,3O1S,,1L:1L,2,0.06000600060006
224,5,1,1,1,2,1O:1O:1O:1O:1O,,1O1S,,1L:1L,2,0.06000600060006
225,5,1,1,1,2,1O:1O:1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
226,4,0,3,1,2,1O:1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,2,0.06000600060006
227,4,0,3,1,2,1O:1O:1O:1O,,1N1O1S:1O:1O1S,,1L:1L,2,0.06000600060006
228,4,0,3,1,2,1O:1O:1O:1O,,1N1O1S:1O:2O,,1L:1L,2,0.06000600060006
229,5,1,1,1,2,1O:1O:1O:1O:1O,,1N3O2S,,1L:1L,2,0.06000600060006
230,5,1,1,2,2,:1O:1O:1O:1O,,1O1S,2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
231,5,1,2,1,2,1O:1O:1O:1O:1O,,:1O,,1L:1L,2,0.06000600060006
232,5,1,1,2,2,:1O:1O:1O:2O,,1O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
233,5,1,1,1,1,:1O:1O:1O:1O,,1O1S,,1L,2,0.06000600060006
234,5,1,1,2,2,::1O:1O:1O,,1O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
235,5,1,1,2,2,::1O:1O:2O,,1O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
236,4,0,3,1,2,1O:1O:1O:1O,,:1O:1O,,1L:1L,2,0.06000600060006
237,4,0,3,1,2,1O:1O:1O:1O,,:1O:2O1S,,1L:1L,2,0.06000600060006
238,5,1,0,3,2,::1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
239,5,1,0,2,2,::1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
240,5,1,0,1,1,::1O:1O:1O,,,,1L,2,0.06000600060006
241,4,0,3,1,2,1O:1O:1O:2O,,1O1S:2O:2O1S,,1L:1L,2,0.06000600060006
242,4,0,3,1,2,:1O:1O:2O,,1N2O2S:1O:1O,,1L:1L,2,0.06000600060006
243,5,0,3,1,2,::1O:1O:1O,,1N1O1S:1O:2O,,1L:1L,2,0.06000600060006
244,4,0,1,3,3,1O:1O:1O:2O,,1O,:::::::1S:1S:1S:1S:1S:2S:3S:3S:3S,1L:1L:1L,2,0.06000600060006
245,6,0,1,1,2,:1O:1O:1O:2O:2O,,1O,,1L:1L,2,0.06000600060006
246,6,0,1,1,2,:1O:1O:1O:1O:1O,,1O1S,,1L:1L,2,0.06000600060006
247,4,0,2,1,2,1O:1O:1O:2O,,1O1S:2O,,1L:1L,2,0.06000600060006
248,4,0,2,1,2,1O:1O:1O:2O,,1O1S:1O1S,,1L:1L,2,0.06000600060006
249,6,0,1,1,2,:1O:1O:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
250,3,1,1,3,2,1O:1O:1O,,,1S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:4S:4S:4S:4S,1L:1L,2,0.06000600060006
251,6,0,1,1,2,:1O:1O:1O:1O:1O,,2O2S,,1L:1L,2,0.06000600060006
252,4,0,2,1,2,1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
253,4,0,2,1,2,1O:1O:1O:1O,,:2O2S,,1L:1L,2,0.06000600060006
