,num_dol,num_dme,num_tfsi,num_ps,num_li,atoms_dol,atoms_dme,atoms_tfsi,atoms_ps,atoms_li,count,%
70,3,2,0,1,2,:1O:2O,2O:2O,,,1L:1L,9,0.27002700270027
71,6,2,0,1,1,::::1O:1O,:2O,,,1L,9,0.27002700270027
72,2,4,0,1,1,1O:1O,:::2O,,,1L,9,0.27002700270027
73,3,2,1,1,1,:1O:1O,:2O,1O,,1L,8,0.24002400240024
74,1,5,0,1,1,1O,:::1O:2O,,,1L,8,0.24002400240024
75,2,4,0,1,2,:1O,:1O:2O:2O,,,1L:1L,8,0.24002400240024
76,2,2,0,1,2,:1O,2O:2O,,,1L:1L,8,0.24002400240024
77,3,3,1,1,1,:1O:1O,::2O,,,1L,8,0.24002400240024
78,2,2,1,1,2,1O:1O,2O:2O,,,1L:1L,7,0.21002100210021
79,4,2,0,1,1,:::2O,:2O,,,1L,7,0.21002100210021
80,2,3,0,1,1,:2O,::2O,,,1L,7,0.21002100210021
81,3,3,0,1,2,::1O,1O:2O:2O,,,1L:1L,7,0.21002100210021
82,2,3,1,1,1,1O:1O,::2O,,,1L,7,0.21002100210021
83,1,4,0,1,1,1O,::1O:2O,,,1L,7,0.21002100210021
84,4,1,0,1,1,:1O:1O:1O,2O,,,1L,7,0.21002100210021
85,2,3,1,1,2,1O:1O,:2O:2O,1O,,1L:1L,7,0.21002100210021
86,2,5,0,1,1,:1O,::::2O,,,1L,7,0.21002100210021
87,2,5,0,1,1,:1O,::1O:1O:2O,,,1L,7,0.21002100210021
88,1,4,0,1,1,1O,:1O:1O:2O,,,1L,6,0.18001800180018
89,5,3,0,1,1,::1O:1O:1O,::2O,,,1L,6,0.18001800180018
90,3,3,0,1,1,::,:1O:2O,,,1L,6,0.18001800180018
91,1,3,1,1,2,1O,1O:2O:2O,1O,,1L:1L,6,0.18001800180018
92,3,4,0,1,1,:1O:1O,::1O:2O,,,1L,6,0.18001800180018
93,2,4,0,1,1,:2O,:::2O,,,1L,6,0.18001800180018
94,3,5,0,1,1,::1O,::::2O,,,1L,6,0.18001800180018
95,4,2,1,1,1,:::1O,:2O,1O,,1L,6,0.18001800180018
96,4,1,0,1,1,::1O:1O,2O,,,1L,6,0.18001800180018
97,2,2,0,1,2,1O:2O,2O:2O,,,1L:1L,6,0.18001800180018
98,3,5,0,1,1,::1O,:::1O:2O,,,1L,6,0.18001800180018
99,3,2,0,1,1,1O:1O:1O,:2O,,,1L,6,0.18001800180018
100,1,3,0,1,2,1O,:2O:2O,,,1L:1L,6,0.18001800180018
101,4,4,0,1,1,::1O:1O,:::2O,,,1L,6,0.18001800180018
102,2,4,0,1,1,:,::2O:2O,,,1L,6,0.18001800180018
103,2,5,0,1,1,:,:::2O:2O,,,1L,6,0.18001800180018
104,4,1,1,1,1,:::1O,2O,,,1L,6,0.18001800180018
105,2,3,1,1,2,1O:1O,:2O:2O,,,1L:1L,6,0.18001800180018
106,6,2,0,1,1,:::::1O,:2O,,,1L,5,0.15001500150015
107,1,3,1,1,2,1O,1O:2O:2O,,,1L:1L,5,0.15001500150015
108,3,3,0,1,1,1O:1O:1O,::2O,,,1L,5,0.15001500150015
109,3,2,1,1,2,::1O,2O:2O,1O,,1L:1L,5,0.15001500150015
110,1,4,0,1,1,,::2O:2O,,,1L,5,0.15001500150015
111,1,3,0,1,2,,2O:2O:2O,,,1L:1L,5,0.15001500150015
112,1,4,0,1,2,,1O:2O:2O:2O,,,1L:1L,5,0.15001500150015
113,2,3,1,1,1,:1O,::2O,1O,,1L,5,0.15001500150015
114,2,3,0,2,2,:1O,:2O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,5,0.15001500150015
115,4,2,1,1,2,::1O:1O,2O:2O,1O,,1L:1L,5,0.15001500150015
116,2,3,1,1,2,:1O,:2O:2O,1O,,1L:1L,5,0.15001500150015
117,3,3,0,1,1,::,:2O:2O,,,1L,5,0.15001500150015
118,2,3,0,1,2,1O:2O,:2O:2O,,,1L:1L,5,0.15001500150015
119,1,2,1,1,2,1O,2O:2O,1O,,1L:1L,5,0.15001500150015
120,5,1,1,1,1,::::1O,2O,,,1L,5,0.15001500150015
121,2,2,1,1,1,:1O,:2O,,,1L,5,0.15001500150015
122,4,3,1,1,1,::1O:1O,::2O,,,1L,5,0.15001500150015
123,2,4,0,1,2,:1O,:2O:2O:2O,,,1L:1L,5,0.15001500150015
124,4,2,0,1,1,:1O:1O:2O,:2O,,,1L,5,0.15001500150015
125,5,2,0,1,1,::::2O,:2O,,,1L,5,0.15001500150015
126,1,5,0,1,1,,:::1O:2O,,,1L,5,0.15001500150015
127,2,2,0,1,1,:1O,1O:2O,,,1L,5,0.15001500150015
128,3,2,1,1,1,::,:2O,1O,,1L,5,0.15001500150015
129,1,5,1,1,1,,::::2O,1O,,1L,5,0.15001500150015
130,3,2,0,1,2,1O:1O:2O,2O:2O,,,1L:1L,5,0.15001500150015
131,1,4,1,1,1,,:::2O,1O,,1L,5,0.15001500150015
132,3,3,0,1,2,:1O:1O,1O:2O:2O,,,1L:1L,5,0.15001500150015
133,4,1,0,1,1,:::1O,2O,,,1L,5,0.15001500150015
134,2,4,1,1,1,:1O,::1O:2O,,,1L,5,0.15001500150015
135,3,4,0,1,1,::,::1O:2O,,,1L,5,0.15001500150015
136,2,4,0,1,1,:1O,::2O:2O,,,1L,5,0.15001500150015
137,3,2,1,1,1,:1O:1O,:2O,,,1L,5,0.15001500150015
138,1,3,1,1,2,,2O:2O:2O,1O,,1L:1L,4,0.12001200120012
139,2,3,1,1,1,:1O,:1O:2O,,,1L,4,0.12001200120012
140,1,6,0,1,1,1O,::::1O:2O,,,1L,4,0.12001200120012
141,4,3,0,1,1,::1O:2O,::2O,,,1L,4,0.12001200120012
142,2,2,0,1,1,1O:1O,1O:2O,,,1L,4,0.12001200120012
143,2,2,0,1,1,:,:2O,,,1L,4,0.12001200120012
144,2,2,1,1,1,:1O,1O:2O,,,1L,4,0.12001200120012
145,4,2,0,1,1,:1O:1O:1O,1O:2O,,,1L,4,0.12001200120012
146,3,4,0,1,1,:1O:2O,:::2O,,,1L,4,0.12001200120012
147,3,5,0,1,1,:1O:1O,::::2O,,,1L,4,0.12001200120012
148,2,3,1,1,1,1O:1O,::2O,1O,,1L,4,0.12001200120012
149,1,4,0,1,1,,:::2O,,,1L,4,0.12001200120012
150,2,4,1,1,1,:1O,:::2O,1O,,1L,4,0.12001200120012
151,2,4,0,1,1,1O:1O,::1O:2O,,,1L,4,0.12001200120012
152,2,3,1,1,2,:1O,1O:2O:2O,1O,,1L:1L,4,0.12001200120012
153,1,5,0,1,1,2O,::::2O,,,1L,4,0.12001200120012
154,4,2,0,1,2,1O:1O:1O:1O,2O:2O,,,1L:1L,4,0.12001200120012
155,1,4,1,1,2,1O,:1O:2O:2O,1O,,1L:1L,4,0.12001200120012
156,3,3,1,1,1,::,::2O,1O,,1L,4,0.12001200120012
157,1,4,0,1,2,1O,:2O:2O:2O,,,1L:1L,4,0.12001200120012
158,3,3,0,1,2,:1O:2O,:2O:2O,,,1L:1L,4,0.12001200120012
159,3,3,0,1,2,1O:1O:1O,:2O:2O,,,1L:1L,4,0.12001200120012
160,3,3,0,1,1,::,::2O,,,1L,4,0.12001200120012
161,1,3,1,1,1,1O,::2O,,,1L,4,0.12001200120012
162,3,3,1,1,1,::1O,::2O,1O,,1L,4,0.12001200120012
163,5,2,0,1,1,::::1O,1O:2O,,,1L,4,0.12001200120012
164,3,2,0,1,1,::2O,:2O,,,1L,4,0.12001200120012
165,4,4,0,1,1,::1O:1O,::1O:2O,,,1L,4,0.12001200120012
166,5,2,0,1,1,:1O:1O:1O:1O,:2O,,,1L,4,0.12001200120012
167,1,2,0,3,2,,2O:2O,,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
168,5,2,0,1,2,:::1O:1O,2O:2O,,,1L:1L,4,0.12001200120012
169,3,1,0,1,1,::1O,2O,,,1L,4,0.12001200120012
170,1,3,0,1,1,1O,::2O,,,1L,4,0.12001200120012
171,0,3,0,3,2,,:2O:2O,,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
172,4,4,0,1,1,:1O:1O:1O,:::2O,,,1L,4,0.12001200120012
173,0,4,1,1,2,,:2O:2O:2O,1O,,1L:1L,4,0.12001200120012
174,5,2,0,1,1,:::1O:1O,1O:2O,,,1L,4,0.12001200120012
175,3,3,0,1,1,::1O,:2O:2O,,,1L,3,0.09000900090009
176,2,4,0,1,1,1O:2O,:::2O,,,1L,3,0.09000900090009
177,3,4,1,1,1,::1O,:::2O,1O,,1L,3,0.09000900090009
178,1,4,1,1,1,,::1O:2O,1O,,1L,3,0.09000900090009
179,5,1,0,1,1,:::1O:2O,2O,,,1L,3,0.09000900090009
180,2,2,1,1,2,1O:2O,2O:2O,1O,,1L:1L,3,0.09000900090009
181,2,4,1,1,1,:,:::2O,1O,,1L,3,0.09000900090009
182,2,4,0,1,1,:,:1O:1O:2O,,,1L,3,0.09000900090009
183,3,2,0,1,1,::,:2O,,,1L,3,0.09000900090009
184,2,2,1,1,2,:1O,2O:2O,1O,,1L:1L,3,0.09000900090009
185,1,3,0,1,1,,:2O:2O,,,1L,3,0.09000900090009
186,2,4,0,1,1,:,:1O:2O:2O,,,1L,3,0.09000900090009
187,1,3,0,1,1,,::2O,,,1L,3,0.09000900090009
188,1,3,0,1,1,1O,:1O:2O,,,1L,3,0.09000900090009
189,3,4,1,1,1,::1O,::1O:2O,,,1L,3,0.09000900090009
190,1,4,0,2,1,,:::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,3,0.09000900090009
191,1,3,0,1,2,,1O:2O:2O,,,1L:1L,3,0.09000900090009
192,5,1,0,1,1,:1O:1O:1O:1O,2O,,,1L,3,0.09000900090009
193,3,3,0,1,1,:1O:2O,:1O:2O,,,1L,3,0.09000900090009
194,4,2,1,1,2,:1O:1O:1O,2O:2O,,,1L:1L,3,0.09000900090009
195,3,4,1,1,1,:1O:1O,:::2O,,,1L,3,0.09000900090009
196,1,4,0,1,2,1O,1O:1O:2O:2O,,,1L:1L,3,0.09000900090009
197,2,3,0,1,1,1O:2O,::2O,,,1L,3,0.09000900090009
198,0,4,1,1,2,,:1O:2O:2O,1O,,1L:1L,3,0.09000900090009
199,2,2,0,2,2,:1O,2O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
200,1,4,1,1,1,1O,::1O:2O,,,1L,3,0.09000900090009
201,3,2,1,1,2,1O:1O:1O,2O:2O,1O,,1L:1L,3,0.09000900090009
202,1,6,0,1,1,1O,:::::2O,,,1L,3,0.09000900090009
203,5,2,1,1,1,:::1O:1O,:2O,,,1L,3,0.09000900090009
204,0,5,1,1,1,,::::2O,1O,,1L,3,0.09000900090009
205,1,5,1,1,1,1O,::::2O,,,1L,3,0.09000900090009
206,3,2,0,1,1,:1O:2O,:2O,,,1L,3,0.09000900090009
207,0,6,0,1,1,,:::1O:1O:2O,,,1L,3,0.09000900090009
208,5,2,1,1,1,::::1O,:2O,,,1L,3,0.09000900090009
209,3,2,0,1,1,::1O,2O:2O,,,1L,3,0.09000900090009
210,1,5,0,1,2,1O,::1O:2O:2O,,,1L:1L,3,0.09000900090009
211,4,2,0,1,1,:::,1O:2O,,,1L,3,0.09000900090009
212,2,4,0,2,1,:,:::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,3,0.09000900090009
213,2,2,0,1,1,:2O,:2O,,,1L,3,0.09000900090009
214,3,2,1,1,1,::1O,:2O,2O,,1L,3,0.09000900090009
215,5,2,0,1,1,:::1O:2O,:2O,,,1L,3,0.09000900090009
216,1,5,0,1,1,,:::2O:2O,,,1L,3,0.09000900090009
217,5,2,0,1,1,::1O:1O:2O,:2O,,,1L,3,0.09000900090009
218,5,3,0,1,1,::::1O,:1O:2O,,,1L,3,0.09000900090009
219,5,2,0,1,0,::::,:,,,,3,0.09000900090009
220,4,2,0,1,2,::1O:1O,2O:2O,,,1L:1L,3,0.09000900090009
221,4,1,0,1,1,::1O:2O,2O,,,1L,3,0.09000900090009
222,3,2,0,1,2,::1O,2O:2O,,,1L:1L,3,0.09000900090009
223,4,1,0,1,1,:1O:1O:2O,2O,,,1L,3,0.09000900090009
224,3,2,0,2,1,:1O:1O,:,,1S:1S:1S:2S:3S:3S:3S:3S,1L,3,0.09000900090009
225,2,3,0,1,1,:1O,1O:1O:2O,,,1L,3,0.09000900090009
226,2,4,0,1,1,:,:::2O,,,1L,3,0.09000900090009
227,2,3,0,1,1,:,:2O:2O,,,1L,3,0.09000900090009
228,1,6,0,1,1,,::::1O:2O,,,1L,3,0.09000900090009
229,3,4,0,2,1,::,:::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,3,0.09000900090009
230,1,3,0,2,2,1O,:2O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
231,3,1,0,1,1,:1O:1O,2O,,,1L,3,0.09000900090009
232,3,2,0,2,2,::1O,2O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
233,4,3,0,1,1,:1O:1O:1O,:1O:2O,,,1L,3,0.09000900090009
234,0,4,0,1,2,,1O:2O:2O:2O,,,1L:1L,3,0.09000900090009
235,2,3,0,1,1,:1O,1O:2O:2O,,,1L,3,0.09000900090009
236,1,4,0,1,1,,:1O:1O:2O,,,1L,3,0.09000900090009
237,3,2,0,2,1,::1O,:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,3,0.09000900090009
238,2,3,1,1,2,:1O,:2O:2O,2O,,1L:1L,3,0.09000900090009
239,2,3,0,1,2,:2O,1O:2O:2O,,,1L:1L,3,0.09000900090009
240,1,4,0,1,1,,::1O:2O,,,1L,3,0.09000900090009
241,3,4,0,1,1,1O:1O:2O,:::2O,,,1L,3,0.09000900090009
242,2,3,0,1,2,1O:1O,2O:2O:2O,,,1L:1L,3,0.09000900090009
243,0,4,0,3,2,,::2O:2O,,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
244,2,3,1,1,1,:,::2O,1O1S,,1L,3,0.09000900090009
245,2,3,1,1,1,:,::2O,2O,,1L,3,0.09000900090009
246,2,3,0,1,2,:2O,2O:2O:2O,,,1L:1L,3,0.09000900090009
247,1,3,0,3,2,,:2O:2O,,:::1S:1S:2S:2S:2S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,3,0.09000900090009
248,2,3,0,1,1,:2O,:1O:2O,,,1L,3,0.09000900090009
249,2,3,1,1,1,:1O,:1O:2O,1O,,1L,3,0.09000900090009
250,3,3,1,1,2,:1O:1O,:2O:2O,1O,,1L:1L,3,0.09000900090009
251,3,4,0,1,2,::1O,:1O:2O:2O,,,1L:1L,3,0.09000900090009
252,7,1,0,1,1,::::::1O,2O,,,1L,3,0.09000900090009
253,3,2,0,2,1,::,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,3,0.09000900090009
254,3,4,0,1,1,::1O,::2O:2O,,,1L,3,0.09000900090009
255,2,3,1,1,2,:1O,2O:2O:2O,1O,,1L:1L,2,0.06000600060006
256,5,3,0,1,1,::::,:1O:2O,,,1L,2,0.06000600060006
257,2,3,0,1,1,:,::2O,,,1L,2,0.06000600060006
258,3,3,0,2,1,::,::2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,2,0.06000600060006
259,3,3,0,2,1,::,::2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,2,0.06000600060006
260,0,3,1,1,2,,2O:2O:2O,1O,,1L:1L,2,0.06000600060006
261,2,2,0,2,1,:1O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
262,2,3,0,2,2,:,1O:2O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
263,4,1,0,2,2,1O:1O:1O:1O,2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
264,2,4,0,1,1,:2O,::1O:2O,,,1L,2,0.06000600060006
265,3,4,0,1,1,::,:1O:2O:2O,,,1L,2,0.06000600060006
266,3,2,0,2,2,:1O:1O,2O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
267,3,3,1,1,1,::,::2O,2O1S,,1L,2,0.06000600060006
268,3,3,1,1,2,::1O,:1O:2O,1O,,1L:1L,2,0.06000600060006
269,0,5,0,1,2,,:1O:2O:2O:2O,,,1L:1L,2,0.06000600060006
270,2,3,1,1,2,:1O,1O:2O:2O,,,1L:1L,2,0.06000600060006
271,4,3,1,1,1,::1O:2O,::2O,,,1L,2,0.06000600060006
272,7,1,0,1,1,:::::1O:1O,2O,,,1L,2,0.06000600060006
273,3,3,0,2,1,::,::2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
274,3,3,0,2,1,::,::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
275,2,3,1,1,1,:,::2O,,,1L,2,0.06000600060006
276,2,2,0,1,1,1O:1O,:2O,,,1L,2,0.06000600060006
277,4,1,1,1,1,:::1O,2O,1O,,1L,2,0.06000600060006
278,0,5,1,1,1,,:::1O:2O,1O1S,,1L,2,0.06000600060006
279,6,3,0,1,1,:::::1O,::2O,,,1L,2,0.06000600060006
280,2,3,1,1,1,:,:1O:2O,1O,,1L,2,0.06000600060006
281,2,4,0,1,2,1O:2O,:1O:2O:2O,,,1L:1L,2,0.06000600060006
282,6,3,0,1,1,:::1O:1O:1O,::2O,,,1L,2,0.06000600060006
283,2,3,1,1,1,1O:1O,::1O,1O,,1L,2,0.06000600060006
284,3,3,1,1,1,::1O,:1O:2O,1O,,1L,2,0.06000600060006
285,2,3,0,2,2,1O:1O,:2O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
286,2,3,1,1,2,:,2O:2O:2O,1O,,1L:1L,2,0.06000600060006
287,3,3,1,2,1,::,::2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
288,0,5,0,1,1,,::1O:2O:2O,,,1L,2,0.06000600060006
289,2,4,0,1,1,:1O,:1O:2O:2O,,,1L,2,0.06000600060006
290,0,5,0,1,1,,::1O:1O:2O,,,1L,2,0.06000600060006
291,6,1,0,1,1,:::::2O,2O,,,1L,2,0.06000600060006
292,2,3,0,1,2,:,1O:2O:2O,,,1L:1L,2,0.06000600060006
293,3,2,0,2,1,::,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
294,2,2,1,1,2,:1O,2O:2O,1N3O2S,,1L:1L,2,0.06000600060006
295,2,3,0,1,2,1O:2O,2O:2O:2O,,,1L:1L,2,0.06000600060006
296,2,3,0,1,2,1O:2O,1O:2O:2O,,,1L:1L,2,0.06000600060006
297,3,4,1,1,1,::1O,:::2O,,,1L,2,0.06000600060006
298,4,1,1,2,1,:::1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
299,2,2,1,2,2,1O:1O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
300,2,3,0,1,2,1O:1O,1O:1O:2O,,,1L:1L,2,0.06000600060006
301,3,2,0,2,1,::1O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
302,6,1,0,1,1,:::1O:1O:1O,2O,,,1L,2,0.06000600060006
303,2,2,1,2,2,:1O,2O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
304,2,2,1,2,2,:1O,2O:2O,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
305,3,3,0,2,2,:1O:1O,:2O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
306,0,4,1,1,1,,:::2O,1O,,1L,2,0.06000600060006
307,0,4,0,3,2,,::2O:2O,,:::1S:1S:2S:2S:2S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
308,6,1,0,1,0,:::::1O,,,,,2,0.06000600060006
309,0,4,1,1,1,,::1O:2O,1O,,1L,2,0.06000600060006
310,3,3,0,2,2,1O:1O:1O,::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
311,3,4,0,2,1,:1O:2O,:::,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
312,2,3,0,1,2,:1O,:2O:2O,,,1L:1L,2,0.06000600060006
313,2,2,1,1,2,1O:1O,2O:2O,2O1S,,1L:1L,2,0.06000600060006
314,3,4,0,1,1,::,::2O:2O,,,1L,2,0.06000600060006
315,2,3,0,2,1,:1O,::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
316,3,2,0,2,1,:1O:1O,:,,2S:2S:2S:3S:3S:3S:4S:4S,1L,2,0.06000600060006
317,2,2,0,2,2,:1O,2O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
318,2,3,0,2,1,:,::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
319,2,2,0,2,2,:1O,2O:2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
320,2,4,0,1,1,:1O,:1O:1O:2O,,,1L,2,0.06000600060006
321,0,4,0,1,1,,::2O:2O,,,1L,2,0.06000600060006
322,3,2,1,1,1,::,:2O,2O,,1L,2,0.06000600060006
323,2,2,1,1,1,:,1O:2O,1O,,1L,2,0.06000600060006
324,5,4,0,1,1,::::1O,::1O:2O,,,1L,2,0.06000600060006
325,3,5,0,1,1,::,:::1O:2O,,,1L,2,0.06000600060006
326,5,4,0,1,1,::::1O,:::2O,,,1L,2,0.06000600060006
327,3,4,0,1,1,::2O,:::2O,,,1L,2,0.06000600060006
328,2,2,1,1,1,:1O,:2O,1O,,1L,2,0.06000600060006
329,0,4,1,1,2,,:1O:1O:2O,1O,,1L:1L,2,0.06000600060006
330,3,3,0,2,1,::1O,::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
