,num_dol,num_meim,num_tfsi,num_ps,num_li,atoms_dol,atoms_meim,atoms_tfsi,atoms_ps,atoms_li,count,%
343,2,5,0,2,1,:1O,::::1N,,::1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
344,2,5,0,2,1,:2O,:::1N:1N,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
345,3,4,0,2,2,1O:1O:1O,:1N:1N:1N,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
346,6,1,0,1,1,::1O:1O:1O:1O,1N,,,1L,2,0.06000600060006
347,3,5,0,1,1,:1O:2O,::1N:1N:1N,,,1L,2,0.06000600060006
348,3,5,0,1,0,::,:::1N:2N,,,,2,0.06000600060006
349,2,5,0,1,1,1O:1O,::1N:1N:2N,,,1L,2,0.06000600060006
350,4,1,1,1,1,::1O:1O,1N,,,1L,2,0.06000600060006
351,2,5,1,1,1,:1O,::1N:1N:2N,,,1L,2,0.06000600060006
352,0,8,0,1,1,,:::::1N:1N:1N,,,1L,2,0.06000600060006
353,4,3,0,2,1,:::1O,:1N:1N,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
354,4,2,0,1,0,:::1O,:1N,,,,2,0.06000600060006
355,5,4,0,1,1,::::,:1N:1N:1N,,,1L,2,0.06000600060006
356,2,5,0,1,0,:,::::,,,,2,0.06000600060006
357,3,2,1,1,1,::1O,:1N,1O,,1L,2,0.06000600060006
358,2,5,0,1,0,:1O,::::,,,,2,0.06000600060006
359,6,3,0,1,1,:::::1O,:1N:1N,,,1L,2,0.06000600060006
360,3,4,0,2,1,:1O:1O,:::1N,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
361,1,5,0,1,1,,:1N:1N:1N:2N,,,1L,2,0.06000600060006
362,6,1,0,1,0,::::1O:1O,,,,,2,0.06000600060006
363,1,5,0,1,1,,1N:1N:1N:1N:2N,,,1L,2,0.06000600060006
364,2,5,0,1,1,1O:1O,::::1N,,,1L,2,0.06000600060006
365,3,2,1,1,1,:1O:1O,:1N,1O,,1L,2,0.06000600060006
366,3,2,1,1,1,:1O:1O,:,,,1L,2,0.06000600060006
367,1,5,0,1,1,,1N:1N:1N:1N:1N,,,1L,2,0.06000600060006
368,3,2,1,1,1,:1O:1O,1N:1N,,,1L,2,0.06000600060006
369,5,5,0,1,1,::::1O,:::1N:1N,,,1L,2,0.06000600060006
370,2,5,0,1,1,:,:1N:1N:1N:2N,,,1L,2,0.06000600060006
371,6,0,0,1,0,:::::1O,,,,,2,0.06000600060006
372,3,5,0,1,1,::,:1N:1N:1N:2N,,,1L,2,0.06000600060006
373,1,5,0,1,0,1O,:::1N:2N,,,,2,0.06000600060006
374,5,3,0,1,1,::1O:1O:1O,1N:1N:1N,,,1L,2,0.06000600060006
375,7,1,0,1,0,:::::1O:1O,,,,,2,0.06000600060006
376,3,4,1,1,1,::,:1N:1N:1N,1O1S,,1L,2,0.06000600060006
377,1,7,0,1,1,,:::1N:1N:1N:2N,,,1L,2,0.06000600060006
378,4,5,0,1,0,:1O:1O:1O,::::,,,,2,0.06000600060006
379,3,5,1,1,2,::1O,:1N:1N:1N:1N,1O,,1L:1L,2,0.06000600060006
380,3,4,1,1,2,:1O:1O,1N:1N:1N:1N,1O,,1L:1L,2,0.06000600060006
381,3,4,1,1,1,::,::1N:1N,,,1L,2,0.06000600060006
382,3,6,0,1,0,::,::::1N:1N,,,,2,0.06000600060006
383,4,4,1,1,1,:::1O,::1N:1N,,,1L,2,0.06000600060006
384,4,4,1,1,1,:::,::1N:1N,1O,,1L,2,0.06000600060006
385,3,6,0,1,0,::1O,:::::,,,,2,0.06000600060006
386,2,6,0,1,1,:2O,:::1N:1N:1N,,,1L,2,0.06000600060006
387,3,3,0,2,2,1O:1O:1O,:1N:1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
388,4,4,1,1,1,::1O:2O,::1N:1N,,,1L,2,0.06000600060006
389,3,6,0,1,1,:1O:1O,:::1N:1N:1N,,,1L,2,0.06000600060006
390,3,6,0,1,1,:1O:1O,::::1N:1N,,,1L,2,0.06000600060006
391,1,7,0,1,0,1O,::::::2N,,,,2,0.06000600060006
392,2,3,1,1,1,:1O,:1N:1N,1O1S,,1L,2,0.06000600060006
393,2,3,1,1,1,:1O,::1N,1O,,1L,2,0.06000600060006
394,3,6,0,1,1,::,::1N:1N:1N:1N,,,1L,2,0.06000600060006
395,1,7,0,1,0,,:::::1N:2N,,,,2,0.06000600060006
396,2,4,0,2,1,:1O,::1N:2N,,::1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
397,7,1,0,2,1,:::::1O:1O,1N,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
398,3,5,0,1,2,::1O,:1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
399,3,3,0,2,1,::1O,:1N:1N,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
400,0,6,0,1,0,,::::1N:1N,,,,2,0.06000600060006
401,2,3,1,2,2,1O:1O,:1N:1N,1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
402,3,4,1,1,1,::,:1N:1N:1N,1O,,1L,2,0.06000600060006
403,1,7,0,1,1,,:::1N:1N:1N:1N,,,1L,2,0.06000600060006
404,4,5,0,1,0,:::,::::,,,,2,0.06000600060006
405,0,6,0,1,1,,:1N:1N:1N:1N:2N,,,1L,2,0.06000600060006
406,4,5,0,1,0,:::,::::1N,,,,2,0.06000600060006
407,4,6,0,1,1,:::,:::1N:1N:1N,,,1L,2,0.06000600060006
408,2,6,1,1,2,:,:1N:1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
409,1,8,0,1,1,,::::1N:1N:1N:1N,,,1L,2,0.06000600060006
410,4,5,1,1,1,:::1O,:::1N:1N,,,1L,2,0.06000600060006
411,3,4,1,1,1,::1O,:1N:1N:2N,,,1L,2,0.06000600060006
412,3,4,1,1,2,1O:1O:1O,:1N:1N:1N,,,1L:1L,2,0.06000600060006
413,4,5,0,1,2,::1O:1O,:1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
414,3,5,1,1,1,::,::1N:1N:1N,,,1L,2,0.06000600060006
415,4,5,0,1,1,:::2O,:::1N:1N,,,1L,2,0.06000600060006
416,1,7,1,1,1,,::::1N:1N:1N,1O,,1L,2,0.06000600060006
417,3,5,1,1,1,::,::1N:1N:1N,1O,,1L,2,0.06000600060006
418,2,7,0,1,1,:1O,:::::1N:1N,,,1L,2,0.06000600060006
419,4,2,0,2,2,:1O:1O:1O,1N:1N,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
420,2,7,0,1,2,1O:1O,:::1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
421,2,7,0,1,2,:,:1N:1N:1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
422,4,2,0,2,2,:1O:1O:1O,1N:1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
423,2,3,0,1,1,:1O,1N:1N:1N,,,1L,2,0.06000600060006
424,1,7,0,1,1,1O,::::1N:1N:1N,,,1L,2,0.06000600060006
425,4,2,1,1,1,::1O:1O,:1N,,,1L,2,0.06000600060006
426,4,2,1,1,1,::1O:1O,:1N,1O,,1L,2,0.06000600060006
427,2,6,0,2,1,:,::::1N:1N,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
428,4,5,0,1,0,:::1O,::::1N,,,,2,0.06000600060006
429,4,2,0,2,1,:::1O,:1N,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
430,3,5,1,1,1,::1O,::1N:1N:1N,,,1L,2,0.06000600060006
431,2,3,0,2,1,:1O,:1N:1N,,:1S:1S:2S:2S:2S:2S:3S,1L,2,0.06000600060006
432,0,6,0,1,1,,:1N:1N:1N:1N:1N,,,1L,2,0.06000600060006
433,3,5,0,1,1,1O:1O:1O,:::1N:1N,,,1L,2,0.06000600060006
434,3,2,0,1,0,::2O,:,,,,2,0.06000600060006
435,1,6,1,1,1,1O,::::1N:1N,,,1L,2,0.06000600060006
436,4,4,0,1,2,1O:1O:1O:1O,:1N:1N:1N,,,1L:1L,2,0.06000600060006
437,4,4,0,1,1,:::2O,::1N:1N,,,1L,2,0.06000600060006
438,4,4,0,1,1,:::1O,::1N:2N,,,1L,2,0.06000600060006
439,0,7,0,1,1,,:::1N:1N:1N:1N,,,1L,2,0.06000600060006
440,5,2,0,1,1,:1O:1O:1O:1O,:1N,,,1L,2,0.06000600060006
441,5,2,1,1,1,:::1O:1O,:1N,,,1L,2,0.06000600060006
442,1,6,1,1,1,,::::1N:1N,,,1L,2,0.06000600060006
443,2,4,0,2,1,1O:1O,::1N:1N,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
444,2,4,0,1,1,:1O,1N:1N:1N:1N,,,1L,2,0.06000600060006
445,3,4,0,1,0,::1O,::1N:2N,,,,2,0.06000600060006
446,1,6,1,1,0,,:::::,,,,2,0.06000600060006
447,5,2,0,1,1,:::1O:1O,1N:2N,,,1L,2,0.06000600060006
448,1,6,0,1,2,,1N:1N:1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
449,1,6,0,1,2,1O,::1N:1N:1N:2N,,,1L:1L,2,0.06000600060006
450,1,6,0,1,2,1O,:1N:1N:1N:1N:2N,,,1L:1L,2,0.06000600060006
451,2,4,0,1,1,:2O,:1N:1N:1N,,,1L,2,0.06000600060006
452,5,2,0,2,1,::::1O,:1N,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
453,4,3,0,1,0,::1O:1O,::1N,,,,2,0.06000600060006
454,2,4,0,1,1,:2O,::1N:1N,,,1L,2,0.06000600060006
455,3,7,0,1,1,::,::::1N:1N:1N,,,1L,2,0.06000600060006
456,2,4,0,1,1,1O:2O,:1N:1N:1N,,,1L,2,0.06000600060006
457,1,6,0,1,1,,::::1N:1N,,,1L,2,0.06000600060006
458,4,4,0,1,1,:1O:1O:2O,:::1N,,,1L,2,0.06000600060006
459,4,2,0,2,1,::1O:1O,:1N,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
460,2,4,0,1,0,1O:1O,:::1N,,,,2,0.06000600060006
461,5,2,0,1,0,::1O:1O:1O,:1N,,,,2,0.06000600060006
462,0,6,0,1,1,,::1N:1N:1N:2N,,,1L,2,0.06000600060006
463,0,7,0,1,1,,::::1N:1N:1N,,,1L,2,0.06000600060006
464,5,3,0,1,0,::::,::,,,,2,0.06000600060006
465,3,3,0,1,1,::,:1N:2N,,,1L,2,0.06000600060006
466,4,4,0,1,2,::1O:1O,1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
467,0,6,0,1,1,,:::1N:1N:1N,,,1L,2,0.06000600060006
468,1,6,0,1,1,,::1N:1N:2N:2N,,,1L,2,0.06000600060006
469,2,6,0,1,0,:,::::1N:1N,,,,2,0.06000600060006
470,0,6,0,1,1,,::::1N:1N,,,1L,2,0.06000600060006
471,2,4,0,1,0,:1O,:::1N,,,,2,0.06000600060006
472,5,2,0,1,0,::::1O,:1N,,,,2,0.06000600060006
473,2,4,0,1,2,1O:1O,1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
474,3,4,1,1,2,::1O,1N:1N:1N:1N,2O1S,,1L:1L,1,0.03000300030003
475,4,2,0,2,2,:1O:1O:1O,1N:1N,,1S:1S:1S:2S:3S:4S:4S:5S,1L:1L,1,0.03000300030003
476,3,5,0,1,0,1O:1O:2O,::::,,,,1,0.03000300030003
477,3,5,0,1,0,::1O,:::1N:1N,,,,1,0.03000300030003
478,3,4,1,1,1,::1O,:::1N,2O,,1L,1,0.03000300030003
479,4,2,0,2,1,::1O:1O,:1N,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
480,4,2,0,2,2,:1O:1O:1O,1N:1N,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
481,4,2,0,1,1,:::1O,1N:2N,,,1L,1,0.03000300030003
482,3,5,0,1,0,::1O,::::2N,,,,1,0.03000300030003
483,4,2,0,2,0,:::,:,,1S:1S:1S:2S:2S:2S:3S:3S,,1,0.03000300030003
484,4,2,0,2,1,:::2O,:1N,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
485,3,5,0,1,0,::,::1N:1N:1N,,,,1,0.03000300030003
486,4,2,0,2,1,:1O:1O:1O,:1N,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
487,4,2,0,2,1,::1O:1O,1N:1N,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
488,4,2,0,2,1,:::1O,:1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
489,4,2,0,2,1,:::1O,:1N,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
490,4,2,0,2,1,:::1O,:1N,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
491,3,4,1,1,2,::1O,1N:1N:1N:1N,,,1L:1L,1,0.03000300030003
492,4,2,0,2,1,:::,:1N,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
493,3,5,0,1,0,:1O:1O,::::1N,,,,1,0.03000300030003
494,3,4,1,1,2,:1O:1O,:1N:1N:1N,1O,,1L:1L,1,0.03000300030003
495,4,2,0,2,1,:::,1N:1N,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
496,3,4,1,1,2,::1O,1N:1N:1N:1N,1O,,1L:1L,1,0.03000300030003
497,4,2,0,2,1,::1O:2O,1N:2N,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
498,3,5,0,1,0,:1O:1O,::::,,,,1,0.03000300030003
499,4,2,0,2,1,:::1O,:1N,,2S:3S:3S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
500,4,2,0,2,1,::1O:1O,:1N,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
501,4,2,0,2,1,:::1O,:1N,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
502,3,5,0,1,0,::,:::1N:1N,,,,1,0.03000300030003
503,3,4,1,1,2,:1O:1O,1N:1N:1N:1N,,,1L:1L,1,0.03000300030003
504,4,2,0,1,1,:::1O,:1N,,,1L,1,0.03000300030003
505,4,2,0,2,1,:::1O,:1N,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
506,3,5,0,1,0,::2O,::::2N,,,,1,0.03000300030003
507,3,5,1,1,0,::,::::,,,,1,0.03000300030003
508,3,5,0,1,1,1O:1O:1O,:::1N:2N,,,1L,1,0.03000300030003
509,3,6,1,1,1,::1O,:::1N:1N:1N,1O,,1L,1,0.03000300030003
510,3,5,0,2,1,1O:1O:1O,::::1N,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
511,4,2,0,2,2,:1O:1O:2O,1N:1N,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
512,3,5,0,2,0,::,:::1N:1N,,:1S:1S:1S:2S:2S:2S:2S,,1,0.03000300030003
513,3,5,0,1,2,::1O,::1N:1N:1N,,,1L:1L,1,0.03000300030003
514,3,6,0,1,1,::,::1N:1N:1N:2N,,,1L,1,0.03000300030003
515,3,6,0,1,1,::,::::1N:2N,,,1L,1,0.03000300030003
516,3,6,0,1,1,::1O,:1N:1N:1N:1N:1N,,,1L,1,0.03000300030003
517,3,6,0,1,1,::1O,:::1N:1N:2N,,,1L,1,0.03000300030003
518,3,5,0,1,2,::1O,1N:1N:1N:1N:2N,,,1L:1L,1,0.03000300030003
519,3,6,0,1,2,:1O:1O,::::1N:1N,,,1L:1L,1,0.03000300030003
520,3,6,0,1,2,::,1N:1N:1N:1N:1N:1N,,,1L:1L,1,0.03000300030003
521,3,6,0,1,2,::1O,1N:1N:1N:1N:1N:1N,,,1L:1L,1,0.03000300030003
522,3,6,0,1,2,::1O,:1N:1N:1N:1N:2N,,,1L:1L,1,0.03000300030003
523,3,5,0,1,2,::,1N:1N:1N:1N:1N,,,1L:1L,1,0.03000300030003
524,3,5,0,1,2,:1O:2O,::::1N,,,1L:1L,1,0.03000300030003
525,3,6,0,2,1,::,::::1N:1N,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
526,3,6,0,2,1,::1O,:::1N:1N:1N,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
527,3,5,2,1,1,::,:::1N:1N,1O:1O,,1L,1,0.03000300030003
528,3,5,1,1,2,::1O,:1N:1N:1N:1N,2O1S,,1L:1L,1,0.03000300030003
529,3,5,1,1,2,::,1N:1N:1N:1N:1N,,,1L:1L,1,0.03000300030003
530,3,5,0,2,1,::1O,::::1N,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
531,3,5,1,1,1,:1O:1O,:::1N:1N,,,1L,1,0.03000300030003
532,3,5,1,1,1,:1O:1O,::::1N,1O,,1L,1,0.03000300030003
533,3,5,1,1,1,:1O:2O,:::1N:1N,1O,,1L,1,0.03000300030003
534,3,5,1,1,0,::,::1N:1N:1N,,,,1,0.03000300030003
535,3,5,0,2,2,::1O,:1N:1N:1N:1N,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
536,3,5,0,2,2,::,:1N:1N:1N:1N,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
537,3,5,0,2,1,::1O,::::1N,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
538,3,5,0,2,1,::1O,::::1N,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
539,3,5,1,1,1,::1O,:::1N:1N,1O,,1L,1,0.03000300030003
540,3,5,0,2,1,::1O,:::1N:1N,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
541,3,5,0,2,1,::1O,::1N:1N:1N,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
542,3,5,1,1,1,::,::1N:1N:2N,,,1L,1,0.03000300030003
543,3,5,0,2,1,:1O:1O,::1N:1N:1N,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
544,3,5,0,2,1,1O:1O:1O,::::1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
545,3,5,1,1,1,::,:::1N:1N,1O,,1L,1,0.03000300030003
546,3,5,1,1,1,::,:::1N:1N,2O1S,,1L,1,0.03000300030003
547,3,6,0,2,1,::1O,::::1N:1N,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
548,3,6,1,1,1,::1O,::::1N:1N,,,1L,1,0.03000300030003
549,4,2,0,1,1,:::,1N:1N,,,1L,1,0.03000300030003
550,3,5,0,1,2,:1O:2O,:1N:1N:1N:1N,,,1L:1L,1,0.03000300030003
551,4,1,1,1,0,:::1O,1N,,,,1,0.03000300030003
552,4,1,1,1,1,::2O:2O,1N,,,1L,1,0.03000300030003
553,4,1,1,1,1,:::1O,1N,1O1S,,1L,1,0.03000300030003
554,3,5,0,1,1,::,:::1N:1N,,,1L,1,0.03000300030003
555,4,2,0,1,0,:::1O,:2N,,,,1,0.03000300030003
556,3,5,0,1,1,::,::1N:1N:2N,,,1L,1,0.03000300030003
557,4,2,0,1,0,:::2O,1N:1N,,,,1,0.03000300030003
558,4,2,0,1,0,:::2O,:1N,,,,1,0.03000300030003
559,4,2,0,1,1,:1O:1O:1O,1N:2N,,,1L,1,0.03000300030003
560,3,5,0,1,1,:1O:2O,:::1N:2N,,,1L,1,0.03000300030003
561,3,5,0,1,1,:1O:2O,:::1N:1N,,,1L,1,0.03000300030003
562,4,2,0,1,1,:1O:1O:2O,1N:1N,,,1L,1,0.03000300030003
563,4,2,0,1,1,:1O:1O:2O,:,,,1L,1,0.03000300030003
564,3,5,0,1,1,1O:1O:2O,::::1N,,,1L,1,0.03000300030003
565,4,2,0,1,1,::1O:1O,1N:2N,,,1L,1,0.03000300030003
566,3,5,0,1,1,1O:1O:2O,:::1N:2N,,,1L,1,0.03000300030003
567,4,2,0,1,1,::1O:2O,:,,,1L,1,0.03000300030003
568,4,1,1,1,0,:::,2N,1O,,,1,0.03000300030003
569,4,1,1,1,0,:::,,,,,1,0.03000300030003
570,4,1,0,2,1,:::1O,1N,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
571,3,7,0,1,1,::1O,:::::1N:1N,,,1L,1,0.03000300030003
572,3,5,0,1,2,:1O:1O,:::1N:1N,,,1L:1L,1,0.03000300030003
573,3,5,0,1,2,:1O:1O,::1N:1N:1N,,,1L:1L,1,0.03000300030003
574,3,6,1,1,1,::1O,::::1N:1N,1O,,1L,1,0.03000300030003
575,3,5,0,1,2,1O:1O:1O,:1N:1N:1N:1N,,,1L:1L,1,0.03000300030003
576,3,7,0,1,1,::,::::1N:1N:2N,,,1L,1,0.03000300030003
577,3,5,0,1,2,1O:1O:1O,1N:1N:1N:1N:1N,,,1L:1L,1,0.03000300030003
578,3,5,0,1,1,::2O,:::1N:1N,,,1L,1,0.03000300030003
579,3,5,0,1,1,::2O,::1N:1N:1N,,,1L,1,0.03000300030003
580,4,1,0,2,1,:::1O,1N,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
581,3,7,0,1,1,::1O,::::::1N,,,1L,1,0.03000300030003
582,3,7,0,1,2,::1O,::1N:1N:1N:1N:1N,,,1L:1L,1,0.03000300030003
583,3,8,0,1,1,::,:::::1N:1N:1N,,,1L,1,0.03000300030003
584,4,1,0,1,0,::1O:1O,1N,,,,1,0.03000300030003
585,4,1,0,1,1,1O:1O:1O:1O,1N,,,1L,1,0.03000300030003
586,4,1,0,1,1,:1O:1O:1O,1N,,,1L,1,0.03000300030003
587,4,1,0,1,1,::1O:1O,1N,,,1L,1,0.03000300030003
588,0,4,0,1,0,,:::,,,,1,0.03000300030003
589,4,3,0,2,2,:1O:1O:1O,:1N:1N,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
590,4,2,0,2,2,::1O:1O,1N:1N,,1S:1S:1S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
591,5,2,0,1,0,::::1O,1N:1N,,,,1,0.03000300030003
592,5,2,0,1,0,::::1O,:,,,,1,0.03000300030003
593,5,2,0,1,1,:1O:1O:1O:1O,1N:1N,,,1L,1,0.03000300030003
594,5,2,0,1,1,:1O:1O:1O:2O,:1N,,,1L,1,0.03000300030003
595,5,2,0,1,1,::1O:1O:2O,:1N,,,1L,1,0.03000300030003
596,5,2,0,1,1,:::1O:1O,:2N,,,1L,1,0.03000300030003
597,5,2,0,1,1,:::1O:2O,1N:1N,,,1L,1,0.03000300030003
598,5,2,0,1,1,::::1O,1N:2N,,,1L,1,0.03000300030003
599,5,2,0,1,1,::::1O,:,,,1L,1,0.03000300030003
600,5,2,0,1,2,:1O:1O:1O:2O,1N:1N,,,1L:1L,1,0.03000300030003
601,5,2,0,2,1,:1O:1O:1O:1O,:1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
602,5,2,0,2,1,::1O:1O:2O,:,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
603,5,2,0,2,1,:::1O:1O,:1N,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
604,5,2,0,2,1,:::1O:1O,:1N,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
605,5,2,0,2,1,::::1O,:1N,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
606,5,2,0,2,1,::::1O,:2N,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
607,5,2,0,2,2,:::1O:1O,1N:1N,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
608,5,2,1,1,1,::1O:1O:1O,:1N,1O,,1L,1,0.03000300030003
609,5,2,1,1,1,:::1O:1O,:1N,1O,,1L,1,0.03000300030003
610,5,2,1,1,1,:::1O:2O,:1N,1O,,1L,1,0.03000300030003
611,5,2,1,1,1,::::1O,:1N,1O,,1L,1,0.03000300030003
612,5,3,0,1,0,::::,:1N:1N,,,,1,0.03000300030003
613,5,3,0,1,0,::::1O,:1N:1N,,,,1,0.03000300030003
614,5,3,0,1,1,::1O:1O:1O,:1N:2N,,,1L,1,0.03000300030003
615,5,3,0,1,1,::1O:1O:2O,:1N:1N,,,1L,1,0.03000300030003
616,5,3,0,1,1,:::1O:1O,1N:1N:1N,,,1L,1,0.03000300030003
617,5,3,0,1,1,:::1O:2O,::1N,,,1L,1,0.03000300030003
618,5,3,0,1,2,:::1O:1O,1N:1N:1N,,,1L:1L,1,0.03000300030003
619,5,3,0,2,1,:::1O:1O,::1N,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
620,5,3,1,1,0,::::,::,,,,1,0.03000300030003
621,5,2,0,1,0,::::1O,1N:2N,,,,1,0.03000300030003
622,5,2,0,1,0,:::1O:2O,:,,,,1,0.03000300030003
623,5,3,1,1,0,::::1O,::,,,,1,0.03000300030003
624,5,2,0,1,0,:::1O:1O,:,,,,1,0.03000300030003
625,4,5,0,1,1,:::1O,::1N:1N:2N,,,1L,1,0.03000300030003
626,4,5,0,1,1,:::1O,:::1N:2N,,,1L,1,0.03000300030003
627,4,5,0,1,2,::1O:1O,1N:1N:1N:1N:1N,,,1L:1L,1,0.03000300030003
628,4,5,1,1,0,:::,::::1N,,,,1,0.03000300030003
629,4,5,1,1,0,:::1O,::::,,,,1,0.03000300030003
630,4,5,1,1,1,::1O:1O,:::1N:1N,1O,,1L,1,0.03000300030003
631,4,6,0,1,0,:::,:::::,,,,1,0.03000300030003
632,4,6,0,1,0,:::,:::::1N,,,,1,0.03000300030003
633,4,6,0,1,0,:::1O,:::::1N,,,,1,0.03000300030003
634,4,6,0,1,1,:::,::1N:1N:1N:1N,,,1L,1,0.03000300030003
635,4,6,0,1,1,:::1O,::::1N:1N,,,1L,1,0.03000300030003
636,5,1,0,1,0,::1O:1O:1O,,,,,1,0.03000300030003
637,5,1,0,1,0,::::1O,,,,,1,0.03000300030003
638,5,1,0,1,0,::::1O,1N,,,,1,0.03000300030003
639,5,1,0,1,1,:1O:1O:1O:2O,1N,,,1L,1,0.03000300030003
640,5,1,0,1,1,:::1O:1O,,,,1L,1,0.03000300030003
641,5,1,0,1,1,:::1O:1O,1N,,,1L,1,0.03000300030003
642,5,1,0,1,1,:::1O:2O,1N,,,1L,1,0.03000300030003
643,5,1,0,1,1,::::1O,,,,1L,1,0.03000300030003
644,5,1,0,2,1,:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
645,5,1,0,2,1,::1O:1O:1O,1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
646,5,1,0,2,1,:::1O:1O,1N,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
647,5,1,0,2,1,::::1O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
648,5,1,0,2,1,::::2O,2N,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
649,5,1,1,1,1,::1O:1O:1O,,1O,,1L,1,0.03000300030003
650,5,1,1,1,1,::1O:1O:1O,1N,,,1L,1,0.03000300030003
651,5,1,1,1,1,:::1O:1O,1N,,,1L,1,0.03000300030003
652,5,1,1,1,1,:::1O:1O,1N,1O,,1L,1,0.03000300030003
653,5,1,2,1,1,:::1O:1O,1N,:,,1L,1,0.03000300030003
654,5,3,1,1,0,::::,::1N,,,,1,0.03000300030003
