,num_dol,num_ems,num_tfsi,num_ps,num_li,atoms_dol,atoms_ems,atoms_tfsi,atoms_ps,atoms_li,count,%
538,9,7,0,1,2,:1O:1O:1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
539,7,4,1,2,1,:::::1O:1O,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
540,7,4,2,1,1,::::1O:1O:1O,:1O:1O:1O,:,,1L,1,0.03000300030003
541,9,8,0,1,1,::::::1O:1O:1O,:::::1O:1O:1O,,,1L,1,0.03000300030003
542,8,6,0,1,2,::1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
543,8,6,0,1,2,::1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O1S:1O1S,,,1L:1L,1,0.03000300030003
544,8,6,0,1,2,:1O:1O:1O:1O:1O:1O:2O,1O:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
545,9,7,0,1,2,::1O:1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O:1O1S:1O1S,,,1L:1L,1,0.03000300030003
546,8,6,0,1,2,:1O:1O:1O:1O:1O:1O:2O,1O:1O:1O:1O:1O1S:2O,,,1L:1L,1,0.03000300030003
547,8,6,0,1,2,:1O:1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
548,7,4,1,1,1,:::1O:1O:1O:1O,:1O:1O:1O,,,1L,1,0.03000300030003
549,7,4,0,1,1,::::1O:1O:1O,:1O:1O1S:1S,,,1L,1,0.03000300030003
550,7,4,1,1,0,::::::,:::,,,,1,0.03000300030003
551,7,4,0,1,1,:::1O:1O:1O:2O,1O:1O1S:1O1S:2O,,,1L,1,0.03000300030003
552,7,4,0,1,1,:::1O:1O:1O:2O,1O:1O1S:1O1S:2O1S,,,1L,1,0.03000300030003
553,9,5,0,1,0,::::::::,::::,,,,1,0.03000300030003
554,9,3,0,1,0,:::::::1O:1O,::,,,,1,0.03000300030003
555,9,2,0,1,1,:::::1O:1O:1O:1O,1O:1O,,,1L,1,0.03000300030003
556,8,8,0,1,2,::1O:1O:1O:1O:1O:1O,::1O:1O:1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
557,9,5,0,1,0,::::::::1O,::::,,,,1,0.03000300030003
558,9,5,0,1,1,::::1O:1O:1O:1O:1O,:1O:1O:1O1S:1O1S,,,1L,1,0.03000300030003
559,9,5,0,1,1,::::1O:1O:1O:1O:2O,::1O:1O1S:2O1S,,,1L,1,0.03000300030003
560,9,3,0,1,1,:::::1O:1O:1O:1O,1O:1O:1O1S,,,1L,1,0.03000300030003
561,8,8,0,1,1,:::::1O:1O:1O,:::::1O:1O:1O1S,,,1L,1,0.03000300030003
562,7,4,0,1,1,::::1O:2O:2O,:1O:2O1S:2O1S,,,1L,1,0.03000300030003
563,7,4,0,1,1,:::::1O:1O,::1O:1O,,,1L,1,0.03000300030003
564,7,4,0,1,1,:::::1O:1O,::1O:1O1S,,,1L,1,0.03000300030003
565,7,4,0,1,1,:::::1O:1O,:::1O1S,,,1L,1,0.03000300030003
566,7,4,0,1,2,:1O:1O:1O:1O:1O:1O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
567,8,8,0,1,1,:::1O:1O:1O:1O:2O,:::1O:1O:1O:1O1S:2O1S,,,1L,1,0.03000300030003
568,7,4,0,1,1,::::1O:1O:2O,::1O:1O1S,,,1L,1,0.03000300030003
569,9,3,0,1,1,::::::1O:1O:1O,1O:1O:1O1S,,,1L,1,0.03000300030003
570,7,4,0,2,1,::::::1O,:::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
571,7,4,0,1,1,:::1O:1O:1O:2O,:1O:1O1S:1O1S,,,1L,1,0.03000300030003
572,7,4,0,1,1,:::1O:1O:1O:2O,::1O:1O,,,1L,1,0.03000300030003
573,9,4,0,1,1,:::::1O:1O:1O:1O,:1O:1O:1O1S,,,1L,1,0.03000300030003
574,9,4,0,1,1,::::::1O:1O:1O,:1O:1O:1O1S,,,1L,1,0.03000300030003
575,9,4,0,1,1,::::::1O:1O:1O,::1O:1O,,,1L,1,0.03000300030003
576,7,4,0,1,1,:::1O:1O:1O:2O,:1O:1O:2O,,,1L,1,0.03000300030003
577,7,4,0,1,1,:::1O:1O:1O:2O,:1O:1O:1O1S,,,1L,1,0.03000300030003
578,9,4,0,1,2,:::1O:1O:1O:1O:1O:1O,1O:1O:1O1S:1O1S,,,1L:1L,1,0.03000300030003
579,9,4,0,1,0,::::::::1O,:::1O,,,,1,0.03000300030003
580,9,4,1,1,1,::::::1O:1O:1O,:1O:1O:1O,,,1L,1,0.03000300030003
581,9,4,0,1,0,::::::::1O,:::,,,,1,0.03000300030003
582,7,4,0,1,1,::::1O:1O:1O,:::1O1S,,,1L,1,0.03000300030003
583,7,4,0,1,1,:::1O:1O:1O:2O,1O:1O:1O1S:2O1S,,,1L,1,0.03000300030003
584,7,4,0,1,1,::::1O:1O:2O,:1O:1O1S:2O,,,1L,1,0.03000300030003
585,9,4,0,1,0,::::::::,:::,,,,1,0.03000300030003
586,9,4,0,1,2,:::1O:1O:1O:1O:1O:2O,1O:1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
587,9,4,0,2,1,:::::::1O:1O,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
588,7,4,0,1,2,:1O:1O:1O:1O:2O:2O,1O:1O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
589,9,5,0,1,1,:::::1O:1O:1O:1O,::1O:1O:1O1S,,,1L,1,0.03000300030003
590,7,5,0,1,1,::1O:1O:1O:1O:2O,:1O:1O:1O:2O1S,,,1L,1,0.03000300030003
591,8,7,0,1,2,:1O:1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
592,8,7,0,1,2,::1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O1S:1O1S:1O1S,,,1L:1L,1,0.03000300030003
593,8,7,0,1,2,:1O:1O:1O:1O:1O:2O:2O,:1O:1O:1O:1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
594,7,4,0,2,1,:::::1O:1O,::1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
595,8,7,0,1,2,:1O:1O:1O:1O:1O:1O:2O,:1O:1O:1O:1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
596,7,4,0,2,1,:::::1O:1O,::1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
597,9,6,0,1,1,::::1O:1O:1O:1O:1O,:::1O:1O:1O,,,1L,1,0.03000300030003
598,7,4,0,1,1,:::1O:1O:1O:1O,1O:1O:1O1S:1S,,,1L,1,0.03000300030003
599,7,4,0,2,1,:::::1O:1O,::1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
600,7,4,0,1,2,:1O:1O:1O:1O:2O:2O,1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
601,8,7,0,1,1,::::1O:1O:1O:2O,::::1O:1O:2O1S,,,1L,1,0.03000300030003
602,7,4,0,2,1,:::::1O:1O,::1O:1O1S,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
603,8,7,0,1,1,::::1O:1O:1O:2O,::::1O:1O1S:2O,,,1L,1,0.03000300030003
604,7,4,0,2,1,:::::1O:1O,:::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
605,7,4,0,2,1,:::::1O:2O,::1O:2O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
606,7,4,0,1,1,:::1O:1O:2O:2O,:1O:1O1S:2O1S,,,1L,1,0.03000300030003
607,7,4,0,1,1,::1O:1O:1O:1O:2O,:1O:1O1S:2O1S,,,1L,1,0.03000300030003
608,9,6,0,1,1,:::1O:1O:1O:1O:1O:2O,:1O:1O:1O:1O1S:2O,,,1L,1,0.03000300030003
609,9,5,0,2,1,:::::::1O:1O,:::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
610,8,7,0,1,2,::1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O1S:1O1S,,,1L:1L,1,0.03000300030003
611,9,5,0,1,1,::::::1O:1O:2O,::1O:1O1S:2O1S,,,1L,1,0.03000300030003
612,7,4,0,1,2,::1O:1O:1O:1O:1O,1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
613,8,7,0,1,2,:::1O:1O:1O:1O:1O,::1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
614,7,4,0,1,2,::1O:1O:1O:1O:2O,1O:1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
615,7,4,0,1,3,::1O:1O:1O:2O:2O,1O:1O1S:2O1S:2O1S,,,1L:1L:1L,1,0.03000300030003
616,9,5,0,1,1,::::::1O:1O:1O,::1O:1O:1O1S,,,1L,1,0.03000300030003
617,7,4,0,2,1,::1O:1O:1O:1O:1O,1O:1O:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
618,9,5,0,1,1,::::::1O:1O:1O,:::1O:1O,,,1L,1,0.03000300030003
619,7,4,0,2,1,:::1O:1O:1O:1O,:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
620,7,4,0,2,1,:::1O:1O:1O:1O,:1O:1O:1O,,1S:1S:1S:1S:2S:2S:3S:3S,1L,1,0.03000300030003
621,7,4,0,2,1,:::1O:1O:1O:1O,::1O:1O1S,,1S:1S:1S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
622,8,7,0,1,2,::1O:1O:1O:1O:1O:2O,::1O:1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
623,7,4,0,2,1,::::1O:1O:1O,::1O:1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
624,7,4,0,2,1,::::1O:1O:1O,::1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
625,8,7,0,1,2,::1O:1O:1O:1O:1O:2O,:1O:1O:1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
626,7,4,0,2,1,::::1O:1O:1O,:::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
627,9,6,0,1,1,::::::1O:1O:1O,:::1O:1O:1O,,,1L,1,0.03000300030003
628,7,6,0,1,2,::1O:1O:1O:2O:2O,:1O:1O:1O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
629,7,5,0,1,1,::1O:1O:1O:1O:2O,::1O:1O1S:2O1S,,,1L,1,0.03000300030003
630,8,2,0,1,0,:::::::1O,:1O1S,,,,1,0.03000300030003
631,8,3,0,1,1,::::1O:1O:1O:2O,:1O:2O1S,,,1L,1,0.03000300030003
632,8,3,0,1,1,::::1O:1O:1O:1O,:1O:1O1S,,,1L,1,0.03000300030003
633,8,3,0,1,1,::::1O:1O:1O:1O,:1O:1O,,,1L,1,0.03000300030003
634,8,3,0,1,1,:::1O:1O:1O:1O:1O,1O:1O:1O1S,,,1L,1,0.03000300030003
635,8,3,0,1,0,:::::::1O,::1S,,,,1,0.03000300030003
636,8,3,0,1,0,:::::::1O,::1O,,,,1,0.03000300030003
637,8,3,0,1,0,::::::1O:1O,::,,,,1,0.03000300030003
638,8,2,0,1,1,:::::1O:1O:1O,1O:1O1S,,,1L,1,0.03000300030003
639,8,2,0,1,1,:::1O:1O:1O:1O:1O,1O:1O1S,,,1L,1,0.03000300030003
640,8,2,0,1,0,::::::1O:1O,:,,,,1,0.03000300030003
641,7,6,0,1,1,:::1O:1O:1O:2O,:::1O:1O:2O1S,,,1L,1,0.03000300030003
642,8,1,0,1,0,:::::::,,,,,1,0.03000300030003
643,7,7,1,1,2,:1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
644,7,7,1,1,2,1O:1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O:1O:1O1S,1O,,1L:1L,1,0.03000300030003
645,7,7,1,1,1,::::1O:1O:1O,::::1O:1O:1O1S,,,1L,1,0.03000300030003
646,7,7,0,1,3,:1O:1O:1O:1O:2O:2O,:1O:1O:1O:1O:2O1S:2O1S,,,1L:1L:1L,1,0.03000300030003
647,7,7,0,1,2,:1O:1O:1O:1O:1O:2O,:1O:1O:1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
648,7,6,0,1,1,:::1O:1O:1O:2O,::1O:1O1S:1O1S:2O,,,1L,1,0.03000300030003
649,7,7,0,1,2,:1O:1O:1O:1O:1O:2O,:1O:1O:1O:1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
650,7,7,0,1,2,:1O:1O:1O:1O:1O:2O,:1O:1O:1O:1O:1O1S:2O,,,1L:1L,1,0.03000300030003
651,8,3,0,1,1,:::::1O:1O:1O,::1O,,,1L,1,0.03000300030003
652,7,6,0,1,1,::1O:1O:1O:1O:2O,::1O:1O:1O:2O1S,,,1L,1,0.03000300030003
653,8,3,0,1,1,::::::1O:1O,:1O:1O,,,1L,1,0.03000300030003
654,8,4,0,1,0,::::::1O:1O,:::1O,,,,1,0.03000300030003
655,8,4,0,1,1,::::1O:1O:1O:1O,::1O:1O,,,1L,1,0.03000300030003
656,7,5,1,1,1,:::::1O:1O,:::1O:1O,1O,,1L,1,0.03000300030003
657,8,4,0,1,1,::::1O:1O:1O:1O,:1O:1O1S:1O1S,,,1L,1,0.03000300030003
658,8,4,0,1,1,::::1O:1O:1O:1O,1O:1O:1O:1O1S,,,1L,1,0.03000300030003
659,8,4,0,1,1,:::1O:1O:1O:2O:2O,1O:1O:2O1S:2O1S,,,1L,1,0.03000300030003
660,7,5,1,1,1,:::::1O:1O,:::1O:1O,1O1S,,1L,1,0.03000300030003
661,8,4,0,1,1,:::1O:1O:1O:1O:2O,:1O1S:1O1S:2O1S,,,1L,1,0.03000300030003
662,7,5,1,1,1,:::::1O:2O,:::1O:2O1S,1O,,1L,1,0.03000300030003
663,7,5,1,1,2,:1O:1O:1O:1O:1O:2O,1O:1O:1O:1O1S:2O1S,1O,,1L:1L,1,0.03000300030003
664,8,4,0,1,1,:::1O:1O:1O:1O:1O,:1O:1O1S:1O1S,,,1L,1,0.03000300030003
665,8,4,0,1,1,::1O:1O:1O:1O:1O:1O,:1O:1O:1O1S,,,1L,1,0.03000300030003
666,8,4,0,1,0,:::::::1O,:::1O1S,,,,1,0.03000300030003
667,7,5,1,1,2,:1O:1O:1O:1O:1O:2O,1O:1O:1O:1O:2O1S,1O,,1L:1L,1,0.03000300030003
668,7,5,1,2,1,::::1O:1O:1O,:::1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
669,7,5,1,2,1,:::::1O:1O,:::1O:1O1S,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
670,8,4,0,1,0,:::::::1O,:::1O,,,,1,0.03000300030003
671,7,6,0,1,0,::::::1O,:::::1O1S,,,,1,0.03000300030003
672,7,6,0,1,1,::1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,,,1L,1,0.03000300030003
673,8,4,0,1,0,::::::1O:2O,:::,,,,1,0.03000300030003
674,7,6,0,1,1,:::1O:1O:1O:2O,:::1O:1O:1O,,,1L,1,0.03000300030003
675,7,6,0,1,1,:::1O:1O:2O:2O,::1O:1O:2O1S:2O1S,,,1L,1,0.03000300030003
676,8,6,0,1,0,::::::1O:1O,:::::,,,,1,0.03000300030003
677,7,3,1,1,0,::::::1O,::,,,,1,0.03000300030003
678,7,6,0,1,2,:1O:1O:1O:1O:1O:2O,1O:1O:1O1S:1O1S:1O1S:2O1S,,,1L:1L,1,0.03000300030003
679,7,6,1,1,1,::::1O:1O:1O,:::1O:1O:1O1S,1O,,1L,1,0.03000300030003
680,7,6,1,1,1,::::1O:1O:1O,:::1O:1O:1O1S,,,1L,1,0.03000300030003
681,7,6,1,1,1,:::1O:1O:1O:2O,::1O:1O1S:1O1S:2O1S,,,1L,1,0.03000300030003
682,7,6,0,1,2,:1O:1O:1O:1O:1O:2O,:1O:1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
683,7,6,1,1,1,:::1O:1O:1O:1O,:::1O:1O:1O1S,,,1L,1,0.03000300030003
684,7,6,0,1,2,:1O:1O:1O:1O:2O:2O,1O:1O:1O:1O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
685,7,6,1,1,1,:::1O:1O:1O:1O,::1O:1O:1O1S:1O1S,,,1L,1,0.03000300030003
686,7,6,0,2,1,:::::1O:1O,::::1O:1O1S,,2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
687,7,6,0,2,1,:::::1O:1O,::::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
688,7,6,0,1,1,::::1O:1O:1O,::1O:1O:1O1S:1S,,,1L,1,0.03000300030003
689,7,6,0,2,1,:::::1O:1O,::::1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
690,7,6,0,2,1,::::1O:1O:1O,:::1O:1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
691,7,6,0,1,2,::1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
692,7,6,0,1,3,:1O:1O:1O:1O:2O:2O,1O:1O:1O:1O:2O1S:2O1S,,,1L:1L:1L,1,0.03000300030003
693,7,6,0,1,3,1O:1O:1O:1O:1O:2O:2O,1O:1O:1O:1O1S:2O1S:2O1S,,,1L:1L:1L,1,0.03000300030003
694,7,6,0,1,2,::::1O:1O:2O,:::1O:1O:2O1S,,,1L:1L,1,0.03000300030003
695,7,6,0,1,2,:::1O:1O:1O:2O,::1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
696,7,6,0,1,2,:::1O:1O:1O:2O,::1O:1O1S:1O1S:2O1S,,,1L:1L,1,0.03000300030003
697,7,6,0,1,2,:::1O:1O:1O:1O,::1O:1O:1O1S:1O1S,,,1L:1L,1,0.03000300030003
698,7,6,1,1,2,1O:1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
699,7,6,1,1,2,:1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
700,7,6,1,1,2,:1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O1S,2O,,1L:1L,1,0.03000300030003
701,7,6,0,1,2,:1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O1S:1O1S,,,1L:1L,1,0.03000300030003
702,7,7,0,1,2,:1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O1S:1O1S:1O1S,,,1L:1L,1,0.03000300030003
703,7,6,0,1,1,::::1O:1O:1O,::1O:1O:1O:1S,,,1L,1,0.03000300030003
704,7,6,0,1,1,::::1O:1O:1O,:::1O:1O1S:1O1S,,,1L,1,0.03000300030003
705,7,7,0,1,2,1O:1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
706,7,7,0,1,1,::::1O:1O:2O,::::1O:1O:2O1S,,,1L,1,0.03000300030003
707,7,7,0,1,1,:::1O:1O:1O:2O,:::1O:1O:1O:2O1S,,,1L,1,0.03000300030003
708,7,7,0,1,1,:::1O:1O:1O:1O,:::1O:1O:1O1S:1O1S,,,1L,1,0.03000300030003
709,7,7,0,1,1,::1O:1O:1O:1O:1O,::1O:1O:1O:1O:1O1S,,,1L,1,0.03000300030003
710,7,7,0,1,1,::1O:1O:1O:1O:1O,::1O:1O:1O:1O:1O,,,1L,1,0.03000300030003
711,7,6,0,1,1,::::1O:1O:2O,:::1O:1O1S:2O,,,1L,1,0.03000300030003
712,7,6,0,1,1,::::1O:1O:2O,:::1O:1O:2O,,,1L,1,0.03000300030003
713,7,6,2,1,1,::::1O:1O:1O,:::1O:1O:1O1S,:1O,,1L,1,0.03000300030003
714,7,6,1,2,1,:::::1O:1O,::::1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
715,7,6,0,1,1,::::1O:1O:2O,::::1O:2O1S,,,1L,1,0.03000300030003
716,7,6,1,1,2,:1O:1O:1O:1O:2O:2O,:1O:1O:1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
717,7,6,0,1,1,::::1O:2O:2O,:::1O:2O1S:2O1S,,,1L,1,0.03000300030003
718,7,6,0,1,1,::::2O:2O:2O,:::2O1S:2O1S:2O1S,,,1L,1,0.03000300030003
719,7,6,0,1,2,1O:1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
720,7,6,0,1,2,:1O:1O:1O:1O:1O:1O,1O:1O:1O:1O1S:1O1S:1O1S,,,1L:1L,1,0.03000300030003
721,8,4,0,1,1,::::1O:1O:1O:1O,::1O:1O1S,,,1L,1,0.03000300030003
722,8,4,0,1,1,::::1O:1O:1O:2O,1O:1O:1S:2O1S,,,1L,1,0.03000300030003
723,8,4,0,1,1,::::1O:1O:1O:2O,:1O:1O:2O1S,,,1L,1,0.03000300030003
724,8,5,0,1,1,::::1O:1O:1O:1O,:1O:1O:1O1S:1S,,,1L,1,0.03000300030003
725,7,5,0,1,1,:::1O:1O:2O:2O,::1O:2O1S:2O1S,,,1L,1,0.03000300030003
726,7,5,0,1,1,::::1O:1O:1O,:1O:1O:1O:1S,,,1L,1,0.03000300030003
727,7,5,0,1,1,::::1O:1O:1O,::1O1S:1O1S:1O1S,,,1L,1,0.03000300030003
728,8,5,0,1,1,::::1O:1O:1O:2O,:1O:1O:1O1S:2O1S,,,1L,1,0.03000300030003
729,8,5,0,1,1,::::1O:1O:1O:1O,:::1O:1O,,,1L,1,0.03000300030003
730,7,5,0,1,1,::::1O:1O:2O,::1O:1O1S:2O,,,1L,1,0.03000300030003
731,8,5,0,1,1,::::1O:1O:1O:1O,::1O:1O1S:1O1S,,,1L,1,0.03000300030003
732,8,5,0,1,1,::::1O:1O:1O:1O,:1O:1O:1O:1S,,,1L,1,0.03000300030003
733,8,5,0,1,1,::::1O:1O:1O:1O,:1O:1O:1O:1O,,,1L,1,0.03000300030003
734,7,5,0,1,1,:::::1O:1O,:::1O:1O1S,,,1L,1,0.03000300030003
735,8,4,0,1,1,::::1O:1O:2O:2O,::1O:2O1S,,,1L,1,0.03000300030003
736,7,5,0,1,2,:1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
737,7,5,0,1,2,:1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
738,7,5,0,1,2,:1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
739,7,5,0,1,2,:1O:1O:1O:1O:1O:2O,1O:1O:1O1S:1O1S:2O,,,1L:1L,1,0.03000300030003
740,8,5,0,1,1,:::1O:1O:1O:1O:1O,:::1O:1O1S,,,1L,1,0.03000300030003
741,7,5,0,1,2,:1O:1O:1O:1O:1O:2O,1O:1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
742,8,5,0,1,1,:::1O:1O:1O:1O:1O,:1O:1O:1O:1O1S,,,1L,1,0.03000300030003
743,7,5,0,1,2,:1O:1O:1O:1O:1O:2O,:1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
744,8,5,0,1,0,:::::::1O,::::1O1S,,,,1,0.03000300030003
745,7,5,0,1,1,:::1O:1O:2O:2O,:1O:1O:2O1S:2O1S,,,1L,1,0.03000300030003
746,7,5,0,1,1,:::1O:1O:1O:2O,:::1O:2O1S,,,1L,1,0.03000300030003
747,8,5,0,1,1,::::1O:1O:1O:2O,::1O:1O:1O,,,1L,1,0.03000300030003
748,8,5,0,1,1,::::1O:1O:1O:2O,:::1O:2O1S,,,1L,1,0.03000300030003
749,8,5,1,1,1,:::::1O:1O:2O,::1O:1O1S:2O1S,,,1L,1,0.03000300030003
750,8,5,1,1,1,:::::1O:1O:1O,::1O:1O:1O1S,1O,,1L,1,0.03000300030003
751,8,5,1,1,1,:::::1O:1O:1O,::1O:1O:1O1S,,,1L,1,0.03000300030003
752,8,5,1,1,1,:::::1O:1O:1O,::1O:1O:1O,,,1L,1,0.03000300030003
753,8,5,1,1,1,:::::1O:1O:1O,::1O:1O1S:1O1S,1O,,1L,1,0.03000300030003
754,8,5,0,2,2,:::1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
755,8,5,0,2,1,::::::1O:1O,:::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
756,8,5,0,1,2,:::1O:1O:1O:2O:2O,:1O:1O:2O:2O1S,,,1L:1L,1,0.03000300030003
757,8,5,0,1,2,:::1O:1O:1O:1O:2O,:1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
758,8,5,0,1,2,:::1O:1O:1O:1O:2O,1O:1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
759,8,5,0,1,2,::1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
760,8,5,0,1,1,:::::1O:2O:2O,::1O:2O1S:2O1S,,,1L,1,0.03000300030003
761,7,5,0,1,1,:::1O:1O:1O:1O,:::1O:1O,,,1L,1,0.03000300030003
762,8,5,0,1,1,:::::1O:1O:2O,::1O:1O1S:2O1S,,,1L,1,0.03000300030003
763,8,5,0,1,1,:::::1O:1O:1O,:::1O:1O1S,,,1L,1,0.03000300030003
764,7,5,0,1,1,:::1O:1O:1O:2O,:1O:1O:1O1S:2O1S,,,1L,1,0.03000300030003
765,7,6,0,1,2,::1O:1O:1O:1O:2O,::1O:1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
766,8,5,0,1,1,::::1O:1O:2O:2O,::1O1S:2O:2O,,,1L,1,0.03000300030003
767,7,5,0,1,1,:::1O:1O:1O:2O,::1O:1O:1O1S,,,1L,1,0.03000300030003
768,7,5,0,1,2,:1O:1O:1O:1O:1O:2O,:1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
769,8,5,0,1,0,:::::::1O,::::1O,,,,1,0.03000300030003
770,7,5,0,1,2,::1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
771,8,4,0,1,2,:1O:1O:1O:1O:1O:1O:1O,1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
772,7,5,0,2,2,:1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
773,8,4,0,1,1,:::::1O:1O:2O,:1O:1O1S:2O1S,,,1L,1,0.03000300030003
774,7,5,0,2,2,:1O:1O:1O:1O:2O:2O,1O:1O:1O:1O1S:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
775,7,5,0,2,2,::1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
776,7,5,0,2,2,::1O:1O:1O:1O:2O,1O:1O:1O:1O1S:2O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
777,7,5,0,2,2,::1O:1O:1O:1O:2O,1O:1O:1O:1O:2O1S,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
