,num_dol,num_tfpg,num_tfsi,num_ps,num_li,atoms_dol,atoms_tfpg,atoms_tfsi,atoms_ps,atoms_li,count,%
313,4,1,1,1,1,:1O:1O:1O,,1O,,1L,2,0.06000600060006
314,1,2,0,1,1,1O,1O:2O,,,1L,2,0.06000600060006
315,2,3,1,1,2,:,:2O:2O,1O,,1L:1L,2,0.06000600060006
316,3,1,1,1,2,:1O:1O,2O,2O,,1L:1L,2,0.06000600060006
317,4,2,0,1,1,:1O:1O:1O,:,,,1L,2,0.06000600060006
318,2,3,0,2,2,1O:1O,:2O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
319,6,0,2,1,2,::1O:1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
320,4,1,1,1,1,:1O:1O:2O,1O,1O,,1L,2,0.06000600060006
321,3,1,1,1,2,1O:1O:2O,2O,2O,,1L:1L,2,0.06000600060006
322,3,2,1,1,1,::2O,:2O,1O,,1L,2,0.06000600060006
323,4,1,2,1,2,::1O:1O,2O,1O:1O,,1L:1L,2,0.06000600060006
324,1,1,2,2,2,1O,2O,1O:1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
325,6,1,0,1,1,:::1O:1O:1O,,,,1L,2,0.06000600060006
326,1,1,1,2,2,1O,2O,2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
327,6,1,0,1,1,:::1O:1O:1O,2O,,,1L,2,0.06000600060006
328,3,1,2,1,1,:1O:1O,,:1O,,1L,2,0.06000600060006
329,2,2,1,1,2,:1O,2O:2O,,,1L:1L,2,0.06000600060006
330,2,2,1,1,1,:,:2O,1N1O1S,,1L,2,0.06000600060006
331,3,1,2,1,2,:1O:1O,2O,2O:2O1S,,1L:1L,2,0.06000600060006
332,3,1,2,1,2,:1O:1O,2O,1O:1O,,1L:1L,2,0.06000600060006
333,5,0,2,1,2,1O:1O:1O:1O:1O,,:2O,,1L:1L,2,0.06000600060006
334,3,1,2,1,2,:1O:1O,2O,1N3O2S:1O,,1L:1L,2,0.06000600060006
335,2,1,2,1,2,1O:1O,2O,1O1S:2O1S,,1L:1L,2,0.06000600060006
336,3,2,0,2,1,::,:2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,2,0.06000600060006
337,1,3,1,2,2,1O,:2O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
338,3,4,0,1,1,::,::1O:2O,,,1L,2,0.06000600060006
339,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:2O,,1L:1L,2,0.06000600060006
340,4,0,2,1,2,1O:1O:1O:2O,,1O:3O1S,,1L:1L,2,0.06000600060006
341,3,1,2,1,2,1O:1O:2O,1O,1O:1O,,1L:1L,2,0.06000600060006
342,5,1,2,1,2,1O:1O:1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
343,5,0,1,1,2,1O:1O:1O:1O:1O,,3O1S,,1L:1L,2,0.06000600060006
344,5,0,1,1,2,1O:1O:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
345,2,1,2,2,2,:1O,2O,1O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
346,3,2,0,2,1,::1O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
347,5,0,1,1,1,:1O:1O:1O:1O,,1O,,1L,2,0.06000600060006
348,5,0,0,1,1,:1O:1O:1O:1O,,,,1L,2,0.06000600060006
349,2,1,3,1,2,:1O,2O,1O:1O:1O1S,,1L:1L,2,0.06000600060006
350,4,4,0,1,1,:::1O,:::2O,,,1L,2,0.06000600060006
351,3,2,0,2,1,::1O,:2O,,2S:2S:2S:3S:3S:3S:3S:3S,1L,2,0.06000600060006
352,3,1,2,1,2,1O:1O:1O,2O,1O:2O,,1L:1L,2,0.06000600060006
353,1,3,1,1,1,,::2O,2O1S,,1L,2,0.06000600060006
354,2,2,0,1,1,:2O,:2O,,,1L,2,0.06000600060006
355,3,2,0,2,1,::,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
356,5,0,2,1,2,:1O:1O:1O:1O,,1O:2O,,1L:1L,2,0.06000600060006
357,1,3,0,2,2,1O,:2O:2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
358,5,0,2,1,2,:1O:1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
359,1,5,0,1,1,1O,:::1O:2O,,,1L,2,0.06000600060006
360,1,5,0,1,1,1O,::::2O,,,1L,2,0.06000600060006
361,5,1,1,1,1,::1O:1O:1O,1O,1O,,1L,2,0.06000600060006
362,5,1,1,1,1,:::1O:1O,1O,1O,,1L,2,0.06000600060006
363,3,2,0,1,1,:1O:1O,1O:2O,,,1L,2,0.06000600060006
364,3,2,0,1,1,:1O:1O,1O:1O,,,1L,2,0.06000600060006
365,5,1,0,2,2,::1O:1O:1O,2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
366,1,4,1,1,1,,:::2O,1O,,1L,2,0.06000600060006
367,5,1,1,1,1,::::1O,2O,,,1L,2,0.06000600060006
368,3,2,0,1,1,::2O,:2O,,,1L,2,0.06000600060006
369,2,1,1,2,2,1O:1O,2O,1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
370,3,2,0,1,2,1O:1O:2O,1O:2O,,,1L:1L,2,0.06000600060006
371,2,1,1,2,2,1O:1O,2O,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
372,1,4,0,2,1,,:::2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,2,0.06000600060006
373,5,1,1,1,2,:1O:1O:1O:1O,2O,2O,,1L:1L,2,0.06000600060006
374,1,4,0,1,2,1O,::2O:2O,,,1L:1L,2,0.06000600060006
375,1,4,0,1,1,1O,:::,,,1L,2,0.06000600060006
376,4,0,2,1,2,1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
377,3,1,3,1,2,1O:1O:1O,1O,:1O:1O,,1L:1L,2,0.06000600060006
378,2,1,1,2,2,:1O,2O,1N3O1S,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
379,5,0,3,1,2,:1O:1O:1O:1O,,:1O:1O,,1L:1L,2,0.06000600060006
380,1,4,0,1,1,,::2O:2O,,,1L,2,0.06000600060006
381,2,1,1,2,2,:1O,2O,1O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
382,4,3,0,2,2,:1O:1O:1O,::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
383,1,3,1,1,2,2O,:2O:2O,1O,,1L:1L,2,0.06000600060006
384,3,3,1,1,2,1O:1O:1O,::2O,1O,,1L:1L,2,0.06000600060006
385,5,2,0,1,1,::1O:1O:1O,:2O,,,1L,2,0.06000600060006
386,1,3,0,1,1,2O,::2O,,,1L,2,0.06000600060006
387,3,1,2,1,2,1O:1O:1O,1O,1O:2O1S,,1L:1L,2,0.06000600060006
388,2,2,0,2,1,:,:2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,2,0.06000600060006
389,2,2,0,2,1,:,:2O,,2S:2S:2S:2S:2S:2S:2S:3S,1L,2,0.06000600060006
390,2,2,0,2,2,1O:1O,2O:2O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
391,2,2,0,2,1,:,:2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,2,0.06000600060006
392,2,2,0,2,1,:,:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,2,0.06000600060006
393,4,0,2,1,2,:1O:1O:2O,,2O:2O,,1L:1L,2,0.06000600060006
394,3,1,2,1,2,1O:1O:1O,,1O:2O,,1L:1L,2,0.06000600060006
395,2,2,0,2,2,1O:1O,2O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
396,2,2,0,2,2,1O:1O,1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
397,3,1,2,1,2,1O:1O:1O,,2O:2O,,1L:1L,2,0.06000600060006
398,3,1,2,1,2,1O:1O:1O,,2O:2O1S,,1L:1L,2,0.06000600060006
399,1,3,0,2,1,,::2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,2,0.06000600060006
400,2,2,0,2,2,:1O,2O:2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
401,3,1,2,1,2,1O:1O:1O,1O,1O:1O,,1L:1L,2,0.06000600060006
402,2,2,1,1,1,1O:1O,:,1O,,1L,2,0.06000600060006
403,4,3,0,1,1,:1O:1O:1O,::2O,,,1L,2,0.06000600060006
404,2,2,0,2,2,:1O,2O:2O,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
405,2,2,0,2,1,:,1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
406,2,2,0,2,2,:1O,2O:2O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
407,2,2,1,1,1,1O:1O,:2O,,,1L,2,0.06000600060006
408,2,2,0,2,1,:,:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
409,1,3,0,2,2,1O,:2O:2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
410,5,2,0,1,1,::1O:1O:1O,:,,,1L,2,0.06000600060006
411,3,4,1,1,1,::2O,:::2O,,,1L,1,0.03000300030003
412,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:2O,,1L:1L,1,0.03000300030003
413,4,0,1,1,2,1O:1O:1O:2O,,1N2O2S,,1L:1L,1,0.03000300030003
414,4,0,2,1,2,1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,1,0.03000300030003
415,4,1,1,1,1,:::1O,2O,1O1S,,1L,1,0.03000300030003
416,3,3,1,1,1,1O:1O:1O,::,3O1S,,1L,1,0.03000300030003
417,4,0,2,1,2,1O:1O:1O:1O,,1O1S:2O,,1L:1L,1,0.03000300030003
418,3,3,0,1,1,1O:1O:1O,::1O,,,1L,1,0.03000300030003
419,4,0,1,1,2,1O:1O:1O:2O,,3O1S,,1L:1L,1,0.03000300030003
420,4,1,1,1,1,::1O:2O,2O,,,1L,1,0.03000300030003
421,3,2,2,1,2,1O:1O:1O,:1O,1N4O2S:1O,,1L:1L,1,0.03000300030003
422,4,1,1,1,1,::1O:2O,1O,1O,,1L,1,0.03000300030003
423,4,1,0,1,1,:::1O,,,,1L,1,0.03000300030003
424,4,1,0,1,1,:1O:1O:2O,2O,,,1L,1,0.03000300030003
425,4,0,1,1,1,:1O:1O:2O,,1O,,1L,1,0.03000300030003
426,4,1,1,1,1,::1O:2O,,1O,,1L,1,0.03000300030003
427,3,5,0,1,1,::1O,::::2O,,,1L,1,0.03000300030003
428,4,0,2,1,2,1O:1O:1O:1O,,1N2O2S:1O,,1L:1L,1,0.03000300030003
429,3,4,2,1,1,:1O:1O,:::,:2O,,1L,1,0.03000300030003
430,4,1,1,1,2,1O:1O:1O:1O,,1N3O1S,,1L:1L,1,0.03000300030003
431,3,2,2,1,2,:1O:1O,:2O,1N3O1S:1O,,1L:1L,1,0.03000300030003
432,3,2,2,1,2,1O:1O:1O,:1O,2O:2O1S,,1L:1L,1,0.03000300030003
433,4,1,1,1,2,:1O:1O:1O,2O,1N1O2S,,1L:1L,1,0.03000300030003
434,4,0,0,2,1,:::1O,,,1S:2S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
435,4,1,0,1,1,::1O:1O,1O,,,1L,1,0.03000300030003
436,4,1,1,1,2,1O:1O:1O:2O,2O,2O1S,,1L:1L,1,0.03000300030003
437,3,3,1,1,1,::1O,:1O:2O,,,1L,1,0.03000300030003
438,4,1,1,1,2,1O:1O:1O:2O,2O,,,1L:1L,1,0.03000300030003
439,4,0,1,1,1,::1O:1O,,1O,,1L,1,0.03000300030003
440,4,1,1,1,2,1O:1O:1O:2O,1O,1O,,1L:1L,1,0.03000300030003
441,4,1,1,1,2,:1O:1O:1O,2O,1N2O1S,,1L:1L,1,0.03000300030003
442,3,2,2,1,2,1O:1O:1O,:2O,1O:2O,,1L:1L,1,0.03000300030003
443,4,1,1,1,2,1O:1O:1O:1O,2O,3O1S,,1L:1L,1,0.03000300030003
444,3,2,2,1,2,:1O:1O,:2O,1O:2O,,1L:1L,1,0.03000300030003
445,3,2,2,1,2,:1O:1O,:2O,1O:2O1S,,1L:1L,1,0.03000300030003
446,4,0,1,1,2,1O:1O:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
447,3,2,2,1,2,::1O,2O:2O,:1O,,1L:1L,1,0.03000300030003
448,3,2,2,1,2,::1O,:2O,2O:2O1S,,1L:1L,1,0.03000300030003
449,3,3,0,1,1,:1O:1O,::1O,,,1L,1,0.03000300030003
450,4,0,3,1,2,:1O:1O:1O,,1O:1O:2O,,1L:1L,1,0.03000300030003
451,4,1,1,1,2,1O:1O:1O:1O,1O,1O,,1L:1L,1,0.03000300030003
452,4,1,1,1,2,1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
453,4,1,1,1,2,1O:1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
454,3,2,2,1,2,1O:1O:1O,:2O,1O:1O,,1L:1L,1,0.03000300030003
455,3,3,2,1,1,:1O:2O,::,1O:1O,,1L,1,0.03000300030003
456,4,1,1,1,1,::1O:1O,,3O1S,,1L,1,0.03000300030003
457,4,1,0,1,1,:::2O,1O,,,1L,1,0.03000300030003
458,3,3,0,1,2,:1O:1O,:1O:2O,,,1L:1L,1,0.03000300030003
459,3,3,0,1,2,1O:1O:1O,:1O:2O,,,1L:1L,1,0.03000300030003
460,4,1,0,2,1,:1O:1O:2O,,,1S:2S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
461,4,0,2,1,2,1O:1O:2O:2O,,1O:1O1S,,1L:1L,1,0.03000300030003
462,4,0,2,1,2,:1O:1O:1O,,1N2O1S:3O1S,,1L:1L,1,0.03000300030003
463,3,3,0,2,1,::1O,::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
464,4,1,0,3,2,:1O:1O:2O,2O,,1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
465,4,0,2,1,2,:1O:1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
466,3,4,0,1,1,:1O:1O,:::2O,,,1L,1,0.03000300030003
467,3,3,0,2,1,::1O,::2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
468,4,1,0,2,1,::1O:1O,2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
469,3,3,0,2,1,::,::2O,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
470,4,0,2,1,2,:1O:1O:1O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
471,4,1,0,2,3,:1O:1O:2O,2O,,2S:2S:2S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
472,3,3,0,2,2,:1O:1O,:2O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
473,3,3,0,1,2,:1O:2O,:2O:2O,,,1L:1L,1,0.03000300030003
474,4,1,0,2,3,:1O:1O:1O,2O,,2S:2S:2S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
475,3,3,0,2,1,::,::2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
476,4,0,2,1,2,:1O:1O:1O,,2O:2O,,1L:1L,1,0.03000300030003
477,3,4,0,1,1,:1O:1O,::1O:2O,,,1L,1,0.03000300030003
478,4,1,0,2,2,::1O:1O,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
479,4,0,2,1,2,:1O:1O:1O,,1O1S:3O2S,,1L:1L,1,0.03000300030003
480,4,1,0,2,2,1O:1O:1O:2O,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
481,3,3,0,2,1,:1O:1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
482,3,3,2,1,1,::1O,::,1O:1O,,1L,1,0.03000300030003
483,4,0,2,1,2,:1O:1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
484,4,1,0,2,2,:1O:1O:2O,2O,,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
485,3,4,0,1,1,:1O:2O,:::2O,,,1L,1,0.03000300030003
486,3,3,0,1,1,::2O,::2O,,,1L,1,0.03000300030003
487,4,1,1,1,1,::1O:1O,1O,1O,,1L,1,0.03000300030003
488,4,1,1,1,1,:1O:1O:2O,,1O,,1L,1,0.03000300030003
489,4,0,1,1,1,:1O:1O:1O,,1O,,1L,1,0.03000300030003
490,3,3,0,1,1,:1O:2O,::,,,1L,1,0.03000300030003
491,4,1,0,2,2,:1O:1O:1O,2O,,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
492,4,0,2,1,2,1O:1O:1O:1O,,1O:1O1S,,1L:1L,1,0.03000300030003
493,4,0,2,1,2,1O:1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
494,3,4,1,1,1,::2O,:::1O,,,1L,1,0.03000300030003
495,3,3,1,1,2,1O:1O:1O,::2O,2O1S,,1L:1L,1,0.03000300030003
496,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:1O1S,,1L:1L,1,0.03000300030003
497,3,4,0,2,1,::,:::2O,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
498,3,3,0,1,1,:1O:2O,::2O,,,1L,1,0.03000300030003
499,3,4,0,1,2,:1O:2O,::2O:2O,,,1L:1L,1,0.03000300030003
500,4,0,2,1,2,1O:1O:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
501,4,0,2,1,2,1O:1O:1O:1O,,2O1S:3O1S,,1L:1L,1,0.03000300030003
502,3,3,0,1,1,::2O,:1O:2O,,,1L,1,0.03000300030003
503,4,1,1,1,1,:1O:1O:1O,,2O,,1L,1,0.03000300030003
504,3,4,0,1,2,1O:1O:1O,:::2O,,,1L:1L,1,0.03000300030003
505,4,0,2,1,2,1O:1O:1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
506,3,3,1,1,1,1O:1O:1O,::,,,1L,1,0.03000300030003
507,3,3,0,2,2,:1O:1O,::2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
508,4,0,2,1,2,1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
509,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:1O,,1L:1L,1,0.03000300030003
510,3,4,0,1,1,::1O,::1O:2O,,,1L,1,0.03000300030003
511,4,1,1,1,1,1O:1O:1O:1O,1O,1O,,1L,1,0.03000300030003
512,4,0,4,1,2,:1O:1O:1O,,:1O:1O:1O1S,,1L:1L,1,0.03000300030003
513,4,0,2,1,2,1O:1O:1O:2O,,1O:1O1S,,1L:1L,1,0.03000300030003
514,4,0,2,1,2,1O:1O:1O:2O,,1O:2O,,1L:1L,1,0.03000300030003
515,0,2,1,1,2,,2O:2O,1N1O,,1L:1L,1,0.03000300030003
516,4,2,1,1,1,:1O:1O:1O,:1O,1O,,1L,1,0.03000300030003
517,4,1,1,1,2,:1O:1O:2O,2O,2O,,1L:1L,1,0.03000300030003
518,5,2,0,1,2,1O:1O:1O:1O:1O,:2O,,,1L:1L,1,0.03000300030003
519,5,1,1,1,2,:1O:1O:1O:1O,2O,3O2S,,1L:1L,1,0.03000300030003
520,5,1,1,1,2,::1O:1O:1O,1O,1O,,1L:1L,1,0.03000300030003
521,5,1,1,1,2,::1O:1O:1O,1O,2O,,1L:1L,1,0.03000300030003
522,5,1,1,1,2,::1O:1O:1O,1O,2O1S,,1L:1L,1,0.03000300030003
523,5,1,1,1,2,::1O:1O:1O,2O,1N2O2S,,1L:1L,1,0.03000300030003
524,5,1,1,1,2,::1O:1O:1O,2O,1O1S,,1L:1L,1,0.03000300030003
525,5,1,1,1,2,::1O:1O:1O,2O,2O1S,,1L:1L,1,0.03000300030003
526,5,1,1,1,2,::1O:1O:2O,1O,1O,,1L:1L,1,0.03000300030003
527,5,1,1,1,2,::1O:1O:2O,2O,1N3O1S,,1L:1L,1,0.03000300030003
528,5,1,1,1,2,::1O:1O:2O,2O,1O,,1L:1L,1,0.03000300030003
529,5,1,1,1,2,::1O:1O:2O,2O,2O,,1L:1L,1,0.03000300030003
530,5,1,1,2,2,:::1O:1O,2O,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
531,5,1,2,1,1,:::1O:1O,,1O:1O,,1L,1,0.03000300030003
532,5,1,2,1,1,:::1O:1O,,1O:1O1S,,1L,1,0.03000300030003
533,5,1,2,1,2,1O:1O:1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
534,5,1,2,1,2,:1O:1O:1O:1O,,1O:1O1S,,1L:1L,1,0.03000300030003
535,5,1,2,1,2,:1O:1O:1O:1O,1O,1O1S:2O1S,,1L:1L,1,0.03000300030003
536,5,1,2,1,2,:1O:1O:1O:1O,1O,1O:1O,,1L:1L,1,0.03000300030003
537,5,1,2,1,2,:1O:1O:1O:2O,,:2O1S,,1L:1L,1,0.03000300030003
538,5,1,2,1,2,::1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
539,5,1,2,1,2,::1O:1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
540,5,1,2,1,2,::1O:1O:1O,1O,1O:3O1S,,1L:1L,1,0.03000300030003
541,5,1,2,1,2,::1O:1O:1O,1O,:3O1S,,1L:1L,1,0.03000300030003
542,5,2,0,1,1,:1O:1O:1O:1O,:2O,,,1L,1,0.03000300030003
543,5,2,0,1,1,::1O:1O:1O,:1O,,,1L,1,0.03000300030003
544,5,2,0,1,1,::1O:2O:2O,:,,,1L,1,0.03000300030003
545,5,2,0,1,1,::::1O,:,,,1L,1,0.03000300030003
546,5,1,1,1,2,:1O:1O:1O:1O,2O,2O1S,,1L:1L,1,0.03000300030003
547,5,1,1,1,2,:1O:1O:1O:1O,2O,,,1L:1L,1,0.03000300030003
548,5,1,1,1,2,1O:1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
549,5,1,0,2,2,:1O:1O:1O:1O,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
550,5,0,2,1,2,:1O:1O:1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
551,5,0,2,1,2,:1O:1O:1O:1O,,2O1S:2O1S,,1L:1L,1,0.03000300030003
552,5,0,2,1,2,::1O:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
553,5,0,3,1,2,::1O:1O:1O,,1O:1O:1O,,1L:1L,1,0.03000300030003
554,5,1,0,1,1,:1O:1O:1O:1O,1O,,,1L,1,0.03000300030003
555,5,1,0,1,1,:1O:1O:1O:1O,2O,,,1L,1,0.03000300030003
556,5,1,0,1,1,::1O:1O:2O,,,,1L,1,0.03000300030003
557,5,1,0,1,1,:::1O:1O,1O,,,1L,1,0.03000300030003
558,5,1,0,1,2,1O:1O:1O:1O:1O,2O,,,1L:1L,1,0.03000300030003
559,5,1,0,1,2,1O:1O:1O:1O:2O,2O,,,1L:1L,1,0.03000300030003
560,5,1,0,1,2,:1O:1O:1O:2O,2O,,,1L:1L,1,0.03000300030003
561,5,1,0,2,1,:::1O:1O,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
562,5,1,0,2,2,:1O:1O:1O:1O,2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
563,5,1,1,1,2,1O:1O:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
564,5,1,0,2,2,::1O:1O:2O,2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
565,5,1,0,2,2,:::1O:1O,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
566,5,1,1,1,1,:1O:1O:1O:1O,1O,1O,,1L,1,0.03000300030003
567,5,1,1,1,1,::1O:1O:1O,,1N1O,,1L,1,0.03000300030003
568,5,1,1,1,1,::1O:1O:1O,,2O1S,,1L,1,0.03000300030003
569,5,1,1,1,1,::1O:1O:2O,,1O,,1L,1,0.03000300030003
570,5,1,1,1,1,::1O:1O:2O,,2O2S,,1L,1,0.03000300030003
571,5,1,1,1,1,:::1O:1O,,1O1S,,1L,1,0.03000300030003
572,5,1,1,1,1,:::1O:1O,1O,3O1S,,1L,1,0.03000300030003
573,5,1,1,1,1,:::1O:1O,2O,,,1L,1,0.03000300030003
574,5,1,1,1,2,1O:1O:1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
575,5,1,1,1,2,1O:1O:1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
576,5,2,0,1,1,::::2O,:2O,,,1L,1,0.03000300030003
577,5,2,0,1,2,:1O:1O:1O:1O,:2O,,,1L:1L,1,0.03000300030003
578,5,0,2,1,2,:1O:1O:1O:1O,,1O1S:2O,,1L:1L,1,0.03000300030003
579,5,2,0,2,1,::::,:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
580,6,1,0,1,1,:::1O:1O:1O,1O,,,1L,1,0.03000300030003
581,6,1,0,1,1,::::1O:1O,,,,1L,1,0.03000300030003
582,6,1,0,2,2,:::1O:1O:1O,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
583,6,1,1,1,1,:1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
584,6,1,1,1,1,::1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
585,6,1,1,1,1,:::1O:1O:2O,2O,1O,,1L,1,0.03000300030003
586,6,1,1,1,1,:::1O:2O:2O,,1O,,1L,1,0.03000300030003
587,6,1,1,1,1,::::1O:1O,,1O,,1L,1,0.03000300030003
588,6,1,1,1,2,1O:1O:1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
589,6,1,1,1,2,:1O:1O:1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
590,6,1,1,1,2,:1O:1O:1O:1O:1O,1O,1O,,1L:1L,1,0.03000300030003
591,6,1,1,1,2,:1O:1O:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
592,6,1,1,1,2,::1O:1O:1O:1O,2O,2O1S,,1L:1L,1,0.03000300030003
593,6,2,0,1,1,::1O:1O:1O:1O,:2O,,,1L,1,0.03000300030003
594,6,2,0,1,1,::::1O:2O,:2O,,,1L,1,0.03000300030003
595,7,0,0,1,1,::::1O:1O:1O,,,,1L,1,0.03000300030003
596,7,0,1,1,1,::::1O:1O:1O,,1O,,1L,1,0.03000300030003
597,7,0,1,1,1,::::1O:1O:1O,,2O1S,,1L,1,0.03000300030003
598,7,0,1,1,1,:::::1O:1O,,2O,,1L,1,0.03000300030003
599,7,0,1,1,2,:1O:1O:1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
600,7,0,1,1,2,:1O:1O:1O:1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
601,7,0,1,1,2,:1O:1O:1O:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
602,7,0,1,1,2,:1O:1O:1O:1O:1O:2O,,1O1S,,1L:1L,1,0.03000300030003
603,7,0,1,1,2,::1O:1O:1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
