,num_dol,num_tfpg,num_tfsi,num_ps,num_li,atoms_dol,atoms_tfpg,atoms_tfsi,atoms_ps,atoms_li,count,%
604,7,0,1,1,2,:::1O:1O:1O:1O,,3O2S,,1L:1L,1,0.03000300030003
605,7,1,0,1,1,:::::1O:1O,2O,,,1L,1,0.03000300030003
606,7,1,0,1,1,::::::1O,2O,,,1L,1,0.03000300030003
607,6,1,0,1,1,:1O:1O:1O:1O:2O,,,,1L,1,0.03000300030003
608,6,1,0,1,1,:1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
609,6,0,2,1,2,::1O:1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
610,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,1N2O2S,,1L:1L,1,0.03000300030003
611,5,2,0,2,2,:1O:1O:1O:1O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
612,5,2,1,1,1,:1O:1O:1O:1O,:,1O,,1L,1,0.03000300030003
613,5,2,1,1,1,::::1O,:2O,,,1L,1,0.03000300030003
614,5,2,1,1,2,::1O:1O:2O,:1O,1O,,1L:1L,1,0.03000300030003
615,5,2,2,1,2,:1O:1O:1O:1O,:,1O:1O,,1L:1L,1,0.03000300030003
616,5,3,0,1,1,1O:1O:1O:1O:1O,::,,,1L,1,0.03000300030003
617,5,3,0,1,1,::1O:1O:1O,::2O,,,1L,1,0.03000300030003
618,5,3,0,1,1,:::1O:1O,::,,,1L,1,0.03000300030003
619,5,3,0,1,1,:::1O:1O,::2O,,,1L,1,0.03000300030003
620,5,3,0,1,1,::::1O,:1O:2O,,,1L,1,0.03000300030003
621,5,3,1,1,1,:1O:1O:1O:1O,::,,,1L,1,0.03000300030003
622,5,3,1,1,1,:::1O:1O,::,1O,,1L,1,0.03000300030003
623,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
624,6,0,2,1,2,::1O:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
625,6,0,1,1,2,1O:1O:1O:1O:2O:2O,,1O,,1L:1L,1,0.03000300030003
626,6,0,1,1,2,:1O:1O:1O:1O:1O,,1N2O2S,,1L:1L,1,0.03000300030003
627,6,0,1,1,2,:1O:1O:1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
628,6,0,1,1,2,:1O:1O:1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
629,6,0,1,1,2,:1O:1O:1O:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
630,6,0,1,1,2,:1O:1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
631,6,0,1,1,2,:1O:1O:1O:2O:2O,,1O,,1L:1L,1,0.03000300030003
632,6,0,1,1,2,::1O:1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
633,6,0,1,1,2,::1O:1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
634,6,0,2,1,1,::::1O:1O,,1O:2O,,1L,1,0.03000300030003
635,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
636,6,0,2,1,2,:1O:1O:1O:1O:1O,,:2O,,1L:1L,1,0.03000300030003
637,5,0,2,1,2,:1O:1O:1O:1O,,1O:1O1S,,1L:1L,1,0.03000300030003
638,5,0,2,1,2,1O:1O:1O:1O:2O,,:2O,,1L:1L,1,0.03000300030003
639,4,1,1,1,2,:1O:1O:2O,2O,2O1S,,1L:1L,1,0.03000300030003
640,4,2,0,2,1,:::1O,:2O,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
641,4,1,2,1,2,:1O:1O:1O,1O,1O1S:2O2S,,1L:1L,1,0.03000300030003
642,4,1,2,1,2,:1O:1O:1O,1O,1O:1O,,1L:1L,1,0.03000300030003
643,4,1,2,1,2,:1O:1O:1O,1O,2O1S:3O1S,,1L:1L,1,0.03000300030003
644,4,1,2,1,2,:1O:1O:1O,1O,2O:2O1S,,1L:1L,1,0.03000300030003
645,4,1,2,1,2,:1O:1O:1O,2O,:2O2S,,1L:1L,1,0.03000300030003
646,4,1,2,1,2,:1O:1O:2O,1O,1O:1O1S,,1L:1L,1,0.03000300030003
647,4,1,2,1,2,::1O:1O,2O,1O:2O,,1L:1L,1,0.03000300030003
648,4,1,2,1,2,::1O:1O,2O,1O:2O1S,,1L:1L,1,0.03000300030003
649,4,1,3,1,2,1O:1O:1O:1O,1O,:1O:1O,,1L:1L,1,0.03000300030003
650,4,1,3,1,2,:1O:1O:1O,1O,:1O:1O,,1L:1L,1,0.03000300030003
651,4,2,0,1,1,:1O:1O:1O,1O:2O,,,1L,1,0.03000300030003
652,4,2,0,1,1,:1O:1O:1O,:1O,,,1L,1,0.03000300030003
653,4,2,0,1,1,:1O:1O:2O,:,,,1L,1,0.03000300030003
654,4,2,0,1,1,:1O:1O:2O,:1O,,,1L,1,0.03000300030003
655,4,2,0,1,1,::1O:1O,:1O,,,1L,1,0.03000300030003
656,4,2,0,1,1,::1O:2O,:1O,,,1L,1,0.03000300030003
657,4,2,0,1,1,:::1O,:,,,1L,1,0.03000300030003
658,4,2,0,1,1,:::1O,:1O,,,1L,1,0.03000300030003
659,4,2,0,1,2,1O:1O:1O:2O,:2O,,,1L:1L,1,0.03000300030003
660,4,2,0,1,2,:1O:1O:1O,:,,,1L:1L,1,0.03000300030003
661,4,2,0,1,2,:1O:1O:2O,1O:2O,,,1L:1L,1,0.03000300030003
662,4,2,0,1,2,:1O:1O:2O,2O:2O,,,1L:1L,1,0.03000300030003
663,4,2,0,2,1,::1O:1O,:,,1S:2S:2S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
664,4,2,0,2,1,::1O:1O,:,,2S:3S:3S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
665,4,2,0,2,1,:::,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
666,4,2,0,2,1,:::,:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
667,4,2,0,2,1,:::1O,:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
668,4,1,2,1,2,:1O:1O:1O,1O,1N1O1S:1O1S,,1L:1L,1,0.03000300030003
669,4,1,2,1,2,:1O:1O:1O,1O,1N1O1S:1O,,1L:1L,1,0.03000300030003
670,4,1,2,1,2,:1O:1O:1O,,2O:2O,,1L:1L,1,0.03000300030003
671,4,1,2,1,1,:::1O,,1O:3O1S,,1L,1,0.03000300030003
672,4,1,1,1,2,::1O:1O,2O,2O,,1L:1L,1,0.03000300030003
673,4,1,1,2,2,:1O:1O:1O,2O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
674,4,1,1,2,2,:1O:1O:1O,2O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
675,4,1,1,2,2,:1O:1O:2O,2O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
676,4,1,1,2,2,::1O:1O,2O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
677,4,1,1,2,2,::1O:1O,2O,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
678,4,1,1,2,2,::1O:1O,2O,1O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
679,4,1,1,2,2,::1O:2O,2O,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
680,4,1,1,2,2,:::1O,2O,2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
681,4,1,2,1,1,:1O:1O:1O,,1O:1O,,1L,1,0.03000300030003
682,4,1,2,1,1,::1O:1O,,1O:1O,,1L,1,0.03000300030003
683,4,1,2,1,1,::1O:1O,,:1O,,1L,1,0.03000300030003
684,4,1,2,1,2,1O:1O:1O:1O,,1N2O1S:1O,,1L:1L,1,0.03000300030003
685,4,1,2,1,2,:1O:1O:1O,,2O1S:2O1S,,1L:1L,1,0.03000300030003
686,4,1,2,1,2,1O:1O:1O:1O,,2O1S:2O2S,,1L:1L,1,0.03000300030003
687,4,1,2,1,2,1O:1O:1O:1O,1O,1N3O1S:1O,,1L:1L,1,0.03000300030003
688,4,1,2,1,2,1O:1O:1O:1O,1O,1O:1O,,1L:1L,1,0.03000300030003
689,4,1,2,1,2,1O:1O:1O:1O,1O,1O:2O,,1L:1L,1,0.03000300030003
690,4,1,2,1,2,1O:1O:1O:1O,1O,1O:2O1S,,1L:1L,1,0.03000300030003
691,4,1,2,1,2,1O:1O:1O:1O,1O,:2O,,1L:1L,1,0.03000300030003
692,4,1,2,1,2,1O:1O:1O:1O,1O,:2O1S,,1L:1L,1,0.03000300030003
693,4,1,2,1,2,1O:1O:1O:1O,1O,:3O1S,,1L:1L,1,0.03000300030003
694,4,1,2,1,2,1O:1O:1O:1O,2O,1O:1O,,1L:1L,1,0.03000300030003
695,4,1,2,1,2,1O:1O:1O:2O,,1O:1O1S,,1L:1L,1,0.03000300030003
696,4,1,2,1,2,1O:1O:1O:2O,,1O:2O1S,,1L:1L,1,0.03000300030003
697,4,1,2,1,2,1O:1O:1O:2O,1O,1O:1O,,1L:1L,1,0.03000300030003
698,4,2,0,2,1,:::1O,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
699,4,2,0,2,1,:::1O,:2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
700,5,0,2,1,2,1O:1O:1O:1O:2O,,:1O,,1L:1L,1,0.03000300030003
701,4,2,0,2,2,1O:1O:1O:1O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
702,4,3,0,1,1,:::1O,:1O:2O,,,1L,1,0.03000300030003
703,4,3,0,1,1,:::1O,::1O,,,1L,1,0.03000300030003
704,4,3,0,1,1,:::2O,::,,,1L,1,0.03000300030003
705,4,3,0,1,2,:1O:1O:1O,:1O:2O,,,1L:1L,1,0.03000300030003
706,4,3,0,1,2,::1O:1O,:2O:2O,,,1L:1L,1,0.03000300030003
707,4,3,0,2,1,:1O:1O:1O,::,,1S:2S:2S:2S:3S:3S:4S:4S,1L,1,0.03000300030003
708,4,3,0,2,1,:1O:1O:1O,::,,2S:3S:3S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
709,4,3,0,2,1,:::1O,::2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
710,4,3,0,2,1,:::2O,::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
711,4,3,1,1,1,1O:1O:1O:1O,::,,,1L,1,0.03000300030003
712,4,3,1,1,1,:::,::2O,,,1L,1,0.03000300030003
713,4,3,1,1,1,:::,::2O,1O,,1L,1,0.03000300030003
714,4,4,0,1,1,::1O:1O,:::2O,,,1L,1,0.03000300030003
715,4,5,0,1,1,::1O:1O,::::1O,,,1L,1,0.03000300030003
716,5,0,0,2,2,::::1O,,,1S:2S:3S:3S:4S:4S:4S:5S,1L:1L,1,0.03000300030003
717,5,0,1,1,2,1O:1O:1O:1O:2O,,2O1S,,1L:1L,1,0.03000300030003
718,5,0,1,1,2,1O:1O:1O:2O:2O,,1O,,1L:1L,1,0.03000300030003
719,5,0,1,1,2,:1O:1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
720,5,0,1,1,2,:1O:1O:1O:2O,,1N4O2S,,1L:1L,1,0.03000300030003
721,5,0,1,1,2,:1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
722,5,0,2,1,1,::::1O,,:2O,,1L,1,0.03000300030003
723,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
724,5,0,2,1,2,1O:1O:1O:1O:1O,,2O1S:2O1S,,1L:1L,1,0.03000300030003
725,5,0,2,1,2,1O:1O:1O:1O:1O,,:2O1S,,1L:1L,1,0.03000300030003
726,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:1O,,1L:1L,1,0.03000300030003
727,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:1O1S,,1L:1L,1,0.03000300030003
728,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:2O,,1L:1L,1,0.03000300030003
729,4,3,0,1,1,::1O:2O,::,,,1L,1,0.03000300030003
730,4,3,0,1,1,::1O:1O,::1O,,,1L,1,0.03000300030003
731,4,3,0,1,1,:1O:1O:2O,::2O,,,1L,1,0.03000300030003
732,4,2,1,1,2,1O:1O:1O:1O,:,2O,,1L:1L,1,0.03000300030003
733,4,2,0,2,2,::1O:1O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
734,3,2,2,1,1,::1O,:1O,1O:1O1S,,1L,1,0.03000300030003
735,4,2,1,1,1,:1O:1O:2O,:,1O,,1L,1,0.03000300030003
736,4,2,1,1,1,::1O:1O,:,,,1L,1,0.03000300030003
737,4,2,1,1,1,::1O:1O,:,1N3O2S,,1L,1,0.03000300030003
738,4,2,1,1,1,::1O:1O,:1O,1O,,1L,1,0.03000300030003
739,4,2,1,1,1,::1O:1O,:1O,2O1S,,1L,1,0.03000300030003
740,4,2,1,1,1,::1O:1O,:2O,1O,,1L,1,0.03000300030003
741,4,2,1,1,1,:::,:2O,1O,,1L,1,0.03000300030003
742,4,2,1,1,1,:::1O,1O:2O,,,1L,1,0.03000300030003
743,4,2,1,1,1,:::2O,:2O,,,1L,1,0.03000300030003
744,4,2,1,1,1,:::2O,:2O,1O,,1L,1,0.03000300030003
745,4,2,1,1,2,1O:1O:1O:1O,:2O,1O1S,,1L:1L,1,0.03000300030003
746,4,2,2,1,2,::1O:1O,:2O,1O:2O1S,,1L:1L,1,0.03000300030003
747,4,2,1,1,2,1O:1O:1O:2O,:2O,1O,,1L:1L,1,0.03000300030003
748,4,2,1,1,2,:1O:1O:1O,:1O,1O,,1L:1L,1,0.03000300030003
749,4,2,1,1,2,:1O:1O:1O,:2O,2O1S,,1L:1L,1,0.03000300030003
750,4,2,1,1,2,:1O:1O:2O,:1O,1O,,1L:1L,1,0.03000300030003
751,4,2,1,1,2,:1O:1O:2O,:2O,2O1S,,1L:1L,1,0.03000300030003
752,4,2,1,1,2,::1O:1O,2O:2O,3O1S,,1L:1L,1,0.03000300030003
753,4,2,1,1,2,:::1O,2O:2O,1O,,1L:1L,1,0.03000300030003
754,4,2,1,2,2,:1O:1O:1O,:,1O,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
755,4,2,2,1,1,::1O:1O,:,1O:2O,,1L,1,0.03000300030003
756,4,2,2,1,1,::1O:1O,:2O,:1O,,1L,1,0.03000300030003
757,4,2,2,1,2,:1O:1O:1O,:,2O:2O,,1L:1L,1,0.03000300030003
758,4,2,2,1,2,::1O:1O,:1O,1N3O2S:1O,,1L:1L,1,0.03000300030003
759,3,2,2,1,2,1O:1O:1O,:,2O1S:2O1S,,1L:1L,1,0.03000300030003
760,3,1,2,1,2,:1O:1O,1O,1N3O2S:1O,,1L:1L,1,0.03000300030003
761,3,2,2,1,1,::1O,:,1O:2O,,1L,1,0.03000300030003
762,2,1,2,1,2,1O:1O,2O,1N1O1S:2O1S,,1L:1L,1,0.03000300030003
763,2,1,1,2,2,:1O,2O,1O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
764,2,1,1,2,2,:1O,2O,2O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
765,2,1,1,2,2,:1O,2O,2O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
766,2,1,1,2,2,:1O,2O,2O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
767,2,1,1,2,2,:1O,2O,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
768,2,1,1,2,2,:1O,2O,2O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
769,2,1,1,2,2,:1O,2O,3O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
770,2,1,1,2,2,:1O,2O,3O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
771,2,1,1,2,2,:2O,2O,1N3O2S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
772,2,1,1,2,2,:2O,2O,1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
773,2,1,2,1,1,:1O,,1O1S:2O1S,,1L,1,0.03000300030003
774,2,1,2,1,2,1O:1O,2O,1N1O1S:1O,,1L:1L,1,0.03000300030003
775,2,1,2,1,2,1O:1O,2O,1N1O1S:2O,,1L:1L,1,0.03000300030003
776,2,1,2,1,2,1O:1O,2O,1N2O2S:1O,,1L:1L,1,0.03000300030003
777,2,1,2,2,2,1O:1O,2O,:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
778,2,1,2,1,2,1O:1O,2O,1O1S:2O,,1L:1L,1,0.03000300030003
779,2,1,2,1,2,1O:1O,2O,1O:1O1S,,1L:1L,1,0.03000300030003
780,2,1,2,1,2,1O:1O,2O,2O1S:3O2S,,1L:1L,1,0.03000300030003
781,2,1,2,1,2,1O:1O,2O,2O:2O1S,,1L:1L,1,0.03000300030003
782,2,1,2,1,2,1O:1O,2O,2O:3O1S,,1L:1L,1,0.03000300030003
783,2,1,2,1,2,1O:1O,2O,2O:3O2S,,1L:1L,1,0.03000300030003
784,2,1,2,1,2,1O:1O,2O,:1O1S,,1L:1L,1,0.03000300030003
785,2,1,2,1,2,1O:1O,2O,:2O,,1L:1L,1,0.03000300030003
786,2,1,2,1,2,:1O,2O,1O:1O,,1L:1L,1,0.03000300030003
787,2,1,2,1,2,:1O,2O,1O:2O1S,,1L:1L,1,0.03000300030003
788,2,1,2,1,2,:2O,2O,1O:3O1S,,1L:1L,1,0.03000300030003
789,2,1,2,2,2,1O:1O,1O,1O:2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
790,2,1,2,2,2,1O:1O,2O,1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
791,2,1,1,2,2,:1O,2O,1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
792,2,1,1,2,2,:1O,2O,1O,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
793,2,1,1,2,2,:1O,2O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
794,2,1,1,2,2,:1O,2O,1N4O2S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
795,1,4,1,2,1,,:::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
796,1,4,2,1,1,1O,:::2O,:1O,,1L,1,0.03000300030003
797,1,5,0,1,1,,::1O:1O:2O,,,1L,1,0.03000300030003
798,1,5,0,1,1,1O,::1O:1O:2O,,,1L,1,0.03000300030003
799,1,5,1,1,1,1O,::::2O,,,1L,1,0.03000300030003
800,1,6,0,1,1,,::::1O:2O,,,1L,1,0.03000300030003
801,2,1,0,1,1,1O:1O,,,,1L,1,0.03000300030003
802,2,1,0,1,1,1O:2O,2O,,,1L,1,0.03000300030003
803,2,1,0,2,1,:,2O,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
804,2,1,0,2,1,:2O,2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
805,2,1,0,2,2,1O:1O,2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
806,2,1,1,1,2,1O:1O,2O,2O1S,,1L:1L,1,0.03000300030003
807,2,1,1,1,2,1O:2O,2O,2O,,1L:1L,1,0.03000300030003
808,2,1,1,2,1,:1O,2O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
809,2,1,1,2,2,1O:1O,2O,1N1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
810,2,1,1,2,2,1O:1O,2O,1O,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
811,2,1,1,2,2,1O:1O,2O,1O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
812,2,1,1,2,2,1O:1O,2O,1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
813,2,1,1,2,2,1O:1O,2O,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
814,2,1,1,2,2,1O:1O,2O,2O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
815,2,1,1,2,2,1O:1O,2O,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
816,2,1,1,2,2,1O:1O,2O,2O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
817,2,1,1,2,2,1O:1O,2O,3O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
818,2,1,1,2,2,1O:2O,2O,1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
819,2,1,1,2,2,1O:2O,2O,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
820,2,1,1,2,2,:1O,2O,1N1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
821,2,1,1,2,2,:1O,2O,1N2O2S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
822,2,1,2,2,2,1O:1O,2O,1O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
823,2,1,2,2,2,1O:1O,2O,:2O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
824,1,4,1,1,1,1O,:::,,,1L,1,0.03000300030003
825,2,2,1,1,2,:1O,:,,,1L:1L,1,0.03000300030003
826,2,2,1,1,1,:1O,:,3O1S,,1L,1,0.03000300030003
827,2,2,1,1,1,:1O,:1O,2O1S,,1L,1,0.03000300030003
828,2,2,1,1,1,:1O,:2O,1N1O1S,,1L,1,0.03000300030003
829,2,2,1,1,2,1O:1O,2O:2O,1O1S,,1L:1L,1,0.03000300030003
830,2,2,1,1,2,1O:1O,:2O,1N3O2S,,1L:1L,1,0.03000300030003
831,2,2,1,1,2,1O:1O,:2O,2O,,1L:1L,1,0.03000300030003
832,2,2,1,1,2,1O:1O,:2O,2O1S,,1L:1L,1,0.03000300030003
833,2,2,1,1,2,1O:2O,:2O,1O,,1L:1L,1,0.03000300030003
834,2,2,1,1,2,1O:2O,:2O,1O1S,,1L:1L,1,0.03000300030003
835,2,2,1,1,2,:1O,1O:2O,2O1S,,1L:1L,1,0.03000300030003
836,2,2,1,1,2,:1O,2O:2O,1N1O1S,,1L:1L,1,0.03000300030003
837,2,2,1,1,2,:1O,2O:2O,1O1S,,1L:1L,1,0.03000300030003
838,2,2,1,1,2,:1O,2O:2O,2O1S,,1L:1L,1,0.03000300030003
839,2,2,1,2,1,:,:2O,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
840,2,1,2,2,2,:1O,2O,:2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
841,2,2,1,2,1,:,:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
842,2,2,1,2,2,1O:1O,1O:2O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
843,2,2,1,2,2,1O:1O,:2O,1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
844,2,2,1,2,2,1O:1O,:2O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
845,2,2,1,2,2,1O:1O,:2O,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
846,2,2,1,2,2,1O:2O,:2O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
847,2,2,1,2,2,1O:2O,:2O,1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
848,2,2,1,2,2,:1O,1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
849,2,2,1,2,2,:1O,:2O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
850,2,2,1,2,2,:1O,:2O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
851,2,2,1,2,2,:1O,:2O,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
852,2,2,1,2,3,1O:1O,:2O,3O1S,:::1S:1S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
853,2,2,2,1,1,:,:2O,:1O,,1L,1,0.03000300030003
854,2,2,1,1,1,:1O,:,,,1L,1,0.03000300030003
855,2,2,1,1,1,:1O,1O:2O,1O,,1L,1,0.03000300030003
856,2,2,1,1,1,:1O,1O:2O,,,1L,1,0.03000300030003
857,2,2,1,1,1,:,:2O,2O1S,,1L,1,0.03000300030003
858,2,1,3,1,2,1O:1O,2O,1O:1O:2O,,1L:1L,1,0.03000300030003
859,2,1,3,1,2,:1O,1O,1O1S:2O:2O1S,,1L:1L,1,0.03000300030003
860,2,1,3,1,2,:1O,2O,1O:1O:1O,,1L:1L,1,0.03000300030003
861,2,2,0,1,1,1O:1O,1O:2O,,,1L,1,0.03000300030003
862,2,2,0,1,1,1O:1O,:,,,1L,1,0.03000300030003
863,2,2,0,1,1,1O:2O,:2O,,,1L,1,0.03000300030003
864,2,2,0,1,1,:,1O:2O,,,1L,1,0.03000300030003
865,2,2,0,1,1,:,:2O,,,1L,1,0.03000300030003
866,2,2,0,1,1,:2O,1O:2O,,,1L,1,0.03000300030003
867,2,2,0,1,2,1O:1O,1O:2O,,,1L:1L,1,0.03000300030003
868,2,2,0,1,2,1O:2O,1O:2O,,,1L:1L,1,0.03000300030003
869,2,2,0,2,1,:,1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
870,2,2,0,2,1,:,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
871,2,2,0,2,1,:,:2O,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
872,2,2,0,2,1,:,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
873,2,2,0,2,1,:1O,1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
874,2,2,0,2,1,:1O,1O:2O,,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
875,2,2,0,2,1,:1O,:2O,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
876,2,2,0,2,1,:1O,:2O,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
877,2,2,0,2,1,:1O,:2O,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
878,2,2,0,2,1,:2O,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
879,2,2,0,2,2,1O:1O,2O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
880,2,2,0,2,2,1O:1O,2O:2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
881,2,2,0,2,2,1O:1O,:2O,,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
882,2,2,1,1,1,:,1O:2O,1O,,1L,1,0.03000300030003
883,2,2,1,1,1,:,1O:2O,2O1S,,1L,1,0.03000300030003
