,num_dol,num_dmf,num_tfsi,num_ps,num_li,atoms_dol,atoms_dmf,atoms_tfsi,atoms_ps,atoms_li,count,%
627,6,3,0,1,1,:::1O:1O:1O,::,,,1L,1,0.03000300030003
628,3,5,0,1,0,::1O,::::,,,,1,0.03000300030003
629,3,4,1,1,1,::1O,1N:1N:1N1O:1O,1O,,1L,1,0.03000300030003
630,3,4,1,1,1,::,:1O:1O:1O,1O,,1L,1,0.03000300030003
631,3,4,1,1,1,::,:1O:1O:1O,,,1L,1,0.03000300030003
632,6,2,1,1,1,::1O:1O:1O:1O,:,,,1L,1,0.03000300030003
633,6,2,0,2,1,::::1O:1O,:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
634,3,4,1,1,1,::,:1N:1O:1O,1O1S,,1L,1,0.03000300030003
635,3,5,0,1,0,::1O,::::1N1O,,,,1,0.03000300030003
636,3,5,0,1,1,1O:1O:1O,::1N:1O:1O,,,1L,1,0.03000300030003
637,3,4,1,1,1,::,:1N1O:1O:1O,,,1L,1,0.03000300030003
638,6,1,0,2,1,:::::1O,1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
639,3,5,0,1,1,::,::1N:1O:1O,,,1L,1,0.03000300030003
640,6,1,0,2,1,::::1O:2O,1N1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
641,6,1,0,2,1,::::1O:1O,1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
642,6,0,0,2,1,:::1O:1O:2O,,,1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
643,3,4,0,1,2,::1O,:1N1O:1O:1O,,,1L:1L,1,0.03000300030003
644,6,0,0,1,1,::1O:1O:1O:1O,,,,1L,1,0.03000300030003
645,3,5,0,1,2,:1O:2O,1N:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
646,3,5,0,1,2,:1O:2O,:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
647,3,5,0,1,2,::,1N1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
648,3,4,0,1,2,:1O:2O,::1O:1O,,,1L:1L,1,0.03000300030003
649,3,5,0,1,2,::,1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
650,6,0,0,1,1,1O:1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
651,3,5,0,1,2,::2O,1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
652,3,4,0,1,2,:1O:2O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
653,3,5,0,2,1,1O:1O:1O,::::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
654,3,5,0,2,1,:1O:1O,::1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
655,3,5,0,2,1,:1O:1O,::::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
656,3,4,0,1,2,:1O:2O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
657,3,4,1,1,1,::1O,:::1O,1O,,1L,1,0.03000300030003
658,3,4,0,1,2,:1O:2O,1N1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
659,3,5,0,2,1,::,::::1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
660,3,5,0,2,1,::1O,::::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
661,3,5,0,2,2,:1O:1O,::1N1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
662,3,5,0,2,2,:1O:1O,:::1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
663,3,5,0,2,2,::1O,:1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
664,3,5,0,2,2,::1O,:1O:1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
665,6,3,0,1,2,::1O:1O:1O:2O,1O:1O:1O,,,1L:1L,1,0.03000300030003
666,6,3,0,2,1,::::1O:1O,::,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
667,3,4,0,1,2,:1O:1O,1N1O:1N1O:1O:1O,,,1L:1L,1,0.03000300030003
668,3,5,1,1,1,:1O:1O,:1N:1O:1O:1O,1O,,1L,1,0.03000300030003
669,6,0,0,2,1,::::1O:1O,,,2S:2S:3S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
670,3,4,0,2,1,:1O:2O,:::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
671,3,5,0,1,2,1O:1O:1O,1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
672,6,1,0,1,0,:::::,,,,,1,0.03000300030003
673,3,5,0,1,1,::1O,:1N1O:1N1O:1O:1O,,,1L,1,0.03000300030003
674,3,4,0,2,2,:1O:1O,1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
675,6,1,0,1,1,::::1O:1O,1O,,,1L,1,0.03000300030003
676,3,5,0,1,1,::1O,:1O:1O:1O:1O,,,1L,1,0.03000300030003
677,3,5,0,1,1,::1O,::1N1O:1N1O:1O,,,1L,1,0.03000300030003
678,3,4,0,2,1,::1O,:::1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
679,3,5,0,1,1,::1O,::1N:1N1O:1N1O,,,1L,1,0.03000300030003
680,6,3,0,1,1,:::::1O,::1O,,,1L,1,0.03000300030003
681,6,1,0,1,1,::1O:1O:1O:2O,1N1O,,,1L,1,0.03000300030003
682,6,1,0,1,1,:1O:1O:1O:1O:1O,1O,,,1L,1,0.03000300030003
683,6,1,0,1,1,:1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
684,3,4,0,2,1,::1O,:::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
685,3,4,0,2,1,::1O,::1N:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
686,3,5,0,1,1,::2O,:::1O:1O,,,1L,1,0.03000300030003
687,3,5,0,1,1,::1O,::::1O,,,1L,1,0.03000300030003
688,3,4,0,2,1,::1O,::1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
689,3,4,0,2,1,::1O,::1N:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
690,3,5,0,1,1,::2O,:1N1O:1O:1O:1O,,,1L,1,0.03000300030003
691,3,5,0,1,1,::2O,:1O:1O:1O:1O,,,1L,1,0.03000300030003
692,3,5,0,1,1,::2O,::1N:1N1O:1O,,,1L,1,0.03000300030003
693,6,3,0,1,1,:::::2O,:1O:1O,,,1L,1,0.03000300030003
694,3,5,0,1,1,::2O,::1N:1O:1O,,,1L,1,0.03000300030003
695,3,4,0,2,1,::1O,::1N1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
696,3,4,0,2,1,::1O,:1N:1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
697,3,4,0,2,1,::,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
698,3,4,0,2,1,::,:1N:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
699,3,5,0,2,1,::,:::1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
700,5,1,0,1,1,::1O:1O:1O,1N1O,,,1L,1,0.03000300030003
701,4,1,0,2,1,:1O:1O:1O,,,1S:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
702,4,4,0,1,1,::1O:2O,::1O:1O,,,1L,1,0.03000300030003
703,4,4,0,1,1,::1O:2O,:1O:1O:1O,,,1L,1,0.03000300030003
704,5,2,0,1,0,::::2O,:1N1O,,,,1,0.03000300030003
705,5,2,0,1,1,:1O:1O:1O:1O,1N:1O,,,1L,1,0.03000300030003
706,4,4,0,1,1,::1O:1O,::1N:1O,,,1L,1,0.03000300030003
707,5,2,0,1,1,:1O:1O:1O:1O,:,,,1L,1,0.03000300030003
708,5,2,0,1,1,:1O:1O:1O:1O,:1N1O,,,1L,1,0.03000300030003
709,5,2,0,1,1,:1O:1O:1O:2O,:1N,,,1L,1,0.03000300030003
710,5,2,0,1,1,::1O:1O:1O,1N1O:1O,,,1L,1,0.03000300030003
711,4,4,0,1,1,::1O:1O,1N1O:1O:1O:1O,,,1L,1,0.03000300030003
712,4,4,0,1,1,:1O:1O:2O,:::1O,,,1L,1,0.03000300030003
713,4,4,0,1,1,:1O:1O:2O,::1O:1O,,,1L,1,0.03000300030003
714,5,2,0,1,1,::1O:1O:1O,:1N,,,1L,1,0.03000300030003
715,4,4,0,1,1,:1O:1O:1O,:1O:1O:1O,,,1L,1,0.03000300030003
716,4,4,0,1,1,:1O:1O:1O,:1N1O:1O:1O,,,1L,1,0.03000300030003
717,4,4,0,1,1,1O:1O:1O:1O,:::1O,,,1L,1,0.03000300030003
718,4,4,0,1,1,::1O:2O,::1N:1O,,,1L,1,0.03000300030003
719,5,2,0,1,0,:::1O:2O,:1N1O,,,,1,0.03000300030003
720,4,4,0,1,0,:::1O,:::1O,,,,1,0.03000300030003
721,4,4,0,1,1,:::,1N1O:1O:1O:1O,,,1L,1,0.03000300030003
722,4,4,0,1,1,:::1O,::1N:1O,,,1L,1,0.03000300030003
723,4,4,0,1,1,:::1O,::1N1O:1O,,,1L,1,0.03000300030003
724,5,1,0,3,2,:::1O:2O,1O,,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
725,5,1,1,1,1,::1O:1O:1O,1O,,,1L,1,0.03000300030003
726,5,1,1,1,1,::1O:1O:1O,1O,2O1S,,1L,1,0.03000300030003
727,4,4,0,1,1,:::1O,1O:1O:1O:1O,,,1L,1,0.03000300030003
728,4,4,0,1,1,:::1O,1N:1O:1O:1O,,,1L,1,0.03000300030003
729,4,4,0,1,1,:::1O,1N:1N:1O:1O,,,1L,1,0.03000300030003
730,4,4,0,1,1,:::1O,1N:1N1O:1O:1O,,,1L,1,0.03000300030003
731,4,4,0,1,1,:::1O,1N1O:1O:1O:1O,,,1L,1,0.03000300030003
732,4,4,0,1,1,:::,::1N1O:1O,,,1L,1,0.03000300030003
733,5,1,1,1,1,::::1O,1N1O,1O1S,,1L,1,0.03000300030003
734,5,2,0,1,0,:::1O:1O,:1O,,,,1,0.03000300030003
735,4,4,0,1,1,:::,:1N1O:1N1O:1O,,,1L,1,0.03000300030003
736,4,4,0,1,1,:::,1N:1N1O:1O:1O,,,1L,1,0.03000300030003
737,4,4,0,1,1,1O:1O:1O:1O,:::1N1O,,,1L,1,0.03000300030003
738,4,4,0,1,0,:::1O,:::1N1O,,,,1,0.03000300030003
739,4,4,0,1,1,:::2O,::1O:1O,,,1L,1,0.03000300030003
740,5,2,0,1,1,:::2O:2O,1O:1O,,,1L,1,0.03000300030003
741,5,2,0,1,1,::::1O,:1N1O,,,1L,1,0.03000300030003
742,5,2,0,1,2,::1O:1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
743,4,3,1,1,1,:::1O,:1N1O:1O,,,1L,1,0.03000300030003
744,4,3,1,1,1,:::1O,1N1O:1O:1O,,,1L,1,0.03000300030003
745,5,2,0,1,2,:::1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
746,5,2,0,2,1,:1O:1O:1O:1O,:1N,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
747,4,3,1,1,1,:::,:1O:1O,1O1S,,1L,1,0.03000300030003
748,4,3,1,1,1,:::,:1N:1O,1O,,1L,1,0.03000300030003
749,4,3,1,1,1,:::,:1N1O:1O,1O,,1L,1,0.03000300030003
750,4,3,1,1,1,::1O:2O,:1O:1O,1O,,1L,1,0.03000300030003
751,4,3,1,1,1,::1O:1O,:1O:1O,1N3O1S,,1L,1,0.03000300030003
752,5,2,0,2,1,::1O:1O:1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
753,4,3,1,1,1,::1O:1O,:1N:1O,,,1L,1,0.03000300030003
754,4,3,1,1,1,::1O:1O,1N1O:1O:1O,,,1L,1,0.03000300030003
755,4,3,1,1,1,:1O:1O:2O,::1O,1O,,1L,1,0.03000300030003
756,4,3,1,1,1,:::1O,:1O:1O,1O,,1L,1,0.03000300030003
757,4,3,1,1,1,:::1O,::1N1O,1O,,1L,1,0.03000300030003
758,4,4,0,1,0,:::1O,:::1N,,,,1,0.03000300030003
759,4,3,1,1,1,:::1O,::1O,1O,,1L,1,0.03000300030003
760,5,2,0,1,1,::1O:1O:2O,1N:1O,,,1L,1,0.03000300030003
761,5,2,0,1,1,::1O:1O:2O,1O:1O,,,1L,1,0.03000300030003
762,5,2,0,1,1,::1O:1O:2O,:,,,1L,1,0.03000300030003
763,5,2,0,1,1,::1O:1O:2O,:1O,,,1L,1,0.03000300030003
764,5,2,0,1,1,:::1O:1O,1N:1O,,,1L,1,0.03000300030003
765,4,4,0,1,0,:::,:::1N1O,,,,1,0.03000300030003
766,4,4,0,1,0,:::,:::1N,,,,1,0.03000300030003
767,4,4,0,1,0,::1O:1O,::1O:1O,,,,1,0.03000300030003
768,4,3,1,2,1,:::1O,::,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
769,4,3,1,1,2,:::1O,:1N1O:1O,1O,,1L:1L,1,0.03000300030003
770,4,3,1,1,2,::1O:1O,1O:1O:1O,1O,,1L:1L,1,0.03000300030003
771,4,3,1,1,2,:1O:1O:2O,1O:1O:1O,1O,,1L:1L,1,0.03000300030003
772,4,3,1,1,2,1O:1O:1O:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
773,4,3,1,1,1,:::2O,:1O:1O,,,1L,1,0.03000300030003
774,4,3,1,1,1,:::1O,::1O,2O,,1L,1,0.03000300030003
775,5,1,0,3,2,::1O:1O:2O,1O,,1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
776,4,4,0,1,2,1O:1O:1O:1O,1N1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
777,5,4,0,1,0,::::,:::1O,,,,1,0.03000300030003
778,4,5,0,1,2,:1O:1O:1O,:1N1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
779,4,5,0,1,1,:::2O,::1N:1O:1O,,,1L,1,0.03000300030003
780,4,5,0,1,1,:::1O,:::1N1O:1O,,,1L,1,0.03000300030003
781,4,5,0,1,1,:::1O,::1O:1O:1O,,,1L,1,0.03000300030003
782,5,1,0,1,1,::1O:1O:2O,1O,,,1L,1,0.03000300030003
783,4,5,0,1,1,:::1O,::1N1O:1O:1O,,,1L,1,0.03000300030003
784,4,5,0,1,1,:::1O,:1O:1O:1O:1O,,,1L,1,0.03000300030003
785,5,1,0,2,1,:1O:1O:1O:1O,1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
786,4,5,0,1,1,:::1O,:1N:1N1O:1O:1O,,,1L,1,0.03000300030003
787,4,5,0,1,1,:::1O,1N:1O:1O:1O:1O,,,1L,1,0.03000300030003
788,4,5,0,1,1,:::,::1N1O:1O:1O,,,1L,1,0.03000300030003
789,4,5,0,1,1,:::,:1N1O:1N1O:1O:1O,,,1L,1,0.03000300030003
790,4,5,0,1,1,::1O:2O,::::1O,,,1L,1,0.03000300030003
791,4,5,0,1,1,::1O:2O,:::1O:1O,,,1L,1,0.03000300030003
792,5,1,0,2,1,::1O:1O:1O,1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
793,5,1,0,2,1,:::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
794,4,5,0,1,1,:::2O,::1O:1O:1O,,,1L,1,0.03000300030003
795,4,5,0,1,2,::1O:2O,:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
796,4,5,0,1,1,::1O:1O,:::1N1O:1O,,,1L,1,0.03000300030003
797,4,5,0,1,2,:::1O,1N1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
798,5,1,0,1,1,:1O:1O:1O:2O,,,,1L,1,0.03000300030003
799,5,1,0,1,1,:1O:1O:1O:1O,,,,1L,1,0.03000300030003
800,5,1,0,1,0,::::1O,,,,,1,0.03000300030003
801,5,0,0,2,1,::::1O,,,3S:4S:5S:5S:5S:5S:5S:5S,1L,1,0.03000300030003
802,5,0,0,1,1,::1O:1O:1O,,,,1L,1,0.03000300030003
803,4,6,0,1,2,:::1O,1N1O:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
804,4,6,0,1,2,::1O:1O,:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
805,4,6,0,1,1,:::1O,::::1O:1O,,,1L,1,0.03000300030003
806,4,6,0,1,1,:::1O,:::1O:1O:1O,,,1L,1,0.03000300030003
807,4,6,0,1,1,:::1O,:::1N:1N1O:1O,,,1L,1,0.03000300030003
808,4,6,0,1,1,:::,:1O:1O:1O:1O:1O,,,1L,1,0.03000300030003
809,4,6,0,1,0,:::1O,:::::1O,,,,1,0.03000300030003
810,4,6,0,1,0,:::1O,:::::1N,,,,1,0.03000300030003
811,4,5,1,1,1,:::,:::1O:1O,2O,,1L,1,0.03000300030003
812,4,5,1,1,1,:1O:1O:1O,:::1O:1O,2O1S,,1L,1,0.03000300030003
813,4,5,0,1,1,::1O:1O,:::1N:1O,,,1L,1,0.03000300030003
814,5,1,0,2,1,:::1O:1O,1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
815,4,4,0,1,2,1O:1O:1O:1O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
816,4,4,1,1,1,::1O:1O,:::1O,1O,,1L,1,0.03000300030003
817,4,4,1,1,1,:1O:1O:1O,::1O:1O,,,1L,1,0.03000300030003
818,4,4,1,1,0,:::1O,::1N1O:1O,,,,1,0.03000300030003
819,4,4,0,2,2,::1O:1O,:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
820,4,4,0,2,1,:::2O,:::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
821,4,4,0,2,1,:::1O,:::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
822,4,4,0,2,1,:::1O,:::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
823,4,4,0,2,1,:::1O,:::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
824,4,4,0,2,1,:::1O,::1N:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
825,4,4,0,2,1,::1O:2O,:::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
826,4,4,0,2,1,::1O:1O,:::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
827,4,4,0,2,1,::1O:1O,::1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
828,4,4,0,1,2,::1O:1O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
829,4,4,0,1,2,::1O:1O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
830,5,1,0,2,2,:::1O:1O,1O,,3S:4S:4S:4S:5S:5S:5S:5S,1L:1L,1,0.03000300030003
831,5,1,0,3,2,:1O:1O:1O:1O,1O,,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
832,4,4,1,1,1,::1O:1O,::1N1O:1O,1O,,1L,1,0.03000300030003
833,4,4,1,1,1,:::,:1N1O:1O:1O,1O,,1L,1,0.03000300030003
834,4,5,0,1,1,::1O:1O,::1O:1O:1O,,,1L,1,0.03000300030003
835,4,4,1,1,1,:::,:1O:1O:1O,,,1L,1,0.03000300030003
836,5,1,0,2,1,:::1O:2O,1N,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
837,4,5,0,1,1,::1O:1O,:1O:1O:1O:1O,,,1L,1,0.03000300030003
838,4,5,0,1,1,:1O:1O:1O,:::1N1O:1O,,,1L,1,0.03000300030003
839,5,1,0,2,1,::::,1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
840,4,5,0,1,1,:1O:1O:1O,:1O:1O:1O:1O,,,1L,1,0.03000300030003
841,4,5,0,1,0,:::1O,::::,,,,1,0.03000300030003
842,4,4,1,1,2,::1O:1O,:1O:1O:1O,2O1S,,1L:1L,1,0.03000300030003
843,4,4,1,1,2,::1O:1O,1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
844,4,4,1,1,2,:1O:1O:1O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
845,5,1,0,2,2,::1O:1O:1O,1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
846,4,4,1,1,1,:::1O,::1O:1O,2O1S,,1L,1,0.03000300030003
847,4,4,1,1,1,:::1O,::1O:1O,1O,,1L,1,0.03000300030003
848,4,4,1,1,1,:::1O,::1O:1O,,,1L,1,0.03000300030003
849,4,4,1,1,1,:::1O,:1N:1N1O:1O,,,1L,1,0.03000300030003
850,4,4,1,1,1,:::,:::1N1O,1O,,1L,1,0.03000300030003
851,4,3,1,1,1,:1O:1O:1O,::1O,2O1S,,1L,1,0.03000300030003
852,4,3,1,1,1,:1O:1O:1O,::1O,2O,,1L,1,0.03000300030003
853,4,3,1,1,1,:1O:1O:1O,::1O,1O,,1L,1,0.03000300030003
854,4,2,0,2,1,:::1O,:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
855,4,2,0,2,1,:::1O,:1N1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
856,4,2,0,2,1,:::1O,1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
857,4,2,0,2,1,::1O:1O,:1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
858,4,2,0,2,1,::1O:1O,:,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
859,4,2,0,2,1,::1O:1O,1N:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
860,4,2,0,2,1,::1O:1O,1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
861,5,3,0,2,1,:::1O:1O,:1N1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
862,4,2,0,2,1,::1O:1O,1N1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
863,4,2,0,1,1,:::2O,:1N,,,1L,1,0.03000300030003
864,5,3,0,2,1,:::1O:1O,::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
865,4,2,0,1,1,:::1O,:1O,,,1L,1,0.03000300030003
866,5,3,0,2,1,:::1O:2O,::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
867,5,3,0,2,1,::::1O,::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
868,4,2,0,1,1,:::1O,1N1O:1O,,,1L,1,0.03000300030003
869,4,2,0,1,1,:::1O,1N1O:1N1O,,,1L,1,0.03000300030003
870,5,3,0,1,2,:::1O:1O,1N1O:1O:1O,,,1L:1L,1,0.03000300030003
871,4,2,0,2,1,:::2O,:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
872,4,2,0,1,1,::1O:2O,1O:1O,,,1L,1,0.03000300030003
873,4,2,0,2,2,:1O:1O:1O,1N1O:1O,,2S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
874,4,2,1,1,1,::1O:1O,:1O,2O,,1L,1,0.03000300030003
875,5,3,0,1,2,:1O:1O:1O:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
876,4,2,1,1,1,::1O:1O,1O:1O,1O,,1L,1,0.03000300030003
877,4,2,1,1,1,::1O:1O,1N:1O,1O,,1L,1,0.03000300030003
878,4,2,1,1,1,::1O:1O,1N1O:1O,1O,,1L,1,0.03000300030003
879,4,2,1,1,1,:1O:1O:1O,:1O,,,1L,1,0.03000300030003
880,4,2,1,1,1,:1O:1O:1O,1N:1O,,,1L,1,0.03000300030003
881,4,2,1,1,1,:1O:1O:1O,1N1O:1O,,,1L,1,0.03000300030003
882,4,2,1,1,1,1O:1O:1O:1O,:,1O,,1L,1,0.03000300030003
883,4,2,1,1,0,:::1O,:1N,,,,1,0.03000300030003
884,4,2,0,3,2,::1O:1O,:1O,,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
885,5,3,0,1,2,::1O:1O:1O,1N1O:1O:1O,,,1L:1L,1,0.03000300030003
886,4,2,0,3,2,:1O:1O:2O,:1O,,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
887,4,2,0,3,2,:1O:1O:1O,:1O,,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
888,4,2,0,2,2,:1O:1O:1O,1O:1O,,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
889,4,2,0,1,1,::1O:2O,:1O,,,1L,1,0.03000300030003
890,5,3,0,2,1,::::1O,::1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
891,4,3,1,1,1,:1O:1O:1O,::1O,,,1L,1,0.03000300030003
892,4,2,0,1,0,:::1O,:1N,,,,1,0.03000300030003
893,4,1,1,1,1,::1O:1O,1N1O,,,1L,1,0.03000300030003
894,4,1,1,1,1,:1O:1O:1O,,1O,,1L,1,0.03000300030003
895,4,1,0,3,2,::1O:1O,1O,,1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
896,4,1,0,3,2,:1O:1O:2O,1O,,2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
897,4,1,0,3,2,:1O:1O:1O,1O,,1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
898,4,1,0,2,2,::1O:1O,1O,,3S:3S:3S:4S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
899,4,1,0,2,2,:1O:1O:1O,1O,,2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
900,4,1,0,2,1,:::1O,1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
901,4,1,0,2,1,:::1O,,,2S:2S:2S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
902,5,3,1,1,1,::::,1N:1O:1O,1O,,1L,1,0.03000300030003
903,4,1,0,2,1,:::,1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
904,5,3,1,1,1,::::1O,:1O:1O,1O,,1L,1,0.03000300030003
905,4,1,0,2,1,::1O:1O,1N,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
906,5,3,1,1,1,::::2O,:1O:1O,,,1L,1,0.03000300030003
907,4,1,0,2,1,::1O:1O,1N,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
908,4,1,1,2,1,:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
909,4,2,0,1,0,:::1O,:1N1O,,,,1,0.03000300030003
