,num_dol,num_tpe,num_tfsi,num_ps,num_li,atoms_dol,atoms_tpe,atoms_tfsi,atoms_ps,atoms_li,count,%
86,5,0,2,1,2,:1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,5,0.15001500150015
87,4,0,1,2,2,1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,5,0.15001500150015
88,5,0,1,2,2,:1O:1O:1O:1O,,1N1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,5,0.15001500150015
89,3,0,3,1,2,1O:1O:1O,,1O:1O:1O,,1L:1L,5,0.15001500150015
90,4,0,3,1,2,1O:1O:1O:1O,,:1O:2O1S,,1L:1L,5,0.15001500150015
91,4,0,2,1,2,1O:1O:1O:1O,,1N2O2S:1O,,1L:1L,5,0.15001500150015
92,5,0,0,2,2,1O:1O:1O:1O:1O,,,2S:3S:4S:4S:4S:4S:4S:4S,1L:1L,5,0.15001500150015
93,5,0,1,1,1,:::1O:1O,,2O1S,,1L,5,0.15001500150015
94,4,0,2,1,2,1O:1O:1O:1O,,2O:2O,,1L:1L,5,0.15001500150015
95,4,1,1,2,2,1O:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,5,0.15001500150015
96,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,2O,,1L:1L,5,0.15001500150015
97,4,0,2,1,2,1O:1O:1O:1O,,1N2O1S:1O,,1L:1L,5,0.15001500150015
98,4,0,2,1,2,1O:1O:1O:2O,,1O:2O,,1L:1L,5,0.15001500150015
99,3,0,3,1,2,1O:1O:1O,,1O:1O:2O1S,,1L:1L,5,0.15001500150015
100,4,0,2,1,2,1O:1O:1O:1O,,:1O,,1L:1L,5,0.15001500150015
101,4,0,2,1,2,1O:1O:1O:1O,,1O:3O1S,,1L:1L,5,0.15001500150015
102,4,0,1,2,2,1O:1O:1O:2O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
103,6,0,1,1,2,:1O:1O:1O:1O:2O,,1O,,1L:1L,4,0.12001200120012
104,4,0,2,2,2,:1O:1O:1O,,1O:1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
105,5,0,2,1,2,:1O:1O:1O:1O,,1O1S:2O,,1L:1L,4,0.12001200120012
106,5,0,2,2,2,:1O:1O:1O:1O,,1O:2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
107,5,0,1,1,2,:1O:1O:1O:1O,,1N3O2S,,1L:1L,4,0.12001200120012
108,4,0,2,2,2,1O:1O:1O:1O,,:2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
109,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
110,4,0,3,1,2,:1O:1O:2O,,1O:1O:2O1S,,1L:1L,4,0.12001200120012
111,5,0,2,1,2,:1O:1O:1O:2O,,1O:2O,,1L:1L,4,0.12001200120012
112,6,0,1,2,2,:1O:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,4,0.12001200120012
113,4,0,3,1,2,:1O:1O:1O,,1O:2O:2O1S,,1L:1L,4,0.12001200120012
114,5,0,2,1,2,:1O:1O:1O:2O,,1O:2O1S,,1L:1L,4,0.12001200120012
115,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1O,,1L:1L,4,0.12001200120012
116,4,0,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,4,0.12001200120012
117,3,0,2,2,2,1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,4,0.12001200120012
118,3,0,2,2,2,1O:1O:1O,,1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
119,3,0,3,1,2,1O:1O:2O,,:1N2O2S:1O,,1L:1L,4,0.12001200120012
120,5,0,2,1,2,:1O:1O:1O:1O,,1O:3O1S,,1L:1L,4,0.12001200120012
121,5,0,1,1,2,1O:1O:1O:1O:2O,,2O1S,,1L:1L,4,0.12001200120012
122,4,0,3,1,2,:1O:1O:1O,,1O:1O1S:2O,,1L:1L,4,0.12001200120012
123,3,0,2,2,2,1O:1O:1O,,1O:2O1S,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,4,0.12001200120012
124,4,0,2,2,2,:1O:1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,4,0.12001200120012
125,5,0,1,2,2,:1O:1O:1O:1O,,1O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,4,0.12001200120012
126,4,0,3,1,2,1O:1O:1O:1O,,:1N2O1S:1O,,1L:1L,4,0.12001200120012
127,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:1O1S,,1L:1L,4,0.12001200120012
128,5,0,0,2,2,1O:1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,4,0.12001200120012
129,4,0,1,1,2,:1O:1O:1O,,2O1S,,1L:1L,4,0.12001200120012
130,4,0,2,1,2,:1O:1O:1O,,1N2O2S:1O,,1L:1L,4,0.12001200120012
131,4,0,2,1,2,1O:1O:1O:1O,,1N1O:1O,,1L:1L,4,0.12001200120012
132,4,0,2,2,2,1O:1O:1O:1O,,:1O,::1S:1S:2S:2S:2S:2S,1L:1L,4,0.12001200120012
133,5,0,0,2,2,1O:1O:1O:1O:1O,,,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,4,0.12001200120012
134,4,0,1,1,2,1O:1O:1O:2O,,2O1S,,1L:1L,4,0.12001200120012
135,3,1,3,1,2,:1O:1O,,1O:1O:2O,,1L:1L,4,0.12001200120012
136,3,0,4,1,2,1O:1O:1O,,:1O:2O:2O1S,,1L:1L,4,0.12001200120012
137,4,0,1,1,2,1O:1O:1O:1O,,,,1L:1L,4,0.12001200120012
138,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:2O1S,,1L:1L,4,0.12001200120012
139,4,0,2,1,2,1O:1O:1O:1O,,1O1S:3O1S,,1L:1L,4,0.12001200120012
140,3,0,4,1,2,1O:1O:1O,,:1O:1O:1O,,1L:1L,4,0.12001200120012
141,5,1,2,1,2,:1O:1O:1O:1O,,1O:1O,,1L:1L,4,0.12001200120012
142,6,0,2,1,2,::1O:1O:1O:2O,,1O:1O,,1L:1L,4,0.12001200120012
143,4,0,2,1,2,1O:1O:1O:2O,,1N3O2S:1O,,1L:1L,4,0.12001200120012
144,6,0,2,1,2,::1O:1O:1O:1O,,1O:1O,,1L:1L,4,0.12001200120012
145,5,0,2,1,1,:::1O:1O,,:1O,,1L,4,0.12001200120012
146,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O:2O,,1L:1L,4,0.12001200120012
147,7,0,0,2,2,::1O:1O:1O:1O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,4,0.12001200120012
148,4,0,2,2,2,1O:1O:1O:1O,,:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,4,0.12001200120012
149,4,0,2,2,2,1O:1O:1O:1O,,:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
150,3,1,2,1,2,1O:1O:1O,,:2O,,1L:1L,4,0.12001200120012
151,5,0,2,2,2,::1O:1O:1O,,1O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
152,5,0,2,1,2,1O:1O:1O:1O:1O,,1N2O2S:1O,,1L:1L,4,0.12001200120012
153,5,0,1,2,2,::1O:1O:1O,,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
154,5,0,2,1,2,::1O:1O:2O,,1O:2O,,1L:1L,4,0.12001200120012
155,5,0,2,2,2,:1O:1O:1O:1O,,:2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
156,5,0,2,1,2,1O:1O:1O:1O:1O,,:1O,,1L:1L,4,0.12001200120012
157,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,4,0.12001200120012
158,5,1,1,2,2,:1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
159,4,0,2,2,2,:1O:1O:1O,,:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
160,4,0,1,1,2,:1O:1O:1O,,1O,,1L:1L,3,0.09000900090009
161,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:1O1S,,1L:1L,3,0.09000900090009
162,6,0,0,2,2,::1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,3,0.09000900090009
163,4,0,1,1,2,1O:1O:1O:1O,,1O1S,,1L:1L,3,0.09000900090009
164,4,0,3,1,2,:1O:1O:1O,,1O:2O:2O,,1L:1L,3,0.09000900090009
165,4,0,1,1,2,1O:1O:1O:1O,,1N2O1S,,1L:1L,3,0.09000900090009
166,5,0,2,2,2,::1O:1O:2O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
167,6,0,1,1,2,:1O:1O:1O:1O:2O,,2O,,1L:1L,3,0.09000900090009
168,5,0,3,1,2,1O:1O:1O:1O:1O,,:1O:1O,,1L:1L,3,0.09000900090009
169,5,0,1,1,2,:1O:1O:1O:1O,,1O1S,,1L:1L,3,0.09000900090009
170,5,1,0,1,1,::1O:1O:1O,,,,1L,3,0.09000900090009
171,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L,3,0.09000900090009
172,5,0,3,1,2,:1O:1O:1O:1O,,:1O:2O,,1L:1L,3,0.09000900090009
173,5,0,3,1,2,::1O:1O:1O,,1O:1O:1O1S,,1L:1L,3,0.09000900090009
174,4,0,1,2,2,1O:1O:1O:1O,,3O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
175,5,0,1,2,2,1O:1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
176,5,0,3,1,2,1O:1O:1O:1O:1O,,1O:1O:1O,,1L:1L,3,0.09000900090009
177,4,0,3,1,2,:1O:1O:1O,,1O:1O:3O1S,,1L:1L,3,0.09000900090009
178,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,3,0.09000900090009
179,4,0,3,1,2,1O:1O:1O:1O,,:1N2O2S:1O,,1L:1L,3,0.09000900090009
180,4,0,2,2,2,:1O:1O:1O,,1O:2O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,3,0.09000900090009
181,6,0,1,1,1,::1O:1O:1O:1O,,1O,,1L,3,0.09000900090009
182,6,0,0,2,2,:1O:1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
183,4,0,3,1,2,1O:1O:1O:2O,,:1O:3O1S,,1L:1L,3,0.09000900090009
184,4,0,2,2,2,:1O:1O:1O,,1O:3O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
185,6,0,0,1,2,1O:1O:1O:1O:1O:2O,,,,1L:1L,3,0.09000900090009
186,6,0,0,1,2,1O:1O:1O:1O:1O:1O,,,,1L:1L,3,0.09000900090009
187,5,0,1,1,2,:1O:1O:1O:1O,,3O1S,,1L:1L,3,0.09000900090009
188,5,2,0,1,1,:1O:1O:1O:1O,:,,,1L,3,0.09000900090009
189,6,0,1,1,1,::::1O:1O,,1O,,1L,3,0.09000900090009
190,3,0,3,1,2,1O:1O:2O,,1O:1O:3O1S,,1L:1L,3,0.09000900090009
191,4,0,1,2,2,1O:1O:1O:1O,,1N1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
192,4,0,3,1,2,1O:1O:1O:2O,,1O:1O:2O,,1L:1L,3,0.09000900090009
193,4,0,1,2,2,1O:1O:1O:1O,,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
194,4,0,3,1,2,1O:1O:1O:1O,,:1O:2O2S,,1L:1L,3,0.09000900090009
195,4,0,2,2,2,:1O:1O:1O,,1O:1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
196,3,0,3,2,2,:1O:1O,,1O:1O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
197,4,0,3,1,2,:1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,3,0.09000900090009
198,5,0,2,2,2,::1O:1O:1O,,1O:1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
199,3,0,3,1,2,1O:1O:1O,,1O:2O:2O,,1L:1L,3,0.09000900090009
200,4,0,1,2,2,1O:1O:1O:1O,,1O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
201,4,0,1,1,2,:1O:1O:2O,,2O1S,,1L:1L,3,0.09000900090009
202,4,0,3,1,2,1O:1O:1O:1O,,:1N3O2S:1O,,1L:1L,3,0.09000900090009
203,5,0,1,2,2,1O:1O:1O:1O:2O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,3,0.09000900090009
204,5,1,2,1,2,1O:1O:1O:1O:1O,,1O:1O,,1L:1L,3,0.09000900090009
205,6,0,1,1,2,:1O:1O:1O:1O:1O,,2O1S,,1L:1L,3,0.09000900090009
206,5,0,1,1,2,::1O:1O:2O,,2O,,1L:1L,3,0.09000900090009
207,5,0,1,1,2,1O:1O:1O:1O:2O,,1O1S,,1L:1L,3,0.09000900090009
208,5,0,3,1,2,::1O:1O:1O,,:1O:2O,,1L:1L,3,0.09000900090009
209,3,0,2,2,2,1O:1O:1O,,1O:2O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,3,0.09000900090009
210,3,0,2,1,2,1O:1O:1O,,2O:2O,,1L:1L,3,0.09000900090009
211,6,0,1,2,2,::1O:1O:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
212,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O:1O1S,,1L:1L,3,0.09000900090009
213,5,0,1,2,2,:1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
214,4,0,2,1,2,1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,3,0.09000900090009
215,5,0,2,1,2,::1O:1O:1O,,:1O,,1L:1L,3,0.09000900090009
216,3,0,2,2,2,1O:1O:1O,,1O:1O1S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,3,0.09000900090009
217,5,0,1,2,2,:1O:1O:1O:1O,,2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,3,0.09000900090009
218,6,0,2,1,2,::1O:1O:1O:1O,,1O:2O1S,,1L:1L,3,0.09000900090009
219,5,0,1,1,1,:::1O:1O,,1O1S,,1L,3,0.09000900090009
220,3,0,2,2,2,1O:1O:1O,,1O:1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
221,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:1O1S,,1L:1L,3,0.09000900090009
222,4,0,1,2,2,:1O:1O:1O,,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
223,5,0,2,1,2,1O:1O:1O:1O:2O,,:1O,,1L:1L,3,0.09000900090009
224,4,1,2,1,2,:1O:1O:1O,,1O:2O,,1L:1L,3,0.09000900090009
225,5,0,0,2,2,1O:1O:1O:1O:2O,,,2S:2S:2S:2S:2S:3S:3S:4S,1L:1L,3,0.09000900090009
226,5,0,1,1,1,::1O:1O:1O,,2O1S,,1L,3,0.09000900090009
227,4,0,2,1,2,1O:1O:1O:2O,,1O:3O1S,,1L:1L,3,0.09000900090009
228,4,0,3,2,2,:1O:1O:1O,,:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
229,7,0,1,1,2,:1O:1O:1O:1O:1O:1O,,1O,,1L:1L,3,0.09000900090009
230,4,1,1,2,2,1O:1O:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
231,5,0,2,1,2,:1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,3,0.09000900090009
232,6,0,2,1,1,:::1O:1O:1O,,:1O,,1L,3,0.09000900090009
233,4,1,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
234,5,0,2,1,2,:1O:1O:1O:1O,,1N2O2S:1O,,1L:1L,3,0.09000900090009
235,4,1,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,3,0.09000900090009
236,5,0,0,2,2,1O:1O:1O:1O:2O,,,::1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
237,4,0,2,2,2,1O:1O:1O:2O,,1O:2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
238,7,0,1,1,2,::1O:1O:1O:1O:2O,,1O,,1L:1L,3,0.09000900090009
239,4,0,1,2,2,:1O:1O:1O,,1N2O2S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,3,0.09000900090009
240,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,3,0.09000900090009
241,3,0,2,2,2,:1O:1O,,1O:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,3,0.09000900090009
242,4,0,2,1,2,1O:1O:1O:1O,,2O1S:3O1S,,1L:1L,3,0.09000900090009
243,5,0,2,1,1,:::1O:1O,,1O:1O,,1L,3,0.09000900090009
244,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
245,5,0,2,1,2,::1O:1O:1O,,1N3O2S:1O,,1L:1L,3,0.09000900090009
246,4,0,2,1,2,1O:1O:1O:1O,,1O:3O2S,,1L:1L,3,0.09000900090009
247,3,0,1,1,2,1O:1O:1O,,2O,,1L:1L,3,0.09000900090009
248,6,0,1,2,2,:1O:1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
249,4,1,1,1,1,::1O:1O,,,,1L,3,0.09000900090009
250,5,0,1,2,2,:1O:1O:1O:2O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
251,5,0,1,1,2,1O:1O:1O:1O:1O,,1O1S,,1L:1L,3,0.09000900090009
252,6,0,1,2,2,:1O:1O:1O:1O:1O,,3O1S,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,3,0.09000900090009
253,4,0,2,1,2,1O:1O:1O:1O,,1N3O2S:2O1S,,1L:1L,3,0.09000900090009
254,2,0,2,2,2,1O:1O,,1N2O2S:1O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,3,0.09000900090009
255,5,0,2,1,1,::1O:1O:1O,,:2O1S,,1L,3,0.09000900090009
256,5,0,1,2,2,:1O:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
257,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,3,0.09000900090009
258,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:2O1S,,1L:1L,3,0.09000900090009
259,7,0,0,2,2,::1O:1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
260,6,0,2,1,2,:::1O:1O:1O,,1O:2O,,1L:1L,3,0.09000900090009
261,3,0,2,2,2,1O:1O:1O,,1O:2O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,3,0.09000900090009
262,7,0,0,2,2,::1O:1O:1O:1O:2O,,,::1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
263,5,0,2,1,1,::1O:1O:1O,,:1O,,1L,3,0.09000900090009
264,4,0,4,1,2,:1O:1O:1O,,:1O:2O:2O,,1L:1L,3,0.09000900090009
265,4,0,2,2,2,1O:1O:1O:2O,,:1O,::1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
266,5,0,1,2,2,:1O:1O:1O:2O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
267,4,0,1,1,2,:1O:1O:1O,,1N3O2S,,1L:1L,2,0.06000600060006
268,4,0,2,1,2,1O:1O:1O:2O,,1N2O2S:1O,,1L:1L,2,0.06000600060006
269,4,0,1,1,2,1O:1O:1O:1O,,2O2S,,1L:1L,2,0.06000600060006
270,4,0,1,1,2,1O:1O:1O:2O,,2O,,1L:1L,2,0.06000600060006
271,4,0,2,1,2,1O:1O:1O:2O,,2O:2O,,1L:1L,2,0.06000600060006
272,4,0,2,2,2,1O:1O:1O:1O,,1O:2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
273,4,0,2,1,2,1O:1O:1O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
274,4,0,2,2,2,:1O:1O:1O,,1N3O1S:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
275,5,0,1,2,2,:1O:1O:1O:2O,,2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
276,4,0,2,2,2,1O:1O:1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
277,4,0,1,1,2,1O:1O:1O:1O,,1N3O2S,,1L:1L,2,0.06000600060006
278,4,0,2,1,2,:1O:1O:1O,,1O:1O1S,,1L:1L,2,0.06000600060006
279,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:2O1S,,1L:1L,2,0.06000600060006
280,5,0,1,2,2,::1O:1O:1O,,3O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
281,5,0,3,1,2,:1O:1O:1O:1O,,:1N2O2S:1O,,1L:1L,2,0.06000600060006
282,4,0,2,1,2,:1O:1O:1O,,2O1S:2O1S,,1L:1L,2,0.06000600060006
283,5,0,3,1,2,:1O:1O:1O:1O,,:1O:1O1S,,1L:1L,2,0.06000600060006
284,5,0,3,1,2,:1O:1O:1O:2O,,:1O:1O,,1L:1L,2,0.06000600060006
285,4,0,2,2,2,::1O:1O,,1O:2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
286,4,0,2,1,2,:1O:1O:1O,,2O:2O1S,,1L:1L,2,0.06000600060006
287,4,0,2,2,2,1O:1O:1O:1O,,1N2O1S:1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
288,5,0,1,2,2,::1O:1O:1O,,1O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
289,5,0,3,1,2,::1O:1O:1O,,1O:1O:2O1S,,1L:1L,2,0.06000600060006
290,4,0,2,1,2,::1O:1O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
291,5,0,3,1,2,::1O:1O:1O,,1O:1O:3O1S,,1L:1L,2,0.06000600060006
292,5,0,3,1,2,::1O:1O:1O,,1O:2O:2O,,1L:1L,2,0.06000600060006
293,5,0,1,2,2,::1O:1O:2O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
294,4,0,2,1,2,:1O:1O:1O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
295,4,0,2,1,2,:1O:1O:1O,,1N3O1S:1O,,1L:1L,2,0.06000600060006
296,5,0,1,2,2,:1O:1O:1O:2O,,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
297,4,0,2,1,2,1O:1O:1O:2O,,:1N2O2S,,1L:1L,2,0.06000600060006
298,4,0,1,1,2,1O:1O:1O:1O,,1N2O2S,,1L:1L,2,0.06000600060006
299,5,0,1,3,2,:1O:1O:1O:1O,,1O,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
300,4,0,1,1,2,1O:1O:1O:1O,,1N1O1S,,1L:1L,2,0.06000600060006
301,4,0,2,1,2,1O:1O:2O:2O,,1O:1O,,1L:1L,2,0.06000600060006
302,5,0,1,2,2,:1O:1O:1O:2O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
303,4,0,1,1,1,:1O:1O:1O,,1O,,1L,2,0.06000600060006
304,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
305,4,0,2,2,2,:1O:1O:2O,,:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
306,3,3,0,1,1,1O:1O:1O,::1O,,,1L,2,0.06000600060006
307,5,0,3,1,1,::1O:1O:1O,,:1O:1O,,1L,2,0.06000600060006
308,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
309,4,0,2,1,2,:1O:1O:1O,,1N2O1S:1O,,1L:1L,2,0.06000600060006
310,5,0,3,1,2,1O:1O:1O:1O:1O,,1O:1O:2O,,1L:1L,2,0.06000600060006
311,4,0,2,1,2,1O:1O:1O:1O,,:1N2O2S,,1L:1L,2,0.06000600060006
312,4,0,1,2,2,1O:1O:1O:1O,,1N1O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
313,4,0,2,1,2,1O:1O:1O:1O,,2O:3O1S,,1L:1L,2,0.06000600060006
314,5,0,2,1,2,:1O:1O:1O:1O,,:1O,,1L:1L,2,0.06000600060006
315,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
316,4,0,2,2,2,:1O:1O:1O,,1O:1O,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
317,5,0,2,1,2,:1O:1O:1O:1O,,1O:3O2S,,1L:1L,2,0.06000600060006
318,4,0,1,2,2,:1O:1O:1O,,1O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
319,4,0,1,2,2,:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
320,4,0,1,2,2,:1O:1O:1O,,1O,1S:2S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
321,4,0,1,2,2,:1O:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
322,5,0,2,1,2,:1O:1O:1O:1O,,2O:2O,,1L:1L,2,0.06000600060006
323,5,0,2,1,2,:1O:1O:1O:1O,,2O:2O1S,,1L:1L,2,0.06000600060006
324,4,0,1,2,2,:1O:1O:1O,,1N2O2S,2S:2S:3S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
325,4,0,1,2,2,1O:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
326,4,0,2,2,2,1O:1O:1O:2O,,:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
327,4,0,2,2,2,:1O:1O:1O,,1O:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
328,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
329,5,0,2,1,2,1O:1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
