,num_dol,num_tpe,num_tfsi,num_ps,num_li,atoms_dol,atoms_tpe,atoms_tfsi,atoms_ps,atoms_li,count,%
330,5,0,1,2,2,:1O:1O:1O:1O,,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
331,4,0,2,2,2,:1O:1O:1O,,1N1O1S:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
332,4,0,1,2,2,1O:1O:1O:1O,,2O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
333,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
334,4,0,1,2,2,1O:1O:1O:1O,,2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
335,4,0,1,2,2,1O:1O:1O:1O,,2O,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
336,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
337,5,0,2,1,2,:1O:1O:1O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
338,5,0,3,1,2,::1O:1O:1O,,1O:2O:2O1S,,1L:1L,2,0.06000600060006
339,4,0,1,2,2,1O:1O:1O:1O,,2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
340,4,0,1,2,2,1O:1O:1O:2O,,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
341,4,0,2,2,2,:1O:1O:1O,,1N2O2S:1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
342,5,0,2,1,2,::1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
343,4,0,1,2,2,:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
344,4,0,1,2,2,:1O:1O:1O,,2O,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
345,5,0,2,1,2,:1O:1O:1O:1O,,1O:2O2S,,1L:1L,2,0.06000600060006
346,4,0,1,2,2,1O:1O:1O:1O,,1O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
347,4,0,1,1,2,:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
348,4,0,2,2,2,1O:1O:1O:1O,,1O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
349,5,0,1,2,2,:1O:1O:1O:2O,,1O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
350,5,0,1,2,2,:1O:1O:1O:1O,,1N1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
351,4,0,2,2,2,1O:1O:1O:1O,,1O:2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
352,5,0,1,2,2,:1O:1O:1O:1O,,1N1O1S,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
353,5,0,2,2,2,:1O:1O:1O:2O,,1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
354,4,0,2,1,1,::1O:1O,,:2O1S,,1L,2,0.06000600060006
355,5,0,2,1,2,1O:1O:1O:1O:1O,,:2O1S,,1L:1L,2,0.06000600060006
356,4,0,1,3,2,1O:1O:1O:1O,,1O,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
357,5,0,2,2,2,:1O:1O:1O:1O,,:1O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
358,5,0,2,1,2,1O:1O:1O:1O:2O,,:2O,,1L:1L,2,0.06000600060006
359,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
360,4,0,1,2,2,1O:1O:1O:1O,,1N2O2S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
361,4,0,2,2,2,1O:1O:1O:1O,,:1N3O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
362,5,0,2,1,2,1O:1O:1O:2O:2O,,:1O,,1L:1L,2,0.06000600060006
363,5,0,1,2,2,:1O:1O:1O:1O,,1N2O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
364,5,0,2,2,2,:1O:1O:1O:1O,,1O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
365,4,0,1,2,2,:1O:1O:1O,,2O1S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
366,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
367,4,0,1,2,2,1O:1O:1O:1O,,1O,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
368,5,0,1,2,2,:1O:1O:1O:1O,,1N2O2S,3S:3S:4S:4S:5S:5S:6S:6S,1L:1L,2,0.06000600060006
369,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
370,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
371,5,0,1,2,2,:1O:1O:1O:1O,,2O,2S:2S:3S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
372,4,0,1,2,2,:1O:1O:1O,,2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
373,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
374,4,1,2,1,2,1O:1O:1O:1O,,1O:1O1S,,1L:1L,2,0.06000600060006
375,5,0,1,2,1,::1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:3S:3S,1L,2,0.06000600060006
376,4,0,2,2,2,::1O:1O,,1O:2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
377,6,0,1,1,2,::1O:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
378,4,0,3,1,2,:1O:1O:1O,,:1N2O1S:1O,,1L:1L,2,0.06000600060006
379,3,0,2,2,2,:1O:1O,,1O:2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
380,6,0,1,2,1,::::1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L,2,0.06000600060006
381,3,0,2,2,2,:1O:1O,,1N2O2S:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
382,6,0,1,2,1,::::1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L,2,0.06000600060006
383,4,0,3,1,2,:1O:1O:2O,,1O:1O:1O,,1L:1L,2,0.06000600060006
384,6,0,1,2,1,:::::1O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L,2,0.06000600060006
385,3,0,2,2,2,1O:1O:2O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
386,3,0,2,2,2,1O:1O:2O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
387,3,0,2,2,2,1O:1O:1O,,:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
388,4,0,3,2,2,1O:1O:1O:1O,,:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
389,4,0,3,2,2,1O:1O:1O:1O,,:1O:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
390,3,0,2,2,2,1O:1O:1O,,1O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
391,3,0,2,2,2,1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
392,6,0,1,2,2,::1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
393,3,0,2,2,2,1O:1O:1O,,1O:2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
394,3,0,2,2,2,1O:1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
395,6,0,1,2,2,::1O:1O:1O:1O,,2O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
396,3,0,2,2,2,1O:1O:1O,,1O:1O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
397,4,0,3,2,2,:1O:1O:1O,,1O:1O:1O,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
398,5,0,1,1,1,:::1O:1O,,1O,,1L,2,0.06000600060006
399,6,0,1,1,2,:::1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
400,6,0,1,1,2,::1O:1O:1O:1O,,3O1S,,1L:1L,2,0.06000600060006
401,6,0,0,2,2,:1O:1O:1O:1O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
402,3,0,2,2,2,:2O:2O,,1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
403,3,0,3,1,2,:1O:1O,,1O:2O:2O1S,,1L:1L,2,0.06000600060006
404,3,0,3,1,2,:1O:1O,,1O:1O1S:2O,,1L:1L,2,0.06000600060006
405,6,0,1,1,1,::1O:1O:1O:2O,,1O,,1L,2,0.06000600060006
406,6,0,1,1,1,:::1O:1O:1O,,1O1S,,1L,2,0.06000600060006
407,6,0,1,1,1,:::1O:1O:1O,,2O1S,,1L,2,0.06000600060006
408,3,0,3,1,2,1O:1O:2O,,:1N3O2S:1O,,1L:1L,2,0.06000600060006
409,3,0,3,1,2,1O:1O:2O,,1O:1O:2O1S,,1L:1L,2,0.06000600060006
410,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,1N1O1S,,1L:1L,2,0.06000600060006
411,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
412,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,2O,,1L:1L,2,0.06000600060006
413,3,0,3,1,2,1O:1O:1O,,1O:1O:3O2S,,1L:1L,2,0.06000600060006
414,3,0,3,1,2,1O:1O:1O,,1O:1O:1O1S,,1L:1L,2,0.06000600060006
415,3,0,3,1,2,1O:1O:1O,,1O:1O1S:2O,,1L:1L,2,0.06000600060006
416,6,0,1,1,2,:1O:1O:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
417,6,0,1,1,2,:1O:1O:1O:1O:1O,,3O2S,,1L:1L,2,0.06000600060006
418,3,0,3,1,2,1O:1O:1O,,1N1O1S:1O:2O1S,,1L:1L,2,0.06000600060006
419,3,0,3,1,2,1O:1O:1O,,1N1O1S:1O:2O,,1L:1L,2,0.06000600060006
420,3,0,3,1,2,1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,2,0.06000600060006
421,6,0,1,1,2,:1O:1O:1O:1O:2O,,1O1S,,1L:1L,2,0.06000600060006
422,6,0,1,1,2,:1O:1O:1O:1O:2O,,2O1S,,1L:1L,2,0.06000600060006
423,6,0,1,1,2,::1O:1O:1O:1O,,1N2O2S,,1L:1L,2,0.06000600060006
424,3,0,2,2,2,1O:1O:1O,,1O:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
425,3,0,2,2,2,1O:1O:1O,,1O:1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
426,5,0,1,1,1,::1O:1O:1O,,1O,,1L,2,0.06000600060006
427,5,0,1,1,1,::1O:1O:1O,,,,1L,2,0.06000600060006
428,4,3,0,1,1,:1O:1O:1O,::,,,1L,2,0.06000600060006
429,7,0,0,1,1,::1O:1O:1O:1O:1O,,,,1L,2,0.06000600060006
430,4,1,1,1,2,1O:1O:1O:1O,,2O2S,,1L:1L,2,0.06000600060006
431,7,0,0,1,2,:1O:1O:1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
432,4,1,1,1,2,:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
433,7,0,0,2,2,::1O:1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
434,4,1,3,1,2,:1O:1O:1O,,1O:1O:2O1S,,1L:1L,2,0.06000600060006
435,7,0,1,1,1,:::1O:1O:1O:1O,,,,1L,2,0.06000600060006
436,7,0,1,1,1,::::1O:1O:1O,,2O1S,,1L,2,0.06000600060006
437,7,0,1,1,1,::::1O:1O:2O,,1O,,1L,2,0.06000600060006
438,4,1,1,2,2,1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
439,7,0,1,1,2,:1O:1O:1O:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
440,2,0,3,1,2,1O:1O,,1O:1O:2O,,1L:1L,2,0.06000600060006
441,4,1,1,2,2,1O:1O:1O:1O,,1O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
442,4,1,2,2,2,:1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
443,4,1,2,2,2,:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
444,4,1,1,2,2,:1O:1O:1O,,1O,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
445,4,1,2,1,2,1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
446,4,1,2,1,2,1O:1O:1O:1O,,1N1O:1O,,1L:1L,2,0.06000600060006
447,4,1,2,1,2,1O:1O:1O:1O,,1N2O2S:1O,,1L:1L,2,0.06000600060006
448,4,1,2,1,2,1O:1O:1O:1O,,1O1S:2O,,1L:1L,2,0.06000600060006
449,3,0,1,1,2,1O:1O:1O,,1N2O2S,,1L:1L,2,0.06000600060006
450,6,1,1,1,2,:1O:1O:1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
451,4,1,1,1,1,:1O:1O:1O,,,,1L,2,0.06000600060006
452,3,0,2,1,2,1O:1O:1O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
453,5,0,1,1,1,:1O:1O:1O:1O,,1O,,1L,2,0.06000600060006
454,4,0,3,2,2,:1O:1O:1O,,:1O:3O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
455,3,0,2,2,2,1O:1O:1O,,1N3O1S:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
456,6,0,2,1,1,::::1O:1O,,:1O,,1L,2,0.06000600060006
457,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
458,6,0,2,1,2,:1O:1O:1O:1O:2O,,1O:2O,,1L:1L,2,0.06000600060006
459,3,0,2,1,2,1O:1O:2O,,:1O,,1L:1L,2,0.06000600060006
460,5,0,0,2,2,1O:1O:1O:1O:2O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
461,6,0,2,1,2,::1O:1O:1O:1O,,1O:2O,,1L:1L,2,0.06000600060006
462,3,0,2,1,2,1O:1O:1O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
463,6,0,3,1,2,:::1O:1O:1O,,1O:1O:1O1S,,1L:1L,2,0.06000600060006
464,6,0,2,1,2,::1O:1O:1O:1O,,1O:3O1S,,1L:1L,2,0.06000600060006
465,6,0,2,1,2,::1O:1O:1O:1O,,:2O2S,,1L:1L,2,0.06000600060006
466,3,0,2,1,2,1O:1O:1O,,1N2O1S:1O,,1L:1L,2,0.06000600060006
467,6,0,2,1,2,::1O:1O:1O:2O,,1O:2O,,1L:1L,2,0.06000600060006
468,4,0,4,1,2,:1O:1O:1O,,:1O:1O:2O1S,,1L:1L,2,0.06000600060006
469,3,0,1,2,2,1O:1O:1O,,3O2S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
470,5,0,0,2,2,1O:1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
471,6,0,3,1,2,::1O:1O:1O:1O,,:1O:1O,,1L:1L,2,0.06000600060006
472,3,0,1,2,2,1O:1O:1O,,1N2O2S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
473,3,0,3,1,2,:1O:1O,,:1O:1O,,1L:1L,2,0.06000600060006
474,5,0,1,2,2,::1O:1O:1O,,1O,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
475,3,1,1,1,2,1O:1O:1O,,1N3O2S,,1L:1L,2,0.06000600060006
476,3,0,4,1,2,1O:1O:1O,,:1O:1O:1O1S,,1L:1L,2,0.06000600060006
477,3,0,4,1,2,1O:1O:1O,,:1O:1O:2O1S,,1L:1L,2,0.06000600060006
478,4,0,3,1,2,1O:1O:1O:2O,,1O:1O:2O1S,,1L:1L,2,0.06000600060006
479,3,0,3,2,2,:1O:1O,,1N3O2S:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
480,3,0,4,1,2,1O:1O:1O,,1O:1O:1O1S:2O,,1L:1L,2,0.06000600060006
481,4,0,3,1,2,1O:1O:1O:1O,,:1O:1O1S,,1L:1L,2,0.06000600060006
482,5,1,2,1,2,:1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
483,5,2,0,1,1,::1O:1O:1O,:,,,1L,2,0.06000600060006
484,3,1,1,1,2,1O:1O:1O,,3O1S,,1L:1L,2,0.06000600060006
485,4,0,3,1,2,1O:1O:1O:2O,,:1N2O2S:1O,,1L:1L,2,0.06000600060006
486,5,1,1,1,1,::1O:1O:1O,,,,1L,2,0.06000600060006
487,5,1,1,1,1,::1O:1O:1O,,1O,,1L,2,0.06000600060006
488,5,0,1,1,2,::1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
489,4,0,3,1,2,1O:1O:1O:2O,,:1O1S:2O,,1L:1L,2,0.06000600060006
490,3,0,4,1,2,:1O:1O,,1N2O1S:1O:2O1S:2O1S,,1L:1L,2,0.06000600060006
491,5,1,1,1,2,1O:1O:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
492,3,0,3,2,2,::1O,,1O:1O:1O,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
493,5,1,1,1,2,:1O:1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
494,6,0,0,1,2,:1O:1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
495,3,0,5,1,2,1O:1O:1O,,::1O:1O:1O1S,,1L:1L,2,0.06000600060006
496,5,1,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
497,4,0,3,1,2,1O:1O:1O:1O,,1O:1O1S:2O,,1L:1L,2,0.06000600060006
498,5,1,2,1,2,:1O:1O:1O:1O,,1O:2O,,1L:1L,2,0.06000600060006
499,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:3O1S,,1L:1L,2,0.06000600060006
500,5,0,1,1,2,::1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
501,5,0,3,1,2,::1O:1O:2O,,1O:1O:1O,,1L:1L,2,0.06000600060006
502,5,1,0,2,2,1O:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
503,5,0,0,1,1,::1O:1O:1O,,,,1L,1,0.03000300030003
504,5,0,0,1,1,:1O:1O:1O:1O,,,,1L,1,0.03000300030003
505,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
506,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
507,5,0,1,2,1,::1O:1O:1O,,2O1S,1S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
508,4,2,2,1,2,:1O:1O:1O,:,1N2O2S:1O,,1L:1L,1,0.03000300030003
509,5,0,1,2,1,::1O:2O:2O,,1O,1S:1S:1S:1S:2S:2S:3S:3S,1L,1,0.03000300030003
510,4,2,2,1,2,1O:1O:1O:1O,:,1O:2O1S,,1L:1L,1,0.03000300030003
511,4,2,1,1,1,:1O:1O:1O,:,1O,,1L,1,0.03000300030003
512,4,2,0,1,1,:1O:1O:1O,:1O,,,1L,1,0.03000300030003
513,5,0,1,2,2,:1O:1O:1O:2O,,1O,2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
514,4,2,0,1,1,:1O:1O:1O,:,,,1L,1,0.03000300030003
515,4,2,0,1,1,1O:1O:1O:1O,:,,,1L,1,0.03000300030003
516,4,1,3,2,2,1O:1O:1O:1O,,::1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
517,5,0,1,2,1,:::1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
518,5,0,1,2,1,::1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
519,5,0,1,2,2,:1O:1O:1O:1O,,1N2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
520,5,0,0,1,2,1O:1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
521,5,0,0,1,2,:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
522,5,0,1,2,2,:1O:1O:1O:1O,,2O2S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
523,5,0,1,2,2,1O:1O:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
524,5,0,1,2,2,1O:1O:1O:1O:1O,,1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
525,5,0,1,2,2,1O:1O:1O:1O:1O,,1O1S,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
526,5,0,1,2,2,:1O:1O:1O:1O,,3O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
527,5,0,1,2,2,:1O:1O:1O:2O,,1N2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
528,5,0,1,2,1,::1O:1O:1O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
529,5,0,1,2,2,1O:1O:1O:1O:1O,,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
530,5,0,1,2,2,:1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
531,5,0,1,2,2,1O:1O:1O:1O:1O,,1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
532,5,0,0,2,2,1O:1O:1O:1O:1O,,,2S:3S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
533,5,0,0,2,2,1O:1O:1O:1O:1O,,,2S:2S:2S:3S:4S:4S:4S:5S,1L:1L,1,0.03000300030003
534,5,0,0,2,2,1O:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
535,5,0,0,2,2,1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
536,5,0,0,2,1,::1O:1O:1O,,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
537,5,0,0,2,1,::1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
538,5,0,1,2,1,::1O:1O:1O,,1O,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
539,5,0,1,2,2,::1O:1O:1O,,1O,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
540,5,0,0,2,1,:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
541,4,1,3,1,2,::1O:1O,,1O:1O:2O,,1L:1L,1,0.03000300030003
542,5,0,0,1,2,:1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
543,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
544,4,1,3,1,2,1O:1O:1O:2O,,:1O:2O,,1L:1L,1,0.03000300030003
545,5,0,1,2,1,:::1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
546,4,1,3,1,2,:1O:1O:1O,,1O:1O:1O,,1L:1L,1,0.03000300030003
547,4,1,2,1,2,:1O:1O:1O,,1N2O2S:2O,,1L:1L,1,0.03000300030003
548,4,1,2,1,2,:1O:1O:1O,,1N2O2S:1O,,1L:1L,1,0.03000300030003
549,5,0,1,2,2,:1O:1O:1O:2O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
550,5,0,1,2,1,:::1O:2O,,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
551,4,1,2,1,2,1O:1O:1O:2O,,:1N1O1S,,1L:1L,1,0.03000300030003
552,4,1,2,1,2,1O:1O:1O:2O,,1O:2O1S,,1L:1L,1,0.03000300030003
553,4,1,2,1,2,1O:1O:1O:2O,,1O:1O1S,,1L:1L,1,0.03000300030003
554,4,1,2,1,2,1O:1O:1O:2O,,1O:1O,,1L:1L,1,0.03000300030003
555,4,1,2,1,2,1O:1O:1O:2O,,1O1S:2O,,1L:1L,1,0.03000300030003
556,4,1,2,1,2,1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
557,5,0,1,2,2,:1O:1O:1O:2O,,3O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
558,5,0,1,2,1,:::1O:2O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
559,5,0,1,2,1,::::1O,,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
560,5,0,1,2,2,:1O:1O:2O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
561,5,0,1,2,2,:1O:1O:2O:2O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
562,4,1,2,1,2,1O:1O:1O:1O,,:2O,,1L:1L,1,0.03000300030003
563,5,0,1,2,2,:1O:1O:2O:2O,,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
564,5,0,1,2,2,::1O:1O:1O,,1N2O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
565,5,0,1,2,2,::1O:1O:1O,,1N3O2S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
566,5,0,1,2,2,::1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
567,5,0,1,2,2,::1O:1O:1O,,1O,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
568,5,0,1,2,1,::::1O,,1O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
569,4,1,2,1,2,1O:1O:1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
570,4,1,2,1,2,:1O:1O:1O,,:1N3O2S,,1L:1L,1,0.03000300030003
