,num_dol,num_eips,num_tfsi,num_ps,num_li,atoms_dol,atoms_eips,atoms_tfsi,atoms_ps,atoms_li,count,%
0,3,3,0,1,1,::1O,:1O:1O,,,1L,122,3.66036603660366
1,2,4,0,1,1,:1O,::1O:1O,,,1L,117,3.5103510351035103
2,3,4,0,1,1,::1O,::1O:1O,,,1L,78,2.34023402340234
3,2,3,0,1,1,:1O,:1O:1O,,,1L,68,2.04020402040204
4,2,4,0,1,1,:,:1O:1O:1O,,,1L,62,1.86018601860186
5,4,3,0,1,1,:::1O,:1O:1O,,,1L,59,1.7701770177017702
6,3,3,0,1,1,:1O:1O,:1O:1O,,,1L,48,1.44014401440144
7,3,4,0,1,1,::,:1O:1O:1O,,,1L,39,1.17011701170117
8,4,3,0,1,1,::1O:1O,:1O:1O,,,1L,39,1.17011701170117
9,2,5,0,1,1,:1O,:::1O:1O,,,1L,38,1.14011401140114
10,1,5,0,1,1,1O,:::1O:1O,,,1L,36,1.08010801080108
11,1,4,0,1,1,1O,::1O:1O,,,1L,34,1.02010201020102
12,0,6,0,1,1,,:::1O:1O:1O,,,1L,34,1.02010201020102
13,3,4,0,1,1,:1O:1O,::1O:1O,,,1L,31,0.93009300930093
14,1,4,0,1,1,,:1O:1O:1O1S,,,1L,30,0.9000900090009001
15,3,3,0,1,1,::1O,:1O:1O1S,,,1L,30,0.9000900090009001
16,2,4,0,1,1,1O:1O,::1O:1O,,,1L,29,0.8700870087008701
17,2,4,0,1,1,:1O,::1O:1O1S,,,1L,26,0.7800780078007801
18,4,2,0,1,1,:::1O,1O:1O,,,1L,25,0.7500750075007501
19,1,5,0,1,1,,::1O:1O:1O,,,1L,25,0.7500750075007501
20,2,3,0,1,1,:1O,:1O:1O1S,,,1L,23,0.6900690069006901
21,1,4,0,1,1,,:1O:1O:1O,,,1L,23,0.6900690069006901
22,5,2,0,1,1,::::1O,1O:1O,,,1L,23,0.6900690069006901
23,2,4,0,1,1,:1O,:1O:1O:1O,,,1L,23,0.6900690069006901
24,2,4,0,1,1,:,:1O:1O:1O1S,,,1L,22,0.6600660066006601
25,3,4,0,1,1,::1O,::1O:1O1S,,,1L,22,0.6600660066006601
26,2,5,0,1,1,:,::1O:1O:1O,,,1L,21,0.6300630063006301
27,3,3,0,1,1,:1O:1O,::1O,,,1L,19,0.57005700570057
28,4,2,0,1,1,::1O:1O,1O:1O,,,1L,18,0.54005400540054
29,3,4,0,1,1,::1O,:1O:1O:1O,,,1L,17,0.51005100510051
30,4,3,0,1,1,:::1O,:1O:1O1S,,,1L,17,0.51005100510051
31,5,3,0,1,1,::::1O,:1O:1O,,,1L,17,0.51005100510051
32,1,5,0,1,1,1O,:::1O:1O1S,,,1L,16,0.48004800480048
33,3,2,0,1,1,::1O,1O:1O,,,1L,16,0.48004800480048
34,4,2,0,1,1,:::1O,1O:1O1S,,,1L,15,0.45004500450045
35,3,4,0,1,1,::,:1O:1O:1O1S,,,1L,15,0.45004500450045
36,4,4,0,1,1,:::1O,::1O:1O,,,1L,15,0.45004500450045
37,3,3,0,1,1,::,1O:1O:1O,,,1L,14,0.42004200420042
38,2,3,1,1,1,:1O,:1O:1O,,,1L,14,0.42004200420042
39,3,3,1,1,1,::1O,:1O:1O,,,1L,14,0.42004200420042
40,3,2,0,1,1,:1O:1O,1O:1O,,,1L,14,0.42004200420042
41,2,3,0,1,1,:,1O:1O:1O,,,1L,13,0.39003900390039
42,2,3,0,1,1,1O:1O,:1O:1O,,,1L,13,0.39003900390039
43,1,5,0,1,1,,::1O:1O:1O1S,,,1L,13,0.39003900390039
44,0,6,0,1,1,,:::1O:1O:1O1S,,,1L,12,0.36003600360036
45,3,3,0,1,1,::,1O:1O:1O1S,,,1L,12,0.36003600360036
46,5,2,0,1,1,:::1O:1O,1O:1O,,,1L,12,0.36003600360036
47,3,5,0,1,1,::1O,:::1O:1O,,,1L,12,0.36003600360036
48,2,5,0,1,1,:1O,::1O:1O:1O,,,1L,12,0.36003600360036
49,3,2,0,1,1,::1O,1O:1O1S,,,1L,12,0.36003600360036
50,4,3,0,1,1,::1O:1O,::1O,,,1L,11,0.33003300330033
51,2,4,1,1,1,:1O,::1O:1O,,,1L,11,0.33003300330033
52,3,3,0,1,1,:1O:1O,:1O:1O1S,,,1L,11,0.33003300330033
53,1,6,0,1,1,,:::1O:1O:1O,,,1L,10,0.3000300030003
54,1,6,0,1,1,1O,::::1O:1O,,,1L,10,0.3000300030003
55,3,5,0,1,1,::,::1O:1O:1O,,,1L,9,0.27002700270027
56,2,4,0,1,1,:1O,:1O:1O:1O1S,,,1L,9,0.27002700270027
57,2,5,0,1,1,1O:1O,:::1O:1O,,,1L,9,0.27002700270027
58,0,5,0,1,1,,::1O:1O:1O,,,1L,9,0.27002700270027
59,2,3,1,1,1,:1O,::1O,1O,,1L,9,0.27002700270027
60,2,3,0,1,1,:1O,1O:1O:1O1S,,,1L,9,0.27002700270027
61,1,4,1,1,1,,::1O:1O,1O,,1L,9,0.27002700270027
62,4,3,0,1,1,:::,1O:1O:1O,,,1L,9,0.27002700270027
63,4,2,0,1,1,::1O:1O,:1O,,,1L,9,0.27002700270027
64,2,3,0,1,1,:,1O:1O:1O1S,,,1L,8,0.24002400240024
65,2,4,0,1,0,:,:::,,,,8,0.24002400240024
66,0,5,1,1,2,,1O:1O:1O:1O:1O,1O,,1L:1L,8,0.24002400240024
67,4,4,0,1,1,:::,:1O:1O:1O,,,1L,8,0.24002400240024
68,1,4,0,1,1,1O,::1O:1O1S,,,1L,8,0.24002400240024
69,3,2,0,1,1,:1O:1O,1O:1O1S,,,1L,8,0.24002400240024
70,3,3,1,1,1,::1O,::1O,1O,,1L,8,0.24002400240024
71,2,5,0,1,1,:,::1O:1O:1O1S,,,1L,8,0.24002400240024
72,2,4,1,1,1,:1O,::1O:1O1S,,,1L,8,0.24002400240024
73,5,3,0,1,1,:::1O:1O,:1O:1O,,,1L,8,0.24002400240024
74,3,2,0,1,1,:1O:1O,:1O,,,1L,8,0.24002400240024
75,3,3,0,1,1,::1O,1O:1O:1O,,,1L,8,0.24002400240024
76,2,4,1,1,1,:1O,::1O:1O,1O,,1L,7,0.21002100210021
77,1,4,0,1,1,1O,:1O:1O:1O,,,1L,7,0.21002100210021
78,3,3,0,1,1,::1O,1O:1O:1O1S,,,1L,7,0.21002100210021
79,0,4,0,1,1,,:1O:1O:1O1S,,,1L,7,0.21002100210021
80,4,3,0,1,1,:1O:1O:1O,:1O:1O,,,1L,7,0.21002100210021
81,3,4,0,1,1,:1O:1O,:::1O,,,1L,7,0.21002100210021
82,4,4,0,1,1,::1O:1O,::1O:1O,,,1L,7,0.21002100210021
83,2,4,0,2,1,:,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,7,0.21002100210021
84,3,3,0,1,1,::1O,:1O:2O1S,,,1L,7,0.21002100210021
85,2,4,0,2,1,:1O,:::1O,,:::1S:1S:2S:2S:2S,1L,7,0.21002100210021
86,1,5,1,1,1,,:::1O:1O,1O,,1L,7,0.21002100210021
87,2,4,1,1,1,:,::1O:1O,1O,,1L,7,0.21002100210021
88,2,5,0,1,1,:1O,:::1O:1O1S,,,1L,7,0.21002100210021
89,1,5,0,1,1,1O,::1O:1O:1O,,,1L,7,0.21002100210021
90,2,4,0,1,1,:1O,::1O:2O1S,,,1L,7,0.21002100210021
91,6,2,0,1,1,:::::1O,1O:1O,,,1L,6,0.18001800180018
92,3,3,0,1,1,:1O:2O,:1O:1O,,,1L,6,0.18001800180018
93,4,3,0,1,1,:1O:1O:1O,::1O,,,1L,6,0.18001800180018
94,3,3,0,1,1,::1O,:1O1S:2O1S,,,1L,6,0.18001800180018
95,0,6,1,1,2,,:1O:1O:1O:1O:1O,1O,,1L:1L,6,0.18001800180018
96,1,6,0,1,1,,:::1O:1O:1O1S,,,1L,6,0.18001800180018
97,4,2,1,1,1,::1O:1O,:1O,1O,,1L,6,0.18001800180018
98,2,3,1,1,1,:,:1O:1O,2O,,1L,6,0.18001800180018
99,2,4,0,1,1,:,::1O:1O,,,1L,6,0.18001800180018
100,4,2,0,1,1,::1O:1O,1O:1O1S,,,1L,6,0.18001800180018
101,1,3,0,1,1,1O,:1O:1O,,,1L,6,0.18001800180018
102,5,2,0,1,1,::::1O,1O:1O1S,,,1L,6,0.18001800180018
103,3,3,0,1,2,::1O,1O:2O1S:2O1S,,,1L:1L,6,0.18001800180018
104,1,3,1,1,1,1O,:1O:1O,,,1L,6,0.18001800180018
105,0,4,1,1,1,,::1O:1O,1O,,1L,6,0.18001800180018
106,1,3,1,1,1,,:1O:1O,2O,,1L,6,0.18001800180018
107,0,5,1,1,1,,:::1O:1O,1O,,1L,6,0.18001800180018
108,2,3,0,1,1,:1O,1O:1O:1O,,,1L,6,0.18001800180018
109,2,3,1,1,1,:1O,:1O:1O1S,,,1L,6,0.18001800180018
110,2,4,0,1,1,1O:2O,::1O:1O,,,1L,6,0.18001800180018
111,2,3,0,1,1,:,:1O:1O,,,1L,6,0.18001800180018
112,3,3,0,1,1,:1O:1O,:1O:2O1S,,,1L,6,0.18001800180018
113,2,2,0,1,1,:1O,1O:1O,,,1L,5,0.15001500150015
114,1,3,0,1,1,,1O:1O:1O,,,1L,5,0.15001500150015
115,3,4,0,1,0,::1O,:::,,,,5,0.15001500150015
116,4,3,0,1,2,::1O:1O,1O:1O:2O1S,,,1L:1L,5,0.15001500150015
117,3,4,0,1,1,::1O,::1O:2O1S,,,1L,5,0.15001500150015
118,4,3,0,1,1,:::1O,1O:1O:1O,,,1L,5,0.15001500150015
119,1,4,1,1,1,,:1O:1O:1O,,,1L,5,0.15001500150015
120,2,4,0,1,1,1O:1O,:::1O,,,1L,5,0.15001500150015
121,1,5,0,1,1,,:::1O:1O,,,1L,5,0.15001500150015
122,1,5,0,1,1,1O,::1O:1O:1O1S,,,1L,5,0.15001500150015
123,3,3,1,1,1,::1O,:1O:1O,1O,,1L,5,0.15001500150015
124,6,2,0,1,1,::::1O:1O,1O:1O,,,1L,5,0.15001500150015
125,3,3,0,1,1,:1O:1O,:2O1S:2O1S,,,1L,5,0.15001500150015
126,2,3,0,1,1,1O:1O,:1O:1O1S,,,1L,5,0.15001500150015
127,2,3,0,1,1,:1O,:1O:2O1S,,,1L,5,0.15001500150015
128,3,2,0,1,1,1O:1O:1O,:1O,,,1L,5,0.15001500150015
129,4,2,0,1,1,:::1O,:1O,,,1L,5,0.15001500150015
130,2,6,0,1,1,:1O,::::1O:1O,,,1L,5,0.15001500150015
131,1,4,1,1,1,1O,::1O:1O,1O,,1L,4,0.12001200120012
132,2,4,0,1,1,1O:1O,:1O:1O:1O,,,1L,4,0.12001200120012
133,1,4,1,1,2,1O,1O:1O:1O:1O,1O,,1L:1L,4,0.12001200120012
134,4,1,0,1,1,::1O:1O,1O,,,1L,4,0.12001200120012
135,1,3,1,1,1,,:1O:1O1S,2O,,1L,4,0.12001200120012
136,3,4,1,1,1,::,::1O:1O,1O,,1L,4,0.12001200120012
137,4,2,0,1,1,:1O:1O:1O,1O:1O,,,1L,4,0.12001200120012
138,3,2,1,1,1,::1O,:1O,1O,,1L,4,0.12001200120012
139,1,4,1,1,1,,::1O:1O,2O1S,,1L,4,0.12001200120012
140,4,2,0,1,1,:1O:1O:1O,:1O,,,1L,4,0.12001200120012
141,2,4,1,1,1,:,:1O:1O:1O,,,1L,4,0.12001200120012
142,3,4,0,2,1,::,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,4,0.12001200120012
143,3,3,0,1,1,::,:1O:1O,,,1L,4,0.12001200120012
144,2,4,0,2,2,1O:1O,:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,4,0.12001200120012
145,3,4,0,1,1,::2O,::1O:1O,,,1L,4,0.12001200120012
146,4,3,0,1,1,::1O:1O,:1O:1O1S,,,1L,4,0.12001200120012
147,1,3,1,1,1,1O,::1O,1O,,1L,4,0.12001200120012
148,1,4,0,1,1,1O,:1O:1O:1O1S,,,1L,4,0.12001200120012
149,4,2,1,1,1,:::,1O:1O,1O,,1L,4,0.12001200120012
150,2,3,1,1,1,:,1O:1O:1O1S,,,1L,4,0.12001200120012
151,2,4,0,1,1,:1O,::1O1S:2O1S,,,1L,4,0.12001200120012
152,3,3,1,1,1,::1O,:1O:1O1S,,,1L,4,0.12001200120012
153,2,2,1,1,1,:1O,:1O,1O,,1L,4,0.12001200120012
154,2,3,0,1,2,:1O,1O:2O1S:2O1S,,,1L:1L,4,0.12001200120012
155,5,2,1,1,1,::::1O,1O:1O,1O,,1L,4,0.12001200120012
156,2,3,0,2,1,:1O,::1O,,:::1S:1S:2S:2S:2S,1L,4,0.12001200120012
157,3,3,0,1,2,:1O:1O,1O:1O1S:2O1S,,,1L:1L,4,0.12001200120012
158,2,3,0,2,2,1O:1O,1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,4,0.12001200120012
159,5,2,0,1,1,::1O:1O:1O,:1O,,,1L,4,0.12001200120012
160,3,3,0,1,2,:1O:1O,1O:1O:2O1S,,,1L:1L,4,0.12001200120012
161,4,4,0,1,1,:::1O,::1O:1O1S,,,1L,4,0.12001200120012
162,3,3,1,1,1,::1O,:1O:1O1S,1O,,1L,4,0.12001200120012
163,2,3,1,1,1,:,:1O:1O,1O,,1L,4,0.12001200120012
164,0,6,0,1,1,,:::1O:1O:2O1S,,,1L,4,0.12001200120012
165,6,2,0,1,1,::::1O:1O,:1O,,,1L,4,0.12001200120012
166,2,3,1,1,1,:1O,:1O:1O,1O,,1L,4,0.12001200120012
167,2,2,1,1,1,:,1O:1O,1O,,1L,4,0.12001200120012
168,2,3,1,1,1,1O:1O,:1O:1O,,,1L,3,0.09000900090009
169,3,4,0,1,1,1O:1O:1O,::1O:1O,,,1L,3,0.09000900090009
170,2,3,0,1,1,:1O,::1O1S,,,1L,3,0.09000900090009
171,2,5,0,2,1,:,:::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,3,0.09000900090009
172,0,4,0,1,1,,:1O:1O:1O,,,1L,3,0.09000900090009
173,1,4,0,2,2,,1O:1O:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
174,5,2,0,1,1,:::1O:1O,:1O,,,1L,3,0.09000900090009
175,2,3,0,2,2,1O:1O,1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
176,4,3,0,1,1,:::1O,1O:1O:1O1S,,,1L,3,0.09000900090009
177,2,5,0,1,0,:,::::,,,,3,0.09000900090009
178,3,3,0,1,1,::2O,:1O:1O,,,1L,3,0.09000900090009
179,2,4,0,2,2,1O:1O,:1O:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
180,1,4,0,2,1,,::1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,3,0.09000900090009
181,2,3,0,2,2,1O:1O,1O:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
182,1,4,0,2,1,,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,3,0.09000900090009
183,1,5,0,1,1,2O,:::1O:1O,,,1L,3,0.09000900090009
184,2,3,0,1,1,:1O,1O:1O:2O1S,,,1L,3,0.09000900090009
185,5,1,0,1,1,:::1O:1O,1O,,,1L,3,0.09000900090009
186,2,3,0,1,1,:2O,:1O:1O,,,1L,3,0.09000900090009
187,2,2,0,2,1,:1O,:1O,,:::1S:1S:2S:2S:2S,1L,3,0.09000900090009
188,1,4,0,1,1,2O,::1O:1O,,,1L,3,0.09000900090009
189,2,4,0,2,1,:,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,3,0.09000900090009
190,2,3,0,2,1,:,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,3,0.09000900090009
191,1,4,1,1,1,1O,::1O:1O,,,1L,3,0.09000900090009
192,3,3,0,1,1,1O:1O:1O,:1O:1O,,,1L,3,0.09000900090009
193,4,2,0,1,0,:::1O,:,,,,3,0.09000900090009
194,0,4,1,1,2,,:1O:1O:2O1S,2O1S,,1L:1L,3,0.09000900090009
195,3,3,1,1,1,:1O:1O,:1O:1O,1O,,1L,3,0.09000900090009
196,3,4,0,1,1,:1O:1O,::1O:1O1S,,,1L,3,0.09000900090009
197,1,4,1,1,1,,::1O:1O,1O1S,,1L,3,0.09000900090009
198,0,5,0,1,1,,::1O:1O:1O1S,,,1L,3,0.09000900090009
199,0,5,0,1,1,,:::1O:1O,,,1L,3,0.09000900090009
200,4,1,1,1,1,::1O:1O,1O,1O,,1L,3,0.09000900090009
201,1,4,1,1,1,,:1O:1O:1O1S,,,1L,3,0.09000900090009
202,3,2,1,1,1,::,1O:1O,1O,,1L,3,0.09000900090009
203,2,5,0,1,1,:1O,:::1O:2O1S,,,1L,3,0.09000900090009
204,0,5,0,2,2,,:1O:1O:1O:1O1S,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
205,2,3,1,1,1,:1O,:1O:2O1S,,,1L,3,0.09000900090009
206,3,3,0,1,1,::,1O:1O:2O1S,,,1L,3,0.09000900090009
207,3,2,1,1,1,:1O:1O,:1O,1O,,1L,3,0.09000900090009
208,3,3,0,1,1,:1O:1O,::2O1S,,,1L,3,0.09000900090009
209,3,2,0,1,1,::1O,1O:2O1S,,,1L,3,0.09000900090009
210,4,4,0,1,1,::1O:1O,:::1O,,,1L,3,0.09000900090009
211,4,3,1,1,1,::1O:1O,::1O,,,1L,3,0.09000900090009
212,2,4,0,1,1,:1O,:1O:1O:2O1S,,,1L,3,0.09000900090009
213,0,6,0,1,1,,:::1O:1O1S:1O1S,,,1L,3,0.09000900090009
214,3,2,1,1,1,::1O,1O:1O,,,1L,3,0.09000900090009
215,2,4,0,1,1,1O:1O,::1O:1O1S,,,1L,3,0.09000900090009
216,1,4,0,1,0,,:::,,,,3,0.09000900090009
217,1,6,0,1,1,1O,:::1O:1O:1O,,,1L,3,0.09000900090009
218,2,4,0,1,1,:2O,::1O:1O,,,1L,3,0.09000900090009
219,4,2,1,1,1,:::1O,:1O,1O,,1L,3,0.09000900090009
220,4,3,0,1,1,::1O:1O,1O:1O:1O,,,1L,3,0.09000900090009
221,3,3,0,2,1,::1O,::1O,,:::1S:1S:2S:2S:2S,1L,3,0.09000900090009
222,2,5,1,1,1,:,:::1O:1O,1O,,1L,3,0.09000900090009
223,2,4,0,2,2,:1O,1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
224,4,4,0,1,1,::1O:1O,::1O:1O1S,,,1L,3,0.09000900090009
225,1,4,0,1,1,,:1O:1O:2O1S,,,1L,3,0.09000900090009
226,4,2,1,1,1,:::1O,1O:1O,,,1L,3,0.09000900090009
227,1,4,0,1,1,,::1O:1O,,,1L,3,0.09000900090009
228,4,2,1,1,1,:::,1O:1O1S,1O,,1L,3,0.09000900090009
229,2,3,0,1,1,1O:1O,:1O:2O1S,,,1L,3,0.09000900090009
230,2,3,0,1,1,1O:1O,::1O,,,1L,3,0.09000900090009
231,2,3,0,1,1,1O:1O,::1O1S,,,1L,3,0.09000900090009
232,2,3,1,1,1,1O:1O,::1O,1O,,1L,3,0.09000900090009
233,1,4,0,1,1,1O,:1O:1O:2O1S,,,1L,3,0.09000900090009
234,1,4,0,1,1,1O,::1O1S:1O1S,,,1L,3,0.09000900090009
235,3,3,0,1,1,1O:1O:1O,::1O,,,1L,3,0.09000900090009
236,3,2,1,1,1,:1O:1O,:1O,,,1L,3,0.09000900090009
237,3,5,0,1,1,::1O,::1O:1O:1O,,,1L,3,0.09000900090009
238,1,3,1,1,1,1O,:1O:1O1S,1O,,1L,3,0.09000900090009
239,3,2,1,1,1,::1O,1O:1O,1O,,1L,3,0.09000900090009
240,3,3,0,2,1,::,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
241,3,3,0,2,1,::,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
242,2,3,0,2,2,:1O,1O:1O:1O1S,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
243,1,5,0,1,2,1O,1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
244,2,3,1,1,1,1O:1O,::1O,,,1L,2,0.06000600060006
245,2,4,0,1,1,:,::1O:1O1S,,,1L,2,0.06000600060006
246,3,3,0,1,2,::1O,1O:1O1S:2O1S,,,1L:1L,2,0.06000600060006
247,3,4,0,2,3,::1O,1O:1O:1O:2O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,2,0.06000600060006
248,3,3,0,2,1,:1O:1O,::1O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
249,2,3,0,2,2,:1O,1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
250,3,3,0,1,2,:1O:1O,1O:2O1S:2O1S,,,1L:1L,2,0.06000600060006
251,2,2,0,1,1,1O:1O,:1O,,,1L,2,0.06000600060006
252,2,3,0,1,1,:1O,:2O1S:2O1S,,,1L,2,0.06000600060006
253,3,3,1,1,1,:1O:1O,:1O:1O,,,1L,2,0.06000600060006
254,2,4,0,1,1,:,:1O:1O:2O1S,,,1L,2,0.06000600060006
255,3,4,0,1,1,::,::1O:1O1S,,,1L,2,0.06000600060006
256,1,5,1,1,2,1O,:1O:1O:1O:1O,1O,,1L:1L,2,0.06000600060006
257,3,4,0,1,1,::,::1O:1O,,,1L,2,0.06000600060006
258,2,3,0,1,1,1O:1O,1O:1O:1O1S,,,1L,2,0.06000600060006
259,2,3,0,1,0,:1O,::,,,,2,0.06000600060006
260,3,3,0,1,1,::1O,:1O1S:2O,,,1L,2,0.06000600060006
261,2,2,1,1,1,:1O,1O:2O1S,,,1L,2,0.06000600060006
262,1,6,0,1,1,1O,:::1O:1O:1O1S,,,1L,2,0.06000600060006
263,2,3,2,1,1,:,:1O:1O,:1O,,1L,2,0.06000600060006
264,3,4,0,1,0,::,:::,,,,2,0.06000600060006
265,2,2,1,1,1,:1O,1O:1O,,,1L,2,0.06000600060006
266,2,2,1,1,1,:,:1O,2O,,1L,2,0.06000600060006
267,3,3,0,1,1,::1O,1O:1O:2O1S,,,1L,2,0.06000600060006
268,2,4,0,1,1,1O:1O,:1O:1O:1O1S,,,1L,2,0.06000600060006
269,3,4,0,1,1,:1O:1O,:1O:1O:1O,,,1L,2,0.06000600060006
270,2,3,1,1,1,:1O,::1O1S,1O,,1L,2,0.06000600060006
271,3,4,0,1,1,::1O,::1O1S:1O1S,,,1L,2,0.06000600060006
272,3,3,1,1,1,::1O,1O:1O:1O,,,1L,2,0.06000600060006
273,2,3,1,1,1,:1O,:1O:2O1S,1O,,1L,2,0.06000600060006
274,2,3,0,1,2,:1O,1O:1O1S:2O1S,,,1L:1L,2,0.06000600060006
275,1,5,0,2,1,,:::1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
276,3,3,0,1,1,::2O,:1O:1O1S,,,1L,2,0.06000600060006
277,3,3,1,1,1,:1O:1O,::1O,,,1L,2,0.06000600060006
278,3,3,1,1,1,:1O:1O,::1O,1O,,1L,2,0.06000600060006
279,1,5,0,2,2,,:1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
280,2,3,0,1,1,:1O,::1O,,,1L,2,0.06000600060006
281,1,5,1,1,1,1O,:::1O:1O,1O,,1L,2,0.06000600060006
282,3,4,0,1,2,::1O,:1O:2O1S:2O1S,,,1L:1L,2,0.06000600060006
283,2,4,0,1,1,:,1O:1O:1O:2O1S,,,1L,2,0.06000600060006
284,2,4,0,1,1,1O:2O,:::1O,,,1L,2,0.06000600060006
285,3,3,1,1,1,::,:1O:2O1S,1O,,1L,2,0.06000600060006
286,3,3,0,1,1,::1O,::1O,,,1L,2,0.06000600060006
287,1,5,1,1,1,1O,:::1O:1O,,,1L,2,0.06000600060006
288,2,4,0,1,0,:1O,:::,,,,2,0.06000600060006
289,4,2,0,1,1,:::1O,1O:2O1S,,,1L,2,0.06000600060006
290,3,4,1,1,1,::1O,::1O:1O,1O,,1L,2,0.06000600060006
291,1,3,1,1,1,,:1O:1O1S,1O,,1L,2,0.06000600060006
292,2,4,1,1,1,:1O,::1O:2O1S,,,1L,2,0.06000600060006
293,3,2,1,1,1,:1O:1O,1O:1O,1O,,1L,2,0.06000600060006
294,4,3,1,1,1,:::1O,:1O:1O,,,1L,2,0.06000600060006
295,0,6,0,1,1,,:::1O:1O1S:2O1S,,,1L,2,0.06000600060006
296,3,2,1,1,1,:1O:1O,1O:1O1S,,,1L,2,0.06000600060006
297,1,4,2,1,1,1O,::1O:1O,:1O,,1L,2,0.06000600060006
298,0,6,1,1,1,,::::1O:1O1S,1O,,1L,2,0.06000600060006
299,0,6,1,1,2,,:1O:1O:1O:1O:1O,2O,,1L:1L,2,0.06000600060006
300,5,3,0,1,1,::::1O,:1O:1O1S,,,1L,2,0.06000600060006
301,0,7,0,1,1,,::::1O:1O:1O,,,1L,2,0.06000600060006
302,0,7,0,1,1,,::::1O:1O:1O1S,,,1L,2,0.06000600060006
303,1,3,0,1,0,,::,,,,2,0.06000600060006
304,1,3,0,1,1,,:1O:1O1S,,,1L,2,0.06000600060006
305,1,3,0,1,1,1O,:1O:1O1S,,,1L,2,0.06000600060006
306,2,4,1,1,1,:1O,:1O:1O:1O,,,1L,2,0.06000600060006
307,4,3,0,1,2,:1O:1O:1O,1O:1O:2O1S,,,1L:1L,2,0.06000600060006
308,1,3,0,1,2,1O,1O:2O1S:2O1S,,,1L:1L,2,0.06000600060006
309,2,5,0,1,1,:2O,:::1O:1O,,,1L,2,0.06000600060006
310,1,3,0,2,1,,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
311,4,3,0,1,1,:::2O,:1O:1O,,,1L,2,0.06000600060006
312,4,3,0,1,1,:::1O,:2O1S:2O1S,,,1L,2,0.06000600060006
313,4,3,0,1,1,:::1O,:1O:2O1S,,,1L,2,0.06000600060006
314,2,4,1,1,1,:,::1O:1O,2O,,1L,2,0.06000600060006
315,1,3,1,1,1,,:1O:1O,1N1O1S,,1L,2,0.06000600060006
316,3,2,1,1,1,::,1O:1O1S,1O,,1L,2,0.06000600060006
317,2,4,1,1,1,:1O,:::1O,1O,,1L,2,0.06000600060006
318,4,4,0,1,0,:::1O,:::,,,,2,0.06000600060006
319,0,5,1,1,3,,1O:1O:1O:2O1S:2O1S,2O,,1L:1L:1L,2,0.06000600060006
320,2,4,1,1,2,:1O,1O:1O:1O:1O,2O1S,,1L:1L,2,0.06000600060006
321,3,2,0,1,1,:1O:1O,:1O1S,,,1L,2,0.06000600060006
322,3,2,0,1,1,:1O:2O,:1O,,,1L,2,0.06000600060006
323,0,5,0,2,2,,:1O:1O:1O:2O1S,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
324,5,2,0,1,1,::1O:1O:1O,1O:1O,,,1L,2,0.06000600060006
325,0,5,0,2,2,,:1O:1O:1O:2O1S,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
326,5,1,1,1,1,::::1O,1O,1O,,1L,2,0.06000600060006
327,0,5,0,2,2,,:1O:1O:1O:2O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
328,0,5,1,1,1,,::1O:1O:1O,,,1L,2,0.06000600060006
329,5,2,1,1,1,:::1O:1O,:1O,1O,,1L,2,0.06000600060006
330,0,5,1,1,1,,:::1O:1O,2O,,1L,2,0.06000600060006
