,num_dol,num_eips,num_tfsi,num_ps,num_li,atoms_dol,atoms_eips,atoms_tfsi,atoms_ps,atoms_li,count,%
822,0,5,1,1,1,,:1O:1O:1O:2O1S,,,1L,1,0.03000300030003
823,0,5,1,1,1,,::1O:1O:1O1S,,,1L,1,0.03000300030003
824,0,5,1,1,1,,::1O:1O:1O1S,1O,,1L,1,0.03000300030003
825,0,5,1,1,1,,:::1O:1O,1N1O1S,,1L,1,0.03000300030003
826,0,5,1,1,1,,:::1O:1O,2O1S,,1L,1,0.03000300030003
827,0,5,1,1,2,,1O:1O:1O1S:1O1S:1O1S,2O,,1L:1L,1,0.03000300030003
828,0,5,1,1,2,,1O:1O:1O:1O1S:1O1S,1O,,1L:1L,1,0.03000300030003
829,0,5,1,1,2,,1O:1O:1O:1O:1O,1N2O1S,,1L:1L,1,0.03000300030003
830,0,5,1,1,2,,:1O:1O:1O1S:2O1S,1O,,1L:1L,1,0.03000300030003
831,0,5,1,1,2,,1O:1O:1O:1O:1O,1N2O2S,,1L:1L,1,0.03000300030003
832,0,5,1,1,2,,1O:1O:1O:1O:1O,1N3O1S,,1L:1L,1,0.03000300030003
833,0,5,1,1,2,,1O:1O:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
834,0,5,1,1,2,,1O:1O:1O:1O:1O,2O2S,,1L:1L,1,0.03000300030003
835,0,5,1,1,2,,1O:1O:1O:1O:1O,3O,,1L:1L,1,0.03000300030003
836,0,5,1,1,2,,1O:1O:1O:1O:1O1S,1N2O2S,,1L:1L,1,0.03000300030003
837,0,5,1,1,2,,1O:1O:1O:1O:1O1S,1O,,1L:1L,1,0.03000300030003
838,0,5,1,1,2,,1O:1O:1O:1O:1O1S,2O,,1L:1L,1,0.03000300030003
839,0,5,1,1,2,,1O:1O:1O:1O:2O1S,1O1S,,1L:1L,1,0.03000300030003
840,0,5,1,1,2,,1O:1O:1O:2O1S:2O1S,3O1S,,1L:1L,1,0.03000300030003
841,1,5,0,1,2,,::1O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
842,1,5,0,1,2,1O,:1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
843,1,5,0,1,2,2O,1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
844,2,4,0,2,1,:,::1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
845,0,3,2,1,1,,:1O:1O1S,:1O,,1L,1,0.03000300030003
846,2,4,0,1,2,1O:1O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
847,2,4,0,1,2,:,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
848,2,4,0,1,2,:1O,1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
849,2,4,0,1,2,:1O,:1O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
850,2,4,0,1,2,:1O,:1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
851,2,4,0,1,2,:1O,:2O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
852,2,4,0,2,1,1O:1O,::1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
853,2,4,0,2,1,:,::1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
854,2,4,0,2,1,:,::1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
855,2,4,0,2,1,:1O,::1O:1O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
856,2,4,0,1,1,:1O,:::1O,,,1L,1,0.03000300030003
857,2,4,0,2,1,:1O,:::2O1S,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
858,2,4,0,2,2,1O:1O,1O:1O:1O1S:1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
859,2,4,0,2,2,1O:1O,1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
860,2,4,0,2,2,1O:1O,1O:1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
861,2,4,0,2,2,1O:1O,:1O:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
862,2,4,0,2,2,1O:1O,:1O:1O:2O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
863,2,4,0,2,2,1O:2O,:1O:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
864,2,4,0,2,2,:,1O:1O:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
865,2,4,0,2,2,:,1O:1O:1O:2O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
866,2,4,0,2,2,:1O,1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
867,2,4,0,1,1,:2O,:1O:1O:1O,,,1L,1,0.03000300030003
868,2,4,0,1,1,:1O,::1O1S:1O1S,,,1L,1,0.03000300030003
869,2,4,0,2,2,:1O,1O:1O:1O:2O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
870,2,3,1,2,2,1O:1O,:1O:2O1S,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
871,2,3,1,1,1,:1O,:1O1S:1O1S,,,1L,1,0.03000300030003
872,2,3,1,1,1,:1O,:1O:1O,2O,,1L,1,0.03000300030003
873,2,3,1,1,1,:1O,::1O,,,1L,1,0.03000300030003
874,2,3,1,1,1,:1O,::1O,1N1O1S,,1L,1,0.03000300030003
875,2,3,1,1,1,:1O,::1O,2O1S,,1L,1,0.03000300030003
876,2,3,1,1,1,:1O,::2O,1O,,1L,1,0.03000300030003
877,2,3,1,1,2,1O:1O,1O:1O:1O,1O,,1L:1L,1,0.03000300030003
878,2,3,1,1,2,1O:1O,:1O:2O1S,,,1L:1L,1,0.03000300030003
879,2,3,1,1,2,:1O,1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
880,2,3,1,1,2,:1O,:1O:1O1S,2O1S,,1L:1L,1,0.03000300030003
881,2,4,0,1,0,1O:1O,:::,,,,1,0.03000300030003
882,2,4,0,1,1,:1O,:1O:1O1S:1O1S,,,1L,1,0.03000300030003
883,2,4,0,1,0,:,:::1O1S,,,,1,0.03000300030003
884,2,4,0,1,1,1O:1O,:1O1S:2O:2O1S,,,1L,1,0.03000300030003
885,2,4,0,1,1,1O:1O,::1O:2O1S,,,1L,1,0.03000300030003
886,2,4,0,1,1,1O:1O,:::1O1S,,,1L,1,0.03000300030003
887,2,4,0,1,1,:,1O:1O:1O:1O1S,,,1L,1,0.03000300030003
888,2,4,0,1,1,:,:1O:1O1S:1O1S,,,1L,1,0.03000300030003
889,2,4,0,1,1,:,:1O:1O1S:2O1S,,,1L,1,0.03000300030003
890,2,4,0,1,1,:,:1O:1O:2O,,,1L,1,0.03000300030003
891,2,4,0,1,1,:,:1O:2O:2O1S,,,1L,1,0.03000300030003
892,2,4,0,1,1,:,::1O:2O1S,,,1L,1,0.03000300030003
893,2,4,0,2,2,:1O,1O:1O:1O:1O1S,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
894,2,4,0,2,2,:1O,:1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
895,1,5,0,1,3,1O,1O:1O:1O:1O:1O1S,,,1L:1L:1L,1,0.03000300030003
896,2,5,0,1,2,:,1O:1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
897,2,4,1,2,2,:1O,1O:1O:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
898,2,4,2,1,1,:1O,::1O1S:1O1S,:1O,,1L,1,0.03000300030003
899,2,5,0,1,1,1O:1O,::1O:1O:1O,,,1L,1,0.03000300030003
900,2,5,0,1,1,1O:1O,:::1O:1O1S,,,1L,1,0.03000300030003
901,2,5,0,1,1,1O:1O,::::1O,,,1L,1,0.03000300030003
902,2,5,0,1,1,1O:2O,:::1O:1O,,,1L,1,0.03000300030003
903,2,5,0,1,1,:,:1O:1O:1O:1O,,,1L,1,0.03000300030003
904,2,5,0,1,1,:,::1O:1O:2O,,,1L,1,0.03000300030003
905,2,5,0,1,1,:,::1O:2O1S:2O1S,,,1L,1,0.03000300030003
906,2,5,0,1,1,:,:::1O:1O,,,1L,1,0.03000300030003
907,2,5,0,1,2,:1O,1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
908,2,4,1,2,2,:1O,1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
909,2,5,0,1,2,:1O,:::2O1S:2O1S,,,1L:1L,1,0.03000300030003
910,2,5,0,2,2,1O:1O,:1O:1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
911,2,5,0,2,2,:1O,1O:1O:1O:1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
912,2,5,1,1,1,:,::1O:1O:1O,,,1L,1,0.03000300030003
913,2,5,1,1,1,:,:::1O1S:2O1S,,,1L,1,0.03000300030003
914,2,5,1,1,1,:,:::1O:1O,2O1S,,1L,1,0.03000300030003
915,2,5,1,1,1,:1O,:::1O:1O,,,1L,1,0.03000300030003
916,2,5,1,1,1,:1O,:::1O:1O1S,1O,,1L,1,0.03000300030003
917,2,5,1,1,1,:2O,::::1O,1O,,1L,1,0.03000300030003
918,2,6,0,1,1,1O:1O,::::1O:1O,,,1L,1,0.03000300030003
919,2,4,1,2,2,:1O,1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
920,2,4,1,2,1,:,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
921,2,4,0,2,2,:1O,:1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
922,2,4,1,1,1,:1O,::1O:1O,1O1S,,1L,1,0.03000300030003
923,2,4,0,2,2,:1O,::1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
924,2,4,0,2,2,:2O,1O:1O:1O:2O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
925,2,4,0,2,3,:,1O:1O:1O:2O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
926,2,4,1,1,1,1O:1O,::1O:1O1S,,,1L,1,0.03000300030003
927,2,4,1,1,1,1O:1O,:::1O,1O,,1L,1,0.03000300030003
928,2,4,1,1,1,:,:1O:1O:1O,1O,,1L,1,0.03000300030003
929,2,4,1,1,1,:,:1O:1O:1O1S,,,1L,1,0.03000300030003
930,2,4,1,1,1,:,::1O:1O,2O1S,,1L,1,0.03000300030003
931,2,4,1,1,1,:,::1O:1O1S,1O,,1L,1,0.03000300030003
932,2,4,1,1,1,:,::1O:1O1S,2O,,1L,1,0.03000300030003
933,2,4,1,1,1,:1O,::1O:1O,2O,,1L,1,0.03000300030003
934,2,4,1,1,2,:1O,1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
935,2,4,1,1,1,:1O,::1O:1O,2O1S,,1L,1,0.03000300030003
936,2,4,1,1,1,:1O,::1O:1O,3O1S,,1L,1,0.03000300030003
937,2,4,1,1,1,:1O,::1O:1O1S,1O,,1L,1,0.03000300030003
938,2,4,1,1,1,:1O,:::1O,3O1S,,1L,1,0.03000300030003
939,2,4,1,1,1,:2O,::1O1S:2O1S,,,1L,1,0.03000300030003
940,2,4,1,1,2,1O:1O,1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
941,2,4,1,1,2,1O:1O,:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
942,2,4,1,1,2,1O:1O,:1O:2O1S:2O1S,1O,,1L:1L,1,0.03000300030003
943,2,4,1,1,2,:,1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
944,2,4,1,1,2,:1O,1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
945,2,3,1,1,1,:1O,1O:2O1S:2O1S,,,1L,1,0.03000300030003
946,2,3,1,1,1,:1O,1O:1O:2O1S,,,1L,1,0.03000300030003
947,2,3,1,1,1,:1O,1O:1O:2O,,,1L,1,0.03000300030003
948,2,2,0,2,1,:1O,:2O1S,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
949,1,6,0,1,1,1O,::::1O:1O1S,,,1L,1,0.03000300030003
950,1,6,1,1,1,,:::1O:1O:1O1S,,,1L,1,0.03000300030003
951,1,6,1,1,1,,::::1O:1O,1O,,1L,1,0.03000300030003
952,1,6,1,1,2,,:1O:1O:1O:1O:1O1S,1O,,1L:1L,1,0.03000300030003
953,2,2,0,1,1,1O:1O,1O:1O1S,,,1L,1,0.03000300030003
954,2,2,0,1,1,1O:1O,:1O1S,,,1L,1,0.03000300030003
955,2,2,0,1,1,1O:2O,:1O,,,1L,1,0.03000300030003
956,2,2,0,1,1,:,1O:1O1S,,,1L,1,0.03000300030003
957,2,2,0,1,1,:1O,1O:1O1S,,,1L,1,0.03000300030003
958,2,2,0,1,1,:1O,2O1S:2O1S,,,1L,1,0.03000300030003
959,2,2,1,1,1,1O:1O,1O:1O,,,1L,1,0.03000300030003
960,1,5,2,1,1,,:::1O:1O,:1O,,1L,1,0.03000300030003
961,2,2,1,1,1,1O:1O,:1O,,,1L,1,0.03000300030003
962,2,2,1,1,1,1O:2O,:1O,2O1S,,1L,1,0.03000300030003
963,2,2,1,1,1,:1O,1O:1O,1O,,1L,1,0.03000300030003
964,2,2,1,1,1,:1O,1O:1O1S,,,1L,1,0.03000300030003
965,2,2,1,1,1,:1O,:2O1S,1O,,1L,1,0.03000300030003
966,2,2,1,1,2,:1O,1O:2O1S,2O,,1L:1L,1,0.03000300030003
967,2,2,1,2,1,:1O,:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
968,2,2,1,2,1,:1O,:2O1S,1O,1S:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
969,2,3,0,1,0,:,::,,,,1,0.03000300030003
970,2,3,0,1,1,1O:1O,1O:1O:1O,,,1L,1,0.03000300030003
971,1,6,0,1,1,,::::1O:1O,,,1L,1,0.03000300030003
972,1,5,1,1,2,2O,::1O:1O:2O1S,2O1S,,1L:1L,1,0.03000300030003
973,2,3,1,1,1,:1O,1O:1O:1O1S,,,1L,1,0.03000300030003
974,1,5,1,1,1,,::1O:1O:1O,,,1L,1,0.03000300030003
975,1,5,0,2,1,,::1O:1O:2O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
976,1,5,0,2,1,,:::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
977,1,5,0,2,1,,:::1O:1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
978,1,5,0,2,1,1O,::1O:1O:2O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
979,1,5,0,2,1,1O,:::1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
980,1,5,0,2,2,,::1O:1O:2O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
981,1,5,0,2,2,1O,:1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
982,1,5,0,2,2,1O,:1O:1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
983,1,5,0,2,2,1O,:1O:1O:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
984,1,5,0,2,2,1O,::1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
985,1,5,1,1,1,,::1O:1O:1O1S,,,1L,1,0.03000300030003
986,1,5,1,1,2,1O,:1O:1O:1O:2O1S,1O,,1L:1L,1,0.03000300030003
987,1,5,1,1,1,,::1O:1O:1O1S,1O,,1L,1,0.03000300030003
988,1,5,1,1,1,,:::1O:1O,2O1S,,1L,1,0.03000300030003
989,1,5,1,1,1,1O,::1O:1O:1O,,,1L,1,0.03000300030003
990,1,5,1,1,1,1O,:::1O:1O,1O1S,,1L,1,0.03000300030003
991,1,5,1,1,1,1O,::::1O,2O,,1L,1,0.03000300030003
992,1,5,1,1,2,,1O:1O:1O:1O:1O,1N3O2S,,1L:1L,1,0.03000300030003
993,1,5,1,1,2,,1O:1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
994,1,5,1,1,2,,1O:1O:1O:1O:1O1S,2O,,1L:1L,1,0.03000300030003
995,1,5,1,1,2,,1O:1O:1O:2O1S:2O1S,1O,,1L:1L,1,0.03000300030003
996,1,5,1,1,2,1O,:1O:1O:1O:1O,1O1S,,1L:1L,1,0.03000300030003
997,2,3,0,1,1,1O:1O,1O:2O1S:2O1S,,,1L,1,0.03000300030003
998,2,3,0,1,1,1O:2O,:1O:1O,,,1L,1,0.03000300030003
999,2,3,0,1,1,1O:2O,::1O,,,1L,1,0.03000300030003
1000,2,3,1,1,1,1O:2O,:1O:1O1S,,,1L,1,0.03000300030003
1001,2,3,0,2,2,1O:1O,1O:1O:2O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1002,2,3,0,2,2,1O:1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1003,2,3,0,2,2,1O:1O,:1O:2O1S,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1004,2,3,0,2,2,:1O,1O:1O:1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1005,2,3,0,2,2,:1O,:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1006,2,3,0,2,2,:1O,:2O1S:2O1S,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1007,2,3,0,2,2,:2O,1O:1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1008,2,3,0,2,3,1O:1O,1O:1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
1009,2,3,1,1,1,1O:1O,1O:1O:1O,,,1L,1,0.03000300030003
1010,2,3,1,1,1,1O:1O,:1O:1O1S,,,1L,1,0.03000300030003
1011,2,3,1,1,1,1O:2O,::1O,,,1L,1,0.03000300030003
1012,2,3,0,1,1,:,:1O1S:1O1S,,,1L,1,0.03000300030003
1013,2,3,1,1,1,:,1O:1O1S:1O1S,,,1L,1,0.03000300030003
1014,2,3,1,1,1,:,1O:1O:1O,,,1L,1,0.03000300030003
1015,2,3,1,1,1,:,:1O:1O,,,1L,1,0.03000300030003
1016,2,3,1,1,1,:,:1O:1O,1N1O1S,,1L,1,0.03000300030003
1017,2,3,1,1,1,:,:1O:1O,1N2O1S,,1L,1,0.03000300030003
1018,2,3,1,1,1,:,:1O:1O,1N3O1S,,1L,1,0.03000300030003
1019,2,3,1,1,1,:,:1O:1O,2O1S,,1L,1,0.03000300030003
1020,2,3,1,1,1,:,:1O:1O1S,1O1S,,1L,1,0.03000300030003
1021,2,3,1,1,1,:,:1O:2O1S,1O,,1L,1,0.03000300030003
1022,2,3,1,1,1,:1O,1O:1O:1O,,,1L,1,0.03000300030003
1023,2,3,0,2,2,1O:1O,1O:1O:1O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1024,2,3,0,2,1,:1O,::1O1S,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1025,2,3,0,2,1,:1O,:1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1026,2,3,0,2,1,:1O,:1O:1O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1027,2,3,0,1,1,:,:1O:1O1S,,,1L,1,0.03000300030003
1028,2,3,0,1,1,:,:2O1S:2O1S,,,1L,1,0.03000300030003
1029,2,3,0,1,1,:1O,1O:1O1S:2O,,,1L,1,0.03000300030003
1030,2,3,0,1,1,:1O,1O:1O1S:2O1S,,,1L,1,0.03000300030003
1031,2,3,0,1,1,:1O,1O:1O:2O,,,1L,1,0.03000300030003
1032,2,3,0,1,1,:1O,:1O1S:1O1S,,,1L,1,0.03000300030003
1033,2,3,0,1,1,:1O,:1O1S:2O1S,,,1L,1,0.03000300030003
1034,2,3,0,1,1,:2O,:1O:1O1S,,,1L,1,0.03000300030003
1035,2,3,0,1,1,:2O,:1O:2O1S,,,1L,1,0.03000300030003
1036,2,3,0,1,2,1O:1O,1O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1037,2,3,0,1,2,1O:1O,1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
1038,2,3,0,1,2,1O:1O,1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1039,2,3,0,1,2,1O:2O,:1O:2O1S,,,1L:1L,1,0.03000300030003
1040,2,3,0,1,2,:1O,1O1S:1O1S:2O1S,,,1L:1L,1,0.03000300030003
1041,2,3,0,1,3,1O:2O,2O1S:2O1S:2O1S,,,1L:1L:1L,1,0.03000300030003
1042,2,3,0,2,1,1O:1O,:1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1043,2,3,0,2,1,:,:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1044,2,3,0,2,1,:,:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1045,2,3,0,2,1,:,:1O:1O1S,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1046,2,3,0,2,1,:1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1047,2,3,0,2,1,:1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1048,7,2,0,1,1,:::::1O:1O,1O:1O1S,,,1L,1,0.03000300030003
