,num_dol,num_etfe,num_tfsi,num_ps,num_li,atoms_dol,atoms_etfe,atoms_tfsi,atoms_ps,atoms_li,count,%
254,5,0,3,1,2,1O:1O:1O:1O:2O,,:1O:1O1S,,1L:1L,2,0.06000600060006
255,5,1,1,2,2,:1O:1O:1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
256,4,0,2,2,2,1O:1O:1O:2O,,:1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
257,5,0,3,1,2,1O:1O:1O:1O:1O,,1O:1O:1O,,1L:1L,2,0.06000600060006
258,4,0,1,1,2,1O:1O:1O:1O,,1N4O2S,,1L:1L,2,0.06000600060006
259,4,0,1,1,2,1O:1O:1O:1O,,1N2O2S,,1L:1L,2,0.06000600060006
260,5,0,3,1,2,1O:1O:1O:1O:2O,,1O:1O:1O,,1L:1L,2,0.06000600060006
261,4,0,3,1,2,:1O:1O:1O,,1O:1O1S:2O,,1L:1L,2,0.06000600060006
262,6,0,2,1,2,::1O:1O:1O:1O,,1O:1O1S,,1L:1L,2,0.06000600060006
263,5,0,1,2,2,:1O:1O:1O:2O,,1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
264,6,0,1,1,1,::1O:1O:1O:2O,,1O,,1L,2,0.06000600060006
265,4,0,3,1,2,:1O:1O:1O,,1O:1O1S:2O2S,,1L:1L,2,0.06000600060006
266,4,0,2,2,2,1O:1O:1O:1O,,:1N3O2S,::1S:1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
267,5,0,2,1,2,1O:1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
268,4,0,2,1,2,1O:1O:1O:2O,,1O1S:1O1S,,1L:1L,2,0.06000600060006
269,4,0,3,1,2,:1O:1O:2O,,1O:1O1S:2O2S,,1L:1L,2,0.06000600060006
270,4,0,2,1,2,1O:1O:1O:2O,,1N2O2S:2O1S,,1L:1L,2,0.06000600060006
271,6,0,1,1,2,:1O:1O:1O:1O:1O,,3O1S,,1L:1L,2,0.06000600060006
272,4,0,2,1,2,1O:1O:1O:2O,,1N2O1S:2O1S,,1L:1L,2,0.06000600060006
273,5,0,3,1,2,:1O:1O:2O:2O,,1O:1O:1O1S,,1L:1L,2,0.06000600060006
274,8,0,0,1,1,::::1O:1O:1O:1O,,,,1L,2,0.06000600060006
275,4,0,3,1,2,:1O:1O:1O,,2O:2O1S:2O1S,,1L:1L,2,0.06000600060006
276,6,0,1,2,2,:1O:1O:1O:1O:1O,,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
277,4,1,2,1,2,1O:1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
278,5,0,2,1,2,1O:1O:1O:1O:2O,,1O1S:2O,,1L:1L,2,0.06000600060006
279,4,1,2,1,2,1O:1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
280,6,0,1,2,2,:1O:1O:1O:1O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
281,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
282,4,1,2,1,2,1O:1O:1O:1O,,1O:3O1S,,1L:1L,2,0.06000600060006
283,4,0,2,1,2,1O:1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
284,4,0,2,1,2,1O:1O:1O:1O,,1O:2O,,1L:1L,2,0.06000600060006
285,5,0,2,1,2,1O:1O:1O:1O:2O,,1N1O1S:1O1S,,1L:1L,2,0.06000600060006
286,4,0,2,1,2,1O:1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
287,5,0,2,1,2,1O:1O:1O:1O:2O,,2O:2O1S,,1L:1L,2,0.06000600060006
288,4,0,3,1,2,:1O:1O:1O,,:1O:1O1S,,1L:1L,2,0.06000600060006
289,4,0,2,1,2,:1O:1O:1O,,2O1S:2O1S,,1L:1L,2,0.06000600060006
290,6,0,1,1,2,::1O:1O:1O:1O,,1O1S,,1L:1L,2,0.06000600060006
291,5,0,3,1,2,::1O:1O:1O,,1O:1O:2O2S,,1L:1L,2,0.06000600060006
292,4,1,1,2,2,:1O:1O:1O,,1N3O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
293,5,0,2,1,2,1O:1O:1O:1O:1O,,2O1S:2O1S,,1L:1L,2,0.06000600060006
294,6,0,1,1,2,:1O:1O:1O:2O:2O,,1O1S,,1L:1L,2,0.06000600060006
295,6,0,1,1,2,::1O:1O:2O:2O,,1O,,1L:1L,2,0.06000600060006
296,6,0,1,1,2,:1O:1O:1O:2O:2O,,1O,,1L:1L,2,0.06000600060006
297,8,1,0,1,1,::::1O:1O:2O:2O,,,,1L,2,0.06000600060006
298,5,0,3,1,2,::1O:1O:1O,,1O1S:1O1S:2O1S,,1L:1L,2,0.06000600060006
299,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:2O,,1L:1L,2,0.06000600060006
300,6,0,1,1,2,:1O:1O:1O:1O:2O,,1N3O2S,,1L:1L,2,0.06000600060006
301,4,0,2,1,2,1O:1O:2O:2O,,1O1S:1O1S,,1L:1L,2,0.06000600060006
302,4,1,2,1,2,1O:1O:1O:1O,,1N1O1S:2O1S,,1L:1L,2,0.06000600060006
303,6,0,1,1,2,:1O:1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
304,4,0,2,1,2,1O:1O:1O:2O,,1O:2O2S,,1L:1L,2,0.06000600060006
305,4,0,3,1,2,:1O:1O:2O,,1O:1O1S:1O1S,,1L:1L,2,0.06000600060006
306,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:2O2S,,1L:1L,2,0.06000600060006
307,4,1,2,1,2,1O:1O:1O:1O,,2O:2O1S,,1L:1L,2,0.06000600060006
308,4,0,2,2,2,1O:1O:1O:1O,,:1N3O2S,:1S:1S:1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
309,4,1,2,1,2,1O:1O:1O:2O,,1O1S:1O1S,,1L:1L,2,0.06000600060006
310,6,0,1,2,2,::1O:1O:1O:1O,,2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
311,4,1,2,1,2,1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
312,2,0,4,1,2,1O:2O,,:1N1O1S:1O:1O1S,,1L:1L,2,0.06000600060006
313,4,1,1,2,2,1O:1O:1O:2O,,2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
314,4,0,2,2,2,1O:1O:1O:1O,,1O:2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
315,5,0,3,1,2,:1O:1O:1O:2O,,1N1O1S:1O:2O1S,,1L:1L,2,0.06000600060006
316,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,2O2S,,1L:1L,2,0.06000600060006
317,7,1,0,1,1,:::1O:1O:1O:1O,,,,1L,2,0.06000600060006
318,5,1,2,1,2,1O:1O:1O:1O:1O,,:1N1O1S,,1L:1L,2,0.06000600060006
319,4,0,1,2,2,:1O:1O:1O,,2O1S,2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
320,4,1,3,1,2,1O:1O:1O:1O,,:1O:1O,,1L:1L,2,0.06000600060006
321,4,1,2,1,2,:1O:1O:1O,,1O1S:2O2S,,1L:1L,2,0.06000600060006
322,4,0,3,1,2,:1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,2,0.06000600060006
323,5,0,2,1,2,1O:1O:1O:2O:2O,,:1N3O2S,,1L:1L,2,0.06000600060006
324,7,0,2,1,2,:::1O:1O:1O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
325,4,0,1,2,2,:1O:1O:1O,,1N3O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
326,5,0,2,1,2,1O:1O:1O:2O:2O,,:1O,,1L:1L,2,0.06000600060006
327,6,0,1,2,2,::1O:1O:1O:1O,,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
328,7,1,1,1,1,:::1O:1O:1O:1O,,1O1S,,1L,2,0.06000600060006
329,4,0,2,1,2,1O:1O:1O:1O,,1O1S:1O1S,,1L:1L,2,0.06000600060006
330,5,0,3,1,2,::1O:1O:2O,,1O:1O:1O1S,,1L:1L,2,0.06000600060006
331,6,0,1,1,2,:1O:1O:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
332,4,0,2,1,2,1O:1O:1O:1O,,1N4O2S:2O1S,,1L:1L,2,0.06000600060006
333,2,0,4,1,2,1O:1O,,1O:1O:1O1S:1O1S,,1L:1L,2,0.06000600060006
334,5,0,3,1,2,:1O:1O:1O:2O,,:1O:2O1S,,1L:1L,2,0.06000600060006
335,5,0,3,1,2,:1O:1O:1O:2O,,:1O:2O,,1L:1L,2,0.06000600060006
336,4,0,2,1,2,1O:1O:1O:1O,,1N3O2S:1O1S,,1L:1L,2,0.06000600060006
337,5,0,3,1,2,::1O:1O:2O,,1N1O1S:1O:1O,,1L:1L,2,0.06000600060006
338,5,0,1,2,3,:1O:1O:1O:1O,,1N3O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L:1L,2,0.06000600060006
339,4,0,2,1,2,1O:1O:1O:1O,,1N2O2S:2O1S,,1L:1L,2,0.06000600060006
340,4,0,2,1,2,1O:1O:1O:1O,,1N2O2S:1O,,1L:1L,2,0.06000600060006
341,6,0,1,1,2,:1O:1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
342,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
343,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:1N3O2S,,1L:1L,2,0.06000600060006
344,4,1,2,1,2,1O:1O:1O:2O,,1N1O1S:1O1S,,1L:1L,2,0.06000600060006
345,5,0,3,1,2,:1O:1O:1O:2O,,1O:1O:2O,,1L:1L,2,0.06000600060006
346,5,0,3,1,2,:1O:1O:1O:2O,,1O:1O:1O1S,,1L:1L,2,0.06000600060006
347,6,0,1,1,2,1O:1O:1O:1O:2O:2O,,2O1S,,1L:1L,2,0.06000600060006
348,3,1,3,1,2,1O:1O:1O,,:1N3O2S:1O,,1L:1L,2,0.06000600060006
349,6,1,0,1,1,::1O:1O:1O:1O,,,,1L,2,0.06000600060006
350,4,0,2,2,2,1O:1O:1O:2O,,:2O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
351,5,0,1,1,2,:1O:1O:1O:2O,,2O1S,,1L:1L,2,0.06000600060006
352,5,1,1,1,2,1O:1O:1O:1O:2O,,2O1S,,1L:1L,2,0.06000600060006
353,6,1,1,1,2,:1O:1O:1O:1O:2O,,2O,,1L:1L,2,0.06000600060006
354,3,0,2,2,3,1O:1O:1O,,1N2O2S:2O,:::1S:1S:2S:2S:2S,1L:1L:1L,2,0.06000600060006
355,5,1,1,1,2,1O:1O:1O:1O:2O,,1N3O2S,,1L:1L,2,0.06000600060006
356,6,1,0,2,2,:1O:1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
357,5,0,2,1,2,:1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
358,6,1,0,1,1,:::1O:1O:2O,,,,1L,2,0.06000600060006
359,5,0,2,1,2,:1O:1O:1O:1O,,:1N3O2S,,1L:1L,2,0.06000600060006
360,3,0,4,1,2,:1O:2O,,:1N3O2S:1O:1O,,1L:1L,2,0.06000600060006
361,3,0,4,1,2,:1O:2O,,:1O:1O1S:1O1S,,1L:1L,2,0.06000600060006
362,5,0,1,1,2,1O:1O:1O:2O:2O,,1O1S,,1L:1L,2,0.06000600060006
363,4,0,3,1,2,1O:1O:1O:2O,,1O:1O:2O,,1L:1L,2,0.06000600060006
364,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
365,5,1,1,1,2,1O:1O:1O:1O:1O,,2O2S,,1L:1L,2,0.06000600060006
366,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
367,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
368,3,0,3,1,2,1O:1O:1O,,1O:1O1S:2O,,1L:1L,2,0.06000600060006
369,3,0,3,1,2,1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,2,0.06000600060006
370,5,0,2,1,2,:1O:1O:1O:1O,,2O1S:2O2S,,1L:1L,2,0.06000600060006
371,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
372,4,0,4,1,2,1O:1O:1O:1O,,:1O:1O:2O1S,,1L:1L,2,0.06000600060006
373,4,0,3,1,2,1O:1O:1O:1O,,1N1O1S:1O:1O1S,,1L:1L,2,0.06000600060006
374,3,0,5,1,2,:1O:1O,,:1O:1O:1O:1O1S,,1L:1L,2,0.06000600060006
375,5,2,0,1,1,:1O:1O:1O:1O,:,,,1L,2,0.06000600060006
376,5,0,2,2,2,:1O:1O:1O:2O,,1O:2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
377,3,0,4,1,2,1O:1O:1O,,1O:1O:1O:1O1S,,1L:1L,2,0.06000600060006
378,4,3,0,1,1,:1O:1O:1O,::1O,,,1L,2,0.06000600060006
379,3,0,4,1,2,:1O:1O,,:1O:1O:2O2S,,1L:1L,2,0.06000600060006
380,3,0,4,1,2,:1O:1O,,:1O:1O:1O1S,,1L:1L,2,0.06000600060006
381,4,0,3,1,2,1O:1O:1O:2O,,:1O:1O,,1L:1L,2,0.06000600060006
382,3,0,4,1,2,:1O:1O,,1N1O1S:1O:1O:1O,,1L:1L,2,0.06000600060006
383,5,0,1,1,2,1O:1O:1O:1O:2O,,1O1S,,1L:1L,2,0.06000600060006
384,7,0,1,1,2,1O:1O:1O:1O:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
385,7,0,1,1,2,1O:1O:1O:1O:1O:2O:2O,,1O,,1L:1L,2,0.06000600060006
386,6,1,1,1,2,1O:1O:1O:1O:1O:2O,,1N1O1S,,1L:1L,2,0.06000600060006
387,6,1,1,1,2,1O:1O:1O:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
388,6,1,1,1,2,1O:1O:1O:1O:1O:1O,,1O1S,,1L:1L,2,0.06000600060006
389,6,1,1,1,2,1O:1O:1O:1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
390,3,0,4,1,2,1O:1O:1O,,1O:1O:1O1S:2O1S,,1L:1L,2,0.06000600060006
391,5,1,1,1,2,1O:1O:1O:2O:2O,,1O,,1L:1L,2,0.06000600060006
392,5,0,1,1,2,1O:1O:1O:1O:2O,,1N2O1S,,1L:1L,2,0.06000600060006
393,5,1,2,1,2,:1O:1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
394,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
395,5,0,2,1,2,:1O:1O:1O:2O,,1N2O1S:1O,,1L:1L,2,0.06000600060006
396,3,0,3,1,2,1O:1O:1O,,1O1S:2O1S:2O1S,,1L:1L,2,0.06000600060006
397,7,0,1,1,2,:1O:1O:1O:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
398,4,0,3,1,2,1O:1O:1O:2O,,1O:2O:2O1S,,1L:1L,2,0.06000600060006
399,6,1,1,1,1,:::1O:1O:1O,,1O,,1L,2,0.06000600060006
400,7,0,1,1,1,::::1O:1O:1O,,2O1S,,1L,2,0.06000600060006
401,5,0,1,1,2,1O:1O:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
402,3,0,3,1,2,1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,2,0.06000600060006
403,7,0,1,1,2,:1O:1O:1O:1O:1O:2O,,1O1S,,1L:1L,2,0.06000600060006
404,4,0,3,1,2,1O:1O:1O:2O,,:1O1S:2O1S,,1L:1L,2,0.06000600060006
405,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
406,5,0,2,1,2,:1O:1O:1O:1O,,:2O1S,,1L:1L,2,0.06000600060006
407,3,0,4,1,2,:1O:1O,,:1N1O1S:1O:1O1S,,1L:1L,2,0.06000600060006
408,5,1,1,1,2,:1O:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
409,5,0,1,1,2,:1O:1O:1O:2O,,1N3O2S,,1L:1L,2,0.06000600060006
410,5,1,2,1,2,:1O:1O:1O:2O,,2O:2O1S,,1L:1L,2,0.06000600060006
411,4,0,2,2,2,:1O:1O:2O,,1O:2O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
412,5,0,2,1,2,1O:1O:1O:1O:1O,,:1N3O2S,,1L:1L,2,0.06000600060006
413,4,0,3,1,2,1O:1O:1O:1O,,1O:2O:2O1S,,1L:1L,2,0.06000600060006
414,4,0,3,1,2,1O:1O:1O:1O,,:1N1O1S:1O,,1L:1L,2,0.06000600060006
415,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
416,4,0,4,1,2,::1O:1O,,1O:1O:1O:1O1S,,1L:1L,2,0.06000600060006
417,4,0,3,1,2,1O:1O:1O:1O,,:1O1S:2O1S,,1L:1L,2,0.06000600060006
418,4,0,3,1,2,:1O:1O:1O,,1N1O1S:1O1S:2O,,1L:1L,2,0.06000600060006
419,3,0,3,1,2,1O:1O:2O,,1O:2O1S:2O2S,,1L:1L,2,0.06000600060006
420,4,0,2,2,2,:1O:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
421,6,0,0,1,2,:1O:1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
422,4,0,3,2,2,1O:1O:1O:1O,,::1O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
423,7,0,0,2,2,:1O:1O:1O:1O:1O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
424,5,1,2,1,2,:1O:1O:1O:1O,,:1O,,1L:1L,2,0.06000600060006
425,4,1,1,1,1,1O:1O:1O:1O,,1N1O1S,,1L,2,0.06000600060006
426,5,0,4,1,2,:1O:1O:1O:1O,,:1O:1O:1O1S,,1L:1L,2,0.06000600060006
427,5,1,2,1,2,:1O:1O:1O:1O,,1O:2O2S,,1L:1L,2,0.06000600060006
428,4,1,3,1,2,:1O:1O:1O,,1O:1O:2O1S,,1L:1L,2,0.06000600060006
429,4,1,1,1,2,1O:1O:1O:1O,,1O1S,,1L:1L,2,0.06000600060006
430,4,1,3,1,2,1O:1O:1O:2O,,:2O:2O1S,,1L:1L,2,0.06000600060006
431,5,0,2,1,2,:1O:1O:2O:2O,,2O:2O,,1L:1L,2,0.06000600060006
432,3,1,3,1,2,1O:1O:1O,,1O:1O1S:2O2S,,1L:1L,2,0.06000600060006
433,5,0,2,1,2,:1O:1O:2O:2O,,1O:1O,,1L:1L,2,0.06000600060006
434,6,0,2,1,2,::1O:1O:2O:2O,,1O:1O,,1L:1L,2,0.06000600060006
435,7,0,0,1,2,:1O:1O:1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
436,4,0,3,1,2,1O:1O:1O:1O,,1O:2O1S:2O1S,,1L:1L,2,0.06000600060006
437,5,0,1,2,2,1O:1O:1O:1O:1O,,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
438,7,0,1,1,2,::1O:1O:1O:1O:2O,,2O1S,,1L:1L,2,0.06000600060006
439,6,1,2,1,2,:1O:1O:1O:1O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
440,6,0,3,1,2,::1O:1O:1O:1O,,:1O1S:2O1S,,1L:1L,2,0.06000600060006
441,4,0,2,2,2,:1O:1O:2O,,1O:2O1S,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
442,3,0,3,2,3,:1O:1O,,1N1O1S:1O1S:2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L:1L,2,0.06000600060006
443,3,0,3,2,3,1O:1O:1O,,1O:2O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L:1L,2,0.06000600060006
444,3,0,3,1,2,1O:1O:2O,,1N1O1S:1O:2O1S,,1L:1L,2,0.06000600060006
445,4,0,3,1,2,1O:1O:1O:1O,,1O:1O1S:2O,,1L:1L,2,0.06000600060006
446,7,0,1,1,1,:::1O:1O:1O:1O,,,,1L,2,0.06000600060006
447,7,0,1,1,1,::1O:1O:1O:1O:1O,,,,1L,2,0.06000600060006
448,4,2,2,1,2,1O:1O:1O:2O,:,1O:2O1S,,1L:1L,2,0.06000600060006
449,4,2,2,1,2,1O:1O:1O:1O,:,1O:2O2S,,1L:1L,2,0.06000600060006
450,5,0,2,1,2,:1O:1O:1O:2O,,2O:2O1S,,1L:1L,2,0.06000600060006
451,5,1,1,1,1,::1O:1O:1O,,1O1S,,1L,2,0.06000600060006
452,4,2,2,1,2,1O:1O:1O:1O,:,1O:1O1S,,1L:1L,2,0.06000600060006
453,5,2,1,1,1,::1O:1O:1O,:,1O,,1L,2,0.06000600060006
454,5,0,1,1,2,1O:1O:1O:1O:2O,,2O,,1L:1L,2,0.06000600060006
455,3,0,3,1,2,1O:1O:2O,,1O:1O:1O1S,,1L:1L,2,0.06000600060006
456,3,0,2,2,2,1O:1O:2O,,1O:2O1S,2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
457,5,1,1,2,2,::1O:1O:1O,,1O1S,2S:2S:2S:3S:3S:3S:4S:5S,1L:1L,1,0.03000300030003
458,5,1,1,1,2,:1O:1O:2O:2O,,1N1O1S,,1L:1L,1,0.03000300030003
459,5,1,1,1,2,::1O:1O:2O,,1N3O2S,,1L:1L,1,0.03000300030003
460,5,1,1,2,2,:1O:1O:1O:1O,,1O,3S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
461,5,1,1,2,2,::1O:1O:2O,,3O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
462,5,1,1,2,2,:1O:1O:1O:1O,,1N4O2S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
463,5,1,1,2,2,1O:1O:1O:2O:2O,,2O,:::1S:1S:2S:3S:3S,1L:1L,1,0.03000300030003
464,5,1,1,1,2,:1O:1O:1O:2O,1O,1N2O2S,,1L:1L,1,0.03000300030003
465,5,1,1,1,3,::1O:1O:1O,,1N3O2S,,1L:1L:1L,1,0.03000300030003
466,5,0,3,1,2,::1O:1O:1O,,:1O1S:2O,,1L:1L,1,0.03000300030003
467,5,1,1,1,2,:1O:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
468,5,1,1,1,2,:1O:1O:1O:2O,,1N1O1S,,1L:1L,1,0.03000300030003
469,5,0,3,1,2,::1O:1O:1O,,:1N3O2S:2O,,1L:1L,1,0.03000300030003
470,5,1,1,1,2,::1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
471,5,1,1,2,2,1O:1O:1O:1O:2O,,1O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
472,5,1,1,2,2,1O:1O:1O:1O:2O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
473,5,1,1,2,1,:1O:1O:2O:2O,,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
474,5,1,1,2,2,1O:1O:1O:1O:1O,,1O,2S:3S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
475,5,0,3,1,2,::1O:1O:2O,,1O:1O1S:2O2S,,1L:1L,1,0.03000300030003
476,5,1,1,2,2,1O:1O:1O:1O:1O,,1O1S,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
477,5,1,1,2,2,1O:1O:1O:1O:1O,,1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
478,5,1,1,1,2,:1O:1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
479,5,0,3,1,2,::1O:1O:2O,,1O:1O1S:2O1S,,1L:1L,1,0.03000300030003
480,5,1,1,2,2,1O:1O:1O:1O:2O,,1N2O2S,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
481,5,1,1,1,2,:1O:1O:1O:2O,,1N2O2S,,1L:1L,1,0.03000300030003
482,5,1,1,1,2,1O:1O:1O:2O:2O,,3O2S,,1L:1L,1,0.03000300030003
483,5,0,3,1,2,::1O:1O:2O,,:2O:3O1S,,1L:1L,1,0.03000300030003
484,5,1,1,2,2,:1O:1O:1O:1O,,1O,::1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
485,5,1,1,1,1,:1O:1O:1O:2O,,1N,,1L,1,0.03000300030003
486,5,0,3,2,2,::1O:1O:1O,,1O:1O:2O1S,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
487,5,1,1,1,1,:1O:1O:1O:1O,,,,1L,1,0.03000300030003
488,5,0,3,2,2,::1O:1O:1O,,1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
489,5,1,1,1,1,:1O:1O:1O:1O,,1O1S,,1L,1,0.03000300030003
490,5,1,1,1,1,:1O:1O:1O:1O,,2O1S,,1L,1,0.03000300030003
491,5,1,1,1,1,:1O:1O:1O:1O,1O,1O,,1L,1,0.03000300030003
492,5,1,1,1,1,:1O:1O:1O:2O,,1O,,1L,1,0.03000300030003
493,5,0,3,2,2,:1O:1O:1O:1O,,::1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
494,5,1,1,1,1,:1O:1O:2O:2O,,1O1S,,1L,1,0.03000300030003
495,5,1,1,1,1,::1O:1O:1O,,2O1S,,1L,1,0.03000300030003
496,5,1,1,1,1,::1O:1O:1O,1O,1O,,1L,1,0.03000300030003
497,5,0,3,2,2,::1O:1O:1O,,1N3O1S:1O:1O,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
498,5,0,3,2,2,:1O:1O:2O:2O,,:1N3O2S:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
499,5,1,1,1,1,:::1O:1O,1O,1N1O1S,,1L,1,0.03000300030003
500,5,1,1,1,1,1O:1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
501,5,1,0,2,2,:1O:1O:1O:2O,,,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
502,5,1,0,2,2,:1O:1O:1O:1O,,,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
503,5,1,0,2,2,:1O:1O:1O:1O,,,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
504,5,1,0,2,2,:1O:1O:1O:1O,,,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
505,5,1,0,2,2,1O:1O:1O:1O:2O,,,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
506,5,1,0,2,2,1O:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
507,5,1,0,1,1,::1O:1O:1O,,,,1L,1,0.03000300030003
508,5,1,0,1,1,:1O:1O:1O:2O,,,,1L,1,0.03000300030003
