,num_dol,num_ma,num_tfsi,num_ps,num_li,atoms_dol,atoms_ma,atoms_tfsi,atoms_ps,atoms_li,count,%
0,6,6,1,1,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,1O,,1L:1L,95,2.8502850285028503
1,7,7,0,1,1,::::1O:1O:1O,::::1O:1O:1O,,,1L,82,2.46024602460246
2,5,5,1,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,1O,,1L:1L,77,2.31023102310231
3,6,6,1,1,2,1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O:1O,1O,,1L:1L,72,2.16021602160216
4,6,6,0,1,1,:::1O:1O:1O,:::1O:1O:1O,,,1L,69,2.07020702070207
5,7,7,0,1,1,:::1O:1O:1O:1O,:::1O:1O:1O:1O,,,1L,62,1.86018601860186
6,7,7,0,1,2,:1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O:1O,,,1L:1L,62,1.86018601860186
7,6,6,0,1,2,1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O:1O,,,1L:1L,54,1.62016201620162
8,6,6,0,1,1,::1O:1O:1O:1O,::1O:1O:1O:1O,,,1L,52,1.56015601560156
9,6,6,1,1,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,2O,,1L:1L,49,1.47014701470147
10,6,6,0,1,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,,,1L:1L,45,1.35013501350135
11,7,7,1,1,2,::1O:1O:1O:1O:1O,::1O:1O:1O:1O:1O,1O,,1L:1L,44,1.32013201320132
12,5,5,1,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1O,,1L:1L,39,1.17011701170117
13,5,5,2,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1O:1O,,1L:1L,39,1.17011701170117
14,8,8,0,1,1,:::::1O:1O:1O,:::::1O:1O:1O,,,1L,33,0.99009900990099
15,7,7,1,1,2,:1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O:1O,1O,,1L:1L,30,0.9000900090009001
16,5,5,1,1,2,1O:1O:1O:1O:2O,1O:1O:1O:1O:2O,1O,,1L:1L,30,0.9000900090009001
17,8,8,0,1,1,::::1O:1O:1O:1O,::::1O:1O:1O:1O,,,1L,29,0.8700870087008701
18,5,5,0,1,1,::1O:1O:1O,::1O:1O:1O,,,1L,29,0.8700870087008701
19,5,5,0,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,,,1L:1L,28,0.8400840084008401
20,7,7,0,1,2,1O:1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O:1O:1O,,,1L:1L,28,0.8400840084008401
21,5,5,0,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,,1L:1L,27,0.8100810081008101
22,7,7,0,1,2,::1O:1O:1O:1O:1O,::1O:1O:1O:1O:1O,,,1L:1L,25,0.7500750075007501
23,5,5,2,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1O:2O,,1L:1L,25,0.7500750075007501
24,5,5,1,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,2O,,1L:1L,24,0.7200720072007201
25,6,6,1,1,2,:1O:1O:1O:1O:2O,:1O:1O:1O:1O:2O,1O,,1L:1L,24,0.7200720072007201
26,4,4,2,1,2,1O:1O:1O:1O,1O:1O:1O:1O,1O:1O,,1L:1L,23,0.6900690069006901
27,6,6,1,1,2,::1O:1O:1O:1O,::1O:1O:1O:1O,1O,,1L:1L,23,0.6900690069006901
28,6,6,1,1,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,2O1S,,1L:1L,23,0.6900690069006901
29,7,7,0,1,2,:1O:1O:1O:1O:1O:2O,:1O:1O:1O:1O:1O:2O,,,1L:1L,21,0.6300630063006301
30,5,5,2,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,1O:1O,,1L:1L,21,0.6300630063006301
31,6,6,0,2,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,21,0.6300630063006301
32,6,6,0,1,2,1O:1O:1O:1O:1O:2O,1O:1O:1O:1O:1O:2O,,,1L:1L,20,0.6000600060006
33,6,6,2,1,2,::1O:1O:1O:1O,::1O:1O:1O:1O,1O:1O,,1L:1L,18,0.54005400540054
34,7,7,0,1,1,::1O:1O:1O:1O:1O,::1O:1O:1O:1O:1O,,,1L,18,0.54005400540054
35,5,5,1,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,2O1S,,1L:1L,17,0.51005100510051
36,6,6,1,1,1,:::1O:1O:1O,:::1O:1O:1O,1O,,1L,16,0.48004800480048
37,8,8,0,1,2,::1O:1O:1O:1O:1O:1O,::1O:1O:1O:1O:1O:1O,,,1L:1L,16,0.48004800480048
38,7,7,1,1,1,:::::1O:1O,:::::1O:1O,1O,,1L,15,0.45004500450045
39,6,6,1,1,2,1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O:1O,,,1L:1L,15,0.45004500450045
40,6,6,0,1,2,::1O:1O:1O:1O,::1O:1O:1O:1O,,,1L:1L,15,0.45004500450045
41,5,5,0,2,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,14,0.42004200420042
42,5,5,0,1,1,:1O:1O:1O:1O,:1O:1O:1O:1O,,,1L,14,0.42004200420042
43,7,7,0,1,1,:::1O:1O:1O:2O,:::1O:1O:1O:2O,,,1L,14,0.42004200420042
44,4,4,2,1,2,1O:1O:1O:1O,1O:1O:1O:1O,1O:2O,,1L:1L,14,0.42004200420042
45,6,6,2,1,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,:1O,,1L:1L,13,0.39003900390039
46,5,5,2,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,:1O,,1L:1L,13,0.39003900390039
47,6,6,1,1,1,::::1O:1O,::::1O:1O,1O,,1L,13,0.39003900390039
48,5,5,1,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,2O,,1L:1L,13,0.39003900390039
49,4,4,1,1,2,1O:1O:1O:1O,1O:1O:1O:1O,1O,,1L:1L,12,0.36003600360036
50,6,6,0,1,1,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,,,1L,12,0.36003600360036
51,7,7,1,1,1,::::1O:1O:1O,::::1O:1O:1O,1O,,1L,12,0.36003600360036
52,6,6,0,1,1,::::1O:1O,::::1O:1O,,,1L,12,0.36003600360036
53,6,6,0,1,2,:1O:1O:1O:1O:2O,:1O:1O:1O:1O:2O,,,1L:1L,12,0.36003600360036
54,7,7,1,1,1,::::1O:1O:1O,::::1O:1O:1O,,,1L,11,0.33003300330033
55,6,6,0,2,1,::::1O:1O,::::1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,11,0.33003300330033
56,5,5,2,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1O:2O1S,,1L:1L,11,0.33003300330033
57,6,6,1,1,2,1O:1O:1O:1O:1O:2O,1O:1O:1O:1O:1O:2O,1O,,1L:1L,11,0.33003300330033
58,5,5,0,1,2,1O:1O:1O:1O:2O,1O:1O:1O:1O:2O,,,1L:1L,11,0.33003300330033
59,6,6,2,1,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,1O:1O,,1L:1L,11,0.33003300330033
60,6,6,0,2,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,11,0.33003300330033
61,6,6,1,1,1,:::1O:1O:1O,:::1O:1O:1O,,,1L,10,0.3000300030003
62,6,6,1,1,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,1O1S,,1L:1L,10,0.3000300030003
63,5,5,1,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,10,0.3000300030003
64,5,5,1,1,1,:::1O:1O,:::1O:1O,1O,,1L,10,0.3000300030003
65,8,8,0,1,2,:1O:1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O:1O:1O,,,1L:1L,10,0.3000300030003
66,7,7,1,1,2,::1O:1O:1O:1O:2O,::1O:1O:1O:1O:2O,1O,,1L:1L,10,0.3000300030003
67,7,7,1,1,2,::1O:1O:1O:1O:1O,::1O:1O:1O:1O:1O,2O,,1L:1L,10,0.3000300030003
68,7,7,0,1,1,:::::1O:1O,:::::1O:1O,,,1L,9,0.27002700270027
69,6,6,0,2,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,9,0.27002700270027
70,6,6,0,1,1,:::1O:1O:2O,:::1O:1O:2O,,,1L,9,0.27002700270027
71,5,5,2,1,2,:1O:1O:1O:2O,:1O:1O:1O:2O,1O:1O,,1L:1L,9,0.27002700270027
72,5,5,2,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,1O:2O,,1L:1L,9,0.27002700270027
73,6,6,1,1,2,1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O:1O,2O,,1L:1L,9,0.27002700270027
74,4,4,2,1,2,1O:1O:1O:1O,1O:1O:1O:1O,1O:2O1S,,1L:1L,9,0.27002700270027
75,5,5,2,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1O:1O1S,,1L:1L,9,0.27002700270027
76,5,5,1,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,2O1S,,1L:1L,9,0.27002700270027
77,8,8,0,1,1,:::1O:1O:1O:1O:1O,:::1O:1O:1O:1O:1O,,,1L,8,0.24002400240024
78,7,7,1,1,2,:1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O:1O,2O,,1L:1L,8,0.24002400240024
79,6,6,1,1,2,::1O:1O:1O:1O,::1O:1O:1O:1O,2O,,1L:1L,8,0.24002400240024
80,6,6,0,1,1,::1O:1O:1O:2O,::1O:1O:1O:2O,,,1L,8,0.24002400240024
81,4,4,2,1,2,1O:1O:1O:2O,1O:1O:1O:2O,1O:1O,,1L:1L,8,0.24002400240024
82,6,6,0,1,2,::1O:1O:1O:2O,::1O:1O:1O:2O,,,1L:1L,8,0.24002400240024
83,6,6,1,1,2,::1O:1O:1O:1O,::1O:1O:1O:1O,3O1S,,1L:1L,7,0.21002100210021
84,5,5,1,1,2,::1O:1O:1O,::1O:1O:1O,1O,,1L:1L,7,0.21002100210021
85,5,5,0,1,1,::1O:1O:2O,::1O:1O:2O,,,1L,7,0.21002100210021
86,5,5,2,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1O:3O1S,,1L:1L,7,0.21002100210021
87,6,6,1,1,2,1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O:1O,2O1S,,1L:1L,7,0.21002100210021
88,6,6,2,1,2,::1O:1O:1O:1O,::1O:1O:1O:1O,1O:2O1S,,1L:1L,7,0.21002100210021
89,4,4,1,1,2,1O:1O:1O:1O,1O:1O:1O:1O,2O1S,,1L:1L,7,0.21002100210021
90,5,5,0,1,1,:::1O:1O,:::1O:1O,,,1L,7,0.21002100210021
91,5,5,1,1,1,::1O:1O:1O,::1O:1O:1O,1O,,1L,7,0.21002100210021
92,7,7,0,1,1,::1O:1O:1O:1O:2O,::1O:1O:1O:1O:2O,,,1L,7,0.21002100210021
93,4,4,2,1,2,:1O:1O:1O,:1O:1O:1O,1O:1O,,1L:1L,7,0.21002100210021
94,5,5,2,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,1O:2O1S,,1L:1L,7,0.21002100210021
95,5,5,1,1,2,1O:1O:1O:1O:2O,1O:1O:1O:1O:2O,2O,,1L:1L,6,0.18001800180018
96,4,4,2,1,2,:1O:1O:1O,:1O:1O:1O,1O:2O,,1L:1L,6,0.18001800180018
97,5,5,0,2,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,6,0.18001800180018
98,7,7,0,1,1,::::1O:1O:2O,::::1O:1O:2O,,,1L,6,0.18001800180018
99,5,5,1,1,2,::1O:1O:1O,::1O:1O:1O,2O,,1L:1L,6,0.18001800180018
100,6,6,1,1,1,::1O:1O:1O:1O,::1O:1O:1O:1O,,,1L,6,0.18001800180018
101,6,6,1,1,1,::1O:1O:1O:1O,::1O:1O:1O:1O,1O,,1L,6,0.18001800180018
102,6,6,0,2,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,6,0.18001800180018
103,7,7,1,1,1,:::1O:1O:1O:1O,:::1O:1O:1O:1O,,,1L,6,0.18001800180018
104,5,5,1,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,3O1S,,1L:1L,6,0.18001800180018
105,6,6,1,2,2,::1O:1O:1O:1O,::1O:1O:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,6,0.18001800180018
106,4,4,1,1,2,:1O:1O:1O,:1O:1O:1O,2O1S,,1L:1L,6,0.18001800180018
107,4,4,1,1,2,:1O:1O:1O,:1O:1O:1O,1O,,1L:1L,6,0.18001800180018
108,9,9,0,1,1,:::::1O:1O:1O:1O,:::::1O:1O:1O:1O,,,1L,6,0.18001800180018
109,7,7,1,1,2,1O:1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O:1O:1O,1O,,1L:1L,6,0.18001800180018
110,7,7,1,1,2,::1O:1O:1O:1O:1O,::1O:1O:1O:1O:1O,2O1S,,1L:1L,6,0.18001800180018
111,4,4,1,1,2,1O:1O:1O:2O,1O:1O:1O:2O,1O,,1L:1L,6,0.18001800180018
112,4,4,1,1,2,1O:1O:1O:1O,1O:1O:1O:1O,,,1L:1L,6,0.18001800180018
113,5,5,1,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,5,0.15001500150015
114,6,6,1,1,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,,,1L:1L,5,0.15001500150015
115,6,6,0,2,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,5,0.15001500150015
116,7,7,1,1,2,:1O:1O:1O:1O:1O:2O,:1O:1O:1O:1O:1O:2O,1O,,1L:1L,5,0.15001500150015
117,5,5,2,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,:1O,,1L:1L,5,0.15001500150015
118,4,4,2,1,2,1O:1O:1O:2O,1O:1O:1O:2O,1O:2O,,1L:1L,5,0.15001500150015
119,5,5,1,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,5,0.15001500150015
120,6,6,0,2,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,5,0.15001500150015
121,6,6,1,1,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,1N1O1S,,1L:1L,5,0.15001500150015
122,7,7,0,1,2,1O:1O:1O:1O:1O:1O:2O,1O:1O:1O:1O:1O:1O:2O,,,1L:1L,5,0.15001500150015
123,6,6,1,1,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,3O1S,,1L:1L,5,0.15001500150015
124,5,5,2,1,2,1O:1O:1O:1O:2O,1O:1O:1O:1O:2O,1O:1O,,1L:1L,5,0.15001500150015
125,8,8,0,1,1,:::::1O:1O:2O,:::::1O:1O:2O,,,1L,5,0.15001500150015
126,6,6,2,1,2,::1O:1O:1O:2O,::1O:1O:1O:2O,1O:1O,,1L:1L,5,0.15001500150015
127,6,6,0,2,2,::1O:1O:1O:1O,::1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,5,0.15001500150015
128,6,6,1,1,2,:1O:1O:1O:1O:2O,:1O:1O:1O:1O:2O,2O,,1L:1L,5,0.15001500150015
129,6,6,1,1,2,1O:1O:1O:1O:1O:2O,1O:1O:1O:1O:1O:2O,,,1L:1L,5,0.15001500150015
130,5,5,1,1,1,:::1O:1O,:::1O:1O,2O,,1L,5,0.15001500150015
131,6,6,2,1,2,::1O:1O:1O:1O,::1O:1O:1O:1O,1O:2O,,1L:1L,5,0.15001500150015
132,5,5,0,3,2,:1O:1O:1O:1O,:1O:1O:1O:1O,,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,5,0.15001500150015
133,5,5,1,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,4,0.12001200120012
134,5,5,1,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,4,0.12001200120012
135,4,4,0,1,2,1O:1O:1O:1O,1O:1O:1O:1O,,,1L:1L,4,0.12001200120012
136,5,5,0,2,1,:::1O:1O,:::1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,4,0.12001200120012
137,4,4,1,1,2,1O:1O:1O:1O,1O:1O:1O:1O,2O,,1L:1L,4,0.12001200120012
138,7,7,0,1,2,1O:1O:1O:1O:1O:2O:2O,1O:1O:1O:1O:1O:2O:2O,,,1L:1L,4,0.12001200120012
139,7,7,1,1,2,::1O:1O:1O:1O:1O,::1O:1O:1O:1O:1O,1O1S,,1L:1L,4,0.12001200120012
140,5,5,1,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1O,:::1S:1S:2S:2S:2S,1L:1L,4,0.12001200120012
141,4,4,1,1,2,1O:1O:1O:1O,1O:1O:1O:1O,1N1O1S,,1L:1L,4,0.12001200120012
142,5,5,0,2,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,4,0.12001200120012
143,5,5,3,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,:1O:1O,,1L:1L,4,0.12001200120012
144,5,5,0,1,1,::::1O,::::1O,,,1L,4,0.12001200120012
145,7,7,2,1,2,::1O:1O:1O:1O:1O,::1O:1O:1O:1O:1O,:1O,,1L:1L,4,0.12001200120012
146,6,6,0,2,2,::1O:1O:1O:1O,::1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,4,0.12001200120012
147,6,6,2,1,2,1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O:1O,:1O,,1L:1L,4,0.12001200120012
148,6,6,0,2,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,,::1S:1S:2S:2S:2S:2S,1L:1L,4,0.12001200120012
149,4,4,3,1,2,1O:1O:1O:1O,1O:1O:1O:1O,1O:1O:1O,,1L:1L,4,0.12001200120012
150,6,6,2,1,2,::1O:1O:1O:1O,::1O:1O:1O:1O,1O:1O1S,,1L:1L,4,0.12001200120012
151,6,6,2,1,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,1O:2O1S,,1L:1L,4,0.12001200120012
152,3,3,3,1,2,1O:1O:1O,1O:1O:1O,1O:1O:2O,,1L:1L,4,0.12001200120012
153,6,6,2,1,2,:1O:1O:1O:1O:2O,:1O:1O:1O:1O:2O,1O:1O,,1L:1L,4,0.12001200120012
154,7,7,0,2,2,::1O:1O:1O:1O:1O,::1O:1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,4,0.12001200120012
155,5,5,1,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,1N1O,,1L:1L,4,0.12001200120012
156,5,5,2,1,2,::1O:1O:1O,::1O:1O:1O,1O:1O,,1L:1L,4,0.12001200120012
157,7,7,0,2,2,::1O:1O:1O:1O:1O,::1O:1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,4,0.12001200120012
158,6,6,0,2,1,:::1O:1O:1O,:::1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,4,0.12001200120012
159,5,5,1,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,,,1L:1L,4,0.12001200120012
160,8,8,1,1,2,::1O:1O:1O:1O:1O:1O,::1O:1O:1O:1O:1O:1O,1O,,1L:1L,4,0.12001200120012
161,5,5,2,1,2,::1O:1O:1O,::1O:1O:1O,1O:2O,,1L:1L,4,0.12001200120012
162,5,5,2,1,2,::1O:1O:1O,::1O:1O:1O,1O:2O1S,,1L:1L,4,0.12001200120012
163,9,9,0,1,1,::::::1O:1O:1O,::::::1O:1O:1O,,,1L,4,0.12001200120012
164,9,9,0,1,2,:::1O:1O:1O:1O:1O:1O,:::1O:1O:1O:1O:1O:1O,,,1L:1L,4,0.12001200120012
165,7,7,0,2,1,::::1O:1O:1O,::::1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,4,0.12001200120012
166,5,5,1,2,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,4,0.12001200120012
167,5,5,1,1,2,1O:1O:1O:1O:2O,1O:1O:1O:1O:2O,2O1S,,1L:1L,4,0.12001200120012
168,5,5,1,1,2,:1O:1O:1O:2O,:1O:1O:1O:2O,2O1S,,1L:1L,3,0.09000900090009
169,5,5,1,2,2,::1O:1O:1O,::1O:1O:1O,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
170,5,5,1,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,3O1S,,1L:1L,3,0.09000900090009
171,4,4,0,2,2,1O:1O:1O:1O,1O:1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
172,6,6,1,2,2,::1O:1O:1O:1O,::1O:1O:1O:1O,1O,:::1S:1S:2S:2S:2S,1L:1L,3,0.09000900090009
173,5,5,1,1,2,:1O:1O:1O:2O,:1O:1O:1O:2O,1O,,1L:1L,3,0.09000900090009
174,6,6,1,1,2,::1O:1O:1O:1O,::1O:1O:1O:1O,1N2O2S,,1L:1L,3,0.09000900090009
175,6,6,0,2,2,::1O:1O:1O:1O,::1O:1O:1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,3,0.09000900090009
176,5,5,1,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1N3O2S,,1L:1L,3,0.09000900090009
177,6,6,0,1,1,:1O:1O:1O:1O:2O,:1O:1O:1O:1O:2O,,,1L,3,0.09000900090009
178,5,5,0,1,1,1O:1O:1O:1O:2O,1O:1O:1O:1O:2O,,,1L,3,0.09000900090009
179,5,5,1,1,2,:1O:1O:1O:2O,:1O:1O:1O:2O,3O1S,,1L:1L,3,0.09000900090009
180,6,6,1,1,1,::::1O:1O,::::1O:1O,2O1S,,1L,3,0.09000900090009
181,6,6,1,1,2,1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O:1O,1O1S,,1L:1L,3,0.09000900090009
182,3,3,1,1,2,1O:1O:1O,1O:1O:1O,1O,,1L:1L,3,0.09000900090009
183,6,6,0,2,2,1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
184,6,6,0,2,1,::::1O:1O,::::1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,3,0.09000900090009
185,5,5,0,2,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,3,0.09000900090009
186,6,6,1,1,1,:::1O:1O:1O,:::1O:1O:1O,2O1S,,1L,3,0.09000900090009
187,5,5,2,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,1O:1O1S,,1L:1L,3,0.09000900090009
188,5,5,1,1,1,::1O:1O:1O,::1O:1O:1O,,,1L,3,0.09000900090009
189,8,8,0,1,2,:::1O:1O:1O:1O:1O,:::1O:1O:1O:1O:1O,,,1L:1L,3,0.09000900090009
190,5,5,1,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,3,0.09000900090009
191,6,6,1,1,2,::1O:1O:1O:1O,::1O:1O:1O:1O,2O1S,,1L:1L,3,0.09000900090009
192,5,5,1,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,,1L:1L,3,0.09000900090009
193,5,5,1,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,1N1O1S,,1L:1L,3,0.09000900090009
194,3,3,2,1,2,:1O:1O,:1O:1O,1O:2O,,1L:1L,3,0.09000900090009
195,8,8,1,1,1,:::::1O:1O:1O,:::::1O:1O:1O,1O,,1L,3,0.09000900090009
196,5,5,1,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1N2O2S,,1L:1L,3,0.09000900090009
197,6,6,1,1,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,3O2S,,1L:1L,3,0.09000900090009
198,6,6,1,1,1,::1O:1O:1O:2O,::1O:1O:1O:2O,,,1L,3,0.09000900090009
199,5,5,1,1,2,1O:1O:1O:1O:2O,1O:1O:1O:1O:2O,1O1S,,1L:1L,3,0.09000900090009
200,6,6,1,1,1,::1O:1O:1O:1O,::1O:1O:1O:1O,2O,,1L,3,0.09000900090009
201,6,6,0,1,2,1O:1O:1O:1O:2O:2O,1O:1O:1O:1O:2O:2O,,,1L:1L,3,0.09000900090009
202,6,6,1,1,1,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,,,1L,3,0.09000900090009
203,5,5,1,1,1,:1O:1O:1O:1O,:1O:1O:1O:1O,1O,,1L,3,0.09000900090009
204,6,6,1,2,2,::1O:1O:1O:1O,::1O:1O:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
205,5,5,1,1,1,:1O:1O:1O:1O,:1O:1O:1O:1O,,,1L,3,0.09000900090009
206,5,5,1,2,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,3,0.09000900090009
207,4,4,1,1,2,:1O:1O:1O,:1O:1O:1O,2O,,1L:1L,3,0.09000900090009
208,7,7,0,1,2,:1O:1O:1O:1O:2O:2O,:1O:1O:1O:1O:2O:2O,,,1L:1L,3,0.09000900090009
209,5,5,2,2,2,::1O:1O:1O,::1O:1O:1O,1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
210,7,7,0,2,2,:1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
211,7,7,0,2,2,:1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
212,6,6,0,2,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,3,0.09000900090009
213,5,5,2,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,2O:2O,,1L:1L,3,0.09000900090009
214,6,6,0,2,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
215,7,7,0,2,2,::1O:1O:1O:1O:1O,::1O:1O:1O:1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,3,0.09000900090009
216,4,4,1,2,2,:1O:1O:1O,:1O:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
217,5,5,2,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,:2O1S,,1L:1L,3,0.09000900090009
