,num_dol,num_ma,num_tfsi,num_ps,num_li,atoms_dol,atoms_ma,atoms_tfsi,atoms_ps,atoms_li,count,%
779,5,5,1,2,2,1O:1O:1O:1O:2O,1O:1O:1O:1O:2O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
780,5,5,1,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1N1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
781,5,5,1,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1N2O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
782,5,5,1,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1N4O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
783,5,5,1,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
784,5,5,1,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1O,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
785,5,5,1,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
786,5,5,1,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,2O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
787,5,5,1,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,2O,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
788,5,5,1,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,2O,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
789,5,5,1,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,2O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
790,5,5,1,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
791,5,5,1,2,2,::1O:1O:2O,::1O:1O:2O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
792,5,5,1,2,3,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,1N3O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
793,5,5,1,2,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
794,5,5,2,1,2,:1O:1O:1O:2O,:1O:1O:1O:2O,1N2O1S:1O,,1L:1L,1,0.03000300030003
795,5,5,2,1,2,:1O:1O:1O:2O,:1O:1O:1O:2O,1O:3O2S,,1L:1L,1,0.03000300030003
796,5,5,2,1,2,::1O:1O:1O,::1O:1O:1O,1N2O2S:2O,,1L:1L,1,0.03000300030003
797,5,5,2,1,2,::1O:1O:1O,::1O:1O:1O,1O:3O2S,,1L:1L,1,0.03000300030003
798,5,5,2,1,2,:::1O:1O,:::1O:1O,1O:1O,,1L:1L,1,0.03000300030003
799,5,5,2,2,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
800,5,5,2,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1O:1O,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
801,5,5,2,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,:1O,1S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
802,5,5,2,2,2,::1O:1O:1O,::1O:1O:1O,:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
803,5,5,2,2,2,::1O:1O:2O,::1O:1O:2O,1O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
804,5,5,3,1,2,:1O:1O:1O:2O,:1O:1O:1O:2O,1O:1O:1O,,1L:1L,1,0.03000300030003
805,5,5,3,1,2,::1O:1O:1O,::1O:1O:1O,1O:1O:2O1S,,1L:1L,1,0.03000300030003
806,5,5,3,1,2,::1O:1O:1O,::1O:1O:1O,1O:2O:2O1S,,1L:1L,1,0.03000300030003
807,6,6,0,1,1,1O:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O:1O,,,1L,1,0.03000300030003
808,6,6,0,1,2,:1O:1O:1O:2O:2O,:1O:1O:1O:2O:2O,,,1L:1L,1,0.03000300030003
809,6,6,0,1,3,:1O:1O:1O:1O:1O,:1O:1O:1O:1O:1O,,,1L:1L:1L,1,0.03000300030003
810,6,6,0,2,1,:1O:1O:1O:1O:2O,:1O:1O:1O:1O:2O,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
811,6,6,0,2,1,:::1O:1O:1O,:::1O:1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
812,6,6,0,2,1,:::1O:1O:2O,:::1O:1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
813,6,6,0,2,1,:::1O:2O:2O,:::1O:2O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
814,5,5,2,1,2,:1O:1O:1O:2O,:1O:1O:1O:2O,1O:2O,,1L:1L,1,0.03000300030003
815,5,5,2,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,:2O,,1L:1L,1,0.03000300030003
816,5,5,1,2,3,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
817,5,5,2,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,:1N2O1S,,1L:1L,1,0.03000300030003
818,5,5,1,2,3,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,3O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
819,5,5,1,2,3,:1O:1O:1O:1O,:1O:1O:1O:1O,1N3O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
820,5,5,1,2,3,:1O:1O:1O:1O,:1O:1O:1O:1O,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
821,3,3,0,1,1,1O:1O:1O,1O:1O:1O,,,1L,1,0.03000300030003
822,5,5,2,1,1,::::1O,::::1O,1N1O1S:1O,,1L,1,0.03000300030003
823,5,5,2,1,1,::::1O,::::1O,1O:1O,,1L,1,0.03000300030003
824,5,5,2,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,1N1O:2O,,1L:1L,1,0.03000300030003
825,5,5,2,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,1O1S:1O1S,,1L:1L,1,0.03000300030003
826,5,5,2,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,:1N1O1S,,1L:1L,1,0.03000300030003
827,5,5,2,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,:1N2O1S,,1L:1L,1,0.03000300030003
828,5,5,2,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,:2O,,1L:1L,1,0.03000300030003
829,5,5,2,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,:3O1S,,1L:1L,1,0.03000300030003
830,5,5,2,1,2,1O:1O:1O:1O:2O,1O:1O:1O:1O:2O,1N1O1S:1O,,1L:1L,1,0.03000300030003
831,5,5,2,1,2,1O:1O:1O:1O:2O,1O:1O:1O:1O:2O,1O:2O,,1L:1L,1,0.03000300030003
832,5,5,2,1,2,1O:1O:1O:1O:2O,1O:1O:1O:1O:2O,1O:2O1S,,1L:1L,1,0.03000300030003
833,5,5,2,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1N3O1S:1O,,1L:1L,1,0.03000300030003
834,5,5,2,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1N4O2S:1O,,1L:1L,1,0.03000300030003
835,5,5,2,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1O:2O2S,,1L:1L,1,0.03000300030003
836,5,5,2,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,2O:2O1S,,1L:1L,1,0.03000300030003
837,5,5,1,2,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
838,5,5,1,2,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
839,4,4,3,1,2,::1O:1O,::1O:1O,1O:2O:3O2S,,1L:1L,1,0.03000300030003
840,5,5,0,2,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,2S:3S:3S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
841,5,5,0,2,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
842,5,5,0,2,2,1O:1O:1O:1O:2O,1O:1O:1O:1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
843,5,5,0,2,2,1O:1O:1O:1O:2O,1O:1O:1O:1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
844,5,5,0,2,2,1O:1O:1O:1O:2O,1O:1O:1O:1O:2O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
845,5,5,0,2,2,1O:1O:1O:1O:2O,1O:1O:1O:1O:2O,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
846,5,5,0,2,2,1O:1O:1O:1O:2O,1O:1O:1O:1O:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
847,5,5,0,2,2,1O:1O:1O:1O:2O,1O:1O:1O:1O:2O,,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
848,5,5,0,2,2,1O:1O:1O:1O:2O,1O:1O:1O:1O:2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
849,5,5,0,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
850,5,5,0,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,,1S:2S:2S:2S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
851,5,5,0,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,,1S:2S:3S:3S:4S:5S:5S:5S,1L:1L,1,0.03000300030003
852,5,5,0,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
853,5,5,0,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,,2S:2S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
854,5,5,0,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,,2S:3S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
855,5,5,0,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
856,5,5,0,2,2,:1O:1O:1O:1O,:1O:1O:1O:1O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
857,5,5,0,2,2,:1O:1O:1O:2O,:1O:1O:1O:2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
858,5,5,0,2,2,::1O:1O:1O,::1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
859,5,5,0,2,2,::1O:1O:1O,::1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
860,5,5,0,2,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
861,5,5,0,2,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,2S:2S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
862,5,5,0,2,2,::1O:1O:1O,::1O:1O:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
863,5,5,0,2,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
864,5,5,0,1,1,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,,1L,1,0.03000300030003
865,5,5,0,1,1,::1O:2O:2O,::1O:2O:2O,,,1L,1,0.03000300030003
866,5,5,0,2,1,:1O:1O:1O:2O,:1O:1O:1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
867,5,5,0,2,1,:1O:1O:1O:2O,:1O:1O:1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
868,5,5,0,2,1,::1O:1O:1O,::1O:1O:1O,,1S:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
869,5,5,0,2,1,::1O:1O:2O,::1O:1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
870,5,5,0,2,1,::1O:1O:2O,::1O:1O:2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
871,5,5,0,2,1,:::1O:1O,:::1O:1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
872,5,5,0,2,1,:::1O:2O,:::1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
873,5,5,0,2,1,:::1O:2O,:::1O:2O,,2S:2S:2S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
874,5,5,0,2,1,::::1O,::::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
875,5,5,0,2,1,::::1O,::::1O,,1S:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
876,5,5,0,2,1,::::1O,::::1O,,2S:2S:2S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
877,5,5,0,2,1,::::1O,::::1O,,2S:2S:2S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
878,5,5,0,2,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
879,5,5,0,2,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
880,5,5,0,2,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,1S:1S:1S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
881,5,5,0,2,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,1S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
882,5,5,0,2,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
883,5,5,0,2,2,::1O:1O:1O,::1O:1O:1O,,2S:2S:2S:2S:2S:3S:3S:4S,1L:1L,1,0.03000300030003
884,5,5,0,2,2,:::1O:1O,:::1O:1O,,3S:4S:5S:5S:5S:6S:7S:7S,1L:1L,1,0.03000300030003
885,5,5,1,2,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
886,5,5,1,1,2,1O:1O:1O:1O:2O,1O:1O:1O:1O:2O,3O1S,,1L:1L,1,0.03000300030003
887,5,5,1,1,2,1O:1O:1O:2O:2O,1O:1O:1O:2O:2O,3O2S,,1L:1L,1,0.03000300030003
888,5,5,1,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1N1O1S,,1L:1L,1,0.03000300030003
889,5,5,1,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1N2O1S,,1L:1L,1,0.03000300030003
890,5,5,1,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1N3O1S,,1L:1L,1,0.03000300030003
891,5,5,1,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,1O1S,,1L:1L,1,0.03000300030003
892,5,5,1,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,2O2S,,1L:1L,1,0.03000300030003
893,5,5,1,1,2,:1O:1O:1O:1O,:1O:1O:1O:1O,3O2S,,1L:1L,1,0.03000300030003
894,5,5,1,1,2,:1O:1O:1O:2O,:1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
895,5,5,1,1,2,:1O:1O:1O:2O,:1O:1O:1O:2O,1N4O2S,,1L:1L,1,0.03000300030003
896,5,5,1,1,2,:1O:1O:1O:2O,:1O:1O:1O:2O,3O2S,,1L:1L,1,0.03000300030003
897,5,5,1,1,2,:1O:1O:2O:2O,:1O:1O:2O:2O,1O,,1L:1L,1,0.03000300030003
898,5,5,1,1,2,::1O:1O:1O,::1O:1O:1O,1O1S,,1L:1L,1,0.03000300030003
899,5,5,1,1,2,::1O:1O:1O,::1O:1O:1O,2O1S,,1L:1L,1,0.03000300030003
900,5,5,1,1,2,::1O:1O:2O,::1O:1O:2O,1N2O1S,,1L:1L,1,0.03000300030003
901,5,5,1,1,2,::1O:1O:2O,::1O:1O:2O,1O,,1L:1L,1,0.03000300030003
902,5,5,1,2,1,::1O:1O:1O,::1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
903,5,5,1,2,1,:::1O:1O,:::1O:1O,1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
904,5,5,1,2,1,::::1O,::::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
905,5,5,1,2,1,::::1O,::::1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
906,5,5,1,1,2,1O:1O:1O:2O:2O,1O:1O:1O:2O:2O,1O,,1L:1L,1,0.03000300030003
907,5,5,1,1,2,1O:1O:1O:1O:2O,1O:1O:1O:1O:2O,1N2O2S,,1L:1L,1,0.03000300030003
908,5,5,0,2,3,::1O:1O:1O,::1O:1O:1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
909,5,5,1,1,2,1O:1O:1O:1O:2O,1O:1O:1O:1O:2O,1N2O1S,,1L:1L,1,0.03000300030003
910,5,5,0,3,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
911,5,5,0,3,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
912,5,5,0,3,2,:1O:1O:1O:1O,:1O:1O:1O:1O,,:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
913,5,5,0,3,2,:1O:1O:1O:1O,:1O:1O:1O:1O,,::1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
914,5,5,0,3,2,::1O:1O:1O,::1O:1O:1O,,:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
915,5,5,0,3,2,::1O:1O:1O,::1O:1O:1O,,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
916,5,5,1,1,1,:1O:1O:1O:1O,:1O:1O:1O:1O,2O1S,,1L,1,0.03000300030003
917,5,5,1,1,1,:1O:1O:1O:2O,:1O:1O:1O:2O,,,1L,1,0.03000300030003
918,5,5,1,1,1,::1O:1O:1O,::1O:1O:1O,1O1S,,1L,1,0.03000300030003
919,5,5,1,1,1,::1O:1O:1O,::1O:1O:1O,2O,,1L,1,0.03000300030003
920,5,5,1,1,1,:::1O:1O,:::1O:1O,2O1S,,1L,1,0.03000300030003
921,5,5,1,1,1,:::1O:2O,:::1O:2O,1N1O,,1L,1,0.03000300030003
922,5,5,1,1,1,:::1O:2O,:::1O:2O,1O,,1L,1,0.03000300030003
923,5,5,1,1,1,:::1O:2O,:::1O:2O,2O,,1L,1,0.03000300030003
924,5,5,1,1,1,:::1O:2O,:::1O:2O,2O1S,,1L,1,0.03000300030003
925,5,5,1,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,1N2O,,1L:1L,1,0.03000300030003
926,5,5,1,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,1N2O1S,,1L:1L,1,0.03000300030003
927,5,5,1,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,1N2O2S,,1L:1L,1,0.03000300030003
928,5,5,1,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,3O,,1L:1L,1,0.03000300030003
929,9,9,1,1,1,::::::1O:1O:1O,::::::1O:1O:1O,1O1S,,1L,1,0.03000300030003
