,num_dol,num_ettfpe,num_tfsi,num_ps,num_li,atoms_dol,atoms_ettfpe,atoms_tfsi,atoms_ps,atoms_li,count,%
977,3,1,2,1,2,:1O:1O,,2O:2O,,1L:1L,1,0.03000300030003
978,3,1,2,1,2,:1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
979,3,1,2,1,2,:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
980,3,1,2,1,2,:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
981,3,1,2,1,2,:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
982,3,1,2,1,2,1O:1O:2O,,1O:2O,,1L:1L,1,0.03000300030003
983,3,1,2,1,2,1O:1O:2O,,1O:1O,,1L:1L,1,0.03000300030003
984,3,1,2,1,2,1O:1O:1O,1O,1O:2O,,1L:1L,1,0.03000300030003
985,3,1,2,1,2,1O:1O:1O,,:1O,,1L:1L,1,0.03000300030003
986,3,1,2,1,2,1O:1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
987,3,1,2,1,2,1O:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
988,3,1,1,2,2,1O:1O:1O,,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
989,3,1,1,2,2,1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
990,3,1,1,2,2,1O:1O:1O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
991,3,1,0,2,2,1O:1O:1O,,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
992,3,1,0,2,1,::1O,,,2S:2S:2S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
993,3,1,0,2,1,::1O,,,1S:1S:1S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
994,3,1,0,2,1,:1O:1O,,,2S:2S:2S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
995,3,1,0,1,1,:1O:1O,,,,1L,1,0.03000300030003
996,3,1,0,1,1,1O:1O:1O,,,,1L,1,0.03000300030003
997,3,0,5,1,2,::1O,,:1O:1O:1O:2O1S,,1L:1L,1,0.03000300030003
998,3,0,5,1,2,1O:1O:2O,,::1O:1O:1O,,1L:1L,1,0.03000300030003
999,3,0,5,1,2,1O:1O:1O,,:1O:1O:1O:1O,,1L:1L,1,0.03000300030003
1000,3,0,4,1,3,:1O:1O,,1O:1O:2O:2O1S,,1L:1L:1L,1,0.03000300030003
1001,3,0,4,1,2,:1O:1O,,1O:1O:2O:2O,,1L:1L,1,0.03000300030003
1002,3,0,4,1,2,:1O:1O,,1N1O:1O:2O:2O1S,,1L:1L,1,0.03000300030003
1003,3,0,4,1,2,:1O:1O,,1N1O:1O:2O1S:2O1S,,1L:1L,1,0.03000300030003
1004,3,0,4,1,2,:1O:1O,,1N1O:1O:1O:1O,,1L:1L,1,0.03000300030003
1005,3,0,4,1,2,1O:1O:1O,,:1O:1O:1O1S,,1L:1L,1,0.03000300030003
1006,3,0,4,1,2,1O:1O:1O,,:1N1O1S:1O:1O,,1L:1L,1,0.03000300030003
1007,3,1,0,2,1,::1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
1008,3,1,0,2,2,1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1009,3,1,1,2,2,1O:1O:1O,,1O,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1010,3,1,1,1,1,1O:1O:1O,,,,1L,1,0.03000300030003
1011,3,1,1,2,2,1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1012,3,1,1,2,2,1O:1O:1O,,1N3O2S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1013,3,1,1,2,2,1O:1O:1O,,1N3O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1014,3,1,1,2,2,1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1015,3,1,1,1,2,:1O:1O,1O,3O1S,,1L:1L,1,0.03000300030003
1016,3,1,1,1,2,:1O:1O,1O,2O,,1L:1L,1,0.03000300030003
1017,3,1,1,1,2,:1O:1O,1O,1N3O2S,,1L:1L,1,0.03000300030003
1018,3,1,1,1,2,:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
1019,3,1,1,1,2,1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
1020,3,1,1,1,2,1O:1O:1O,1O,1O1S,,1L:1L,1,0.03000300030003
1021,3,1,1,1,2,1O:1O:1O,,3O2S,,1L:1L,1,0.03000300030003
1022,3,1,1,1,2,1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
1023,3,1,1,1,2,1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
1024,3,1,1,1,2,1O:1O:1O,,1N2O1S,,1L:1L,1,0.03000300030003
1025,3,1,1,1,1,1O:1O:1O,,1O,,1L,1,0.03000300030003
1026,3,0,2,2,2,1O:1O:1O,,1O:2O,1S:1S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1027,3,0,2,2,2,1O:1O:1O,,1O:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1028,4,1,1,1,2,1O:1O:1O:1O,,3O2S,,1L:1L,1,0.03000300030003
1029,2,1,1,2,2,1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1030,2,1,3,1,2,1O:1O,,1N1O:1O:2O,,1L:1L,1,0.03000300030003
1031,2,1,2,1,2,:1O,,1O:1O,,1L:1L,1,0.03000300030003
1032,2,1,2,1,2,1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
1033,2,1,2,1,2,1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
1034,2,1,2,1,2,1O:1O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
1035,2,1,2,1,1,1O:1O,,:1O,,1L,1,0.03000300030003
1036,2,1,2,1,1,1O:1O,,1O:1O,,1L,1,0.03000300030003
1037,2,1,1,1,2,:1O,1O,3O1S,,1L:1L,1,0.03000300030003
1038,2,2,2,1,2,1O:1O,:,1N2O2S:1O,,1L:1L,1,0.03000300030003
1039,2,1,1,1,2,1O:1O,1O,4O2S,,1L:1L,1,0.03000300030003
1040,2,1,1,1,2,1O:1O,1O,1O,,1L:1L,1,0.03000300030003
1041,2,1,1,1,2,1O:1O,1O,1N2O1S,,1L:1L,1,0.03000300030003
1042,2,1,0,2,1,:1O,,,3S:3S:3S:3S:4S:4S:5S:5S,1L,1,0.03000300030003
1043,2,1,0,2,1,:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1044,2,1,0,1,1,:1O,,,,1L,1,0.03000300030003
1045,2,0,4,1,2,1O:1O,,:1O:2O:2O,,1L:1L,1,0.03000300030003
1046,2,1,3,1,2,1O:1O,,1N1O:2O:2O,,1L:1L,1,0.03000300030003
1047,2,1,3,1,2,1O:1O,,1O:2O:2O,,1L:1L,1,0.03000300030003
1048,2,1,3,1,2,1O:1O,,1O:2O:3O1S,,1L:1L,1,0.03000300030003
1049,2,1,3,1,2,1O:1O,1O,1O:1O:1O1S,,1L:1L,1,0.03000300030003
1050,2,2,2,1,1,:,:,:2O1S,,1L,1,0.03000300030003
1051,2,2,1,1,2,1O:1O,:1O,2O,,1L:1L,1,0.03000300030003
1052,2,2,1,1,2,1O:1O,:1O,1N3O1S,,1L:1L,1,0.03000300030003
1053,2,2,1,1,2,1O:1O,:1O,1N2O1S,,1L:1L,1,0.03000300030003
1054,2,1,4,1,2,1O:1O,,1O:1O:1O:2O1S,,1L:1L,1,0.03000300030003
1055,2,1,4,1,2,1O:1O,,1O:1O:1O:1O,,1L:1L,1,0.03000300030003
1056,2,1,3,1,2,:2O,1O,1O:2O:2O1S,,1L:1L,1,0.03000300030003
1057,2,1,3,1,2,:1O,1O,1O:1O1S:2O,,1L:1L,1,0.03000300030003
1058,2,1,3,1,2,:1O,1O,1N2O2S:1O:1O,,1L:1L,1,0.03000300030003
1059,2,1,3,1,2,:1O,1O,1N1O:1O:3O1S,,1L:1L,1,0.03000300030003
1060,2,1,3,1,2,:1O,1O,1N1O:1O:1O,,1L:1L,1,0.03000300030003
1061,2,1,3,1,2,:1O,1O,1N1O1S:1O:2O1S,,1L:1L,1,0.03000300030003
1062,2,1,3,1,2,:1O,,1O:1O:3O1S,,1L:1L,1,0.03000300030003
1063,2,1,3,1,2,1O:2O,,1O:1O:2O,,1L:1L,1,0.03000300030003
1064,2,1,3,1,2,1O:1O,1O,1O:1O:2O1S,,1L:1L,1,0.03000300030003
1065,2,0,4,1,2,1O:1O,,:1O:1O:2O1S,,1L:1L,1,0.03000300030003
1066,2,0,4,1,2,1O:1O,,1O:1O:1O:1O1S,,1L:1L,1,0.03000300030003
1067,2,0,3,1,2,1O:1O,,1O:1O:2O2S,,1L:1L,1,0.03000300030003
1068,2,0,1,4,2,:1O,,1O,::::::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1069,2,0,1,4,2,1O:1O,,1O,::::::1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1070,2,0,1,3,2,:1O,,1O,:::::::1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1071,2,0,1,3,2,1O:1O,,1O,::::1S:1S:1S:1S:1S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1072,2,0,1,3,2,1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1073,2,0,1,2,2,:1O,,2O1S,1S:1S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1074,1,2,3,1,2,1O,:1O,1O:1O:2O,,1L:1L,1,0.03000300030003
1075,1,2,3,1,2,1O,:1O,1O:1O:1O,,1L:1L,1,0.03000300030003
1076,1,1,4,1,2,1O,,1O:1O:1O:2O,,1L:1L,1,0.03000300030003
1077,1,1,4,1,2,1O,,1O:1O:1O:1O1S,,1L:1L,1,0.03000300030003
1078,1,1,3,1,2,1O,1O,1N1O:1O:2O,,1L:1L,1,0.03000300030003
1079,1,1,2,1,2,1O,,1N3O2S:2O,,1L:1L,1,0.03000300030003
1080,1,1,1,1,2,1O,1O,2O,,1L:1L,1,0.03000300030003
1081,1,0,4,1,2,1O,,:1O:2O:2O,,1L:1L,1,0.03000300030003
1082,1,0,4,1,2,1O,,1O:1O:2O:2O,,1L:1L,1,0.03000300030003
1083,1,0,4,1,2,1O,,1O:1O:1O:2O1S,,1L:1L,1,0.03000300030003
1084,2,0,1,4,2,1O:1O,,2O1S,::::::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1085,2,0,1,4,2,:1O,,1O,::::::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1086,2,0,3,1,2,1O:1O,,1O:1O:2O1S,,1L:1L,1,0.03000300030003
1087,2,0,2,1,2,1O:1O,,1O1S:2O,,1L:1L,1,0.03000300030003
1088,2,0,3,1,2,1O:1O,,1N2O:1O:2O,,1L:1L,1,0.03000300030003
1089,2,0,3,1,2,1O:1O,,1N2O2S:1O:1O,,1L:1L,1,0.03000300030003
1090,2,0,3,1,2,1O:1O,,1N2O1S:1O:1O,,1L:1L,1,0.03000300030003
1091,2,0,2,3,2,1O:1O,,1O:1O,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1092,2,0,2,3,2,1O:1O,,1N2O2S:1O,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1093,2,0,2,2,3,1O:1O,,1N2O1S:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
1094,2,0,2,2,2,1O:1O,,:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1095,2,0,2,2,2,1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1096,2,0,2,2,2,1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1097,2,0,2,1,2,1O:2O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
1098,2,0,2,1,2,1O:1O,,:3O1S,,1L:1L,1,0.03000300030003
1099,2,0,2,1,2,1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
1100,2,0,2,1,2,1O:1O,,2O:2O,,1L:1L,1,0.03000300030003
1101,2,0,2,1,2,1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
1102,2,0,2,1,2,1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
1103,2,2,2,1,2,1O:1O,:,1N1O1S:1O,,1L:1L,1,0.03000300030003
1104,2,2,2,1,2,1O:1O,:1O,1N1O:1O,,1L:1L,1,0.03000300030003
1105,3,0,2,2,2,1O:1O:1O,,1O:1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1106,3,0,2,1,1,::1O,,1N1O1S:1O,,1L,1,0.03000300030003
1107,3,0,2,1,2,1O:1O:1O,,1N3O1S:2O,,1L:1L,1,0.03000300030003
1108,3,0,2,1,2,1O:1O:1O,,1N2O2S:2O,,1L:1L,1,0.03000300030003
1109,3,0,2,1,2,1O:1O:1O,,1N2O1S:1O,,1L:1L,1,0.03000300030003
1110,3,0,2,1,2,1O:1O:1O,,1N1O:1O,,1L:1L,1,0.03000300030003
1111,3,0,2,1,2,1O:1O:1O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
1112,3,0,2,1,1,::1O,,:2O,,1L,1,0.03000300030003
1113,3,0,2,1,1,::1O,,1O:1O,,1L,1,0.03000300030003
1114,3,0,2,1,1,:1O:1O,,:2O,,1L,1,0.03000300030003
1115,2,2,2,1,2,1O:1O,:1O,1O:1O,,1L:1L,1,0.03000300030003
1116,3,0,2,1,1,:1O:1O,,1O:1O,,1L,1,0.03000300030003
1117,3,0,2,1,1,1O:1O:1O,,:1O,,1L,1,0.03000300030003
1118,3,0,1,4,2,::1O,,1O,::::::1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1119,3,0,1,4,2,:1O:1O,,2O,::::::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1120,3,0,1,4,2,:1O:1O,,2O,:::::1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1121,3,0,1,4,2,:1O:1O,,1O,::::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1122,3,0,1,4,2,:1O:1O,,1O,::::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1123,3,0,2,1,2,1O:1O:1O,,1N3O2S:2O1S,,1L:1L,1,0.03000300030003
1124,3,0,2,1,2,1O:1O:1O,,1N:1O,,1L:1L,1,0.03000300030003
1125,3,0,2,1,2,1O:1O:1O,,1O1S:2O,,1L:1L,1,0.03000300030003
1126,3,0,2,1,2,1O:1O:1O,,1O:3O2S,,1L:1L,1,0.03000300030003
1127,3,0,2,2,2,1O:1O:1O,,1O1S:2O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1128,3,0,2,2,2,1O:1O:1O,,1O1S:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1129,3,0,2,2,2,1O:1O:1O,,1O1S:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1130,3,0,2,2,2,1O:1O:1O,,1N2O1S:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1131,3,0,2,2,1,::1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1132,3,0,2,1,2,:1O:1O,,2O:3O1S,,1L:1L,1,0.03000300030003
1133,3,0,2,1,2,:1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
1134,3,0,2,1,2,:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
1135,3,0,2,1,2,1O:1O:2O,,:1O,,1L:1L,1,0.03000300030003
1136,3,0,2,1,2,1O:1O:2O,,1O:3O2S,,1L:1L,1,0.03000300030003
1137,3,0,2,1,2,1O:1O:2O,,1N2O1S:1O,,1L:1L,1,0.03000300030003
1138,3,0,2,1,2,1O:1O:1O,,:1O,,1L:1L,1,0.03000300030003
1139,3,0,2,1,2,1O:1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
1140,3,0,2,1,2,1O:1O:1O,,2O1S:3O1S,,1L:1L,1,0.03000300030003
1141,3,0,2,1,2,1O:1O:1O,,2O1S:2O1S,,1L:1L,1,0.03000300030003
1142,3,0,1,3,2,:1O:1O,,3O1S,:::::1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1143,3,0,1,3,2,:1O:1O,,2O1S,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1144,3,0,1,3,2,:1O:1O,,1O,:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1145,3,0,1,2,2,1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1146,3,0,1,2,2,1O:1O:1O,,1O,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1147,3,0,1,2,2,1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1148,3,0,1,2,2,1O:1O:1O,,1N3O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1149,3,0,1,2,2,1O:1O:1O,,1N3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1150,3,0,1,2,2,1O:1O:1O,,1N2O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1151,3,0,1,1,2,:1O:1O,,3O2S,,1L:1L,1,0.03000300030003
1152,3,0,1,1,2,1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
1153,3,0,1,1,2,1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
1154,3,0,1,1,2,1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
1155,3,0,1,1,2,1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
1156,2,2,3,1,2,:1O,:1O,1O:2O:2O1S,,1L:1L,1,0.03000300030003
1157,2,2,3,1,2,:1O,:1O,1O:1O:1O,,1L:1L,1,0.03000300030003
1158,2,2,3,1,2,1O:1O,:1O,1O:1O:1O,,1L:1L,1,0.03000300030003
1159,2,2,3,1,2,1O:1O,:,1O:1O:2O1S,,1L:1L,1,0.03000300030003
1160,2,2,3,1,2,1O:1O,:,1O:1O:1O,,1L:1L,1,0.03000300030003
1161,3,0,1,2,2,1O:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1162,3,0,1,2,2,1O:1O:1O,,1O,2S:3S:3S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1163,3,0,1,3,2,:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1164,3,0,1,2,2,1O:1O:1O,,1O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1165,3,0,1,3,2,:1O:1O,,1O,1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1166,3,0,1,3,2,1O:1O:1O,,2O,:::::1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1167,3,0,1,3,2,1O:1O:1O,,1O,1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1168,3,0,1,2,3,1O:1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
1169,3,0,1,2,2,::1O,,1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1170,3,0,1,2,2,:1O:1O,,3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1171,3,0,1,2,2,:1O:1O,,2O1S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1172,3,0,1,2,2,:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1173,3,0,1,2,2,1O:1O:2O,,3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1174,3,0,1,2,2,1O:1O:2O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1175,3,0,1,2,2,1O:1O:2O,,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1176,3,0,1,2,2,1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1177,3,0,1,2,2,1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1178,3,0,1,2,2,1O:1O:1O,,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1179,3,0,1,2,2,1O:1O:1O,,1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1180,3,1,2,2,2,1O:1O:2O,,:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1181,3,1,2,2,2,:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1182,3,1,2,2,2,:1O:1O,,1O:3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1183,4,0,2,2,2,1O:1O:1O:2O,,1O:2O1S,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1184,4,0,2,2,2,:1O:1O:1O,,1O:2O,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1185,4,0,2,2,2,:1O:1O:1O,,1O:1O,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1186,4,0,2,2,2,:1O:1O:1O,,1N3O2S:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1187,4,0,2,2,2,:1O:1O:1O,,1N2O:1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1188,4,0,2,2,2,1O:1O:1O:2O,,:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1189,4,0,2,2,2,1O:1O:1O:2O,,:1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1190,4,0,2,2,2,1O:1O:1O:2O,,:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1191,4,0,2,2,2,1O:1O:1O:2O,,1O:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1192,4,0,2,3,2,:1O:1O:1O,,1O:1O,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1193,4,0,2,2,2,1O:1O:1O:2O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1194,4,0,2,2,2,1O:1O:1O:1O,,:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1195,4,0,2,2,2,1O:1O:1O:1O,,:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1196,4,0,2,2,2,1O:1O:1O:1O,,:1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1197,4,0,2,2,2,1O:1O:1O:1O,,:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1198,4,0,2,2,2,1O:1O:1O:1O,,:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1199,4,0,2,2,2,1O:1O:1O:1O,,:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1200,4,0,2,2,2,:1O:1O:1O,,1O:2O,2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1201,4,0,2,2,2,:1O:1O:1O,,1O:2O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1202,4,0,2,2,2,:1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1203,4,0,2,2,2,:1O:1O:1O,,1O:2O1S,1S:1S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1204,4,0,2,3,2,1O:1O:1O:1O,,:1O,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1205,4,0,2,2,3,1O:1O:1O:2O,,:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
1206,4,0,2,2,2,::1O:1O,,2O:3O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1207,4,0,2,2,2,::1O:1O,,2O1S:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1208,4,0,2,2,2,::1O:1O,,1O:3O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1209,4,0,2,2,2,::1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1210,4,0,2,2,2,:1O:1O:2O,,1O:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1211,4,0,2,2,2,:1O:1O:2O,,1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1212,1,0,4,1,2,1O,,1N2O2S:1O:1O:1O,,1L:1L,1,0.03000300030003
1213,4,0,2,2,2,:1O:1O:1O,,:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1214,4,0,2,2,2,:1O:1O:1O,,:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1215,4,0,2,2,2,:1O:1O:1O,,:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1216,4,0,2,2,2,:1O:1O:1O,,:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1217,4,0,2,2,2,:1O:1O:1O,,:1O,:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1218,4,0,2,2,2,:1O:1O:1O,,2O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
