,num_dol,num_prn,num_tfsi,num_ps,num_li,atoms_dol,atoms_prn,atoms_tfsi,atoms_ps,atoms_li,count,%
90,4,3,0,1,1,::1O:1O,::1N,,,1L,5,0.15001500150015
91,2,6,0,1,1,1O:1O,::::1N:1N,,,1L,5,0.15001500150015
92,1,7,0,1,1,,:::1N:1N:1N:1N,,,1L,5,0.15001500150015
93,4,3,0,1,1,:1O:1O:2O,:1N:1N,,,1L,5,0.15001500150015
94,1,6,0,1,2,,1N:1N:1N:1N:1N:1N,,,1L:1L,5,0.15001500150015
95,3,4,1,1,1,::1O,::1N:1N,,,1L,5,0.15001500150015
96,3,4,1,1,1,::1O,:1N:1N:1N,1O,,1L,5,0.15001500150015
97,3,5,0,1,1,1O:1O:1O,:::1N:1N,,,1L,5,0.15001500150015
98,5,3,0,1,1,:1O:1O:1O:1O,:1N:1N,,,1L,5,0.15001500150015
99,3,4,1,1,1,:1O:1O,::1N:1N,,,1L,5,0.15001500150015
100,3,5,0,1,1,::,:1N:1N:1N:1N,,,1L,5,0.15001500150015
101,5,2,0,1,1,::1O:1O:1O,:1N,,,1L,5,0.15001500150015
102,3,5,0,1,2,::1O,:1N:1N:1N:1N,,,1L:1L,5,0.15001500150015
103,3,4,0,1,2,::1O,1N:1N:1N:1N,,,1L:1L,5,0.15001500150015
104,3,4,0,1,1,::1O,1N:1N:1N:1N,,,1L,5,0.15001500150015
105,3,4,0,1,1,:1O:2O,::1N:1N,,,1L,5,0.15001500150015
106,5,3,0,1,1,:::1O:2O,:1N:1N,,,1L,5,0.15001500150015
107,6,3,0,1,1,::::1O:1O,:1N:1N,,,1L,5,0.15001500150015
108,6,2,0,1,1,::::1O:1O,1N:1N,,,1L,5,0.15001500150015
109,4,5,0,1,2,:1O:1O:1O,:1N:1N:1N:1N,,,1L:1L,5,0.15001500150015
110,6,3,0,1,1,:::1O:1O:1O,::1N,,,1L,5,0.15001500150015
111,2,4,1,1,1,:1O,::1N:1N,,,1L,5,0.15001500150015
112,2,7,0,1,2,:,:1N:1N:1N:1N:1N:1N,,,1L:1L,5,0.15001500150015
113,2,4,1,1,1,:,::1N:1N,1O,,1L,5,0.15001500150015
114,2,4,1,1,1,1O:1O,:1N:1N:1N,,,1L,5,0.15001500150015
115,4,5,0,1,2,::1O:1O,:1N:1N:1N:1N,,,1L:1L,5,0.15001500150015
116,3,5,1,1,1,::1O,:::1N:1N,,,1L,5,0.15001500150015
117,4,5,0,1,1,:::,::1N:1N:1N,,,1L,5,0.15001500150015
118,1,6,0,1,1,1O,::::1N:1N,,,1L,4,0.12001200120012
119,5,3,1,1,1,::::1O,:1N:1N,1O,,1L,4,0.12001200120012
120,2,4,1,1,1,:1O,:1N:1N:1N,1O,,1L,4,0.12001200120012
121,1,7,0,1,2,,:1N:1N:1N:1N:1N:1N,,,1L:1L,4,0.12001200120012
122,5,3,0,1,1,::1O:1O:2O,:1N:1N,,,1L,4,0.12001200120012
123,5,3,0,1,1,:::1O:1O,1N:1N:1N,,,1L,4,0.12001200120012
124,5,2,0,1,1,::1O:1O:1O,1N:1N,,,1L,4,0.12001200120012
125,2,4,0,1,2,:1O,:1N:1N:1N,,,1L:1L,4,0.12001200120012
126,4,4,0,1,2,::1O:1O,:1N:1N:1N,,,1L:1L,4,0.12001200120012
127,2,3,0,1,1,:1O,:1N:1N,,,1L,4,0.12001200120012
128,2,4,0,1,2,1O:1O,1N:1N:1N:1N,,,1L:1L,4,0.12001200120012
129,2,5,0,1,2,1O:1O,::1N:1N:1N,,,1L:1L,4,0.12001200120012
130,2,4,0,1,1,1O:1O,::1N:1N,,,1L,4,0.12001200120012
131,2,5,0,1,2,1O:1O,:1N:1N:1N:1N,,,1L:1L,4,0.12001200120012
132,2,4,1,1,1,:1O,::1N:1N,1O,,1L,4,0.12001200120012
133,2,5,0,1,2,1O:1O,1N:1N:1N:1N:1N,,,1L:1L,4,0.12001200120012
134,1,6,0,1,2,1O,:1N:1N:1N:1N:1N,,,1L:1L,4,0.12001200120012
135,4,6,0,1,2,::1O:1O,:1N:1N:1N:1N:1N,,,1L:1L,4,0.12001200120012
136,3,4,0,1,1,::,1N:1N:1N:1N,,,1L,4,0.12001200120012
137,4,4,0,1,1,::1O:2O,:1N:1N:1N,,,1L,4,0.12001200120012
138,2,6,0,1,1,:2O,:::1N:1N:1N,,,1L,4,0.12001200120012
139,3,4,0,1,1,:1O:1O,:::1N,,,1L,4,0.12001200120012
140,3,4,0,1,1,1O:1O:2O,:::1N,,,1L,4,0.12001200120012
141,3,4,0,1,1,1O:1O:1O,::1N:1N,,,1L,4,0.12001200120012
142,3,4,0,1,0,::1O,:::1N,,,,4,0.12001200120012
143,3,3,1,1,2,:1O:1O,1N:1N:1N,1O,,1L:1L,4,0.12001200120012
144,6,3,0,1,1,:::1O:1O:1O,:1N:1N,,,1L,4,0.12001200120012
145,3,6,0,1,1,:1O:1O,:::1N:1N:1N,,,1L,4,0.12001200120012
146,3,6,0,1,1,::2O,:::1N:1N:1N,,,1L,4,0.12001200120012
147,3,3,1,1,1,:1O:1O,::1N,1O,,1L,4,0.12001200120012
148,3,6,0,1,2,::1O,:1N:1N:1N:1N:1N,,,1L:1L,4,0.12001200120012
149,4,2,0,1,1,::1O:1O,1N:1N,,,1L,4,0.12001200120012
150,2,7,0,1,1,:,::1N:1N:1N:1N:1N,,,1L,4,0.12001200120012
151,2,6,1,1,1,:1O,::::1N:1N,,,1L,4,0.12001200120012
152,5,5,0,1,1,::::1O,:::1N:1N,,,1L,4,0.12001200120012
153,6,2,0,1,1,:::1O:1O:1O,1N:1N,,,1L,4,0.12001200120012
154,2,6,0,1,1,1O:1O,:::1N:1N:1N,,,1L,4,0.12001200120012
155,4,4,0,1,0,:::1O,:::,,,,4,0.12001200120012
156,4,3,1,1,1,::1O:1O,:1N:1N,,,1L,4,0.12001200120012
157,1,5,0,1,1,,:1N:1N:1N:1N,,,1L,4,0.12001200120012
158,4,4,0,1,1,:1O:1O:1O,:::1N,,,1L,4,0.12001200120012
159,3,5,1,1,1,::1O,::1N:1N:1N,,,1L,3,0.09000900090009
160,4,6,0,1,2,:1O:1O:1O,:1N:1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
161,4,6,0,1,1,:::1O,:::1N:1N:1N,,,1L,3,0.09000900090009
162,4,4,0,1,2,1O:1O:1O:1O,:1N:1N:1N,,,1L:1L,3,0.09000900090009
163,4,5,1,1,1,:::1O,:::1N:1N,1O,,1L,3,0.09000900090009
164,2,5,1,1,1,:,:::1N:1N,1O,,1L,3,0.09000900090009
165,4,3,1,1,2,:1O:1O:1O,1N:1N:1N,1O,,1L:1L,3,0.09000900090009
166,3,6,0,1,1,:1O:1O,::::1N:1N,,,1L,3,0.09000900090009
167,2,4,0,1,0,:,::1N:1N,,,,3,0.09000900090009
168,2,4,0,1,0,:1O,::1N:1N,,,,3,0.09000900090009
169,4,5,0,1,2,::1O:2O,:1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
170,3,3,1,1,1,::,:1N:1N,1O1S,,1L,3,0.09000900090009
171,4,4,0,1,1,1O:1O:1O:1O,:::1N,,,1L,3,0.09000900090009
172,3,5,1,1,1,:1O:1O,:::1N:1N,,,1L,3,0.09000900090009
173,2,4,0,1,1,:,1N:1N:1N:1N,,,1L,3,0.09000900090009
174,3,5,0,1,1,:1O:2O,:::1N:1N,,,1L,3,0.09000900090009
175,3,4,1,1,1,::1O,::1N:1N,1O,,1L,3,0.09000900090009
176,3,5,0,1,1,:1O:1O,::::1N,,,1L,3,0.09000900090009
177,1,7,0,1,2,1O,:1N:1N:1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
178,1,7,0,1,2,1O,::1N:1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
179,3,4,1,1,1,:1O:1O,::1N:1N,1O,,1L,3,0.09000900090009
180,3,4,1,1,1,:1O:1O,:1N:1N:1N,,,1L,3,0.09000900090009
181,3,5,0,1,2,1O:1O:1O,1N:1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
182,3,4,0,1,2,:1O:2O,1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
183,5,2,0,1,1,::::1O,1N:1N,,,1L,3,0.09000900090009
184,3,5,0,1,2,1O:1O:1O,:1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
185,3,5,0,1,2,1O:1O:2O,:1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
186,3,5,0,1,2,:1O:1O,::1N:1N:1N,,,1L:1L,3,0.09000900090009
187,3,5,0,1,2,::,:1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
188,3,4,0,2,1,::1O,:::1N,,::1S:1S:2S:2S:2S:2S,1L,3,0.09000900090009
189,2,5,0,1,2,:2O,1N:1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
190,2,6,0,1,2,1O:2O,:1N:1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
191,4,3,0,1,1,:::2O,1N:1N:1N,,,1L,3,0.09000900090009
192,4,4,1,1,1,:1O:1O:1O,:::1N,,,1L,3,0.09000900090009
193,4,2,1,1,1,::1O:1O,:1N,,,1L,3,0.09000900090009
194,2,4,1,1,1,:1O,:1N:1N:1N,,,1L,3,0.09000900090009
195,2,7,0,1,1,:1O,:::::1N:1N,,,1L,3,0.09000900090009
196,2,7,0,1,1,:1O,::::1N:1N:1N,,,1L,3,0.09000900090009
197,2,7,0,1,1,:,::::1N:1N:1N,,,1L,3,0.09000900090009
198,2,4,1,1,2,1O:1O,:1N:1N:1N,1O,,1L:1L,3,0.09000900090009
199,2,5,0,1,1,1O:1O,:1N:1N:1N:1N,,,1L,3,0.09000900090009
200,3,6,0,1,2,1O:1O:1O,:1N:1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
201,2,7,0,1,1,:,:::1N:1N:1N:1N,,,1L,3,0.09000900090009
202,2,5,1,1,2,:1O,:1N:1N:1N:1N,1O,,1L:1L,3,0.09000900090009
203,2,5,0,1,1,1O:2O,:::1N:1N,,,1L,3,0.09000900090009
204,4,3,0,1,1,:::,1N:1N:1N,,,1L,3,0.09000900090009
205,2,6,1,1,1,:1O,:::1N:1N:1N,,,1L,3,0.09000900090009
206,1,6,1,1,1,,:::1N:1N:1N,,,1L,3,0.09000900090009
207,2,4,1,1,1,1O:1O,:::1N,,,1L,3,0.09000900090009
208,4,2,1,1,1,::1O:1O,1N:1N,1O,,1L,3,0.09000900090009
209,4,2,0,2,1,::1O:1O,:1N,,1S:1S:1S:1S:2S:2S:2S:3S,1L,3,0.09000900090009
210,4,2,0,1,1,::1O:1O,:1N,,,1L,3,0.09000900090009
211,4,5,0,1,1,::1O:2O,:::1N:1N,,,1L,3,0.09000900090009
212,2,5,1,1,1,:1O,:::1N:1N,1O,,1L,3,0.09000900090009
213,4,5,0,1,1,:::1O,:1N:1N:1N:1N,,,1L,3,0.09000900090009
214,4,2,0,1,1,:1O:1O:1O,:1N,,,1L,3,0.09000900090009
215,3,3,0,1,1,1O:1O:1O,::1N,,,1L,3,0.09000900090009
216,4,5,0,1,1,:::2O,:::1N:1N,,,1L,3,0.09000900090009
217,4,4,0,1,1,:1O:1O:2O,::1N:1N,,,1L,3,0.09000900090009
218,3,7,0,1,2,:1O:1O,::1N:1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
219,2,4,0,1,2,:1O,1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
220,4,3,1,1,1,:::1O,:1N:1N,1O,,1L,3,0.09000900090009
221,3,3,1,1,1,:1O:1O,:1N:1N,,,1L,3,0.09000900090009
222,2,4,0,1,1,:2O,:1N:1N:1N,,,1L,3,0.09000900090009
223,2,5,1,1,1,:,:::1N:1N,1O1S,,1L,3,0.09000900090009
224,2,4,0,1,1,:,::1N:1N,,,1L,3,0.09000900090009
225,4,4,0,1,2,:1O:1O:1O,:1N:1N:1N,,,1L:1L,3,0.09000900090009
226,6,4,0,1,1,:::::1O,::1N:1N,,,1L,3,0.09000900090009
227,1,6,0,1,1,,:1N:1N:1N:1N:1N,,,1L,3,0.09000900090009
228,6,1,0,2,1,:::1O:1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L,3,0.09000900090009
229,5,4,0,1,1,::1O:1O:1O,:1N:1N:1N,,,1L,3,0.09000900090009
230,6,4,0,1,2,::::1O:1O,1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
231,6,3,0,1,1,:::::1O,:1N:1N,,,1L,3,0.09000900090009
232,0,7,0,1,2,,:1N:1N:1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
233,5,4,0,1,1,:::1O:2O,::1N:1N,,,1L,3,0.09000900090009
234,6,2,0,1,1,:::::1O,1N:1N,,,1L,3,0.09000900090009
235,5,3,1,1,1,::::1O,:1N:1N,,,1L,3,0.09000900090009
236,6,3,0,1,1,:::1O:1O:2O,::1N,,,1L,3,0.09000900090009
237,6,1,0,1,1,:::1O:1O:1O,1N,,,1L,3,0.09000900090009
238,5,4,0,1,2,::1O:1O:1O,1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
239,5,4,0,1,1,::::,:1N:1N:1N,,,1L,3,0.09000900090009
240,1,5,0,1,1,1O,::1N:1N:1N,,,1L,3,0.09000900090009
241,0,6,0,1,2,,1N:1N:1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
242,0,6,0,1,1,,::1N:1N:1N:1N,,,1L,3,0.09000900090009
243,5,3,0,1,2,::1O:1O:1O,1N:1N:1N,,,1L:1L,3,0.09000900090009
244,4,3,0,2,1,:::1O,::1N,,2S:2S:2S:2S:2S:2S:2S:2S,1L,2,0.06000600060006
245,4,4,1,1,1,::1O:1O,:1N:1N:1N,,,1L,2,0.06000600060006
246,4,4,1,1,1,::1O:1O,::1N:1N,1O,,1L,2,0.06000600060006
247,3,4,0,1,0,::1O,:::,,,,2,0.06000600060006
248,4,2,0,1,1,:1O:1O:2O,1N:1N,,,1L,2,0.06000600060006
249,2,4,0,3,2,:1O,:1N:1N:1N,,::1S:1S:2S:2S:2S:2S:3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
250,3,4,0,1,0,::,::1N:1N,,,,2,0.06000600060006
251,3,2,2,1,1,:1O:1O,:1N,:1O,,1L,2,0.06000600060006
252,4,2,0,1,1,:1O:1O:1O,1N:1N,,,1L,2,0.06000600060006
253,3,3,0,1,0,::1O,:1N:1N,,,,2,0.06000600060006
254,3,3,2,1,1,::1O,:1N:1N,:1O,,1L,2,0.06000600060006
255,4,2,0,1,0,:::,:1N,,,,2,0.06000600060006
256,1,5,1,1,1,1O,:::1N:1N,1O,,1L,2,0.06000600060006
257,4,4,1,1,1,:::1O,::1N:1N,,,1L,2,0.06000600060006
258,3,5,1,1,1,::1O,::::1N,1O,,1L,2,0.06000600060006
259,3,3,0,1,1,1O:1O:1O,:1N:1N,,,1L,2,0.06000600060006
260,1,4,0,1,1,1O,:1N:1N:1N,,,1L,2,0.06000600060006
261,2,4,1,1,1,:,:1N:1N:1N,,,1L,2,0.06000600060006
262,3,4,0,1,1,1O:1O:1O,:1N:1N:1N,,,1L,2,0.06000600060006
263,3,5,1,1,1,::1O,:::1N:1N,1O,,1L,2,0.06000600060006
264,3,3,0,1,1,1O:1O:2O,:1N:1N,,,1L,2,0.06000600060006
265,3,3,0,1,1,1O:1O:2O,::1N,,,1L,2,0.06000600060006
266,5,3,1,1,1,:::1O:1O,:1N:1N,,,1L,2,0.06000600060006
267,0,7,1,1,1,,::::1N:1N:1N,,,1L,2,0.06000600060006
268,3,4,0,1,1,1O:1O:2O,:1N:1N:1N,,,1L,2,0.06000600060006
269,6,3,0,1,1,::::1O:1O,1N:1N:1N,,,1L,2,0.06000600060006
270,2,6,0,1,2,1O:1O,:1N:1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
271,3,4,0,1,2,:1O:1O,1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
272,3,4,0,1,2,1O:1O:2O,:1N:1N:1N,,,1L:1L,2,0.06000600060006
273,3,2,1,1,1,::1O,1N:1N,1O,,1L,2,0.06000600060006
274,3,4,0,1,2,1O:1O:1O,:1N:1N:1N,,,1L:1L,2,0.06000600060006
275,2,6,0,1,2,:,:1N:1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
276,4,5,0,1,2,::1O:1O,1N:1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
277,4,5,0,1,2,:1O:1O:2O,:1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
278,6,4,0,1,1,::::1O:2O,::1N:1N,,,1L,2,0.06000600060006
279,3,4,0,1,1,::1O,:::1N,,,1L,2,0.06000600060006
280,3,2,1,1,1,::1O,:1N,1O1S,,1L,2,0.06000600060006
281,2,4,0,2,1,:,::1N:1N,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
282,3,6,1,1,2,::,:1N:1N:1N:1N:1N,1O,,1L:1L,2,0.06000600060006
283,3,4,0,1,1,::,::1N:1N,,,1L,2,0.06000600060006
284,5,3,0,2,1,::::1O,:1N:1N,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
285,0,7,0,1,1,,:::1N:1N:1N:1N,,,1L,2,0.06000600060006
286,2,4,0,2,2,:1O,:1N:1N:1N,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
287,2,4,0,2,1,:1O,::1N:1N,,2S:2S:2S:2S:2S:2S:3S:3S,1L,2,0.06000600060006
288,2,6,0,1,1,:2O,::::1N:1N,,,1L,2,0.06000600060006
289,3,4,0,1,1,:1O:2O,:::1N,,,1L,2,0.06000600060006
290,0,7,0,1,1,,::::1N:1N:1N,,,1L,2,0.06000600060006
291,4,5,0,1,1,::1O:1O,::::1N,,,1L,2,0.06000600060006
292,6,2,0,1,1,::1O:1O:1O:1O,:1N,,,1L,2,0.06000600060006
293,4,5,0,1,1,::1O:1O,:1N:1N:1N:1N,,,1L,2,0.06000600060006
294,4,5,0,1,1,:1O:1O:2O,:::1N:1N,,,1L,2,0.06000600060006
295,3,2,1,2,2,:1O:1O,1N:1N,1O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
296,4,5,0,1,1,:1O:1O:1O,:::1N:1N,,,1L,2,0.06000600060006
297,3,4,0,1,1,1O:2O:2O,::1N:1N,,,1L,2,0.06000600060006
298,3,4,0,1,1,1O:1O:2O,::1N:1N,,,1L,2,0.06000600060006
299,3,3,0,1,1,:1O:2O,::1N,,,1L,2,0.06000600060006
300,3,4,0,1,1,1O:1O:1O,:::1N,,,1L,2,0.06000600060006
301,5,3,1,1,1,:::1O:2O,::1N,1O,,1L,2,0.06000600060006
302,2,7,1,1,1,:,::::1N:1N:1N,1O,,1L,2,0.06000600060006
303,3,5,1,1,2,:1O:1O,1N:1N:1N:1N:1N,1O,,1L:1L,2,0.06000600060006
304,4,4,0,1,2,:1O:1O:2O,1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
305,4,4,0,1,2,:1O:1O:1O,1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
306,2,5,1,1,2,:1O,1N:1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
307,4,4,0,1,2,1O:1O:1O:1O,1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
308,4,4,0,1,1,:::2O,::1N:1N,,,1L,2,0.06000600060006
309,4,4,0,1,1,:::2O,:1N:1N:1N,,,1L,2,0.06000600060006
310,3,6,0,1,2,:1O:2O,::1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
311,4,4,0,1,1,:::1O,:::1N,,,1L,2,0.06000600060006
312,3,6,0,1,2,::,1N:1N:1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
313,5,4,0,1,1,:::1O:1O,:::1N,,,1L,2,0.06000600060006
314,4,4,0,1,1,:::1O,1N:1N:1N:1N,,,1L,2,0.06000600060006
315,4,4,0,1,1,:::,1N:1N:1N:1N,,,1L,2,0.06000600060006
316,1,5,0,2,1,,::1N:1N:1N,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
317,4,3,1,1,1,::1O:1O,1N:1N:1N,,,1L,2,0.06000600060006
318,5,4,0,1,1,::::,::1N:1N,,,1L,2,0.06000600060006
319,1,5,0,1,2,1O,:1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
320,4,4,0,1,1,:1O:1O:2O,:1N:1N:1N,,,1L,2,0.06000600060006
321,5,4,0,1,2,:1O:1O:1O:1O,:1N:1N:1N,,,1L:1L,2,0.06000600060006
322,3,7,0,1,1,::1O,::::1N:1N:1N,,,1L,2,0.06000600060006
323,3,3,0,2,2,:1O:1O,1N:1N:1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
324,2,5,1,1,1,1O:1O,:::1N:1N,,,1L,2,0.06000600060006
325,4,4,0,1,0,::1O:2O,:::,,,,2,0.06000600060006
326,2,5,1,1,1,:,:1N:1N:1N:1N,,,1L,2,0.06000600060006
327,4,3,1,1,1,:::1O,:1N:1N,,,1L,2,0.06000600060006
328,1,5,0,1,0,,:::1N:1N,,,,2,0.06000600060006
329,1,5,0,1,1,1O,:1N:1N:1N:1N,,,1L,2,0.06000600060006
330,4,3,1,1,1,:::2O,:1N:1N,,,1L,2,0.06000600060006
331,1,5,0,1,1,,::1N:1N:1N,,,1L,2,0.06000600060006
332,3,3,0,2,1,::1O,1N:1N:1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
333,3,3,0,2,1,::1O,::1N,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
334,3,4,1,1,2,::1O,:1N:1N:1N,1O,,1L:1L,2,0.06000600060006
335,4,4,0,1,2,:1O:1O:2O,:1N:1N:1N,,,1L:1L,2,0.06000600060006
336,2,4,1,1,2,:1O,1N:1N:1N:1N,1O,,1L:1L,2,0.06000600060006
337,3,6,0,1,2,:1O:1O,::1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
338,3,5,1,1,2,:1O:1O,:1N:1N:1N:1N,1O,,1L:1L,2,0.06000600060006
339,2,4,1,1,2,:1O,:1N:1N:1N,1O,,1L:1L,2,0.06000600060006
340,3,3,0,1,1,::1O,1N:1N:1N,,,1L,2,0.06000600060006
341,4,3,0,2,2,:1O:1O:2O,1N:1N:1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
342,1,4,0,1,1,,::1N:1N,,,1L,2,0.06000600060006
343,3,3,1,1,2,1O:1O:1O,1N:1N:1N,1O,,1L:1L,2,0.06000600060006
344,3,3,0,1,1,::2O,1N:1N:1N,,,1L,2,0.06000600060006
345,3,6,0,1,0,::,::::1N:1N,,,,2,0.06000600060006
346,2,5,0,1,0,:,:::1N:1N,,,,2,0.06000600060006
347,6,3,0,1,1,::1O:1O:1O:1O,:1N:1N,,,1L,2,0.06000600060006
348,4,4,0,2,1,::1O:1O,:::1N,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
349,5,3,1,1,1,::::1O,1N:1N:1N,,,1L,2,0.06000600060006
350,3,3,1,1,1,::1O,:1N:1N,1O,,1L,2,0.06000600060006
351,3,6,0,1,1,::,::1N:1N:1N:1N,,,1L,2,0.06000600060006
352,3,3,1,1,1,::1O,1N:1N:1N,,,1L,2,0.06000600060006
353,4,4,0,1,2,:::1O,1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
354,5,3,1,1,2,::1O:1O:1O,1N:1N:1N,1O,,1L:1L,2,0.06000600060006
355,2,5,0,1,1,:1O,1N:1N:1N:1N:1N,,,1L,2,0.06000600060006
356,3,3,1,1,1,::,:1N:1N,2O,,1L,2,0.06000600060006
357,2,5,1,1,2,:1O,:1N:1N:1N:1N,2O1S,,1L:1L,2,0.06000600060006
358,3,6,0,1,1,::1O,::1N:1N:1N:1N,,,1L,2,0.06000600060006
359,2,5,0,1,1,:2O,:1N:1N:1N:1N,,,1L,2,0.06000600060006
360,6,2,0,2,1,::::1O:1O,:1N,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
361,5,3,1,2,2,:::1O:1O,1N:1N:1N,1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
362,2,5,0,1,2,1O:2O,1N:1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
363,2,5,0,1,2,1O:2O,:1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
364,4,4,0,1,2,::1O:2O,1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
365,6,2,0,2,1,:::1O:1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
366,2,5,0,1,2,:1O,::1N:1N:1N,,,1L:1L,2,0.06000600060006
367,0,8,0,1,2,,::1N:1N:1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
368,2,6,0,1,2,1O:1O,::1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
369,2,4,0,1,1,:1O,1N:1N:1N:1N,,,1L,2,0.06000600060006
370,3,4,1,1,1,:1O:2O,::1N:1N,,,1L,2,0.06000600060006
371,5,3,0,1,1,::1O:1O:2O,::1N,,,1L,2,0.06000600060006
372,7,3,0,1,1,:::::1O:1O,:1N:1N,,,1L,2,0.06000600060006
373,5,2,0,1,1,:::1O:1O,:1N,,,1L,2,0.06000600060006
374,4,3,0,1,1,:1O:1O:1O,1N:1N:1N,,,1L,2,0.06000600060006
375,1,7,1,1,2,1O,::1N:1N:1N:1N:1N,1O,,1L:1L,2,0.06000600060006
376,5,2,0,1,1,::1O:1O:2O,1N:1N,,,1L,2,0.06000600060006
377,1,6,0,2,1,,:::::1N,,2S:2S:2S:2S:2S:2S:3S:3S,1L,2,0.06000600060006
378,1,8,0,1,1,,:::::1N:1N:1N,,,1L,2,0.06000600060006
379,1,6,0,2,1,,:::1N:1N:1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
380,3,5,0,1,1,:1O:2O,:1N:1N:1N:1N,,,1L,2,0.06000600060006
381,1,8,0,1,2,1O,::1N:1N:1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
382,5,2,0,1,1,:1O:1O:1O:1O,:1N,,,1L,2,0.06000600060006
383,5,2,0,1,1,1O:1O:1O:1O:1O,:1N,,,1L,2,0.06000600060006
384,6,1,0,1,1,::::1O:1O,1N,,,1L,2,0.06000600060006
385,3,5,0,1,1,:1O:2O,::::1N,,,1L,2,0.06000600060006
386,5,2,0,1,0,::::,:,,,,2,0.06000600060006
387,7,2,0,1,1,::::1O:1O:1O,:1N,,,1L,2,0.06000600060006
388,2,6,1,1,2,:1O,:1N:1N:1N:1N:1N,1O,,1L:1L,2,0.06000600060006
389,3,4,0,3,2,::1O,:1N:1N:1N,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
390,3,5,0,1,1,::,:::1N:1N,,,1L,2,0.06000600060006
391,2,6,1,1,2,:,1N:1N:1N:1N:1N:1N,,,1L:1L,2,0.06000600060006
392,7,1,0,1,1,:::1O:1O:1O:1O,1N,,,1L,2,0.06000600060006
393,4,3,0,1,1,::1O:2O,1N:1N:1N,,,1L,2,0.06000600060006
394,0,6,0,1,1,,:1N:1N:1N:1N:1N,,,1L,2,0.06000600060006
395,4,3,0,1,1,::1O:2O,::1N,,,1L,2,0.06000600060006
396,5,1,0,1,1,::1O:1O:1O,1N,,,1L,2,0.06000600060006
397,0,6,0,1,1,,:::1N:1N:1N,,,1L,2,0.06000600060006
398,1,7,1,1,1,,::::1N:1N:1N,,,1L,2,0.06000600060006
399,3,2,0,1,1,1O:1O:1O,:1N,,,1L,2,0.06000600060006
