,num_dol,num_acn,num_tfsi,num_ps,num_li,atoms_dol,atoms_acn,atoms_tfsi,atoms_ps,atoms_li,count,%
886,2,4,0,2,1,:1O,:::1N,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
887,2,4,0,2,1,:2O,:::1N,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
888,2,4,0,2,2,1O:1O,:1N:1N:1N,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
889,2,4,0,1,2,:1O,::1N:1N,,,1L:1L,1,0.03000300030003
890,2,4,0,1,1,:2O,:::1N,,,1L,1,0.03000300030003
891,2,3,1,1,0,:,::,,,,1,0.03000300030003
892,2,3,1,1,1,:1O,:1N:1N,,,1L,1,0.03000300030003
893,2,3,1,1,0,:1O,::,1O,,,1,0.03000300030003
894,2,3,1,1,1,1O:1O,:1N:1N,,,1L,1,0.03000300030003
895,2,3,1,1,1,1O:1O,:1N:1N,1O,,1L,1,0.03000300030003
896,2,3,1,1,1,1O:1O,::1N,,,1L,1,0.03000300030003
897,2,3,1,1,1,1O:1O,::1N,1O,,1L,1,0.03000300030003
898,2,3,1,1,1,:,1N:1N:1N,,,1L,1,0.03000300030003
899,2,3,1,1,1,:,:1N:1N,2O,,1L,1,0.03000300030003
900,2,3,1,1,1,:,::1N,,,1L,1,0.03000300030003
901,2,3,1,1,1,:1O,::1N,,,1L,1,0.03000300030003
902,2,4,0,1,1,:2O,:1N:1N:1N,,,1L,1,0.03000300030003
903,2,3,1,1,1,:1O,::1N,1O,,1L,1,0.03000300030003
904,2,3,1,1,2,:1O,1N:1N:1N,,,1L:1L,1,0.03000300030003
905,2,3,1,2,1,:1O,::1N,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
906,2,3,1,2,2,1O:1O,:1N:1N,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
907,2,3,2,1,1,1O:1O,::,:1O,,1L,1,0.03000300030003
908,2,4,0,1,0,:,:1N:1N:1N,,,,1,0.03000300030003
909,2,4,0,1,1,1O:2O,::1N:1N,,,1L,1,0.03000300030003
910,2,4,0,1,1,1O:2O,:::1N,,,1L,1,0.03000300030003
911,7,3,0,1,1,::::::,1N:1N:1N,,,1L,1,0.03000300030003
