,num_dol,num_tep,num_tfsi,num_ps,num_li,atoms_dol,atoms_tep,atoms_tfsi,atoms_ps,atoms_li,count,%
437,6,1,0,1,1,:::1O:1O:1O,1O,,,1L,1,0.03000300030003
438,6,0,1,1,2,:1O:1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
439,6,0,1,1,1,::::1O:1O,,1O,,1L,1,0.03000300030003
440,6,0,1,1,1,::::1O:1O,,,,1L,1,0.03000300030003
441,6,0,0,2,2,:::1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
442,6,0,0,2,2,::1O:1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
443,6,0,0,2,2,:1O:1O:1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
444,6,0,0,2,1,::::1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
445,5,3,0,1,1,::::,:1O:1O,,,1L,1,0.03000300030003
446,5,2,0,2,1,::::1O,:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
447,5,1,0,1,2,:::1O:1O,1O,,,1L:1L,1,0.03000300030003
448,5,2,0,1,2,::1O:1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
449,5,2,0,1,1,::::1O,1O:1O,,,1L,1,0.03000300030003
450,5,2,0,1,1,::::,:1O,,,1L,1,0.03000300030003
451,5,2,0,1,1,::::,:,,,1L,1,0.03000300030003
452,5,1,1,1,2,::1O:1O:2O,1O,1O,,1L:1L,1,0.03000300030003
453,5,1,1,1,2,::1O:1O:1O,1O,1O,,1L:1L,1,0.03000300030003
454,5,1,1,1,2,::1O:1O:1O,,,,1L:1L,1,0.03000300030003
455,5,1,1,1,2,1O:1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
456,5,1,1,1,1,:::1O:1O,1O,,,1L,1,0.03000300030003
457,5,1,1,1,1,:::1O:1O,,1O,,1L,1,0.03000300030003
458,5,1,1,1,1,::1O:1O:1O,,1O,,1L,1,0.03000300030003
459,5,1,1,1,1,::1O:1O:1O,,,,1L,1,0.03000300030003
460,4,1,1,1,1,:::1O,,,,1L,1,0.03000300030003
461,4,1,1,1,1,::1O:1O,1O,,,1L,1,0.03000300030003
462,3,2,1,1,2,1O:1O:1O,1O:1O,2O,,1L:1L,1,0.03000300030003
463,3,3,0,1,2,1O:1O:1O,::1O,,,1L:1L,1,0.03000300030003
464,3,3,1,1,1,::1O,:1O:1O,,,1L,1,0.03000300030003
465,3,3,1,1,1,::,::1O,1O,,1L,1,0.03000300030003
466,3,3,1,1,1,:1O:1O,::,,,1L,1,0.03000300030003
467,3,3,1,1,1,:1O:1O,:1O:1O,,,1L,1,0.03000300030003
468,3,3,1,1,1,1O:1O:1O,::,,,1L,1,0.03000300030003
469,3,3,0,2,2,::1O,1O:1O:1O,,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
470,3,3,0,2,2,:1O:1O,:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
471,3,3,0,2,2,:1O:1O,1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
472,3,3,0,2,1,::1O,::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
473,3,3,0,1,2,::1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
474,3,3,0,1,2,:1O:1O,:1O:2O,,,1L:1L,1,0.03000300030003
475,3,3,0,1,2,1O:1O:2O,1O:1O:1O,,,1L:1L,1,0.03000300030003
476,3,3,0,1,1,::2O,::1O,,,1L,1,0.03000300030003
477,3,3,1,1,2,1O:1O:1O,1O:1O:1O,1O,,1L:1L,1,0.03000300030003
478,3,3,0,1,1,::1O,::,,,1L,1,0.03000300030003
479,3,3,0,1,1,::,:1O:2O,,,1L,1,0.03000300030003
480,3,3,0,1,1,:1O:1O,:1O:1O,,,1L,1,0.03000300030003
481,3,3,0,1,1,1O:1O:1O,::,,,1L,1,0.03000300030003
482,3,2,2,1,2,::1O,1O:1O,1O:1O,,1L:1L,1,0.03000300030003
483,3,2,2,1,2,1O:1O:1O,1O:1O,1O:2O,,1L:1L,1,0.03000300030003
484,3,2,1,1,2,::1O,1O:1O,2O,,1L:1L,1,0.03000300030003
485,3,2,1,1,2,:1O:1O,:1O,1N2O,,1L:1L,1,0.03000300030003
486,3,2,1,1,2,:1O:1O,:,1O,,1L:1L,1,0.03000300030003
487,3,2,1,1,2,:1O:1O,1O:1O,3O,,1L:1L,1,0.03000300030003
488,3,2,1,1,2,1O:1O:1O,:,1O,,1L:1L,1,0.03000300030003
489,3,2,1,1,2,1O:1O:1O,1O:2O,1O,,1L:1L,1,0.03000300030003
490,3,3,1,1,1,::1O,::,1O,,1L,1,0.03000300030003
491,3,3,1,1,2,:1O:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
492,4,1,1,1,1,:1O:1O:1O,,,,1L,1,0.03000300030003
493,4,0,2,1,1,:::1O,,1O:1O,,1L,1,0.03000300030003
494,4,1,0,2,1,:::1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
495,4,1,0,1,2,::1O:1O,,,,1L:1L,1,0.03000300030003
496,4,1,0,1,2,:1O:1O:2O,,,,1L:1L,1,0.03000300030003
497,4,1,0,1,2,1O:1O:1O:2O,1O,,,1L:1L,1,0.03000300030003
498,4,1,0,1,2,1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
499,4,1,0,1,1,:::2O,1O,,,1L,1,0.03000300030003
500,4,1,0,1,1,:::2O,,,,1L,1,0.03000300030003
501,4,1,0,1,1,:::,2O,,,1L,1,0.03000300030003
502,4,1,0,1,1,:1O:1O:2O,,,,1L,1,0.03000300030003
503,4,1,0,1,0,:::,,,,,1,0.03000300030003
504,4,0,2,1,2,:1O:1O:1O,,:1N2O,,1L:1L,1,0.03000300030003
505,4,0,2,1,2,1O:1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
506,4,0,1,2,2,::1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
507,3,3,1,1,2,:1O:1O,:1O:1O,1O,,1L:1L,1,0.03000300030003
508,4,0,1,1,2,:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
509,4,0,1,1,2,:1O:1O:1O,,1N,,1L:1L,1,0.03000300030003
510,4,0,1,1,2,:1O:1O:1O,,,,1L:1L,1,0.03000300030003
511,4,0,1,1,2,1O:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
512,4,0,1,1,2,1O:1O:1O:1O,,1N2O1S,,1L:1L,1,0.03000300030003
513,3,1,1,1,2,1O:1O:1O,1O,,,1L:1L,1,0.03000300030003
514,4,0,0,2,2,:1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
515,4,0,0,2,2,1O:1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
516,4,0,0,1,2,:1O:1O:1O,,,,1L:1L,1,0.03000300030003
517,3,4,0,1,1,::1O,::1O:1O,,,1L,1,0.03000300030003
518,3,4,0,1,1,::,::1O:1O,,,1L,1,0.03000300030003
519,3,3,1,1,2,::1O,1O:1O:1O,1O,,1L:1L,1,0.03000300030003
520,4,0,1,1,1,:::1O,,,,1L,1,0.03000300030003
521,2,3,0,2,2,1O:1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
522,3,1,1,1,2,1O:1O:1O,,3O,,1L:1L,1,0.03000300030003
523,1,3,0,1,2,1O,1O:1O:2O,,,1L:1L,1,0.03000300030003
524,1,2,2,1,2,1O,1O:1O,:1O,,1L:1L,1,0.03000300030003
525,1,2,2,1,2,1O,:1O,1O:1O,,1L:1L,1,0.03000300030003
526,1,3,0,1,1,,:1O:2O,,,1L,1,0.03000300030003
527,1,3,0,1,1,1O,1O:1O:1O,,,1L,1,0.03000300030003
528,1,3,0,1,1,1O,::,,,1L,1,0.03000300030003
529,1,3,0,1,2,,1O:1O:2O,,,1L:1L,1,0.03000300030003
530,1,3,0,1,2,,::,,,1L:1L,1,0.03000300030003
531,1,3,0,1,2,1O,:1O:2O,,,1L:1L,1,0.03000300030003
532,1,2,1,1,1,,:1O,3O,,1L,1,0.03000300030003
533,1,3,0,1,2,1O,::,,,1L:1L,1,0.03000300030003
534,1,3,0,1,2,1O,::1O,,,1L:1L,1,0.03000300030003
535,1,3,0,2,1,,::1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
536,1,3,0,2,2,,:1O:1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
537,1,3,0,2,2,,:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
538,1,3,0,2,2,1O,1O:1O:1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
539,1,3,0,2,2,1O,1O:1O:2O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
540,1,2,2,1,1,1O,:,1O:2O,,1L,1,0.03000300030003
541,1,2,1,2,2,1O,1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
542,1,2,1,2,2,1O,1O:1O,1O,1S:1S:1S:1S:1S:1S:1S:2S,1L:1L,1,0.03000300030003
543,1,2,1,1,2,1O,:1O,3O1S,,1L:1L,1,0.03000300030003
544,1,2,1,1,2,,1O:1O,1O,,1L:1L,1,0.03000300030003
545,1,2,1,1,2,,1O:1O,3O1S,,1L:1L,1,0.03000300030003
546,1,2,1,1,2,,1O:2O,1O,,1L:1L,1,0.03000300030003
547,1,2,1,1,2,,1O:2O,2O,,1L:1L,1,0.03000300030003
548,1,2,1,1,2,,:1O,1O,,1L:1L,1,0.03000300030003
549,1,2,1,1,2,1O,1O:1O,,,1L:1L,1,0.03000300030003
550,1,2,1,1,2,1O,1O:1O,1N2O,,1L:1L,1,0.03000300030003
551,1,2,1,1,2,1O,1O:1O,1N2O1S,,1L:1L,1,0.03000300030003
552,1,2,1,1,2,1O,1O:1O,2O1S,,1L:1L,1,0.03000300030003
553,1,2,1,1,2,1O,1O:1O,3O,,1L:1L,1,0.03000300030003
554,1,2,1,1,2,1O,1O:1O,3O1S,,1L:1L,1,0.03000300030003
555,1,2,1,1,2,1O,1O:2O,1O,,1L:1L,1,0.03000300030003
556,1,2,1,1,2,1O,2O:2O,3O1S,,1L:1L,1,0.03000300030003
557,1,2,1,1,2,1O,:,1O,,1L:1L,1,0.03000300030003
558,1,2,1,1,2,1O,:1O,,,1L:1L,1,0.03000300030003
559,1,3,0,2,2,1O,:1O:1O,,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
560,1,3,0,2,2,1O,:1O:1O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
561,1,3,0,2,2,1O,::1O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
562,1,4,0,1,2,,:1O:1O:1O,,,1L:1L,1,0.03000300030003
563,1,4,0,2,1,,:::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
564,1,4,0,2,2,1O,:1O:1O:1O,,::::1S:1S:1S:1S,1L:1L,1,0.03000300030003
565,1,4,0,2,2,1O,::1O:1O,,:::1S:1S:1S:1S:1S,1L:1L,1,0.03000300030003
566,1,4,1,1,1,,::1O:1O,1O,,1L,1,0.03000300030003
567,1,4,1,1,1,1O,::1O:1O,,,1L,1,0.03000300030003
568,1,4,1,1,1,1O,:::1O,,,1L,1,0.03000300030003
569,1,4,1,1,2,,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
570,1,4,1,1,2,,1O:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
571,1,4,1,1,2,1O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
572,1,4,1,1,2,1O,:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
573,1,4,1,1,2,1O,::1O:1O,1O,,1L:1L,1,0.03000300030003
574,1,5,0,1,1,,::::1O,,,1L,1,0.03000300030003
575,1,5,0,1,1,1O,::::1O,,,1L,1,0.03000300030003
576,1,5,1,1,1,,::::1O,1O,,1L,1,0.03000300030003
577,1,5,1,1,1,,::::1O,2O,,1L,1,0.03000300030003
578,1,4,0,2,1,,:::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
579,1,4,0,1,2,,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
580,1,3,0,2,2,2O,1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
581,1,4,0,1,1,1O,::1O:2O,,,1L,1,0.03000300030003
582,1,3,1,1,1,,:1O:1O,,,1L,1,0.03000300030003
583,1,3,1,1,1,,::,1O,,1L,1,0.03000300030003
584,1,3,1,1,2,,:1O:1O,2O,,1L:1L,1,0.03000300030003
585,1,3,1,1,2,1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
586,1,3,1,1,2,1O,1O:1O:1O,1N1O,,1L:1L,1,0.03000300030003
587,1,3,1,1,2,1O,:1O:1O,1N,,1L:1L,1,0.03000300030003
588,1,3,1,1,2,1O,::1O,1N2O1S,,1L:1L,1,0.03000300030003
589,1,3,1,1,2,2O,1O:1O:1O,1O,,1L:1L,1,0.03000300030003
590,1,3,1,2,2,,:1O:1O,2O,1S:1S:1S:1S:1S:1S:1S:1S,1L:1L,1,0.03000300030003
591,1,3,1,2,2,1O,1O:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
592,1,3,1,2,2,1O,:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
593,1,3,1,2,2,1O,:1O:1O,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
594,1,3,2,1,2,1O,1O:1O:1O,1O:2O,,1L:1L,1,0.03000300030003
595,1,4,0,1,1,,:1O:1O:1O,,,1L,1,0.03000300030003
596,1,4,0,1,1,,:::,,,1L,1,0.03000300030003
597,1,2,1,1,1,1O,:1O,2O,,1L,1,0.03000300030003
598,1,2,1,1,1,,:,2O,,1L,1,0.03000300030003
599,2,0,1,1,1,:,,1O,,1L,1,0.03000300030003
600,0,3,1,1,2,,:1O:1O,3O1S,,1L:1L,1,0.03000300030003
601,0,3,1,1,1,,::1O,2O,,1L,1,0.03000300030003
602,0,3,1,1,2,,1O:1O:1O,1N3O1S,,1L:1L,1,0.03000300030003
603,0,3,1,1,2,,1O:1O:1O,2O1S,,1L:1L,1,0.03000300030003
604,0,3,1,1,2,,1O:1O:1O,3O,,1L:1L,1,0.03000300030003
605,0,3,1,1,2,,1O:1O:1O,3O1S,,1L:1L,1,0.03000300030003
606,0,3,1,1,2,,:1O:1O,1N2O,,1L:1L,1,0.03000300030003
607,0,3,1,1,2,,:1O:1O,2O,,1L:1L,1,0.03000300030003
608,0,3,1,1,2,,::1O,2O,,1L:1L,1,0.03000300030003
609,1,2,0,2,2,1O,:1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
610,0,3,1,2,2,,1O:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
611,0,3,1,2,2,,:1O:1O,1O,1S:1S:1S:1S:1S:1S:1S:1S,1L:1L,1,0.03000300030003
612,0,3,2,1,2,,1O:1O:1O,1O:1O,,1L:1L,1,0.03000300030003
613,0,4,0,1,1,,:1O:1O:1O,,,1L,1,0.03000300030003
614,0,4,0,1,1,,:::1O,,,1L,1,0.03000300030003
615,0,4,0,1,2,,:1O:1O:1O,,,1L:1L,1,0.03000300030003
616,0,4,0,1,2,,::1O:1O,,,1L:1L,1,0.03000300030003
617,0,3,1,1,1,,::1O,,,1L,1,0.03000300030003
618,0,3,1,1,1,,::,1O,,1L,1,0.03000300030003
619,0,3,1,1,1,,:1O:1O,1O,,1L,1,0.03000300030003
620,0,3,1,1,1,,:1O:1O,,,1L,1,0.03000300030003
621,0,2,0,1,2,,1O:1O,,,1L:1L,1,0.03000300030003
622,0,2,0,2,2,,1O:1O,,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
623,0,2,1,1,2,,1O:1O,2O1S,,1L:1L,1,0.03000300030003
624,0,2,1,1,2,,1O:1O,3O1S,,1L:1L,1,0.03000300030003
625,0,2,1,1,2,,:1O,1O,,1L:1L,1,0.03000300030003
626,0,2,1,1,2,,:1O,1O1S,,1L:1L,1,0.03000300030003
627,0,2,2,1,1,,:,2O:2O,,1L,1,0.03000300030003
628,0,2,2,1,2,,1O:1O,1O:1O,,1L:1L,1,0.03000300030003
629,0,2,2,1,2,,:1O,1O:2O,,1L:1L,1,0.03000300030003
630,0,3,0,1,1,,1O:1O:1O,,,1L,1,0.03000300030003
631,0,3,0,1,1,,1O:1O:2O,,,1L,1,0.03000300030003
632,0,3,0,1,1,,:1O:1O,,,1L,1,0.03000300030003
633,0,3,0,1,1,,:1O:2O,,,1L,1,0.03000300030003
634,0,3,0,2,1,,:1O:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
635,0,3,0,2,1,,::1O,,1S:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
636,0,4,0,2,1,,:::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
637,0,4,1,1,1,,::1O:1O,,,1L,1,0.03000300030003
638,0,4,1,1,2,,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
639,1,2,0,1,1,2O,:,,,1L,1,0.03000300030003
640,1,2,0,1,2,,1O:1O,,,1L:1L,1,0.03000300030003
641,1,2,0,1,2,1O,1O:2O,,,1L:1L,1,0.03000300030003
642,1,2,0,2,1,,:,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
643,1,2,0,2,1,,:1O,,1S:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
644,1,2,0,2,1,,:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
645,1,2,0,2,1,,:1O,,2S:2S:2S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
646,1,2,0,2,1,,:1O,,::::1S:1S:1S:1S,1L,1,0.03000300030003
647,1,2,0,2,1,1O,:,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
648,1,2,0,2,1,1O,:,,::::1S:1S:1S:1S,1L,1,0.03000300030003
649,1,2,0,2,1,1O,:1O,,1S:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
650,1,2,0,2,1,1O,:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
651,1,2,0,2,2,1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
652,1,2,0,2,2,1O,1O:1O,,1S:1S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
653,1,2,0,2,2,1O,1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
654,1,2,0,2,2,1O,:1O,,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
655,1,2,0,1,1,2O,:1O,,,1L,1,0.03000300030003
656,1,2,0,1,1,1O,:,,,1L,1,0.03000300030003
657,0,4,1,1,2,,1O:1O:1O:1O,1N1O,,1L:1L,1,0.03000300030003
658,1,1,2,1,2,1O,1O,:2O,,1L:1L,1,0.03000300030003
659,0,4,1,1,2,,1O:1O:1O:1O,2O1S,,1L:1L,1,0.03000300030003
660,0,4,1,1,2,,1O:1O:1O:2O,1O,,1L:1L,1,0.03000300030003
661,0,4,1,1,2,,::1O:1O,1O,,1L:1L,1,0.03000300030003
662,1,1,0,1,2,1O,1O,,,1L:1L,1,0.03000300030003
663,1,1,0,2,1,,1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
664,1,1,0,2,2,1O,1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
665,1,1,1,1,1,1O,,,,1L,1,0.03000300030003
666,1,1,1,1,1,1O,,1O,,1L,1,0.03000300030003
667,1,1,1,1,1,1O,,2O,,1L,1,0.03000300030003
668,1,1,1,1,2,1O,1O,1N3O1S,,1L:1L,1,0.03000300030003
669,1,1,1,1,2,1O,1O,2O1S,,1L:1L,1,0.03000300030003
670,1,1,1,1,2,1O,1O,3O,,1L:1L,1,0.03000300030003
671,1,1,1,1,2,1O,1O,3O2S,,1L:1L,1,0.03000300030003
672,1,1,1,2,2,1O,1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
673,1,1,2,1,1,,,1O:1O,,1L,1,0.03000300030003
674,2,0,0,1,2,:1O,,,,1L:1L,1,0.03000300030003
675,2,0,1,1,2,1O:1O,,1O,,1L:1L,1,0.03000300030003
676,3,1,1,1,1,::1O,,2O,,1L,1,0.03000300030003
677,2,3,1,1,1,:1O,:1O:2O,,,1L,1,0.03000300030003
678,2,3,0,2,2,:1O,:1O:1O,,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
679,2,3,0,2,2,:1O,::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
680,2,3,1,1,1,1O:1O,::,,,1L,1,0.03000300030003
681,2,3,1,1,1,1O:1O,::1O,,,1L,1,0.03000300030003
682,2,3,1,1,1,:,:1O:1O,1O,,1L,1,0.03000300030003
683,2,3,1,1,1,:,::,1O,,1L,1,0.03000300030003
684,2,3,1,1,1,:1O,:1O:1O,1O,,1L,1,0.03000300030003
685,2,3,1,1,1,:1O,::,2O,,1L,1,0.03000300030003
686,2,2,2,1,2,1O:1O,:1O,1O:1O,,1L:1L,1,0.03000300030003
687,2,3,1,1,2,1O:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
688,2,3,1,1,2,1O:1O,::,1O,,1L:1L,1,0.03000300030003
689,2,3,1,1,2,:,1O:1O:1O,1O,,1L:1L,1,0.03000300030003
690,2,3,1,1,2,:,:1O:1O,2O,,1L:1L,1,0.03000300030003
691,2,3,1,1,2,:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
692,2,3,1,1,2,:1O,1O:1O:1O,1N2O2S,,1L:1L,1,0.03000300030003
693,2,3,1,1,2,:1O,:1O:1O,2O,,1L:1L,1,0.03000300030003
694,2,3,0,2,2,:1O,1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
695,2,3,0,2,2,:1O,1O:1O:1O,,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
696,2,3,0,2,2,:,::1O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
697,2,3,0,2,2,:,:1O:1O,,::::1S:1S:1S:1S,1L:1L,1,0.03000300030003
698,2,2,2,1,2,:1O,1O:1O,:1O,,1L:1L,1,0.03000300030003
699,2,2,2,1,2,:1O,1O:1O,:2O,,1L:1L,1,0.03000300030003
700,2,2,2,1,2,:1O,:1O,1O:1O,,1L:1L,1,0.03000300030003
701,2,3,0,1,1,:,1O:1O:2O,,,1L,1,0.03000300030003
702,2,3,0,1,1,:1O,::,,,1L,1,0.03000300030003
703,2,3,0,1,1,:1O,::2O,,,1L,1,0.03000300030003
704,2,3,0,1,2,:1O,::1O,,,1L:1L,1,0.03000300030003
705,2,3,0,2,1,:,::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
706,2,3,0,2,1,:,::1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
707,2,3,0,2,2,1O:1O,1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
708,0,2,0,1,1,,:1O,,,1L,1,0.03000300030003
709,2,3,0,2,2,1O:1O,:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
710,2,3,0,2,2,1O:1O,:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
711,2,3,0,2,2,1O:1O,::1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
712,2,3,0,2,2,:,1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
713,2,3,2,1,1,:1O,::,:1O,,1L,1,0.03000300030003
714,2,3,2,1,2,:1O,:1O:1O,1O:1O,,1L:1L,1,0.03000300030003
715,2,4,0,1,1,1O:1O,:::,,,1L,1,0.03000300030003
716,3,0,1,1,2,:1O:1O,,1O,,1L:1L,1,0.03000300030003
717,3,0,1,1,2,:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
718,3,0,1,2,2,1O:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
719,3,1,0,1,1,1O:1O:1O,1O,,,1L,1,0.03000300030003
720,3,1,0,1,1,:1O:2O,1O,,,1L,1,0.03000300030003
721,3,1,0,1,1,::1O,2O,,,1L,1,0.03000300030003
722,3,1,0,1,2,1O:1O:1O,2O,,,1L:1L,1,0.03000300030003
723,3,1,0,1,2,:1O:2O,1O,,,1L:1L,1,0.03000300030003
724,3,1,0,2,1,::1O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
725,3,1,0,2,2,1O:1O:1O,1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
726,3,1,0,2,2,:1O:1O,1O,,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
727,3,1,0,2,2,:1O:1O,1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
728,3,1,0,2,2,:1O:1O,1O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
729,3,1,0,2,2,::1O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
730,3,1,1,1,1,:1O:1O,1O,1O,,1L,1,0.03000300030003
731,3,1,1,1,1,::,,1O,,1L,1,0.03000300030003
732,3,0,1,1,2,:1O:1O,,2O,,1L:1L,1,0.03000300030003
733,3,0,1,1,2,1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
734,2,4,0,1,1,:1O,:::,,,1L,1,0.03000300030003
735,3,0,1,1,1,::1O,,1O,,1L,1,0.03000300030003
736,2,4,0,1,2,1O:1O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
737,2,4,0,1,2,1O:1O,::1O:1O,,,1L:1L,1,0.03000300030003
738,2,4,0,1,2,1O:1O,:::,,,1L:1L,1,0.03000300030003
739,2,4,0,2,2,:1O,:1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
740,2,4,1,1,1,1O:1O,:::,,,1L,1,0.03000300030003
741,2,4,1,1,1,1O:1O,:::,1O,,1L,1,0.03000300030003
742,2,4,1,1,1,:,::1O:1O,,,1L,1,0.03000300030003
743,2,4,1,1,1,:,:::,1N1O,,1L,1,0.03000300030003
744,2,4,1,1,1,:,:::1O,1O,,1L,1,0.03000300030003
745,2,4,1,1,2,:1O,1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
746,2,4,1,1,2,:1O,::1O:1O,,,1L:1L,1,0.03000300030003
747,2,5,0,1,1,:,:::1O:1O,,,1L,1,0.03000300030003
748,3,0,0,1,1,:1O:1O,,,,1L,1,0.03000300030003
749,3,0,0,1,2,:1O:1O,,,,1L:1L,1,0.03000300030003
750,3,0,1,1,1,:1O:1O,,1O,,1L,1,0.03000300030003
751,2,2,2,1,2,1O:1O,:1O,:,,1L:1L,1,0.03000300030003
