,num_dol,num_sl,num_tfsi,num_ps,num_li,atoms_dol,atoms_sl,atoms_tfsi,atoms_ps,atoms_li,count,%
352,0,4,0,1,2,,1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
353,4,0,0,1,0,:::,,,,,1,0.03000300030003
354,3,5,0,1,2,::1O,:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
355,3,5,0,1,1,::,:::1O:1O,,,1L,1,0.03000300030003
356,0,4,1,1,1,,:1O:1O:1O,1O,,1L,1,0.03000300030003
357,0,4,1,1,2,,1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
358,3,4,0,2,1,::,::1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
359,3,4,0,1,2,::1O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
360,0,4,2,1,1,,::1O:1O,:1O,,1L,1,0.03000300030003
361,3,4,0,1,1,::1O,::1O:2O,,,1L,1,0.03000300030003
362,3,4,0,1,1,::1O,::1O:1O1S,,,1L,1,0.03000300030003
363,0,5,0,1,0,,::::1O1S,,,,1,0.03000300030003
364,3,4,0,1,1,::,:::1O,,,1L,1,0.03000300030003
365,0,5,0,1,1,,:1O:1O:1O:2O,,,1L,1,0.03000300030003
366,3,4,0,1,1,::,:1O:1O:2O1S,,,1L,1,0.03000300030003
367,3,4,0,1,1,::,:1O:1O:2O,,,1L,1,0.03000300030003
368,4,1,0,1,0,::1O:1O,,,,,1,0.03000300030003
369,0,4,1,1,0,,:::,,,,1,0.03000300030003
370,4,1,0,1,0,:::1O,,,,,1,0.03000300030003
371,0,4,0,2,1,,::1O:1O1S,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
372,4,2,1,1,1,:::1O,:1O,,,1L,1,0.03000300030003
373,4,2,1,1,1,:::,:1O,2O,,1L,1,0.03000300030003
374,4,2,1,1,1,:::,1O:1O,,,1L,1,0.03000300030003
375,4,2,0,1,2,::1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
376,0,4,0,1,2,,:1O:1O:1O,,,1L:1L,1,0.03000300030003
377,0,4,0,1,2,,::1O:1O,,,1L:1L,1,0.03000300030003
378,0,4,0,2,1,,:::,,:::1S:1S:1S:1S:1S,1L,1,0.03000300030003
379,4,1,0,1,1,:::,,,,1L,1,0.03000300030003
380,4,2,0,1,0,:::,:1O,,,,1,0.03000300030003
381,0,4,0,2,1,,:::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
382,4,1,1,1,1,:::1O,1O,,,1L,1,0.03000300030003
383,4,1,1,1,0,:::,,2O,,,1,0.03000300030003
384,4,1,1,1,0,:::,,,,,1,0.03000300030003
385,0,4,0,2,1,,:::1O,,1S:1S:1S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
386,0,5,0,1,0,,::::1O,,,,1,0.03000300030003
387,2,5,0,1,1,1O:1O,:::1O:1O,,,1L,1,0.03000300030003
388,2,5,0,1,1,:,::1O:1O:2O1S,,,1L,1,0.03000300030003
389,2,2,1,1,1,:1O,1O:1O,,,1L,1,0.03000300030003
390,2,2,1,1,1,:,:1O,1O,,1L,1,0.03000300030003
391,1,4,0,1,2,,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
392,1,4,0,1,2,,:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
393,1,4,0,1,2,1O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
394,2,2,0,2,1,:,1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
395,2,2,0,2,1,:,1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
396,2,2,0,2,1,:,1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
397,2,2,0,1,1,:2O,1O:1O,,,1L,1,0.03000300030003
398,1,4,0,2,1,,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
399,2,2,0,1,1,:1O,:,,,1L,1,0.03000300030003
400,2,2,0,1,1,:,:1O1S,,,1L,1,0.03000300030003
401,2,2,0,1,1,:,1O:2O1S,,,1L,1,0.03000300030003
402,2,2,0,1,1,:,1O:1O1S,,,1L,1,0.03000300030003
403,0,2,2,1,1,,:1O,:1O,,1L,1,0.03000300030003
404,1,4,0,2,1,,::1O:2O1S,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
405,2,2,1,1,1,:,:1O,2O,,1L,1,0.03000300030003
406,2,2,1,1,1,:1O,:1O,,,1L,1,0.03000300030003
407,1,4,0,2,1,1O,::1O:1O,,1S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
408,2,2,2,1,1,:,1O:1O,:,,1L,1,0.03000300030003
409,2,3,0,1,1,:1O,1O:1O:2O1S,,,1L,1,0.03000300030003
410,2,3,0,1,1,:,::2O,,,1L,1,0.03000300030003
411,2,3,0,1,1,:,::1O1S,,,1L,1,0.03000300030003
412,1,4,0,1,1,,:1O:2O1S:2O1S,,,1L,1,0.03000300030003
413,1,4,0,1,1,,:1O:2O:2O1S,,,1L,1,0.03000300030003
414,1,4,0,1,1,,::1O:1O1S,,,1L,1,0.03000300030003
415,1,4,0,1,1,,::1O:2O1S,,,1L,1,0.03000300030003
416,2,3,0,1,1,:,1O:1O:2O1S,,,1L,1,0.03000300030003
417,2,3,0,1,1,:,1O:1O:2O,,,1L,1,0.03000300030003
418,1,4,0,1,1,1O,::1O1S:2O1S,,,1L,1,0.03000300030003
419,1,4,0,1,1,1O,::1O:1O1S,,,1L,1,0.03000300030003
420,1,4,0,1,1,1O,::1O:2O,,,1L,1,0.03000300030003
421,1,4,0,1,1,2O,::1O:1O,,,1L,1,0.03000300030003
422,1,4,0,1,2,,1O:1O1S:2O:2O1S,,,1L:1L,1,0.03000300030003
423,2,3,0,1,0,:,:1O:1O1S,,,,1,0.03000300030003
424,1,4,0,2,1,,:::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
425,2,1,1,1,1,:1O,1O,,,1L,1,0.03000300030003
426,2,5,0,1,1,:,::1O:1O:2O,,,1L,1,0.03000300030003
427,1,6,0,1,0,,:::::,,,,1,0.03000300030003
428,1,4,1,1,2,1O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
429,1,4,2,1,1,,::1O:1O,:,,1L,1,0.03000300030003
430,1,5,0,2,1,,:::1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
431,1,5,0,1,3,,1O:1O:1O:1O:2O,,,1L:1L:1L,1,0.03000300030003
432,1,5,0,1,2,1O,:1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
433,1,5,0,1,2,1O,1O:1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
434,1,4,2,1,1,,:::1O,:1O,,1L,1,0.03000300030003
435,1,5,0,1,2,,1O:1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
436,1,5,0,1,0,,::::1O,,,,1,0.03000300030003
437,1,5,0,1,1,1O,::::2O,,,1L,1,0.03000300030003
438,1,5,0,1,1,1O,::::1O,,,1L,1,0.03000300030003
439,1,5,0,1,1,1O,:::1O:2O1S,,,1L,1,0.03000300030003
440,1,5,0,1,1,1O,:::1O:2O,,,1L,1,0.03000300030003
441,1,5,0,1,0,1O,::::,,,,1,0.03000300030003
442,1,5,0,1,1,,:1O:1O:1O:1O1S,,,1L,1,0.03000300030003
443,1,4,1,1,2,,:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
444,1,6,0,1,0,,:::::1O,,,,1,0.03000300030003
445,2,1,1,1,1,:,1O,1O,,1L,1,0.03000300030003
446,1,4,1,1,2,,:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
447,2,1,1,1,1,:,1O,,,1L,1,0.03000300030003
448,2,1,0,2,1,:,1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
449,2,1,0,2,1,:,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
450,1,4,0,2,1,1O,:::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
451,1,4,0,2,2,1O,1O:1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
452,1,4,1,1,1,,:1O:1O:1O1S,,,1L,1,0.03000300030003
453,1,7,0,1,1,,::::1O:1O:1O,,,1L,1,0.03000300030003
454,1,6,0,2,2,,:1O:1O:1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
455,1,6,0,1,2,1O,::1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
456,1,4,1,1,1,,:1O:1O:2O1S,,,1L,1,0.03000300030003
457,1,6,0,1,2,,:1O:1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
458,1,6,0,1,2,,:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
459,1,6,0,1,2,,1O:1O:1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
460,1,4,1,1,1,,::1O:1O,3O,,1L,1,0.03000300030003
461,1,4,1,1,1,1O,::1O:1O,2O,,1L,1,0.03000300030003
462,1,4,0,1,1,,1O:1O:1O:2O1S,,,1L,1,0.03000300030003
463,1,4,0,1,1,,1O:1O:1O:2O,,,1L,1,0.03000300030003
464,2,3,0,1,1,:1O,:1O:2O1S,,,1L,1,0.03000300030003
465,2,4,0,2,1,:,::1O:2O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
466,1,3,0,2,1,,:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
467,1,3,0,2,1,,:1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
468,2,4,0,1,2,:1O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
469,1,3,0,2,1,,:1O:2O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
470,2,4,0,1,2,:,1O:1O:2O:2O,,,1L:1L,1,0.03000300030003
471,2,4,0,1,1,:2O,:::1O,,,1L,1,0.03000300030003
472,1,3,0,2,1,,::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
473,2,4,0,1,1,:1O,::1O:1O1S,,,1L,1,0.03000300030003
474,1,3,0,2,1,,::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
475,2,4,0,1,1,:1O,:1O:1O:1O1S,,,1L,1,0.03000300030003
476,1,3,0,2,1,,::1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
477,1,3,0,2,1,,::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
478,2,4,0,1,1,:,::1O:2O,,,1L,1,0.03000300030003
479,2,4,0,1,1,:,::1O:1O1S,,,1L,1,0.03000300030003
480,1,3,0,2,1,1O,:1O:1O,,1S:1S:1S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
481,2,4,0,2,1,:,::1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
482,2,4,0,2,1,:1O,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
483,2,3,0,1,1,:1O,::,,,1L,1,0.03000300030003
484,1,3,0,2,1,,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
485,1,3,0,1,1,,:1O:2O1S,,,1L,1,0.03000300030003
486,1,3,0,1,1,,:2O1S:2O1S,,,1L,1,0.03000300030003
487,2,5,0,1,1,:,:1O:1O:1O:1O,,,1L,1,0.03000300030003
488,1,5,0,1,1,,:::1O:2O1S,,,1L,1,0.03000300030003
489,2,5,0,1,0,:1O,::::,,,,1,0.03000300030003
490,2,5,0,1,0,:,::::1O,,,,1,0.03000300030003
491,1,3,0,1,1,2O,:1O:1O,,,1L,1,0.03000300030003
492,2,4,1,1,1,:1O,::1O:1O,1O,,1L,1,0.03000300030003
493,2,4,1,1,1,:1O,::1O:1O,,,1L,1,0.03000300030003
494,2,4,1,1,1,:,:::1O,1O,,1L,1,0.03000300030003
495,2,4,1,1,1,:,::1O:1O,2O,,1L,1,0.03000300030003
496,1,3,0,1,2,,1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
497,1,3,0,1,2,,1O:1O:1O,,,1L:1L,1,0.03000300030003
498,1,3,0,1,2,1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
499,2,4,1,1,0,:,:::,1O,,,1,0.03000300030003
500,2,4,0,1,1,:,::1O1S:2O,,,1L,1,0.03000300030003
501,2,4,0,1,1,:,:1O:1O:2O1S,,,1L,1,0.03000300030003
502,1,3,0,2,2,,1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
503,1,3,1,1,0,,::,,,,1,0.03000300030003
504,2,3,1,1,1,:,1O:1O:1O,1O,,1L,1,0.03000300030003
505,1,3,2,1,1,1O,:1O:1O,:,,1L,1,0.03000300030003
506,2,3,1,1,0,:,::,,,,1,0.03000300030003
507,2,3,0,2,1,:1O,::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
508,2,3,0,2,1,:1O,:1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
509,2,3,0,2,1,:,::2O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
510,2,3,0,2,1,:,:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
511,1,4,0,1,0,,:::1O1S,,,,1,0.03000300030003
512,2,3,0,2,1,:,:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
513,2,3,0,2,1,:,:1O:1O,,1S:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
514,2,3,0,2,1,:,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
515,1,4,0,1,0,1O,:::,,,,1,0.03000300030003
516,2,3,0,1,2,:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
517,2,3,0,1,2,1O:1O,:1O:1O,,,1L:1L,1,0.03000300030003
518,1,4,0,1,1,,1O:1O:1O:1O1S,,,1L,1,0.03000300030003
519,2,3,1,1,1,:,1O:1O:2O1S,,,1L,1,0.03000300030003
520,1,3,2,1,1,,::1O,:1O,,1L,1,0.03000300030003
521,2,3,1,1,1,:,:1O:1O,1N1O,,1L,1,0.03000300030003
522,2,4,0,1,0,:1O,:::1O,,,,1,0.03000300030003
523,1,3,1,1,1,,1O:1O:1O,1O,,1L,1,0.03000300030003
524,2,4,0,1,1,:,:1O:1O1S:1O1S,,,1L,1,0.03000300030003
525,2,4,0,1,1,:,1O:1O:1O:2O,,,1L,1,0.03000300030003
526,1,3,1,1,1,,1O:1O:1O1S,,,1L,1,0.03000300030003
527,2,4,0,1,1,1O:2O,:::1O,,,1L,1,0.03000300030003
528,2,4,0,1,1,1O:1O,:1O:2O:2O1S,,,1L,1,0.03000300030003
529,1,3,1,1,1,1O,:1O:1O,1O,,1L,1,0.03000300030003
530,1,3,2,1,1,,:1O:1O,:1O,,1L,1,0.03000300030003
531,1,3,1,1,1,1O,::,,,1L,1,0.03000300030003
532,2,3,1,1,2,:1O,:1O:1O,1O,,1L:1L,1,0.03000300030003
533,2,3,1,1,1,:1O,::1O,,,1L,1,0.03000300030003
534,1,3,1,1,2,1O,:1O:1O,1O,,1L:1L,1,0.03000300030003
535,1,3,1,2,1,,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
536,2,3,1,1,1,:,::1O,,,1L,1,0.03000300030003
537,6,2,0,1,0,:::::,:,,,,1,0.03000300030003
