,num_dol,num_tfetfe,num_tfsi,num_ps,num_li,atoms_dol,atoms_tfetfe,atoms_tfsi,atoms_ps,atoms_li,count,%
0,3,1,3,1,2,1O:1O:1O,,1O:1O:1O1S,,1L:1L,11,0.33003300330033
1,5,0,1,1,2,1O:1O:1O:1O:2O,,2O1S,,1L:1L,10,0.3000300030003
2,3,0,3,1,2,1O:1O:1O,,1N1O1S:1O:1O1S,,1L:1L,9,0.27002700270027
3,4,0,1,4,2,::1O:1O,,1O1S,:::1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:4S:4S:4S,1L:1L,9,0.27002700270027
4,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:1O,,1L:1L,8,0.24002400240024
5,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:1O1S,,1L:1L,8,0.24002400240024
6,5,0,1,1,2,:1O:1O:1O:1O,,1N3O2S,,1L:1L,8,0.24002400240024
7,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:1O,,1L:1L,7,0.21002100210021
8,4,0,1,3,2,:1O:1O:1O,,1O1S,1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:4S:4S:4S:4S:4S:4S,1L:1L,7,0.21002100210021
9,5,0,1,1,2,1O:1O:1O:1O:2O,,1O1S,,1L:1L,7,0.21002100210021
10,5,0,0,2,2,1O:1O:1O:1O:2O,,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,7,0.21002100210021
11,5,0,2,1,2,1O:1O:1O:1O:2O,,:1O,,1L:1L,7,0.21002100210021
12,5,0,0,2,2,1O:1O:1O:1O:1O,,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,7,0.21002100210021
13,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1O,,1L:1L,7,0.21002100210021
14,5,1,1,1,2,1O:1O:1O:1O:2O,,2O1S,,1L:1L,6,0.18001800180018
15,3,1,3,1,2,1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,6,0.18001800180018
16,3,1,3,1,2,1O:1O:1O,,1N1O1S:1O:1O1S,,1L:1L,6,0.18001800180018
17,3,0,3,1,2,1O:1O:1O,,1O:1O:1O1S,,1L:1L,6,0.18001800180018
18,4,1,1,1,2,1O:1O:1O:1O,,1N3O2S,,1L:1L,6,0.18001800180018
19,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:2O1S,,1L:1L,6,0.18001800180018
20,4,0,1,1,2,1O:1O:1O:1O,,1N3O2S,,1L:1L,6,0.18001800180018
21,3,1,3,1,2,1O:1O:2O,,1N1O1S:1O:1O1S,,1L:1L,6,0.18001800180018
22,4,1,1,1,2,1O:1O:1O:2O,,1N3O2S,,1L:1L,6,0.18001800180018
23,5,0,0,2,2,1O:1O:1O:1O:1O,,,3S:3S:3S:3S:3S:4S:4S:4S,1L:1L,6,0.18001800180018
24,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:1O1S,,1L:1L,6,0.18001800180018
25,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:2O1S,,1L:1L,6,0.18001800180018
26,5,1,1,1,2,1O:1O:1O:1O:1O,,2O1S,,1L:1L,5,0.15001500150015
27,5,1,0,2,2,1O:1O:1O:1O:1O,,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,5,0.15001500150015
28,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,2O1S,,1L:1L,5,0.15001500150015
29,5,0,2,1,2,:1O:1O:1O:1O,,1O:2O1S,,1L:1L,5,0.15001500150015
30,6,0,1,1,2,:1O:1O:1O:1O:2O,,1O1S,,1L:1L,5,0.15001500150015
31,6,0,1,1,2,:1O:1O:1O:1O:1O,,1O1S,,1L:1L,5,0.15001500150015
32,3,0,3,1,2,1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,5,0.15001500150015
33,4,0,2,1,2,1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,5,0.15001500150015
34,6,0,1,1,2,:1O:1O:1O:1O:2O,,2O1S,,1L:1L,5,0.15001500150015
35,3,0,3,2,2,:1O:1O,,1O:1O:2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,5,0.15001500150015
36,6,0,0,1,2,1O:1O:1O:1O:2O:2O,,,,1L:1L,5,0.15001500150015
37,4,0,3,1,2,:1O:1O:1O,,1O:1O:1O1S,,1L:1L,5,0.15001500150015
38,4,0,3,1,2,:1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,5,0.15001500150015
39,6,1,0,1,2,1O:1O:1O:1O:1O:2O,,,,1L:1L,5,0.15001500150015
40,5,0,1,1,2,1O:1O:1O:1O:1O,,1N2O2S,,1L:1L,5,0.15001500150015
41,5,0,2,1,2,:1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,5,0.15001500150015
42,4,0,1,4,2,::1O:1O,,1O1S,::1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:4S:4S:4S,1L:1L,5,0.15001500150015
43,5,0,3,1,2,::1O:1O:1O,,1O:1O:1O1S,,1L:1L,5,0.15001500150015
44,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:1O1S,,1L:1L,5,0.15001500150015
45,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:2O1S,,1L:1L,5,0.15001500150015
46,5,0,1,1,2,1O:1O:1O:1O:1O,,1N3O2S,,1L:1L,5,0.15001500150015
47,5,0,1,1,2,1O:1O:1O:1O:2O,,1N3O2S,,1L:1L,5,0.15001500150015
48,4,0,2,1,2,1O:1O:1O:1O,,1O1S:1O1S,,1L:1L,4,0.12001200120012
49,5,0,2,1,2,:1O:1O:1O:1O,,1O:2O2S,,1L:1L,4,0.12001200120012
50,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O1S,2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,4,0.12001200120012
51,4,1,3,1,2,:1O:1O:1O,,1O:1O:1O1S,,1L:1L,4,0.12001200120012
52,4,0,3,1,2,1O:1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,4,0.12001200120012
53,5,0,1,2,2,:1O:1O:1O:1O,,2O,::1S:1S:2S:2S:2S:2S,1L:1L,4,0.12001200120012
54,6,0,1,1,1,:::1O:1O:1O,,1O1S,,1L,4,0.12001200120012
55,5,0,2,1,2,:1O:1O:1O:1O,,1O:1O1S,,1L:1L,4,0.12001200120012
56,4,0,1,3,2,:1O:1O:1O,,1O1S,1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:4S:4S:4S:4S:5S:5S,1L:1L,4,0.12001200120012
57,4,0,2,1,2,1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,4,0.12001200120012
58,5,1,1,1,2,1O:1O:1O:1O:2O,,1O,,1L:1L,4,0.12001200120012
59,4,0,3,1,2,1O:1O:1O:2O,,1O:1O:1O1S,,1L:1L,4,0.12001200120012
60,5,1,2,1,2,1O:1O:1O:1O:1O,,1O:1O1S,,1L:1L,4,0.12001200120012
61,4,0,3,1,2,:1O:1O:2O,,1O:1O1S:2O1S,,1L:1L,4,0.12001200120012
62,4,0,1,1,2,1O:1O:1O:2O,,1N3O2S,,1L:1L,4,0.12001200120012
63,3,0,3,1,2,1O:1O:2O,,1N1O1S:1O:1O,,1L:1L,4,0.12001200120012
64,5,1,1,1,2,1O:1O:1O:1O:1O,,2O,,1L:1L,4,0.12001200120012
65,4,1,2,1,2,1O:1O:1O:2O,,1O:1O1S,,1L:1L,4,0.12001200120012
66,6,2,0,1,1,::1O:1O:1O:2O,:,,,1L,4,0.12001200120012
67,4,0,3,1,2,:1O:1O:1O,,1O:1O:2O1S,,1L:1L,4,0.12001200120012
68,4,0,3,1,2,:1O:1O:1O,,1N1O1S:1O:1O1S,,1L:1L,4,0.12001200120012
69,6,1,0,1,1,::1O:1O:1O:1O,,,,1L,4,0.12001200120012
70,4,1,2,1,2,1O:1O:1O:1O,,1O:2O1S,,1L:1L,4,0.12001200120012
71,4,0,1,4,2,::1O:1O,,1O1S,::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
72,3,0,3,1,2,1O:1O:1O,,1O:1O1S:1O1S,,1L:1L,4,0.12001200120012
73,6,0,1,1,2,:1O:1O:1O:2O:2O,,2O2S,,1L:1L,4,0.12001200120012
74,4,0,2,1,2,1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,4,0.12001200120012
75,3,1,3,1,2,1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,4,0.12001200120012
76,5,0,1,1,2,1O:1O:1O:1O:1O,,1O,,1L:1L,4,0.12001200120012
77,4,1,0,2,2,1O:1O:1O:2O,,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
78,3,0,4,1,2,1O:1O:1O,,1N1O1S:1O:1O:1O1S,,1L:1L,4,0.12001200120012
79,5,0,3,1,2,::1O:1O:2O,,1O:1O1S:1O1S,,1L:1L,4,0.12001200120012
80,5,0,3,1,2,::1O:1O:1O,,1N3O2S:1O:1O,,1L:1L,4,0.12001200120012
81,5,0,2,1,2,1O:1O:1O:1O:2O,,:2O1S,,1L:1L,4,0.12001200120012
82,5,0,1,1,2,:1O:1O:1O:2O,,1N3O2S,,1L:1L,4,0.12001200120012
83,6,0,1,1,2,:1O:1O:1O:1O:1O,,2O1S,,1L:1L,4,0.12001200120012
84,3,0,3,2,2,:1O:1O,,1O:2O1S:2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
85,3,0,3,2,2,:1O:1O,,1O:1O:2O1S,3S:4S:5S:5S:5S:5S:5S:5S,1L:1L,4,0.12001200120012
86,5,0,1,1,2,1O:1O:1O:1O:1O,,2O1S,,1L:1L,4,0.12001200120012
87,5,0,3,1,2,1O:1O:1O:1O:1O,,:1O:1O1S,,1L:1L,4,0.12001200120012
88,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1O1S,,1L:1L,4,0.12001200120012
89,3,0,3,2,2,:1O:1O,,1O:1O1S:2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
90,5,1,0,1,1,:1O:1O:1O:2O,,,,1L,4,0.12001200120012
91,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,2O1S,,1L:1L,4,0.12001200120012
92,4,0,2,1,2,1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,4,0.12001200120012
93,4,0,3,2,2,::1O:1O,,1O:1O1S:2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
94,3,1,1,4,2,:1O:1O,,1O1S,:::1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
95,4,1,2,1,2,1O:1O:1O:1O,,1O:1O1S,,1L:1L,3,0.09000900090009
96,4,0,3,2,2,::1O:1O,,1O:2O1S:2O1S,3S:4S:5S:5S:5S:5S:5S:5S,1L:1L,3,0.09000900090009
97,4,0,3,1,2,:1O:1O:1O,,1N4O2S:1O:2O1S,,1L:1L,3,0.09000900090009
98,6,0,2,1,2,1O:1O:1O:1O:1O:1O,,1O:1O1S,,1L:1L,3,0.09000900090009
99,4,0,3,1,2,:1O:1O:1O,,1N3O2S:1O:1O,,1L:1L,3,0.09000900090009
100,4,1,2,1,2,1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,3,0.09000900090009
101,4,0,1,2,2,:1O:1O:1O,,,1S:2S:3S:3S:4S:4S:4S:5S,1L:1L,3,0.09000900090009
102,6,0,1,2,2,:1O:1O:1O:1O:1O,,2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
103,4,0,3,1,2,:1O:1O:1O,,1N1O1S:1O:2O,,1L:1L,3,0.09000900090009
104,3,0,4,1,2,:1O:1O,,1O:1O:1O1S:2O1S,,1L:1L,3,0.09000900090009
105,6,1,1,1,2,:1O:1O:1O:1O:1O,,1O1S,,1L:1L,3,0.09000900090009
106,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:2O,,1L:1L,3,0.09000900090009
107,5,1,2,1,2,:1O:1O:1O:2O,,1O:1O1S,,1L:1L,3,0.09000900090009
108,4,0,3,1,2,:1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,3,0.09000900090009
109,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:1O1S,,1L:1L,3,0.09000900090009
110,6,0,1,1,2,:1O:1O:1O:2O:2O,,1O,,1L:1L,3,0.09000900090009
111,6,1,0,1,2,1O:1O:1O:1O:2O:2O,,,,1L:1L,3,0.09000900090009
112,3,1,2,1,2,1O:1O:1O,,1O1S:1O1S,,1L:1L,3,0.09000900090009
113,5,1,2,1,2,1O:1O:1O:1O:1O,,1O:1O,,1L:1L,3,0.09000900090009
114,4,0,4,1,2,:1O:1O:1O,,1O:1O:1O1S:1O1S,,1L:1L,3,0.09000900090009
115,5,1,2,1,2,1O:1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,3,0.09000900090009
116,4,0,4,1,2,1O:1O:1O:2O,,1O:1O:1O:1O1S,,1L:1L,3,0.09000900090009
117,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:2O,,1L:1L,3,0.09000900090009
118,3,0,4,1,2,1O:1O:2O,,1O:1O:1O:1O1S,,1L:1L,3,0.09000900090009
119,5,0,2,2,2,:1O:1O:1O:1O,,:1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
120,5,2,0,1,1,:1O:1O:1O:1O,:,,,1L,3,0.09000900090009
121,4,0,3,1,2,:1O:1O:2O,,1O:1O:1O1S,,1L:1L,3,0.09000900090009
122,6,0,2,1,2,::1O:1O:1O:1O,,1O:2O1S,,1L:1L,3,0.09000900090009
123,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,1O,,1L:1L,3,0.09000900090009
124,3,1,3,1,2,1O:1O:2O,,1O:1O1S:1O1S,,1L:1L,3,0.09000900090009
125,6,0,1,1,2,:1O:1O:1O:1O:1O,,1N3O2S,,1L:1L,3,0.09000900090009
126,4,1,1,1,2,1O:1O:1O:2O,,2O2S,,1L:1L,3,0.09000900090009
127,6,0,2,1,2,::1O:1O:1O:2O,,2O1S:2O1S,,1L:1L,3,0.09000900090009
128,5,0,2,1,2,:1O:1O:1O:1O,,2O1S:2O1S,,1L:1L,3,0.09000900090009
129,6,0,0,2,2,:1O:1O:1O:1O:2O,,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
130,6,0,0,2,2,:1O:1O:1O:1O:1O,,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
131,3,1,3,1,2,1O:1O:1O,,:1O:1O1S,,1L:1L,3,0.09000900090009
132,6,0,0,1,2,1O:1O:1O:1O:1O:2O,,,,1L:1L,3,0.09000900090009
133,4,0,3,1,2,:1O:1O:2O,,1O:1O:2O1S,,1L:1L,3,0.09000900090009
134,3,0,3,1,2,1O:1O:2O,,1O:1O:1O1S,,1L:1L,3,0.09000900090009
135,6,0,2,1,2,:1O:1O:1O:1O:2O,,1O:2O2S,,1L:1L,3,0.09000900090009
136,3,0,4,1,2,1O:1O:1O,,1O:1O:1O1S:2O,,1L:1L,3,0.09000900090009
137,5,0,2,1,2,:1O:1O:1O:2O,,1O:1O1S,,1L:1L,3,0.09000900090009
138,6,0,1,1,2,:1O:1O:1O:1O:2O,,1N3O2S,,1L:1L,3,0.09000900090009
139,4,0,1,1,2,1O:1O:1O:2O,,2O1S,,1L:1L,3,0.09000900090009
140,6,0,2,1,2,:1O:1O:1O:1O:2O,,1O:2O,,1L:1L,3,0.09000900090009
141,4,0,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
142,5,0,1,4,2,:::1O:1O,,1O1S,:::1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:4S:4S:4S,1L:1L,3,0.09000900090009
143,6,0,2,1,2,:1O:1O:1O:1O:2O,,1O:1O,,1L:1L,3,0.09000900090009
144,4,0,1,2,2,1O:1O:1O:1O,,1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
145,5,2,0,1,1,::1O:1O:2O,:,,,1L,3,0.09000900090009
146,3,0,3,1,2,1O:1O:1O,,1O:1O:2O1S,,1L:1L,3,0.09000900090009
147,6,0,1,1,2,:1O:1O:1O:1O:2O,,1O,,1L:1L,3,0.09000900090009
148,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,1O1S,,1L:1L,3,0.09000900090009
149,3,0,4,1,2,1O:1O:1O,,1O:1O:1O1S:1O1S,,1L:1L,3,0.09000900090009
150,6,1,1,1,2,::1O:1O:1O:2O,,1N3O2S,,1L:1L,3,0.09000900090009
151,5,0,2,1,2,1O:1O:1O:1O:1O,,:2O,,1L:1L,3,0.09000900090009
152,4,2,1,1,2,1O:1O:1O:1O,:,1N3O2S,,1L:1L,3,0.09000900090009
153,5,0,1,1,2,1O:1O:1O:1O:2O,,2O2S,,1L:1L,3,0.09000900090009
154,4,0,2,2,2,1O:1O:1O:1O,,1O:1O1S,2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,3,0.09000900090009
155,4,1,3,1,2,1O:1O:1O:1O,,1O:1O:1O1S,,1L:1L,3,0.09000900090009
156,4,0,3,1,2,1O:1O:1O:1O,,1N1O1S:1O:2O1S,,1L:1L,3,0.09000900090009
157,5,0,1,1,2,1O:1O:1O:2O:2O,,1O1S,,1L:1L,3,0.09000900090009
158,3,0,1,4,2,:1O:1O,,1O1S,:::1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
159,5,0,1,1,2,:1O:1O:1O:1O,,1O,,1L:1L,3,0.09000900090009
160,3,0,1,4,2,1O:1O:1O,,1O1S,:::1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
161,5,1,1,1,2,1O:1O:1O:1O:2O,,1O1S,,1L:1L,3,0.09000900090009
162,7,0,0,1,2,1O:1O:1O:1O:1O:1O:1O,,,,1L:1L,3,0.09000900090009
163,7,0,0,1,2,1O:1O:1O:1O:1O:1O:2O,,,,1L:1L,3,0.09000900090009
164,5,0,1,1,2,:1O:1O:1O:1O,,2O1S,,1L:1L,3,0.09000900090009
165,7,0,0,1,2,1O:1O:1O:1O:2O:2O:2O,,,,1L:1L,3,0.09000900090009
166,7,0,0,1,2,:1O:1O:1O:1O:1O:1O,,,,1L:1L,3,0.09000900090009
167,7,0,0,1,2,::1O:1O:1O:1O:1O,,,,1L:1L,3,0.09000900090009
168,5,0,1,2,2,:1O:1O:1O:1O,,1N1O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
169,5,1,1,1,2,1O:1O:1O:1O:1O,,1O1S,,1L:1L,3,0.09000900090009
170,5,1,1,1,2,1O:1O:1O:1O:1O,,1N3O2S,,1L:1L,3,0.09000900090009
171,4,0,2,4,2,::1O:1O,,1O1S:1O1S,:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
172,4,1,3,1,2,:1O:1O:1O,,1N1O1S:1O:1O1S,,1L:1L,3,0.09000900090009
173,3,0,1,3,2,1O:1O:1O,,1O1S,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:3S:3S:4S:4S:4S:4S,1L:1L,3,0.09000900090009
174,5,0,2,3,2,:::1O:1O,,1O1S:2O1S,1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
175,4,0,2,1,2,1O:1O:1O:2O,,1O:2O1S,,1L:1L,3,0.09000900090009
176,4,0,2,4,2,::1O:1O,,1O1S:2O1S,:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
177,5,1,0,1,1,:1O:1O:1O:1O,1O,,,1L,3,0.09000900090009
178,4,1,3,1,2,:1O:1O:1O,,1O:1O1S:1O1S,,1L:1L,3,0.09000900090009
179,4,0,2,1,2,1O:1O:1O:2O,,1N2O2S:1O,,1L:1L,3,0.09000900090009
180,7,0,1,1,2,:1O:1O:1O:1O:2O:2O,,1O,,1L:1L,3,0.09000900090009
181,5,1,0,1,2,1O:1O:1O:1O:2O,,,,1L:1L,3,0.09000900090009
182,4,0,2,1,2,1O:1O:1O:1O,,1O:2O1S,,1L:1L,3,0.09000900090009
183,4,1,3,1,2,1O:1O:1O:1O,,1O:1O1S:1O1S,,1L:1L,3,0.09000900090009
184,7,0,1,1,2,::1O:1O:1O:1O:2O,,1O,,1L:1L,3,0.09000900090009
185,5,0,1,1,2,1O:1O:1O:1O:2O,,1O,,1L:1L,3,0.09000900090009
186,5,0,3,1,2,1O:1O:1O:1O:2O,,:1O:1O,,1L:1L,3,0.09000900090009
187,5,1,1,1,2,::1O:1O:1O,,2O1S,,1L:1L,3,0.09000900090009
188,5,0,3,1,2,:1O:1O:1O:2O,,1O:1O:1O1S,,1L:1L,3,0.09000900090009
189,5,0,3,1,2,:1O:1O:1O:2O,,1O:1O:1O,,1L:1L,3,0.09000900090009
190,3,0,1,4,2,:1O:2O,,1O1S,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
191,5,0,3,1,2,1O:1O:1O:1O:2O,,1O:1O:2O1S,,1L:1L,2,0.06000600060006
192,5,0,2,3,2,:::1O:1O,,1O1S:2O1S,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
193,3,1,3,1,2,1O:1O:1O,1O,1N3O2S:1O:1O,,1L:1L,2,0.06000600060006
194,6,0,1,2,2,:1O:1O:1O:1O:1O,,1O,:::1S:1S:2S:3S:3S,1L:1L,2,0.06000600060006
195,6,0,1,1,2,:1O:1O:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
196,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,2,0.06000600060006
197,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:2O,,1L:1L,2,0.06000600060006
198,4,0,2,1,2,1O:1O:1O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
199,6,0,1,2,2,:1O:1O:1O:1O:1O,,1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
200,5,0,2,1,2,1O:1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
201,4,0,2,1,2,1O:1O:1O:2O,,:1N3O2S,,1L:1L,2,0.06000600060006
202,4,0,2,1,2,1O:1O:1O:2O,,:2O1S,,1L:1L,2,0.06000600060006
203,4,0,2,4,2,::1O:1O,,1O1S:1O1S,:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
204,5,0,3,3,2,:::1O:1O,,1O:1O:2O1S,1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
205,4,0,2,1,2,:1O:1O:1O,,1N1O1S:2O,,1L:1L,2,0.06000600060006
206,4,0,4,1,2,:1O:1O:1O,,1O:1O:1O:1O,,1L:1L,2,0.06000600060006
207,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O1S:1O1S,,1L:1L,2,0.06000600060006
208,4,0,2,1,2,:1O:1O:1O,,1O1S:1O1S,,1L:1L,2,0.06000600060006
209,5,1,0,1,1,1O:1O:1O:2O:2O,,,,1L,2,0.06000600060006
210,4,0,2,1,2,1O:1O:1O:1O,,:1O,,1L:1L,2,0.06000600060006
211,5,0,2,3,2,::1O:1O:1O,,2O1S:2O1S,1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
212,5,0,2,1,2,1O:1O:1O:1O:1O,,:2O1S,,1L:1L,2,0.06000600060006
213,5,0,2,1,2,:1O:1O:1O:1O,,1N3O2S:2O1S,,1L:1L,2,0.06000600060006
214,5,0,2,1,2,1O:1O:1O:1O:1O,,:2O2S,,1L:1L,2,0.06000600060006
215,5,0,2,1,2,1O:1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
216,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,2O,,1L:1L,2,0.06000600060006
217,3,1,1,3,2,1O:1O:1O,,1O,:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:4S:4S:4S:4S:4S,1L:1L,2,0.06000600060006
218,4,0,2,1,2,1O:1O:1O:2O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
219,4,0,2,1,2,1O:1O:1O:2O,,1N4O2S:1O1S,,1L:1L,2,0.06000600060006
220,4,0,3,2,2,:1O:1O:1O,,1O:1O:2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
221,5,0,2,1,2,:1O:1O:1O:1O,,1N2O2S:1O,,1L:1L,2,0.06000600060006
222,6,0,1,1,2,:1O:1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
223,3,1,3,1,2,1O:1O:2O,,1O:1O:1O,,1L:1L,2,0.06000600060006
224,4,0,4,1,2,:1O:1O:1O,,1O:1O:1O:2O1S,,1L:1L,2,0.06000600060006
225,6,0,1,1,2,:1O:1O:1O:1O:1O,,1N2O2S,,1L:1L,2,0.06000600060006
226,4,0,2,4,2,::1O:1O,,1O:1O1S,:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
227,4,0,2,1,2,:1O:1O:1O,,1N1O1S:2O2S,,1L:1L,2,0.06000600060006
228,3,1,3,1,2,1O:1O:1O,,1O:1O:2O1S,,1L:1L,2,0.06000600060006
229,4,0,4,1,2,:1O:1O:1O,,1N1O1S:1O:1O:1O1S,,1L:1L,2,0.06000600060006
230,5,0,3,1,2,1O:1O:1O:1O:1O,,:1O:2O,,1L:1L,2,0.06000600060006
231,6,0,1,1,2,:1O:1O:1O:1O:2O,,3O1S,,1L:1L,2,0.06000600060006
232,5,0,3,1,2,::1O:1O:1O,,1O:1O:2O1S,,1L:1L,2,0.06000600060006
233,3,1,2,1,2,1O:1O:1O,,1O1S:2O2S,,1L:1L,2,0.06000600060006
234,3,1,3,1,2,1O:1O:1O,,1N1O1S:1O:2O1S,,1L:1L,2,0.06000600060006
235,4,0,2,2,2,1O:1O:1O:1O,,:1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
236,6,0,1,1,2,:1O:1O:1O:2O:2O,,1O1S,,1L:1L,2,0.06000600060006
237,5,0,3,1,2,:1O:1O:1O:2O,,:1O:2O1S,,1L:1L,2,0.06000600060006
238,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:2O2S,,1L:1L,2,0.06000600060006
239,5,0,3,1,2,:1O:1O:1O:1O,,1N1O1S:1O:2O1S,,1L:1L,2,0.06000600060006
240,5,0,3,1,2,::1O:1O:1O,,1O1S:2O:2O,,1L:1L,2,0.06000600060006
241,5,0,3,1,2,:1O:1O:1O:1O,,1N4O2S:1O:1O,,1L:1L,2,0.06000600060006
