,num_tfmtms,num_tfsi,num_dol,num_ps,num_li,atoms_tfmtms,atoms_tfsi,atoms_dol,atoms_ps,atoms_li,count,%
254,0,1,4,2,2,,1O1S,1O:1O:1O:1O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
255,0,3,5,1,2,,:1O:1O,:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
256,0,2,5,1,2,,1N1O1S:2O,:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
257,0,1,8,1,1,,1O,::::1O:1O:1O:1O,,1L,2,0.06000600060006
258,0,3,5,1,2,,1N1O1S:1O:1O,:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
259,0,1,5,1,2,,1O,1O:1O:1O:2O:2O,,1L:1L,2,0.06000600060006
260,0,1,5,1,2,,1N1O1S,1O:1O:1O:2O:2O,,1L:1L,2,0.06000600060006
261,0,3,4,2,2,,:1O:1O,1O:1O:1O:1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
262,0,1,5,1,2,,1N3O2S,::1O:1O:1O,,1L:1L,2,0.06000600060006
263,0,1,7,1,1,,,:::1O:1O:1O:1O,,1L,2,0.06000600060006
264,0,2,4,2,2,,1O1S:2O1S,1O:1O:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
265,0,1,5,1,2,,1N2O2S,:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
266,0,3,4,2,2,,::,:1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
267,0,1,5,1,2,,1N2O1S,:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
268,0,1,5,1,2,,1N2O1S,1O:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
269,0,0,6,2,2,,,:1O:1O:1O:1O:2O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
270,0,1,7,2,1,,,::::1O:1O:1O,1S:1S:1S:1S:2S:3S:3S:3S,1L,2,0.06000600060006
271,0,3,4,2,2,,::1O,1O:1O:1O:1O,1S:1S:2S:3S:4S:4S:4S:4S,1L:1L,2,0.06000600060006
272,0,3,4,2,2,,::1O,1O:1O:1O:1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
273,0,3,4,2,2,,::1O,1O:1O:1O:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
274,0,1,5,1,1,,1O1S,:1O:1O:1O:1O,,1L,2,0.06000600060006
275,0,3,4,2,2,,::1O,1O:1O:1O:1O,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
276,0,0,6,2,2,,,:1O:1O:1O:1O:2O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
277,0,1,5,1,1,,,::1O:1O:1O,,1L,2,0.06000600060006
278,0,1,7,2,1,,,:::1O:1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
279,0,0,6,1,2,,,::1O:1O:1O:1O,,1L:1L,2,0.06000600060006
280,0,1,5,2,2,,1O,1O:1O:1O:1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
281,0,1,7,1,1,,,::1O:1O:1O:2O:2O,,1L,2,0.06000600060006
282,0,1,6,1,2,,3O2S,:1O:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
283,0,1,6,1,2,,2O1S,1O:1O:1O:1O:2O:2O,,1L:1L,2,0.06000600060006
284,0,1,6,1,2,,2O1S,::1O:1O:1O:1O,,1L:1L,2,0.06000600060006
285,0,2,6,1,2,,:2O1S,:1O:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
286,0,1,5,2,3,,2O1S,:1O:1O:1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,2,0.06000600060006
287,0,2,6,1,2,,:1O,:1O:1O:1O:2O:2O,,1L:1L,2,0.06000600060006
288,0,3,3,1,2,,1O:1O:2O1S,1O:1O:1O,,1L:1L,2,0.06000600060006
289,0,2,4,2,2,,1O:2O,:1O:1O:1O,2S:3S:3S:3S:4S:4S:4S:4S,1L:1L,2,0.06000600060006
290,0,2,4,2,2,,1O:2O,:1O:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
291,0,2,6,1,2,,:1O,1O:1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
292,0,2,6,1,2,,1O:2O,1O:1O:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
293,0,3,3,1,2,,1O:2O:2O1S,1O:1O:1O,,1L:1L,2,0.06000600060006
294,0,3,3,1,2,,:1N3O2S:1O,1O:1O:1O,,1L:1L,2,0.06000600060006
295,0,1,5,2,2,,2O1S,::1O:1O:1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
296,0,3,3,1,2,,:1O1S:2O,1O:1O:1O,,1L:1L,2,0.06000600060006
297,0,3,3,1,2,,:1O:2O1S,1O:1O:1O,,1L:1L,2,0.06000600060006
298,0,0,5,2,2,,,1O:1O:1O:1O:2O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
299,0,1,6,2,1,,1O,:::1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
300,0,0,5,2,2,,,1O:1O:1O:1O:2O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
301,0,1,5,3,2,,2O,:::1O:1O,::::1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
302,0,3,3,1,2,,1N1O1S:1O:2O1S,1O:1O:1O,,1L:1L,2,0.06000600060006
303,0,2,4,2,2,,1O:2O1S,1O:1O:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
304,0,1,6,1,2,,2O,::1O:1O:1O:1O,,1L:1L,2,0.06000600060006
305,0,1,6,1,2,,1N3O2S,::1O:1O:1O:1O,,1L:1L,2,0.06000600060006
306,0,1,6,1,2,,1N4O2S,::1O:1O:1O:1O,,1L:1L,2,0.06000600060006
307,0,1,6,1,2,,1N2O1S,1O:1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
308,0,1,6,1,2,,1N1O1S,:1O:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
309,0,2,4,2,2,,:1O,1O:1O:1O:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
310,0,1,6,1,2,,1N1O1S,1O:1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
311,0,2,4,2,2,,:1O,1O:1O:1O:1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
312,0,1,6,1,2,,1O,:1O:1O:1O:2O:2O,,1L:1L,2,0.06000600060006
313,0,1,6,1,1,,2O1S,::::1O:1O,,1L,2,0.06000600060006
314,0,2,7,1,2,,1O:1O,::1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
315,0,1,6,1,2,,1O1S,::1O:1O:1O:1O,,1L:1L,2,0.06000600060006
316,0,1,6,1,1,,1O,:::1O:1O:1O,,1L,2,0.06000600060006
317,0,1,6,1,1,,1O,:1O:1O:1O:1O:2O,,1L,2,0.06000600060006
318,0,1,6,1,2,,2O,1O:1O:1O:1O:2O:2O,,1L:1L,2,0.06000600060006
319,0,1,6,1,2,,2O,:1O:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
320,0,1,6,1,1,,,:::1O:1O:2O,,1L,2,0.06000600060006
321,0,1,6,1,1,,,::1O:1O:1O:2O,,1L,2,0.06000600060006
322,0,3,3,2,2,,1O:1O:1O1S,1O:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
323,0,3,3,2,2,,1O:1O:2O1S,:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
324,0,1,5,2,2,,1N1O1S,:1O:1O:1O:1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
325,0,0,6,1,2,,,1O:1O:1O:1O:2O:2O,,1L:1L,2,0.06000600060006
326,0,1,5,2,2,,1O,:1O:1O:1O:1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
327,0,2,5,3,2,,:1O,:::1O:1O,:::1S:1S:2S:2S:3S:3S:4S:4S:4S:4S:4S:4S:4S,1L:1L,2,0.06000600060006
328,0,1,5,2,2,,1O,:1O:1O:1O:1O,2S:3S:3S:3S:4S:4S:4S:4S,1L:1L,2,0.06000600060006
329,0,1,5,2,2,,1O,:1O:1O:1O:1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
330,0,3,4,1,2,,1O:1O:2O1S,:1O:1O:1O,,1L:1L,2,0.06000600060006
331,0,2,4,2,2,,1O:1O,:1O:2O:2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
332,0,1,5,2,2,,1O,:1O:1O:1O:1O,1S:1S:1S:1S:2S:2S:3S:4S,1L:1L,2,0.06000600060006
333,0,0,6,1,1,,,:::::1O,,1L,2,0.06000600060006
334,0,3,4,1,2,,1O:2O1S:2O1S,:1O:1O:2O,,1L:1L,2,0.06000600060006
335,0,2,6,1,2,,1O:1O1S,::1O:1O:1O:2O,,1L:1L,2,0.06000600060006
336,0,1,5,2,2,,1O,1O:1O:1O:1O:2O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
337,0,0,6,1,2,,,:1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
338,0,1,5,2,2,,1O,1O:1O:1O:1O:1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
339,0,1,6,2,3,,2O1S,::1O:1O:1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,2,0.06000600060006
340,0,1,5,2,2,,1O,1O:1O:1O:1O:1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
341,0,2,3,1,2,,1O:1O,1O:1O:1O,,1L:1L,2,0.06000600060006
342,0,1,5,2,2,,1O,1O:1O:1O:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
343,0,2,5,2,2,,:1O1S,:1O:1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
344,0,3,4,1,2,,1O:1O:1O1S,:1O:1O:1O,,1L:1L,2,0.06000600060006
345,0,1,6,2,2,,2O1S,:1O:1O:1O:1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
346,0,0,6,1,1,,,:1O:1O:1O:1O:2O,,1L,2,0.06000600060006
347,0,1,5,2,2,,1O,:1O:1O:1O:2O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
348,0,0,5,2,2,,,:1O:1O:1O:1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
349,0,2,6,1,2,,1O:1O,:1O:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
350,0,1,6,2,2,,1O,:1O:1O:1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
351,0,1,6,2,2,,1O,:1O:1O:1O:1O:1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
352,0,3,4,1,2,,1N2O2S:1O:1O,:1O:1O:1O,,1L:1L,2,0.06000600060006
353,0,1,5,2,2,,1O1S,:1O:1O:1O:2O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
354,0,2,4,2,2,,1O:1O1S,1O:1O:1O:1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
355,0,1,5,2,2,,1O1S,:1O:1O:1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
356,0,1,5,2,2,,1O1S,:1O:1O:1O:1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
357,0,3,4,1,2,,1N3O2S:1O:1O,:1O:1O:2O,,1L:1L,2,0.06000600060006
358,0,3,4,1,2,,1O1S:1O1S:2O,:1O:1O:1O,,1L:1L,2,0.06000600060006
359,0,3,4,1,2,,1O:1O1S:1O1S,1O:1O:1O:1O,,1L:1L,2,0.06000600060006
360,0,2,6,1,2,,1N1O1S:1O,:1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
361,0,3,4,1,2,,1O:1O1S:1O1S,:1O:1O:2O,,1L:1L,2,0.06000600060006
362,0,3,4,1,2,,1O:1O1S:2O1S,:1O:1O:1O,,1L:1L,2,0.06000600060006
363,0,1,5,2,2,,1O,::1O:1O:1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
364,0,1,5,2,2,,1O,:1O:1O:1O:2O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
365,0,1,4,2,2,,1O1S,1O:1O:1O:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
366,0,1,5,1,2,,1N2O2S,:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
367,0,2,5,1,2,,1O:1O1S,:1O:1O:2O:2O,,1L:1L,2,0.06000600060006
368,0,2,5,1,2,,1O:1O1S,1O:1O:1O:2O:2O,,1L:1L,2,0.06000600060006
369,0,2,5,1,2,,1O:2O,::1O:1O:1O,,1L:1L,2,0.06000600060006
370,1,1,5,2,2,,1O,:1O:1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
371,0,0,7,2,1,,,:::1O:1O:1O:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L,2,0.06000600060006
372,0,1,4,1,2,,1N3O2S,1O:1O:1O:1O,,1L:1L,2,0.06000600060006
373,0,2,3,2,2,,:1O1S,1O:1O:1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
374,0,2,3,2,2,,:1O1S,1O:1O:2O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
375,0,2,4,1,2,,:2O,:1O:1O:2O,,1L:1L,2,0.06000600060006
376,0,2,4,1,2,,:1N3O2S,1O:1O:1O:2O,,1L:1L,2,0.06000600060006
377,0,0,7,2,1,,,::::1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
378,0,1,4,1,2,,1O1S,:1O:1O:1O,,1L:1L,2,0.06000600060006
379,0,4,4,2,2,,:1O:1O:2O1S,::1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
380,0,2,3,3,2,,:1O,::1O,::1S:1S:2S:2S:3S:3S:4S:4S:5S:5S:5S:5S:5S:5S,1L:1L,2,0.06000600060006
381,0,2,5,1,2,,1O:1O,::1O:1O:2O,,1L:1L,2,0.06000600060006
382,0,2,5,1,2,,1O:1O,:1O:1O:2O:2O,,1L:1L,2,0.06000600060006
383,0,2,5,1,2,,1N2O1S:1O,1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
384,1,1,5,1,2,,2O1S,1O:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
385,0,2,4,1,2,,1N1O1S:1O,1O:1O:1O:1O,,1L:1L,2,0.06000600060006
386,1,1,5,1,2,,2O1S,1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
387,0,1,4,1,2,,1O1S,1O:1O:1O:1O,,1L:1L,2,0.06000600060006
388,0,2,5,1,2,,1N1O1S:2O1S,:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
389,0,2,5,1,2,,:1N1O1S,1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
390,0,2,3,2,2,,1O:1O1S,:1O:1O,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
391,0,3,6,1,2,,1O:1O:1O,:1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
392,0,3,6,1,2,,1O:1O:1O,::1O:1O:1O:1O,,1L:1L,2,0.06000600060006
393,0,3,6,1,2,,1O:1O:1O1S,::1O:1O:1O:1O,,1L:1L,2,0.06000600060006
394,0,2,5,1,2,,2O:2O1S,:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
395,0,2,5,1,2,,2O:2O1S,1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
396,0,1,4,2,2,,1N2O1S,1O:1O:1O:2O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
397,0,2,5,1,2,,2O:2O,:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
398,0,1,4,2,2,,1N1O1S,:1O:1O:1O,2S:2S:3S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
399,0,1,4,2,2,,1N1O1S,1O:1O:1O:1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
400,0,2,5,1,2,,1N1O1S:2O1S,1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
401,0,2,5,1,2,,1O:3O1S,1O:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
402,0,0,7,1,2,,,:1O:1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
403,0,4,3,2,2,,:1O:1O1S:1O1S,:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
404,0,0,7,1,2,,,:1O:1O:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
405,0,0,7,1,2,,,:1O:1O:1O:1O:2O:2O,,1L:1L,2,0.06000600060006
406,0,1,4,1,2,,2O2S,:1O:1O:2O,,1L:1L,2,0.06000600060006
407,0,2,4,2,2,,1N1O1S:1O,1O:1O:1O:1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
408,0,4,3,2,2,,:1O:1O:1O1S,:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
409,0,2,4,1,2,,1N1O1S:1O,:1O:1O:1O,,1L:1L,2,0.06000600060006
410,0,2,4,1,2,,1N1O1S:1O1S,1O:1O:1O:1O,,1L:1L,2,0.06000600060006
411,0,2,5,1,2,,1N2O1S:1O,:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
412,0,0,8,1,1,,,:::1O:1O:1O:1O:1O,,1L,2,0.06000600060006
413,0,2,4,1,2,,1O1S:2O,1O:1O:1O:2O,,1L:1L,2,0.06000600060006
414,0,2,4,1,2,,1O1S:2O,:1O:1O:2O,,1L:1L,2,0.06000600060006
415,0,2,4,1,2,,1O:3O1S,1O:1O:1O:2O,,1L:1L,2,0.06000600060006
416,0,2,4,1,2,,1O1S:2O1S,1O:1O:1O:2O,,1L:1L,2,0.06000600060006
417,0,2,5,1,2,,1N3O2S:1O,:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
418,0,0,8,1,1,,,::1O:1O:1O:1O:1O:2O,,1L,2,0.06000600060006
419,1,1,4,1,2,,1N3O2S,1O:1O:1O:1O,,1L:1L,2,0.06000600060006
420,0,2,4,1,2,,1O:1O,1O:1O:1O:2O,,1L:1L,2,0.06000600060006
421,0,0,8,1,1,,,:::1O:1O:1O:1O:2O,,1L,2,0.06000600060006
422,0,2,5,1,2,,1O1S:2O1S,::1O:1O:2O,,1L:1L,2,0.06000600060006
423,0,2,4,1,2,,1O:1O,:1O:1O:1O,,1L:1L,2,0.06000600060006
424,0,2,4,1,2,,1O:1O,:1O:1O:2O,,1L:1L,2,0.06000600060006
425,0,0,8,1,1,,,::::1O:1O:1O:2O,,1L,2,0.06000600060006
426,0,2,5,1,2,,1N3O2S:1O,1O:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
427,0,2,4,1,2,,1O:1O1S,:1O:1O:1O,,1L:1L,2,0.06000600060006
428,0,0,8,2,1,,,:::::1O:1O:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L,2,0.06000600060006
429,0,2,5,1,2,,1N3O2S:1O,1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
430,0,2,4,1,2,,1O:2O,:1O:1O:1O,,1L:1L,2,0.06000600060006
431,0,1,3,1,2,,1O,1O:1O:2O,,1L:1L,2,0.06000600060006
432,0,2,4,1,2,,1O:3O1S,:1O:1O:1O,,1L:1L,2,0.06000600060006
433,0,2,4,1,2,,1O1S:2O,1O:1O:1O:1O,,1L:1L,2,0.06000600060006
434,0,2,5,1,2,,1N2O2S:2O1S,:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
435,0,2,4,1,2,,1N1O:1N1O1S,1O:1O:1O:1O,,1L:1L,2,0.06000600060006
436,0,2,5,1,2,,1O1S:2O1S,:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
437,0,1,3,2,2,,1O1S,1O:1O:2O,2S:2S:2S:2S:2S:2S:3S:4S,1L:1L,2,0.06000600060006
438,0,2,5,1,2,,1N2O1S:2O1S,1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
439,1,0,6,1,2,,,1O:1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
440,0,2,5,1,2,,1O1S:2O1S,1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
441,0,2,5,1,2,,1O1S:2O,:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
442,1,1,5,1,2,,1O,1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
443,0,2,5,1,2,,1O1S:1O1S,:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
444,0,0,7,2,2,,,::1O:1O:1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
445,0,2,4,1,2,,2O:2O1S,1O:1O:1O:2O,,1L:1L,2,0.06000600060006
446,0,2,4,1,2,,1N2O2S:2O1S,1O:1O:1O:1O,,1L:1L,2,0.06000600060006
447,0,2,5,1,2,,1N3O2S:3O1S,::1O:1O:1O,,1L:1L,2,0.06000600060006
448,0,2,4,1,2,,2O:2O1S,1O:1O:1O:1O,,1L:1L,2,0.06000600060006
449,0,2,5,1,2,,1N3O2S:2O1S,:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
450,0,2,4,1,2,,1N3O2S:2O1S,1O:1O:1O:1O,,1L:1L,2,0.06000600060006
451,0,2,4,1,2,,1N4O2S:2O1S,1O:1O:1O:1O,,1L:1L,2,0.06000600060006
452,1,1,6,1,2,,1O,1O:1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
453,0,1,4,2,2,,1O1S,1O:1O:1O:2O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
454,0,1,4,2,2,,1O,1O:1O:1O:1O,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
455,0,2,3,1,2,,1O:2O1S,1O:1O:1O,,1L:1L,2,0.06000600060006
456,0,2,5,1,2,,:1O1S,1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
457,0,2,5,1,2,,:2O1S,:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
458,0,2,5,1,2,,:2O1S,1O:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
459,0,2,5,1,2,,:2O1S,1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
460,0,1,4,2,2,,1O,:1O:1O:2O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
461,0,2,3,2,2,,1N1O1S:1O,:1O:1O,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
462,0,2,4,2,2,,1N1O1S:1O,:1O:1O:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
463,0,0,7,1,1,,,::1O:1O:1O:1O:2O,,1L,2,0.06000600060006
464,0,3,5,2,1,,:1O:1O,::1O:1O:1O,::1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
465,0,2,6,1,2,,1N1O1S:1O1S,1O:1O:1O:1O:1O:1O,,1L:1L,1,0.03000300030003
466,0,2,5,1,2,,1O1S:2O2S,1O:1O:1O:1O:1O,,1L:1L,1,0.03000300030003
467,0,2,4,2,2,,:2O,:1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
468,0,2,5,1,2,,1N1O1S:1O1S,1O:1O:1O:1O:2O,,1L:1L,1,0.03000300030003
469,0,2,5,2,2,,1O:1O,:1O:1O:1O:1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
470,0,2,6,1,2,,1O:2O,1O:1O:1O:1O:1O:1O,,1L:1L,1,0.03000300030003
471,0,2,5,2,2,,1O:1O,:1O:1O:1O:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
472,0,2,4,2,2,,:2O,:1O:1O:1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
473,0,2,4,2,2,,:2O,1O:1O:1O:2O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
474,0,2,4,2,2,,:2O,:1O:1O:1O,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
475,0,2,6,1,2,,1O:1O1S,1O:1O:1O:1O:1O:2O,,1L:1L,1,0.03000300030003
476,0,2,4,2,2,,:2O,:1O:2O:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
477,0,2,6,1,2,,1O:1O,:::1O:1O:1O,,1L:1L,1,0.03000300030003
478,0,2,4,2,2,,:2O1S,:1O:1O:1O,1S:1S:2S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
479,0,2,6,1,2,,1O:2O,:1O:1O:1O:1O:2O,,1L:1L,1,0.03000300030003
480,0,2,5,1,2,,1N4O2S:1O,:1O:1O:1O:1O,,1L:1L,1,0.03000300030003
481,0,2,5,2,2,,1O:1O,:1O:1O:1O:1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
482,0,2,6,1,2,,1O:2O1S,1O:1O:1O:1O:1O:2O,,1L:1L,1,0.03000300030003
483,0,2,5,1,2,,1N3O2S:3O2S,:1O:1O:1O:1O,,1L:1L,1,0.03000300030003
484,0,2,4,2,2,,:2O,1O:1O:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
485,0,2,4,2,2,,:1O1S,::1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
486,0,2,5,2,2,,1O:1O,:1O:1O:1O:1O,1S:1S:2S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
487,0,2,6,1,1,,:2O1S,:::1O:1O:1O,,1L,1,0.03000300030003
488,0,2,4,2,2,,:1O1S,:1O:1O:2O,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
489,0,2,6,1,2,,1O:2O2S,:1O:1O:1O:1O:1O,,1L:1L,1,0.03000300030003
490,0,2,6,1,2,,1O:2O2S,::1O:1O:1O:1O,,1L:1L,1,0.03000300030003
491,0,2,6,1,2,,1O:2O2S,::1O:1O:1O:2O,,1L:1L,1,0.03000300030003
492,0,2,6,1,2,,1O:3O,:1O:1O:1O:1O:2O,,1L:1L,1,0.03000300030003
493,0,2,5,1,2,,1O1S:2O2S,:1O:1O:1O:1O,,1L:1L,1,0.03000300030003
494,0,2,5,1,2,,1N2O2S:1O,:1O:1O:1O:2O,,1L:1L,1,0.03000300030003
495,0,2,6,1,2,,2O1S:2O1S,1O:1O:1O:1O:1O:1O,,1L:1L,1,0.03000300030003
496,0,2,4,2,2,,:2O1S,:1O:1O:1O,2S:2S:2S:2S:2S:2S:3S:4S,1L:1L,1,0.03000300030003
497,0,2,5,1,2,,1O1S:2O,1O:1O:1O:1O:1O,,1L:1L,1,0.03000300030003
