,num_tfmtms,num_tfsi,num_dol,num_ps,num_li,atoms_tfmtms,atoms_tfsi,atoms_dol,atoms_ps,atoms_li,count,%
226,0,3,4,1,2,,:1O:2O1S,1O:1O:1O:2O,,1L:1L,2,0.06000600060006
227,0,1,7,1,1,,1O,:::1O:1O:1O:2O,,1L,2,0.06000600060006
228,0,2,4,2,2,,1O:1O,1O:1O:1O:2O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
229,0,2,5,2,2,,:1O,:1O:1O:1O:2O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
230,0,1,5,1,3,,1N3O2S,:1O:1O:1O:1O,,1L:1L:1L,2,0.06000600060006
231,0,1,5,1,2,,4O2S,1O:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
232,0,1,5,1,2,,3O2S,1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
233,0,2,5,2,2,,:1O,1O:1O:1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
234,0,1,5,1,2,,3O1S,1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
235,1,2,4,1,2,,1N1O1S:1O,1O:1O:1O:2O,,1L:1L,2,0.06000600060006
236,0,0,6,2,2,,,:1O:1O:1O:1O:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
237,1,2,3,2,2,,:1O1S,1O:1O:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
238,0,2,5,2,2,,1O:1O,:1O:1O:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
239,0,2,5,2,2,,1O:1O,::1O:1O:2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
240,0,2,5,1,2,,1N1O1S:1O,1O:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
241,0,1,4,2,3,,,1O:1O:1O:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,2,0.06000600060006
242,0,2,5,1,2,,1N1O1S:1O,:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
243,0,2,5,2,2,,1O:1O,:1O:1O:1O:2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
244,0,2,5,1,2,,1N1O1S:1O1S,1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
245,0,3,5,1,2,,1O:1O:1O1S,::1O:1O:1O,,1L:1L,2,0.06000600060006
246,0,3,5,1,2,,1O:2O1S:2O1S,:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
247,0,1,4,2,2,,2O1S,1O:1O:1O:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
248,0,2,5,2,2,,1O:1O1S,:1O:1O:1O:1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
249,0,1,4,2,2,,1O1S,:1O:1O:2O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
250,0,3,5,1,2,,:1O1S:1O1S,1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
251,0,3,5,1,2,,:1O1S:1O1S,:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
252,0,3,5,1,2,,:1O1S:2O,1O:1O:1O:1O:1O,,1L:1L,2,0.06000600060006
253,0,2,5,1,2,,1N1O1S:1O1S,:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
