,num_dol,num_thf,num_tfsi,num_ps,num_li,atoms_dol,atoms_thf,atoms_tfsi,atoms_ps,atoms_li,count,%
1090,4,4,1,1,1,:::1O,:1O:1O:1O,,,1L,1,0.03000300030003
1091,4,4,1,1,1,1O:1O:1O:1O,:::,1O,,1L,1,0.03000300030003
1092,4,4,0,2,2,:1O:1O:1O,::1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1093,4,4,0,2,2,:1O:1O:1O,::1O:1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1094,4,4,0,2,1,::2O:2O,:::1O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1095,4,4,0,1,2,::1O:1O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
1096,4,4,0,1,2,1O:1O:1O:2O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
1097,4,4,0,1,1,:::1O,:::1O,,,1L,1,0.03000300030003
1098,4,4,0,1,1,:::,:1O:1O:1O,,,1L,1,0.03000300030003
1099,4,4,0,1,1,::1O:2O,:::1O,,,1L,1,0.03000300030003
1100,4,4,0,1,1,::1O:1O,:1O:1O:1O,,,1L,1,0.03000300030003
1101,4,4,0,1,1,:1O:2O:2O,:::1O,,,1L,1,0.03000300030003
1102,4,4,0,1,1,:1O:1O:2O,:::1O,,,1L,1,0.03000300030003
1103,4,4,0,1,1,:1O:1O:2O,::1O:1O,,,1L,1,0.03000300030003
1104,4,4,0,1,1,1O:1O:1O:1O,:::1O,,,1L,1,0.03000300030003
1105,4,4,0,1,1,1O:1O:1O:1O,:::,,,1L,1,0.03000300030003
1106,4,3,2,1,2,:1O:1O:1O,:1O:1O,:2O1S,,1L:1L,1,0.03000300030003
1107,4,4,1,1,2,::1O:1O,1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1108,4,4,1,2,1,::1O:1O,:::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1109,5,1,0,2,1,:::1O:1O,,,:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
1110,4,5,0,1,1,:1O:1O:1O,:::1O:1O,,,1L,1,0.03000300030003
1111,5,1,0,1,2,1O:1O:1O:2O:2O,1O,,,1L:1L,1,0.03000300030003
1112,5,1,0,1,2,1O:1O:1O:1O:2O,1O,,,1L:1L,1,0.03000300030003
1113,5,1,0,1,1,:::1O:1O,,,,1L,1,0.03000300030003
1114,5,1,0,1,1,:1O:1O:1O:2O,1O,,,1L,1,0.03000300030003
1115,5,1,0,1,1,:1O:1O:1O:2O,,,,1L,1,0.03000300030003
1116,5,0,2,1,2,:1O:1O:1O:1O,,:1N1O1S,,1L:1L,1,0.03000300030003
1117,5,0,2,1,1,:::1O:1O,,1O:2O1S,,1L,1,0.03000300030003
1118,5,0,1,2,2,:1O:1O:1O:2O,,2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1119,5,0,1,2,2,:1O:1O:1O:2O,,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1120,5,0,1,2,2,:1O:1O:1O:1O,,3O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1121,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1122,5,0,1,2,2,:1O:1O:1O:1O,,1N1O1S,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1123,5,0,1,1,2,:1O:1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
1124,5,0,1,1,2,1O:1O:1O:1O:1O,,1N4O2S,,1L:1L,1,0.03000300030003
1125,5,0,1,1,1,:::1O:1O,,1N1O1S,,1L,1,0.03000300030003
1126,4,5,1,1,1,::1O:1O,::::,1O1S,,1L,1,0.03000300030003
1127,4,5,0,2,1,::1O:1O,::::,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1128,4,5,0,1,2,::1O:1O,::1O:1O:1O,,,1L:1L,1,0.03000300030003
1129,4,5,0,1,2,:1O:1O:1O,:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1130,4,5,0,1,1,:::2O,::1O:1O:1O,,,1L,1,0.03000300030003
1131,4,5,0,1,1,::1O:1O,::::1O,,,1L,1,0.03000300030003
1132,4,3,2,1,2,:1O:1O:1O,:1O:1O,1O:1O,,1L:1L,1,0.03000300030003
1133,3,3,2,1,1,::,:1O:1O,:2O1S,,1L,1,0.03000300030003
1134,3,5,0,1,1,::2O,:::1O:1O,,,1L,1,0.03000300030003
1135,2,3,2,1,1,:1O,::1O,1N1O:1O,,1L,1,0.03000300030003
1136,2,3,2,1,2,1O:1O,:1O:1O,1N2O1S:1O,,1L:1L,1,0.03000300030003
1137,2,3,2,1,2,1O:1O,:1O:1O,1N1O1S:1O,,1L:1L,1,0.03000300030003
1138,2,3,2,1,2,1O:1O,1O:1O:1O,:3O2S,,1L:1L,1,0.03000300030003
1139,2,3,2,1,2,1O:1O,1O:1O:1O,:2O2S,,1L:1L,1,0.03000300030003
1140,2,3,2,1,2,1O:1O,1O:1O:1O,:2O1S,,1L:1L,1,0.03000300030003
1141,2,3,2,1,2,1O:1O,1O:1O:1O,:1O1S,,1L:1L,1,0.03000300030003
1142,2,3,2,1,2,1O:1O,1O:1O:1O,:1O,,1L:1L,1,0.03000300030003
1143,2,3,2,1,2,1O:1O,1O:1O:1O,1O:3O1S,,1L:1L,1,0.03000300030003
1144,2,3,2,1,2,1O:1O,1O:1O:1O,1O:2O1S,,1L:1L,1,0.03000300030003
1145,2,3,2,1,2,1O:1O,1O:1O:1O,1O:2O,,1L:1L,1,0.03000300030003
1146,2,3,2,1,1,:1O,::1O,2O1S:2O1S,,1L,1,0.03000300030003
1147,2,3,2,1,1,:1O,:1O:1O,:,,1L,1,0.03000300030003
1148,2,4,0,2,1,:1O,:::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1149,2,3,2,1,1,1O:1O,::,1O:1O,,1L,1,0.03000300030003
1150,2,3,1,2,3,1O:2O,:1O:1O,2O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
1151,2,3,1,2,3,1O:2O,:1O:1O,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
1152,2,3,1,2,3,1O:1O,:1O:1O,2O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
1153,2,3,1,2,3,1O:1O,:1O:1O,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
1154,2,3,1,2,2,:1O,:1O:1O,2O2S,2S:2S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1155,2,3,1,2,2,:1O,:1O:1O,2O,2S:2S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1156,2,3,1,2,2,:1O,:1O:1O,1N3O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1157,2,3,1,2,2,:1O,1O:1O:1O,2O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1158,2,3,1,2,2,:1O,1O:1O:1O,2O1S,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1159,2,3,1,2,2,:1O,1O:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1160,2,3,2,1,2,1O:1O,:1O:1O,1N2O2S:1O1S,,1L:1L,1,0.03000300030003
1161,2,3,2,1,2,1O:1O,:1O:1O,1N3O1S:2O1S,,1L:1L,1,0.03000300030003
1162,2,3,2,1,2,1O:1O,:1O:1O,1O:1O,,1L:1L,1,0.03000300030003
1163,2,3,2,1,2,1O:1O,:1O:1O,1O:2O1S,,1L:1L,1,0.03000300030003
1164,2,4,0,2,1,1O:2O,:::1O,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
1165,2,4,0,2,1,1O:2O,::1O:1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
1166,2,4,0,2,1,1O:1O,:::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1167,2,4,0,1,2,:1O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
1168,2,4,0,1,2,1O:1O,::1O:1O,,,1L:1L,1,0.03000300030003
1169,2,4,0,1,1,:2O,:1O:1O:1O,,,1L,1,0.03000300030003
1170,2,4,0,1,1,1O:2O,:1O:1O:1O,,,1L,1,0.03000300030003
1171,2,3,3,1,2,1O:1O,:1O:1O,:1O:1O,,1L:1L,1,0.03000300030003
1172,2,3,2,2,2,:1O,:1O:1O,:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1173,2,3,2,2,2,1O:1O,::1O,1O:2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1174,2,3,2,2,2,1O:1O,:1O:1O,1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1175,2,3,2,1,2,:2O,1O:1O:1O,:2O1S,,1L:1L,1,0.03000300030003
1176,2,3,2,1,2,:1O,:1O:1O,1O1S:3O,,1L:1L,1,0.03000300030003
1177,2,3,2,1,2,:1O,1O:1O:1O,1O:1O1S,,1L:1L,1,0.03000300030003
1178,2,3,2,1,2,:1O,1O:1O:1O,1N2O1S:1O,,1L:1L,1,0.03000300030003
1179,2,3,2,1,2,:,1O:1O:1O,1O:2O1S,,1L:1L,1,0.03000300030003
1180,2,3,2,1,2,1O:2O,:1O:1O,1O:2O1S,,1L:1L,1,0.03000300030003
1181,2,3,2,1,2,1O:2O,:1O:1O,1O:2O,,1L:1L,1,0.03000300030003
1182,2,3,2,1,2,1O:2O,:1O:1O,1O1S:2O1S,,1L:1L,1,0.03000300030003
1183,2,3,2,1,2,1O:2O,1O:1O:1O,:1O,,1L:1L,1,0.03000300030003
1184,2,3,2,1,2,1O:2O,1O:1O:1O,:,,1L:1L,1,0.03000300030003
1185,2,3,2,1,2,1O:1O,:1O:1O,:2O2S,,1L:1L,1,0.03000300030003
1186,2,3,2,1,2,1O:1O,:1O:1O,:2O1S,,1L:1L,1,0.03000300030003
1187,2,3,1,2,2,1O:2O,:1O:1O,2O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1188,2,3,1,2,2,1O:2O,:1O:1O,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1189,2,3,1,2,2,1O:2O,:1O:1O,1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1190,2,3,1,1,1,1O:1O,::,2O,,1L,1,0.03000300030003
1191,2,3,0,2,2,:1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1192,2,3,0,2,2,1O:1O,:1O:1O,,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1193,2,3,0,2,2,1O:1O,:1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1194,2,3,0,2,2,1O:1O,:1O:1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1195,2,3,0,2,2,1O:1O,1O:1O:1O,,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1196,2,3,0,2,2,1O:1O,1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1197,2,3,0,2,2,1O:1O,1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1198,2,3,0,2,1,:1O,::1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
1199,2,3,0,2,1,:1O,::1O,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
1200,2,3,0,2,1,:1O,::,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1201,2,3,0,2,1,:,::1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1202,2,3,0,2,1,:,::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1203,2,3,0,2,1,1O:1O,::1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1204,2,3,0,2,1,1O:1O,::1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1205,2,3,0,1,2,1O:2O,1O:1O:1O,,,1L:1L,1,0.03000300030003
1206,2,3,0,1,2,1O:1O,:1O:1O,,,1L:1L,1,0.03000300030003
1207,2,3,0,1,1,:2O,:1O:1O,,,1L,1,0.03000300030003
1208,2,3,0,1,1,:1O,::1O,,,1L,1,0.03000300030003
1209,2,3,0,1,1,:1O,1O:1O:1O,,,1L,1,0.03000300030003
1210,2,3,0,1,1,1O:1O,::,,,1L,1,0.03000300030003
1211,2,3,0,1,1,1O:1O,1O:1O:1O,,,1L,1,0.03000300030003
1212,2,2,3,1,2,:1O,:1O,:1N3O2S:2O,,1L:1L,1,0.03000300030003
1213,2,2,3,1,2,1O:1O,:1O,:1O:2O,,1L:1L,1,0.03000300030003
1214,2,3,0,2,2,:2O,1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1215,2,3,1,1,1,1O:2O,:1O:1O,1O,,1L,1,0.03000300030003
1216,2,3,1,2,2,1O:2O,1O:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1217,2,3,1,1,1,1O:2O,::,1O,,1L,1,0.03000300030003
1218,2,3,1,2,2,1O:1O,::1O,2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1219,2,3,1,2,2,1O:1O,::1O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1220,2,3,1,2,2,1O:1O,:1O:1O,3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1221,2,3,1,2,2,1O:1O,:1O:1O,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1222,2,3,1,2,2,1O:1O,:1O:1O,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1223,2,3,1,2,2,1O:1O,:1O:1O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1224,2,3,1,2,2,1O:1O,:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1225,2,3,1,2,2,1O:1O,:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1226,2,3,1,2,2,1O:1O,:1O:1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1227,2,3,1,2,1,:1O,::1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
1228,2,3,1,2,1,:,::1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1229,2,3,1,1,2,:1O,1O:1O:1O,2O,,1L:1L,1,0.03000300030003
1230,2,3,1,1,2,:1O,1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1231,2,3,1,1,2,1O:2O,:1O:1O,1O1S,,1L:1L,1,0.03000300030003
1232,2,3,1,1,2,1O:2O,1O:1O:1O,1O1S,,1L:1L,1,0.03000300030003
1233,2,3,1,1,2,1O:1O,:1O:1O,3O1S,,1L:1L,1,0.03000300030003
1234,2,3,1,1,2,1O:1O,:1O:1O,1O,,1L:1L,1,0.03000300030003
1235,2,3,1,1,2,1O:1O,1O:1O:1O,3O1S,,1L:1L,1,0.03000300030003
1236,2,3,1,1,2,1O:1O,1O:1O:1O,1N3O2S,,1L:1L,1,0.03000300030003
1237,2,3,1,1,1,:1O,::1O,1N2O2S,,1L,1,0.03000300030003
1238,2,3,1,1,1,:1O,:1O:1O,,,1L,1,0.03000300030003
1239,2,3,1,1,1,:,::1O,1O,,1L,1,0.03000300030003
1240,2,3,1,1,1,:,:1O:1O,1O,,1L,1,0.03000300030003
1241,2,4,0,2,1,:1O,:::,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
1242,2,4,0,2,1,:1O,:::1O,,2S:2S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1243,2,2,2,2,2,:1O,:1O,1O:2O1S,2S:3S:3S:3S:4S:4S:4S:5S,1L:1L,1,0.03000300030003
1244,2,5,0,1,1,:1O,::::1O,,,1L,1,0.03000300030003
1245,2,5,1,1,2,1O:1O,:1O:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
1246,2,5,1,1,1,:1O,::::1O,2O2S,,1L,1,0.03000300030003
1247,2,5,1,1,1,:1O,::::1O,1O,,1L,1,0.03000300030003
1248,2,5,1,1,1,:,:::1O:1O,2O1S,,1L,1,0.03000300030003
1249,2,5,1,1,1,1O:2O,::::1O,,,1L,1,0.03000300030003
1250,2,5,1,1,1,1O:1O,::::1O,2O1S,,1L,1,0.03000300030003
1251,2,5,1,1,1,1O:1O,::::,1O,,1L,1,0.03000300030003
1252,2,5,0,2,2,1O:1O,::1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1253,2,5,0,2,1,:1O,::::1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
1254,2,5,0,2,1,:1O,::::,,1S:1S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1255,2,5,0,2,1,:,::::1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1256,2,5,0,1,1,:1O,1O:1O:1O:1O:1O,,,1L,1,0.03000300030003
1257,2,4,0,2,2,1O:1O,:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1258,2,5,0,1,1,:,:::1O:1O,,,1L,1,0.03000300030003
1259,2,5,0,1,1,:,:1O:1O:1O:1O,,,1L,1,0.03000300030003
1260,2,5,0,1,1,1O:1O,::1O:1O:1O,,,1L,1,0.03000300030003
1261,2,4,2,1,2,:1O,::1O:1O,1O:2O2S,,1L:1L,1,0.03000300030003
1262,2,4,2,1,2,:1O,:1O:1O:1O,1O:2O1S,,1L:1L,1,0.03000300030003
1263,2,4,2,1,2,:1O,:1O:1O:1O,1O:1O,,1L:1L,1,0.03000300030003
1264,2,4,2,1,2,:,1O:1O:1O:1O,1O:2O1S,,1L:1L,1,0.03000300030003
1265,2,4,2,1,2,1O:2O,:1O:1O:1O,1O:2O,,1L:1L,1,0.03000300030003
1266,2,4,2,1,2,1O:1O,::1O:1O,2O:2O1S,,1L:1L,1,0.03000300030003
1267,2,4,2,1,2,1O:1O,1O:1O:1O:1O,:,,1L:1L,1,0.03000300030003
1268,2,4,1,2,3,1O:1O,::1O:1O,2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L:1L,1,0.03000300030003
1269,2,5,1,1,2,1O:1O,::1O:1O:1O,1O1S,,1L:1L,1,0.03000300030003
1270,2,5,1,1,2,1O:2O,:1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1271,2,5,1,1,2,:1O,1O:1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1272,2,5,1,1,2,:1O,:1O:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
1273,3,1,0,2,2,1O:1O:2O,1O,,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1274,3,1,0,2,2,1O:1O:1O,1O,,3S:3S:4S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1275,3,1,0,2,2,1O:1O:1O,1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1276,3,0,2,1,1,::1O,,1N2O1S:2O1S,,1L,1,0.03000300030003
1277,3,0,1,3,2,1O:1O:1O,,,:1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1278,3,0,1,2,2,:1O:2O,,1O1S,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1279,3,0,1,2,2,1O:1O:1O,,2O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1280,3,0,1,2,2,1O:1O:1O,,1O,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1281,3,0,1,2,2,1O:1O:1O,,1N2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1282,2,7,0,1,1,:1O,::::::1O,,,1L,1,0.03000300030003
1283,2,7,0,1,1,:,:::::1O:1O,,,1L,1,0.03000300030003
1284,2,6,1,1,1,:,::::1O:1O,1O,,1L,1,0.03000300030003
1285,2,6,1,1,1,:,:::1O:1O:1O,,,1L,1,0.03000300030003
1286,2,6,1,1,1,1O:1O,:::::,1O,,1L,1,0.03000300030003
1287,2,6,0,2,2,1O:2O,::::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1288,2,6,0,2,1,:,:::::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1289,2,6,0,1,2,:1O,::1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1290,2,6,0,1,2,1O:2O,::1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1291,2,6,0,1,2,1O:1O,:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1292,2,6,0,1,1,:2O,::::1O:1O,,,1L,1,0.03000300030003
1293,2,5,1,2,2,:1O,:::1O:1O,2O,3S:3S:4S:4S:5S:5S:6S:6S,1L:1L,1,0.03000300030003
1294,2,5,1,2,2,1O:1O,:::1O:1O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1295,2,5,1,1,2,:1O,::1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1296,2,4,1,2,2,:1O,::1O:1O,2O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1297,2,4,1,2,2,:1O,::1O:1O,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1298,2,4,1,2,2,:1O,::1O:1O,1N3O2S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1299,2,4,1,1,2,1O:1O,::1O:1O,1O1S,,1L:1L,1,0.03000300030003
1300,2,4,1,1,2,1O:1O,:1O:1O:1O,2O2S,,1L:1L,1,0.03000300030003
1301,2,4,1,1,2,1O:1O,:1O:1O:1O,1N3O2S,,1L:1L,1,0.03000300030003
1302,2,4,1,1,2,1O:1O,:1O:1O:1O,1N2O2S,,1L:1L,1,0.03000300030003
1303,2,4,1,1,2,1O:1O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
1304,2,4,1,1,2,1O:1O,1O:1O:1O:1O,3O1S,,1L:1L,1,0.03000300030003
1305,2,4,1,1,1,:1O,:::,1N2O2S,,1L,1,0.03000300030003
1306,2,4,1,1,1,:1O,::1O:1O,2O1S,,1L,1,0.03000300030003
1307,2,4,1,1,1,:1O,::1O:1O,1O,,1L,1,0.03000300030003
1308,2,4,1,1,1,:1O,::1O:1O,1N1O1S,,1L,1,0.03000300030003
1309,2,4,1,1,1,:1O,::1O:1O,,,1L,1,0.03000300030003
1310,2,4,1,1,1,:1O,:1O:1O:1O,1O,,1L,1,0.03000300030003
1311,2,4,1,1,1,:,::1O:1O,3O1S,,1L,1,0.03000300030003
1312,2,4,1,1,1,:,::1O:1O,2O1S,,1L,1,0.03000300030003
1313,2,4,1,1,1,:,::1O:1O,,,1L,1,0.03000300030003
1314,2,4,1,1,1,1O:1O,::1O:1O,1O,,1L,1,0.03000300030003
1315,2,4,0,2,2,:1O,:1O:1O:1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1316,2,4,0,2,2,:1O,:1O:1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1317,2,4,0,2,2,:1O,:1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1318,2,4,0,2,2,:1O,1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1319,2,4,0,2,2,1O:2O,:1O:1O:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1320,2,4,0,2,2,1O:1O,::1O:1O,,3S:3S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1321,2,4,0,2,2,1O:1O,:1O:1O:1O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1322,2,4,0,2,2,1O:1O,:1O:1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1323,2,4,1,1,2,1O:1O,::1O:1O,1N3O2S,,1L:1L,1,0.03000300030003
1324,2,4,1,1,2,1O:2O,1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1325,2,4,1,2,2,:1O,:1O:1O:1O,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1326,2,4,1,1,2,1O:2O,:1O:1O:1O,1N3O2S,,1L:1L,1,0.03000300030003
1327,2,4,1,2,2,:1O,:1O:1O:1O,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1328,2,4,1,2,2,:1O,1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1329,2,4,1,2,2,:,1O:1O:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1330,2,4,1,2,2,1O:1O,::1O:1O,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1331,2,4,1,2,2,1O:1O,::1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1332,2,4,1,2,2,1O:1O,:1O:1O:1O,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1333,2,4,1,2,2,1O:1O,:1O:1O:1O,1O,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1334,2,4,1,2,2,1O:1O,:1O:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1335,2,4,1,2,2,1O:1O,:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1336,2,4,1,2,1,:1O,:::1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1337,2,4,1,2,1,:1O,:::,,2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
1338,2,4,1,2,1,1O:1O,:::1O,,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
1339,2,4,1,1,2,:2O,:1O:1O:1O,3O2S,,1L:1L,1,0.03000300030003
1340,2,4,1,1,2,:2O,1O:1O:1O:1O,2O1S,,1L:1L,1,0.03000300030003
1341,2,4,1,1,2,:1O,:1O:1O:1O,2O2S,,1L:1L,1,0.03000300030003
1342,2,4,1,1,2,:1O,:1O:1O:1O,1O1S,,1L:1L,1,0.03000300030003
1343,2,4,1,1,2,:1O,:1O:1O:1O,1N2O2S,,1L:1L,1,0.03000300030003
1344,2,4,1,1,2,:1O,1O:1O:1O:1O,1N2O2S,,1L:1L,1,0.03000300030003
