,num_dol,num_hme,num_tfsi,num_ps,num_li,atoms_dol,atoms_hme,atoms_tfsi,atoms_ps,atoms_li,count,%
0,3,2,2,1,2,1O:1O:1O,:1O,1O:2O1S,,1L:1L,9,0.27002700270027
1,3,2,1,1,2,1O:1O:1O,1O:1O,2O1S,,1L:1L,8,0.24002400240024
2,3,3,1,1,2,1O:1O:1O,:1O:1O,1O,,1L:1L,7,0.21002100210021
3,5,1,1,1,2,1O:1O:1O:1O:2O,,2O1S,,1L:1L,7,0.21002100210021
4,4,2,1,1,2,1O:1O:1O:2O,:1O,1O1S,,1L:1L,7,0.21002100210021
5,4,1,2,1,2,1O:1O:1O:1O,1O,1O:1O1S,,1L:1L,6,0.18001800180018
6,5,1,1,1,2,1O:1O:1O:1O:1O,1O,1O,,1L:1L,6,0.18001800180018
7,3,2,1,1,2,1O:1O:1O,1O:1O,1O1S,,1L:1L,6,0.18001800180018
8,4,2,1,1,2,1O:1O:1O:2O,:1O,2O1S,,1L:1L,6,0.18001800180018
9,6,0,1,1,2,:1O:1O:1O:1O:2O,,1O,,1L:1L,6,0.18001800180018
10,4,1,2,1,2,1O:1O:1O:1O,1O,1O:2O1S,,1L:1L,6,0.18001800180018
11,3,3,1,1,2,:1O:1O,:1O:1O,1N3O2S,,1L:1L,5,0.15001500150015
12,5,0,1,1,2,1O:1O:1O:1O:2O,,2O1S,,1L:1L,5,0.15001500150015
13,4,1,1,1,2,1O:1O:1O:1O,1O,1N3O2S,,1L:1L,5,0.15001500150015
14,3,1,2,1,2,1O:1O:2O,1O,1O:1O1S,,1L:1L,5,0.15001500150015
15,3,1,2,1,2,1O:1O:1O,1O,1O1S:2O1S,,1L:1L,5,0.15001500150015
16,4,2,1,1,2,1O:1O:1O:1O,:1O,1N1O1S,,1L:1L,5,0.15001500150015
17,7,0,0,1,2,1O:1O:1O:1O:1O:1O:2O,,,,1L:1L,5,0.15001500150015
18,4,2,1,1,2,1O:1O:1O:1O,:1O,2O1S,,1L:1L,5,0.15001500150015
19,6,1,0,1,1,::1O:1O:1O:2O,,,,1L,5,0.15001500150015
20,6,0,1,1,2,:1O:1O:1O:2O:2O,,1O1S,,1L:1L,5,0.15001500150015
21,7,0,1,1,2,:1O:1O:1O:1O:1O:1O,,1O,,1L:1L,5,0.15001500150015
22,5,1,1,1,2,:1O:1O:1O:1O,1O,2O1S,,1L:1L,5,0.15001500150015
23,8,0,0,1,2,:1O:1O:1O:1O:1O:2O:2O,,,,1L:1L,5,0.15001500150015
24,4,2,1,1,2,1O:1O:1O:2O,:1O,1O,,1L:1L,4,0.12001200120012
25,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:2O1S,,1L:1L,4,0.12001200120012
26,7,0,1,1,2,:1O:1O:1O:1O:1O:2O,,2O1S,,1L:1L,4,0.12001200120012
27,4,2,1,1,2,:1O:1O:1O,1O:1O,2O1S,,1L:1L,4,0.12001200120012
28,4,1,1,1,2,1O:1O:1O:2O,1O,1O,,1L:1L,4,0.12001200120012
29,4,2,2,1,2,1O:1O:1O:2O,:1O,1O:1O1S,,1L:1L,4,0.12001200120012
30,4,0,2,1,2,1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,4,0.12001200120012
31,5,1,2,1,2,1O:1O:1O:1O:1O,,1O:2O1S,,1L:1L,4,0.12001200120012
32,3,3,1,1,2,:1O:2O,1O:1O:1O,1O,,1L:1L,4,0.12001200120012
33,3,3,2,1,2,1O:1O:1O,::1O,1O:1O1S,,1L:1L,4,0.12001200120012
34,3,1,2,1,2,1O:1O:1O,1O,2O1S:2O1S,,1L:1L,4,0.12001200120012
35,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,2O1S,,1L:1L,4,0.12001200120012
36,4,1,2,1,2,1O:1O:1O:1O,,1O:1O1S,,1L:1L,4,0.12001200120012
37,5,1,1,1,2,:1O:1O:1O:2O,1O,2O1S,,1L:1L,4,0.12001200120012
38,3,2,1,1,2,1O:1O:1O,:1O,1O1S,,1L:1L,4,0.12001200120012
39,3,2,1,1,2,1O:1O:2O,1O:1O,1O1S,,1L:1L,4,0.12001200120012
40,4,1,2,1,2,1O:1O:1O:1O,1O,:1O,,1L:1L,4,0.12001200120012
41,4,1,2,1,2,1O:1O:1O:1O,1O,:1O1S,,1L:1L,4,0.12001200120012
42,4,1,2,1,2,:1O:1O:2O,1O,1O:1O1S,,1L:1L,4,0.12001200120012
43,3,2,2,1,2,1O:1O:2O,:1O,1O1S:1O1S,,1L:1L,4,0.12001200120012
44,5,1,1,1,2,1O:1O:1O:1O:2O,1O,1O1S,,1L:1L,4,0.12001200120012
45,4,1,1,1,2,1O:1O:1O:2O,1O,1N1O1S,,1L:1L,4,0.12001200120012
46,4,2,1,1,2,1O:1O:1O:1O,:1O,1O1S,,1L:1L,4,0.12001200120012
47,5,0,1,1,2,:1O:1O:1O:1O,,1N3O2S,,1L:1L,4,0.12001200120012
48,8,0,0,1,1,:::1O:1O:1O:1O:2O,,,,1L,3,0.09000900090009
49,4,1,3,1,2,:1O:1O:1O,1O,:1O:2O1S,,1L:1L,3,0.09000900090009
50,4,1,2,1,2,1O:1O:1O:1O,1O,1O:1O,,1L:1L,3,0.09000900090009
51,3,2,1,1,2,1O:1O:1O,:1O,1O,,1L:1L,3,0.09000900090009
52,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,1O,,1L:1L,3,0.09000900090009
53,3,1,2,1,2,1O:1O:1O,1O,1O:1O1S,,1L:1L,3,0.09000900090009
54,4,1,1,1,2,1O:1O:1O:2O,1O,3O1S,,1L:1L,3,0.09000900090009
55,4,1,1,1,2,1O:1O:1O:2O,1O,2O1S,,1L:1L,3,0.09000900090009
56,2,3,1,1,2,1O:1O,1O:1O:1O,2O1S,,1L:1L,3,0.09000900090009
57,4,1,1,1,2,1O:1O:1O:2O,1O,1O1S,,1L:1L,3,0.09000900090009
58,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:2O1S,,1L:1L,3,0.09000900090009
59,4,2,2,1,2,1O:1O:1O:1O,:1O,1O:1O,,1L:1L,3,0.09000900090009
60,5,1,1,2,1,:::1O:2O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,3,0.09000900090009
61,4,1,3,1,2,:1O:1O:1O,1O,:1O:1O1S,,1L:1L,3,0.09000900090009
62,3,2,1,1,2,1O:1O:1O,:1O,2O2S,,1L:1L,3,0.09000900090009
63,5,2,1,1,2,:1O:1O:1O:2O,:1O,2O,,1L:1L,3,0.09000900090009
64,5,2,1,1,2,:1O:1O:1O:2O,:1O,1O1S,,1L:1L,3,0.09000900090009
65,5,2,1,1,2,:1O:1O:1O:2O,:1O,1O,,1L:1L,3,0.09000900090009
66,5,0,1,1,2,:1O:1O:1O:2O,,1N3O2S,,1L:1L,3,0.09000900090009
67,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1O1S,,1L:1L,3,0.09000900090009
68,6,1,1,1,2,:1O:1O:1O:1O:1O,1O,2O1S,,1L:1L,3,0.09000900090009
69,5,1,1,1,2,1O:1O:1O:1O:1O,1O,3O1S,,1L:1L,3,0.09000900090009
70,4,1,1,1,2,1O:1O:1O:1O,1O,2O1S,,1L:1L,3,0.09000900090009
71,4,1,1,1,2,1O:1O:1O:1O,1O,1O1S,,1L:1L,3,0.09000900090009
72,4,1,1,1,2,1O:1O:1O:1O,1O,1O,,1L:1L,3,0.09000900090009
73,6,1,1,1,2,1O:1O:1O:1O:1O:2O,,1O,,1L:1L,3,0.09000900090009
74,2,1,2,1,2,1O:1O,1O,1N3O2S:2O1S,,1L:1L,3,0.09000900090009
75,7,0,1,1,2,:1O:1O:1O:1O:1O:2O,,1O,,1L:1L,3,0.09000900090009
76,5,1,1,1,2,:1O:1O:1O:2O,1O,1O,,1L:1L,3,0.09000900090009
77,4,1,2,1,2,:1O:1O:1O,1O,1N3O2S:2O1S,,1L:1L,3,0.09000900090009
78,5,2,0,1,1,:1O:1O:1O:1O,:,,,1L,3,0.09000900090009
79,4,2,1,1,2,:1O:1O:1O,:1O,1N3O2S,,1L:1L,3,0.09000900090009
80,4,2,1,1,2,:1O:1O:2O,1O:1O,1O,,1L:1L,3,0.09000900090009
81,6,2,0,1,2,1O:1O:1O:1O:1O:2O,:1O,,,1L:1L,3,0.09000900090009
82,4,1,2,1,2,1O:1O:1O:2O,,1O:2O1S,,1L:1L,3,0.09000900090009
83,4,0,3,1,2,1O:1O:1O:2O,,1O:1O1S:2O1S,,1L:1L,3,0.09000900090009
84,4,2,1,1,2,::1O:1O,1O:1O,2O1S,,1L:1L,3,0.09000900090009
85,5,3,1,1,2,:1O:1O:1O:2O,::1O,2O1S,,1L:1L,3,0.09000900090009
86,4,2,1,1,2,1O:1O:1O:1O,:1O,1N3O2S,,1L:1L,3,0.09000900090009
87,5,0,2,1,2,:1O:1O:1O:1O,,1O:2O1S,,1L:1L,3,0.09000900090009
88,5,0,2,1,2,:1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,3,0.09000900090009
89,4,1,2,1,2,:1O:1O:1O,1O,1O:2O1S,,1L:1L,3,0.09000900090009
90,4,2,1,1,2,1O:1O:1O:1O,1O:1O,1O1S,,1L:1L,3,0.09000900090009
91,4,1,2,1,2,:1O:1O:1O,1O,1O:1O1S,,1L:1L,3,0.09000900090009
92,7,0,1,1,1,::1O:1O:1O:1O:2O,,,,1L,3,0.09000900090009
93,3,2,1,1,2,:1O:1O,1O:1O,1N3O2S,,1L:1L,3,0.09000900090009
94,4,2,1,1,1,::1O:1O,:1O,1O1S,,1L,3,0.09000900090009
95,3,2,1,1,2,1O:1O:2O,:1O,1O1S,,1L:1L,3,0.09000900090009
96,4,1,2,1,2,:1O:1O:1O,1O,1O1S:2O1S,,1L:1L,3,0.09000900090009
97,3,2,2,1,2,1O:1O:2O,:1O,1O1S:2O1S,,1L:1L,3,0.09000900090009
98,3,3,2,1,2,1O:1O:2O,::1O,1O:1O1S,,1L:1L,3,0.09000900090009
99,3,2,1,1,2,1O:1O:2O,1O:1O,1N1O1S,,1L:1L,3,0.09000900090009
100,7,0,1,1,2,:1O:1O:1O:1O:1O:1O,,1O1S,,1L:1L,3,0.09000900090009
101,4,1,1,1,2,1O:1O:1O:1O,1O,1N1O1S,,1L:1L,3,0.09000900090009
102,4,2,1,1,2,1O:1O:2O:2O,:1O,2O1S,,1L:1L,3,0.09000900090009
103,3,2,2,1,2,1O:1O:2O,1O:1O,:1O,,1L:1L,3,0.09000900090009
104,5,1,0,1,1,:1O:1O:1O:2O,,,,1L,3,0.09000900090009
105,2,2,2,1,2,1O:1O,1O:1O,1O1S:1O1S,,1L:1L,3,0.09000900090009
106,3,3,1,1,2,1O:1O:1O,::1O,1N3O2S,,1L:1L,3,0.09000900090009
107,5,1,2,1,2,:1O:1O:1O:2O,1O,:1O1S,,1L:1L,3,0.09000900090009
108,3,2,2,1,2,1O:1O:1O,:1O,1O1S:2O1S,,1L:1L,3,0.09000900090009
109,6,0,1,1,2,:1O:1O:1O:2O:2O,,2O1S,,1L:1L,3,0.09000900090009
110,6,1,0,1,2,:1O:1O:1O:1O:2O,1O,,,1L:1L,3,0.09000900090009
111,5,1,1,1,2,1O:1O:1O:1O:2O,1O,1O,,1L:1L,3,0.09000900090009
112,3,2,2,1,2,1O:1O:1O,:1O,1O:1O1S,,1L:1L,3,0.09000900090009
113,2,2,1,1,2,1O:1O,1O:1O,1N3O2S,,1L:1L,3,0.09000900090009
114,5,1,0,1,2,1O:1O:1O:2O:2O,1O,,,1L:1L,3,0.09000900090009
115,4,1,2,1,2,1O:1O:1O:2O,1O,1O:1O1S,,1L:1L,3,0.09000900090009
116,4,1,2,1,2,1O:1O:1O:2O,1O,1O:2O2S,,1L:1L,3,0.09000900090009
117,5,0,1,1,2,1O:1O:1O:1O:2O,,1N3O2S,,1L:1L,3,0.09000900090009
118,5,1,2,1,2,:1O:1O:1O:2O,,1O:1O1S,,1L:1L,3,0.09000900090009
119,5,2,1,1,1,::1O:1O:1O,:1O,,,1L,3,0.09000900090009
120,6,0,1,1,2,:1O:1O:1O:1O:1O,,2O1S,,1L:1L,3,0.09000900090009
121,6,0,1,1,2,:1O:1O:1O:1O:2O,,3O1S,,1L:1L,2,0.06000600060006
122,3,2,1,1,2,:1O:1O,1O:1O,1O1S,,1L:1L,2,0.06000600060006
123,6,1,0,1,2,:1O:1O:2O:2O:2O,1O,,,1L:1L,2,0.06000600060006
124,3,1,1,1,2,1O:1O:2O,1O,2O2S,,1L:1L,2,0.06000600060006
125,6,1,0,1,2,1O:1O:1O:1O:2O:2O,1O,,,1L:1L,2,0.06000600060006
126,3,2,1,1,2,:1O:1O,1O:1O,1O,,1L:1L,2,0.06000600060006
127,6,0,0,2,2,:1O:1O:1O:1O:2O,,,1S:2S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
128,6,1,2,1,2,:1O:1O:1O:1O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
129,6,0,1,1,2,:1O:1O:1O:1O:2O,,2O1S,,1L:1L,2,0.06000600060006
130,6,0,1,1,2,:1O:1O:1O:1O:2O,,1O1S,,1L:1L,2,0.06000600060006
131,4,1,2,1,2,1O:1O:1O:1O,1O,:2O1S,,1L:1L,2,0.06000600060006
132,3,2,1,1,2,:1O:1O,1O:1O,1N2O2S,,1L:1L,2,0.06000600060006
133,6,0,0,2,2,:1O:1O:1O:2O:2O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
134,4,4,0,1,1,:1O:1O:1O,:::1O,,,1L,2,0.06000600060006
135,5,1,1,1,2,:1O:1O:1O:2O,,1N3O2S,,1L:1L,2,0.06000600060006
136,3,3,0,1,2,1O:1O:2O,1O:1O:1O,,,1L:1L,2,0.06000600060006
137,4,1,2,2,2,:1O:1O:1O,,1O1S:2O1S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
138,3,2,1,1,2,1O:1O:2O,:1O,1O,,1L:1L,2,0.06000600060006
139,5,1,1,1,2,:1O:1O:1O:2O,,2O2S,,1L:1L,2,0.06000600060006
140,3,2,1,1,2,1O:1O:2O,1O:1O,1O,,1L:1L,2,0.06000600060006
141,4,2,0,1,2,1O:1O:1O:2O,:1O,,,1L:1L,2,0.06000600060006
142,3,1,1,1,2,1O:1O:2O,1O,1O1S,,1L:1L,2,0.06000600060006
143,6,1,0,1,1,:1O:1O:1O:1O:2O,,,,1L,2,0.06000600060006
144,6,1,0,1,1,:1O:1O:1O:1O:1O,,,,1L,2,0.06000600060006
145,5,1,1,1,1,::1O:1O:2O,,,,1L,2,0.06000600060006
146,6,0,0,1,2,1O:1O:1O:1O:2O:2O,,,,1L:1L,2,0.06000600060006
147,4,2,1,1,2,1O:1O:2O:2O,:1O,1N1O1S,,1L:1L,2,0.06000600060006
148,4,0,1,1,2,1O:1O:1O:2O,,2O1S,,1L:1L,2,0.06000600060006
149,6,1,0,1,1,::1O:1O:1O:1O,1O,,,1L,2,0.06000600060006
150,4,2,1,1,2,1O:1O:1O:2O,:1O,3O2S,,1L:1L,2,0.06000600060006
151,4,2,1,1,2,1O:1O:1O:2O,:1O,2O2S,,1L:1L,2,0.06000600060006
152,5,0,1,1,2,1O:1O:1O:1O:1O,,1O1S,,1L:1L,2,0.06000600060006
153,4,2,1,1,2,1O:1O:1O:2O,:1O,2O,,1L:1L,2,0.06000600060006
154,5,1,2,1,2,::1O:1O:1O,1O,1O1S:1O1S,,1L:1L,2,0.06000600060006
155,3,2,2,1,2,1O:1O:2O,:1O,2O1S:2O1S,,1L:1L,2,0.06000600060006
156,6,1,0,1,1,::1O:1O:1O:2O,1O,,,1L,2,0.06000600060006
157,5,1,0,1,1,:1O:1O:1O:2O,1O,,,1L,2,0.06000600060006
158,4,1,2,1,2,1O:1O:1O:2O,,1O:2O2S,,1L:1L,2,0.06000600060006
159,6,0,2,1,2,::1O:1O:1O:1O,,1O:1O1S,,1L:1L,2,0.06000600060006
160,6,0,0,2,2,1O:1O:1O:1O:1O:2O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
161,4,1,2,1,2,:1O:1O:2O,1O,1O1S:2O,,1L:1L,2,0.06000600060006
162,3,5,1,1,2,1O:1O:1O,:::1O:1O,1O,,1L:1L,2,0.06000600060006
163,4,2,1,1,2,1O:1O:1O:2O,1O:1O,,,1L:1L,2,0.06000600060006
164,3,0,3,2,2,::1O,,1O1S:1O1S:1O1S,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
165,4,1,2,1,2,:1O:1O:2O,1O,1N2O2S:1O,,1L:1L,2,0.06000600060006
166,4,2,1,1,2,1O:1O:1O:1O,:1O,2O2S,,1L:1L,2,0.06000600060006
167,6,2,0,1,1,::1O:1O:1O:2O,:,,,1L,2,0.06000600060006
168,6,2,0,1,1,::1O:1O:1O:1O,:,,,1L,2,0.06000600060006
169,5,1,2,1,2,::1O:1O:1O,1O,1O:1O1S,,1L:1L,2,0.06000600060006
170,3,2,2,1,2,1O:1O:1O,:1O,2O1S:2O1S,,1L:1L,2,0.06000600060006
171,4,2,1,1,2,1O:1O:1O:1O,:1O,1O,,1L:1L,2,0.06000600060006
172,6,1,0,1,1,:::1O:1O:2O,,,,1L,2,0.06000600060006
173,4,1,2,1,2,1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
174,3,3,0,1,2,1O:1O:2O,:1O:1O,,,1L:1L,2,0.06000600060006
175,3,1,1,1,2,1O:1O:1O,1O,1N3O2S,,1L:1L,2,0.06000600060006
176,4,1,2,1,2,:1O:2O:2O,1O,1O1S:2O1S,,1L:1L,2,0.06000600060006
177,3,1,2,1,2,1O:1O:1O,1O,1N1O1S:1O1S,,1L:1L,2,0.06000600060006
178,6,0,1,1,1,::1O:1O:1O:2O,,,,1L,2,0.06000600060006
179,8,0,1,1,1,::::1O:1O:1O:1O,,1O,,1L,2,0.06000600060006
180,6,0,1,1,2,:1O:1O:2O:2O:2O,,1O1S,,1L:1L,2,0.06000600060006
181,6,1,1,1,1,::1O:1O:1O:2O,,1O,,1L,2,0.06000600060006
182,3,3,1,1,2,1O:1O:1O,::1O,2O1S,,1L:1L,2,0.06000600060006
183,3,1,2,1,2,1O:1O:2O,1O,1O:2O1S,,1L:1L,2,0.06000600060006
184,3,1,2,1,2,1O:1O:2O,1O,1O:3O2S,,1L:1L,2,0.06000600060006
185,3,1,2,1,2,1O:1O:2O,1O,2O1S:2O1S,,1L:1L,2,0.06000600060006
186,5,0,3,1,2,1O:1O:1O:1O:2O,,1O:1O:1O1S,,1L:1L,2,0.06000600060006
187,3,3,1,1,2,1O:1O:1O,::1O,2O2S,,1L:1L,2,0.06000600060006
188,6,0,1,1,2,:1O:1O:1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
189,3,3,1,1,2,::1O,:1O:1O,2O1S,,1L:1L,2,0.06000600060006
190,3,2,1,1,2,1O:1O:1O,1O:1O,2O,,1L:1L,2,0.06000600060006
191,4,1,3,1,2,:1O:1O:1O,1O,1O:1O1S:2O1S,,1L:1L,2,0.06000600060006
192,6,0,1,1,2,:1O:1O:1O:1O:1O,,1N4O2S,,1L:1L,2,0.06000600060006
193,6,1,1,1,2,:1O:1O:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
194,3,3,1,1,2,1O:1O:2O,:1O:1O,1N3O2S,,1L:1L,2,0.06000600060006
195,3,3,1,1,2,1O:1O:2O,:1O:1O,1O,,1L:1L,2,0.06000600060006
196,5,0,1,1,2,1O:1O:1O:1O:2O,,2O,,1L:1L,2,0.06000600060006
197,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,3O1S,,1L:1L,2,0.06000600060006
198,5,1,1,1,2,::1O:1O:2O,1O,2O2S,,1L:1L,2,0.06000600060006
199,3,3,1,1,2,:1O:1O,:1O:1O,1O1S,,1L:1L,2,0.06000600060006
200,6,1,1,1,2,1O:1O:1O:1O:2O:2O,,2O,,1L:1L,2,0.06000600060006
201,6,0,1,1,2,1O:1O:1O:1O:2O:2O,,1O,,1L:1L,2,0.06000600060006
202,3,2,1,1,2,1O:1O:1O,1O:1O,1O,,1L:1L,2,0.06000600060006
203,4,1,2,1,2,1O:1O:1O:1O,1O,1O1S:2O1S,,1L:1L,2,0.06000600060006
204,4,1,2,1,2,1O:1O:1O:1O,1O,1O1S:1O1S,,1L:1L,2,0.06000600060006
205,6,1,1,1,2,1O:1O:1O:1O:1O:2O,,1O1S,,1L:1L,2,0.06000600060006
206,6,1,1,1,1,:::1O:1O:2O,,2O1S,,1L,2,0.06000600060006
207,6,1,1,1,2,1O:1O:1O:1O:1O:1O,1O,1O,,1L:1L,2,0.06000600060006
208,3,3,1,1,2,1O:2O:2O,:1O:1O,1O,,1L:1L,2,0.06000600060006
209,1,3,1,2,2,2O,:1O:1O,2O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
210,3,3,1,1,2,1O:1O:1O,:1O:1O,2O,,1L:1L,2,0.06000600060006
211,3,1,2,1,2,1O:1O:2O,1O,1O1S:2O1S,,1L:1L,2,0.06000600060006
212,3,1,2,1,2,1O:1O:1O,1O,1O:2O,,1L:1L,2,0.06000600060006
213,4,1,2,1,2,1O:1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
214,6,1,1,1,2,1O:1O:1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
215,6,0,1,1,1,:::1O:1O:1O,,,,1L,2,0.06000600060006
216,5,1,1,1,2,:1O:1O:1O:2O,1O,1N1O1S,,1L:1L,2,0.06000600060006
217,4,1,2,1,2,1O:1O:1O:1O,1O,1N1O1S:1O1S,,1L:1L,2,0.06000600060006
218,3,1,2,1,2,1O:1O:1O,1O,1N2O2S:2O1S,,1L:1L,2,0.06000600060006
219,5,1,2,1,2,::1O:1O:2O,1O,1O:1O,,1L:1L,2,0.06000600060006
220,5,0,3,1,2,:1O:1O:1O:2O,,:1O:2O1S,,1L:1L,2,0.06000600060006
221,3,1,2,1,2,1O:1O:1O,1O,1N4O2S:1O,,1L:1L,2,0.06000600060006
222,6,1,1,1,2,::1O:1O:1O:1O,1O,1N3O2S,,1L:1L,2,0.06000600060006
223,6,0,1,1,2,:1O:1O:2O:2O:2O,,1O,,1L:1L,2,0.06000600060006
224,5,1,2,1,2,::1O:1O:1O,1O,1O:2O1S,,1L:1L,2,0.06000600060006
225,5,1,1,1,2,::1O:1O:1O,,1N3O2S,,1L:1L,2,0.06000600060006
226,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
227,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
228,6,0,1,1,2,:1O:1O:1O:1O:1O,,2O2S,,1L:1L,2,0.06000600060006
229,6,1,1,1,1,:1O:1O:1O:1O:2O,,1O,,1L,2,0.06000600060006
230,4,3,1,1,2,:1O:2O:2O,:1O:1O,1O1S,,1L:1L,2,0.06000600060006
231,3,3,1,1,2,1O:1O:1O,:1O:1O,1N1O1S,,1L:1L,2,0.06000600060006
232,3,1,2,1,2,1O:1O:1O,1O,2O:2O1S,,1L:1L,2,0.06000600060006
233,5,0,2,2,2,::1O:1O:1O,,1N3O2S:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
234,6,1,1,1,2,:1O:1O:1O:1O:2O,1O,3O1S,,1L:1L,2,0.06000600060006
235,3,2,1,1,2,1O:1O:1O,1O:1O,2O2S,,1L:1L,2,0.06000600060006
236,4,0,1,1,2,1O:1O:2O:2O,,2O,,1L:1L,2,0.06000600060006
237,3,3,1,1,2,1O:1O:1O,:1O:1O,1O1S,,1L:1L,2,0.06000600060006
238,3,1,2,1,2,1O:1O:2O,1O,1N1O1S:1O,,1L:1L,2,0.06000600060006
239,3,1,2,1,2,1O:1O:2O,1O,1N2O2S:1O,,1L:1L,2,0.06000600060006
240,3,3,1,2,1,::1O,::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
241,6,1,1,1,2,:1O:1O:1O:1O:2O,1O,2O,,1L:1L,2,0.06000600060006
242,4,0,1,1,2,:1O:2O:2O,,1N3O2S,,1L:1L,2,0.06000600060006
243,6,2,1,1,1,:::1O:1O:2O,:,1O,,1L,2,0.06000600060006
244,4,2,2,1,2,:1O:1O:2O,:1O,1N3O2S:2O1S,,1L:1L,2,0.06000600060006
245,4,0,2,1,2,1O:1O:1O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
246,6,0,2,1,2,1O:1O:1O:1O:1O:1O,,:1O,,1L:1L,2,0.06000600060006
247,4,1,2,1,2,:1O:1O:1O,1O,1N1O1S:2O1S,,1L:1L,2,0.06000600060006
248,5,1,2,1,2,:1O:1O:1O:1O,,1N3O2S:1O1S,,1L:1L,2,0.06000600060006
249,4,2,2,1,2,:1O:1O:1O,:1O,1N2O2S:1O,,1L:1L,2,0.06000600060006
250,5,2,0,1,1,::1O:1O:2O,:1O,,,1L,2,0.06000600060006
251,2,2,2,1,2,1O:2O,:1O,1N3O2S:1O1S,,1L:1L,2,0.06000600060006
252,4,1,1,1,2,1O:1O:1O:1O,1O,1N3O1S,,1L:1L,2,0.06000600060006
253,4,1,2,1,2,:1O:1O:1O,1O,1N1O1S:1O,,1L:1L,2,0.06000600060006
254,4,2,2,1,2,:1O:1O:1O,:1O,1O1S:2O1S,,1L:1L,2,0.06000600060006
255,7,1,0,1,1,::1O:1O:1O:1O:1O,,,,1L,2,0.06000600060006
256,7,1,0,1,1,::1O:1O:1O:1O:2O,,,,1L,2,0.06000600060006
257,4,2,2,1,2,:1O:1O:1O,:1O,1O:1O,,1L:1L,2,0.06000600060006
258,4,2,2,1,2,:1O:1O:1O,:1O,1O:1O1S,,1L:1L,2,0.06000600060006
259,3,2,2,1,2,1O:1O:2O,:1O,1N1O1S:2O1S,,1L:1L,2,0.06000600060006
260,7,1,0,1,1,:::1O:1O:2O:2O,,,,1L,2,0.06000600060006
261,5,1,1,1,2,1O:1O:1O:2O:2O,1O,1O,,1L:1L,2,0.06000600060006
262,5,2,0,1,1,::1O:1O:1O,:1O,,,1L,2,0.06000600060006
263,4,2,2,1,2,1O:1O:1O:2O,:1O,1O:2O1S,,1L:1L,2,0.06000600060006
264,4,0,2,1,2,1O:1O:1O:2O,,1O1S:1O1S,,1L:1L,2,0.06000600060006
265,5,0,2,1,2,1O:1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
266,2,3,1,1,2,1O:1O,:1O:1O,1N2O2S,,1L:1L,2,0.06000600060006
267,4,2,1,1,2,:1O:1O:1O,1O:1O,1N3O2S,,1L:1L,2,0.06000600060006
268,6,0,2,1,2,1O:1O:1O:1O:1O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
269,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:1O1S,,1L:1L,2,0.06000600060006
270,5,0,2,1,2,1O:1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
271,5,0,2,1,2,1O:1O:1O:1O:1O,,1O1S:1O1S,,1L:1L,2,0.06000600060006
272,4,2,2,1,2,1O:1O:1O:1O,:1O,1O:2O1S,,1L:1L,2,0.06000600060006
273,4,1,1,1,2,1O:1O:1O:2O,1O,1N3O2S,,1L:1L,2,0.06000600060006
274,5,2,1,1,2,:1O:1O:1O:1O,:1O,2O1S,,1L:1L,2,0.06000600060006
275,4,2,2,1,2,1O:1O:1O:1O,:1O,:2O1S,,1L:1L,2,0.06000600060006
276,7,0,1,2,2,::1O:1O:1O:1O:2O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
