,num_dol,num_dms,num_tfsi,num_ps,num_li,atoms_dol,atoms_dms,atoms_tfsi,atoms_ps,atoms_li,count,%
747,3,6,0,1,1,:1O:1O,:::1O:1O:1O,,,1L,1,0.03000300030003
748,3,6,0,1,1,:1O:1O,:::::2O,,,1L,1,0.03000300030003
749,3,6,0,1,1,::1O,:1O:1O:1O:1O:1S,,,1L,1,0.03000300030003
750,3,6,0,1,1,:1O:2O,::1O:1O:1O:1O1S,,,1L,1,0.03000300030003
751,3,6,0,1,1,:1O:2O,::1O:1O:1S:2O1S,,,1L,1,0.03000300030003
752,3,6,0,1,1,::,1O:1O:1O:1O:1O:2O1S,,,1L,1,0.03000300030003
753,3,6,0,1,1,::,::1O:1O:1O1S:1S,,,1L,1,0.03000300030003
754,3,6,0,1,1,::,::1O:2O1S:2O1S:3O1S,,,1L,1,0.03000300030003
755,3,6,0,1,1,::1O,:1O:1O:1O1S:1O1S:2O1S,,,1L,1,0.03000300030003
756,3,6,0,1,1,::1O,:1O:1O:1O:1O1S:2O1S,,,1L,1,0.03000300030003
757,3,5,0,2,2,:1O:1O,::1O:2O1S:3O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
758,3,5,0,2,2,:1O:1O,1O:1O:1O:1O:2O1S,,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
759,3,5,0,1,1,::,:1O:1O:1O1S:1O1S,,,1L,1,0.03000300030003
760,3,5,0,1,1,::1O,:::1O:2O,,,1L,1,0.03000300030003
761,3,5,0,1,1,::1O,::1O:1O1S:3O1S,,,1L,1,0.03000300030003
762,3,5,0,1,1,::1O,::1O:1O:1O1S,,,1L,1,0.03000300030003
763,3,5,0,1,1,::1O,::1O:1O:1S,,,1L,1,0.03000300030003
764,3,5,0,1,1,::1O,::1O:1O:3O1S,,,1L,1,0.03000300030003
765,3,5,0,1,1,::1O,::1O:2O1S:2O1S,,,1L,1,0.03000300030003
766,3,5,0,1,1,::1O,::2O1S:2O1S:2O1S,,,1L,1,0.03000300030003
767,3,5,0,1,1,::1O,:::1O1S:2O1S,,,1L,1,0.03000300030003
768,3,5,0,1,1,::1O,:::1O:2O1S,,,1L,1,0.03000300030003
769,3,5,0,1,1,::1O,::1O1S:2O:2O1S,,,1L,1,0.03000300030003
770,3,5,0,1,1,::2O,:1O:1O:1O:1O1S,,,1L,1,0.03000300030003
771,3,5,0,1,1,::2O,::1O:1O:1O1S,,,1L,1,0.03000300030003
772,3,5,0,1,1,::2O,:::1O:1O,,,1L,1,0.03000300030003
773,3,5,0,1,1,::2O,:::1O:2O1S,,,1L,1,0.03000300030003
774,3,5,0,1,2,1O:1O:1O,:1O:1O1S:2O:2O1S,,,1L:1L,1,0.03000300030003
775,3,5,0,1,2,1O:1O:1O,:1O:1O:2O1S:3O1S,,,1L:1L,1,0.03000300030003
776,3,5,0,1,2,1O:1O:1O,::1O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
777,3,5,0,1,1,::1O,::1O:1O1S:1O1S,,,1L,1,0.03000300030003
778,3,5,0,1,1,::1O,::1O1S:2O1S:2O1S,,,1L,1,0.03000300030003
779,3,5,0,1,2,1O:1O:2O,:1O:1O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
780,3,5,0,1,1,::,::1O:1O:2O1S,,,1L,1,0.03000300030003
781,3,5,0,1,1,::,:1O:1O:1O:1O,,,1L,1,0.03000300030003
782,3,5,0,1,1,::,:1O:1O:1O:2O1S,,,1L,1,0.03000300030003
783,3,5,0,1,1,::,::1O:1O1S:1O1S,,,1L,1,0.03000300030003
784,3,5,0,1,1,::,::1O:1O1S:2O,,,1L,1,0.03000300030003
785,3,5,0,1,1,::,::1O:1O1S:2O1S,,,1L,1,0.03000300030003
786,3,5,0,1,1,::,::1O:1O:1O,,,1L,1,0.03000300030003
787,3,5,0,1,1,::,::1O:1O:1O1S,,,1L,1,0.03000300030003
788,3,5,0,1,1,::,::1O:2O1S:2O1S,,,1L,1,0.03000300030003
789,3,5,0,1,1,::1O,::1O1S:1O1S:2O1S,,,1L,1,0.03000300030003
790,3,5,0,1,1,::1O,1O:1O:1O1S:2O1S:2O1S,,,1L,1,0.03000300030003
791,3,5,0,1,1,::1O,1O:1O:1O:1O1S:2O1S,,,1L,1,0.03000300030003
792,3,5,0,1,1,::1O,:1O:1O:1O1S:1O1S,,,1L,1,0.03000300030003
793,3,5,0,1,1,::1O,:1O:1O:1O:1O,,,1L,1,0.03000300030003
794,3,5,0,1,1,::1O,:1O:1O:1O:2O1S,,,1L,1,0.03000300030003
795,3,5,0,1,1,::1O,:1O:1O:1O:3O1S,,,1L,1,0.03000300030003
796,3,5,0,1,1,::1O,:1O:1O:2O:2O1S,,,1L,1,0.03000300030003
797,3,5,0,1,2,1O:1O:1O,::1O:1O1S:3O1S,,,1L:1L,1,0.03000300030003
798,3,5,0,1,2,1O:1O:2O,:1O:1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
799,4,3,0,1,2,:1O:2O:2O,1O:1O:2O1S,,,1L:1L,1,0.03000300030003
800,3,5,0,1,2,::1O,1O:1O:1O:2O1S:3O1S,,,1L:1L,1,0.03000300030003
801,3,5,0,1,2,::1O,1O:1O1S:1O1S:1O1S:2O1S,,,1L:1L,1,0.03000300030003
802,3,5,0,1,2,::1O,1O:1O1S:2O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
803,3,5,0,1,2,::1O,1O:1O:1O1S:1O1S:2O1S,,,1L:1L,1,0.03000300030003
804,3,5,0,1,2,::1O,1O:1O:1O1S:2O:2O1S,,,1L:1L,1,0.03000300030003
805,3,5,0,1,2,::1O,1O:1O:1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
806,3,5,0,1,2,::1O,1O:1O:1O:1O1S:3O1S,,,1L:1L,1,0.03000300030003
807,3,5,0,1,2,::1O,1O:1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
808,3,5,0,1,2,::1O,1O:1O:1O:2O:2O1S,,,1L:1L,1,0.03000300030003
809,3,5,0,1,2,:1O:2O,:1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
810,3,5,0,1,2,::1O,1O:1O:2O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
811,3,5,0,1,2,::1O,:1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
812,3,5,0,1,2,::2O,1O:1O:1O:1O1S:1O1S,,,1L:1L,1,0.03000300030003
813,3,5,0,1,2,::2O,1O:1O:1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
814,3,5,0,2,1,::,::1O:1O:2O1S,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
815,3,5,0,2,1,::1O,:::1O1S:1O1S,,1S:1S:2S:3S:4S:4S:4S:4S,1L,1,0.03000300030003
816,3,5,0,2,1,::1O,:::1O1S:2O1S,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
817,3,5,0,1,2,:1O:2O,:1O:1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
818,3,5,0,1,2,:1O:2O,:1O:1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
819,3,5,0,1,2,1O:1O:2O,:1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
820,3,5,0,1,2,:1O:1O,:1O:1O1S:2O:2O1S,,,1L:1L,1,0.03000300030003
821,3,5,0,1,2,1O:1O:2O,:1O:1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
822,3,5,0,1,2,1O:1O:2O,:1O:2O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
823,3,5,0,1,2,1O:1O:2O,::1O:1O:3O1S,,,1L:1L,1,0.03000300030003
824,3,5,0,1,2,:1O:1O,1O1S:1O1S:2O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
825,3,5,0,1,2,:1O:1O,1O:1O1S:1O1S:2O:2O1S,,,1L:1L,1,0.03000300030003
826,3,5,0,1,2,:1O:1O,1O:1O:2O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
827,3,5,0,1,2,:1O:1O,:1O:1O1S:1O1S:2O1S,,,1L:1L,1,0.03000300030003
828,3,5,0,1,2,:1O:1O,:1O:1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
829,3,5,0,1,2,:1O:2O,:1O:1O1S:2O1S:3O1S,,,1L:1L,1,0.03000300030003
830,3,5,0,1,2,:1O:1O,:1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
831,3,5,0,1,2,:1O:1O,::1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
832,3,5,0,1,2,:1O:1O,::2O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
833,3,5,0,1,2,:1O:2O,1O:1O:1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
834,3,5,0,1,2,:1O:2O,1O:1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
835,3,5,0,1,2,:1O:2O,:1O1S:1O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
836,3,5,0,1,2,:1O:2O,:1O:1O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
837,3,5,0,2,2,1O:1O:2O,:::1O:1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
838,4,3,1,1,1,:::2O,1O:1O1S:2O1S,,,1L,1,0.03000300030003
839,4,3,0,1,2,::1O:1O,1O1S:2O:2O1S,,,1L:1L,1,0.03000300030003
840,5,3,0,1,2,:1O:1O:1O:1O,1O:1O1S:1O1S,,,1L:1L,1,0.03000300030003
841,5,3,0,1,2,:1O:1O:1O:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
842,5,3,0,1,2,:1O:1O:1O:1O,1O:1O:3O1S,,,1L:1L,1,0.03000300030003
843,5,3,0,1,2,:1O:1O:1O:2O,1O:2O:2O1S,,,1L:1L,1,0.03000300030003
844,5,3,0,1,2,:1O:1O:1O:2O,2O1S:2O1S:3O1S,,,1L:1L,1,0.03000300030003
845,5,3,0,1,2,::1O:1O:1O,1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
846,5,3,0,1,2,::1O:1O:1O,1O:1O:2O1S,,,1L:1L,1,0.03000300030003
847,5,3,0,1,2,::1O:1O:2O,1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
848,5,3,0,1,2,::1O:2O:2O,1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
849,5,3,0,1,2,:::1O:1O,1O:2O1S:3O1S,,,1L:1L,1,0.03000300030003
850,5,3,0,2,1,:::1O:1O,::1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
851,5,3,0,2,1,::::1O,:1O:2O1S,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
852,5,3,1,1,1,:1O:1O:1O:1O,::,,,1L,1,0.03000300030003
853,5,3,1,1,1,::1O:1O:1O,1O:1O:1O1S,1O,,1L,1,0.03000300030003
854,5,3,1,1,1,::1O:1O:1O,1O:1O:2O1S,,,1L,1,0.03000300030003
855,5,3,1,1,1,::1O:1O:1O,:1O:1O,,,1L,1,0.03000300030003
856,5,3,1,1,1,::1O:1O:1O,::,1O,,1L,1,0.03000300030003
857,5,3,1,1,1,::1O:1O:2O,::2O1S,,,1L,1,0.03000300030003
858,5,3,0,1,2,:1O:1O:1O:1O,1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
859,5,3,0,1,2,1O:1O:1O:1O:1O,1O:1O:2O1S,,,1L:1L,1,0.03000300030003
860,5,3,0,1,1,::1O:1O:2O,1O:1O1S:2O1S,,,1L,1,0.03000300030003
861,5,3,0,1,1,::::1O,:2O:2O1S,,,1L,1,0.03000300030003
862,5,3,0,1,1,::1O:1O:2O,:1O:1O,,,1L,1,0.03000300030003
863,5,3,0,1,1,::1O:1O:2O,::1O1S,,,1L,1,0.03000300030003
864,5,3,0,1,1,:::1O:1O,1O:1O:1O,,,1L,1,0.03000300030003
865,5,3,0,1,1,:::1O:1O,1O:1O:1O1S,,,1L,1,0.03000300030003
866,5,3,0,1,1,:::1O:1O,:1O1S:1O1S,,,1L,1,0.03000300030003
867,5,3,0,1,1,:::1O:1O,:1O:1O1S,,,1L,1,0.03000300030003
868,5,3,0,1,1,:::1O:1O,:1O:2O,,,1L,1,0.03000300030003
869,5,3,0,1,1,:::1O:1O,:2O1S:2O1S,,,1L,1,0.03000300030003
870,5,3,0,1,1,:::1O:1O,::3O1S,,,1L,1,0.03000300030003
871,5,3,0,1,1,:::1O:2O,1O:1O1S:2O1S,,,1L,1,0.03000300030003
872,5,3,0,1,1,:::1O:2O,1O:1O:2O1S,,,1L,1,0.03000300030003
873,5,3,0,1,1,:::1O:2O,1O:1O:3O1S,,,1L,1,0.03000300030003
874,5,3,0,1,1,:::1O:2O,:1O:1O1S,,,1L,1,0.03000300030003
875,5,3,0,1,1,:::1O:2O,::2O1S,,,1L,1,0.03000300030003
876,5,3,0,1,1,::::1O,1O:1O1S:2O1S,,,1L,1,0.03000300030003
877,5,3,0,1,1,::::1O,1O:1O:1O1S,,,1L,1,0.03000300030003
878,5,3,0,1,1,::::1O,:1O:2O1S,,,1L,1,0.03000300030003
879,5,3,1,1,1,:::1O:1O,1O:1O1S:1O1S,1O,,1L,1,0.03000300030003
880,5,3,1,1,1,:::1O:1O,1O:1O:1O1S,,,1L,1,0.03000300030003
881,5,3,1,1,1,:::1O:1O,:1O1S:2O1S,1O,,1L,1,0.03000300030003
882,5,3,1,1,1,:::1O:1O,:1O:1O1S,,,1L,1,0.03000300030003
883,5,4,0,1,1,:1O:1O:2O:2O,::1O1S:2O1S,,,1L,1,0.03000300030003
884,5,4,0,1,1,::1O:1O:1O,:1O:1O1S:2O1S,,,1L,1,0.03000300030003
885,5,4,0,1,1,::1O:1O:1O,:1O:1O:1O1S,,,1L,1,0.03000300030003
886,5,4,0,1,1,::1O:1O:1O,::1O:1O1S,,,1L,1,0.03000300030003
887,5,4,0,1,1,::1O:1O:1O,:::1O1S,,,1L,1,0.03000300030003
888,5,4,0,1,1,::1O:1O:2O,:::1O,,,1L,1,0.03000300030003
889,5,4,0,1,1,:::1O:1O,1O:1O:2O1S:3O1S,,,1L,1,0.03000300030003
890,5,4,0,1,1,:::1O:1O,:1O:1O1S:1O1S,,,1L,1,0.03000300030003
891,5,4,0,1,1,:::1O:1O,:1O:1O:1O,,,1L,1,0.03000300030003
892,5,4,0,1,1,:::1O:1O,:1O:1O:2O1S,,,1L,1,0.03000300030003
893,5,4,0,1,1,:::1O:1O,::1O1S:3O1S,,,1L,1,0.03000300030003
894,5,4,0,1,1,:::1O:1O,::1O:1O,,,1L,1,0.03000300030003
895,5,4,0,1,1,:::1O:2O,::1O:2O1S,,,1L,1,0.03000300030003
896,5,4,0,1,1,::::,:2O:2O1S:3O1S,,,1L,1,0.03000300030003
897,5,4,0,1,1,::::1O,1O:1O:1O:1O,,,1L,1,0.03000300030003
898,5,4,0,1,1,::::1O,1O:1O:1O:1O1S,,,1L,1,0.03000300030003
899,5,4,0,1,1,::::1O,1O:1O:2O1S:2O1S,,,1L,1,0.03000300030003
900,5,4,0,1,1,:1O:1O:1O:2O,:::1O,,,1L,1,0.03000300030003
901,5,4,0,1,1,:1O:1O:1O:2O,:::,,,1L,1,0.03000300030003
902,5,4,0,1,1,:1O:1O:1O:2O,::1O:2O1S,,,1L,1,0.03000300030003
903,5,3,1,1,2,:1O:1O:1O:1O,:1O:2O1S,,,1L:1L,1,0.03000300030003
904,5,3,1,1,1,:::1O:1O,:1O:1O1S,1O,,1L,1,0.03000300030003
905,5,3,1,1,1,:::1O:1O,:1O:1O1S,2O1S,,1L,1,0.03000300030003
906,5,3,1,1,1,:::1O:1O,::1O,,,1L,1,0.03000300030003
907,5,3,1,1,1,:::1O:1O,::1O,1O1S,,1L,1,0.03000300030003
908,5,3,1,1,1,:::1O:1O,::1O1S,2O1S,,1L,1,0.03000300030003
909,5,3,1,1,1,::::1O,:1O:2O,,,1L,1,0.03000300030003
910,5,3,1,1,1,::::1O,:1O:2O1S,2O1S,,1L,1,0.03000300030003
911,5,3,1,1,2,:1O:1O:1O:2O,1O:1O:1O1S,2O,,1L:1L,1,0.03000300030003
912,5,4,0,1,1,:1O:1O:1O:1O,::1O:3O1S,,,1L,1,0.03000300030003
913,5,3,1,1,2,:1O:1O:1O:2O,:2O1S:2O1S,2O1S,,1L:1L,1,0.03000300030003
914,5,3,1,1,2,:1O:1O:2O:2O,1O1S:1O1S:2O1S,1O,,1L:1L,1,0.03000300030003
915,5,3,1,1,2,::1O:1O:2O,1O:1O:1O,1N4O2S,,1L:1L,1,0.03000300030003
916,5,3,1,2,1,::1O:1O:2O,::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
917,5,3,1,2,1,::::1O,:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
918,5,4,0,1,0,::::1O,:::,,,,1,0.03000300030003
919,5,4,0,1,1,:1O:1O:1O:1O,::1O:2O1S,,,1L,1,0.03000300030003
920,5,3,0,1,1,::1O:1O:2O,:1O1S:1S,,,1L,1,0.03000300030003
921,5,3,0,1,1,::1O:1O:1O,::3O1S,,,1L,1,0.03000300030003
922,5,4,0,1,1,::::1O,:1O:1O:1O1S,,,1L,1,0.03000300030003
923,5,2,0,1,2,:1O:1O:2O:2O,1O:1O1S,,,1L:1L,1,0.03000300030003
924,5,2,0,1,2,::1O:1O:1O,1O:2O,,,1L:1L,1,0.03000300030003
925,5,2,0,1,2,::1O:1O:1O,1O:2O1S,,,1L:1L,1,0.03000300030003
926,5,2,0,2,1,1O:1O:1O:1O:1O,1O:3O1S,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
927,5,2,0,2,1,:1O:1O:2O:2O,1O:1S,,1S:1S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
928,5,2,0,2,1,::1O:1O:1O,1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
929,5,2,0,2,1,::1O:1O:2O,1O:3O1S,,1S:1S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
930,5,2,0,2,1,:::1O:1O,1O1S:2O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
931,5,2,0,2,1,::::1O,:2O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
932,5,2,0,3,3,:1O:1O:1O:1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
933,5,2,1,1,1,:1O:1O:1O:1O,1O:2O1S,,,1L,1,0.03000300030003
934,5,2,1,1,1,:1O:1O:1O:1O,:,1O,,1L,1,0.03000300030003
935,5,2,1,1,1,:1O:1O:1O:1O,:1O,,,1L,1,0.03000300030003
936,5,2,1,1,1,:1O:1O:1O:1O,:1O,1O,,1L,1,0.03000300030003
937,5,2,1,1,1,:1O:1O:1O:1O,:2O1S,1N1O,,1L,1,0.03000300030003
938,5,2,1,1,1,:1O:1O:1O:2O,:,,,1L,1,0.03000300030003
939,5,2,1,1,1,:1O:1O:1O:2O,:1O,,,1L,1,0.03000300030003
940,5,2,1,1,1,:1O:1O:1O:2O,:1O1S,,,1L,1,0.03000300030003
941,5,2,0,1,2,::1O:1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
942,5,2,0,1,2,:1O:1O:1O:2O,1O1S:2O,,,1L:1L,1,0.03000300030003
943,5,3,0,1,1,::1O:1O:1O,::2O1S,,,1L,1,0.03000300030003
944,5,2,0,1,2,:1O:1O:1O:1O,2O1S:3O1S,,,1L:1L,1,0.03000300030003
945,5,2,0,1,1,:1O:1O:1O:2O,1O:2O1S,,,1L,1,0.03000300030003
946,5,2,0,1,1,:1O:1O:1O:2O,:1O,,,1L,1,0.03000300030003
947,5,2,0,1,1,:1O:1O:1O:2O,:2O1S,,,1L,1,0.03000300030003
948,5,2,0,1,1,:1O:1O:2O:2O,:,,,1L,1,0.03000300030003
949,5,2,0,1,1,::1O:1O:1O,2O1S:2O1S,,,1L,1,0.03000300030003
950,5,2,0,1,1,::1O:1O:1O,:,,,1L,1,0.03000300030003
951,5,2,0,1,1,::1O:1O:1O,:1O,,,1L,1,0.03000300030003
952,5,2,0,1,1,::1O:1O:2O,1O:1O,,,1L,1,0.03000300030003
953,5,2,0,1,1,::1O:1O:2O,1O:1O1S,,,1L,1,0.03000300030003
954,5,2,0,1,1,::1O:1O:2O,1O:2O1S,,,1L,1,0.03000300030003
955,5,2,0,1,1,::1O:2O:2O,1O:1O1S,,,1L,1,0.03000300030003
956,5,2,0,1,1,::1O:2O:2O,:1O1S,,,1L,1,0.03000300030003
957,5,2,0,1,1,:::1O:1O,:1O,,,1L,1,0.03000300030003
958,5,2,0,1,1,:::1O:1O,:3O1S,,,1L,1,0.03000300030003
959,5,2,0,1,1,:::1O:2O,1O1S:2O1S,,,1L,1,0.03000300030003
960,5,2,0,1,2,:1O:1O:1O:1O,1O1S:2O1S,,,1L:1L,1,0.03000300030003
961,5,2,0,1,2,:1O:1O:1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
962,5,2,1,1,1,:1O:1O:1O:2O,:2O1S,1O,,1L,1,0.03000300030003
963,5,2,1,1,1,:1O:1O:2O:2O,:1O,,,1L,1,0.03000300030003
964,5,2,1,1,1,::1O:1O:1O,1O:1O1S,,,1L,1,0.03000300030003
965,5,2,1,1,1,::1O:1O:1O,1O:2O,,,1L,1,0.03000300030003
966,5,3,0,1,0,:::1O:2O,::2O1S,,,,1,0.03000300030003
967,5,3,0,1,0,::::,::1O1S,,,,1,0.03000300030003
968,5,3,0,1,0,::::1O,1O:2O1S:2O1S,,,,1,0.03000300030003
969,5,3,0,1,0,::::1O,::3O1S,,,,1,0.03000300030003
970,5,3,0,1,1,1O:1O:1O:2O:2O,:1O1S:1O1S,,,1L,1,0.03000300030003
971,5,3,0,1,1,1O:1O:1O:2O:2O,:1O:2O1S,,,1L,1,0.03000300030003
972,5,3,0,1,1,:1O:1O:1O:1O,:1O:1S,,,1L,1,0.03000300030003
973,5,3,0,1,1,:1O:1O:1O:1O,:1O:2O1S,,,1L,1,0.03000300030003
974,5,3,0,1,1,:1O:1O:1O:2O,1O1S:1O1S:2O1S,,,1L,1,0.03000300030003
975,5,3,0,1,1,:1O:1O:1O:2O,:1O1S:1O1S,,,1L,1,0.03000300030003
976,5,3,0,1,1,:1O:1O:1O:2O,:1O:1O1S,,,1L,1,0.03000300030003
977,5,3,0,1,1,::1O:1O:1O,1O1S:2O1S:2O1S,,,1L,1,0.03000300030003
978,5,3,0,1,1,::1O:1O:1O,1O:1O1S:2O,,,1L,1,0.03000300030003
979,5,3,0,1,1,::1O:1O:1O,1O:1O:1O,,,1L,1,0.03000300030003
980,5,3,0,1,1,::1O:1O:1O,1O:1O:2O1S,,,1L,1,0.03000300030003
981,5,3,0,1,1,::1O:1O:1O,1O:2O1S:2O1S,,,1L,1,0.03000300030003
982,5,3,0,1,1,::1O:1O:1O,:1O:1S,,,1L,1,0.03000300030003
983,5,3,0,1,0,:::1O:2O,:1O:2O1S,,,,1,0.03000300030003
984,5,3,0,1,0,::1O:1O:1O,:1S:2O1S,,,,1,0.03000300030003
985,5,2,2,1,2,:::1O:1O,1O:3O1S,1O:1O1S,,1L:1L,1,0.03000300030003
986,5,2,1,1,1,::::1O,:1O1S,1O,,1L,1,0.03000300030003
987,5,2,1,1,1,::1O:1O:1O,:1O,2O1S,,1L,1,0.03000300030003
988,5,2,1,1,1,::1O:1O:1O,:2O1S,1O,,1L,1,0.03000300030003
989,5,2,1,1,1,::1O:1O:2O,1O:1O,1O,,1L,1,0.03000300030003
990,5,2,1,1,1,::1O:1O:2O,1O:2O1S,,,1L,1,0.03000300030003
991,5,2,1,1,1,:::1O:1O,1O:1O1S,1O,,1L,1,0.03000300030003
992,5,2,1,1,1,:::1O:1O,1O:1O1S,2O1S,,1L,1,0.03000300030003
993,5,2,1,1,1,::::1O,1O:1O1S,,,1L,1,0.03000300030003
994,5,2,1,1,1,::::1O,:2O1S,1N1O1S,,1L,1,0.03000300030003
995,5,2,2,1,1,:::1O:1O,1O:1O1S,:1O,,1L,1,0.03000300030003
996,5,2,1,1,2,::1O:1O:1O,1O:1O1S,1O1S,,1L:1L,1,0.03000300030003
997,5,2,1,1,2,::1O:1O:1O,1O:2O1S,2O1S,,1L:1L,1,0.03000300030003
998,5,2,1,1,2,::1O:1O:1O,:1O,,,1L:1L,1,0.03000300030003
999,5,2,1,1,2,::1O:1O:2O,1O:2O1S,1O,,1L:1L,1,0.03000300030003
1000,5,2,1,2,1,::1O:1O:1O,:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1001,5,2,1,2,1,::1O:1O:1O,:1O1S,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1002,5,2,1,2,1,::::,:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1003,5,4,0,1,1,::::1O,:1O:1O1S:1O1S,,,1L,1,0.03000300030003
1004,5,4,0,1,1,::::1O,:1O:1O:2O,,,1L,1,0.03000300030003
1005,4,3,0,1,2,::1O:1O,1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1006,6,3,0,1,1,:::1O:1O:2O,:1O1S:1S,,,1L,1,0.03000300030003
1007,6,3,0,1,1,:::1O:1O:2O,::1O1S,,,1L,1,0.03000300030003
1008,6,3,0,1,1,::::1O:1O,1O:1O:1O,,,1L,1,0.03000300030003
1009,6,3,0,1,1,::::1O:1O,1O:1O:1O1S,,,1L,1,0.03000300030003
1010,6,3,0,1,1,::::1O:1O,:1O:1O1S,,,1L,1,0.03000300030003
1011,6,3,0,1,1,::::1O:1O,:1O:2O1S,,,1L,1,0.03000300030003
1012,6,3,0,1,1,::::1O:1O,:2O1S:2O1S,,,1L,1,0.03000300030003
1013,6,3,0,1,1,::::1O:2O,1O:1O:1O,,,1L,1,0.03000300030003
1014,6,3,0,1,1,::::1O:2O,::2O1S,,,1L,1,0.03000300030003
1015,6,3,0,1,1,:::::1O,:1O:1O1S,,,1L,1,0.03000300030003
1016,6,3,0,1,1,:::::2O,1O:1O:1O1S,,,1L,1,0.03000300030003
1017,6,3,0,1,2,::1O:1O:1O:1O,1O:1O:3O1S,,,1L:1L,1,0.03000300030003
1018,6,3,0,1,2,::1O:1O:1O:1O,::1O,,,1L:1L,1,0.03000300030003
1019,6,3,0,1,2,:::1O:1O:1O,1O:1O:2O1S,,,1L:1L,1,0.03000300030003
1020,6,3,0,1,2,:::1O:1O:1O,1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1021,6,3,0,1,2,:::1O:1O:2O,1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1022,6,3,0,2,1,:::1O:1O:1O,::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1023,6,3,0,2,1,::::1O:1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1024,6,3,0,1,1,:::1O:1O:2O,::1O,,,1L,1,0.03000300030003
1025,6,3,0,1,1,:::1O:1O:2O,1O:1O:2O1S,,,1L,1,0.03000300030003
1026,6,2,0,1,2,:1O:1O:1O:1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
1027,6,3,0,1,1,:::1O:1O:1O,::1O1S,,,1L,1,0.03000300030003
1028,6,2,0,1,2,:1O:1O:1O:1O:2O,1O:1O1S,,,1L:1L,1,0.03000300030003
1029,6,2,0,1,2,::1O:1O:1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
