,num_dol,num_dms,num_tfsi,num_ps,num_li,atoms_dol,atoms_dms,atoms_tfsi,atoms_ps,atoms_li,count,%
0,3,4,0,1,1,:1O:1O,::1O:2O1S,,,1L,6,0.18001800180018
1,3,4,0,1,1,:1O:1O,:1O:2O1S:2O1S,,,1L,6,0.18001800180018
2,4,4,0,1,1,::1O:1O,::1O:2O1S,,,1L,5,0.15001500150015
3,3,5,0,1,1,::1O,::1O:1O:2O1S,,,1L,5,0.15001500150015
4,4,4,0,1,1,:1O:1O:1O,::1O:1O,,,1L,5,0.15001500150015
5,4,4,0,1,1,::1O:1O,:1O:2O1S:2O1S,,,1L,5,0.15001500150015
6,3,4,0,1,1,::1O,:1O:2O1S:2O1S,,,1L,5,0.15001500150015
7,4,3,0,1,1,:1O:1O:1O,:1O:2O1S,,,1L,5,0.15001500150015
8,4,3,0,1,1,::1O:1O,:1O:1O,,,1L,5,0.15001500150015
9,2,6,0,1,1,:1O,::1O:1O:2O1S:2O1S,,,1L,5,0.15001500150015
10,3,4,0,1,1,::1O,1O:1O:1O1S:2O1S,,,1L,4,0.12001200120012
11,3,4,0,1,1,::1O,1O:1O:2O1S:2O1S,,,1L,4,0.12001200120012
12,4,3,0,1,1,:::1O,:1O:2O1S,,,1L,4,0.12001200120012
13,6,2,0,1,1,::1O:1O:1O:1O,:1O,,,1L,4,0.12001200120012
14,2,5,0,1,1,:1O,::1O:2O1S:2O1S,,,1L,4,0.12001200120012
15,6,2,0,1,1,::::1O:1O,:1O,,,1L,4,0.12001200120012
16,3,4,0,1,1,:1O:1O,:1O:1O1S:2O1S,,,1L,4,0.12001200120012
17,5,3,0,1,1,::1O:1O:1O,:1O:1O1S,,,1L,4,0.12001200120012
18,5,3,0,1,1,:::1O:1O,::1O,,,1L,4,0.12001200120012
19,2,5,0,1,2,1O:1O,1O:1O:2O1S:2O1S:2O1S,,,1L:1L,4,0.12001200120012
20,5,2,0,1,1,::1O:1O:2O,:1O,,,1L,4,0.12001200120012
21,3,5,0,1,2,:1O:1O,1O:1O:1O:2O1S:2O1S,,,1L:1L,4,0.12001200120012
22,3,5,0,1,2,::1O,1O:1O:1O:2O1S:2O1S,,,1L:1L,4,0.12001200120012
23,2,5,0,1,2,1O:1O,1O:1O:1O:1O1S:2O1S,,,1L:1L,4,0.12001200120012
24,3,5,0,1,1,:1O:1O,:::1O:2O1S,,,1L,4,0.12001200120012
25,3,4,0,1,1,:1O:1O,1O:1O:1O1S:2O1S,,,1L,4,0.12001200120012
26,4,4,0,1,1,:::1O,:1O:1O:1O1S,,,1L,4,0.12001200120012
27,4,3,0,1,2,:1O:1O:1O,1O:1O:2O1S,,,1L:1L,4,0.12001200120012
28,5,4,0,1,1,::1O:1O:1O,::1O:1O,,,1L,4,0.12001200120012
29,2,5,0,1,1,:,:1O:1O:1O1S:2O1S,,,1L,4,0.12001200120012
30,4,3,1,1,1,::1O:1O,::1O,1O,,1L,4,0.12001200120012
31,5,3,0,1,1,:1O:1O:1O:1O,:1O:1O,,,1L,4,0.12001200120012
32,4,5,0,1,1,:::1O,::1O:1O:1O1S,,,1L,4,0.12001200120012
33,2,5,0,1,1,:,::1O:1O:1O1S,,,1L,3,0.09000900090009
34,4,3,0,1,1,::1O:1O,1O:2O1S:2O1S,,,1L,3,0.09000900090009
35,3,5,0,1,1,::1O,:1O:1O:2O1S:2O1S,,,1L,3,0.09000900090009
36,3,4,0,1,1,:1O:1O,::1O:1O,,,1L,3,0.09000900090009
37,3,4,0,1,1,:1O:1O,::1O:1O1S,,,1L,3,0.09000900090009
38,2,6,0,1,1,1O:1O,::1O:1O:2O1S:2O1S,,,1L,3,0.09000900090009
39,5,3,0,1,1,::1O:1O:1O,:1O:2O1S,,,1L,3,0.09000900090009
40,1,6,0,1,2,1O,:1O:1O:1O:2O1S:2O1S,,,1L:1L,3,0.09000900090009
41,1,4,1,1,1,1O,1O:1O1S:2O1S:2O1S,,,1L,3,0.09000900090009
42,5,3,0,1,1,:::1O:1O,1O:1O1S:2O1S,,,1L,3,0.09000900090009
43,2,5,0,1,1,:,:1O:1O:2O1S:2O1S,,,1L,3,0.09000900090009
44,3,5,0,1,1,::1O,:::1O:1O1S,,,1L,3,0.09000900090009
45,4,3,0,1,1,::1O:1O,:1O1S:2O1S,,,1L,3,0.09000900090009
46,5,5,0,1,1,::1O:1O:1O,:::1O:1O,,,1L,3,0.09000900090009
47,2,5,0,1,1,:1O,:1O:1O1S:2O1S:2O1S,,,1L,3,0.09000900090009
48,6,2,0,1,1,:::1O:1O:1O,:1O,,,1L,3,0.09000900090009
49,3,5,0,1,1,::1O,::1O:1O1S:2O1S,,,1L,3,0.09000900090009
50,4,3,0,1,1,::1O:1O,:1O:2O1S,,,1L,3,0.09000900090009
51,2,5,0,1,2,1O:1O,1O:1O:1O1S:1O1S:2O1S,,,1L:1L,3,0.09000900090009
52,2,6,0,1,1,:,:::1O:1O:2O1S,,,1L,3,0.09000900090009
53,3,4,0,1,1,:1O:1O,1O:1O:2O1S:2O1S,,,1L,3,0.09000900090009
54,3,5,0,1,2,:1O:1O,:1O:1O1S:2O1S:2O1S,,,1L:1L,3,0.09000900090009
55,3,5,0,1,2,:1O:1O,:1O:1O:1O:2O1S,,,1L:1L,3,0.09000900090009
56,5,3,0,1,1,:1O:1O:1O:2O,::1O,,,1L,3,0.09000900090009
57,5,2,1,1,1,::1O:1O:2O,:1O,,,1L,3,0.09000900090009
58,3,4,0,1,1,1O:1O:1O,::1O:1O1S,,,1L,3,0.09000900090009
59,1,6,0,1,1,1O,:::1O:1O:2O1S,,,1L,3,0.09000900090009
60,3,4,0,1,1,1O:1O:1O,:1O:1O1S:2O1S,,,1L,3,0.09000900090009
61,4,4,0,1,2,:1O:1O:1O,:1O:1O:2O1S,,,1L:1L,3,0.09000900090009
62,3,4,1,1,1,:1O:1O,::1O:1O1S,,,1L,3,0.09000900090009
63,3,4,0,1,1,:1O:1O,:1O:1O:2O1S,,,1L,3,0.09000900090009
64,3,5,0,1,1,::1O,:1O:1O:1O1S:2O1S,,,1L,3,0.09000900090009
65,7,1,0,1,1,:::1O:1O:1O:1O,1O,,,1L,3,0.09000900090009
66,4,4,0,1,1,:1O:1O:1O,:1O:1O:2O1S,,,1L,3,0.09000900090009
67,5,4,0,1,1,:::1O:1O,::1O:1O1S,,,1L,3,0.09000900090009
68,3,4,0,1,1,::1O,:1O:1O1S:2O1S,,,1L,3,0.09000900090009
69,3,4,0,1,1,::1O,:1O:1O:1O1S,,,1L,3,0.09000900090009
70,1,5,0,1,1,1O,::1O:2O1S:2O1S,,,1L,3,0.09000900090009
71,4,4,1,1,2,:1O:1O:1O,:1O:1O:1O,,,1L:1L,3,0.09000900090009
72,3,4,0,1,2,1O:1O:1O,1O:1O:1O:2O1S,,,1L:1L,3,0.09000900090009
73,4,5,0,1,1,::1O:1O,::1O:1O:1O1S,,,1L,3,0.09000900090009
74,3,5,0,1,1,:1O:1O,::1O:1O1S:2O1S,,,1L,3,0.09000900090009
75,4,4,0,1,1,::1O:1O,:1O:1O:1O,,,1L,3,0.09000900090009
76,4,4,0,1,1,::1O:1O,::1O:1O1S,,,1L,3,0.09000900090009
77,3,4,0,1,1,::1O,::1O1S:2O1S,,,1L,3,0.09000900090009
78,4,3,0,1,2,1O:1O:1O:2O,1O:1O:1O,,,1L:1L,3,0.09000900090009
79,5,4,0,1,1,::1O:1O:1O,::1O:2O1S,,,1L,3,0.09000900090009
80,2,6,0,1,2,:1O,1O:1O:1O:1O:1O1S:2O1S,,,1L:1L,3,0.09000900090009
81,4,4,0,1,1,::1O:2O,::1O:2O1S,,,1L,3,0.09000900090009
82,4,4,0,1,1,::1O:1O,:1O:1O1S:2O1S,,,1L,3,0.09000900090009
83,4,4,0,1,1,::1O:1O,:1O:1O:1O1S,,,1L,3,0.09000900090009
84,3,6,0,1,1,::1O,:::1O:1O:1O1S,,,1L,3,0.09000900090009
85,3,4,0,1,2,:1O:1O,1O:1O1S:2O1S:2O1S,,,1L:1L,3,0.09000900090009
86,5,2,0,1,1,::1O:1O:1O,1O:2O1S,,,1L,3,0.09000900090009
87,4,3,0,1,1,:::1O,1O:1O:1O1S,,,1L,3,0.09000900090009
88,3,6,0,1,2,:1O:1O,:1O:1O:1O:1O1S:2O1S,,,1L:1L,3,0.09000900090009
89,3,5,0,1,1,1O:1O:2O,:::1O:1O,,,1L,3,0.09000900090009
90,2,4,1,1,1,:1O,::1O:1O1S,,,1L,3,0.09000900090009
91,4,5,0,1,1,:::1O,:::1O:1O,,,1L,3,0.09000900090009
92,5,3,0,1,0,::::1O,::,,,,2,0.06000600060006
93,3,5,0,1,1,::1O,::1O:1O:1O,,,1L,2,0.06000600060006
94,4,4,0,1,1,::1O:1O,1O:1O:1O:1O1S,,,1L,2,0.06000600060006
95,4,4,0,1,2,1O:1O:1O:1O,1O:1O:1O:2O1S,,,1L:1L,2,0.06000600060006
96,3,5,0,1,1,:1O:1O,::1O:2O1S:2O1S,,,1L,2,0.06000600060006
97,3,5,0,1,1,:1O:1O,::1O:1O:2O1S,,,1L,2,0.06000600060006
98,3,5,0,1,1,:1O:1O,:1O:1O:1O:2O1S,,,1L,2,0.06000600060006
99,5,3,0,1,1,:1O:1O:1O:1O,::2O1S,,,1L,2,0.06000600060006
100,4,4,0,1,2,1O:1O:1O:1O,:1O:1O:2O1S,,,1L:1L,2,0.06000600060006
101,1,6,0,1,2,,1O:1O:1O:1O1S:2O1S:2O1S,,,1L:1L,2,0.06000600060006
102,1,6,0,1,2,,1O:1O:1O1S:2O1S:2O1S:2O1S,,,1L:1L,2,0.06000600060006
103,3,3,1,1,1,:1O:1O,1O:2O1S:2O1S,1O,,1L,2,0.06000600060006
104,1,6,0,1,2,,1O:1O:1O1S:1O1S:2O1S:2O1S,,,1L:1L,2,0.06000600060006
105,3,5,0,1,1,:1O:1O,::1O:1O:1S,,,1L,2,0.06000600060006
106,3,5,0,1,1,:1O:1O,:1O:1O:1O:1O1S,,,1L,2,0.06000600060006
107,1,6,0,1,1,1O,::1O:1O1S:2O1S:2O1S,,,1L,2,0.06000600060006
108,3,3,1,1,1,:1O:1O,:1O:1O,1O,,1L,2,0.06000600060006
109,3,3,0,1,2,1O:1O:1O,1O:1O1S:3O1S,,,1L:1L,2,0.06000600060006
110,5,3,0,1,1,:1O:1O:1O:1O,::,,,1L,2,0.06000600060006
111,5,3,0,1,1,:::1O:1O,:1O:2O1S,,,1L,2,0.06000600060006
112,3,3,1,1,1,:1O:1O,1O1S:2O1S:2O1S,2O,,1L,2,0.06000600060006
113,5,3,0,1,1,::::1O,:1O:1O,,,1L,2,0.06000600060006
114,5,3,0,1,1,:::1O:1O,:1O:1O,,,1L,2,0.06000600060006
115,3,5,0,1,1,::1O,:1O:1O1S:2O1S:2O1S,,,1L,2,0.06000600060006
116,3,3,0,1,1,::2O,:1O1S:2O1S,,,1L,2,0.06000600060006
117,1,5,1,1,2,1O,1O:1O:2O1S:2O1S:2O1S,1O,,1L:1L,2,0.06000600060006
118,5,3,0,1,1,::1O:1O:2O,::,,,1L,2,0.06000600060006
119,4,4,0,1,1,:::1O,1O:1O:1O1S:2O1S,,,1L,2,0.06000600060006
120,1,6,0,1,1,,:1O:1O:1O1S:1O1S:2O1S,,,1L,2,0.06000600060006
121,5,3,0,1,1,::1O:1O:2O,:1O:1O1S,,,1L,2,0.06000600060006
122,4,4,0,1,1,:::1O,::1O:1O1S,,,1L,2,0.06000600060006
123,4,4,0,1,1,:::1O,::1O:2O1S,,,1L,2,0.06000600060006
124,3,3,0,2,3,1O:1O:1O,1O1S:2O1S:3O1S,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L:1L,2,0.06000600060006
125,1,5,1,1,2,1O,1O:1O:1O1S:2O1S:2O1S,,,1L:1L,2,0.06000600060006
126,3,5,0,1,1,::,:1O:2O1S:2O1S:2O1S,,,1L,2,0.06000600060006
127,5,3,0,1,1,::1O:1O:1O,::1O,,,1L,2,0.06000600060006
128,5,3,0,1,1,::1O:1O:1O,1O:1O:1O1S,,,1L,2,0.06000600060006
129,1,6,0,1,1,,::1O:1O1S:2O1S:2O1S,,,1L,2,0.06000600060006
130,4,4,0,1,1,::1O:2O,:1O:1O:2O1S,,,1L,2,0.06000600060006
131,4,5,0,1,2,:1O:1O:1O,:1O:1O:1O1S:2O1S,,,1L:1L,2,0.06000600060006
132,1,6,0,1,1,,::1O:1O:1O1S:2O1S,,,1L,2,0.06000600060006
133,1,5,1,1,1,1O,:1O:2O1S:2O1S:2O1S,1O,,1L,2,0.06000600060006
134,5,3,0,1,1,::1O:1O:1O,:1O:1O,,,1L,2,0.06000600060006
135,5,3,0,1,2,::1O:1O:1O,1O:1O:3O1S,,,1L:1L,2,0.06000600060006
136,4,4,0,1,1,:::2O,:1O:1O:2O1S,,,1L,2,0.06000600060006
137,1,6,0,1,1,,:::1O:1O:2O1S,,,1L,2,0.06000600060006
138,5,3,0,1,2,::1O:1O:1O,1O:2O1S:2O1S,,,1L:1L,2,0.06000600060006
139,2,4,1,1,1,:1O,:1O1S:1O1S:2O1S,1O,,1L,2,0.06000600060006
140,4,4,0,1,1,::1O:1O,::1O1S:2O1S,,,1L,2,0.06000600060006
141,1,5,1,1,2,1O,:1O:1O:2O1S:2O1S,1O,,1L:1L,2,0.06000600060006
142,2,6,0,1,1,:,:1O:1O:1O1S:2O1S:2O1S,,,1L,2,0.06000600060006
143,3,3,0,1,1,:1O:2O,1O:1O1S:2O1S,,,1L,2,0.06000600060006
144,1,6,0,1,2,1O,1O:1O:1O:1O:1O1S:2O1S,,,1L:1L,2,0.06000600060006
145,2,3,0,1,1,1O:1O,1O:1O1S:2O1S,,,1L,2,0.06000600060006
146,5,1,0,1,2,1O:1O:1O:1O:1O,1O,,,1L:1L,2,0.06000600060006
147,2,4,0,1,1,:1O,1O:1O1S:1O1S:2O1S,,,1L,2,0.06000600060006
148,4,4,1,1,2,::1O:1O,1O:1O1S:2O1S:2O1S,1O,,1L:1L,2,0.06000600060006
149,2,4,0,1,1,:1O,1O:1O:2O1S:2O1S,,,1L,2,0.06000600060006
150,2,4,0,1,1,:1O,:1O:1O1S:2O1S,,,1L,2,0.06000600060006
151,3,5,1,1,1,:1O:1O,::1O:1O:2O1S,,,1L,2,0.06000600060006
152,2,4,0,1,1,:1O,:1O:2O1S:2O1S,,,1L,2,0.06000600060006
153,2,6,0,1,2,1O:2O,:1O:1O:1O:1O1S:2O1S,,,1L:1L,2,0.06000600060006
154,3,5,1,1,1,:1O:1O,:1O:1O:1O1S:2O1S,1O,,1L,2,0.06000600060006
155,4,2,0,1,1,:1O:1O:1O,:2O1S,,,1L,2,0.06000600060006
156,5,2,0,1,1,:1O:1O:1O:1O,:1O,,,1L,2,0.06000600060006
157,5,2,0,1,1,:1O:1O:1O:1O,:1O1S,,,1L,2,0.06000600060006
158,1,7,0,1,2,1O,:1O:1O:1O:1O:1O1S:2O1S,,,1L:1L,2,0.06000600060006
159,2,4,0,1,2,1O:1O,:2O1S:2O1S:2O1S,,,1L:1L,2,0.06000600060006
160,4,4,1,1,1,::1O:1O,:1O:1O:1O,,,1L,2,0.06000600060006
161,4,2,0,1,1,::1O:1O,:2O1S,,,1L,2,0.06000600060006
162,5,2,0,1,1,::1O:1O:1O,1O:1O1S,,,1L,2,0.06000600060006
163,2,4,0,1,1,:,1O:1O:2O1S:2O1S,,,1L,2,0.06000600060006
164,5,1,0,1,1,::1O:2O:2O,1O1S,,,1L,2,0.06000600060006
165,2,6,0,1,1,:1O,::::1O:1O,,,1L,2,0.06000600060006
166,5,1,0,1,1,::1O:1O:1O,,,,1L,2,0.06000600060006
167,3,6,0,1,2,:1O:1O,::1O:1O1S:2O1S:2O1S,,,1L:1L,2,0.06000600060006
168,2,6,1,1,2,1O:1O,:1O:1O:1O:1O:1O1S,1O,,1L:1L,2,0.06000600060006
169,2,7,0,1,1,:1O,:::1O:1O:1O1S:2O1S,,,1L,2,0.06000600060006
170,2,7,0,1,2,1O:1O,:1O:1O:1O:1O:1O1S:2O1S,,,1L:1L,2,0.06000600060006
171,2,7,0,1,2,:,:1O:1O:1O:1O:1O1S:2O1S,,,1L:1L,2,0.06000600060006
172,4,5,0,1,1,::1O:2O,:::1O:1O1S,,,1L,2,0.06000600060006
173,4,5,0,1,1,::1O:1O,::::1O1S,,,1L,2,0.06000600060006
174,2,7,0,1,2,:1O,::1O:1O:1O:1O:1O1S,,,1L:1L,2,0.06000600060006
175,2,3,1,1,1,1O:1O,:1O:1O1S,,,1L,2,0.06000600060006
176,4,5,0,1,1,::1O:1O,::1O:2O1S:2O1S,,,1L,2,0.06000600060006
177,3,6,0,1,1,:1O:1O,::::1O:1O,,,1L,2,0.06000600060006
178,4,5,0,1,1,::1O:1O,::1O:1O:1O,,,1L,2,0.06000600060006
179,2,6,0,1,2,:2O,1O:1O:1O:1O:1O1S:2O1S,,,1L:1L,2,0.06000600060006
180,2,3,0,2,2,1O:1O,:1O:1O1S,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
181,4,5,0,1,1,:1O:1O:1O,::1O:1O:2O1S,,,1L,2,0.06000600060006
182,2,6,0,1,2,:1O,:1O:1O:1O:1O1S:2O1S,,,1L:1L,2,0.06000600060006
183,2,6,0,1,2,:1O,:1O:1O:1O1S:2O1S:2O1S,,,1L:1L,2,0.06000600060006
184,4,2,0,1,1,::1O:1O,:3O1S,,,1L,2,0.06000600060006
185,5,2,0,1,1,::1O:1O:1O,:1O1S,,,1L,2,0.06000600060006
186,5,3,0,1,0,:::1O:1O,:1O1S:2O1S,,,,2,0.06000600060006
187,3,3,0,1,1,:1O:1O,1O:1O:1O1S,,,1L,2,0.06000600060006
188,3,5,0,1,2,:1O:1O,1O:1O:1O:1O:2O1S,,,1L:1L,2,0.06000600060006
189,3,5,0,1,2,:1O:1O,1O:1O:1O:1O1S:2O1S,,,1L:1L,2,0.06000600060006
190,5,2,1,1,1,::1O:1O:1O,1O:2O1S,,,1L,2,0.06000600060006
191,5,2,1,1,1,::1O:1O:1O,:1O,,,1L,2,0.06000600060006
192,3,5,0,1,1,:1O:1O,:1O:1O1S:2O1S:2O1S,,,1L,2,0.06000600060006
193,3,5,0,1,2,:1O:1O,1O:1O1S:2O1S:2O1S:2O1S,,,1L:1L,2,0.06000600060006
194,2,6,0,1,1,:,:::1O:1O1S:2O1S,,,1L,2,0.06000600060006
195,2,6,0,1,1,:,::1O:1O:1O:2O1S,,,1L,2,0.06000600060006
196,4,4,0,1,2,:1O:1O:1O,:1O:2O1S:2O1S,,,1L:1L,2,0.06000600060006
197,4,4,0,1,2,:1O:1O:1O,:1O:1O:3O1S,,,1L:1L,2,0.06000600060006
198,2,4,1,1,1,1O:1O,::1O:2O1S,1O,,1L,2,0.06000600060006
199,4,4,0,1,2,:1O:1O:1O,:1O:1O:1O,,,1L:1L,2,0.06000600060006
200,4,4,0,1,2,:1O:1O:1O,:1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
201,3,5,0,1,2,1O:1O:1O,:1O:1O:1O1S:2O1S,,,1L:1L,2,0.06000600060006
202,4,4,0,1,2,:1O:1O:1O,1O:1O:1O1S:2O1S,,,1L:1L,2,0.06000600060006
203,4,4,0,1,2,:1O:1O:1O,1O:1O1S:2O1S:2O1S,,,1L:1L,2,0.06000600060006
204,2,6,0,1,1,:,:1O:1O:1O:2O1S:2O1S,,,1L,2,0.06000600060006
205,3,3,0,1,1,:1O:1O,:1O:2O1S,,,1L,2,0.06000600060006
206,2,6,0,1,1,:1O,:1O:1O:1O1S:1O1S:2O1S,,,1L,2,0.06000600060006
207,5,2,0,1,1,::1O:1O:1O,:2O1S,,,1L,2,0.06000600060006
208,3,3,0,1,1,:1O:1O,1O:1O1S:2O1S,,,1L,2,0.06000600060006
209,4,2,0,1,2,1O:1O:1O:2O,1O:1O,,,1L:1L,2,0.06000600060006
210,5,2,0,1,1,:::1O:1O,1O:1O,,,1L,2,0.06000600060006
211,5,2,0,1,1,:::1O:1O,1O:3O1S,,,1L,2,0.06000600060006
212,5,2,0,1,1,:::1O:1O,2O1S:2O1S,,,1L,2,0.06000600060006
213,5,2,0,1,1,:::1O:1O,:1O1S,,,1L,2,0.06000600060006
214,2,6,0,1,1,:1O,::1O:1O:1O:2O1S,,,1L,2,0.06000600060006
215,5,2,0,1,2,:1O:1O:1O:1O,1O:2O1S,,,1L:1L,2,0.06000600060006
216,3,3,0,1,1,1O:1O:1O,1O:1O1S:2O1S,,,1L,2,0.06000600060006
217,2,6,0,1,1,:1O,::1O:1O:1O1S:2O1S,,,1L,2,0.06000600060006
218,3,3,0,1,1,1O:1O:1O,:1O1S:3O1S,,,1L,2,0.06000600060006
219,5,2,0,1,2,::1O:1O:1O,1O:1O1S,,,1L:1L,2,0.06000600060006
220,2,6,0,1,1,:1O,::1O:1O1S:2O1S:2O1S,,,1L,2,0.06000600060006
221,5,2,0,1,2,::1O:1O:2O,1O:1O1S,,,1L:1L,2,0.06000600060006
222,2,6,0,1,1,:1O,:1O:1O:1O:2O1S:2O1S,,,1L,2,0.06000600060006
223,3,3,0,1,1,1O:1O:1O,::1O1S,,,1L,2,0.06000600060006
224,4,4,0,1,2,::1O:1O,1O:1O:2O:2O1S,,,1L:1L,2,0.06000600060006
225,2,6,0,1,1,:1O,:1O:1O:1O:1O1S:2O1S,,,1L,2,0.06000600060006
226,3,5,0,1,1,:1O:1O,:1O:1O:1O1S:2O1S,,,1L,2,0.06000600060006
227,2,5,0,1,2,:1O,1O:1O:1O:2O1S:2O1S,,,1L:1L,2,0.06000600060006
228,3,4,0,1,1,::1O,1O:1O:1O:2O1S,,,1L,2,0.06000600060006
229,3,4,1,1,2,:1O:1O,1O:1O:1O1S:2O1S,,,1L:1L,2,0.06000600060006
230,2,5,0,1,1,1O:2O,::1O:1O:1O1S,,,1L,2,0.06000600060006
231,0,6,0,1,2,,1O:1O:1O1S:2O1S:2O1S:2O1S,,,1L:1L,2,0.06000600060006
232,3,4,0,1,1,::1O,:1O:1O:2O1S,,,1L,2,0.06000600060006
233,4,3,1,1,2,:1O:1O:1O,1O:1O:2O1S,,,1L:1L,2,0.06000600060006
234,3,4,1,1,1,:1O:1O,::1O:2O1S,,,1L,2,0.06000600060006
235,4,3,1,1,2,:1O:1O:1O,1O:2O1S:2O1S,,,1L:1L,2,0.06000600060006
236,3,4,0,1,1,:1O:1O,:1O:1O1S:1S,,,1L,2,0.06000600060006
237,6,2,0,1,1,:::1O:1O:2O,:,,,1L,2,0.06000600060006
238,2,5,1,1,1,:1O,::1O:1O:1O1S,1O,,1L,2,0.06000600060006
239,4,3,0,1,2,:1O:1O:1O,1O1S:2O1S:2O1S,,,1L:1L,2,0.06000600060006
240,2,5,0,1,1,1O:1O,::1O:1O:3O1S,,,1L,2,0.06000600060006
241,2,5,0,1,1,1O:1O,::1O:1O1S:2O1S,,,1L,2,0.06000600060006
242,4,3,0,1,1,:1O:1O:1O,:1O:1O1S,,,1L,2,0.06000600060006
243,4,3,0,1,1,:1O:1O:2O,:1O:1O,,,1L,2,0.06000600060006
244,5,4,1,1,1,:::1O:1O,::1O:1O,,,1L,2,0.06000600060006
245,4,3,0,1,1,:1O:1O:1O,:1O:1O,,,1L,2,0.06000600060006
246,6,2,0,1,1,:::1O:1O:2O,:1O,,,1L,2,0.06000600060006
247,4,3,0,1,1,:1O:1O:1O,:1O1S:2O1S,,,1L,2,0.06000600060006
248,3,4,0,1,1,:1O:1O,:1O:1O:1O,,,1L,2,0.06000600060006
249,3,4,0,1,1,::1O,:1O:1O:1O,,,1L,2,0.06000600060006
250,4,3,0,1,1,::1O:2O,:1O:2O1S,,,1L,2,0.06000600060006
251,3,4,1,1,2,:1O:1O,1O:1O:2O1S:2O1S,,,1L:1L,2,0.06000600060006
252,4,3,0,1,1,:1O:1O:1O,1O:1O:1O1S,,,1L,2,0.06000600060006
253,3,4,0,1,2,:1O:2O,1O:1O:1O:2O1S,,,1L:1L,2,0.06000600060006
254,2,5,1,1,2,1O:1O,1O:1O:1O:1O1S:2O1S,1O,,1L:1L,2,0.06000600060006
255,3,4,0,1,1,:1O:1O,:::1O,,,1L,2,0.06000600060006
256,6,2,0,1,1,:::1O:1O:1O,:1O1S,,,1L,2,0.06000600060006
257,2,5,0,1,1,:1O,::1O:1O:3O1S,,,1L,2,0.06000600060006
258,3,4,0,1,2,1O:1O:1O,1O:1O1S:2O1S:2O1S,,,1L:1L,2,0.06000600060006
259,2,5,1,1,1,:,::1O:1O:2O1S,,,1L,2,0.06000600060006
260,3,4,1,1,1,:1O:2O,:1O:2O1S:2O1S,1O,,1L,2,0.06000600060006
261,3,4,0,1,1,1O:1O:1O,:::1O1S,,,1L,2,0.06000600060006
262,2,5,0,1,1,:1O,:1O:1O:1O:2O1S,,,1L,2,0.06000600060006
263,4,3,1,1,1,::1O:1O,::1O,,,1L,2,0.06000600060006
264,6,1,1,1,1,::1O:1O:1O:1O,1O,,,1L,2,0.06000600060006
265,4,3,0,1,1,::1O:1O,:1O:1O1S,,,1L,2,0.06000600060006
266,3,4,1,1,1,::1O,:1O:1O1S:2O1S,,,1L,2,0.06000600060006
267,2,5,1,1,1,1O:1O,::1O:1O:2O1S,1O,,1L,2,0.06000600060006
268,3,4,0,1,0,::1O,:::2O1S,,,,2,0.06000600060006
269,4,3,1,1,1,::1O:1O,:1O1S:2O1S,1O,,1L,2,0.06000600060006
270,2,5,0,1,1,:1O,::1O:1O:1O1S,,,1L,2,0.06000600060006
271,4,3,0,1,1,::1O:1O,1O:1O:2O1S,,,1L,2,0.06000600060006
272,1,4,0,1,1,1O,1O:1O:2O1S:2O1S,,,1L,2,0.06000600060006
273,2,5,0,1,2,1O:2O,1O:1O:1O:1O1S:3O1S,,,1L:1L,2,0.06000600060006
274,3,4,0,1,0,::,::1O:2O1S,,,,2,0.06000600060006
275,6,2,0,1,1,::1O:1O:1O:1O,:1O1S,,,1L,2,0.06000600060006
276,4,3,0,1,1,::1O:1O,1O:1O:1O1S,,,1L,2,0.06000600060006
277,4,3,0,1,1,::1O:1O,1O:1O:1O,,,1L,2,0.06000600060006
278,4,3,1,1,1,:::1O,:1O:1O,,,1L,2,0.06000600060006
279,4,3,0,1,1,::1O:1O,1O:1O1S:2O1S,,,1L,2,0.06000600060006
280,2,5,0,1,1,:,:1O:1O1S:1O1S:2O1S,,,1L,2,0.06000600060006
281,4,3,0,1,1,::1O:1O,1O1S:1O1S:2O1S,,,1L,2,0.06000600060006
282,4,3,0,1,1,:1O:1O:2O,::2O1S,,,1L,2,0.06000600060006
283,1,4,1,1,1,1O,:1O:2O1S:2O1S,,,1L,2,0.06000600060006
284,3,4,0,1,1,:1O:1O,1O:1O:1O:2O1S,,,1L,2,0.06000600060006
285,2,5,0,1,1,:1O,::1O:1O:2O1S,,,1L,2,0.06000600060006
286,2,5,1,1,2,1O:1O,:1O:1O:1O1S:2O1S,1O,,1L:1L,2,0.06000600060006
287,3,4,0,1,1,:1O:1O,::1O1S:2O1S,,,1L,2,0.06000600060006
288,5,4,0,1,1,::::1O,::1O:1O1S,,,1L,2,0.06000600060006
289,1,5,0,1,1,,:1O:1O1S:2O1S:3O1S,,,1L,2,0.06000600060006
290,2,5,0,1,1,:1O,:::1O:1O1S,,,1L,2,0.06000600060006
291,4,3,1,1,1,:1O:1O:1O,:1O:1O1S,,,1L,2,0.06000600060006
292,2,5,0,1,2,:1O,:1O:1O:1O:2O1S,,,1L:1L,2,0.06000600060006
293,2,5,1,1,2,:1O,1O:1O:1O1S:2O1S:2O1S,,,1L:1L,2,0.06000600060006
294,1,5,0,1,1,,::1O1S:1O1S:2O1S,,,1L,2,0.06000600060006
