,num_dol,num_epe,num_tfsi,num_ps,num_li,atoms_dol,atoms_epe,atoms_tfsi,atoms_ps,atoms_li,count,%
0,4,0,2,1,2,1O:1O:1O:1O,,1O:1O,,1L:1L,51,1.53015301530153
1,5,0,1,1,2,1O:1O:1O:1O:1O,,1O,,1L:1L,41,1.23012301230123
2,4,0,2,1,2,1O:1O:1O:1O,,1O:2O,,1L:1L,30,0.9000900090009001
3,5,0,2,1,2,:1O:1O:1O:1O,,1O:1O,,1L:1L,29,0.8700870087008701
4,4,1,2,1,2,1O:1O:1O:1O,,1O:1O,,1L:1L,28,0.8400840084008401
5,5,1,1,1,2,1O:1O:1O:1O:1O,,1O,,1L:1L,27,0.8100810081008101
6,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:1O,,1L:1L,26,0.7800780078007801
7,6,0,1,1,2,:1O:1O:1O:1O:1O,,1O,,1L:1L,24,0.7200720072007201
8,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,1O,,1L:1L,23,0.6900690069006901
9,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:1O,,1L:1L,20,0.6000600060006
10,4,0,3,1,2,:1O:1O:1O,,1O:1O:1O,,1L:1L,20,0.6000600060006
11,5,0,1,1,2,1O:1O:1O:1O:1O,,2O,,1L:1L,19,0.57005700570057
12,4,0,1,1,2,1O:1O:1O:1O,,1O,,1L:1L,19,0.57005700570057
13,4,0,2,1,2,:1O:1O:1O,,1O:1O,,1L:1L,17,0.51005100510051
14,3,0,2,1,2,1O:1O:1O,,1O:1O,,1L:1L,17,0.51005100510051
15,5,0,2,1,2,:1O:1O:1O:1O,,1O:2O,,1L:1L,17,0.51005100510051
16,4,0,2,2,2,:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,17,0.51005100510051
17,4,1,2,1,2,1O:1O:1O:1O,,1O:2O,,1L:1L,16,0.48004800480048
18,6,0,0,1,2,1O:1O:1O:1O:1O:1O,,,,1L:1L,16,0.48004800480048
19,4,0,1,1,2,1O:1O:1O:1O,,2O,,1L:1L,16,0.48004800480048
20,5,1,0,1,1,::1O:1O:1O,,,,1L,14,0.42004200420042
21,5,0,1,1,2,:1O:1O:1O:1O,,1O,,1L:1L,14,0.42004200420042
22,4,0,1,2,2,1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,14,0.42004200420042
23,3,1,1,1,2,1O:1O:1O,1O,1O,,1L:1L,12,0.36003600360036
24,6,0,0,1,2,1O:1O:1O:1O:1O:2O,,,,1L:1L,12,0.36003600360036
25,5,0,1,1,2,:1O:1O:1O:1O,,2O,,1L:1L,12,0.36003600360036
26,4,0,2,2,2,1O:1O:1O:1O,,:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,11,0.33003300330033
27,5,0,1,2,2,:1O:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,11,0.33003300330033
28,4,0,1,2,2,1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,11,0.33003300330033
29,3,3,0,1,1,::1O,::1O,,,1L,11,0.33003300330033
30,5,0,1,1,2,1O:1O:1O:1O:2O,,1O,,1L:1L,11,0.33003300330033
31,4,2,0,1,1,::1O:1O,:1O,,,1L,10,0.3000300030003
32,4,1,1,1,2,1O:1O:1O:1O,1O,1O,,1L:1L,10,0.3000300030003
33,4,0,2,1,2,1O:1O:1O:1O,,:1O,,1L:1L,10,0.3000300030003
34,3,1,3,1,2,1O:1O:1O,,1O:1O:1O,,1L:1L,10,0.3000300030003
35,3,1,2,1,2,1O:1O:1O,1O,1O:1O,,1L:1L,10,0.3000300030003
36,7,0,0,1,2,:1O:1O:1O:1O:1O:1O,,,,1L:1L,10,0.3000300030003
37,3,0,3,1,2,1O:1O:1O,,1O:1O:1O,,1L:1L,10,0.3000300030003
38,3,1,1,2,2,:1O:1O,1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,10,0.3000300030003
39,4,0,2,1,2,:1O:1O:1O,,1O:2O,,1L:1L,9,0.27002700270027
40,4,0,2,1,2,1O:1O:1O:2O,,1O:1O,,1L:1L,9,0.27002700270027
41,4,2,0,1,1,:1O:1O:1O,:,,,1L,9,0.27002700270027
42,6,0,0,1,1,:::1O:1O:1O,,,,1L,9,0.27002700270027
43,5,1,1,1,2,1O:1O:1O:1O:1O,,2O,,1L:1L,9,0.27002700270027
44,4,1,2,1,2,1O:1O:1O:2O,,1O:1O,,1L:1L,8,0.24002400240024
45,6,0,0,1,2,:1O:1O:1O:1O:2O,,,,1L:1L,8,0.24002400240024
46,3,1,1,1,2,1O:1O:1O,1O,2O,,1L:1L,8,0.24002400240024
47,4,0,2,1,2,1O:1O:1O:1O,,1O:2O1S,,1L:1L,8,0.24002400240024
48,4,1,1,1,2,1O:1O:1O:1O,,1O,,1L:1L,8,0.24002400240024
49,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,8,0.24002400240024
50,5,0,0,2,2,1O:1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,8,0.24002400240024
51,7,0,0,1,2,:1O:1O:1O:1O:1O:2O,,,,1L:1L,8,0.24002400240024
52,4,1,0,1,1,:1O:1O:1O,,,,1L,8,0.24002400240024
53,5,1,1,1,2,1O:1O:1O:1O:2O,,1O,,1L:1L,7,0.21002100210021
54,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:2O,,1L:1L,7,0.21002100210021
55,5,0,2,1,2,1O:1O:1O:1O:1O,,:1O,,1L:1L,7,0.21002100210021
56,5,0,1,1,2,1O:1O:1O:1O:1O,,2O1S,,1L:1L,7,0.21002100210021
57,3,0,3,1,2,1O:1O:1O,,1O:1O:2O,,1L:1L,7,0.21002100210021
58,6,1,0,1,1,::1O:1O:1O:1O,,,,1L,7,0.21002100210021
59,3,1,2,1,2,1O:1O:1O,,1O:2O,,1L:1L,7,0.21002100210021
60,3,0,2,2,2,1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,7,0.21002100210021
61,3,0,2,1,2,1O:1O:1O,,1N2O2S:1O,,1L:1L,7,0.21002100210021
62,5,1,2,1,2,1O:1O:1O:1O:1O,,1O:1O,,1L:1L,7,0.21002100210021
63,3,0,4,1,2,1O:1O:1O,,:1O:1O:1O,,1L:1L,7,0.21002100210021
64,3,2,1,1,2,1O:1O:1O,:1O,2O,,1L:1L,7,0.21002100210021
65,4,0,1,2,2,1O:1O:1O:1O,,1O,::1S:1S:2S:2S:2S:2S,1L:1L,7,0.21002100210021
66,5,0,0,1,2,1O:1O:1O:1O:1O,,,,1L:1L,7,0.21002100210021
67,3,0,2,1,2,:1O:1O,,1O:2O,,1L:1L,7,0.21002100210021
68,4,0,1,2,2,1O:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,7,0.21002100210021
69,7,0,0,1,1,::::1O:1O:1O,,,,1L,7,0.21002100210021
70,4,1,1,1,2,:1O:1O:1O,1O,1O,,1L:1L,7,0.21002100210021
71,4,0,3,1,2,1O:1O:1O:1O,,:1O:1O,,1L:1L,7,0.21002100210021
72,4,1,3,1,2,:1O:1O:1O,,1O:1O:1O,,1L:1L,6,0.18001800180018
73,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:2O,,1L:1L,6,0.18001800180018
74,4,0,1,1,2,1O:1O:1O:1O,,2O1S,,1L:1L,6,0.18001800180018
75,6,0,0,1,2,:1O:1O:1O:1O:1O,,,,1L:1L,6,0.18001800180018
76,4,0,1,3,2,:1O:1O:1O,,1O,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,6,0.18001800180018
77,3,0,3,1,2,1O:1O:1O,,1O:1O:2O1S,,1L:1L,6,0.18001800180018
78,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,6,0.18001800180018
79,7,0,1,1,2,::1O:1O:1O:1O:1O,,1O,,1L:1L,6,0.18001800180018
80,5,1,0,1,1,:1O:1O:1O:1O,,,,1L,6,0.18001800180018
81,4,0,2,1,2,1O:1O:1O:2O,,1O:2O,,1L:1L,6,0.18001800180018
82,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1O,,1L:1L,6,0.18001800180018
83,3,1,0,3,2,:1O:1O,1O,,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,6,0.18001800180018
84,4,1,1,1,2,1O:1O:1O:1O,,2O,,1L:1L,6,0.18001800180018
85,5,1,2,1,2,:1O:1O:1O:1O,,1O:1O,,1L:1L,6,0.18001800180018
86,4,1,1,2,2,1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,5,0.15001500150015
87,4,2,1,1,1,::1O:1O,:,1O,,1L,5,0.15001500150015
88,6,0,1,1,2,::1O:1O:1O:1O,,2O,,1L:1L,5,0.15001500150015
89,6,0,1,1,2,::1O:1O:1O:1O,,1O,,1L:1L,5,0.15001500150015
90,3,1,1,1,2,1O:1O:1O,1O,3O1S,,1L:1L,5,0.15001500150015
91,6,0,1,1,2,:1O:1O:1O:1O:2O,,1O,,1L:1L,5,0.15001500150015
92,6,1,0,1,1,:::1O:1O:1O,,,,1L,5,0.15001500150015
93,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:1O,,1L:1L,5,0.15001500150015
94,5,0,1,1,1,::1O:1O:1O,,1O,,1L,5,0.15001500150015
95,4,1,3,1,2,1O:1O:1O:1O,,1O:1O:1O,,1L:1L,5,0.15001500150015
96,4,3,0,1,1,:1O:1O:1O,::,,,1L,5,0.15001500150015
97,4,2,0,1,1,:::1O,:1O,,,1L,5,0.15001500150015
98,3,0,2,1,2,1O:1O:1O,,1O:2O,,1L:1L,5,0.15001500150015
99,5,1,0,1,1,:::1O:1O,,,,1L,5,0.15001500150015
100,3,0,2,1,2,1O:1O:1O,,1O:2O1S,,1L:1L,5,0.15001500150015
101,3,2,0,1,1,::1O,:1O,,,1L,5,0.15001500150015
102,4,1,1,1,2,:1O:1O:1O,1O,3O1S,,1L:1L,5,0.15001500150015
103,5,1,0,1,2,1O:1O:1O:1O:1O,,,,1L:1L,5,0.15001500150015
104,5,0,0,2,2,1O:1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L:1L,5,0.15001500150015
105,5,1,1,1,1,::1O:1O:1O,,1O,,1L,5,0.15001500150015
106,5,0,2,2,2,:1O:1O:1O:1O,,:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,5,0.15001500150015
107,4,0,1,1,2,1O:1O:1O:2O,,2O,,1L:1L,5,0.15001500150015
108,3,1,2,1,2,1O:1O:1O,1O,1O:2O1S,,1L:1L,5,0.15001500150015
109,4,1,1,1,1,::1O:1O,,1O,,1L,5,0.15001500150015
110,4,0,2,2,2,:1O:1O:1O,,1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,5,0.15001500150015
111,4,0,2,2,2,:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,5,0.15001500150015
112,2,1,2,1,2,1O:1O,1O,1O:2O,,1L:1L,5,0.15001500150015
113,4,0,2,2,2,1O:1O:1O:1O,,:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,5,0.15001500150015
114,5,0,0,1,1,::1O:1O:1O,,,,1L,5,0.15001500150015
115,4,0,1,1,2,:1O:1O:1O,,1O,,1L:1L,5,0.15001500150015
116,4,0,3,1,2,:1O:1O:1O,,1O:1O:2O,,1L:1L,5,0.15001500150015
117,4,0,1,1,2,:1O:1O:1O,,2O1S,,1L:1L,5,0.15001500150015
118,5,1,0,1,2,1O:1O:1O:1O:1O,1O,,,1L:1L,4,0.12001200120012
119,4,0,1,2,2,1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,4,0.12001200120012
120,4,0,0,2,2,1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,4,0.12001200120012
121,5,1,1,1,2,:1O:1O:1O:1O,,1O,,1L:1L,4,0.12001200120012
122,4,1,1,1,2,:1O:1O:1O,1O,2O,,1L:1L,4,0.12001200120012
123,2,2,2,1,1,:1O,:,1O:1O,,1L,4,0.12001200120012
124,4,1,1,1,2,1O:1O:1O:1O,1O,2O,,1L:1L,4,0.12001200120012
125,5,1,0,2,2,1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,4,0.12001200120012
126,3,0,2,2,2,1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,4,0.12001200120012
127,5,0,2,1,2,::1O:1O:1O,,1O:2O,,1L:1L,4,0.12001200120012
128,4,1,1,2,2,1O:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,4,0.12001200120012
129,4,1,0,1,2,:1O:1O:1O,1O,,,1L:1L,4,0.12001200120012
130,3,2,1,1,2,1O:1O:1O,:1O,1N3O2S,,1L:1L,4,0.12001200120012
131,5,0,0,1,2,1O:1O:1O:1O:2O,,,,1L:1L,4,0.12001200120012
132,5,0,1,1,2,1O:1O:1O:1O:2O,,2O,,1L:1L,4,0.12001200120012
133,2,2,2,1,2,1O:1O,:1O,1O:3O1S,,1L:1L,4,0.12001200120012
134,1,2,2,1,2,1O,1O:1O,1O:1O,,1L:1L,4,0.12001200120012
135,5,0,1,1,2,:1O:1O:1O:2O,,2O,,1L:1L,4,0.12001200120012
136,1,2,2,1,2,1O,1O:1O,1O:2O,,1L:1L,4,0.12001200120012
137,5,1,1,1,2,1O:1O:1O:1O:1O,,2O1S,,1L:1L,4,0.12001200120012
138,3,2,2,1,1,::1O,:,1O:1O,,1L,4,0.12001200120012
139,3,1,1,2,2,:1O:2O,1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,4,0.12001200120012
140,3,2,2,1,2,1O:1O:1O,:1O,1O:1O,,1L:1L,4,0.12001200120012
141,3,3,0,1,1,:1O:1O,::,,,1L,4,0.12001200120012
142,6,0,0,1,2,1O:1O:1O:1O:2O:2O,,,,1L:1L,4,0.12001200120012
143,4,0,1,2,2,:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,4,0.12001200120012
144,4,0,2,1,2,1O:1O:1O:1O,,1N1O:1O,,1L:1L,4,0.12001200120012
145,3,2,0,1,1,:1O:1O,:,,,1L,4,0.12001200120012
146,5,0,1,1,2,:1O:1O:1O:1O,,3O1S,,1L:1L,4,0.12001200120012
147,4,0,2,1,2,:1O:1O:2O,,1O:2O,,1L:1L,4,0.12001200120012
148,4,1,1,2,2,1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,4,0.12001200120012
149,5,1,1,2,2,:1O:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,4,0.12001200120012
150,4,0,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,4,0.12001200120012
151,2,1,0,3,2,1O:1O,1O,,:::1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,4,0.12001200120012
152,6,0,1,1,2,:1O:1O:1O:1O:1O,,2O,,1L:1L,4,0.12001200120012
153,2,1,3,1,2,1O:1O,1O,1O:1O:1O,,1L:1L,4,0.12001200120012
154,3,1,3,1,2,1O:1O:1O,,1O:1O:2O1S,,1L:1L,4,0.12001200120012
155,6,1,1,1,2,:1O:1O:1O:1O:1O,,1O,,1L:1L,4,0.12001200120012
156,7,0,1,1,2,::1O:1O:1O:1O:1O,,2O,,1L:1L,4,0.12001200120012
157,5,2,0,1,1,:::1O:1O,:,,,1L,4,0.12001200120012
158,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,4,0.12001200120012
159,4,0,2,2,2,:1O:1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,4,0.12001200120012
160,4,0,2,2,2,:1O:1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,4,0.12001200120012
161,3,0,4,1,2,1O:1O:1O,,:1O:1O:2O,,1L:1L,4,0.12001200120012
162,4,0,2,1,2,1O:1O:1O:1O,,:2O,,1L:1L,4,0.12001200120012
163,5,0,2,2,2,::1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,4,0.12001200120012
164,4,0,1,1,2,1O:1O:1O:2O,,1O,,1L:1L,4,0.12001200120012
165,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,,,1L:1L,4,0.12001200120012
166,5,0,1,1,2,:1O:1O:1O:1O,,2O1S,,1L:1L,4,0.12001200120012
167,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,4,0.12001200120012
168,4,0,3,1,2,1O:1O:1O:1O,,:1O:2O,,1L:1L,4,0.12001200120012
169,4,1,2,1,2,1O:1O:1O:1O,,1O:2O1S,,1L:1L,4,0.12001200120012
170,3,1,2,1,2,:1O:1O,1O,1O:2O,,1L:1L,4,0.12001200120012
171,4,1,0,1,1,:1O:1O:1O,1O,,,1L,3,0.09000900090009
172,4,0,1,1,2,1O:1O:1O:1O,,3O1S,,1L:1L,3,0.09000900090009
173,5,1,1,2,2,::1O:1O:1O,1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
174,4,0,3,2,2,:1O:1O:1O,,:1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
175,4,0,4,1,2,:1O:1O:1O,,:1O:1O:1O,,1L:1L,3,0.09000900090009
176,5,0,2,1,2,:1O:1O:1O:1O,,1O:2O1S,,1L:1L,3,0.09000900090009
177,4,1,1,1,2,1O:1O:1O:2O,,1O,,1L:1L,3,0.09000900090009
178,5,0,1,1,2,1O:1O:1O:1O:1O,,1N1O,,1L:1L,3,0.09000900090009
179,5,1,1,1,2,1O:1O:1O:1O:2O,,2O,,1L:1L,3,0.09000900090009
180,2,0,2,1,2,1O:1O,,1O:1O,,1L:1L,3,0.09000900090009
181,1,4,0,1,1,1O,:::1O,,,1L,3,0.09000900090009
182,5,1,1,1,2,:1O:1O:1O:1O,1O,1O,,1L:1L,3,0.09000900090009
183,5,1,1,1,2,:1O:1O:1O:1O,,2O,,1L:1L,3,0.09000900090009
184,7,0,0,1,2,1O:1O:1O:1O:1O:1O:1O,,,,1L:1L,3,0.09000900090009
185,5,0,1,1,1,:::1O:1O,,1O,,1L,3,0.09000900090009
186,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
187,5,0,1,1,2,:1O:1O:1O:2O,,1O,,1L:1L,3,0.09000900090009
188,3,0,4,1,2,1O:1O:1O,,:1O:1O:2O1S,,1L:1L,3,0.09000900090009
189,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,3,0.09000900090009
190,5,0,1,2,2,:1O:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
191,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:2O,,1L:1L,3,0.09000900090009
192,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
193,3,1,2,2,2,1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
194,3,1,0,3,2,:1O:1O,1O,,:::1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
195,3,1,0,3,2,:1O:1O,1O,,:::1S:1S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
196,5,0,1,2,2,::1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
197,3,1,2,1,2,:1O:1O,,1O:2O,,1L:1L,3,0.09000900090009
198,3,1,2,1,2,1O:1O:2O,1O,1O:2O,,1L:1L,3,0.09000900090009
199,3,1,1,1,1,::1O,,2O,,1L,3,0.09000900090009
200,3,1,2,1,2,1O:1O:1O,1O,:1O,,1L:1L,3,0.09000900090009
201,3,1,2,1,2,1O:1O:1O,1O,1O:2O,,1L:1L,3,0.09000900090009
202,3,1,1,1,2,1O:1O:1O,,1O,,1L:1L,3,0.09000900090009
203,3,1,1,1,2,1O:1O:1O,1O,1N3O2S,,1L:1L,3,0.09000900090009
204,3,1,2,1,2,1O:1O:1O,,1O:1O,,1L:1L,3,0.09000900090009
205,3,1,2,1,2,1O:1O:1O,,1N2O2S:1O,,1L:1L,3,0.09000900090009
206,3,3,0,1,1,:1O:1O,::1O,,,1L,3,0.09000900090009
207,3,2,0,1,1,1O:1O:1O,:,,,1L,3,0.09000900090009
208,5,0,1,1,2,::1O:1O:1O,,1O,,1L:1L,3,0.09000900090009
209,3,2,1,2,2,:1O:1O,:1O,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
210,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,3,0.09000900090009
211,3,2,1,1,2,1O:1O:1O,:1O,1O,,1L:1L,3,0.09000900090009
212,5,0,1,2,2,1O:1O:1O:1O:1O,,2O,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
213,4,1,1,1,1,:1O:1O:1O,,1O,,1L,3,0.09000900090009
214,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
215,3,0,3,1,2,1O:1O:1O,,:1O:1O,,1L:1L,3,0.09000900090009
216,3,2,1,1,1,1O:1O:1O,:,1O,,1L,3,0.09000900090009
217,5,1,0,1,2,1O:1O:1O:1O:2O,,,,1L:1L,3,0.09000900090009
218,3,0,3,1,2,1O:1O:2O,,1O:1O:1O,,1L:1L,3,0.09000900090009
219,5,1,2,1,2,:1O:1O:1O:1O,,1O:2O,,1L:1L,3,0.09000900090009
220,3,2,0,1,1,::1O,:,,,1L,3,0.09000900090009
221,4,1,0,2,2,1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
222,3,2,0,1,1,:1O:1O,:1O,,,1L,3,0.09000900090009
223,3,2,1,1,1,:1O:1O,:,1O,,1L,3,0.09000900090009
224,7,0,0,1,1,:::1O:1O:1O:1O,,,,1L,3,0.09000900090009
225,4,0,2,1,2,:1O:1O:1O,,2O:2O,,1L:1L,3,0.09000900090009
226,6,1,0,1,2,:1O:1O:1O:1O:1O,,,,1L:1L,3,0.09000900090009
227,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
228,6,0,0,2,2,:1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
229,6,0,2,1,2,::1O:1O:1O:1O,,1O:1O,,1L:1L,3,0.09000900090009
230,2,1,2,1,2,1O:1O,1O,1O:2O1S,,1L:1L,3,0.09000900090009
231,5,0,0,2,2,1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
232,4,1,2,1,2,:1O:1O:1O,1O,1O:2O,,1L:1L,3,0.09000900090009
233,4,0,1,2,2,1O:1O:1O:1O,,2O,::1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
234,5,0,0,1,2,:1O:1O:1O:2O,,,,1L:1L,3,0.09000900090009
235,6,1,0,1,2,1O:1O:1O:1O:1O:1O,,,,1L:1L,3,0.09000900090009
236,5,2,1,1,2,1O:1O:1O:1O:1O,:,1O,,1L:1L,3,0.09000900090009
237,2,3,2,1,2,1O:1O,::1O,1O:2O,,1L:1L,3,0.09000900090009
238,5,0,0,1,1,:1O:1O:1O:1O,,,,1L,3,0.09000900090009
239,5,0,0,1,2,:1O:1O:1O:1O,,,,1L:1L,3,0.09000900090009
240,4,2,1,1,1,:1O:1O:1O,:,1O,,1L,3,0.09000900090009
241,4,0,3,1,2,:1O:1O:2O,,1O:1O:1O,,1L:1L,3,0.09000900090009
242,5,0,0,1,1,:::1O:1O,,,,1L,3,0.09000900090009
243,2,3,0,1,1,:1O,::1O,,,1L,3,0.09000900090009
244,2,2,2,1,2,1O:1O,:1O,1O:1O1S,,1L:1L,3,0.09000900090009
245,2,2,2,1,2,1O:1O,:1O,1O:2O,,1L:1L,3,0.09000900090009
246,4,0,2,1,2,:1O:1O:1O,,1N2O2S:1O,,1L:1L,3,0.09000900090009
247,6,0,1,1,1,::::1O:1O,,1O,,1L,3,0.09000900090009
248,4,0,2,2,2,1O:1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
249,4,0,2,2,2,:1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
250,5,2,0,1,1,:::1O:1O,:1O,,,1L,3,0.09000900090009
251,3,0,1,1,2,1O:1O:1O,,1O,,1L:1L,3,0.09000900090009
252,3,1,1,2,2,1O:1O:1O,1O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
253,4,0,2,1,2,1O:1O:1O:2O,,1N1O:1O,,1L:1L,3,0.09000900090009
254,2,2,1,1,2,1O:1O,:1O,2O,,1L:1L,3,0.09000900090009
255,6,0,1,1,1,:::1O:1O:1O,,1O,,1L,3,0.09000900090009
256,4,0,2,1,2,1O:1O:1O:1O,,1O:1O1S,,1L:1L,3,0.09000900090009
257,6,1,1,1,1,::::1O:1O,,1O,,1L,3,0.09000900090009
258,4,0,2,1,2,1O:1O:1O:2O,,1O:2O1S,,1L:1L,3,0.09000900090009
259,4,1,2,1,2,:1O:1O:1O,1O,1O:2O1S,,1L:1L,3,0.09000900090009
260,4,1,2,2,2,:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
261,4,0,1,2,2,1O:1O:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
262,4,0,2,1,1,:::1O,,1O:2O1S,,1L,3,0.09000900090009
263,6,2,0,1,1,:::1O:1O:1O,:,,,1L,3,0.09000900090009
264,4,1,2,2,2,:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,3,0.09000900090009
265,2,2,3,1,2,1O:1O,:1O,1O:1O:1O,,1L:1L,3,0.09000900090009
266,4,1,2,1,2,:1O:1O:1O,,1O:1O,,1L:1L,3,0.09000900090009
267,4,0,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,3,0.09000900090009
268,6,2,0,1,1,::1O:1O:1O:1O,:,,,1L,3,0.09000900090009
269,2,3,0,1,1,1O:1O,::1O,,,1L,3,0.09000900090009
270,4,1,1,2,2,1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
271,5,0,1,2,2,:1O:1O:1O:1O,,3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
272,4,1,2,1,2,:1O:1O:1O,1O,:2O,,1L:1L,2,0.06000600060006
273,3,1,2,2,2,1O:1O:1O,,1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
