,num_dol,num_epe,num_tfsi,num_ps,num_li,atoms_dol,atoms_epe,atoms_tfsi,atoms_ps,atoms_li,count,%
1611,4,0,1,2,2,1O:1O:1O:1O,,2O1S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1612,4,0,1,2,2,1O:1O:1O:2O,,1O,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1613,4,0,1,2,2,1O:1O:1O:2O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1614,4,0,1,2,2,1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1615,4,0,1,2,2,1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1616,4,0,1,2,2,1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1617,4,0,1,2,2,1O:1O:1O:1O,,3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1618,4,0,1,2,2,1O:1O:1O:1O,,2O1S,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1619,4,0,1,2,2,1O:1O:1O:1O,,2O1S,3S:4S:4S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1620,4,0,1,2,2,1O:1O:1O:1O,,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1621,4,0,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1622,4,0,1,2,2,1O:1O:1O:1O,,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1623,4,0,1,2,2,1O:1O:1O:1O,,2O,:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1624,4,0,1,2,2,1O:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1625,4,0,1,2,2,1O:1O:1O:1O,,1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1626,4,0,1,2,2,1O:1O:1O:1O,,1O,::1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1627,4,0,1,2,2,1O:1O:1O:1O,,1O,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1628,4,0,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1629,4,0,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1630,4,0,1,1,2,:1O:1O:1O,,1N2O2S,,1L:1L,1,0.03000300030003
1631,4,0,1,1,2,1O:1O:2O:2O,,2O,,1L:1L,1,0.03000300030003
1632,4,0,1,1,2,1O:1O:1O:1O,,3O2S,,1L:1L,1,0.03000300030003
1633,4,0,0,2,1,:1O:1O:1O,,,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
1634,4,0,0,2,2,1O:1O:1O:1O,,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1635,4,0,0,2,2,1O:1O:1O:1O,,,2S:2S:2S:2S:2S:3S:3S:4S,1L:1L,1,0.03000300030003
1636,4,0,0,2,2,1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1637,4,0,0,2,2,1O:1O:1O:1O,,,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1638,4,0,0,2,2,1O:1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1639,4,0,0,2,2,1O:1O:1O:1O,,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1640,4,0,0,2,1,::1O:1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1641,4,0,0,2,1,::1O:1O,,,1S:1S:1S:2S:3S:4S:4S:4S,1L,1,0.03000300030003
1642,4,0,0,1,2,1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
1643,4,0,1,1,2,1O:1O:1O:1O,,3O,,1L:1L,1,0.03000300030003
1644,4,0,0,1,1,::1O:2O,,,,1L,1,0.03000300030003
1645,4,0,0,1,1,:1O:1O:1O,,,,1L,1,0.03000300030003
1646,4,0,0,1,1,1O:1O:1O:1O,,,,1L,1,0.03000300030003
1647,3,4,0,1,1,:1O:1O,:::1O,,,1L,1,0.03000300030003
1648,3,3,2,1,1,::,::1O,:2O,,1L,1,0.03000300030003
1649,3,3,1,1,1,:1O:1O,::,,,1L,1,0.03000300030003
1650,3,3,1,1,1,1O:1O:1O,::,2O,,1L,1,0.03000300030003
1651,3,3,0,2,2,1O:1O:1O,::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1652,4,0,0,2,2,1O:1O:1O:1O,,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1653,4,0,0,2,2,1O:1O:1O:1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1654,4,0,0,2,2,1O:1O:1O:1O,,,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1655,4,0,0,2,2,1O:1O:1O:2O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1656,4,0,1,1,2,1O:1O:1O:1O,,2O2S,,1L:1L,1,0.03000300030003
1657,4,0,1,1,2,1O:1O:1O:1O,,1N2O1S,,1L:1L,1,0.03000300030003
1658,4,0,1,1,2,1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
1659,4,0,1,1,1,:::1O,,3O1S,,1L,1,0.03000300030003
1660,4,0,1,1,1,:::1O,,2O,,1L,1,0.03000300030003
1661,4,0,1,1,1,::1O:1O,,2O1S,,1L,1,0.03000300030003
1662,4,0,1,1,1,::1O:1O,,2O,,1L,1,0.03000300030003
1663,4,0,1,1,1,::1O:1O,,1O,,1L,1,0.03000300030003
1664,4,0,1,1,1,::1O:1O,,,,1L,1,0.03000300030003
1665,4,0,0,3,2,:1O:1O:1O,,,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1666,4,0,0,3,2,1O:1O:1O:1O,,,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1667,4,0,0,3,2,1O:1O:1O:1O,,,:::1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1668,4,0,0,3,2,1O:1O:1O:1O,,,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1669,4,0,0,2,3,1O:1O:1O:2O,,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
1670,4,0,0,2,2,:1O:1O:1O,,,1S:2S:3S:4S:5S:5S:5S:6S,1L:1L,1,0.03000300030003
1671,4,0,0,2,2,:1O:1O:1O,,,1S:2S:3S:3S:4S:4S:4S:5S,1L:1L,1,0.03000300030003
1672,4,0,0,2,2,1O:1O:1O:2O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1673,8,0,0,1,2,::1O:1O:1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
