,num_dol,num_tmp,num_tfsi,num_ps,num_li,atoms_dol,atoms_tmp,atoms_tfsi,atoms_ps,atoms_li,count,%
336,6,3,0,1,1,:::1O:1O:2O,::1O,,,1L,2,0.06000600060006
337,6,3,0,1,1,:::1O:1O:2O,:2O:3O,,,1L,2,0.06000600060006
338,7,3,1,1,1,::::1O:1O:1O,:1O:1O,,,1L,2,0.06000600060006
339,7,3,1,1,1,::::1O:1O:1O,:1O:1O,1O,,1L,2,0.06000600060006
340,6,3,0,1,1,:::1O:1O:1O,::1O,,,1L,2,0.06000600060006
341,6,3,0,1,1,::1O:1O:1O:2O,::2O,,,1L,2,0.06000600060006
342,7,3,0,1,2,:1O:1O:1O:1O:1O:2O,1O:1O:2O,,,1L:1L,2,0.06000600060006
343,6,3,0,1,1,::1O:1O:1O:2O,::1O,,,1L,2,0.06000600060006
344,6,3,0,1,1,::1O:1O:1O:2O,:2O:2O,,,1L,2,0.06000600060006
345,6,3,0,1,1,::1O:1O:1O:2O,:1O:3O,,,1L,2,0.06000600060006
346,6,3,0,1,1,::1O:1O:1O:2O,:1O:1O,,,1L,2,0.06000600060006
347,7,3,1,1,1,:::::1O:1O,:1O:1O,,,1L,2,0.06000600060006
348,6,3,0,1,1,::1O:1O:1O:1O,::1O,,,1L,2,0.06000600060006
349,6,3,0,1,1,::1O:1O:1O:1O,1O:2O:2O,,,1L,2,0.06000600060006
350,7,3,1,1,1,:::::1O:1O,::1O,1O1S,,1L,2,0.06000600060006
351,6,3,0,1,1,:1O:1O:1O:1O:1O,:1O:2O,,,1L,2,0.06000600060006
352,7,3,1,1,2,::1O:1O:1O:1O:1O,1O:1O:1O,1O,,1L:1L,2,0.06000600060006
353,6,2,2,1,1,::::1O:1O,:1O,:1O,,1L,2,0.06000600060006
354,7,3,2,1,1,:::::1O:1O,::1O,:1O,,1L,2,0.06000600060006
355,7,4,0,1,1,::1O:1O:1O:1O:1O,:1O:1O:1O,,,1L,2,0.06000600060006
356,7,4,0,1,1,::1O:1O:1O:1O:2O,:1O:1O:2O,,,1L,2,0.06000600060006
357,7,3,0,1,2,:1O:1O:1O:1O:2O:2O,1O:1O:2O,,,1L:1L,2,0.06000600060006
358,7,3,0,1,2,:1O:1O:1O:1O:1O:1O,1O:1O:2O,,,1L:1L,2,0.06000600060006
359,6,3,2,1,1,::::1O:2O,::1O,:1O,,1L,2,0.06000600060006
360,6,3,1,1,1,:::1O:1O:1O,::2O,1O,,1L,2,0.06000600060006
361,6,3,2,1,1,::::1O:1O,::1O,:1O,,1L,2,0.06000600060006
362,7,2,0,2,1,::::1O:1O:1O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
363,6,3,1,1,2,:1O:1O:1O:1O:2O,1O:1O:2O,1O,,1L:1L,2,0.06000600060006
364,7,2,1,1,1,::::1O:1O:2O,:,1O,,1L,2,0.06000600060006
365,6,3,1,1,2,:1O:1O:1O:1O:1O,1O:1O:2O,1O,,1L:1L,2,0.06000600060006
366,6,3,1,1,2,1O:1O:1O:1O:1O:2O,1O:1O:2O,2O1S,,1L:1L,2,0.06000600060006
367,7,2,1,1,1,:::::1O:1O,:1O,1O,,1L,2,0.06000600060006
368,6,3,1,1,2,1O:1O:1O:1O:1O:1O,1O:1O:2O,1O,,1L:1L,2,0.06000600060006
369,6,3,1,1,1,::::1O:1O,::1O,2O1S,,1L,2,0.06000600060006
370,6,3,1,1,1,::::1O:1O,::1O,1O1S,,1L,2,0.06000600060006
371,7,3,0,1,1,::1O:1O:1O:1O:1O,1O:1O:1O,,,1L,2,0.06000600060006
372,6,3,1,1,1,:::1O:1O:2O,::1O,1O,,1L,2,0.06000600060006
373,7,3,0,1,1,::1O:1O:1O:1O:2O,:1O:1O,,,1L,2,0.06000600060006
374,7,3,0,1,1,::1O:1O:1O:1O:2O,::1O,,,1L,2,0.06000600060006
375,7,3,0,1,1,::1O:1O:1O:1O:2O,::2O,,,1L,2,0.06000600060006
376,7,3,0,1,1,::::1O:1O:2O,::2O,,,1L,2,0.06000600060006
377,7,3,0,1,1,::1O:1O:1O:2O:2O,:1O:3O,,,1L,2,0.06000600060006
378,6,3,1,1,1,:::1O:1O:1O,::1O,1O,,1L,2,0.06000600060006
379,6,3,1,1,1,:::1O:1O:1O,:1O:1O,2O1S,,1L,2,0.06000600060006
380,6,3,1,1,1,:::1O:1O:1O,:1O:1O,,,1L,2,0.06000600060006
381,7,3,0,1,1,:::1O:1O:1O:1O,::2O,,,1L,2,0.06000600060006
382,7,3,0,1,1,:::1O:1O:1O:2O,1O:1O:3O,,,1L,2,0.06000600060006
383,7,3,0,1,1,:::1O:1O:1O:2O,:2O:3O,,,1L,2,0.06000600060006
384,6,3,1,1,1,::1O:1O:1O:1O,:1O:2O,,,1L,2,0.06000600060006
385,6,3,1,1,1,::1O:1O:1O:1O,:1O:1O,1O,,1L,2,0.06000600060006
386,6,3,1,1,1,::1O:1O:1O:1O,1O:1O:1O,,,1L,2,0.06000600060006
387,7,3,0,1,1,::::1O:1O:1O,:1O:2O,,,1L,2,0.06000600060006
388,7,3,0,1,1,::::1O:1O:2O,1O:1O:2O,,,1L,2,0.06000600060006
389,6,3,0,2,2,::1O:1O:1O:1O,1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
390,7,3,0,1,1,::::1O:1O:2O,:1O:2O,,,1L,2,0.06000600060006
391,5,3,1,1,2,:1O:1O:1O:1O,:1O:1O,1O1S,,1L:1L,2,0.06000600060006
392,6,4,2,1,2,:1O:1O:1O:1O:2O,1O:1O:2O:2O,:1O,,1L:1L,2,0.06000600060006
393,8,6,0,1,1,:::::1O:1O:1O,::::1O:3O,,,1L,2,0.06000600060006
394,8,4,0,1,1,::::1O:1O:1O:2O,::2O:2O,,,1L,2,0.06000600060006
395,8,4,0,1,1,:::1O:1O:1O:1O:1O,::1O:1O,,,1L,2,0.06000600060006
396,8,5,0,1,1,:::1O:1O:1O:1O:1O,::1O:1O:1O,,,1L,2,0.06000600060006
397,5,3,0,1,1,::1O:1O:2O,:1O:2O,,,1L,2,0.06000600060006
398,8,4,0,1,1,:::1O:1O:1O:1O:2O,:::1O,,,1L,2,0.06000600060006
399,8,4,0,1,1,::::1O:1O:1O:1O,:1O:1O:1O,,,1L,2,0.06000600060006
400,8,4,0,1,1,::::1O:1O:1O:1O,:1O:1O:2O,,,1L,2,0.06000600060006
401,8,4,0,1,1,::::1O:1O:1O:1O,:::1O,,,1L,2,0.06000600060006
402,8,4,0,1,1,::::1O:1O:1O:2O,:1O:1O:2O,,,1L,2,0.06000600060006
403,8,4,0,1,1,::::1O:1O:1O:2O,::1O:2O,,,1L,2,0.06000600060006
404,8,3,0,1,1,:::1O:1O:1O:1O:1O,:1O:2O,,,1L,2,0.06000600060006
405,5,3,1,1,2,1O:1O:1O:1O:1O,1O:1O:1O,1O1S,,1L:1L,2,0.06000600060006
406,9,5,0,1,1,::::1O:1O:1O:1O:1O,:::1O:1O,,,1L,2,0.06000600060006
407,5,2,0,1,1,::1O:1O:1O,1O:1O,,,1L,2,0.06000600060006
408,5,3,0,1,1,:1O:1O:1O:2O,1O:2O:3O,,,1L,2,0.06000600060006
409,8,3,0,1,1,:::::1O:1O:2O,::1O,,,1L,2,0.06000600060006
410,9,5,0,1,1,::::::1O:1O:1O,::::1O,,,1L,2,0.06000600060006
411,8,5,1,1,1,:::::1O:1O:1O,:::1O:1O,1O,,1L,2,0.06000600060006
412,9,2,0,1,1,::::1O:1O:1O:1O:2O,:1O,,,1L,2,0.06000600060006
413,5,2,1,1,2,:1O:1O:1O:1O,1O:1O,,,1L:1L,2,0.06000600060006
414,5,2,0,1,1,:::1O:1O,:1O,,,1L,2,0.06000600060006
415,9,3,0,1,1,:::::1O:1O:1O:1O,:1O:1O,,,1L,2,0.06000600060006
416,8,4,0,1,1,:::1O:1O:1O:1O:1O,:1O:1O:2O,,,1L,2,0.06000600060006
417,5,3,0,1,1,::1O:1O:1O,:2O:3O,,,1L,2,0.06000600060006
418,8,5,0,1,1,::::1O:1O:1O:1O,::1O:1O:1O,,,1L,2,0.06000600060006
419,8,2,0,1,1,:::1O:1O:1O:1O:1O,:1O,,,1L,2,0.06000600060006
420,5,3,0,1,1,:1O:1O:1O:1O,:1O:2O,,,1L,2,0.06000600060006
421,9,3,0,1,1,::::::1O:1O:1O,:1O:2O,,,1L,2,0.06000600060006
422,5,3,0,1,1,:1O:1O:1O:2O,:2O:3O,,,1L,2,0.06000600060006
423,4,3,0,2,2,1O:1O:1O:1O,1O:1O:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
424,9,3,0,1,1,::::::1O:1O:1O,:1O:1O,,,1L,2,0.06000600060006
425,5,3,1,1,1,:1O:1O:1O:1O,:1O:2O,1O,,1L,2,0.06000600060006
426,8,1,0,1,1,::1O:1O:1O:1O:1O:1O,1O,,,1L,2,0.06000600060006
427,8,2,0,1,1,:::::1O:1O:1O,:2O,,,1L,2,0.06000600060006
428,5,1,0,1,1,::1O:1O:1O,1O,,,1L,2,0.06000600060006
429,8,5,0,1,1,:::::1O:1O:1O,::1O:1O:2O,,,1L,2,0.06000600060006
430,9,4,0,1,1,:::::1O:1O:1O:1O,::1O:1O,,,1L,2,0.06000600060006
431,5,1,1,1,2,1O:1O:1O:2O:2O,2O,1O1S,,1L:1L,2,0.06000600060006
432,8,5,0,1,1,::::1O:1O:1O:2O,:::1O:2O,,,1L,2,0.06000600060006
433,8,5,0,1,1,::::1O:1O:1O:2O,:::1O:1O,,,1L,2,0.06000600060006
434,8,5,0,1,1,::::1O:1O:1O:2O,::1O:1O:2O,,,1L,2,0.06000600060006
435,4,2,1,1,2,1O:1O:1O:1O,1O:2O,,,1L:1L,2,0.06000600060006
436,8,3,0,1,2,::1O:1O:1O:1O:1O:2O,1O:1O:3O,,,1L:1L,2,0.06000600060006
437,8,4,0,1,1,::1O:1O:1O:1O:1O:1O,:1O:1O:1O,,,1L,2,0.06000600060006
438,8,4,0,1,1,:::::1O:1O:2O,::1O:2O,,,1L,2,0.06000600060006
439,5,3,0,1,1,:1O:1O:1O:2O,1O:1O:2O,,,1L,2,0.06000600060006
440,5,3,1,1,2,1O:1O:1O:1O:1O,1O:1O:1O,2O,,1L:1L,2,0.06000600060006
441,8,6,0,1,1,::::::1O:1O,::::1O:1O,,,1L,2,0.06000600060006
442,5,2,1,1,1,:::1O:1O,:,2O,,1L,2,0.06000600060006
443,8,6,0,1,1,::::1O:1O:1O:1O,:::1O:1O:1O,,,1L,2,0.06000600060006
444,5,2,1,1,1,:::1O:1O,:1O,1O1S,,1L,2,0.06000600060006
445,8,4,0,2,1,:::::1O:1O:1O,:::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
446,9,6,0,1,1,::::::1O:1O:1O,::::1O:1O,,,1L,2,0.06000600060006
447,8,7,0,1,1,::::1O:1O:1O:2O,::::1O:2O:2O,,,1L,2,0.06000600060006
448,8,4,0,1,2,::1O:1O:1O:1O:1O:1O,1O:1O:1O:2O,,,1L:1L,2,0.06000600060006
449,8,4,0,1,2,:1O:1O:1O:1O:1O:1O:1O,1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
450,8,7,0,1,1,:::::1O:1O:1O,:::::1O:2O,,,1L,2,0.06000600060006
451,8,6,0,1,1,::::1O:1O:1O:1O,::::1O:1O,,,1L,2,0.06000600060006
452,5,3,1,1,2,1O:1O:1O:1O:1O,1O:2O:2O,2O,,1L:1L,2,0.06000600060006
453,8,6,0,1,1,:::::1O:1O:1O,:::1O:1O:2O,,,1L,2,0.06000600060006
454,4,3,1,1,2,1O:1O:1O:2O,1O:1O:2O,1O,,1L:1L,2,0.06000600060006
455,8,3,0,1,1,::::1O:1O:1O:1O,:1O:2O,,,1L,2,0.06000600060006
456,8,3,0,1,1,::::1O:1O:1O:2O,:1O:1O,,,1L,2,0.06000600060006
457,7,2,1,1,1,:::::1O:1O,:,1O,,1L,1,0.03000300030003
458,8,5,0,2,1,::::::1O:1O,::::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
459,7,2,0,1,1,::::1O:1O:2O,1O:2O,,,1L,1,0.03000300030003
460,8,5,0,2,1,::::::1O:2O,::::,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
461,7,2,0,1,1,::::1O:1O:2O,1O:1O,,,1L,1,0.03000300030003
462,8,5,0,2,1,::::::1O:1O,::::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
463,7,2,1,1,1,::::1O:1O:2O,:1O,,,1L,1,0.03000300030003
464,8,6,0,1,1,::::1O:1O:1O:1O,:::1O:1O:2O,,,1L,1,0.03000300030003
465,7,2,0,1,1,:::1O:1O:2O:2O,1O:2O,,,1L,1,0.03000300030003
466,7,2,1,1,1,::::1O:1O:2O,:3O,,,1L,1,0.03000300030003
467,8,6,0,1,1,::::1O:1O:1O:2O,::1O:1O:1O:2O,,,1L,1,0.03000300030003
468,8,6,0,1,1,::::1O:1O:1O:1O,::::1O:2O,,,1L,1,0.03000300030003
469,8,6,0,1,1,::::1O:1O:1O:1O,:::1O:2O:2O,,,1L,1,0.03000300030003
470,8,5,0,2,1,::::::1O:1O,::::1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
471,8,5,0,2,1,::::::1O:1O,:::1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
472,7,2,1,1,1,:::::1O:1O,:,2O1S,,1L,1,0.03000300030003
473,7,2,2,1,1,:::1O:1O:1O:2O,1O:1O,:1O,,1L,1,0.03000300030003
474,7,3,0,1,1,:1O:1O:1O:1O:1O:1O,1O:1O:2O,,,1L,1,0.03000300030003
475,7,3,0,1,0,::::::1O,::,,,,1,0.03000300030003
476,7,2,0,1,1,:::1O:1O:1O:1O,2O:2O,,,1L,1,0.03000300030003
477,8,6,0,1,1,:::::1O:1O:1O,:::1O:1O:1O,,,1L,1,0.03000300030003
478,8,6,0,1,1,::::1O:1O:1O:2O,::::1O:2O,,,1L,1,0.03000300030003
479,8,5,0,2,1,:::::1O:1O:1O,:::1O:1O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
480,8,5,0,2,1,:::::1O:1O:2O,::::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
481,7,3,0,1,0,::::::,::1O,,,,1,0.03000300030003
482,7,2,1,2,2,:::1O:1O:1O:1O,:2O,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
483,8,6,0,1,1,::::1O:1O:1O:2O,::1O:1O:2O:2O,,,1L,1,0.03000300030003
484,8,6,0,1,1,::::1O:1O:1O:2O,::::1O:1O,,,1L,1,0.03000300030003
485,7,2,0,1,1,:::1O:1O:1O:1O,:3O,,,1L,1,0.03000300030003
486,7,2,1,2,1,:::::1O:1O,:1O,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
487,7,2,1,2,1,:::::1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
488,8,6,0,1,1,::::1O:1O:1O:2O,:::1O:2O:3O,,,1L,1,0.03000300030003
489,7,2,1,1,2,:1O:1O:1O:1O:1O:1O,1O:2O,,,1L:1L,1,0.03000300030003
490,7,2,1,1,2,1O:1O:1O:1O:1O:2O:2O,1O:1O,,,1L:1L,1,0.03000300030003
491,8,5,0,2,1,:::::1O:1O:2O,::::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
492,7,2,1,1,1,::::1O:1O:2O,1O:2O,,,1L,1,0.03000300030003
493,7,2,1,1,1,::::1O:1O:1O,:,2O1S,,1L,1,0.03000300030003
494,8,5,1,1,1,::::1O:1O:1O:1O,::1O:1O:1O,1O,,1L,1,0.03000300030003
495,8,6,0,1,1,::::1O:1O:1O:1O,::1O:1O:1O:2O,,,1L,1,0.03000300030003
496,7,2,0,2,1,::::1O:1O:2O,:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
497,8,5,1,1,1,::::1O:1O:1O:2O,:::1O:1O,,,1L,1,0.03000300030003
498,7,2,0,2,1,::::1O:1O:1O,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
499,7,2,0,2,1,::::1O:1O:1O,:1O,,1S:1S:2S:3S:4S:4S:4S:4S,1L,1,0.03000300030003
500,8,5,1,1,1,:::::1O:1O:1O,:::1O:1O,,,1L,1,0.03000300030003
501,7,2,0,2,1,::::1O:1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
502,8,5,1,1,2,::1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
503,7,2,0,2,1,:::1O:1O:1O:1O,:2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
504,7,2,0,2,1,:::1O:1O:1O:1O,:,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
505,8,5,1,1,1,::::::1O:1O,::::1O,1O,,1L,1,0.03000300030003
506,7,2,0,2,1,::1O:1O:1O:1O:1O,:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
507,7,2,0,1,2,:::1O:1O:1O:1O,1O:2O,,,1L:1L,1,0.03000300030003
508,7,2,0,1,2,:1O:1O:1O:1O:1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
509,7,2,0,1,2,::1O:1O:1O:1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
510,8,5,1,1,1,::::::1O:1O,::::1O,1N3O2S,,1L,1,0.03000300030003
511,8,5,1,1,1,:::::1O:1O:1O,::::,2O1S,,1L,1,0.03000300030003
512,7,2,0,1,2,:1O:1O:1O:2O:2O:2O,1O:2O,,,1L:1L,1,0.03000300030003
513,7,2,0,1,2,:1O:1O:1O:1O:1O:1O,1O:2O,,,1L:1L,1,0.03000300030003
514,8,5,1,1,1,::::::1O:1O,:::1O:1O,,,1L,1,0.03000300030003
515,7,2,0,2,1,:::::1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
516,7,2,0,2,1,:::::1O:1O,:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
517,7,2,0,2,2,:1O:1O:1O:1O:1O:1O,1O:2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
518,7,2,1,1,1,:::1O:1O:1O:1O,1O:1O,,,1L,1,0.03000300030003
519,8,6,0,1,1,:::1O:1O:1O:1O:2O,:::1O:1O:2O,,,1L,1,0.03000300030003
520,8,5,1,1,1,::::1O:1O:1O:1O,:::1O:2O,,,1L,1,0.03000300030003
521,7,2,0,1,2,:1O:1O:1O:1O:1O:2O,1O:2O,,,1L:1L,1,0.03000300030003
522,7,2,0,1,1,::::1O:2O:2O,:3O,,,1L,1,0.03000300030003
523,7,2,1,1,1,:::1O:1O:1O:2O,:,1O,,1L,1,0.03000300030003
524,7,2,1,1,1,:::1O:1O:1O:1O,:1O,1O,,1L,1,0.03000300030003
525,7,2,0,1,1,:::::1O:1O,:1O,,,1L,1,0.03000300030003
526,7,2,0,1,1,:::::1O:1O,:2O,,,1L,1,0.03000300030003
527,7,2,1,1,1,::1O:1O:1O:1O:2O,:3O,1O,,1L,1,0.03000300030003
528,8,5,1,1,2,::1O:1O:1O:1O:1O:2O,:1O:1O:1O:3O,1O,,1L:1L,1,0.03000300030003
529,7,2,1,1,1,::1O:1O:1O:1O:2O,2O:3O,,,1L,1,0.03000300030003
530,8,6,0,1,1,:::1O:1O:1O:1O:1O,::1O:1O:1O:2O,,,1L,1,0.03000300030003
531,7,2,0,2,2,::1O:1O:1O:1O:2O,1O:3O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
532,7,2,0,1,2,1O:1O:1O:1O:1O:1O:2O,1O:1O,,,1L:1L,1,0.03000300030003
533,8,6,0,1,1,:::1O:1O:1O:1O:1O,::1O:1O:1O:1O,,,1L,1,0.03000300030003
534,7,2,0,2,2,::1O:1O:1O:1O:2O,1O:2O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
535,7,2,0,2,2,::1O:1O:1O:1O:1O,1O:2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
536,7,2,0,2,2,::1O:1O:1O:1O:1O,1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
537,7,2,0,2,1,:::::1O:1O,:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
538,7,6,0,2,2,:::1O:1O:1O:2O,:::1O:2O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
539,7,3,0,1,1,:1O:1O:1O:1O:1O:2O,1O:1O:3O,,,1L,1,0.03000300030003
540,7,3,0,2,1,::::1O:1O:1O,::1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
541,7,3,0,2,1,::::1O:1O:1O,::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
542,7,3,0,2,1,::::1O:1O:1O,::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
543,7,3,0,2,1,::::1O:1O:1O,:1O:2O,,1S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
544,7,3,0,2,1,::::1O:1O:1O,:1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
545,7,3,0,2,1,:::1O:1O:1O:2O,::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
546,7,3,0,2,1,:::1O:1O:1O:1O,::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
547,8,4,1,1,1,::::1O:1O:1O:1O,::1O:2O,,,1L,1,0.03000300030003
548,7,3,0,2,1,:::1O:1O:1O:1O,:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
549,7,3,0,2,1,:::1O:1O:1O:1O,1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
550,7,3,0,1,2,::::1O:1O:1O,:1O:2O,,,1L:1L,1,0.03000300030003
551,7,3,0,1,2,:::1O:1O:1O:1O,:1O:2O,,,1L:1L,1,0.03000300030003
552,7,3,0,1,2,::1O:1O:1O:1O:1O,:1O:1O,,,1L:1L,1,0.03000300030003
553,7,3,0,1,2,::1O:1O:1O:1O:1O,1O:1O:2O,,,1L:1L,1,0.03000300030003
554,8,4,1,1,1,::::1O:1O:1O:2O,:::1O,1O,,1L,1,0.03000300030003
555,7,3,0,1,2,:1O:1O:1O:1O:1O:2O,1O:1O:3O,,,1L:1L,1,0.03000300030003
556,8,4,1,1,1,:::::1O:1O:1O,::1O:1O,1O1S,,1L,1,0.03000300030003
557,8,4,1,1,1,:::::1O:1O:1O,::1O:2O,,,1L,1,0.03000300030003
558,8,4,1,1,1,:::::1O:1O:1O,:::1O,1N3O2S,,1L,1,0.03000300030003
559,7,3,0,1,2,:1O:1O:1O:1O:1O:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
560,7,3,0,1,2,1O:1O:1O:1O:1O:1O:1O,1O:1O:2O,,,1L:1L,1,0.03000300030003
561,7,3,0,1,2,1O:1O:1O:1O:1O:1O:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
562,7,3,0,1,1,:::::1O:2O,::1O,,,1L,1,0.03000300030003
563,7,3,0,1,1,:::::1O:2O,:1O:2O,,,1L,1,0.03000300030003
564,7,3,0,2,1,::::1O:1O:1O,::1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
565,7,3,0,2,1,::::1O:1O:2O,::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
566,8,4,1,1,1,:::::1O:1O:2O,::1O:1O,1N1O1S,,1L,1,0.03000300030003
567,7,3,0,2,1,:::::1O:1O,::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
568,8,4,0,2,1,::::::1O:1O,:::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
569,8,4,0,2,1,::::::1O:1O,:::1O,,3S:3S:3S:3S:4S:4S:5S:5S,1L,1,0.03000300030003
570,7,3,1,1,1,::1O:1O:1O:1O:2O,:1O:2O,,,1L,1,0.03000300030003
571,7,3,1,1,1,::1O:1O:1O:1O:1O,::1O,1O1S,,1L,1,0.03000300030003
572,7,3,1,1,1,::1O:1O:1O:1O:1O,::1O,,,1L,1,0.03000300030003
573,7,3,1,1,1,::1O:1O:1O:1O:1O,:1O:1O,,,1L,1,0.03000300030003
574,7,3,1,1,1,::1O:1O:1O:1O:1O,1O:1O:2O,1O,,1L,1,0.03000300030003
575,7,3,1,1,1,:1O:1O:1O:1O:1O:2O,:1O:1O,1O,,1L,1,0.03000300030003
576,8,4,0,2,1,::::::1O:2O,:::1O,,3S:3S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
577,7,3,0,2,2,::1O:1O:1O:2O:2O,1O:2O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
578,7,3,0,2,2,:1O:1O:1O:1O:1O:1O,:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
579,7,3,0,2,1,::::::1O,::1O,,2S:2S:3S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
580,7,3,0,2,1,::::::1O,::1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
581,8,4,0,2,2,:::1O:1O:1O:1O:1O,:1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
582,8,4,0,2,2,::::1O:1O:1O:1O,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
583,7,3,0,2,1,:::::1O:2O,::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
584,7,3,0,2,1,:::::1O:1O,::1O,,3S:3S:3S:3S:4S:4S:5S:5S,1L,1,0.03000300030003
585,7,3,0,2,1,:::::1O:1O,::1O,,2S:2S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
586,7,3,0,2,1,:::::1O:1O,::1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
587,7,3,0,2,1,:::::1O:1O,::,,2S:2S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
588,8,4,1,1,1,:::1O:1O:1O:1O:1O,::1O:1O,,,1L,1,0.03000300030003
589,7,3,0,2,1,:::::1O:1O,::,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
590,8,4,1,1,1,::::1O:1O:1O:1O,::1O:1O,1O,,1L,1,0.03000300030003
591,7,3,0,1,1,:::::1O:1O,::1O,,,1L,1,0.03000300030003
592,7,3,0,1,1,::::1O:2O:2O,::1O,,,1L,1,0.03000300030003
593,7,3,0,1,1,:1O:1O:1O:1O:1O:2O,:1O:2O,,,1L,1,0.03000300030003
594,7,3,0,1,1,:::1O:1O:1O:1O,:2O:3O,,,1L,1,0.03000300030003
595,8,5,0,1,1,:::::1O:1O:1O,:::2O:2O,,,1L,1,0.03000300030003
596,8,5,0,1,1,:::::1O:1O:1O,::::1O,,,1L,1,0.03000300030003
597,8,5,0,1,1,:::::1O:1O:2O,::1O:1O:1O,,,1L,1,0.03000300030003
598,8,5,0,1,1,:::::1O:1O:2O,::1O:1O:3O,,,1L,1,0.03000300030003
