,num_dol,num_tmp,num_tfsi,num_ps,num_li,atoms_dol,atoms_tmp,atoms_tfsi,atoms_ps,atoms_li,count,%
67,6,2,0,1,1,::1O:1O:1O:2O,:1O,,,1L,4,0.12001200120012
68,8,3,0,1,1,::::1O:1O:1O:1O,1O:1O:1O,,,1L,4,0.12001200120012
69,8,3,0,1,1,::::1O:1O:1O:1O,::1O,,,1L,4,0.12001200120012
70,7,3,0,1,1,::1O:1O:1O:1O:1O,:1O:1O,,,1L,4,0.12001200120012
71,8,5,0,1,1,:::::1O:1O:2O,:::1O:2O,,,1L,4,0.12001200120012
72,6,4,0,1,2,1O:1O:1O:1O:1O:2O,1O:1O:1O:2O,,,1L:1L,4,0.12001200120012
73,8,5,0,1,1,::::1O:1O:1O:1O,:::1O:2O,,,1L,4,0.12001200120012
74,7,3,0,1,1,:::1O:1O:1O:2O,:1O:2O,,,1L,4,0.12001200120012
75,7,3,0,1,1,:::1O:1O:1O:1O,::1O,,,1L,4,0.12001200120012
76,7,3,0,1,1,:::1O:1O:1O:2O,:1O:3O,,,1L,4,0.12001200120012
77,8,3,0,1,1,::::1O:1O:1O:1O,:1O:1O,,,1L,4,0.12001200120012
78,5,4,1,1,2,1O:1O:1O:1O:2O,1O:1O:2O:2O,1O,,1L:1L,4,0.12001200120012
79,6,5,0,1,1,:::1O:1O:1O,::1O:1O:1O,,,1L,4,0.12001200120012
80,6,4,1,1,2,1O:1O:1O:1O:1O:1O,1O:1O:1O:1O,1O,,1L:1L,4,0.12001200120012
81,5,4,1,1,2,1O:1O:1O:1O:2O,1O:1O:1O:2O,1O,,1L:1L,4,0.12001200120012
82,5,3,1,1,2,1O:1O:1O:1O:1O,1O:1O:2O,1O,,1L:1L,4,0.12001200120012
83,6,5,1,1,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O,1O,,1L:1L,4,0.12001200120012
84,6,4,0,1,2,:1O:1O:1O:1O:1O,1O:1O:1O:2O,,,1L:1L,4,0.12001200120012
85,6,4,1,1,1,::::1O:1O,::1O:1O,1O,,1L,4,0.12001200120012
86,5,3,1,1,1,::1O:1O:1O,:1O:1O,1O,,1L,4,0.12001200120012
87,9,4,0,1,1,:::::1O:1O:1O:1O,::1O:2O,,,1L,4,0.12001200120012
88,6,4,1,1,2,:1O:1O:1O:1O:1O,1O:1O:1O:1O,1O,,1L:1L,4,0.12001200120012
89,6,4,0,1,2,1O:1O:1O:1O:1O:2O,1O:1O:2O:3O,,,1L:1L,4,0.12001200120012
90,6,4,1,1,1,:::1O:1O:1O,::1O:1O,,,1L,4,0.12001200120012
91,7,3,0,1,2,:1O:1O:1O:1O:1O:2O,1O:1O:1O,,,1L:1L,3,0.09000900090009
92,6,2,0,1,1,::1O:1O:1O:2O,1O:2O,,,1L,3,0.09000900090009
93,6,1,1,1,1,:::1O:1O:1O,,1O,,1L,3,0.09000900090009
94,5,3,1,1,1,::1O:1O:2O,:1O:3O,,,1L,3,0.09000900090009
95,6,2,0,1,1,::1O:1O:1O:1O,1O:2O,,,1L,3,0.09000900090009
96,6,2,0,1,1,::1O:1O:1O:1O,1O:1O,,,1L,3,0.09000900090009
97,5,3,1,1,2,:1O:1O:1O:1O,:1O:1O,,,1L:1L,3,0.09000900090009
98,7,3,0,1,1,::::1O:1O:1O,:2O:2O,,,1L,3,0.09000900090009
99,7,3,0,1,1,:::::1O:1O,:1O:1O,,,1L,3,0.09000900090009
100,5,4,1,1,1,::1O:1O:1O,:1O:1O:1O,,,1L,3,0.09000900090009
101,8,5,0,1,1,:::1O:1O:1O:1O:1O,:::1O:1O,,,1L,3,0.09000900090009
102,7,3,0,1,1,:::1O:1O:1O:2O,::1O,,,1L,3,0.09000900090009
103,6,2,0,1,2,:1O:1O:1O:1O:1O,1O:1O,,,1L:1L,3,0.09000900090009
104,9,4,0,1,1,::::::1O:1O:1O,::1O:2O,,,1L,3,0.09000900090009
105,7,3,0,1,1,:::1O:1O:1O:2O,:1O:1O,,,1L,3,0.09000900090009
106,7,3,0,1,1,:::1O:1O:1O:2O,1O:1O:2O,,,1L,3,0.09000900090009
107,8,3,0,1,1,:::::1O:1O:1O,::1O,,,1L,3,0.09000900090009
108,5,4,1,1,1,::1O:1O:1O,::1O:2O,,,1L,3,0.09000900090009
109,6,5,1,1,1,:::1O:1O:2O,:::1O:3O,1O,,1L,3,0.09000900090009
110,6,4,1,1,1,:::1O:1O:1O,::1O:1O,1O,,1L,3,0.09000900090009
111,7,3,1,1,1,:::1O:1O:1O:1O,:1O:1O,,,1L,3,0.09000900090009
112,9,5,0,1,1,::::::1O:1O:1O,:::1O:1O,,,1L,3,0.09000900090009
113,5,3,0,1,1,:1O:1O:1O:2O,:1O:2O,,,1L,3,0.09000900090009
114,7,4,0,1,2,:1O:1O:1O:1O:1O:1O,1O:1O:2O:2O,,,1L:1L,3,0.09000900090009
115,7,4,0,1,1,:::1O:1O:1O:2O,::1O:1O,,,1L,3,0.09000900090009
116,8,4,0,1,1,:::1O:1O:1O:1O:1O,:1O:1O:1O,,,1L,3,0.09000900090009
117,8,4,0,1,1,::1O:1O:1O:1O:1O:1O,::1O:1O,,,1L,3,0.09000900090009
118,7,4,0,1,1,:::1O:1O:1O:2O,:1O:1O:2O,,,1L,3,0.09000900090009
119,5,3,1,1,2,:1O:1O:1O:1O,:1O:2O,1O,,1L:1L,3,0.09000900090009
120,7,4,0,1,1,:::1O:1O:1O:1O,:1O:1O:3O,,,1L,3,0.09000900090009
121,7,4,0,1,1,:::1O:1O:1O:1O,:1O:1O:2O,,,1L,3,0.09000900090009
122,7,6,0,1,1,::::1O:1O:2O,::::1O:2O,,,1L,3,0.09000900090009
123,7,4,0,1,1,::1O:1O:1O:1O:1O,::1O:2O,,,1L,3,0.09000900090009
124,7,4,0,1,1,::1O:1O:1O:1O:1O,::1O:1O,,,1L,3,0.09000900090009
125,6,2,1,1,1,::1O:1O:1O:1O,:,1O,,1L,3,0.09000900090009
126,7,3,1,1,2,:1O:1O:1O:1O:1O:1O,1O:1O:1O,1O,,1L:1L,3,0.09000900090009
127,8,4,0,1,1,:::::1O:1O:1O,:1O:1O:2O,,,1L,3,0.09000900090009
128,8,4,0,1,1,:::::1O:1O:1O,::1O:1O,,,1L,3,0.09000900090009
129,7,3,1,1,1,:::::1O:1O,::1O,1O,,1L,3,0.09000900090009
130,6,4,1,1,2,:1O:1O:1O:1O:2O,1O:1O:1O:2O,1O,,1L:1L,3,0.09000900090009
131,6,3,0,1,1,::1O:1O:1O:2O,1O:1O:2O,,,1L,3,0.09000900090009
132,6,3,0,1,1,::1O:1O:1O:2O,1O:2O:3O,,,1L,3,0.09000900090009
133,7,4,0,1,1,::::1O:1O:2O,:1O:1O:2O,,,1L,3,0.09000900090009
134,6,3,0,1,1,::1O:1O:1O:2O,:1O:2O,,,1L,3,0.09000900090009
135,6,4,1,1,2,:1O:1O:1O:1O:2O,1O:1O:1O:2O,,,1L:1L,3,0.09000900090009
136,7,5,1,1,1,::::1O:1O:1O,:::1O:1O,1O,,1L,3,0.09000900090009
137,6,3,0,1,1,:::1O:1O:1O,::2O,,,1L,3,0.09000900090009
138,6,3,0,1,1,:::1O:1O:2O,:1O:1O,,,1L,3,0.09000900090009
139,8,3,0,1,1,::::1O:1O:1O:2O,::1O,,,1L,3,0.09000900090009
140,8,5,0,1,1,:::::1O:1O:2O,::1O:1O:2O,,,1L,3,0.09000900090009
141,6,2,1,1,1,:::1O:1O:1O,:1O,1O,,1L,3,0.09000900090009
142,6,4,0,1,1,:::1O:1O:2O,:1O:1O:3O,,,1L,3,0.09000900090009
143,7,2,0,1,1,:::1O:1O:1O:1O,:1O,,,1L,3,0.09000900090009
144,7,5,0,1,1,:::1O:1O:1O:2O,::1O:1O:1O,,,1L,3,0.09000900090009
145,6,3,1,1,2,:1O:1O:1O:1O:1O,1O:1O:1O,1O,,1L:1L,3,0.09000900090009
146,6,4,0,1,1,:::1O:1O:2O,:1O:1O:2O,,,1L,3,0.09000900090009
147,7,2,0,1,1,:::1O:1O:1O:1O,1O:2O,,,1L,3,0.09000900090009
148,8,6,0,1,1,:::::1O:1O:1O,::::1O:2O,,,1L,3,0.09000900090009
149,7,5,0,1,1,::1O:1O:1O:1O:1O,::1O:1O:2O,,,1L,3,0.09000900090009
150,6,5,1,1,2,:1O:1O:1O:1O:2O,:1O:1O:1O:2O,1O,,1L:1L,3,0.09000900090009
151,6,4,0,1,1,:::1O:1O:1O,:1O:1O:1O,,,1L,3,0.09000900090009
152,7,5,0,1,1,:::1O:1O:1O:2O,::1O:1O:2O,,,1L,3,0.09000900090009
153,6,4,0,1,1,::1O:1O:1O:1O,:1O:1O:2O,,,1L,3,0.09000900090009
154,7,5,0,1,2,:1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O,,,1L:1L,3,0.09000900090009
155,6,4,0,1,2,:1O:1O:1O:1O:2O,1O:1O:2O:3O,,,1L:1L,3,0.09000900090009
156,7,5,0,1,1,:::::1O:1O,:::1O:2O,,,1L,3,0.09000900090009
157,7,5,0,1,1,:::1O:1O:1O:1O,:::1O:1O,,,1L,3,0.09000900090009
158,5,4,1,1,2,1O:1O:1O:1O:1O,1O:1O:1O:1O,1O1S,,1L:1L,3,0.09000900090009
159,7,2,0,1,1,:::1O:1O:1O:2O,1O:2O,,,1L,3,0.09000900090009
160,6,4,0,1,1,::1O:1O:1O:2O,::1O:2O,,,1L,3,0.09000900090009
161,7,5,0,1,1,::::1O:1O:2O,:::1O:2O,,,1L,3,0.09000900090009
162,6,4,0,1,1,:::1O:1O:2O,::1O:1O,,,1L,3,0.09000900090009
163,6,3,1,1,1,::::1O:1O,:1O:1O,1O,,1L,3,0.09000900090009
164,7,5,0,1,1,::::1O:1O:1O,:::1O:2O,,,1L,3,0.09000900090009
165,6,4,0,1,2,1O:1O:1O:1O:1O:1O,1O:1O:1O:3O,,,1L:1L,3,0.09000900090009
166,7,2,0,1,1,::1O:1O:1O:1O:1O,1O:2O,,,1L,3,0.09000900090009
167,6,4,0,1,1,::::1O:1O,::1O:1O,,,1L,3,0.09000900090009
168,7,3,0,1,1,::1O:1O:1O:1O:2O,:1O:2O,,,1L,3,0.09000900090009
169,8,3,0,1,1,::::1O:1O:1O:2O,:1O:2O,,,1L,3,0.09000900090009
170,6,3,1,1,1,:::1O:1O:2O,:1O:2O,1O,,1L,3,0.09000900090009
171,7,2,0,1,1,::1O:1O:1O:1O:2O,1O:1O,,,1L,3,0.09000900090009
172,7,2,0,1,1,::::1O:1O:1O,:1O,,,1L,3,0.09000900090009
173,7,4,1,1,1,:::::1O:1O,::1O:1O,1O,,1L,3,0.09000900090009
174,6,4,0,1,1,:::1O:1O:2O,::2O:3O,,,1L,3,0.09000900090009
175,7,3,0,1,1,::1O:1O:1O:1O:1O,:1O:2O,,,1L,3,0.09000900090009
176,6,4,0,1,1,:::1O:1O:2O,::1O:3O,,,1L,3,0.09000900090009
177,6,4,1,1,1,::1O:1O:1O:1O,::1O:1O,,,1L,3,0.09000900090009
178,6,4,0,1,1,:::1O:1O:2O,::1O:2O,,,1L,3,0.09000900090009
179,6,3,1,1,1,::::1O:1O,:1O:1O,,,1L,3,0.09000900090009
180,7,5,0,1,1,:::::1O:1O,:::1O:1O,,,1L,2,0.06000600060006
181,7,5,0,1,1,:::1O:1O:1O:2O,::1O:2O:2O,,,1L,2,0.06000600060006
182,7,4,0,1,1,::::1O:1O:2O,::1O:3O,,,1L,2,0.06000600060006
183,7,5,0,1,1,::::1O:1O:2O,:::2O:2O,,,1L,2,0.06000600060006
184,7,4,0,1,1,::::1O:1O:2O,::2O:2O,,,1L,2,0.06000600060006
185,7,4,0,1,1,::::1O:1O:1O,::2O:2O,,,1L,2,0.06000600060006
186,5,3,2,1,2,:1O:1O:1O:2O,1O:1O:2O,1O:1O,,1L:1L,2,0.06000600060006
187,7,4,0,1,1,:::::1O:1O,::1O:2O,,,1L,2,0.06000600060006
188,7,5,1,1,1,::::1O:1O:1O,:::1O:2O,,,1L,2,0.06000600060006
189,5,5,1,1,1,:::1O:1O,:::1O:2O,1O1S,,1L,2,0.06000600060006
190,5,3,2,1,2,1O:1O:1O:1O:1O,1O:1O:1O,1O:1O,,1L:1L,2,0.06000600060006
191,5,3,2,1,2,:1O:1O:1O:2O,1O:1O:1O,1O:2O1S,,1L:1L,2,0.06000600060006
192,5,3,1,2,2,::1O:1O:1O,:1O:1O,1O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
193,7,6,0,1,1,:::::1O:2O,::::1O:2O,,,1L,2,0.06000600060006
194,6,2,1,1,1,:::1O:1O:1O,1O:2O,1O,,1L,2,0.06000600060006
195,5,4,1,1,2,1O:1O:1O:1O:2O,1O:1O:1O:2O,1O1S,,1L:1L,2,0.06000600060006
196,5,3,1,2,1,:::1O:1O,::1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,2,0.06000600060006
197,7,6,0,1,1,::::1O:1O:1O,:::1O:1O:2O,,,1L,2,0.06000600060006
198,7,6,0,1,1,::::1O:1O:1O,:::1O:1O:1O,,,1L,2,0.06000600060006
199,7,4,0,1,1,:::1O:1O:2O:2O,::1O:2O,,,1L,2,0.06000600060006
200,5,3,2,1,2,1O:1O:1O:1O:2O,1O:1O:2O,:1O,,1L:1L,2,0.06000600060006
201,7,4,0,1,1,::::1O:1O:1O,1O:1O:1O:2O,,,1L,2,0.06000600060006
202,5,4,0,1,1,::1O:1O:1O,::1O:2O,,,1L,2,0.06000600060006
203,7,5,0,1,1,::::1O:1O:2O,:::1O:1O,,,1L,2,0.06000600060006
204,5,3,2,1,2,1O:1O:1O:1O:1O,1O:1O:1O,:1O,,1L:1L,2,0.06000600060006
205,7,4,0,1,1,::::1O:1O:1O,:1O:2O:2O,,,1L,2,0.06000600060006
206,7,5,1,1,2,::1O:1O:1O:1O:1O,:1O:1O:1O:1O,1O,,1L:1L,2,0.06000600060006
207,5,4,0,1,1,::1O:1O:1O,:1O:2O:2O,,,1L,2,0.06000600060006
208,5,4,1,1,2,1O:1O:1O:1O:1O,1O:1O:1O:2O,2O1S,,1L:1L,2,0.06000600060006
209,6,2,0,2,1,:::1O:1O:1O,:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
210,7,4,1,1,1,:::::1O:2O,::1O:2O,1O,,1L,2,0.06000600060006
211,5,4,0,1,2,::1O:1O:2O,:1O:2O:2O,,,1L:1L,2,0.06000600060006
212,7,4,0,2,1,:::::1O:1O,:::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
213,5,4,1,1,1,:::1O:2O,::1O:3O,1O1S,,1L,2,0.06000600060006
214,7,4,1,1,2,::1O:1O:1O:1O:1O,:1O:1O:2O,,,1L:1L,2,0.06000600060006
215,5,4,1,1,2,1O:1O:1O:1O:2O,1O:1O:2O:3O,1O,,1L:1L,2,0.06000600060006
216,6,2,1,1,1,:::1O:1O:1O,:,1O,,1L,2,0.06000600060006
217,5,4,2,1,1,:::1O:1O,::1O:1O,:,,1L,2,0.06000600060006
218,5,4,2,1,2,1O:1O:1O:1O:2O,1O:1O:2O:3O,:1O,,1L:1L,2,0.06000600060006
219,5,4,1,1,1,::1O:1O:1O,::1O:1O,1O,,1L,2,0.06000600060006
220,6,1,0,1,1,::::1O:1O,1O,,,1L,2,0.06000600060006
221,5,4,0,1,2,:1O:1O:1O:2O,1O:1O:2O:2O,,,1L:1L,2,0.06000600060006
222,6,1,0,1,1,::1O:1O:1O:1O,1O,,,1L,2,0.06000600060006
223,7,5,0,1,2,::1O:1O:1O:1O:2O,:1O:1O:1O:2O,,,1L:1L,2,0.06000600060006
224,7,5,0,1,2,:1O:1O:1O:1O:1O:2O,:1O:1O:1O:2O,,,1L:1L,2,0.06000600060006
225,5,4,1,1,1,:::1O:1O,::1O:2O,1O1S,,1L,2,0.06000600060006
226,7,4,1,1,1,:::1O:1O:1O:1O,::1O:2O,,,1L,2,0.06000600060006
227,5,5,1,1,2,::1O:1O:1O,::1O:1O:2O,2O1S,,1L:1L,2,0.06000600060006
228,5,4,1,1,1,:::1O:1O,::2O:2O,1O,,1L,2,0.06000600060006
229,7,4,1,1,1,::::1O:1O:1O,::1O:2O,,,1L,2,0.06000600060006
230,5,4,1,1,1,:::1O:2O,::1O:2O,1O,,1L,2,0.06000600060006
231,7,4,0,2,1,:::::1O:1O,:::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
232,7,4,0,2,1,:::::1O:1O,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
233,7,5,0,1,1,:::1O:1O:1O:2O,::1O:1O:3O,,,1L,2,0.06000600060006
234,6,2,0,1,2,1O:1O:1O:1O:1O:1O,1O:1O,,,1L:1L,2,0.06000600060006
235,5,4,0,1,1,::1O:1O:2O,:1O:1O:2O,,,1L,2,0.06000600060006
236,7,5,1,1,1,::::1O:1O:1O,::1O:1O:2O,,,1L,2,0.06000600060006
237,7,5,1,1,1,:::1O:1O:1O:1O,:::1O:1O,,,1L,2,0.06000600060006
238,7,5,0,1,1,:::1O:1O:1O:1O,:::1O:2O,,,1L,2,0.06000600060006
239,7,4,1,1,1,::::1O:1O:1O,::1O:2O,1O,,1L,2,0.06000600060006
240,7,4,0,1,2,:1O:1O:1O:1O:1O:2O,1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
241,5,4,1,1,2,1O:1O:1O:1O:1O,1O:1O:1O:2O,1O1S,,1L:1L,2,0.06000600060006
242,5,4,1,1,2,:1O:1O:1O:1O,:1O:1O:1O,1O,,1L:1L,2,0.06000600060006
243,5,4,0,1,2,1O:1O:1O:1O:1O,1O:1O:1O:2O,,,1L:1L,2,0.06000600060006
244,7,4,0,1,2,::1O:1O:1O:1O:1O,1O:1O:1O:2O,,,1L:1L,2,0.06000600060006
245,6,2,0,1,1,1O:1O:1O:1O:1O:1O,1O:1O,,,1L,2,0.06000600060006
246,6,2,0,1,1,::1O:1O:2O:2O,:2O,,,1L,2,0.06000600060006
247,6,2,0,1,1,::1O:1O:1O:2O,:3O,,,1L,2,0.06000600060006
248,5,4,0,1,2,1O:1O:1O:1O:2O,1O:1O:1O:2O,,,1L:1L,2,0.06000600060006
249,6,2,0,1,1,::1O:1O:1O:2O,:2O,,,1L,2,0.06000600060006
250,6,2,0,1,1,::1O:1O:1O:2O,1O:1O,,,1L,2,0.06000600060006
251,7,5,0,1,1,:::1O:1O:1O:1O,::1O:2O:2O,,,1L,2,0.06000600060006
252,6,2,0,1,1,::1O:1O:1O:1O,:2O,,,1L,2,0.06000600060006
253,7,5,0,1,1,:::1O:1O:1O:1O,::1O:1O:2O,,,1L,2,0.06000600060006
254,5,4,0,1,2,1O:1O:1O:1O:2O,1O:1O:1O:3O,,,1L:1L,2,0.06000600060006
255,6,1,0,2,2,:1O:1O:1O:1O:2O,1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
256,6,3,0,1,2,1O:1O:1O:1O:1O:2O,1O:2O:3O,,,1L:1L,2,0.06000600060006
257,6,2,1,1,1,:::1O:1O:1O,:1O,2O1S,,1L,2,0.06000600060006
258,6,4,0,1,2,:1O:1O:1O:1O:2O,1O:1O:2O:2O,,,1L:1L,2,0.06000600060006
259,6,5,1,1,1,::::1O:1O,:::1O:2O,1O,,1L,2,0.06000600060006
260,6,4,1,1,1,:::1O:1O:1O,1O:1O:1O:1O,,,1L,2,0.06000600060006
261,6,5,1,1,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O,2O1S,,1L:1L,2,0.06000600060006
262,6,5,1,1,2,:1O:1O:1O:1O:1O,:1O:1O:1O:2O,1O1S,,1L:1L,2,0.06000600060006
263,6,4,0,2,2,::1O:1O:1O:1O,:1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
264,6,4,0,2,2,:1O:1O:1O:1O:2O,:1O:1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
265,6,5,1,1,2,:::1O:1O:1O,::1O:1O:1O,3O2S,,1L:1L,2,0.06000600060006
266,6,4,0,2,1,::::1O:1O,:::1O,,3S:3S:3S:3S:4S:4S:5S:5S,1L,2,0.06000600060006
267,6,4,0,2,1,::::1O:1O,:::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
268,7,1,0,1,1,:::1O:1O:1O:1O,1O,,,1L,2,0.06000600060006
269,7,1,0,1,1,:::1O:1O:1O:1O,2O,,,1L,2,0.06000600060006
270,7,1,0,1,1,::::1O:1O:1O,2O,,,1L,2,0.06000600060006
271,7,1,1,1,1,::::1O:1O:1O,,1O,,1L,2,0.06000600060006
272,6,4,0,1,2,:1O:1O:1O:2O:2O,1O:1O:2O:2O,,,1L:1L,2,0.06000600060006
273,6,4,0,1,2,:1O:1O:1O:1O:2O,1O:1O:1O:2O,,,1L:1L,2,0.06000600060006
274,6,4,1,1,1,:::1O:1O:1O,::1O:2O,,,1L,2,0.06000600060006
275,6,4,0,1,2,1O:1O:1O:1O:2O:2O,1O:1O:2O:2O,,,1L:1L,2,0.06000600060006
276,6,4,0,1,2,1O:1O:1O:1O:2O:2O,1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
277,6,4,0,1,2,1O:1O:1O:1O:1O:2O,1O:1O:1O:3O,,,1L:1L,2,0.06000600060006
278,6,4,0,1,2,1O:1O:1O:1O:1O:2O,1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
279,6,4,0,1,2,1O:1O:1O:1O:1O:1O,1O:1O:2O:3O,,,1L:1L,2,0.06000600060006
280,6,4,0,1,1,:::1O:1O:2O,:1O:2O:2O,,,1L,2,0.06000600060006
281,6,4,0,1,1,:::1O:1O:1O,:::1O,,,1L,2,0.06000600060006
282,6,4,0,1,1,:::1O:1O:1O,::1O:3O,,,1L,2,0.06000600060006
283,7,2,0,1,1,:::1O:1O:1O:2O,1O:3O,,,1L,2,0.06000600060006
284,7,2,0,1,1,:::1O:1O:1O:2O,:1O,,,1L,2,0.06000600060006
285,7,2,0,1,1,::::1O:1O:1O,:2O,,,1L,2,0.06000600060006
286,7,2,0,1,1,::::1O:1O:2O,:1O,,,1L,2,0.06000600060006
287,7,2,0,1,1,::::1O:1O:2O,:3O,,,1L,2,0.06000600060006
288,7,2,0,1,2,1O:1O:1O:1O:1O:1O:1O,1O:1O,,,1L:1L,2,0.06000600060006
289,6,5,1,1,1,::::1O:1O,:::1O:1O,1O1S,,1L,2,0.06000600060006
290,6,5,1,1,1,:::1O:1O:1O,:::1O:2O,1N2O1S,,1L,2,0.06000600060006
291,6,4,0,1,1,::1O:1O:1O:1O,1O:1O:1O:1O,,,1L,2,0.06000600060006
292,6,4,1,1,2,:1O:1O:1O:1O:1O,:1O:2O:2O,1O,,1L:1L,2,0.06000600060006
293,6,4,1,2,2,::1O:1O:1O:2O,:1O:1O:3O,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
294,6,5,0,1,1,:::1O:1O:1O,:1O:1O:1O:1O,,,1L,2,0.06000600060006
295,6,5,0,1,1,:::1O:1O:1O,::1O:1O:3O,,,1L,2,0.06000600060006
296,6,5,0,1,1,:::1O:1O:1O,:::1O:2O,,,1L,2,0.06000600060006
297,6,5,0,1,1,:::1O:1O:2O,:::1O:2O,,,1L,2,0.06000600060006
298,6,4,1,1,2,::1O:1O:1O:1O,:1O:1O:1O,1O,,1L:1L,2,0.06000600060006
299,6,5,0,1,1,::::1O:1O,::1O:1O:2O,,,1L,2,0.06000600060006
300,6,5,0,1,1,::::1O:1O,:::1O:2O,,,1L,2,0.06000600060006
301,6,4,1,1,2,:1O:1O:1O:1O:2O,:1O:1O:2O,2O1S,,1L:1L,2,0.06000600060006
302,6,5,0,1,1,::::1O:2O,:::1O:2O,,,1L,2,0.06000600060006
303,6,5,0,1,2,1O:1O:1O:1O:1O:2O,1O:1O:1O:2O:2O,,,1L:1L,2,0.06000600060006
304,6,4,1,1,2,:1O:1O:1O:1O:2O,1O:1O:2O:2O,1O,,1L:1L,2,0.06000600060006
305,6,4,1,1,2,:1O:1O:1O:1O:2O,1O:1O:1O:3O,1O1S,,1L:1L,2,0.06000600060006
306,6,4,1,1,2,:1O:1O:1O:1O:2O,1O:1O:1O:3O,1O,,1L:1L,2,0.06000600060006
307,6,5,0,1,2,:1O:1O:1O:1O:2O,:1O:1O:1O:2O,,,1L:1L,2,0.06000600060006
308,6,4,1,1,1,:::1O:1O:2O,::1O:2O,,,1L,2,0.06000600060006
309,6,5,0,1,2,:1O:1O:1O:1O:2O,:1O:1O:2O:2O,,,1L:1L,2,0.06000600060006
310,6,4,1,1,2,:1O:1O:1O:1O:1O,1O:1O:1O:2O,2O1S,,1L:1L,2,0.06000600060006
311,6,4,1,1,2,:1O:1O:1O:1O:1O,1O:1O:1O:2O,1O1S,,1L:1L,2,0.06000600060006
312,6,5,0,1,2,:::1O:1O:2O,::1O:2O:2O,,,1L:1L,2,0.06000600060006
313,6,4,1,1,2,:1O:1O:1O:1O:1O,1O:1O:1O:1O,1O1S,,1L:1L,2,0.06000600060006
314,6,4,1,1,2,:1O:1O:1O:1O:1O,1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
315,6,5,0,2,1,::::1O:1O,:::1O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
316,6,4,1,1,2,1O:1O:1O:1O:1O:1O,1O:1O:1O:2O,1O1S,,1L:1L,2,0.06000600060006
317,6,4,1,1,2,1O:1O:1O:1O:1O:1O,1O:1O:1O:1O,1O1S,,1L:1L,2,0.06000600060006
318,6,5,0,2,2,:1O:1O:1O:1O:1O,:1O:1O:2O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
319,6,5,0,2,2,:1O:1O:1O:1O:2O,:1O:1O:1O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
320,6,4,1,1,1,::::1O:1O,::1O:2O,1O,,1L,2,0.06000600060006
321,6,5,1,1,1,::1O:1O:1O:1O,::1O:1O:2O,,,1L,2,0.06000600060006
322,6,4,1,1,1,:::1O:1O:2O,:::2O,,,1L,2,0.06000600060006
323,6,4,0,1,1,::1O:1O:1O:1O,:1O:2O:2O,,,1L,2,0.06000600060006
324,6,4,0,1,1,:1O:1O:1O:1O:2O,:1O:1O:2O,,,1L,2,0.06000600060006
325,6,2,1,1,1,::::1O:1O,:1O,,,1L,2,0.06000600060006
326,6,3,0,1,1,:::1O:1O:1O,:2O:2O,,,1L,2,0.06000600060006
327,6,3,0,2,1,::::1O:1O,::2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
328,6,3,0,2,1,::::1O:1O,::,,2S:2S:2S:2S:2S:2S:2S:3S,1L,2,0.06000600060006
329,6,3,0,2,1,:::1O:1O:1O,::1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L,2,0.06000600060006
330,6,3,0,2,1,:::1O:1O:1O,::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
331,7,3,0,2,1,:::::1O:2O,::3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
332,6,3,0,2,1,::1O:1O:1O:1O,::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
333,6,3,0,1,2,::1O:1O:1O:1O,1O:1O:1O,,,1L:1L,2,0.06000600060006
334,7,3,1,1,1,:::1O:1O:1O:1O,:1O:1O,1O,,1L,2,0.06000600060006
335,6,3,0,1,1,:::1O:1O:2O,::2O,,,1L,2,0.06000600060006
