,num_dol,num_btfe,num_tfsi,num_ps,num_li,atoms_dol,atoms_btfe,atoms_tfsi,atoms_ps,atoms_li,count,%
529,5,0,2,1,2,:1O:1O:1O:1O,,1O1S:3O1S,,1L:1L,1,0.03000300030003
530,4,1,3,1,2,1O:1O:1O:2O,,:1O:2O,,1L:1L,1,0.03000300030003
531,4,1,3,1,2,1O:1O:1O:1O,,:1O1S:1O1S,,1L:1L,1,0.03000300030003
532,5,0,2,1,2,:1O:1O:1O:1O,,1O1S:2O,,1L:1L,1,0.03000300030003
533,5,0,2,1,2,1O:1O:1O:1O:2O,,:1O1S,,1L:1L,1,0.03000300030003
534,5,0,0,2,2,1O:1O:1O:1O:2O,,,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
535,4,3,1,1,1,:1O:1O:1O,::,1O,,1L,1,0.03000300030003
536,5,0,2,1,2,1O:1O:1O:2O:2O,,:2O1S,,1L:1L,1,0.03000300030003
537,4,1,3,1,2,1O:1O:1O:1O,,:1O1S:2O,,1L:1L,1,0.03000300030003
538,4,1,3,1,2,1O:1O:1O:1O,,:1O:1O,,1L:1L,1,0.03000300030003
539,5,0,0,2,2,:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
540,4,2,1,2,2,1O:1O:1O:2O,:,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
541,4,3,1,1,1,:1O:1O:2O,::,3O2S,,1L,1,0.03000300030003
542,4,3,1,1,2,1O:1O:1O:1O,::,1N1O1S,,1L:1L,1,0.03000300030003
543,5,0,0,2,2,1O:1O:1O:1O:2O,,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
544,5,0,2,1,2,1O:1O:1O:1O:2O,,:3O1S,,1L:1L,1,0.03000300030003
545,5,0,0,2,2,:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:3S:4S,1L:1L,1,0.03000300030003
546,5,0,2,1,2,1O:1O:1O:1O:2O,,2O:2O1S,,1L:1L,1,0.03000300030003
547,4,3,1,1,2,1O:1O:1O:1O,::,2O2S,,1L:1L,1,0.03000300030003
548,4,1,3,1,2,1O:1O:1O:1O,,:1N1O1S:1O,,1L:1L,1,0.03000300030003
549,5,0,2,1,2,:1O:1O:1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
550,4,2,2,1,2,:1O:1O:2O,:,1O1S:2O,,1L:1L,1,0.03000300030003
551,5,0,2,1,2,1O:1O:1O:1O:2O,,1O1S:1O1S,,1L:1L,1,0.03000300030003
552,4,3,0,1,1,:1O:1O:1O,::1O,,,1L,1,0.03000300030003
553,5,0,2,1,2,1O:1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,1,0.03000300030003
554,4,3,1,1,1,1O:1O:1O:1O,::,,,1L,1,0.03000300030003
555,4,1,2,2,2,:1O:1O:1O,,:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
556,4,2,2,1,1,::1O:1O,:,:2O,,1L,1,0.03000300030003
557,4,1,3,1,2,:1O:1O:1O,,1O:1O:2O,,1L:1L,1,0.03000300030003
558,4,3,1,1,1,1O:1O:1O:2O,::,1O,,1L,1,0.03000300030003
559,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:2O,,1L:1L,1,0.03000300030003
560,5,0,0,2,2,1O:1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
561,4,1,2,2,2,::1O:1O,,:1O1S,2S:2S:2S:2S:2S:2S:3S:4S,1L:1L,1,0.03000300030003
562,5,0,2,1,2,:1O:1O:1O:1O,,1N2O2S:2O1S,,1L:1L,1,0.03000300030003
563,5,0,0,2,2,:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
564,4,1,3,1,2,1O:1O:1O:2O,,1O:1O:2O,,1L:1L,1,0.03000300030003
565,4,1,3,1,2,:1O:1O:1O,,1O1S:2O1S:2O1S,,1L:1L,1,0.03000300030003
566,5,0,2,1,2,:1O:1O:1O:1O,,1N3O1S:1O,,1L:1L,1,0.03000300030003
567,5,0,2,1,2,1O:1O:1O:1O:1O,,1N:1O1S,,1L:1L,1,0.03000300030003
568,4,2,1,1,2,1O:1O:1O:2O,:,1O1S,,1L:1L,1,0.03000300030003
569,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
570,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
571,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,::1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
572,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
573,5,0,1,2,2,:1O:1O:1O:1O,,1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
574,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
575,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
576,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:4S,1L:1L,1,0.03000300030003
577,5,0,1,2,2,:1O:1O:1O:1O,,1N1O1S,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
578,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
579,4,2,0,1,1,:1O:1O:2O,:,,,1L,1,0.03000300030003
580,5,0,1,1,2,:1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
581,4,2,0,1,1,:1O:1O:1O,:1O,,,1L,1,0.03000300030003
582,4,2,2,1,2,1O:1O:1O:1O,:,1O:2O1S,,1L:1L,1,0.03000300030003
583,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
584,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
585,5,0,1,2,2,:1O:1O:1O:2O,,1N1O1S,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
586,5,0,1,2,2,:1O:1O:1O:2O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
587,5,0,1,2,2,:1O:1O:1O:2O,,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
588,5,0,1,1,2,:1O:1O:1O:2O,,1N3O2S,,1L:1L,1,0.03000300030003
589,5,0,1,2,2,:1O:1O:1O:2O,,1O,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
590,4,2,0,2,2,1O:1O:1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
591,5,0,1,2,2,:1O:1O:1O:2O,,1O,:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
592,5,0,1,2,2,:1O:1O:1O:2O,,1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
593,5,0,1,2,2,:1O:1O:1O:2O,,1O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
594,5,0,1,1,2,:1O:1O:1O:2O,,1N1O1S,,1L:1L,1,0.03000300030003
595,4,2,0,2,2,1O:1O:1O:2O,:,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
596,5,0,1,2,2,:1O:1O:1O:2O,,1O1S,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
597,5,0,1,2,2,:1O:1O:1O:2O,,2O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
598,5,0,1,2,2,:1O:1O:1O:2O,,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
599,5,0,1,2,2,:1O:1O:1O:2O,,2O1S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
600,5,0,1,2,2,:1O:1O:1O:2O,,2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
601,5,0,1,2,2,:1O:1O:1O:1O,,1N3O2S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
602,5,0,1,2,2,:1O:1O:1O:1O,,1N1O1S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
603,5,0,1,2,2,:1O:1O:2O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
604,5,0,1,1,2,::1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
605,5,0,1,1,2,::1O:1O:1O,,2O2S,,1L:1L,1,0.03000300030003
606,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
607,5,0,2,1,2,:1O:1O:1O:2O,,1N2O1S:1O,,1L:1L,1,0.03000300030003
608,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
609,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,1S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
610,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,1S:1S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
611,4,1,4,1,2,::1O:1O,,1O:1O:1O:2O,,1L:1L,1,0.03000300030003
612,5,0,1,2,2,:1O:1O:1O:1O,,1N1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
613,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
614,5,0,1,2,1,::1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
615,5,0,1,2,1,::1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
616,5,0,1,1,3,:1O:1O:1O:2O,,3O2S,,1L:1L:1L,1,0.03000300030003
617,5,0,1,1,2,::1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
618,5,0,1,1,2,:::1O:1O,,2O,,1L:1L,1,0.03000300030003
619,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
620,5,0,1,2,2,1O:1O:1O:1O:1O,,1O1S,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
621,5,0,1,2,2,1O:1O:1O:1O:1O,,1O1S,2S:2S:2S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
622,5,0,1,2,2,1O:1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
623,4,2,0,1,1,1O:1O:1O:1O,:,,,1L,1,0.03000300030003
624,5,0,1,2,2,1O:1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
625,5,0,1,1,2,:1O:1O:2O:2O,,1N2O1S,,1L:1L,1,0.03000300030003
626,5,0,1,2,2,1O:1O:1O:1O:2O,,,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
627,5,0,1,2,2,1O:1O:1O:1O:2O,,1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
628,5,0,1,2,2,1O:1O:1O:1O:2O,,1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
629,5,0,1,2,2,1O:1O:1O:1O:2O,,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
630,5,0,1,1,2,:1O:1O:1O:2O,,3O2S,,1L:1L,1,0.03000300030003
631,5,0,1,2,2,1O:1O:1O:1O:2O,,1O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
632,5,0,1,2,2,1O:1O:1O:1O:2O,,1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
633,5,0,1,2,2,1O:1O:1O:1O:2O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
634,5,0,1,2,2,:1O:1O:1O:1O,,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
635,5,0,1,2,2,:1O:1O:1O:1O,,1N1O,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
636,5,0,1,2,2,:1O:1O:1O:2O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
637,4,2,1,1,1,1O:1O:1O:1O,:,1N1O1S,,1L,1,0.03000300030003
638,4,2,1,1,2,1O:1O:1O:2O,:,1N2O2S,,1L:1L,1,0.03000300030003
639,5,0,2,1,2,1O:1O:1O:1O:1O,,1N4O2S:2O1S,,1L:1L,1,0.03000300030003
640,4,1,3,1,2,::1O:1O,,:1N2O1S:1O,,1L:1L,1,0.03000300030003
641,4,1,3,1,2,::1O:2O,,1N3O2S:1O:1O1S,,1L:1L,1,0.03000300030003
642,5,0,2,1,2,1O:1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,1,0.03000300030003
643,5,0,2,1,2,1O:1O:1O:1O:1O,,1O1S:2O,,1L:1L,1,0.03000300030003
644,4,1,3,1,3,1O:1O:1O:1O,,1N3O2S:1O:2O1S,,1L:1L:1L,1,0.03000300030003
645,4,1,3,2,2,:1O:1O:1O,,::1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
646,5,0,2,1,2,1O:1O:1O:1O:1O,,1N3O2S:2O1S,,1L:1L,1,0.03000300030003
647,4,2,1,1,1,::1O:2O,:,1N1O1S,,1L,1,0.03000300030003
648,4,2,1,1,2,1O:1O:1O:1O,:,1N1O,,1L:1L,1,0.03000300030003
649,5,0,2,1,2,1O:1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
650,5,0,2,1,2,1O:1O:1O:1O:1O,,1N2O2S:2O1S,,1L:1L,1,0.03000300030003
651,5,0,2,1,2,1O:1O:1O:1O:1O,,1N2O1S:1O1S,,1L:1L,1,0.03000300030003
652,5,0,1,1,2,1O:1O:1O:1O:2O,,3O2S,,1L:1L,1,0.03000300030003
653,5,0,1,1,2,1O:1O:1O:2O:2O,,1N2O2S,,1L:1L,1,0.03000300030003
654,4,1,3,1,2,::1O:1O,,1N1O1S:1O:3O2S,,1L:1L,1,0.03000300030003
655,4,1,3,1,2,:1O:1O:2O,,1O:1O:2O1S,,1L:1L,1,0.03000300030003
656,5,0,1,1,2,1O:1O:1O:1O:2O,,2O2S,,1L:1L,1,0.03000300030003
657,4,1,3,1,2,:1O:1O:1O,,:1N1O1S:1O1S,,1L:1L,1,0.03000300030003
658,4,2,1,1,2,1O:1O:1O:1O,:,1N1O1S,,1L:1L,1,0.03000300030003
659,5,0,1,1,2,1O:1O:1O:1O:2O,,1N4O2S,,1L:1L,1,0.03000300030003
660,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:2O2S,,1L:1L,1,0.03000300030003
661,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
662,5,0,1,1,2,1O:1O:1O:1O:2O,,1N3O1S,,1L:1L,1,0.03000300030003
663,5,0,1,1,2,1O:1O:1O:1O:2O,,1N2O2S,,1L:1L,1,0.03000300030003
664,5,0,1,1,2,1O:1O:1O:1O:2O,,1N2O1S,,1L:1L,1,0.03000300030003
665,4,1,3,1,2,:1O:1O:1O,,1O:2O:2O1S,,1L:1L,1,0.03000300030003
666,5,0,2,1,2,1O:1O:1O:1O:1O,,2O:3O2S,,1L:1L,1,0.03000300030003
667,4,2,1,1,2,1O:1O:1O:1O,:,2O2S,,1L:1L,1,0.03000300030003
668,5,0,1,1,2,1O:1O:1O:1O:1O,,3O2S,,1L:1L,1,0.03000300030003
669,4,1,3,1,2,:1O:1O:1O,,1O:2O2S:3O1S,,1L:1L,1,0.03000300030003
670,4,2,1,1,2,1O:1O:1O:1O,:1O,1N1O1S,,1L:1L,1,0.03000300030003
671,5,0,1,1,2,1O:1O:1O:2O:2O,,1N3O2S,,1L:1L,1,0.03000300030003
672,5,0,2,1,2,1O:1O:1O:1O:1O,,1N1O1S:1O1S,,1L:1L,1,0.03000300030003
673,4,2,1,1,1,1O:1O:1O:1O,:,1O,,1L,1,0.03000300030003
674,5,0,1,2,2,::1O:1O:1O,,1O,2S:2S:2S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
675,5,0,1,2,2,::1O:1O:1O,,1O1S,2S:2S:2S:3S:3S:3S:4S:5S,1L:1L,1,0.03000300030003
676,5,0,1,2,2,::1O:1O:1O,,1O1S,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
677,5,0,1,2,2,::1O:1O:1O,,1O1S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
678,5,0,1,2,2,::1O:1O:1O,,1O,2S:3S:4S:4S:4S:5S:5S:6S,1L:1L,1,0.03000300030003
679,4,2,1,1,1,:1O:1O:1O,:1O,1O1S,,1L,1,0.03000300030003
680,4,2,1,1,1,:1O:1O:1O,:,,,1L,1,0.03000300030003
681,5,0,1,2,2,::1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
682,5,0,2,1,1,:::1O:1O,,:2O1S,,1L,1,0.03000300030003
683,5,0,1,2,2,::1O:1O:1O,,1N2O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
684,5,0,1,2,2,::1O:1O:1O,,1N2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
685,5,0,1,2,2,::1O:1O:1O,,1N1O1S,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
686,5,0,1,2,2,::1O:1O:1O,,,2S:2S:2S:2S:2S:2S:3S:4S,1L:1L,1,0.03000300030003
687,5,0,1,2,2,:1O:1O:2O:2O,,2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
688,4,2,1,1,1,:1O:1O:1O,1O:1O,2O1S,,1L,1,0.03000300030003
689,5,0,1,2,2,::1O:1O:1O,,2O,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
690,5,0,1,2,2,::1O:1O:1O,,2O1S,2S:2S:3S:3S:3S:3S:4S:5S,1L:1L,1,0.03000300030003
691,5,0,1,2,2,::1O:1O:2O,,1N3O2S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
692,5,0,1,2,2,::1O:1O:2O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
693,5,0,1,2,2,::1O:1O:2O,,2O1S,2S:3S:4S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
694,5,0,1,2,2,::1O:1O:2O,,2O2S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
695,5,0,1,2,2,:::1O:1O,,1N1O1S,2S:2S:2S:2S:2S:2S:3S:4S,1L:1L,1,0.03000300030003
696,5,0,1,1,2,:1O:1O:1O:1O,,1N3O1S,,1L:1L,1,0.03000300030003
697,5,0,1,2,2,:::1O:1O,,1O,2S:2S:2S:2S:2S:3S:3S:4S,1L:1L,1,0.03000300030003
698,5,0,1,2,2,:::1O:2O,,2O1S,2S:2S:3S:3S:3S:3S:4S:5S,1L:1L,1,0.03000300030003
699,5,0,1,2,3,1O:1O:1O:1O:2O,,1O,1S:1S:1S:2S:3S:3S:4S:5S,1L:1L:1L,1,0.03000300030003
700,5,0,1,2,3,:::1O:1O,,3O1S,2S:2S:3S:3S:3S:3S:3S:4S,1L:1L:1L,1,0.03000300030003
701,4,2,1,1,1,::1O:1O,:,1O,,1L,1,0.03000300030003
702,5,0,1,1,2,:1O:1O:1O:1O,,1N1O1S,,1L:1L,1,0.03000300030003
703,5,0,2,1,1,:1O:1O:1O:1O,,1O:1O1S,,1L,1,0.03000300030003
704,5,0,1,1,2,1O:1O:2O:2O:2O,,2O1S,,1L:1L,1,0.03000300030003
705,5,0,1,1,2,1O:1O:2O:2O:2O,,1O,,1L:1L,1,0.03000300030003
706,5,0,1,1,2,::1O:1O:2O,,1N3O2S,,1L:1L,1,0.03000300030003
707,1,1,1,2,2,1O,,2O,3S:4S:4S:5S:5S:5S:6S:7S,1L:1L,1,0.03000300030003
708,5,0,2,1,2,:1O:1O:1O:2O,,1N2O1S:2O1S,,1L:1L,1,0.03000300030003
709,6,0,2,1,2,:1O:1O:1O:1O:1O,,:2O,,1L:1L,1,0.03000300030003
710,6,0,2,1,2,:1O:1O:1O:1O:1O,,:1N1O1S,,1L:1L,1,0.03000300030003
711,6,0,2,1,2,:1O:1O:1O:1O:1O,,:,,1L:1L,1,0.03000300030003
712,6,0,2,1,2,:1O:1O:1O:1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
713,6,0,2,1,2,:1O:1O:1O:1O:1O,,2O1S:2O1S,,1L:1L,1,0.03000300030003
714,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
715,6,0,2,1,2,:1O:1O:1O:1O:1O,,1N2O1S:2O1S,,1L:1L,1,0.03000300030003
716,6,0,2,1,2,:1O:1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
717,6,0,2,1,2,1O:1O:1O:1O:1O:2O,,2O1S:2O1S,,1L:1L,1,0.03000300030003
718,6,0,2,1,2,1O:1O:1O:1O:1O:1O,,:2O1S,,1L:1L,1,0.03000300030003
719,6,0,2,1,2,1O:1O:1O:1O:1O:1O,,:1N3O2S,,1L:1L,1,0.03000300030003
720,6,0,2,1,2,1O:1O:1O:1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
721,6,0,2,1,2,1O:1O:1O:1O:1O:1O,,1O1S:2O,,1L:1L,1,0.03000300030003
722,6,0,2,1,1,:::::1O,,1N1O1S:1O,,1L,1,0.03000300030003
723,6,0,2,1,1,::::1O:2O,,:2O1S,,1L,1,0.03000300030003
724,6,0,2,1,1,::::1O:1O,,1O:1O1S,,1L,1,0.03000300030003
725,6,0,2,1,1,::::1O:1O,,1O:1O,,1L,1,0.03000300030003
726,6,0,2,1,1,:::1O:1O:1O,,:1O1S,,1L,1,0.03000300030003
727,6,0,2,1,1,:::1O:1O:1O,,:1O,,1L,1,0.03000300030003
728,6,0,2,1,1,::1O:1O:1O:2O,,1O:1O1S,,1L,1,0.03000300030003
729,6,0,2,1,1,::1O:1O:1O:1O,,:2O1S,,1L,1,0.03000300030003
730,6,0,2,1,1,::1O:1O:1O:1O,,:1O,,1L,1,0.03000300030003
731,6,0,2,1,1,::1O:1O:1O:1O,,1O:1O1S,,1L,1,0.03000300030003
732,6,0,1,2,2,:::1O:1O:2O,,1O,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
733,6,0,1,2,2,:::1O:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
734,6,0,1,2,2,:::1O:1O:1O,,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
735,6,0,2,1,2,:1O:1O:1O:1O:1O,,:1O1S,,1L:1L,1,0.03000300030003
736,6,0,2,1,2,:1O:1O:1O:1O:2O,,2O:2O,,1L:1L,1,0.03000300030003
737,6,0,3,1,2,:1O:1O:1O:1O:2O,,:1O:1O,,1L:1L,1,0.03000300030003
738,6,0,2,1,2,:1O:1O:1O:1O:2O,,:1N1O1S,,1L:1L,1,0.03000300030003
739,6,0,3,1,2,:1O:1O:1O:1O:1O,,1O:2O1S:3O1S,,1L:1L,1,0.03000300030003
740,6,0,2,2,2,:::1O:1O:2O,,1O:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
741,6,0,2,2,2,:::1O:1O:1O,,1O1S:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
742,6,0,2,2,2,:1O:1O:1O:1O:2O,,:1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
743,6,0,2,2,1,:::::,,:2O,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
744,6,0,2,1,3,:::1O:1O:1O,,1O:2O,,1L:1L:1L,1,0.03000300030003
745,6,0,2,1,2,:::1O:1O:1O,,1O:3O2S,,1L:1L,1,0.03000300030003
746,6,0,2,1,2,:::1O:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
747,6,0,2,1,2,:::1O:1O:1O,,1N2O2S:1O,,1L:1L,1,0.03000300030003
748,6,0,2,1,2,:::1O:1O:1O,,1N2O1S:1O,,1L:1L,1,0.03000300030003
749,6,0,2,1,2,::1O:1O:2O:2O,,1O:1O1S,,1L:1L,1,0.03000300030003
750,6,0,2,1,2,::1O:1O:1O:2O,,1O:2O,,1L:1L,1,0.03000300030003
751,6,0,2,1,2,::1O:1O:1O:2O,,1O:1O,,1L:1L,1,0.03000300030003
752,6,0,2,1,2,::1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
753,6,0,2,1,2,::1O:1O:1O:1O,,2O:2O,,1L:1L,1,0.03000300030003
754,6,0,2,1,2,::1O:1O:1O:1O,,2O1S:3O1S,,1L:1L,1,0.03000300030003
755,6,0,2,1,2,::1O:1O:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
756,6,0,2,1,2,::1O:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
757,6,0,2,1,2,::1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,1,0.03000300030003
758,6,0,2,1,2,::1O:1O:1O:1O,,1O1S:1O1S,,1L:1L,1,0.03000300030003
759,6,0,2,1,2,::1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
760,6,0,2,1,2,::1O:1O:1O:1O,,1N2O2S:2O1S,,1L:1L,1,0.03000300030003
761,6,0,2,1,2,:1O:1O:1O:2O:2O,,1O:1O,,1L:1L,1,0.03000300030003
762,6,0,2,1,2,:1O:1O:1O:1O:2O,,:2O1S,,1L:1L,1,0.03000300030003
763,6,0,2,1,2,:1O:1O:1O:1O:2O,,:1O1S,,1L:1L,1,0.03000300030003
764,6,0,1,2,2,::1O:1O:1O:2O,,2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
765,6,0,1,2,2,::1O:1O:1O:2O,,1O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
766,6,0,1,2,2,::1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
767,6,0,1,2,2,::1O:1O:1O:1O,,2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
768,6,0,1,1,2,1O:1O:1O:2O:2O:2O,,1O,,1L:1L,1,0.03000300030003
769,6,0,1,1,2,1O:1O:1O:1O:2O:2O,,1N3O1S,,1L:1L,1,0.03000300030003
770,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1N1O1S,,1L:1L,1,0.03000300030003
771,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
