,num_dol,num_methf,num_tfsi,num_ps,num_li,atoms_dol,atoms_methf,atoms_tfsi,atoms_ps,atoms_li,count,%
620,5,1,1,1,1,::1O:1O:1O,1O,,,1L,1,0.03000300030003
621,4,0,1,2,2,::1O:1O,,1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
622,5,1,1,1,1,:::1O:1O,,2O,,1L,1,0.03000300030003
623,4,0,1,1,2,::1O:1O,,1O,,1L:1L,1,0.03000300030003
624,4,0,1,1,2,:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
625,5,1,1,1,1,:::1O:1O,,2O1S,,1L,1,0.03000300030003
626,5,1,1,1,1,:::1O:1O,1O,1O,,1L,1,0.03000300030003
627,4,0,1,1,2,:1O:1O:1O,,1N2O1S,,1L:1L,1,0.03000300030003
628,4,0,1,1,2,1O:1O:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
629,4,0,1,1,2,1O:1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
630,4,1,0,1,1,:1O:1O:2O,,,,1L,1,0.03000300030003
631,4,1,0,1,1,:::,1O,,,1L,1,0.03000300030003
632,5,0,1,1,1,::1O:1O:1O,,2O,,1L,1,0.03000300030003
633,5,0,1,1,2,:1O:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
634,5,0,1,1,1,::1O:1O:2O,,,,1L,1,0.03000300030003
635,5,0,1,1,1,:::1O:1O,,2O,,1L,1,0.03000300030003
636,4,1,1,1,1,::1O:1O,,2O,,1L,1,0.03000300030003
637,5,0,1,1,1,::::1O,,2O,,1L,1,0.03000300030003
638,4,1,1,1,1,:1O:1O:1O,,2O,,1L,1,0.03000300030003
639,5,0,1,1,2,1O:1O:1O:1O:1O,,1N2O,,1L:1L,1,0.03000300030003
640,5,0,1,1,2,1O:1O:1O:1O:1O,,1N2O1S,,1L:1L,1,0.03000300030003
641,5,0,1,1,2,1O:1O:1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
642,4,1,0,2,2,::1O:1O,1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
643,4,1,0,2,2,:1O:1O:1O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
644,4,1,0,2,2,1O:1O:1O:1O,1O,,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
645,5,0,1,1,2,:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
646,5,0,1,1,2,:1O:1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
647,4,1,0,2,2,1O:1O:1O:1O,1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
648,4,1,0,1,1,:::2O,1O,,,1L,1,0.03000300030003
649,4,1,0,2,2,1O:1O:1O:1O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
650,5,0,1,1,2,::1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
651,4,1,0,2,1,:::1O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
652,4,1,0,2,1,:::,1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
653,4,1,0,2,1,::1O:1O,1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
654,4,1,0,2,1,::1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
655,4,1,0,2,1,::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
656,4,1,0,2,1,:1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
657,5,0,2,1,2,:1O:1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
658,5,0,2,1,2,:1O:1O:1O:1O,,:1O1S,,1L:1L,1,0.03000300030003
659,5,1,0,1,1,1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
660,5,1,0,1,1,::::,1O,,,1L,1,0.03000300030003
661,5,1,0,1,1,::::1O,,,,1L,1,0.03000300030003
662,0,2,1,1,2,,1O:1O,1O,,1L:1L,1,0.03000300030003
663,3,1,1,2,2,1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
664,3,2,2,1,2,1O:1O:1O,1O:1O,1O:1O,,1L:1L,1,0.03000300030003
665,1,5,0,1,2,1O,:::1O:1O,,,1L:1L,1,0.03000300030003
666,1,5,1,1,2,1O,:1O:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
667,2,0,2,1,2,1O:1O,,1N1O:1O,,1L:1L,1,0.03000300030003
668,2,1,0,1,1,1O:1O,,,,1L,1,0.03000300030003
669,2,1,0,1,1,:1O,1O,,,1L,1,0.03000300030003
670,2,1,0,1,1,:2O,1O,,,1L,1,0.03000300030003
671,2,1,0,1,2,1O:1O,1O,,,1L:1L,1,0.03000300030003
672,2,1,0,2,2,1O:1O,1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
673,2,1,0,2,2,:1O,1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
674,2,1,0,3,1,1O:1O,,,1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
675,2,1,1,1,1,:,1O,1N3O1S,,1L,1,0.03000300030003
676,2,1,1,1,1,:1O,1O,2O,,1L,1,0.03000300030003
677,2,1,1,1,2,1O:1O,,2O,,1L:1L,1,0.03000300030003
678,2,1,1,1,2,1O:1O,1O,,,1L:1L,1,0.03000300030003
679,2,1,1,1,2,1O:1O,1O,1N1O,,1L:1L,1,0.03000300030003
680,2,1,1,1,2,1O:1O,1O,1N2O2S,,1L:1L,1,0.03000300030003
681,2,1,1,1,2,1O:1O,1O,1N3O2S,,1L:1L,1,0.03000300030003
682,2,1,1,1,2,1O:1O,1O,3O,,1L:1L,1,0.03000300030003
683,2,1,1,1,2,1O:1O,1O,3O1S,,1L:1L,1,0.03000300030003
684,2,1,1,1,2,:1O,1O,3O1S,,1L:1L,1,0.03000300030003
685,2,1,1,2,1,:1O,,1O,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
686,2,1,1,2,2,1O:1O,1O,1N1O1S,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
687,1,5,1,1,2,,:::1O:1O,1O,,1L:1L,1,0.03000300030003
688,1,5,0,1,2,1O,::1O:1O:1O,,,1L:1L,1,0.03000300030003
689,2,1,1,2,2,1O:1O,1O,1O,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
690,1,5,0,1,2,1O,1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
691,1,4,0,1,1,1O,:::,,,1L,1,0.03000300030003
692,1,4,0,1,1,1O,:::1O,,,1L,1,0.03000300030003
693,1,4,0,1,2,,:1O:1O:1O,,,1L:1L,1,0.03000300030003
694,1,4,0,1,2,1O,::1O:1O,,,1L:1L,1,0.03000300030003
695,1,4,0,2,1,,:::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
696,1,4,0,2,2,1O,:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
697,1,4,0,2,2,1O,:1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
698,1,4,0,2,2,1O,::1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
699,1,4,1,1,1,1O,:::,1O,,1L,1,0.03000300030003
700,1,4,1,1,2,,1O:1O:1O:1O,3O2S,,1L:1L,1,0.03000300030003
701,1,4,1,1,2,,::1O:1O,2O1S,,1L:1L,1,0.03000300030003
702,1,4,1,1,2,1O,1O:1O:1O:1O,3O1S,,1L:1L,1,0.03000300030003
703,1,4,1,1,2,1O,::1O:1O,3O1S,,1L:1L,1,0.03000300030003
704,1,4,1,1,2,2O,:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
705,1,4,2,1,1,,:::1O,:2O,,1L,1,0.03000300030003
706,1,4,2,1,2,,1O:1O:1O:1O,1O:1O,,1L:1L,1,0.03000300030003
707,1,4,2,1,2,,:1O:1O:1O,1O:2O,,1L:1L,1,0.03000300030003
708,1,4,2,1,2,1O,:1O:1O:1O,1O:1O,,1L:1L,1,0.03000300030003
709,1,4,2,1,2,1O,::1O:1O,1O:1O,,1L:1L,1,0.03000300030003
710,1,5,0,1,1,,::1O:1O:1O,,,1L,1,0.03000300030003
711,1,5,0,1,2,,:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
712,2,1,1,2,2,1O:1O,1O,1N2O1S,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
713,2,1,1,2,2,1O:1O,1O,1O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
714,1,3,2,1,2,1O,::1O,1O:1O,,1L:1L,1,0.03000300030003
715,2,2,0,2,2,1O:1O,1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
716,2,2,0,2,2,1O:1O,1O:1O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
717,2,2,0,2,2,1O:1O,:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
718,2,2,0,2,2,1O:1O,:1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
719,2,2,0,2,2,1O:1O,:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
720,2,2,0,2,2,1O:1O,:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
721,2,2,0,2,2,1O:2O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
722,2,2,0,2,2,:1O,1O:1O,,1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
723,2,2,0,2,2,:1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
724,2,2,0,2,2,:1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
725,2,2,1,1,1,1O:1O,:1O,1O,,1L,1,0.03000300030003
726,2,2,1,1,1,1O:1O,:1O,2O,,1L,1,0.03000300030003
727,2,2,1,1,1,:,1O:1O,1O,,1L,1,0.03000300030003
728,2,2,1,1,1,:,:1O,1O,,1L,1,0.03000300030003
729,2,2,1,1,1,:,:1O,2O,,1L,1,0.03000300030003
730,2,2,1,1,1,:,:1O,2O1S,,1L,1,0.03000300030003
731,2,2,1,1,1,:1O,1O:1O,1O,,1L,1,0.03000300030003
732,2,2,1,1,1,:1O,1O:1O,2O1S,,1L,1,0.03000300030003
733,2,2,1,1,1,:1O,:,1O,,1L,1,0.03000300030003
734,2,2,1,1,2,1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
735,2,2,1,1,2,1O:1O,1O:1O,1O1S,,1L:1L,1,0.03000300030003
736,2,2,1,1,2,1O:1O,:,1O,,1L:1L,1,0.03000300030003
737,2,2,0,2,2,1O:1O,1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
738,2,2,0,2,2,1O:1O,1O:1O,,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
739,2,1,1,2,2,1O:1O,1O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
740,2,2,0,2,1,:1O,:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
741,2,1,1,2,2,1O:1O,1O,2O,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
742,2,1,1,2,2,1O:1O,1O,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
743,2,1,1,2,2,1O:1O,1O,3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
744,2,1,1,2,2,1O:1O,1O,4O2S,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
745,2,1,1,2,2,:1O,1O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
746,2,1,1,3,2,1O:1O,,1O,1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
747,2,1,2,1,1,1O:1O,,1O:2O,,1L,1,0.03000300030003
748,2,1,2,1,1,:,1O,:2O,,1L,1,0.03000300030003
749,2,1,2,1,2,1O:1O,,1N2O1S:1O,,1L:1L,1,0.03000300030003
750,2,1,2,1,2,1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
751,2,1,2,1,2,1O:1O,,1O:3O,,1L:1L,1,0.03000300030003
752,2,1,2,1,2,1O:1O,1O,1N3O1S:1O,,1L:1L,1,0.03000300030003
753,2,1,2,1,2,1O:1O,1O,1O:1O,,1L:1L,1,0.03000300030003
754,2,1,2,1,2,1O:1O,1O,1O:3O,,1L:1L,1,0.03000300030003
755,2,1,2,1,2,:1O,,1O:2O,,1L:1L,1,0.03000300030003
756,2,1,2,1,2,:1O,1O,1O:1O,,1L:1L,1,0.03000300030003
757,2,1,2,1,2,:1O,1O,1O:2O,,1L:1L,1,0.03000300030003
758,2,1,2,1,2,:1O,1O,1O:3O,,1L:1L,1,0.03000300030003
759,2,2,0,1,1,1O:1O,:,,,1L,1,0.03000300030003
760,2,2,0,1,1,1O:2O,:,,,1L,1,0.03000300030003
761,2,2,0,1,1,:,:,,,1L,1,0.03000300030003
762,1,3,2,1,2,2O,:1O:1O,1N1O:1O,,1L:1L,1,0.03000300030003
763,1,3,2,1,2,1O,:1O:1O,:1O,,1L:1L,1,0.03000300030003
764,3,2,2,1,1,:1O:1O,:,:1O,,1L,1,0.03000300030003
765,0,5,1,1,2,,::1O:1O:1O,1O,,1L:1L,1,0.03000300030003
766,0,5,1,1,2,,::1O:1O:1O,2O1S,,1L:1L,1,0.03000300030003
767,0,5,2,1,2,,:1O:1O:1O:1O,1O:1O,,1L:1L,1,0.03000300030003
768,0,6,0,1,1,,::::1O:1O,,,1L,1,0.03000300030003
769,1,1,0,1,2,1O,1O,,,1L:1L,1,0.03000300030003
770,1,1,1,2,2,1O,1O,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
771,1,1,1,2,2,1O,1O,2O1S,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
772,1,2,0,1,1,,:1O,,,1L,1,0.03000300030003
773,1,2,0,1,1,1O,:,,,1L,1,0.03000300030003
774,1,2,0,1,1,1O,:1O,,,1L,1,0.03000300030003
775,1,2,0,1,2,1O,:1O,,,1L:1L,1,0.03000300030003
776,1,2,0,2,2,,1O:1O,,1S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
777,1,2,0,2,2,1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
778,1,2,0,2,2,1O,1O:1O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
779,1,2,1,1,1,,1O:1O,1O,,1L,1,0.03000300030003
780,1,2,1,1,1,,:1O,1O,,1L,1,0.03000300030003
781,1,2,1,1,1,1O,1O:1O,,,1L,1,0.03000300030003
782,1,2,1,1,1,1O,:,2O,,1L,1,0.03000300030003
783,1,2,1,1,1,1O,:1O,1O,,1L,1,0.03000300030003
784,1,2,1,1,2,,1O:1O,2O1S,,1L:1L,1,0.03000300030003
785,1,2,1,1,2,1O,1O:1O,3O1S,,1L:1L,1,0.03000300030003
786,1,2,1,1,2,1O,:,1O,,1L:1L,1,0.03000300030003
787,0,5,1,1,2,,::1O:1O:1O,2O,,1L:1L,1,0.03000300030003
788,0,5,1,1,2,,:1O:1O:1O:1O,3O1S,,1L:1L,1,0.03000300030003
789,1,2,1,1,2,1O,:1O,2O,,1L:1L,1,0.03000300030003
790,0,5,0,1,1,,:::1O:1O,,,1L,1,0.03000300030003
791,0,2,1,2,2,,1O:1O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
792,0,2,2,1,2,,1O:1O,1O:1O,,1L:1L,1,0.03000300030003
793,0,2,2,1,2,,1O:1O,1O:2O,,1L:1L,1,0.03000300030003
794,0,2,2,1,2,,1O:1O,2O:2O,,1L:1L,1,0.03000300030003
795,0,3,1,1,2,,1O:1O:1O,1N2O,,1L:1L,1,0.03000300030003
796,0,3,1,1,2,,:1O:1O,1O,,1L:1L,1,0.03000300030003
797,0,3,1,2,2,,:1O:1O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
798,0,3,2,1,2,,1O:1O:1O,1O:2O,,1L:1L,1,0.03000300030003
799,0,3,2,1,2,,:1O:1O,1O:1O,,1L:1L,1,0.03000300030003
800,0,3,2,1,2,,:1O:1O,:2O,,1L:1L,1,0.03000300030003
801,0,4,0,1,1,,:1O:1O:1O,,,1L,1,0.03000300030003
802,0,4,0,1,1,,::1O:1O,,,1L,1,0.03000300030003
803,0,4,1,1,2,,1O:1O:1O:1O,1N1O,,1L:1L,1,0.03000300030003
804,0,4,1,1,2,,1O:1O:1O:1O,1N3O1S,,1L:1L,1,0.03000300030003
805,0,4,1,1,2,,1O:1O:1O:1O,2O2S,,1L:1L,1,0.03000300030003
806,0,4,1,1,2,,1O:1O:1O:1O,3O,,1L:1L,1,0.03000300030003
807,0,4,1,1,2,,::1O:1O,1O,,1L:1L,1,0.03000300030003
808,0,4,1,1,2,,::1O:1O,2O,,1L:1L,1,0.03000300030003
809,0,4,2,1,2,,::1O:1O,1N2O:1O,,1L:1L,1,0.03000300030003
810,0,4,2,1,2,,::1O:1O,1O:2O1S,,1L:1L,1,0.03000300030003
811,0,4,3,1,2,,:1O:1O:1O,1O:1O:2O,,1L:1L,1,0.03000300030003
812,1,2,1,1,2,1O,:,2O1S,,1L:1L,1,0.03000300030003
813,1,2,1,1,2,1O,:1O,3O1S,,1L:1L,1,0.03000300030003
814,1,3,2,1,2,1O,:1O:1O,1O:3O1S,,1L:1L,1,0.03000300030003
815,1,3,0,2,2,1O,1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
816,1,3,1,1,1,1O,:1O:1O,,,1L,1,0.03000300030003
817,1,3,1,1,1,1O,::,1O,,1L,1,0.03000300030003
818,1,3,1,1,2,,1O:1O:1O,2O,,1L:1L,1,0.03000300030003
819,1,3,1,1,2,,1O:1O:1O,3O1S,,1L:1L,1,0.03000300030003
820,1,3,1,1,2,,::1O,2O,,1L:1L,1,0.03000300030003
821,1,3,1,1,2,1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
822,1,3,1,1,2,1O,1O:1O:1O,1N1O,,1L:1L,1,0.03000300030003
823,1,3,1,1,2,1O,1O:1O:1O,1N2O2S,,1L:1L,1,0.03000300030003
824,1,3,1,1,2,1O,1O:1O:1O,1N3O1S,,1L:1L,1,0.03000300030003
825,1,3,1,1,2,1O,1O:1O:1O,3O,,1L:1L,1,0.03000300030003
826,1,3,1,1,2,1O,:1O:1O,1N2O,,1L:1L,1,0.03000300030003
827,1,3,1,1,2,1O,:1O:1O,2O1S,,1L:1L,1,0.03000300030003
828,1,3,1,1,2,1O,::1O,2O,,1L:1L,1,0.03000300030003
829,1,3,1,1,2,2O,1O:1O:1O,,,1L:1L,1,0.03000300030003
830,1,3,1,1,2,2O,::1O,1O,,1L:1L,1,0.03000300030003
831,1,3,1,2,2,1O,1O:1O:1O,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
832,1,3,1,2,2,1O,:1O:1O,1O,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
833,1,3,1,2,2,1O,:1O:1O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
834,1,3,2,1,1,,::1O,1O:1O,,1L,1,0.03000300030003
835,1,3,2,1,2,,1O:1O:1O,1O:2O1S,,1L:1L,1,0.03000300030003
836,1,3,2,1,2,1O,:1O:1O,1N3O1S:1O,,1L:1L,1,0.03000300030003
837,1,3,1,1,1,,::1O,2O,,1L,1,0.03000300030003
838,1,3,0,2,2,1O,1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
839,1,2,1,2,2,,1O:1O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
840,1,3,0,2,2,,:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
841,1,2,1,2,2,,1O:1O,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
842,1,2,1,2,2,1O,1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
843,1,2,1,2,2,1O,1O:1O,1O,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
844,1,2,1,2,2,1O,1O:1O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
845,1,2,1,2,2,1O,1O:1O,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
846,1,2,1,2,2,1O,1O:1O,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
847,1,2,1,2,2,1O,1O:1O,2O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
848,1,2,1,2,2,1O,:,2O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
849,1,2,1,2,2,1O,:1O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
850,1,2,2,1,1,,1O:1O,1O:1O,,1L,1,0.03000300030003
851,1,2,2,1,2,1O,1O:1O,1N2O1S:1O,,1L:1L,1,0.03000300030003
852,1,2,2,1,2,1O,1O:1O,1O:3O,,1L:1L,1,0.03000300030003
853,1,2,2,1,2,1O,1O:1O,1O:3O1S,,1L:1L,1,0.03000300030003
854,1,2,2,1,2,1O,1O:1O,2O:3O,,1L:1L,1,0.03000300030003
855,1,2,2,1,2,1O,1O:1O,:2O,,1L:1L,1,0.03000300030003
856,1,2,2,1,2,1O,:1O,1N1O1S:1O,,1L:1L,1,0.03000300030003
857,1,2,2,1,2,1O,:1O,1N2O1S:1O,,1L:1L,1,0.03000300030003
858,1,2,3,1,1,,:1O,::1O,,1L,1,0.03000300030003
859,1,2,3,1,2,1O,1O:1O,1O:1O:1O,,1L:1L,1,0.03000300030003
860,1,3,0,1,1,,1O:1O:1O,,,1L,1,0.03000300030003
861,1,3,0,1,2,1O,:1O:1O,,,1L:1L,1,0.03000300030003
862,2,2,1,1,2,1O:1O,:,2O,,1L:1L,1,0.03000300030003
863,2,2,1,1,2,1O:1O,:1O,1N2O2S,,1L:1L,1,0.03000300030003
864,2,2,1,1,2,1O:1O,:1O,1N3O1S,,1L:1L,1,0.03000300030003
865,3,1,1,2,2,:1O:1O,1O,2O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
866,3,1,1,2,2,::1O,1O,2O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
867,3,1,1,2,2,::1O,1O,2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
868,3,1,2,1,1,::1O,1O,:,,1L,1,0.03000300030003
869,3,1,2,1,1,::1O,1O,:1O,,1L,1,0.03000300030003
870,3,1,2,1,2,1O:1O:1O,1O,:,,1L:1L,1,0.03000300030003
871,3,1,2,1,2,1O:1O:1O,1O,:1O,,1L:1L,1,0.03000300030003
872,3,1,2,1,2,1O:1O:1O,1O,:2O,,1L:1L,1,0.03000300030003
873,3,1,2,1,2,1O:1O:2O,1O,1O:1O,,1L:1L,1,0.03000300030003
874,3,1,2,1,2,:1O:1O,1O,1O:1O,,1L:1L,1,0.03000300030003
875,3,1,2,1,2,:1O:1O,1O,1O:3O1S,,1L:1L,1,0.03000300030003
876,3,1,2,1,2,:1O:1O,1O,:2O1S,,1L:1L,1,0.03000300030003
877,3,1,3,1,2,1O:1O:1O,1O,::1O,,1L:1L,1,0.03000300030003
878,3,2,0,1,1,1O:1O:1O,1O:1O,,,1L,1,0.03000300030003
879,3,2,0,1,1,:1O:2O,:1O,,,1L,1,0.03000300030003
880,3,2,0,1,2,::1O,:,,,1L:1L,1,0.03000300030003
881,3,2,0,2,1,:1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
882,3,2,0,2,1,:1O:1O,:1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
883,3,2,0,2,1,::,:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
884,3,2,0,2,1,::,:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
885,3,2,0,2,1,::1O,:,,1S:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
886,3,2,0,2,1,::1O,:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
887,3,1,1,2,2,:1O:1O,1O,3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
888,3,1,1,2,2,:1O:1O,1O,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
889,3,2,0,2,2,1O:1O:1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
890,3,1,1,2,2,:1O:1O,1O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
891,3,1,1,1,1,::1O,1O,2O,,1L,1,0.03000300030003
892,3,1,1,1,2,1O:1O:1O,1O,1N2O1S,,1L:1L,1,0.03000300030003
893,3,1,1,1,2,1O:1O:1O,1O,1N3O1S,,1L:1L,1,0.03000300030003
894,3,1,1,1,2,1O:1O:1O,1O,1N4O2S,,1L:1L,1,0.03000300030003
895,3,1,1,1,2,1O:1O:1O,1O,2O1S,,1L:1L,1,0.03000300030003
896,3,1,1,1,2,1O:1O:1O,1O,3O1S,,1L:1L,1,0.03000300030003
897,3,1,1,1,2,:1O:1O,,2O,,1L:1L,1,0.03000300030003
898,3,1,1,1,2,:1O:1O,1O,1N3O2S,,1L:1L,1,0.03000300030003
899,3,1,1,1,2,:1O:1O,1O,3O,,1L:1L,1,0.03000300030003
900,3,1,1,1,2,:1O:1O,1O,3O1S,,1L:1L,1,0.03000300030003
901,3,1,1,1,2,::1O,1O,2O,,1L:1L,1,0.03000300030003
902,3,1,1,2,2,1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
903,3,1,1,2,2,1O:1O:1O,,1O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
904,0,2,1,1,2,,1O:1O,3O1S,,1L:1L,1,0.03000300030003
905,3,1,1,2,2,1O:1O:1O,,2O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
906,3,1,1,2,2,1O:1O:1O,1O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
907,3,1,1,2,2,1O:1O:1O,1O,1O,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
908,3,1,1,2,2,1O:1O:1O,1O,2O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
909,3,1,1,2,2,:1O:1O,1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
910,3,1,1,2,2,:1O:1O,1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
