,num_dol,num_nma,num_tfsi,num_ps,num_li,atoms_dol,atoms_nma,atoms_tfsi,atoms_ps,atoms_li,count,%
646,6,1,0,1,0,::::1O:1O,1N,,,,1,0.03000300030003
647,6,1,0,1,0,:::::1O,,,,,1,0.03000300030003
648,6,1,0,1,1,:1O:1O:1O:1O:1O,1O,,,1L,1,0.03000300030003
649,6,1,0,2,1,:::1O:1O:1O,1N,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
650,6,1,0,2,1,::::1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
651,6,1,0,2,1,:::::1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
652,6,2,0,1,0,:::::,1N:1N,,,,1,0.03000300030003
653,5,2,0,1,0,::::1O,:,,,,1,0.03000300030003
654,6,2,0,1,0,:::::,:1N,,,,1,0.03000300030003
655,6,2,0,1,1,:::1O:1O:1O,1N:1O,,,1L,1,0.03000300030003
656,6,2,0,1,1,::::1O:1O,1O:1O,,,1L,1,0.03000300030003
657,6,2,0,1,1,::::1O:1O,:1O,,,1L,1,0.03000300030003
658,6,2,1,1,1,::::1O:1O,:1O,,,1L,1,0.03000300030003
659,6,3,0,1,0,:::::1O,::,,,,1,0.03000300030003
660,6,3,0,1,0,:::::1O,::1N,,,,1,0.03000300030003
661,6,3,0,1,1,:::1O:1O:1O,:1O:1O,,,1L,1,0.03000300030003
662,6,3,0,1,1,::::1O:1O,:1O:1O,,,1L,1,0.03000300030003
663,6,3,0,1,1,:::::,:1O:1O,,,1L,1,0.03000300030003
664,6,3,0,1,1,:::::1O,:1N1O:1O,,,1L,1,0.03000300030003
665,6,3,0,1,1,:::::1O,:1O:1O,,,1L,1,0.03000300030003
666,5,4,0,1,1,::1O:1O:1O,:1N:1O:1O,,,1L,1,0.03000300030003
667,5,4,0,1,0,::::1O,:::,,,,1,0.03000300030003
668,5,3,0,2,1,::::1O,::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
669,5,3,0,2,1,::::1O,:1N:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
670,5,2,0,1,1,::::1O,1N:1O,,,1L,1,0.03000300030003
671,5,2,0,1,1,::::1O,:1O,,,1L,1,0.03000300030003
672,5,2,0,1,2,::1O:1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
673,5,2,0,2,1,:::1O:1O,:,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
674,5,2,0,2,1,:::1O:1O,:1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
675,5,2,0,2,1,:::1O:1O,:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
676,5,2,0,2,1,::::1O,1N:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
677,5,2,0,2,1,::::1O,1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
678,5,2,0,2,1,::::1O,:1N,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
679,5,2,0,2,1,::::1O,:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
680,5,2,1,1,0,::::1O,1N:1N,,,,1,0.03000300030003
681,5,2,1,1,1,::::,1O:1O,1O,,1L,1,0.03000300030003
682,5,2,1,1,1,::::1O,1N:1O,1O,,1L,1,0.03000300030003
683,5,2,1,2,1,::::1O,:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
684,5,2,2,1,1,::::1O,:1O,:2O1S,,1L,1,0.03000300030003
685,5,3,0,1,0,::::,:1N:1N,,,,1,0.03000300030003
686,5,3,0,1,0,::::1O,1N:1N:1N,,,,1,0.03000300030003
687,5,3,0,1,1,:1O:1O:1O:1O,::1O,,,1L,1,0.03000300030003
688,5,3,0,1,1,::1O:1O:1O,:1N:1O,,,1L,1,0.03000300030003
689,5,3,0,1,1,::::1O,::1O,,,1L,1,0.03000300030003
690,5,3,0,1,1,::::2O,:1O:1O,,,1L,1,0.03000300030003
691,5,3,0,2,1,:1O:1O:1O:1O,::,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
692,5,3,0,2,1,::1O:1O:1O,::1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
693,5,3,0,2,1,:::1O:1O,::,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
694,5,3,0,2,1,:::1O:1O,::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
695,4,3,1,1,1,:::1O,1N:1N:1O,2O,,1L,1,0.03000300030003
696,4,3,1,1,1,:::1O,1N:1N1O:1O,,,1L,1,0.03000300030003
697,4,3,1,1,1,:::,:1O:1O,1O,,1L,1,0.03000300030003
698,4,2,0,1,1,::1O:1O,1N1O:1O,,,1L,1,0.03000300030003
699,4,1,0,2,1,::1O:1O,1N,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
700,4,1,0,2,1,::1O:1O,1N,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
701,4,1,0,2,1,::1O:1O,1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
702,4,1,0,2,1,:::1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
703,4,1,1,1,0,:::,1N,,,,1,0.03000300030003
704,4,1,1,1,1,::1O:1O,1O,,,1L,1,0.03000300030003
705,4,1,1,1,1,:::1O,1O,,,1L,1,0.03000300030003
706,4,1,1,2,1,:::1O,1N,1O,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
707,4,2,0,1,0,::1O:1O,:,,,,1,0.03000300030003
708,4,2,0,1,0,:::2O,1N:1N,,,,1,0.03000300030003
709,4,2,0,1,1,:1O:1O:1O,1N1O:1O,,,1L,1,0.03000300030003
710,4,2,0,1,1,:1O:1O:1O,1N:1O,,,1L,1,0.03000300030003
711,4,2,0,1,1,::1O:2O,1N1O:1O,,,1L,1,0.03000300030003
712,4,2,0,2,1,:::1O,1N:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
713,4,2,0,1,1,::1O:2O,:1N,,,1L,1,0.03000300030003
714,4,2,0,1,1,::1O:2O,:1O,,,1L,1,0.03000300030003
715,4,2,0,1,1,:::,1O:1O,,,1L,1,0.03000300030003
716,4,2,0,1,1,:::,:1O,,,1L,1,0.03000300030003
717,4,2,0,1,1,:::1O,1N1O:1O,,,1L,1,0.03000300030003
718,4,2,0,2,1,1O:1O:1O:2O,:,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
719,4,2,0,2,1,:1O:1O:1O,:,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
720,4,2,0,2,1,:1O:1O:1O,:1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
721,4,2,0,2,1,:1O:1O:2O,:1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
722,4,2,0,2,1,::1O:1O,:,,1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
723,4,2,0,2,1,::1O:1O,:1N,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
724,4,2,0,2,1,::1O:2O,:1N,,::1S:1S:2S:3S:4S:5S,1L,1,0.03000300030003
725,4,1,0,2,1,::1O:1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
726,4,1,0,2,1,::1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
727,4,1,0,1,0,:::1O,,,,,1,0.03000300030003
728,4,0,0,2,1,:::1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
729,3,5,0,1,1,::2O,::1O:1O:1O,,,1L,1,0.03000300030003
730,3,5,0,1,2,1O:1O:1O,:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
731,3,5,0,1,2,1O:1O:1O,::1O:1O:1O,,,1L:1L,1,0.03000300030003
732,3,5,0,1,2,1O:1O:2O,::1O:1O:1O,,,1L:1L,1,0.03000300030003
733,3,5,0,1,2,:1O:1O,::1O:1O:1O,,,1L:1L,1,0.03000300030003
734,3,5,0,1,2,:1O:2O,:1N1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
735,3,5,0,1,2,::,1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
736,3,5,0,2,1,:1O:1O,:::1N:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
737,3,5,0,2,1,::1O,::1N:1N:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
738,3,5,0,2,1,::1O,:::1N:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
739,3,5,0,2,1,::1O,::::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
740,3,5,0,2,2,:1O:1O,:1O:1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
741,3,5,1,1,0,::1O,:::1N:1N,,,,1,0.03000300030003
742,3,5,1,1,1,:1O:1O,::1N:1O:1O,,,1L,1,0.03000300030003
743,3,5,1,1,1,::,:::1N1O:1O,1O,,1L,1,0.03000300030003
744,3,5,1,1,2,::1O,:1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
745,3,6,0,1,0,:1O:1O,:::::1N,,,,1,0.03000300030003
746,3,6,0,1,0,::,:::::1N,,,,1,0.03000300030003
747,3,6,0,1,0,::1O,:::::1N,,,,1,0.03000300030003
748,3,6,0,1,1,:1O:1O,::::1O:1O,,,1L,1,0.03000300030003
749,3,6,0,1,1,::,:::1O:1O:1O,,,1L,1,0.03000300030003
750,3,6,0,1,1,::1O,:::1O:1O:1O,,,1L,1,0.03000300030003
751,3,6,0,1,2,:1O:1O,:1N:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
752,3,6,1,1,1,::1O,::::1O:1O,,,1L,1,0.03000300030003
753,4,0,0,2,1,::1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
754,4,2,0,2,1,:::,1N:1O,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
755,3,3,1,1,0,::1O,1N:1N:1N,,,,1,0.03000300030003
756,4,3,1,1,1,:::,:1N1O:1O,1O,,1L,1,0.03000300030003
757,4,3,0,2,1,::1O:1O,::,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
758,4,3,0,1,1,::2O:2O,:1O:1O,,,1L,1,0.03000300030003
759,4,3,0,1,1,:::,1N1O:1O:1O,,,1L,1,0.03000300030003
760,4,3,0,1,1,:::1O,1N:1N1O:1O,,,1L,1,0.03000300030003
761,4,3,0,1,1,:::1O,:1N1O:1O,,,1L,1,0.03000300030003
762,4,3,0,1,1,:::1O,::1O,,,1L,1,0.03000300030003
763,4,3,0,1,1,:::2O,:1O:1O,,,1L,1,0.03000300030003
764,4,3,0,1,2,1O:1O:1O:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
765,4,3,0,1,2,1O:1O:1O:2O,1O:1O:1O,,,1L:1L,1,0.03000300030003
766,4,3,0,1,2,::1O:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
767,4,3,0,2,0,:::,:1N:1N,,::1S:1S:2S:2S:2S:2S,,1,0.03000300030003
768,4,3,0,2,1,::1O:1O,:1N:1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
769,4,3,0,2,1,::1O:1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
770,4,3,0,2,1,::1O:1O,::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
771,4,2,0,2,1,:::1O,1N:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
772,4,3,0,2,1,::1O:1O,::1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
773,4,3,0,2,1,::1O:2O,::1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
774,4,3,0,2,1,:::1O,:1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
775,4,3,0,2,1,:::1O,:1N:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
776,4,3,0,2,1,:::1O,::,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
777,4,3,0,2,1,:::1O,::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
778,4,3,0,2,1,:::1O,::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
779,4,3,0,2,1,:::1O,::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
780,4,3,0,2,2,:::1O,::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
781,4,3,1,1,0,:::,::1N,,,,1,0.03000300030003
782,4,3,1,1,1,::1O:1O,1N:1O:1O,,,1L,1,0.03000300030003
783,4,3,1,1,1,::1O:1O,::1O,,,1L,1,0.03000300030003
784,4,3,0,1,1,::1O:2O,:1O:1O,,,1L,1,0.03000300030003
785,4,3,0,1,1,::1O:1O,::1N1O,,,1L,1,0.03000300030003
786,4,3,0,1,1,::1O:1O,:1N1O:1O,,,1L,1,0.03000300030003
787,4,3,0,1,1,::1O:1O,1N:1N:1O,,,1L,1,0.03000300030003
788,4,2,0,2,1,:::1O,1N:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
789,4,2,0,2,1,:::1O,:,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
790,4,2,0,2,1,:::1O,:,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
791,4,2,0,2,1,:::1O,:1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
792,4,2,0,2,1,:::1O,:1N,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
793,4,2,1,1,0,:::,:1N,,,,1,0.03000300030003
794,4,2,1,1,1,1O:1O:1O:1O,:1O,1O,,1L,1,0.03000300030003
795,4,2,1,1,1,::1O:1O,1N:1N1O,,,1L,1,0.03000300030003
796,4,2,1,1,1,::1O:2O,1N:1O,,,1L,1,0.03000300030003
797,4,2,1,1,1,:::1O,1O:1O,,,1L,1,0.03000300030003
798,4,2,1,2,1,:1O:1O:1O,:,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
799,4,3,0,1,0,:1O:1O:1O,::1N,,,,1,0.03000300030003
800,4,3,0,1,0,::1O:1O,:1N:1N,,,,1,0.03000300030003
801,4,3,0,1,0,::1O:1O,::,,,,1,0.03000300030003
802,4,3,0,1,0,::1O:1O,::1O,,,,1,0.03000300030003
803,4,3,0,1,0,::1O:2O,1N:1N:1N,,,,1,0.03000300030003
804,4,3,0,1,0,:::,1N:1N:1N,,,,1,0.03000300030003
805,4,3,0,1,0,:::,:1N:1N1O,,,,1,0.03000300030003
806,4,3,0,1,0,:::1O,1N:1N:1N,,,,1,0.03000300030003
807,4,3,0,1,0,:::1O,:1N:1O,,,,1,0.03000300030003
808,4,3,0,1,0,:::2O,:1N:1N,,,,1,0.03000300030003
809,4,3,0,1,1,1O:1O:1O:1O,:1O:1O,,,1L,1,0.03000300030003
810,4,3,0,1,1,:1O:1O:1O,:1O:1O,,,1L,1,0.03000300030003
811,4,3,0,1,1,:1O:1O:1O,::1N1O,,,1L,1,0.03000300030003
812,4,3,0,1,1,:1O:1O:2O,1N:1N1O:1O,,,1L,1,0.03000300030003
813,3,3,1,1,0,::1O,:1N:1N,,,,1,0.03000300030003
814,3,1,0,2,1,:1O:1O,1N,,1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
815,3,3,1,1,0,::,::1N,,,,1,0.03000300030003
816,1,6,0,2,1,1O,:::::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
817,1,6,0,1,0,1O,::::1N:1O,,,,1,0.03000300030003
818,1,6,0,1,1,,1N:1N:1N:1O:1O:1O,,,1L,1,0.03000300030003
819,1,6,0,1,1,,:1N:1O:1O:1O:1O,,,1L,1,0.03000300030003
820,1,6,0,1,1,,::1O:1O:1O:1O,,,1L,1,0.03000300030003
821,1,6,0,1,1,,:::1N1O:1N1O:1O,,,1L,1,0.03000300030003
822,1,6,0,1,1,,:::1N1O:1O:1O,,,1L,1,0.03000300030003
823,1,6,0,1,1,1O,::1N:1N:1O:1O,,,1L,1,0.03000300030003
824,1,6,0,1,1,1O,:::1O:1O:1O,,,1L,1,0.03000300030003
825,1,6,0,1,1,1O,::::1N:1O,,,1L,1,0.03000300030003
826,1,6,0,2,1,,:::1N:1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
827,1,6,0,2,1,,:::1N:1O:1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
828,1,6,0,2,1,,::::1N:1O,,2S:3S:4S:4S:4S:4S:4S:4S,1L,1,0.03000300030003
829,1,6,0,2,1,,::::1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
830,1,6,0,2,1,,:::::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
831,1,6,0,2,2,,:1N:1O:1O:1O:1O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
832,1,7,0,2,1,1O,::::::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
833,1,6,1,1,1,,:1N:1N:1O:1O:1O,1O,,1L,1,0.03000300030003
834,1,6,1,1,1,,:::1N:1O:1O,,,1L,1,0.03000300030003
835,1,6,1,1,1,1O,:::1N:1O:1O,1O,,1L,1,0.03000300030003
836,1,6,1,1,2,,:1N:1O:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
837,1,6,1,1,2,,::1O:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
838,1,6,1,1,2,1O,:1N:1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
839,1,6,1,2,1,,::::1N:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
840,1,7,0,1,0,,::::::1N,,,,1,0.03000300030003
841,1,7,0,1,1,,::::1O:1O:1O,,,1L,1,0.03000300030003
842,1,7,0,1,1,1O,::::1N:1O:1O,,,1L,1,0.03000300030003
843,1,7,0,1,2,,:::1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
844,1,7,0,1,2,1O,::1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
845,1,7,0,2,1,,:::1N:1N:1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
846,1,7,0,2,1,,::::1N:1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
847,1,6,0,1,0,1O,::1N:1N:1N:1N,,,,1,0.03000300030003
848,1,6,0,1,0,,:::1N:1N:1N,,,,1,0.03000300030003
849,1,5,1,2,1,1O,::1N:1N:1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
850,1,5,1,1,2,2O,:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
851,1,5,0,1,1,2O,:1N:1N:1O:1O,,,1L,1,0.03000300030003
852,1,5,0,1,1,2O,::1N:1O:1O,,,1L,1,0.03000300030003
853,1,5,0,1,2,1O,1N1O:1N1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
854,1,5,0,1,2,1O,:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
855,1,5,0,2,1,,:1N:1N:1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
856,1,5,0,2,1,,::1N:1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
857,1,5,0,2,1,,:::1N1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
858,1,5,0,2,1,,:::1N:1O,,2S:2S:2S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
859,1,5,0,2,1,,::::1N1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
860,1,5,0,2,1,1O,:1N:1N:1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
861,1,5,0,2,1,1O,:::1N:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
862,1,5,0,2,1,2O,:1N:1N:1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
863,1,5,0,2,1,2O,::1N:1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
864,1,5,0,2,2,,:1N1O:1O:1O:1O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
865,1,5,0,2,2,,:1O:1O:1O:1O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
866,1,5,0,2,2,,:1O:1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
867,1,5,1,1,0,,::1N:1N:1N,1O,,,1,0.03000300030003
868,1,5,1,1,0,,:::1N:1N,,,,1,0.03000300030003
869,1,5,1,1,0,1O,:::1N:1N,1O,,,1,0.03000300030003
870,1,5,1,1,0,1O,::::1N,,,,1,0.03000300030003
871,1,5,1,1,1,,:1N:1N:1O:1O,2O1S,,1L,1,0.03000300030003
872,1,5,1,1,1,,::1N:1N1O:1O,1O,,1L,1,0.03000300030003
873,1,5,1,1,1,,::1N:1N:1O,,,1L,1,0.03000300030003
874,1,5,1,1,1,,::1N:1O:1O,,,1L,1,0.03000300030003
875,1,5,1,1,1,,:::1N1O:1O,1O,,1L,1,0.03000300030003
876,1,5,1,1,1,1O,:1N:1N:1O:1O,,,1L,1,0.03000300030003
877,1,5,1,1,1,1O,:1N:1O:1O:1O,,,1L,1,0.03000300030003
878,1,5,1,1,1,2O,:1N:1N:1O:1O,1O,,1L,1,0.03000300030003
879,1,5,1,1,2,,1N:1O:1O:1O:1O,2O1S,,1L:1L,1,0.03000300030003
880,1,7,0,2,1,1O,::::::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
881,1,7,0,2,2,,:::1O:1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
882,2,3,1,1,1,:,1O:1O:1O,,,1L,1,0.03000300030003
883,2,3,0,2,1,:1O,:1N:1O,,1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
884,2,3,0,2,1,1O:1O,::1N,,3S:3S:3S:3S:4S:4S:5S:5S,1L,1,0.03000300030003
885,2,3,0,2,1,1O:1O,::1O,,2S:2S:2S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
886,2,3,0,2,1,1O:2O,::1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
887,2,3,0,2,1,:,:1N:1O,,2S:2S:2S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
888,2,3,0,2,1,:,::1N,,1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
889,2,3,0,2,1,:,::1N,,1S:1S:2S:2S:3S:4S:4S:4S,1L,1,0.03000300030003
890,2,3,0,2,1,:,::1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
891,2,3,0,2,1,:,::1O,,2S:2S:2S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
892,2,3,0,2,1,:1O,1N:1N:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
893,2,3,0,2,1,:1O,1N:1N:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
894,2,3,0,2,1,:1O,1N:1N:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
895,2,3,0,2,1,:1O,1N:1N:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
896,2,3,0,2,1,:1O,:1N:1N1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
897,2,3,0,2,1,:1O,:1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
898,2,3,0,2,1,:1O,:1N:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
899,1,7,1,1,1,,::::1N:1O:1O,1O,,1L,1,0.03000300030003
900,2,3,0,2,1,:1O,:1N:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
901,2,3,0,2,1,:1O,:1N:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
902,2,3,0,2,1,:1O,::,,1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
903,2,3,0,2,1,:1O,::1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
904,2,3,0,2,1,:1O,::1N,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
905,2,3,0,2,1,:1O,::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
906,2,3,0,2,1,:2O,:1N:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
907,2,3,0,2,1,:2O,:1N:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
908,2,3,0,2,2,1O:1O,1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
909,2,3,0,2,2,:2O,1O:1O:1O,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
910,2,3,1,1,0,:,1N:1N:1N,,,,1,0.03000300030003
911,2,3,1,1,0,:1O,:1N:1N,1O,,,1,0.03000300030003
912,2,3,1,1,1,1O:1O,1N:1O:1O,1O,,1L,1,0.03000300030003
913,2,3,1,1,1,:,1N:1N1O:1O,1O1S,,1L,1,0.03000300030003
914,2,3,0,2,1,1O:1O,::1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
915,2,3,0,2,1,1O:1O,:1N:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
916,2,3,0,2,1,1O:1O,:1N:1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
917,2,3,0,2,1,1O:1O,1N:1N:1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
918,1,7,1,1,2,,:::1O:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
919,1,8,0,1,0,,::::::1N:1N,,,,1,0.03000300030003
920,2,1,1,1,0,:1O,1N,,,,1,0.03000300030003
921,2,2,0,1,0,:,:1N,,,,1,0.03000300030003
922,2,2,0,1,1,:,1N:1O,,,1L,1,0.03000300030003
923,2,2,0,1,1,:1O,:1N,,,1L,1,0.03000300030003
924,2,2,0,2,1,1O:1O,1N:1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
925,2,2,0,2,1,:1O,:1N,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
926,2,2,1,1,0,:,1N:1N,,,,1,0.03000300030003
927,2,2,1,1,1,1O:1O,1N:1O,,,1L,1,0.03000300030003
928,2,2,1,1,1,1O:1O,:1O,,,1L,1,0.03000300030003
929,2,2,1,1,1,:1O,1N:1N1O,1O,,1L,1,0.03000300030003
930,2,2,1,2,1,:1O,:1N,1O,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
931,2,2,2,1,1,:1O,1N:1O,1O:1O,,1L,1,0.03000300030003
932,2,2,2,1,1,:1O,1N:1O,:1O,,1L,1,0.03000300030003
