,num_dol,num_g3,num_tfsi,num_ps,num_li,atoms_dol,atoms_g3,atoms_tfsi,atoms_ps,atoms_li,count,%
782,1,4,1,2,1,,:::1O,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
783,2,2,2,1,1,:,:3O,1O:1O,,1L,1,0.03000300030003
784,2,1,0,2,2,1O:1O,4O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
785,2,1,0,2,2,1O:1O,4O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
786,2,1,0,2,2,1O:1O,4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
787,2,1,0,2,2,1O:1O,4O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
788,2,1,0,2,2,1O:1O,4O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
789,2,1,0,2,2,1O:2O,3O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
790,2,1,0,2,2,:1O,3O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
791,2,1,0,2,2,:1O,4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
792,2,1,0,2,2,:1O,4O,,3S:3S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
793,2,1,1,1,1,:,3O,,,1L,1,0.03000300030003
794,2,1,1,1,1,:1O,3O,,,1L,1,0.03000300030003
795,2,1,1,1,1,:1O,3O,1O,,1L,1,0.03000300030003
796,2,1,1,2,2,:1O,4O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
797,2,2,0,1,0,:,:,,,,1,0.03000300030003
798,2,2,0,1,1,1O:1O,1O:2O,,,1L,1,0.03000300030003
799,2,2,0,1,1,1O:1O,1O:4O,,,1L,1,0.03000300030003
800,2,2,0,1,1,1O:2O,1O:2O,,,1L,1,0.03000300030003
801,2,1,0,2,2,1O:1O,3O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
802,2,1,0,2,1,:1O,4O,,:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
803,2,1,0,2,1,:,3O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
804,1,5,0,1,1,1O,:::1O:3O,,,1L,1,0.03000300030003
805,1,4,1,2,1,,:::2O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
806,1,4,1,2,1,1O,:::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
807,1,4,2,1,1,,:::2O,:1O,,1L,1,0.03000300030003
808,1,5,0,1,0,,::::1O,,,,1,0.03000300030003
809,1,5,0,1,0,1O,::::,,,,1,0.03000300030003
810,1,5,0,1,1,,::1O:1O:3O,,,1L,1,0.03000300030003
811,1,5,0,1,1,,:::1O:2O,,,1L,1,0.03000300030003
812,1,5,0,1,1,1O,::::4O,,,1L,1,0.03000300030003
813,2,1,0,1,1,1O:2O,2O,,,1L,1,0.03000300030003
814,1,5,0,2,1,,::::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
815,1,5,0,2,1,,::::2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
816,1,5,0,2,1,,::::2O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
817,1,5,0,2,1,1O,::::,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
818,1,5,1,1,1,,::::2O,1O,,1L,1,0.03000300030003
819,1,6,0,1,0,,:::::,,,,1,0.03000300030003
820,2,1,0,1,1,1O:1O,3O,,,1L,1,0.03000300030003
821,2,2,0,1,1,:,2O:4O,,,1L,1,0.03000300030003
822,2,2,0,1,1,:1O,1O:2O,,,1L,1,0.03000300030003
823,2,2,0,1,2,1O:1O,1O:2O,,,1L:1L,1,0.03000300030003
824,2,2,0,2,2,:1O,:4O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
825,2,2,0,2,2,:,1O:4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
826,2,2,0,2,2,:,1O:4O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
827,2,2,0,2,2,:1O,1O:2O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
828,2,2,0,2,2,:1O,1O:4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
829,2,2,0,2,2,:1O,:4O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
830,2,2,0,2,2,:1O,:4O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
831,2,2,0,2,2,:1O,:4O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
832,2,2,0,2,2,:2O,:4O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
833,2,2,0,2,2,1O:1O,:3O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
834,2,2,1,1,1,:,1O:3O,2O,,1L,1,0.03000300030003
835,2,2,1,1,1,:,:2O,1O1S,,1L,1,0.03000300030003
836,2,2,1,1,1,:,:3O,2O,,1L,1,0.03000300030003
837,2,2,1,1,1,:1O,1O:3O,1O,,1L,1,0.03000300030003
838,2,2,1,1,1,:1O,:4O,,,1L,1,0.03000300030003
839,2,2,1,1,2,:1O,3O:3O,1O,,1L:1L,1,0.03000300030003
840,2,2,1,2,1,:1O,:1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
841,2,2,0,2,2,1O:1O,:4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
842,2,2,0,2,1,:2O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
843,2,2,0,1,2,1O:1O,3O:4O,,,1L:1L,1,0.03000300030003
844,2,2,0,2,1,:,1O:2O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
845,2,2,0,1,2,1O:1O,:3O,,,1L:1L,1,0.03000300030003
846,2,2,0,1,2,1O:1O,:4O,,,1L:1L,1,0.03000300030003
847,2,2,0,1,2,:,2O:3O,,,1L:1L,1,0.03000300030003
848,2,2,0,1,2,:,2O:4O,,,1L:1L,1,0.03000300030003
849,2,2,0,2,1,1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
850,2,2,0,2,1,1O:1O,:3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
851,2,2,0,2,1,1O:2O,:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
852,2,2,0,2,1,:,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
853,2,2,0,2,1,:1O,:3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
854,2,2,0,2,1,:1O,1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
855,2,2,0,2,1,:1O,:,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
856,2,2,0,2,1,:1O,:,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
857,2,2,0,2,1,:1O,:,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
858,2,2,0,2,1,:1O,:,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
859,2,2,0,2,1,:1O,:,,2S:2S:3S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
860,2,2,0,2,1,:1O,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
861,7,3,0,1,0,::::::,::,,,,1,0.03000300030003
