,num_dol,num_g3,num_tfsi,num_ps,num_li,atoms_dol,atoms_g3,atoms_tfsi,atoms_ps,atoms_li,count,%
471,3,3,0,2,2,:1O:1O,::4O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
472,3,3,0,2,2,::1O,::4O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
473,3,3,1,1,0,::,::1O,1O,,,1,0.03000300030003
474,3,3,0,1,1,::1O,:1O:1O,,,1L,1,0.03000300030003
475,3,3,1,1,1,::,::2O,1O,,1L,1,0.03000300030003
476,3,3,1,1,1,::,::4O,1O,,1L,1,0.03000300030003
477,3,3,0,1,1,::,::2O,,,1L,1,0.03000300030003
478,3,3,0,1,1,::,:1O:4O,,,1L,1,0.03000300030003
479,3,3,0,1,1,::,:1O:3O,,,1L,1,0.03000300030003
480,3,3,1,1,1,::1O,:1O:2O,,,1L,1,0.03000300030003
481,3,1,0,1,1,:1O:2O,4O,,,1L,1,0.03000300030003
482,3,3,0,1,1,::,:1O:2O,,,1L,1,0.03000300030003
483,3,2,1,1,1,::1O,:4O,1O,,1L,1,0.03000300030003
484,4,1,0,2,1,:::1O,2O,,:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
485,4,3,0,1,1,:::1O,:1O:2O,,,1L,1,0.03000300030003
486,4,2,0,2,1,:1O:1O:1O,:,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
487,4,2,0,2,1,::1O:1O,:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
488,4,2,0,2,1,::1O:1O,:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
489,3,2,0,2,1,::1O,:,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
490,3,2,0,2,1,::1O,:,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
491,4,2,0,2,1,:::,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
492,3,2,0,2,1,::1O,:,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
493,4,2,0,2,1,:::1O,:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
494,4,2,0,2,1,:::1O,:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
495,3,2,0,2,1,::,:2O,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
496,4,2,0,2,1,:::1O,:1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
497,3,3,0,2,1,::1O,::,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
498,4,2,1,1,0,:::1O,:,,,,1,0.03000300030003
499,3,2,0,2,1,::,1O:2O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
500,3,2,0,2,1,::,1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
501,3,2,0,2,1,:1O:2O,:2O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
502,4,2,1,1,1,:::,:2O,1O,,1L,1,0.03000300030003
503,4,2,1,1,1,:::1O,:2O,,,1L,1,0.03000300030003
504,4,2,1,1,1,:::1O,:2O,1O,,1L,1,0.03000300030003
505,4,2,1,2,1,::1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
506,3,2,0,2,1,:1O:1O,:1O,,1S:1S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
507,4,3,0,1,0,::1O:1O,::,,,,1,0.03000300030003
508,4,3,0,1,1,::1O:1O,::2O,,,1L,1,0.03000300030003
509,4,3,0,1,1,::1O:1O,::4O,,,1L,1,0.03000300030003
510,4,2,0,2,1,::1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
511,3,2,0,2,2,:1O:1O,:4O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
512,4,1,0,2,2,::1O:1O,4O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
513,4,2,0,1,1,:::2O,:2O,,,1L,1,0.03000300030003
514,4,1,0,2,2,:::1O,4O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
515,3,2,1,1,1,::1O,1O:1O,,,1L,1,0.03000300030003
516,4,1,0,2,2,:::1O,4O,,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
517,3,2,1,1,1,::,:3O,2O,,1L,1,0.03000300030003
518,4,1,0,2,2,:::1O,4O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
519,4,1,1,1,1,::1O:1O,2O,,,1L,1,0.03000300030003
520,3,2,1,1,1,::,:2O,1O,,1L,1,0.03000300030003
521,4,1,1,1,1,::1O:1O,3O,1O,,1L,1,0.03000300030003
522,3,2,1,1,1,:1O:2O,:2O,,,1L,1,0.03000300030003
523,3,2,1,1,1,1O:1O:1O,:3O,,,1L,1,0.03000300030003
524,4,1,1,1,1,:::1O,2O,1O,,1L,1,0.03000300030003
525,3,2,1,1,0,::2O,:,,,,1,0.03000300030003
526,4,2,0,1,0,::1O:1O,:,,,,1,0.03000300030003
527,4,2,0,1,0,:::2O,:,,,,1,0.03000300030003
528,4,2,0,1,1,::1O:1O,1O:2O,,,1L,1,0.03000300030003
529,3,2,0,2,2,::1O,:4O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
530,4,2,0,1,1,::1O:1O,1O:3O,,,1L,1,0.03000300030003
531,3,2,0,2,2,::1O,:4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
532,4,2,0,1,1,::1O:2O,:4O,,,1L,1,0.03000300030003
533,4,2,0,1,1,:::1O,1O:1O,,,1L,1,0.03000300030003
534,4,2,0,1,1,:::1O,:1O,,,1L,1,0.03000300030003
535,3,2,0,2,2,::1O,:3O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
536,3,2,0,2,2,::1O,1O:3O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
537,4,2,1,1,0,:::,:,,,,1,0.03000300030003
538,2,3,0,1,2,:1O,:1O:3O,,,1L:1L,1,0.03000300030003
539,3,1,0,1,1,:1O:1O,2O,,,1L,1,0.03000300030003
540,1,2,1,2,1,,:2O,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
541,1,3,0,2,1,,::2O,,1S:1S:2S:3S:4S:4S:4S:4S,1L,1,0.03000300030003
542,1,3,0,2,1,,::2O,,:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
543,1,3,0,2,1,,::3O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
544,1,3,0,2,1,,::3O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
545,1,3,0,2,1,1O,::,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
546,1,3,0,2,1,1O,::1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
547,1,3,0,2,1,1O,::2O,,2S:2S:2S:2S:3S:3S:4S:4S,1L,1,0.03000300030003
548,1,3,0,2,2,,:1O:3O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
549,1,3,0,2,2,,:1O:4O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
550,1,3,0,2,2,1O,:1O:3O,,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
551,1,3,0,2,2,1O,::4O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
552,1,3,0,2,2,1O,::4O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
553,1,3,1,1,0,,:1O:1O,,,,1,0.03000300030003
554,1,3,1,1,0,,::,1O,,,1,0.03000300030003
555,1,3,1,1,1,,:1O:2O,3O1S,,1L,1,0.03000300030003
556,1,3,1,1,1,,:1O:3O,1O1S,,1L,1,0.03000300030003
557,1,3,1,1,1,,:1O:4O,,,1L,1,0.03000300030003
558,1,3,0,2,1,,::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
559,1,3,0,2,1,,::2O,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
560,1,3,0,2,1,,::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
561,1,3,0,1,1,1O,1O:1O:2O,,,1L,1,0.03000300030003
562,1,2,1,2,2,1O,:4O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
563,1,2,1,2,2,1O,:4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
564,1,2,2,1,2,,3O:4O,:1O,,1L:1L,1,0.03000300030003
565,1,2,2,1,2,,:4O,:1O,,1L:1L,1,0.03000300030003
566,1,2,2,2,2,,:4O,:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
567,1,3,0,1,1,,1O:1O:3O,,,1L,1,0.03000300030003
568,1,3,0,1,1,,1O:1O:4O,,,1L,1,0.03000300030003
569,1,3,0,1,1,1O,:1O:2O,,,1L,1,0.03000300030003
570,1,3,0,2,1,,:1O:2O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
571,1,3,0,1,1,2O,::2O,,,1L,1,0.03000300030003
572,1,3,0,1,2,,1O:1O:4O,,,1L:1L,1,0.03000300030003
573,1,3,0,1,2,,:3O:4O,,,1L:1L,1,0.03000300030003
574,1,3,0,1,2,1O,:3O:3O,,,1L:1L,1,0.03000300030003
575,1,3,0,1,2,2O,:2O:3O,,,1L:1L,1,0.03000300030003
576,1,3,0,2,1,,:1O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
577,1,3,0,2,1,,:1O:2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
578,1,3,1,1,1,,::2O,1N2O1S,,1L,1,0.03000300030003
579,1,3,1,1,1,,::2O,1O1S,,1L,1,0.03000300030003
580,1,3,1,1,1,,::3O,1O1S,,1L,1,0.03000300030003
581,1,4,1,1,1,,::1O:2O,1O,,1L,1,0.03000300030003
582,1,4,0,2,1,,:::4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
583,1,4,0,2,1,1O,:::1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
584,1,4,0,2,1,1O,:::1O,,2S:2S:2S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
585,1,4,0,2,1,2O,:::,,2S:2S:2S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
586,1,4,0,2,2,,::2O:4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
587,1,4,0,2,2,1O,::1O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
588,1,4,1,1,0,,:::,,,,1,0.03000300030003
589,1,4,1,1,1,,::1O:2O,3O1S,,1L,1,0.03000300030003
590,1,4,0,2,1,,::1O:2O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
591,1,4,1,1,1,,::1O:3O,,,1L,1,0.03000300030003
592,1,4,1,1,1,,:::2O,1O,,1L,1,0.03000300030003
593,1,4,1,1,1,,:::2O,2O,,1L,1,0.03000300030003
594,1,4,1,1,1,,:::3O,,,1L,1,0.03000300030003
595,1,4,1,1,1,,:::4O,1O,,1L,1,0.03000300030003
596,1,4,1,1,1,1O,::1O:2O,1O,,1L,1,0.03000300030003
597,1,4,1,1,1,1O,:::2O,1N1O1S,,1L,1,0.03000300030003
598,1,4,0,2,1,,:::2O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
599,1,4,0,1,1,2O,:::4O,,,1L,1,0.03000300030003
600,1,3,1,1,1,,::3O,2O1S,,1L,1,0.03000300030003
601,1,3,1,2,1,,::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
602,1,3,1,1,1,1O,:1O:2O,,,1L,1,0.03000300030003
603,1,3,1,1,1,1O,:1O:3O,,,1L,1,0.03000300030003
604,1,3,1,1,1,1O,::2O,2O1S,,1L,1,0.03000300030003
605,1,3,1,1,2,,2O:2O:3O,1O,,1L:1L,1,0.03000300030003
606,1,3,1,1,2,,:2O:4O,1O,,1L:1L,1,0.03000300030003
607,1,3,1,1,2,1O,:2O:3O,1O,,1L:1L,1,0.03000300030003
608,1,3,1,1,2,1O,:2O:4O,,,1L:1L,1,0.03000300030003
609,1,3,1,2,1,1O,:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
610,1,4,0,1,1,2O,::1O:4O,,,1L,1,0.03000300030003
611,1,3,1,2,1,1O,::,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
612,1,3,2,1,1,1O,:1O:2O,:1O,,1L,1,0.03000300030003
613,1,4,0,1,0,,:::1O,,,,1,0.03000300030003
614,1,4,0,1,1,,:1O:1O:3O,,,1L,1,0.03000300030003
615,1,4,0,1,1,1O,:1O:1O:3O,,,1L,1,0.03000300030003
616,1,4,0,1,1,1O,::1O:4O,,,1L,1,0.03000300030003
617,1,4,0,1,1,2O,::1O:2O,,,1L,1,0.03000300030003
618,1,2,1,2,2,,:4O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
619,1,2,1,1,2,1O,4O:4O,,,1L:1L,1,0.03000300030003
620,1,4,1,1,1,1O,:::3O,1O,,1L,1,0.03000300030003
621,1,2,1,1,2,,:4O,1O,,1L:1L,1,0.03000300030003
622,0,3,1,1,2,,:2O:2O,1O,,1L:1L,1,0.03000300030003
623,0,3,1,1,2,,:2O:4O,1O,,1L:1L,1,0.03000300030003
624,0,3,1,1,2,,:3O:3O,1O,,1L:1L,1,0.03000300030003
625,0,3,1,2,2,,::4O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
626,0,3,1,2,2,,::4O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
627,0,3,2,1,2,,1O:2O:2O,:1O,,1L:1L,1,0.03000300030003
628,0,3,2,1,2,,:2O:3O,1O:1O,,1L:1L,1,0.03000300030003
629,0,3,2,1,2,,:2O:3O,1O:2O,,1L:1L,1,0.03000300030003
630,0,4,0,1,1,,:::2O,,,1L,1,0.03000300030003
631,0,4,0,1,2,,::4O:4O,,,1L:1L,1,0.03000300030003
632,0,4,0,2,1,,::1O:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
633,0,4,0,2,1,,:::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
634,0,4,0,2,1,,:::4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
635,0,4,0,2,2,,::2O:4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
636,0,4,1,1,1,,:1O:1O:2O,1O,,1L,1,0.03000300030003
637,0,4,1,1,1,,::1O:3O,,,1L,1,0.03000300030003
638,0,4,1,1,1,,::1O:4O,,,1L,1,0.03000300030003
639,0,3,1,1,2,,2O:2O:3O,1O,,1L:1L,1,0.03000300030003
640,0,3,1,1,2,,1O:3O:3O,1O,,1L:1L,1,0.03000300030003
641,0,3,1,1,2,,1O:2O:2O,2O1S,,1L:1L,1,0.03000300030003
642,0,3,0,1,2,,1O:3O:3O,,,1L:1L,1,0.03000300030003
643,0,2,0,2,2,,2O:4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
644,0,2,1,1,1,,:4O,1O,,1L,1,0.03000300030003
645,0,2,1,1,2,,2O:4O,1O,,1L:1L,1,0.03000300030003
646,0,2,1,1,2,,3O:3O,,,1L:1L,1,0.03000300030003
647,0,2,1,2,2,,:4O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
648,0,2,2,1,2,,3O:3O,1O:1O,,1L:1L,1,0.03000300030003
649,0,3,0,1,1,,:1O:3O,,,1L,1,0.03000300030003
650,0,3,0,2,2,,:1O:4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
651,0,3,1,1,2,,1O:2O:2O,1O1S,,1L:1L,1,0.03000300030003
652,0,3,1,1,0,,::2O,,,,1,0.03000300030003
653,0,3,1,1,1,,:1O:2O,1N3O2S,,1L,1,0.03000300030003
654,0,3,1,1,1,,:1O:3O,1O,,1L,1,0.03000300030003
655,0,3,1,1,1,,::2O,2O1S,,1L,1,0.03000300030003
656,0,3,1,1,1,,::2O,3O1S,,1L,1,0.03000300030003
657,0,3,1,1,1,,::3O,1O1S,,1L,1,0.03000300030003
658,0,3,1,1,1,,::4O,1O,,1L,1,0.03000300030003
659,0,4,1,1,1,,::1O:4O,2O,,1L,1,0.03000300030003
660,0,4,1,1,1,,:::2O,1O,,1L,1,0.03000300030003
661,0,4,1,1,1,,:::2O,2O,,1L,1,0.03000300030003
662,1,2,0,2,2,2O,:4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
663,1,2,0,1,1,1O,:2O,,,1L,1,0.03000300030003
664,1,2,0,1,2,,3O:3O,,,1L:1L,1,0.03000300030003
665,1,2,0,2,1,1O,:2O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
666,1,2,0,2,2,1O,1O:4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
667,1,2,0,2,2,1O,:4O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
668,1,2,0,2,2,1O,:4O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
669,1,2,0,2,2,1O,:4O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
670,1,2,1,1,1,,1O:3O,1O,,1L,1,0.03000300030003
671,1,2,0,1,1,1O,1O:4O,,,1L,1,0.03000300030003
672,1,2,1,1,1,,1O:4O,1O,,1L,1,0.03000300030003
673,1,2,1,1,1,,:2O,1O,,1L,1,0.03000300030003
674,1,2,1,1,1,,:2O,2O1S,,1L,1,0.03000300030003
675,1,2,1,1,1,,:4O,1O,,1L,1,0.03000300030003
676,1,2,1,1,1,1O,:3O,,,1L,1,0.03000300030003
677,1,2,1,1,1,1O,:4O,,,1L,1,0.03000300030003
678,1,2,1,1,2,,3O:3O,1O,,1L:1L,1,0.03000300030003
679,1,2,0,1,1,1O,2O:2O,,,1L,1,0.03000300030003
680,1,1,0,2,2,1O,4O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
681,0,4,1,1,1,,:::2O,2O1S,,1L,1,0.03000300030003
682,0,5,0,1,1,,::1O:1O:2O,,,1L,1,0.03000300030003
683,0,4,1,1,1,,:::4O,1O,,1L,1,0.03000300030003
684,0,4,1,1,2,,:1O:2O:2O,1O,,1L:1L,1,0.03000300030003
685,0,4,1,1,2,,:1O:2O:2O,1O1S,,1L:1L,1,0.03000300030003
686,0,4,1,2,1,,::1O:1O,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
687,0,4,1,2,1,,:::1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
688,0,4,1,2,1,,:::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
689,0,4,2,1,2,,::2O:3O,1O:2O1S,,1L:1L,1,0.03000300030003
690,0,5,0,1,1,,::1O:1O:3O,,,1L,1,0.03000300030003
691,1,1,0,1,1,,4O,,,1L,1,0.03000300030003
692,0,5,0,1,1,,::1O:1O:4O,,,1L,1,0.03000300030003
693,0,5,0,1,1,,:::1O:1O,,,1L,1,0.03000300030003
694,0,5,0,2,1,,::::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
695,0,5,0,2,2,,:::1O:4O,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
696,0,5,1,1,1,,::::2O,1O,,1L,1,0.03000300030003
697,0,5,1,1,1,,::::4O,,,1L,1,0.03000300030003
698,0,5,1,1,1,,::::4O,1O,,1L,1,0.03000300030003
699,1,4,1,1,1,1O,:::2O,1O,,1L,1,0.03000300030003
700,1,4,1,1,1,1O,:::4O,,,1L,1,0.03000300030003
701,3,1,0,1,0,::,,,,,1,0.03000300030003
702,2,3,0,1,0,:,::,,,,1,0.03000300030003
703,2,3,0,2,1,:1O,::,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
704,2,3,0,2,1,:1O,::,,2S:2S:2S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
705,2,3,0,2,1,:1O,::1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
706,2,3,0,2,1,:1O,::1O,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
707,2,3,0,2,1,:1O,::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
708,2,3,0,2,1,:1O,::3O,,1S:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
709,2,3,0,2,2,1O:1O,::4O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
710,2,3,0,2,2,1O:1O,::4O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
711,2,3,0,2,2,:1O,::4O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
712,2,3,0,2,2,:1O,::4O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
713,2,3,1,1,1,1O:1O,::2O,1O,,1L,1,0.03000300030003
714,2,3,1,1,1,:,:1O:4O,,,1L,1,0.03000300030003
715,2,3,1,1,1,:,::1O,1O,,1L,1,0.03000300030003
716,2,3,1,1,1,:,::1O,1O1S,,1L,1,0.03000300030003
717,2,3,1,1,1,:,::3O,,,1L,1,0.03000300030003
718,2,3,1,1,1,:1O,:1O:2O,,,1L,1,0.03000300030003
719,2,3,1,1,1,:1O,:1O:4O,,,1L,1,0.03000300030003
720,2,3,0,2,1,:1O,::,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
721,2,3,0,2,1,:,::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
722,2,3,0,2,1,:,::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
723,2,3,0,1,1,:1O,::1O,,,1L,1,0.03000300030003
724,2,3,0,1,1,1O:1O,:1O:2O,,,1L,1,0.03000300030003
725,2,3,0,1,1,1O:1O,:1O:4O,,,1L,1,0.03000300030003
726,2,3,0,1,1,1O:2O,:1O:2O,,,1L,1,0.03000300030003
727,2,3,0,1,1,:,1O:1O:2O,,,1L,1,0.03000300030003
728,2,3,0,1,1,:,:2O:2O,,,1L,1,0.03000300030003
729,2,3,0,1,1,:,:2O:4O,,,1L,1,0.03000300030003
730,2,3,0,1,1,:,::2O,,,1L,1,0.03000300030003
731,2,3,0,1,2,1O:1O,:2O:4O,,,1L:1L,1,0.03000300030003
732,2,3,0,2,1,:,:1O:3O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
733,2,3,0,1,2,:,:4O:4O,,,1L:1L,1,0.03000300030003
734,0,2,0,1,1,,:3O,,,1L,1,0.03000300030003
735,2,3,0,1,2,:1O,:1O:4O,,,1L:1L,1,0.03000300030003
736,2,3,0,1,2,:1O,::4O,,,1L:1L,1,0.03000300030003
737,2,3,0,2,1,1O:1O,::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
738,2,3,0,2,1,:,:1O:2O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
739,2,3,0,2,1,:,:1O:3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
740,2,3,1,1,1,:1O,::2O,,,1L,1,0.03000300030003
741,2,3,1,1,1,:1O,::2O,1N1O1S,,1L,1,0.03000300030003
742,2,3,1,1,1,:1O,::4O,,,1L,1,0.03000300030003
743,2,5,0,1,0,:,:::1O:1O,,,,1,0.03000300030003
744,2,4,0,2,1,:1O,:::,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
745,2,4,1,1,1,1O:1O,:::2O,,,1L,1,0.03000300030003
746,2,4,1,1,1,:,::1O:2O,,,1L,1,0.03000300030003
747,2,4,1,1,1,:,:::2O,1O,,1L,1,0.03000300030003
748,2,4,1,1,1,:,:::2O,2O1S,,1L,1,0.03000300030003
749,2,4,1,1,1,:1O,:::1O,,,1L,1,0.03000300030003
750,2,4,1,1,1,:1O,:::3O,,,1L,1,0.03000300030003
751,2,5,0,1,0,:,::::,,,,1,0.03000300030003
752,2,4,0,2,1,:1O,:::,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
753,2,5,0,1,0,:,::::1O,,,,1,0.03000300030003
754,2,5,0,1,1,:,:::1O:2O,,,1L,1,0.03000300030003
755,2,5,0,1,1,:,::::4O,,,1L,1,0.03000300030003
756,2,5,0,1,1,:1O,:::1O:3O,,,1L,1,0.03000300030003
757,2,5,0,1,1,:1O,::::2O,,,1L,1,0.03000300030003
758,2,5,0,2,1,1O:1O,::::,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
759,2,5,0,2,1,:1O,::::,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
760,2,4,0,2,1,:1O,:::,,1S:1S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
761,2,4,0,2,1,:,:::3O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
762,2,3,1,1,1,:1O,::4O,1O,,1L,1,0.03000300030003
763,2,4,0,1,1,1O:2O,:::2O,,,1L,1,0.03000300030003
764,2,3,1,1,1,:2O,::2O,,,1L,1,0.03000300030003
765,2,3,1,2,1,:1O,::,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
766,2,3,1,2,1,:1O,::,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
767,2,3,1,2,1,:1O,::,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
768,2,3,1,2,1,:1O,::,,2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
769,2,4,0,1,0,:2O,:::,,,,1,0.03000300030003
770,2,4,0,1,1,1O:1O,:::4O,,,1L,1,0.03000300030003
771,2,4,0,1,1,:,::1O:4O,,,1L,1,0.03000300030003
772,2,4,0,2,1,:,:::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
773,2,4,0,1,1,:1O,::1O:2O,,,1L,1,0.03000300030003
774,2,4,0,1,1,:1O,:::1O,,,1L,1,0.03000300030003
775,2,4,0,1,1,:2O,::1O:3O,,,1L,1,0.03000300030003
776,2,4,0,1,1,:2O,:::3O,,,1L,1,0.03000300030003
777,2,4,0,2,1,1O:1O,:::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
778,2,4,0,2,1,:,::1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
779,2,4,0,2,1,:,:::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
780,2,3,0,1,0,:1O,::,,,,1,0.03000300030003
781,2,3,0,1,0,:,:1O:1O,,,,1,0.03000300030003
