,num_dol,num_cyclohexane,num_tfsi,num_ps,num_li,atoms_dol,atoms_cyclohexane,atoms_tfsi,atoms_ps,atoms_li,count,%
0,7,0,1,1,2,:1O:1O:1O:1O:1O:2O,,1O1S,,1L:1L,7,0.21002100210021
1,6,0,1,1,2,:1O:1O:1O:2O:2O,,2O1S,,1L:1L,6,0.18001800180018
2,5,1,1,1,2,1O:1O:1O:2O:2O,,2O1S,,1L:1L,6,0.18001800180018
3,5,1,1,1,2,1O:1O:1O:1O:2O,,2O1S,,1L:1L,5,0.15001500150015
4,6,0,1,1,2,:1O:1O:1O:2O:2O,,1O1S,,1L:1L,5,0.15001500150015
5,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,2O1S,,1L:1L,5,0.15001500150015
6,7,0,1,1,2,:1O:1O:1O:1O:1O:2O,,2O1S,,1L:1L,5,0.15001500150015
7,5,0,1,1,2,1O:1O:1O:2O:2O,,1O1S,,1L:1L,5,0.15001500150015
8,8,0,0,1,2,::1O:1O:1O:1O:2O:2O,,,,1L:1L,5,0.15001500150015
9,8,0,0,1,1,:::1O:1O:1O:2O:2O,,,,1L,5,0.15001500150015
10,6,1,1,1,2,:1O:1O:1O:1O:2O,,1N3O2S,,1L:1L,5,0.15001500150015
11,5,1,1,1,2,1O:1O:1O:2O:2O,,1O1S,,1L:1L,5,0.15001500150015
12,5,0,2,1,2,1O:1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,4,0.12001200120012
13,5,1,1,1,2,1O:1O:1O:2O:2O,,1O,,1L:1L,4,0.12001200120012
14,6,0,1,1,2,1O:1O:1O:2O:2O:2O,,1O,,1L:1L,4,0.12001200120012
15,7,0,1,1,2,:1O:1O:1O:1O:2O:2O,,2O1S,,1L:1L,4,0.12001200120012
16,5,1,2,1,2,:1O:1O:1O:2O,,1O:2O1S,,1L:1L,4,0.12001200120012
17,6,1,1,1,2,:1O:1O:1O:2O:2O,,1O1S,,1L:1L,4,0.12001200120012
18,5,2,1,1,2,1O:1O:1O:1O:2O,:,2O1S,,1L:1L,4,0.12001200120012
19,4,0,2,1,2,1O:1O:1O:2O,,1N1O1S:1O1S,,1L:1L,4,0.12001200120012
20,7,1,1,1,2,::1O:1O:1O:1O:2O,,2O1S,,1L:1L,4,0.12001200120012
21,6,0,2,1,2,:1O:1O:1O:1O:2O,,:1N1O1S,,1L:1L,4,0.12001200120012
22,6,0,2,1,2,:1O:1O:1O:1O:2O,,1O:1O1S,,1L:1L,4,0.12001200120012
23,5,0,2,1,2,1O:1O:1O:1O:2O,,:1O1S,,1L:1L,4,0.12001200120012
24,4,0,3,1,2,1O:1O:1O:2O,,1O:1O1S:2O1S,,1L:1L,4,0.12001200120012
25,8,0,1,1,2,::1O:1O:1O:1O:1O:2O,,2O1S,,1L:1L,4,0.12001200120012
26,5,0,2,1,2,1O:1O:1O:2O:2O,,:1O1S,,1L:1L,3,0.09000900090009
27,6,1,1,1,2,1O:1O:1O:1O:1O:2O,,1O,,1L:1L,3,0.09000900090009
28,7,1,0,1,1,:1O:1O:1O:1O:1O:2O,,,,1L,3,0.09000900090009
29,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1O,,1L:1L,3,0.09000900090009
30,5,0,2,1,2,1O:1O:2O:2O:2O,,1O1S:1O1S,,1L:1L,3,0.09000900090009
31,6,1,1,1,2,1O:1O:1O:1O:1O:2O,,2O1S,,1L:1L,3,0.09000900090009
32,7,0,1,1,2,::1O:1O:1O:1O:2O,,2O1S,,1L:1L,3,0.09000900090009
33,5,1,1,1,2,:1O:1O:2O:2O,,1N3O2S,,1L:1L,3,0.09000900090009
34,5,0,1,1,2,:1O:1O:1O:2O,,1N3O2S,,1L:1L,3,0.09000900090009
35,6,0,2,1,2,:1O:1O:1O:1O:2O,,:2O1S,,1L:1L,3,0.09000900090009
36,8,0,1,1,2,:1O:1O:1O:1O:1O:1O:2O,,2O1S,,1L:1L,3,0.09000900090009
37,8,1,0,1,2,:1O:1O:1O:1O:1O:1O:2O,,,,1L:1L,3,0.09000900090009
38,5,0,1,1,2,1O:1O:2O:2O:2O,,1N1O1S,,1L:1L,3,0.09000900090009
39,4,1,3,1,2,:1O:1O:2O,,1O:1O1S:2O1S,,1L:1L,3,0.09000900090009
40,5,1,1,1,2,1O:1O:1O:1O:2O,,1N1O1S,,1L:1L,3,0.09000900090009
41,5,0,2,1,2,1O:1O:1O:2O:2O,,1O:1O,,1L:1L,3,0.09000900090009
42,5,1,2,1,2,:1O:1O:1O:2O,,2O1S:2O1S,,1L:1L,3,0.09000900090009
43,4,1,1,1,2,:1O:1O:1O,,1N2O1S,,1L:1L,3,0.09000900090009
44,5,0,3,1,2,1O:1O:1O:1O:2O,,:1O:1O1S,,1L:1L,3,0.09000900090009
45,6,0,1,1,2,1O:1O:1O:1O:2O:2O,,1O1S,,1L:1L,3,0.09000900090009
46,5,0,1,1,2,1O:1O:1O:2O:2O,,2O1S,,1L:1L,3,0.09000900090009
47,5,1,1,1,2,:1O:1O:1O:2O,,1N4O2S,,1L:1L,3,0.09000900090009
48,5,0,1,1,2,1O:1O:1O:1O:2O,,1N3O2S,,1L:1L,3,0.09000900090009
49,4,1,3,2,2,1O:1O:1O:1O,,::1O1S,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,3,0.09000900090009
50,4,0,3,1,2,1O:1O:1O:2O,,1N1O1S:1O:1O1S,,1L:1L,3,0.09000900090009
51,8,0,1,1,2,:::1O:1O:1O:1O:2O,,2O1S,,1L:1L,3,0.09000900090009
52,8,0,0,1,2,:1O:1O:1O:1O:2O:2O:2O,,,,1L:1L,3,0.09000900090009
53,6,0,2,1,2,:1O:1O:1O:1O:2O,,:1O1S,,1L:1L,3,0.09000900090009
54,5,0,2,1,2,:1O:1O:1O:1O,,1N3O2S:1O1S,,1L:1L,3,0.09000900090009
55,7,0,1,1,2,:1O:1O:1O:2O:2O:2O,,1O1S,,1L:1L,3,0.09000900090009
56,5,0,2,1,2,:1O:1O:1O:2O,,1N1O1S:2O1S,,1L:1L,3,0.09000900090009
57,7,1,1,1,2,:1O:1O:1O:1O:1O:1O,,2O1S,,1L:1L,3,0.09000900090009
58,7,0,0,1,1,::1O:1O:1O:2O:2O,,,,1L,3,0.09000900090009
59,6,0,2,1,2,::1O:1O:2O:2O,,1O:2O1S,,1L:1L,3,0.09000900090009
60,7,0,1,1,2,:1O:1O:1O:1O:2O:2O,,1O1S,,1L:1L,3,0.09000900090009
61,7,0,1,1,2,:1O:1O:1O:1O:1O:2O,,1N3O2S,,1L:1L,3,0.09000900090009
62,5,0,2,1,2,:1O:1O:1O:1O,,1N3O2S:2O1S,,1L:1L,3,0.09000900090009
63,6,0,2,1,2,1O:1O:1O:1O:2O:2O,,1O:1O1S,,1L:1L,3,0.09000900090009
64,6,0,1,1,2,:1O:1O:1O:1O:2O,,2O1S,,1L:1L,3,0.09000900090009
65,6,0,1,1,2,:1O:1O:1O:1O:2O,,1O1S,,1L:1L,3,0.09000900090009
66,6,0,2,1,2,::1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,3,0.09000900090009
67,7,1,1,1,2,:1O:1O:1O:1O:2O:2O,,1O,,1L:1L,3,0.09000900090009
68,7,1,0,1,2,:1O:1O:1O:1O:2O:2O,,,,1L:1L,3,0.09000900090009
69,6,1,1,1,2,:1O:1O:1O:1O:2O,,1O1S,,1L:1L,3,0.09000900090009
70,6,0,1,1,2,:1O:1O:1O:1O:2O,,1N2O2S,,1L:1L,3,0.09000900090009
71,4,2,1,1,2,1O:1O:1O:2O,:,1N3O2S,,1L:1L,3,0.09000900090009
72,6,0,2,1,2,::1O:1O:1O:2O,,1O1S:2O2S,,1L:1L,3,0.09000900090009
73,5,0,2,1,2,1O:1O:1O:1O:2O,,2O1S:2O1S,,1L:1L,3,0.09000900090009
74,6,0,2,1,2,1O:1O:1O:1O:2O:2O,,:2O1S,,1L:1L,3,0.09000900090009
75,6,2,0,1,1,::1O:1O:2O:2O,:,,,1L,3,0.09000900090009
76,4,0,3,1,2,:1O:1O:2O,,1O:2O1S:2O1S,,1L:1L,3,0.09000900090009
77,7,0,1,1,2,:1O:1O:1O:1O:1O:2O,,1O,,1L:1L,3,0.09000900090009
78,7,0,1,1,2,1O:1O:1O:1O:1O:2O:2O,,1O,,1L:1L,3,0.09000900090009
79,4,0,4,1,2,1O:1O:1O:2O,,:1O:1O1S:1O1S,,1L:1L,2,0.06000600060006
80,5,0,2,1,2,1O:1O:1O:1O:2O,,:3O2S,,1L:1L,2,0.06000600060006
81,6,0,2,1,2,1O:1O:1O:1O:1O:2O,,1O:2O,,1L:1L,2,0.06000600060006
82,7,1,1,1,2,:1O:1O:1O:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
83,7,1,1,1,2,:1O:1O:1O:1O:1O:2O,,2O1S,,1L:1L,2,0.06000600060006
84,6,0,2,1,2,1O:1O:1O:1O:2O:2O,,:1O,,1L:1L,2,0.06000600060006
85,7,0,1,1,2,::1O:1O:1O:1O:2O,,1N1O1S,,1L:1L,2,0.06000600060006
86,5,0,2,1,2,1O:1O:1O:2O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
87,5,1,2,1,2,1O:1O:1O:2O:2O,,1O:1O,,1L:1L,2,0.06000600060006
88,4,0,4,1,2,1O:1O:1O:2O,,::1O1S:1O1S,,1L:1L,2,0.06000600060006
89,6,1,0,1,2,:1O:1O:1O:2O:2O,,,,1L:1L,2,0.06000600060006
90,7,0,1,1,2,:1O:1O:1O:1O:2O:2O,,1N2O1S,,1L:1L,2,0.06000600060006
91,5,1,2,1,2,:1O:1O:1O:1O,,1N1O1S:2O1S,,1L:1L,2,0.06000600060006
92,6,1,0,1,1,::1O:1O:1O:2O,,,,1L,2,0.06000600060006
93,7,1,0,1,1,:::1O:1O:1O:2O,,,,1L,2,0.06000600060006
94,7,0,1,1,2,:1O:1O:1O:2O:2O:2O,,2O1S,,1L:1L,2,0.06000600060006
95,7,1,0,1,1,::1O:1O:1O:2O:2O,,,,1L,2,0.06000600060006
96,5,1,2,1,2,:1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
97,7,1,0,1,1,::1O:1O:1O:1O:2O,,,,1L,2,0.06000600060006
98,5,1,2,1,2,:1O:1O:1O:2O,,1N2O1S:1O,,1L:1L,2,0.06000600060006
99,7,0,1,1,2,:1O:1O:1O:2O:2O:2O,,1O,,1L:1L,2,0.06000600060006
100,4,0,2,2,2,1O:1O:1O:2O,,1N4O2S:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
101,7,0,1,1,2,:1O:1O:1O:1O:2O:2O,,1O,,1L:1L,2,0.06000600060006
102,7,0,1,1,2,:1O:1O:2O:2O:2O:2O,,2O1S,,1L:1L,2,0.06000600060006
103,6,0,2,1,2,1O:1O:1O:1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
104,6,0,2,1,2,1O:1O:1O:1O:1O:1O,,1O:1O1S,,1L:1L,2,0.06000600060006
105,4,0,2,1,2,:1O:1O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
106,5,0,2,1,2,1O:1O:1O:2O:2O,,1O:2O2S,,1L:1L,2,0.06000600060006
107,7,1,1,1,1,:::1O:1O:1O:2O,,,,1L,2,0.06000600060006
108,4,0,3,1,2,1O:1O:1O:2O,,:1O:1O1S,,1L:1L,2,0.06000600060006
109,5,0,2,1,2,1O:1O:1O:2O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
110,6,0,2,1,2,1O:1O:1O:1O:1O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
111,5,0,2,1,2,1O:1O:1O:2O:2O,,1N1O1S:2O,,1L:1L,2,0.06000600060006
112,4,0,2,1,2,1O:1O:2O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
113,6,1,1,1,2,:1O:1O:1O:1O:2O,,1N4O2S,,1L:1L,2,0.06000600060006
114,7,0,2,1,2,:1O:1O:1O:2O:2O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
115,6,1,1,1,2,:1O:1O:1O:1O:2O,,3O1S,,1L:1L,2,0.06000600060006
116,6,0,0,2,2,1O:1O:1O:1O:1O:2O,,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
117,7,0,2,1,2,:1O:1O:1O:1O:2O:2O,,1O:1O,,1L:1L,2,0.06000600060006
118,4,0,3,2,2,1O:1O:1O:2O,,::1O1S,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
119,7,0,2,1,2,:1O:1O:1O:1O:1O:2O,,:2O1S,,1L:1L,2,0.06000600060006
120,6,1,2,1,2,:1O:1O:1O:1O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
121,7,0,2,1,2,:1O:1O:1O:1O:1O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
122,7,0,2,1,2,:1O:1O:1O:1O:1O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
123,7,0,2,1,2,:1O:1O:1O:1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
124,5,2,1,1,2,1O:1O:1O:1O:1O,:,1O,,1L:1L,2,0.06000600060006
125,6,1,2,1,2,:1O:1O:1O:1O:1O,,2O1S:2O1S,,1L:1L,2,0.06000600060006
126,6,1,1,1,2,:1O:1O:1O:2O:2O,,2O,,1L:1L,2,0.06000600060006
127,5,0,1,2,2,:1O:1O:1O:2O,,1N3O2S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
128,6,1,1,1,2,:1O:1O:1O:2O:2O,,3O1S,,1L:1L,2,0.06000600060006
129,5,2,1,1,2,:1O:1O:1O:2O,:,2O1S,,1L:1L,2,0.06000600060006
130,5,0,2,1,2,:1O:1O:1O:1O,,:1N2O2S,,1L:1L,2,0.06000600060006
131,3,3,1,1,2,1O:1O:1O,::,2O1S,,1L:1L,2,0.06000600060006
132,5,0,2,1,2,:1O:1O:1O:2O,,1N1O1S:1O1S,,1L:1L,2,0.06000600060006
133,5,0,1,2,2,1O:1O:1O:1O:2O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
134,5,0,2,1,2,:1O:1O:1O:2O,,1N3O2S:1O1S,,1L:1L,2,0.06000600060006
135,4,0,1,1,2,1O:1O:1O:2O,,1N3O2S,,1L:1L,2,0.06000600060006
136,5,0,1,2,2,1O:1O:1O:2O:2O,,1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
137,4,0,3,1,2,:1O:1O:2O,,1N2O2S:1O:2O1S,,1L:1L,2,0.06000600060006
138,5,0,2,1,2,:1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
139,5,0,2,1,2,:1O:1O:2O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
140,4,0,3,1,2,:1O:1O:2O,,:1N2O2S:1O1S,,1L:1L,2,0.06000600060006
141,5,0,1,2,2,:1O:1O:1O:1O,,1N2O2S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
142,4,0,3,1,2,:1O:1O:2O,,1O:1O1S:1O1S,,1L:1L,2,0.06000600060006
143,6,0,1,3,2,::1O:1O:1O:1O,,1O1S,2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:4S:4S:5S:5S:5S,1L:1L,2,0.06000600060006
144,5,2,0,2,2,1O:1O:1O:1O:2O,:,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
145,7,0,1,1,2,::1O:1O:1O:2O:2O,,1N1O1S,,1L:1L,2,0.06000600060006
146,6,1,1,1,2,:1O:1O:1O:1O:2O,,1N2O1S,,1L:1L,2,0.06000600060006
147,6,1,2,1,2,::1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
148,5,0,1,1,2,1O:1O:1O:1O:2O,,1N1O1S,,1L:1L,2,0.06000600060006
149,7,0,1,1,2,::1O:1O:1O:2O:2O,,2O1S,,1L:1L,2,0.06000600060006
150,7,0,1,1,2,::1O:1O:1O:2O:2O,,2O2S,,1L:1L,2,0.06000600060006
151,4,0,3,1,2,1O:1O:2O:2O,,:1O:2O1S,,1L:1L,2,0.06000600060006
152,5,0,2,1,2,1O:1O:1O:2O:2O,,:1O,,1L:1L,2,0.06000600060006
153,5,0,1,1,2,1O:1O:1O:1O:2O,,2O2S,,1L:1L,2,0.06000600060006
154,7,0,2,1,2,:::1O:1O:1O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
155,5,0,2,2,2,:1O:1O:1O:2O,,:1O1S,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
156,4,0,2,1,2,1O:1O:1O:2O,,1N2O2S:2O1S,,1L:1L,2,0.06000600060006
157,5,0,1,1,2,1O:1O:1O:2O:2O,,1N2O2S,,1L:1L,2,0.06000600060006
158,7,0,2,1,2,::1O:1O:2O:2O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
159,7,0,2,1,2,::1O:1O:1O:2O:2O,,:1O,,1L:1L,2,0.06000600060006
160,5,0,1,1,2,1O:1O:1O:2O:2O,,2O2S,,1L:1L,2,0.06000600060006
161,5,0,2,1,2,1O:1O:1O:2O:2O,,:2O1S,,1L:1L,2,0.06000600060006
162,5,0,1,1,2,1O:1O:2O:2O:2O,,,,1L:1L,2,0.06000600060006
163,7,0,2,1,2,::1O:1O:1O:2O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
164,7,0,2,1,2,::1O:1O:1O:2O:2O,,1O:1O,,1L:1L,2,0.06000600060006
165,6,1,1,1,2,1O:1O:1O:1O:1O:1O,,1N3O2S,,1L:1L,2,0.06000600060006
166,5,0,1,1,2,1O:1O:2O:2O:2O,,3O1S,,1L:1L,2,0.06000600060006
167,4,0,3,2,2,:1O:1O:2O,,:1O1S:1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
168,5,0,2,1,2,1O:1O:2O:2O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
169,6,1,1,1,2,1O:1O:1O:1O:1O:2O,,3O1S,,1L:1L,2,0.06000600060006
170,7,0,2,1,2,::1O:1O:1O:1O:2O,,2O1S:2O1S,,1L:1L,2,0.06000600060006
171,7,0,2,1,2,::1O:1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
172,5,0,1,1,2,:1O:1O:2O:2O,,1O1S,,1L:1L,2,0.06000600060006
173,4,0,3,1,2,:1O:1O:1O,,1N3O2S:1O1S:2O1S,,1L:1L,2,0.06000600060006
174,6,1,1,1,2,:1O:1O:1O:1O:2O,,1N1O1S,,1L:1L,2,0.06000600060006
175,5,2,0,1,1,:1O:1O:1O:2O,:,,,1L,2,0.06000600060006
176,5,0,2,2,2,:1O:1O:1O:2O,,:1N3O2S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
177,5,1,2,1,2,1O:1O:1O:1O:1O,,:2O1S,,1L:1L,2,0.06000600060006
178,5,0,2,1,2,1O:1O:1O:1O:2O,,:2O1S,,1L:1L,2,0.06000600060006
179,3,0,3,1,2,1O:1O:2O,,:1N1O1S:1O1S,,1L:1L,2,0.06000600060006
180,6,0,2,1,2,:1O:1O:1O:2O:2O,,:1N3O2S,,1L:1L,2,0.06000600060006
181,6,0,2,1,2,:1O:1O:1O:2O:2O,,:1N1O1S,,1L:1L,2,0.06000600060006
182,5,1,1,1,1,::1O:1O:2O,,1O1S,,1L,2,0.06000600060006
183,5,0,2,1,2,1O:1O:1O:1O:1O,,1N2O2S:1O1S,,1L:1L,2,0.06000600060006
184,3,0,2,2,2,::1O,,1N1O1S:2O1S,3S:4S:5S:6S:6S:6S:7S:8S,1L:1L,2,0.06000600060006
185,4,1,2,1,2,1O:1O:1O:2O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
186,5,1,1,1,2,1O:1O:1O:1O:1O,,1N3O2S,,1L:1L,2,0.06000600060006
187,5,1,1,1,2,1O:1O:1O:1O:1O,,1O1S,,1L:1L,2,0.06000600060006
188,5,0,2,1,2,1O:1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
189,4,1,2,1,2,1O:1O:1O:2O,,1N1O1S:2O1S,,1L:1L,2,0.06000600060006
190,5,0,3,1,2,:1O:1O:2O:2O,,1N1O1S:1O:1O1S,,1L:1L,2,0.06000600060006
191,5,1,1,1,2,1O:1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
192,4,1,2,1,2,1O:1O:1O:1O,,2O1S:2O1S,,1L:1L,2,0.06000600060006
193,6,0,1,2,2,:1O:1O:1O:1O:2O,,1N1O1S,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
194,5,1,2,1,2,1O:1O:1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
195,5,1,1,1,2,1O:1O:1O:1O:2O,,2O2S,,1L:1L,2,0.06000600060006
196,6,0,2,1,2,:1O:1O:1O:2O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
197,4,1,2,1,2,1O:1O:1O:1O,,1N1O1S:2O1S,,1L:1L,2,0.06000600060006
198,5,1,1,1,2,1O:1O:1O:2O:2O,,1N3O2S,,1L:1L,2,0.06000600060006
199,5,0,3,1,2,:1O:1O:1O:2O,,1N3O2S:1O:2O1S,,1L:1L,2,0.06000600060006
200,5,0,2,1,2,1O:1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
201,6,0,1,1,2,1O:1O:1O:2O:2O:2O,,2O,,1L:1L,2,0.06000600060006
202,5,1,1,1,2,:1O:1O:1O:1O,,1N1O1S,,1L:1L,2,0.06000600060006
203,6,0,1,1,2,1O:1O:1O:2O:2O:2O,,1O1S,,1L:1L,2,0.06000600060006
204,8,0,1,1,2,::::1O:1O:1O:2O,,2O1S,,1L:1L,2,0.06000600060006
205,5,0,3,1,2,:1O:1O:1O:1O,,:1O1S:1O1S,,1L:1L,2,0.06000600060006
206,5,0,2,1,2,1O:1O:1O:1O:1O,,:1O,,1L:1L,2,0.06000600060006
207,6,0,1,1,2,:1O:1O:1O:1O:1O,,1N3O2S,,1L:1L,2,0.06000600060006
208,4,1,2,1,2,1O:1O:1O:2O,,:2O1S,,1L:1L,2,0.06000600060006
209,8,2,0,1,1,:::1O:1O:1O:1O:2O,:,,,1L,2,0.06000600060006
210,6,2,1,1,1,::1O:1O:2O:2O,:,1O,,1L,2,0.06000600060006
211,5,0,3,2,3,:1O:1O:1O:1O,,:1N3O2S:1O,:::1S:1S:2S:2S:2S,1L:1L:1L,2,0.06000600060006
212,6,0,1,1,2,::1O:1O:1O:2O,,2O1S,,1L:1L,2,0.06000600060006
213,6,0,1,1,2,::1O:1O:1O:2O,,1N3O2S,,1L:1L,2,0.06000600060006
214,2,0,3,2,2,:1O,,1O1S:1O1S:2O1S,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
215,6,0,2,2,2,:1O:1O:1O:1O:1O,,:1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
216,4,0,3,1,2,1O:1O:1O:1O,,1N3O2S:1O1S:2O1S,,1L:1L,2,0.06000600060006
217,6,0,1,1,2,:1O:1O:1O:2O:2O,,2O,,1L:1L,2,0.06000600060006
218,2,1,2,2,2,:1O,,1N2O1S:1O1S,3S:4S:5S:6S:6S:6S:7S:8S,1L:1L,2,0.06000600060006
219,6,0,1,1,2,:1O:1O:1O:2O:2O,,1O,,1L:1L,2,0.06000600060006
220,6,0,2,1,2,::1O:1O:1O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
221,6,0,2,1,2,::1O:1O:1O:2O,,1O1S:2O,,1L:1L,2,0.06000600060006
222,6,0,2,1,2,::1O:1O:1O:2O,,1N3O2S:1O1S,,1L:1L,2,0.06000600060006
223,4,1,3,1,2,1O:1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,2,0.06000600060006
224,4,1,2,1,2,1O:1O:2O:2O,,1N3O2S:1O1S,,1L:1L,2,0.06000600060006
225,6,0,2,1,2,::1O:1O:1O:1O,,1O:1O1S,,1L:1L,2,0.06000600060006
226,6,2,1,1,1,::1O:1O:1O:1O,:,,,1L,2,0.06000600060006
227,4,1,3,1,2,1O:1O:1O:2O,,1O1S:2O:2O2S,,1L:1L,2,0.06000600060006
228,4,1,3,1,2,1O:1O:1O:2O,,1O:1O1S:2O1S,,1L:1L,2,0.06000600060006
229,6,0,1,1,2,:1O:1O:1O:1O:2O,,2O2S,,1L:1L,2,0.06000600060006
230,9,0,0,1,1,::::1O:1O:2O:2O:2O,,,,1L,2,0.06000600060006
231,6,0,1,1,2,:1O:1O:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
232,7,0,0,1,2,:1O:1O:1O:1O:2O:2O,,,,1L:1L,2,0.06000600060006
233,6,2,1,1,1,:1O:1O:1O:1O:2O,:,,,1L,2,0.06000600060006
234,4,0,3,1,2,1O:1O:1O:1O,,:1O1S:1O1S,,1L:1L,2,0.06000600060006
235,9,0,0,1,1,::1O:1O:1O:1O:1O:2O:2O,,,,1L,2,0.06000600060006
236,6,0,1,1,2,:1O:1O:1O:1O:1O,,2O2S,,1L:1L,2,0.06000600060006
237,4,1,3,2,2,1O:1O:1O:1O,,::1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
238,5,0,3,1,2,:1O:1O:1O:2O,,:1N1O1S:1O1S,,1L:1L,2,0.06000600060006
239,8,0,0,1,1,::1O:1O:1O:1O:2O:2O,,,,1L,2,0.06000600060006
240,6,0,3,1,2,::1O:1O:1O:2O,,1N3O2S:1O:1O1S,,1L:1L,2,0.06000600060006
241,8,0,0,2,2,::1O:1O:1O:1O:1O:2O,,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
242,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
243,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:2O,,1L:1L,2,0.06000600060006
244,8,0,0,1,2,:1O:1O:1O:2O:2O:2O:2O,,,,1L:1L,2,0.06000600060006
245,3,0,3,2,2,:1O:2O,,:1N3O2S:1O1S,:::1S:1S:2S:3S:3S,1L:1L,2,0.06000600060006
246,4,1,1,1,2,1O:1O:1O:2O,,2O1S,,1L:1L,2,0.06000600060006
247,6,0,3,1,2,:1O:1O:1O:2O:2O,,:1O:1O,,1L:1L,2,0.06000600060006
248,6,0,1,1,2,1O:1O:1O:1O:2O:2O,,2O1S,,1L:1L,2,0.06000600060006
249,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1N1O1S,,1L:1L,2,0.06000600060006
250,7,0,1,1,2,1O:1O:1O:1O:1O:1O:2O,,2O1S,,1L:1L,2,0.06000600060006
251,6,0,3,1,2,::1O:1O:1O:1O,,1O:1O:1O1S,,1L:1L,2,0.06000600060006
252,6,0,2,1,2,:1O:1O:1O:1O:1O,,2O:2O1S,,1L:1L,2,0.06000600060006
253,5,0,3,1,2,1O:1O:1O:1O:2O,,:1O:2O1S,,1L:1L,2,0.06000600060006
254,4,0,3,1,2,1O:1O:1O:2O,,1O:1O:2O1S,,1L:1L,2,0.06000600060006
255,7,0,1,1,2,1O:1O:1O:1O:1O:2O:2O,,1O1S,,1L:1L,2,0.06000600060006
256,4,2,1,2,2,1O:1O:1O:1O,:,2O1S,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
257,7,0,1,1,2,1O:1O:1O:1O:1O:2O:2O,,2O1S,,1L:1L,2,0.06000600060006
258,7,0,1,1,2,1O:1O:1O:1O:2O:2O:2O,,1O,,1L:1L,2,0.06000600060006
