,num_dol,num_pegdme,num_tfsi,num_ps,num_li,atoms_dol,atoms_pegdme,atoms_tfsi,atoms_ps,atoms_li,count,%
1416,3,2,0,2,1,::,:2O,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
1417,3,2,0,2,1,::,:1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1418,3,2,0,2,1,::,:1O,,2S:2S:2S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
1419,3,2,0,2,1,::,:1O,,1S:1S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1420,3,2,0,2,1,::,1O:1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
1421,3,2,0,2,1,::,1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1422,3,2,0,2,1,:1O:1O,:2O,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
1423,3,2,0,2,1,::1O,:1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1424,3,2,0,2,1,::2O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1425,3,2,0,2,2,1O:1O:1O,1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1426,3,2,0,2,2,:1O:1O,1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1427,3,2,1,1,1,::2O,:2O,,,1L,1,0.03000300030003
1428,3,2,1,1,1,::2O,:1O,,,1L,1,0.03000300030003
1429,3,2,1,1,1,::1O,:2O,,,1L,1,0.03000300030003
1430,3,2,1,1,1,::1O,1O:2O,1O,,1L,1,0.03000300030003
1431,3,2,1,1,1,::1O,1O:2O,,,1L,1,0.03000300030003
1432,3,2,1,1,1,::1O,1O:1O,1O,,1L,1,0.03000300030003
1433,3,2,1,1,1,::,1O:2O,,,1L,1,0.03000300030003
1434,3,2,1,1,1,::,1O:1O,1O,,1L,1,0.03000300030003
1435,3,2,1,1,1,:1O:2O,:2O,,,1L,1,0.03000300030003
1436,3,2,1,1,1,:1O:1O,:2O,1O,,1L,1,0.03000300030003
1437,3,2,1,1,0,::1O,1O:1O,,,,1,0.03000300030003
1438,3,2,1,1,0,::,:1O,,,,1,0.03000300030003
1439,3,2,0,2,2,::1O,1O:2O,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1440,3,2,0,2,2,::1O,1O:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1441,3,2,0,2,2,:1O:1O,2O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1442,3,2,0,2,2,:1O:1O,1O:2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1443,3,2,0,2,2,:1O:1O,1O:2O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1444,3,2,0,2,1,:1O:1O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1445,3,2,0,2,1,:1O:1O,:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1446,2,5,1,1,2,:1O,::1O:1O:1O,2O,,1L:1L,1,0.03000300030003
1447,3,1,0,2,1,::,1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
1448,3,2,0,1,1,1O:1O:1O,1O:1O,,,1L,1,0.03000300030003
1449,3,2,0,1,0,::1O,2O:2O,,,,1,0.03000300030003
1450,3,2,0,1,0,::,:2O,,,,1,0.03000300030003
1451,3,2,0,1,0,:1O:2O,:1O,,,,1,0.03000300030003
1452,3,1,1,2,1,:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1453,3,1,0,2,2,1O:1O:1O,2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1454,3,1,0,2,1,::1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1455,3,1,0,2,1,::,1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1456,3,1,0,2,1,:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1457,3,2,0,2,1,:1O:1O,:1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
1458,3,1,0,2,1,1O:1O:1O,1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1459,3,1,0,1,1,::,2O,,,1L,1,0.03000300030003
1460,2,6,0,2,2,:1O,:::1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1461,2,6,0,2,1,:1O,::::1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1462,2,6,0,1,1,:,::::2O:2O,,,1L,1,0.03000300030003
1463,2,6,0,1,0,:,::::1O:1O,,,,1,0.03000300030003
1464,2,5,2,1,2,1O:1O,1O:1O:2O:2O:2O,:,,1L:1L,1,0.03000300030003
1465,2,5,1,1,3,:,:1O:1O:2O:2O,,,1L:1L:1L,1,0.03000300030003
1466,3,2,0,1,1,1O:1O:1O,1O:2O,,,1L,1,0.03000300030003
1467,3,2,0,1,1,1O:1O:1O,:1O,,,1L,1,0.03000300030003
1468,3,2,0,1,1,1O:1O:1O,:2O,,,1L,1,0.03000300030003
1469,3,2,0,1,1,:1O:1O,:,,,1L,1,0.03000300030003
1470,3,2,0,2,1,:1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1471,3,2,0,2,1,:1O:1O,1O:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
1472,3,2,0,2,1,:1O:1O,1O:2O,,2S:2S:2S:2S:3S:3S:4S:4S,1L,1,0.03000300030003
1473,3,2,0,2,1,:1O:1O,1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1474,3,2,0,2,1,:1O:1O,1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1475,3,2,0,2,1,1O:1O:1O,2O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1476,3,2,0,2,0,::,:1O,,::1S:1S:1S:2S:2S:2S,,1,0.03000300030003
1477,3,2,0,2,0,::,:1O,,1S:1S:1S:1S:1S:2S:2S:2S,,1,0.03000300030003
1478,3,2,0,1,2,::1O,2O:2O,,,1L:1L,1,0.03000300030003
1479,3,2,0,1,2,::1O,1O:2O,,,1L:1L,1,0.03000300030003
1480,3,2,0,1,2,:1O:1O,2O:2O,,,1L:1L,1,0.03000300030003
1481,3,2,0,1,2,1O:1O:1O,2O:2O,,,1L:1L,1,0.03000300030003
1482,3,2,0,1,2,1O:1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
1483,3,2,0,1,1,::1O,:1O,,,1L,1,0.03000300030003
1484,3,2,0,1,1,::1O,2O:2O,,,1L,1,0.03000300030003
1485,3,2,0,1,1,::,1O:1O,,,1L,1,0.03000300030003
1486,3,2,0,1,1,:1O:2O,:1O,,,1L,1,0.03000300030003
1487,2,4,0,2,2,:1O,:1O:1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1488,2,4,0,2,2,:1O,:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1489,2,4,0,2,2,:1O,1O:1O:1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1490,2,3,0,2,2,:,:1O:2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1491,2,3,0,2,2,:1O,:1O:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1492,2,3,0,2,2,:1O,:1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1493,2,3,0,2,2,:1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1494,2,3,0,2,2,:1O,1O:1O:2O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1495,2,3,0,2,2,:1O,1O:1O:1O,,2S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1496,2,3,0,2,2,:1O,1O:1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1497,2,3,0,2,2,:,:2O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1498,2,3,0,2,2,:,:1O:2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1499,2,3,0,2,2,:,1O:1O:2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1500,2,3,0,2,1,:1O,::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1501,2,3,0,2,2,1O:2O,:1O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1502,2,3,0,2,2,1O:1O,:2O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1503,2,3,0,2,2,1O:1O,1O:2O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1504,2,3,0,2,2,1O:1O,1O:1O:1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1505,2,3,0,2,1,:2O,::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1506,2,3,0,2,1,:2O,:1O:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
1507,2,3,0,2,1,:1O,::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1508,2,3,0,2,1,:1O,::1O,,2S:2S:2S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
1509,2,3,0,2,2,:1O,:1O:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1510,2,3,0,2,2,:1O,::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1511,2,3,0,2,3,:,1O:2O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
1512,2,3,0,3,1,:1O,1O:1O:1O,,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1513,2,3,1,1,1,:1O,:2O:2O,,,1L,1,0.03000300030003
1514,2,3,1,1,1,:1O,:1O:2O,2O1S,,1L,1,0.03000300030003
1515,2,3,1,1,1,:1O,:1O:2O,,,1L,1,0.03000300030003
1516,2,3,1,1,1,:1O,:1O:1O,2O,,1L,1,0.03000300030003
1517,2,3,1,1,1,:1O,1O:2O:2O,,,1L,1,0.03000300030003
1518,2,3,1,1,1,:,::1O,2O,,1L,1,0.03000300030003
1519,2,3,1,1,1,:,::1O,1O,,1L,1,0.03000300030003
1520,2,3,1,1,1,:,:1O:2O,3O1S,,1L,1,0.03000300030003
1521,2,3,1,1,1,:,:1O:2O,2O1S,,1L,1,0.03000300030003
1522,2,3,1,1,1,:,:1O:1O,,,1L,1,0.03000300030003
1523,2,3,1,1,1,1O:1O,::2O,,,1L,1,0.03000300030003
1524,2,3,1,1,1,1O:1O,::1O,,,1L,1,0.03000300030003
1525,2,3,1,1,0,:1O,::2O,1O,,,1,0.03000300030003
1526,2,3,1,1,0,:,::1O,1O,,,1,0.03000300030003
1527,2,3,1,1,0,:,::1O,,,,1,0.03000300030003
1528,2,3,1,1,0,:,::,1O,,,1,0.03000300030003
1529,2,3,1,1,0,:,1O:1O:1O,,,,1,0.03000300030003
1530,2,3,0,2,1,:1O,::1O,,1S:1S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1531,2,3,0,2,1,:1O,::1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
1532,2,4,0,2,2,:,::2O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1533,2,3,0,2,1,:,1O:1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1534,2,3,0,2,1,:,:1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1535,2,3,0,2,1,:,:1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1536,2,3,0,2,1,:,:1O:1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
1537,2,3,0,2,1,:,:1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1538,2,3,0,2,1,:,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1539,2,3,0,2,1,:,1O:2O:2O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1540,2,3,0,2,1,:,1O:2O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1541,2,3,0,2,1,:,1O:1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1542,2,3,0,2,1,:,1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
1543,2,3,0,2,1,:1O,::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1544,2,3,0,2,1,:,1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1545,2,3,0,2,1,1O:2O,::1O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1546,2,3,0,2,1,1O:1O,::1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1547,2,3,0,2,1,1O:1O,::1O,,1S:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
1548,2,3,0,2,1,1O:1O,:1O:1O,,1S:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
1549,2,3,0,2,1,1O:1O,1O:1O:2O,,1S:1S:1S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1550,2,3,0,2,0,:,::1O,,::1S:1S:1S:2S:2S:2S,,1,0.03000300030003
1551,2,3,0,1,2,:2O,1O:1O:2O,,,1L:1L,1,0.03000300030003
1552,2,3,0,2,1,:,:1O:2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1553,2,3,0,2,1,:,:1O:2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1554,2,3,0,2,1,:,:1O:2O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1555,2,3,0,2,1,:,::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1556,2,3,0,2,1,:1O,:1O:2O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1557,2,3,0,2,1,:1O,:1O:2O,,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
1558,2,3,0,2,1,:1O,:1O:2O,,1S:1S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1559,2,3,0,2,1,:1O,:1O:2O,,1S:1S:1S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1560,2,3,0,2,1,:1O,:1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1561,2,3,0,2,1,:1O,:1O:1O,,:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
1562,2,3,0,2,1,:1O,:1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1563,2,3,0,2,1,:1O,:1O:1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
1564,2,3,0,2,1,:1O,1O:1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1565,2,3,0,2,1,:1O,1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1566,2,3,0,2,1,:,::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1567,2,3,0,2,1,:,::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1568,2,3,0,2,1,:,::1O,,2S:2S:3S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
1569,2,3,0,2,1,:,::1O,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
1570,2,3,0,2,1,:,::1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1571,2,3,0,2,1,:,::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1572,2,3,0,2,1,:,::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1573,2,3,1,1,1,:2O,:1O:2O,,,1L,1,0.03000300030003
1574,2,3,1,1,2,1O:1O,1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1575,2,3,1,1,2,1O:1O,1O:1O:2O,1O,,1L:1L,1,0.03000300030003
1576,2,4,0,2,1,1O:1O,::1O:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
1577,2,4,0,2,1,:,::1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1578,2,4,0,2,1,:,::1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1579,2,4,0,2,1,:,::1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1580,2,4,0,2,1,:,:1O:1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1581,2,4,0,2,1,:,:1O:1O:1O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1582,2,4,0,2,1,:,:1O:1O:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
1583,2,4,0,2,1,:,:1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1584,2,4,0,2,1,:,1O:1O:1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1585,2,4,0,2,1,1O:1O,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1586,2,3,1,1,2,1O:1O,:1O:2O,,,1L:1L,1,0.03000300030003
1587,2,4,0,2,1,1O:1O,1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1588,2,4,0,1,2,:2O,1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
1589,2,4,0,1,2,:1O,1O:1O:2O:2O,,,1L:1L,1,0.03000300030003
1590,2,4,0,1,2,1O:1O,::2O:2O,,,1L:1L,1,0.03000300030003
1591,2,4,0,1,2,1O:1O,::1O:2O,,,1L:1L,1,0.03000300030003
1592,2,4,0,1,2,1O:1O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
1593,2,4,0,1,2,1O:1O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1594,2,4,0,1,1,:2O,::2O:2O,,,1L,1,0.03000300030003
1595,2,4,0,2,1,:,::1O:2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1596,2,4,0,2,1,:,:::1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1597,2,4,0,2,1,:,:::1O,,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
1598,2,4,0,2,1,:,:::1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1599,2,4,0,2,2,:,:1O:2O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1600,2,4,0,2,2,:,:1O:1O:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1601,2,4,0,2,2,:,:1O:1O:2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1602,2,4,0,2,2,:,1O:1O:1O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1603,2,4,0,2,2,1O:2O,:1O:1O:2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1604,2,4,0,2,2,1O:1O,:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1605,2,4,0,2,2,1O:1O,1O:1O:1O:2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1606,2,4,0,2,1,:1O,:::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1607,2,4,0,2,1,:1O,:::,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1608,2,4,0,2,1,:1O,::1O:2O,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
1609,2,4,0,2,1,:1O,::1O:2O,,1S:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
1610,2,4,0,2,1,:1O,::1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1611,2,4,0,2,1,:1O,::1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1612,2,4,0,2,1,:1O,::1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1613,2,4,0,2,1,:1O,::1O:1O,,1S:1S:1S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1614,2,4,0,2,1,:1O,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1615,2,4,0,2,1,:,:::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1616,2,4,0,1,1,:1O,:::1O,,,1L,1,0.03000300030003
1617,2,4,0,1,1,:,::1O:2O,,,1L,1,0.03000300030003
1618,2,4,0,1,1,:,:2O:2O:2O,,,1L,1,0.03000300030003
1619,2,3,1,2,2,:,1O:1O:2O,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1620,2,3,1,2,1,:1O,:1O:1O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1621,2,3,1,2,1,:1O,:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1622,2,3,1,1,2,:1O,:2O:2O,2O,,1L:1L,1,0.03000300030003
1623,2,3,1,1,2,:1O,:2O:2O,1O,,1L:1L,1,0.03000300030003
1624,2,3,1,1,2,:1O,:2O:2O,,,1L:1L,1,0.03000300030003
1625,2,3,1,1,2,:1O,:1O:1O,1N3O2S,,1L:1L,1,0.03000300030003
1626,2,3,1,1,2,:1O,1O:2O:2O,3O1S,,1L:1L,1,0.03000300030003
1627,2,3,1,1,2,:1O,1O:2O:2O,2O1S,,1L:1L,1,0.03000300030003
1628,2,3,1,1,2,:1O,1O:2O:2O,2O,,1L:1L,1,0.03000300030003
1629,2,3,1,1,2,:1O,1O:1O:2O,2O,,1L:1L,1,0.03000300030003
1630,2,3,1,1,2,:,:2O:2O,1O,,1L:1L,1,0.03000300030003
1631,2,3,1,1,2,:,1O:2O:2O,2O1S,,1L:1L,1,0.03000300030003
1632,2,3,1,1,2,:,1O:2O:2O,2O,,1L:1L,1,0.03000300030003
1633,2,3,1,1,2,:,1O:1O:2O,2O,,1L:1L,1,0.03000300030003
1634,2,3,1,1,2,1O:1O,::1O,1O,,1L:1L,1,0.03000300030003
1635,2,3,1,1,2,1O:1O,:2O:2O,1O,,1L:1L,1,0.03000300030003
1636,2,3,1,1,2,1O:1O,:2O:2O,,,1L:1L,1,0.03000300030003
1637,2,3,1,2,2,1O:1O,1O:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1638,2,3,1,2,2,:1O,1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1639,2,4,0,1,1,1O:2O,:1O:1O:2O,,,1L,1,0.03000300030003
1640,2,3,1,2,2,:1O,1O:1O:1O,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1641,2,4,0,1,1,1O:1O,:::1O,,,1L,1,0.03000300030003
1642,2,4,0,1,1,1O:1O,::2O:2O,,,1L,1,0.03000300030003
1643,2,4,0,1,1,1O:1O,1O:1O:2O:2O,,,1L,1,0.03000300030003
1644,2,4,0,1,1,1O:1O,1O:1O:1O:1O,,,1L,1,0.03000300030003
1645,2,4,0,1,0,:1O,::1O:2O,,,,1,0.03000300030003
1646,2,4,0,1,0,:1O,:1O:1O:2O,,,,1,0.03000300030003
1647,2,4,0,1,0,:1O,1O:1O:1O:1O,,,,1,0.03000300030003
1648,2,4,0,1,0,:,:::2O,,,,1,0.03000300030003
1649,2,4,0,1,0,1O:1O,:::2O,,,,1,0.03000300030003
1650,2,4,0,1,0,1O:1O,::1O:2O,,,,1,0.03000300030003
1651,2,4,0,1,0,1O:1O,:1O:1O:2O,,,,1,0.03000300030003
1652,2,3,2,2,2,:1O,1O:1O:1O,:,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1653,2,3,2,1,2,:,1O:2O:2O,1O:1O,,1L:1L,1,0.03000300030003
1654,2,3,2,1,0,:1O,::1O,:,,,1,0.03000300030003
1655,2,3,1,2,2,:2O,1O:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1656,2,3,1,2,2,:1O,:1O:2O,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1657,2,3,1,2,2,:1O,1O:1O:1O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1658,7,2,0,2,1,:::::1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
