,num_dol,num_dmds,num_tfsi,num_ps,num_li,atoms_dol,atoms_dmds,atoms_tfsi,atoms_ps,atoms_li,count,%
554,5,0,1,2,2,:1O:1O:1O:2O,,1N3O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
555,5,0,1,2,2,:1O:1O:1O:2O,,1N3O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
556,5,0,2,1,3,:1O:1O:1O:1O,,2O:2O1S,,1L:1L:1L,1,0.03000300030003
557,6,0,2,1,2,:1O:1O:1O:1O:1O,,:2O1S,,1L:1L,1,0.03000300030003
558,6,1,1,1,1,::1O:1O:1O:2O,,,,1L,1,0.03000300030003
559,6,1,0,2,2,::1O:1O:1O:1O,1S,,1S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
560,5,0,2,1,2,::1O:1O:1O,,1N2O1S:2O1S,,1L:1L,1,0.03000300030003
561,5,0,2,1,2,1O:1O:1O:1O:2O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
562,5,0,2,1,2,1O:1O:1O:1O:2O,,:2O1S,,1L:1L,1,0.03000300030003
563,5,0,2,1,2,1O:1O:1O:1O:2O,,:2O,,1L:1L,1,0.03000300030003
564,6,1,0,1,2,:1O:1O:1O:1O:1O,2S,,,1L:1L,1,0.03000300030003
565,6,1,0,1,2,:1O:1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
566,6,1,0,1,2,:1O:1O:1O:1O:2O,1S,,,1L:1L,1,0.03000300030003
567,5,0,2,1,2,1O:1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,1,0.03000300030003
568,5,0,2,1,2,:1O:1O:1O:2O,,1N2O2S:2O1S,,1L:1L,1,0.03000300030003
569,5,0,2,1,2,1O:1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
570,6,1,0,1,2,1O:1O:1O:1O:2O:2O,1S,,,1L:1L,1,0.03000300030003
571,5,0,2,1,2,1O:1O:1O:1O:1O,,:2O1S,,1L:1L,1,0.03000300030003
572,6,1,0,1,1,:1O:1O:1O:1O:2O,,,,1L,1,0.03000300030003
573,6,1,0,1,2,:1O:1O:1O:1O:2O,2S,,,1L:1L,1,0.03000300030003
574,6,1,0,1,2,::1O:1O:1O:1O,1S,,,1L:1L,1,0.03000300030003
575,6,1,0,2,1,::1O:1O:1O:1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
576,6,1,0,1,1,1O:1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
577,5,0,2,1,2,1O:1O:1O:1O:1O,,:1N4O2S,,1L:1L,1,0.03000300030003
578,6,1,0,1,2,:1O:1O:1O:1O:1O,1S,,,1L:1L,1,0.03000300030003
579,5,0,2,1,2,:1O:1O:1O:2O,,1N2O2S:1O1S,,1L:1L,1,0.03000300030003
580,6,0,2,2,2,:::1O:1O:1O,,1O:2O,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
581,5,0,2,1,2,:1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
582,5,0,2,1,2,:1O:1O:1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
583,6,1,0,1,1,::1O:1O:1O:2O,2S,,,1L,1,0.03000300030003
584,6,1,0,1,1,:::1O:2O:2O,,,,1L,1,0.03000300030003
585,6,1,0,1,1,::::1O:1O,,,,1L,1,0.03000300030003
586,6,1,0,1,1,::::1O:1O,1S,,,1L,1,0.03000300030003
587,5,0,2,1,2,:1O:1O:1O:1O,,1N4O2S:2O1S,,1L:1L,1,0.03000300030003
588,6,1,0,1,2,1O:1O:1O:1O:1O:1O,2S,,,1L:1L,1,0.03000300030003
589,5,0,2,1,2,:1O:1O:1O:1O,,1N3O1S:2O1S,,1L:1L,1,0.03000300030003
590,6,1,0,1,2,1O:1O:1O:1O:2O:2O,,,,1L:1L,1,0.03000300030003
591,5,0,2,1,2,:1O:1O:1O:1O,,1N2O:1O,,1L:1L,1,0.03000300030003
592,5,0,2,1,2,:1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
593,5,0,2,1,2,:1O:1O:1O:2O,,1N1O1S:1O1S,,1L:1L,1,0.03000300030003
594,5,0,2,1,2,:1O:1O:1O:1O,,1N2O2S:2O,,1L:1L,1,0.03000300030003
595,5,0,2,1,2,:1O:1O:1O:1O,,1N2O1S:1O,,1L:1L,1,0.03000300030003
596,5,0,2,1,2,1O:1O:1O:2O:2O,,:,,1L:1L,1,0.03000300030003
597,5,0,2,1,2,1O:1O:1O:2O:2O,,1O:2O,,1L:1L,1,0.03000300030003
598,6,0,3,1,2,1O:1O:1O:1O:1O:1O,,::1O,,1L:1L,1,0.03000300030003
599,6,1,0,2,1,::1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
600,6,0,2,1,2,::1O:1O:1O:2O,,1O:1O1S,,1L:1L,1,0.03000300030003
601,6,1,0,2,2,:1O:1O:1O:1O:1O,1S,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
602,5,0,2,1,2,:1O:1O:1O:2O,,:1N1O1S,,1L:1L,1,0.03000300030003
603,5,0,2,1,2,:1O:1O:2O:2O,,1O:2O1S,,1L:1L,1,0.03000300030003
604,6,1,0,2,2,:1O:1O:1O:1O:1O,,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
605,5,0,2,1,2,::1O:1O:1O,,1N1O:1O,,1L:1L,1,0.03000300030003
606,5,0,2,1,1,:::1O:2O,,:1O,,1L,1,0.03000300030003
607,5,0,2,1,1,:::1O:1O,,2O:3O1S,,1L,1,0.03000300030003
608,6,1,0,2,2,:1O:1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
609,6,1,0,2,2,:1O:1O:1O:1O:1O,1S,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
610,5,0,2,1,2,:1O:1O:1O:2O,,2O:2O,,1L:1L,1,0.03000300030003
611,6,1,0,2,2,:1O:1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
612,6,0,2,2,2,::1O:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
613,6,1,0,2,2,:1O:1O:1O:1O:2O,1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
614,5,0,2,1,1,:::1O:1O,,1O:2O,,1L,1,0.03000300030003
615,5,0,2,1,2,:1O:1O:1O:1O,,2O1S:2O1S,,1L:1L,1,0.03000300030003
616,6,1,0,2,2,::1O:1O:1O:2O,,,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
617,5,0,2,1,1,::1O:1O:2O,,:1O1S,,1L,1,0.03000300030003
618,5,0,2,1,1,::::1O,,1O:2O1S,,1L,1,0.03000300030003
619,5,0,2,1,2,:1O:1O:1O:2O,,1O:2O2S,,1L:1L,1,0.03000300030003
620,5,0,2,1,2,1O:1O:1O:1O:1O,,2O1S:3O1S,,1L:1L,1,0.03000300030003
621,6,1,0,2,2,1O:1O:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
622,6,1,0,2,1,:::1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
623,5,0,2,1,2,:1O:1O:1O:2O,,1O:1O,,1L:1L,1,0.03000300030003
624,6,0,2,2,2,:::1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
625,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
626,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
627,6,1,0,2,1,::::1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
628,6,1,0,2,1,::::1O:1O,,,2S:3S:3S:3S:3S:3S:3S:4S,1L,1,0.03000300030003
629,5,0,2,1,2,1O:1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,1,0.03000300030003
630,6,0,2,2,2,::1O:1O:1O:1O,,1O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
631,5,0,2,1,2,1O:1O:1O:1O:1O,,1O1S:2O,,1L:1L,1,0.03000300030003
632,6,1,0,2,2,1O:1O:1O:1O:1O:1O,1S,,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
633,5,0,2,1,2,1O:1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
634,5,0,2,1,2,1O:1O:1O:1O:1O,,1N2O1S:1O,,1L:1L,1,0.03000300030003
635,5,0,2,1,2,1O:1O:1O:1O:1O,,1N1O1S:2O1S,,1L:1L,1,0.03000300030003
636,5,0,2,1,2,1O:1O:1O:1O:1O,,1N1O1S:1O1S,,1L:1L,1,0.03000300030003
637,6,1,0,2,2,:1O:1O:1O:1O:1O,,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
638,6,1,0,2,1,:::1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
639,5,3,0,1,2,1O:1O:1O:1O:1O,::1S,,,1L:1L,1,0.03000300030003
640,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
641,5,0,0,3,1,::::1O,,,1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
642,5,0,0,3,2,:1O:1O:1O:2O,,,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
643,5,0,0,3,2,:1O:1O:1O:1O,,,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
644,5,0,0,3,2,:1O:1O:1O:1O,,,1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
645,7,0,1,2,2,:::1O:1O:1O:2O,,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
646,5,0,0,3,2,:1O:1O:1O:1O,,,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
647,5,0,0,3,2,1O:1O:1O:1O:2O,,,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
648,5,0,0,3,2,1O:1O:1O:1O:2O,,,1S:1S:1S:1S:1S:1S:2S:2S:3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
649,5,0,0,3,2,1O:1O:1O:1O:1O,,,:::1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
650,5,0,0,3,2,1O:1O:1O:1O:1O,,,1S:1S:2S:2S:2S:3S:3S:3S:3S:3S:3S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
651,5,0,0,3,1,::1O:1O:1O,,,::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
652,7,0,2,1,2,::::1O:1O:1O,,2O1S:2O1S,,1L:1L,1,0.03000300030003
653,7,0,2,1,2,::1O:1O:1O:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
654,5,0,0,2,2,::1O:1O:2O,,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
655,5,0,0,2,2,::1O:1O:1O,,,3S:4S:4S:4S:5S:5S:6S:7S,1L:1L,1,0.03000300030003
656,5,0,0,2,2,::1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
657,5,0,0,2,2,:1O:1O:2O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
658,5,0,0,2,2,:1O:1O:2O:2O,,,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
659,5,0,0,2,2,:1O:1O:1O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
660,5,0,0,2,2,:1O:1O:1O:2O,,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
661,5,0,0,2,2,:1O:1O:1O:2O,,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
662,5,0,0,3,2,:1O:1O:1O:2O,,,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
663,5,0,0,3,2,:1O:1O:1O:2O,,,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
664,5,0,0,3,2,:1O:1O:2O:2O,,,:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
665,5,0,0,3,2,::1O:1O:1O,,,::1S:1S:2S:2S:2S:2S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
666,5,0,1,1,2,1O:1O:1O:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
667,7,0,1,1,1,:::1O:1O:1O:2O,,2O,,1L,1,0.03000300030003
668,7,0,1,1,1,::::1O:1O:1O,,,,1L,1,0.03000300030003
669,7,0,1,1,2,1O:1O:1O:1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
670,7,0,1,1,2,1O:1O:1O:1O:1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
671,7,0,1,1,2,:1O:1O:1O:1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
672,7,0,1,1,2,:1O:1O:1O:1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
673,7,0,1,1,2,:1O:1O:1O:1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
674,5,0,1,1,2,1O:1O:1O:1O:1O,,1N2O1S,,1L:1L,1,0.03000300030003
675,7,0,1,1,2,:1O:1O:1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
676,5,0,1,1,1,::::2O,,2O,,1L,1,0.03000300030003
677,5,0,1,1,1,:::1O:1O,,2O,,1L,1,0.03000300030003
678,5,0,1,1,1,::1O:1O:2O,,2O1S,,1L,1,0.03000300030003
679,5,0,1,1,1,::1O:1O:1O,,2O1S,,1L,1,0.03000300030003
680,7,0,1,2,2,::1O:1O:1O:1O:1O,,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
681,5,0,1,1,1,::1O:1O:1O,,1N1O,,1L,1,0.03000300030003
682,5,0,1,1,1,:1O:1O:1O:2O,,1O,,1L,1,0.03000300030003
683,5,0,1,1,1,:1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
684,5,0,1,1,1,:1O:1O:1O:1O,,,,1L,1,0.03000300030003
685,7,0,2,1,2,:::1O:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
686,7,1,0,1,1,:::1O:1O:1O:2O,1S,,,1L,1,0.03000300030003
687,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
688,5,0,0,2,2,1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
689,7,1,1,1,2,:::1O:1O:1O:1O,,2O2S,,1L:1L,1,0.03000300030003
690,7,1,2,1,2,::1O:1O:1O:1O:1O,1S,:1O,,1L:1L,1,0.03000300030003
691,5,0,0,2,2,1O:1O:1O:1O:1O,,,:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
692,7,2,0,1,1,::1O:1O:1O:1O:1O,:,,,1L,1,0.03000300030003
693,7,2,1,1,1,::1O:1O:1O:1O:1O,:,,,1L,1,0.03000300030003
694,7,2,1,1,1,:::::1O:1O,:1S,1O,,1L,1,0.03000300030003
695,5,0,0,2,2,1O:1O:1O:1O:1O,,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
696,8,0,0,1,1,:::::1O:1O:2O,,,,1L,1,0.03000300030003
697,8,0,0,2,2,:::1O:1O:1O:1O:1O,,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
698,8,0,1,1,2,::::1O:1O:1O:1O,,1N2O,,1L:1L,1,0.03000300030003
699,5,0,0,2,2,:1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
700,8,0,1,1,2,:::::1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
701,5,0,0,2,1,::1O:1O:2O,,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
702,5,0,0,2,1,::1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
703,5,0,0,2,1,:1O:1O:1O:2O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
704,5,0,0,2,1,:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
705,5,0,0,1,2,::1O:2O:2O,,,,1L:1L,1,0.03000300030003
706,5,0,0,1,2,:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
707,5,0,0,1,2,1O:1O:1O:2O:2O,,,,1L:1L,1,0.03000300030003
708,8,1,0,1,2,:1O:1O:1O:1O:1O:1O:2O,1S,,,1L:1L,1,0.03000300030003
709,7,1,1,1,2,:1O:1O:1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
710,5,0,0,2,2,1O:1O:1O:1O:2O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
711,5,0,0,2,2,1O:1O:1O:1O:2O,,,2S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
712,7,1,0,2,1,:::::1O:1O,1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
713,7,1,0,1,2,1O:1O:1O:1O:1O:1O:1O,1S,,,1L:1L,1,0.03000300030003
714,7,1,0,1,2,1O:1O:1O:1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
715,5,0,0,2,2,:1O:1O:1O:1O,,,:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
716,7,1,0,1,2,:1O:1O:1O:1O:1O:1O,1S,,,1L:1L,1,0.03000300030003
717,7,1,0,1,2,:1O:1O:1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
718,7,1,0,1,2,:1O:1O:1O:1O:2O:2O,1S,,,1L:1L,1,0.03000300030003
719,5,0,0,2,2,:1O:1O:1O:1O,,,3S:3S:3S:3S:3S:4S:4S:5S,1L:1L,1,0.03000300030003
720,5,0,0,2,2,:1O:1O:1O:1O,,,2S:3S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
721,7,1,0,1,2,::1O:1O:1O:1O:1O,2S,,,1L:1L,1,0.03000300030003
722,7,1,0,1,2,:::1O:1O:1O:1O,1S,,,1L:1L,1,0.03000300030003
723,5,0,0,2,2,:1O:1O:1O:1O,,,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
724,5,0,0,2,2,:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
725,5,0,0,2,2,1O:1O:1O:2O:2O,,,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
726,5,0,0,2,2,1O:1O:1O:1O:2O,,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
727,5,0,0,2,2,1O:1O:1O:1O:2O,,,:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
728,7,1,0,1,2,:::1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
729,7,1,0,2,1,::1O:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
730,5,0,0,2,2,1O:1O:1O:1O:2O,,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
731,5,0,0,2,2,1O:1O:1O:1O:2O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
732,5,0,1,1,2,1O:1O:1O:1O:1O,,3O2S,,1L:1L,1,0.03000300030003
733,7,0,1,1,1,:::1O:1O:1O:2O,,1O1S,,1L,1,0.03000300030003
734,7,0,1,1,1,:::1O:1O:1O:2O,,1O,,1L,1,0.03000300030003
735,6,1,1,2,2,:::1O:1O:1O,1S,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
736,6,1,1,1,2,::1O:1O:1O:1O,1S,1O,,1L:1L,1,0.03000300030003
737,6,1,1,1,2,::1O:1O:1O:1O,2S,1O,,1L:1L,1,0.03000300030003
738,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
739,6,1,1,1,2,::1O:1O:1O:1O,2S,2O,,1L:1L,1,0.03000300030003
740,6,1,1,2,1,:::1O:1O:1O,,1O,1S:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
741,6,1,1,2,1,:::1O:1O:1O,,1O,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
742,6,1,1,2,1,:::1O:1O:2O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
743,6,1,1,2,1,::::1O:2O,,1O1S,1S:1S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
744,6,1,1,2,2,::1O:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
745,6,1,2,1,1,::::1O:1O,,:1O,,1L,1,0.03000300030003
746,5,0,1,1,2,1O:1O:1O:1O:2O,,1N1O1S,,1L:1L,1,0.03000300030003
747,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
748,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
749,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
750,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
751,5,0,1,2,2,1O:1O:1O:1O:1O,,1N1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
752,5,0,1,2,2,1O:1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
753,5,0,1,2,2,1O:1O:1O:1O:1O,,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
754,5,0,1,2,2,1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
755,5,0,1,2,1,:::1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
756,6,1,1,1,2,::1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
757,5,0,1,2,2,1O:1O:1O:1O:1O,,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
758,6,1,1,1,2,:1O:1O:2O:2O:2O,1S,1O,,1L:1L,1,0.03000300030003
759,6,1,1,1,2,:1O:1O:1O:2O:2O,,1O1S,,1L:1L,1,0.03000300030003
760,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
761,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:2S:3S:3S:4S:4S:4S:5S,1L:1L,1,0.03000300030003
762,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
763,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
764,5,0,1,2,2,:1O:1O:1O:1O,,1N2O2S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
765,5,0,1,2,2,:1O:1O:1O:1O,,1N1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
766,5,0,1,2,2,:1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
767,5,0,1,2,2,:1O:1O:1O:1O,,,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
768,5,0,1,2,2,:1O:1O:1O:1O,,,2S:2S:3S:4S:4S:5S:5S:5S,1L:1L,1,0.03000300030003
769,5,0,1,2,2,:1O:1O:1O:1O,,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
770,6,1,1,1,2,:1O:1O:1O:1O:2O,2S,,,1L:1L,1,0.03000300030003
771,5,0,1,2,2,:1O:1O:1O:1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
772,6,1,1,1,2,:1O:1O:1O:1O:2O,2S,1O,,1L:1L,1,0.03000300030003
773,5,0,1,2,2,1O:1O:1O:1O:2O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
774,5,0,1,2,2,1O:1O:1O:1O:2O,,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
775,6,0,2,1,2,:1O:1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
776,5,0,1,2,2,1O:1O:1O:1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
777,6,1,1,1,2,:1O:1O:1O:2O:2O,,1O,,1L:1L,1,0.03000300030003
778,5,0,1,2,2,1O:1O:1O:1O:1O,,2O1S,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
779,5,0,1,2,1,::1O:1O:1O,,2O,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
780,5,0,1,1,3,1O:1O:1O:2O:2O,,2O1S,,1L:1L:1L,1,0.03000300030003
781,5,0,1,1,3,1O:1O:1O:2O:2O,,1O1S,,1L:1L:1L,1,0.03000300030003
782,5,0,1,1,2,:1O:1O:1O:1O,,2O2S,,1L:1L,1,0.03000300030003
783,5,0,1,1,2,:1O:1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
784,7,0,0,1,2,::1O:1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
785,7,0,0,1,2,::1O:1O:1O:2O:2O,,,,1L:1L,1,0.03000300030003
786,5,0,1,1,2,:1O:1O:1O:1O,,1N3O1S,,1L:1L,1,0.03000300030003
787,7,0,0,1,2,:::1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
788,5,0,1,1,2,:1O:1O:1O:1O,,1N2O1S,,1L:1L,1,0.03000300030003
789,7,0,0,2,2,:1O:1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
790,7,0,0,2,2,:1O:1O:1O:1O:1O:2O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
791,5,0,1,1,2,:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
792,7,0,0,2,2,::1O:1O:1O:2O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
