,num_dol,num_mtbe,num_tfsi,num_ps,num_li,atoms_dol,atoms_mtbe,atoms_tfsi,atoms_ps,atoms_li,count,%
0,4,2,1,1,2,1O:1O:1O:2O,:1O,2O1S,,1L:1L,5,0.15001500150015
1,5,1,2,1,2,:1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,5,0.15001500150015
2,2,3,1,1,2,:1O,1O:1O:1O,2O1S,,1L:1L,4,0.12001200120012
3,5,0,2,1,2,1O:1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,4,0.12001200120012
4,3,2,1,1,2,:1O:2O,1O:1O,1N3O2S,,1L:1L,4,0.12001200120012
5,7,0,1,1,2,:1O:1O:1O:1O:2O:2O,,1O1S,,1L:1L,4,0.12001200120012
6,3,2,1,1,2,:1O:1O,1O:1O,1N3O2S,,1L:1L,4,0.12001200120012
7,4,2,1,1,2,::1O:1O,1O:1O,1N3O2S,,1L:1L,4,0.12001200120012
8,5,0,1,1,2,1O:1O:1O:1O:2O,,1O1S,,1L:1L,3,0.09000900090009
9,4,1,1,1,2,1O:1O:2O:2O,1O,2O1S,,1L:1L,3,0.09000900090009
10,6,2,0,1,1,:1O:1O:1O:2O:2O,:1O,,,1L,3,0.09000900090009
11,3,2,1,1,2,1O:1O:2O,:1O,1N3O2S,,1L:1L,3,0.09000900090009
12,4,1,2,1,2,1O:1O:1O:2O,,1N3O2S:1O,,1L:1L,3,0.09000900090009
13,8,0,0,1,1,:::1O:1O:1O:1O:2O,,,,1L,3,0.09000900090009
14,2,3,1,1,2,1O:1O,::1O,1N3O2S,,1L:1L,3,0.09000900090009
15,5,1,2,1,2,:1O:1O:1O:1O,,1O:2O1S,,1L:1L,3,0.09000900090009
16,5,1,2,1,2,::1O:1O:1O,1O,1O:2O2S,,1L:1L,3,0.09000900090009
17,2,2,2,1,2,1O:1O,1O:1O,1O1S:2O1S,,1L:1L,3,0.09000900090009
18,3,1,1,3,3,:1O:2O,1O,2O1S,::1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S,1L:1L:1L,3,0.09000900090009
19,4,0,2,1,2,1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,3,0.09000900090009
20,6,2,0,1,1,::1O:1O:1O:2O,:,,,1L,3,0.09000900090009
21,3,1,2,1,2,1O:1O:1O,1O,1N3O2S:1O1S,,1L:1L,3,0.09000900090009
22,4,2,1,1,2,1O:1O:1O:1O,1O:1O,1O1S,,1L:1L,3,0.09000900090009
23,6,0,1,1,2,1O:1O:1O:1O:2O:2O,,2O1S,,1L:1L,3,0.09000900090009
24,2,2,2,1,2,1O:1O,1O:1O,1N1O1S:2O1S,,1L:1L,3,0.09000900090009
25,6,0,1,1,2,:1O:1O:1O:2O:2O,,1O,,1L:1L,3,0.09000900090009
26,3,3,1,1,2,1O:1O:1O,::1O,1N3O2S,,1L:1L,3,0.09000900090009
27,5,0,2,1,2,1O:1O:1O:1O:2O,,:2O1S,,1L:1L,3,0.09000900090009
28,6,0,1,1,2,:1O:1O:1O:1O:2O,,2O1S,,1L:1L,3,0.09000900090009
29,6,0,1,1,2,:1O:1O:1O:1O:2O,,1O,,1L:1L,3,0.09000900090009
30,3,3,1,2,2,1O:1O:2O,::1O,,:1S:1S:2S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
31,4,1,2,1,2,:1O:1O:2O,1O,1N3O2S:2O1S,,1L:1L,2,0.06000600060006
32,5,0,2,1,2,1O:1O:1O:1O:2O,,1N2O2S:2O1S,,1L:1L,2,0.06000600060006
33,4,1,1,2,2,:1O:1O:1O,1O,1O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
34,2,3,1,1,2,1O:2O,:1O:1O,1N2O2S,,1L:1L,2,0.06000600060006
35,4,1,2,1,2,:1O:1O:2O,1O,1N2O2S:2O1S,,1L:1L,2,0.06000600060006
36,5,1,2,1,2,1O:1O:1O:1O:2O,,1N3O2S:1O1S,,1L:1L,2,0.06000600060006
37,5,1,2,1,2,1O:1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
38,3,1,2,1,2,:1O:1O,1O,1N2O2S:1N3O2S,,1L:1L,2,0.06000600060006
39,5,0,2,1,2,:1O:1O:2O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
40,5,0,2,1,2,:1O:1O:2O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
41,5,1,1,1,2,:1O:1O:1O:2O,,1N1O1S,,1L:1L,2,0.06000600060006
42,6,1,1,1,1,:1O:1O:1O:1O:2O,,2O1S,,1L,2,0.06000600060006
43,3,3,1,1,2,1O:1O:2O,:1O:1O,1O1S,,1L:1L,2,0.06000600060006
44,4,0,3,1,2,:1O:1O:1O,,1N4O2S:1O:2O1S,,1L:1L,2,0.06000600060006
45,4,2,0,1,2,1O:1O:2O:2O,:1O,,,1L:1L,2,0.06000600060006
46,5,1,0,2,2,:1O:1O:1O:2O,1O,,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
47,4,2,0,1,2,1O:1O:1O:1O,:1O,,,1L:1L,2,0.06000600060006
48,3,1,3,1,2,1O:1O:1O,1O,1N1O1S:1O:2O1S,,1L:1L,2,0.06000600060006
49,2,2,2,1,2,:1O,1O:1O,1N3O2S:1O1S,,1L:1L,2,0.06000600060006
50,5,0,1,1,2,:1O:1O:2O:2O,,2O1S,,1L:1L,2,0.06000600060006
51,5,1,1,1,2,:1O:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
52,4,1,2,1,2,:1O:1O:1O,1O,2O1S:2O1S,,1L:1L,2,0.06000600060006
53,5,2,1,2,2,::1O:1O:2O,:1O,1O,1S:1S:2S:3S:4S:4S:4S:4S,1L:1L,2,0.06000600060006
54,5,0,2,1,2,::1O:1O:2O,,2O1S:2O1S,,1L:1L,2,0.06000600060006
55,2,3,1,1,2,1O:1O,::1O,2O1S,,1L:1L,2,0.06000600060006
56,6,3,0,1,1,:::1O:2O:2O,::1O,,,1L,2,0.06000600060006
57,2,3,1,1,2,1O:2O,:1O:1O,,,1L:1L,2,0.06000600060006
58,2,4,1,1,2,:1O,:1O:1O:1O,2O1S,,1L:1L,2,0.06000600060006
59,7,0,2,1,2,::1O:1O:1O:2O:2O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
60,5,0,2,1,2,:1O:1O:1O:2O,,2O1S:2O1S,,1L:1L,2,0.06000600060006
61,5,0,2,1,2,:1O:1O:2O:2O,,2O1S:3O2S,,1L:1L,2,0.06000600060006
62,5,0,2,1,2,1O:1O:1O:1O:2O,,1N3O2S:2O1S,,1L:1L,2,0.06000600060006
63,5,0,2,1,2,:1O:1O:1O:2O,,1N3O2S:2O1S,,1L:1L,2,0.06000600060006
64,3,1,2,1,2,:1O:2O,1O,1O:2O1S,,1L:1L,2,0.06000600060006
65,3,2,1,1,2,1O:1O:1O,:1O,1O,,1L:1L,2,0.06000600060006
66,5,1,1,2,2,::1O:2O:2O,1O,1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
67,6,1,1,1,2,::1O:1O:1O:2O,,1O1S,,1L:1L,2,0.06000600060006
68,7,0,1,1,2,::1O:1O:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
69,3,2,1,1,2,1O:1O:2O,1O:1O,2O1S,,1L:1L,2,0.06000600060006
70,5,3,0,1,1,:::1O:2O,::1O,,,1L,2,0.06000600060006
71,5,3,0,1,2,:1O:1O:1O:2O,:1O:1O,,,1L:1L,2,0.06000600060006
72,3,3,2,1,2,:1O:1O,:1O:1O,1N1O1S:1O1S,,1L:1L,2,0.06000600060006
73,5,0,2,1,2,:1O:1O:1O:1O,,1N1O1S:1O1S,,1L:1L,2,0.06000600060006
74,3,2,1,1,2,1O:1O:1O,1O:1O,2O2S,,1L:1L,2,0.06000600060006
75,3,2,1,1,2,1O:2O:2O,1O:1O,2O2S,,1L:1L,2,0.06000600060006
76,4,1,2,2,2,1O:1O:2O:2O,,1O:1O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
77,4,1,1,3,3,1O:1O:1O:1O,1O,1N1O1S,:::::1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,2,0.06000600060006
78,3,2,1,1,2,1O:1O:1O,1O:1O,1N3O2S,,1L:1L,2,0.06000600060006
79,7,0,1,1,2,1O:1O:1O:1O:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
80,5,1,1,1,2,1O:1O:1O:2O:2O,,1N3O2S,,1L:1L,2,0.06000600060006
81,3,2,1,1,1,:1O:1O,:1O,1O,,1L,2,0.06000600060006
82,5,1,1,1,2,1O:1O:1O:2O:2O,,1O1S,,1L:1L,2,0.06000600060006
83,5,0,2,1,2,1O:1O:1O:2O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
84,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
85,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
86,4,1,3,1,2,1O:1O:1O:2O,,1O:1O1S:2O1S,,1L:1L,2,0.06000600060006
87,4,1,2,1,2,:1O:1O:2O,1O,1O:1O1S,,1L:1L,2,0.06000600060006
88,4,3,1,1,2,1O:1O:1O:2O,::1O,2O1S,,1L:1L,2,0.06000600060006
89,5,0,2,1,2,:1O:1O:1O:2O,,1O1S:2O2S,,1L:1L,2,0.06000600060006
90,6,1,1,1,2,:1O:1O:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
91,7,0,0,1,2,:1O:1O:1O:1O:2O:2O,,,,1L:1L,2,0.06000600060006
92,4,1,1,2,1,::1O:2O,1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,2,0.06000600060006
93,7,0,0,1,2,:1O:1O:1O:2O:2O:2O,,,,1L:1L,2,0.06000600060006
94,3,2,1,1,2,:1O:2O,1O:1O,2O2S,,1L:1L,2,0.06000600060006
95,2,2,2,1,2,1O:1O,1O:1O,2O1S:3O1S,,1L:1L,2,0.06000600060006
96,6,0,0,1,2,:1O:1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
97,3,2,1,1,2,1O:2O:2O,:1O,1N4O2S,,1L:1L,2,0.06000600060006
98,2,3,2,1,2,1O:2O,::1O,1O:1O,,1L:1L,2,0.06000600060006
99,2,2,1,1,2,1O:1O,1O:1O,2O2S,,1L:1L,2,0.06000600060006
100,2,2,1,1,2,1O:1O,:1O,1N3O2S,,1L:1L,2,0.06000600060006
101,2,2,1,1,2,1O:2O,1O:1O,1N3O2S,,1L:1L,2,0.06000600060006
102,2,2,1,1,2,1O:2O,1O:1O,1N4O2S,,1L:1L,2,0.06000600060006
103,5,0,2,1,2,:1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
104,5,0,2,1,2,:1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
105,5,3,0,1,1,:1O:1O:1O:2O,::1O,,,1L,2,0.06000600060006
106,5,0,2,1,2,1O:1O:1O:1O:1O,,2O1S:2O1S,,1L:1L,2,0.06000600060006
107,5,2,1,1,2,:1O:1O:1O:2O,:1O,2O1S,,1L:1L,2,0.06000600060006
108,5,1,0,1,2,1O:1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
109,4,2,1,1,2,1O:1O:1O:2O,:1O,1N3O2S,,1L:1L,2,0.06000600060006
110,3,2,3,1,2,1O:1O:2O,:,1O:1O1S:2O1S,,1L:1L,2,0.06000600060006
111,4,1,2,1,2,1O:1O:1O:2O,1O,1O1S:2O1S,,1L:1L,2,0.06000600060006
112,3,2,2,1,2,:1O:1O,1O:1O,1O1S:2O1S,,1L:1L,2,0.06000600060006
113,4,1,2,1,2,1O:1O:1O:1O,1O,1N3O2S:2O1S,,1L:1L,2,0.06000600060006
114,4,2,2,1,2,1O:1O:1O:1O,:,1N4O2S:1O,,1L:1L,2,0.06000600060006
115,4,0,2,1,2,1O:1O:1O:2O,,1N2O2S:1N3O2S,,1L:1L,2,0.06000600060006
116,3,2,3,1,2,:1O:1O,:1O,1O:1O1S:1O1S,,1L:1L,2,0.06000600060006
117,6,0,2,1,2,:1O:1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
118,4,2,1,1,2,1O:1O:1O:2O,:1O,1N4O2S,,1L:1L,2,0.06000600060006
119,4,2,2,1,2,1O:1O:1O:1O,:,1O:2O1S,,1L:1L,2,0.06000600060006
120,7,2,0,1,1,::::1O:1O:2O,:,,,1L,2,0.06000600060006
121,4,1,2,1,2,1O:1O:2O:2O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
122,4,1,1,1,2,1O:1O:1O:1O,1O,1N3O2S,,1L:1L,2,0.06000600060006
123,3,1,1,1,2,1O:1O:1O,1O,1N3O2S,,1L:1L,2,0.06000600060006
124,2,2,3,1,2,1O:1O,1O:1O,:1O1S:1O1S,,1L:1L,2,0.06000600060006
125,4,1,1,1,2,1O:1O:1O:2O,,1N3O2S,,1L:1L,2,0.06000600060006
126,4,1,1,1,2,1O:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
127,3,2,2,1,2,1O:1O:2O,:1O,1O:1O1S,,1L:1L,2,0.06000600060006
128,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
129,1,3,2,1,2,1O,:1O:1O,1N3O2S:2O2S,,1L:1L,2,0.06000600060006
130,6,2,0,1,1,:::1O:1O:1O,:1O,,,1L,2,0.06000600060006
131,4,2,1,1,2,:1O:1O:1O,1O:1O,1O1S,,1L:1L,2,0.06000600060006
132,4,1,2,1,2,1O:1O:1O:2O,1O,1N1O1S:1O,,1L:1L,2,0.06000600060006
133,4,2,1,1,2,:1O:1O:1O,1O:1O,2O2S,,1L:1L,2,0.06000600060006
134,5,2,0,1,1,::1O:1O:1O,:1O,,,1L,2,0.06000600060006
135,4,1,2,1,2,1O:1O:1O:2O,,1N3O2S:1O1S,,1L:1L,2,0.06000600060006
136,5,2,0,1,1,:1O:1O:1O:2O,:1O,,,1L,2,0.06000600060006
137,3,2,2,1,2,::1O,1O:1O,1N2O2S:1O1S,,1L:1L,2,0.06000600060006
138,5,2,0,1,1,:1O:1O:1O:2O,:,,,1L,2,0.06000600060006
139,2,2,3,1,2,:1O,1O:1O,1N1O1S:1O:1O1S,,1L:1L,2,0.06000600060006
140,4,2,1,1,2,::1O:2O,1O:1O,1N3O2S,,1L:1L,2,0.06000600060006
141,4,2,1,1,2,::1O:1O,:1O,1N3O2S,,1L:1L,2,0.06000600060006
142,6,0,2,1,2,:1O:1O:2O:2O:2O,,:1O1S,,1L:1L,2,0.06000600060006
143,6,0,2,1,2,:1O:1O:2O:2O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
144,3,2,2,1,2,:1O:2O,1O:1O,1O1S:2O,,1L:1L,2,0.06000600060006
145,1,2,2,1,2,1O,1O:1O,1N1O1S:2O1S,,1L:1L,2,0.06000600060006
146,8,1,0,1,1,::1O:1O:1O:1O:2O:2O,,,,1L,2,0.06000600060006
147,4,2,1,1,2,:1O:1O:2O,:1O,1N3O2S,,1L:1L,2,0.06000600060006
148,6,0,2,1,2,:1O:1O:1O:2O:2O,,:2O,,1L:1L,2,0.06000600060006
149,1,2,2,1,2,1O,:1O,1O:1O1S,,1L:1L,2,0.06000600060006
150,6,0,2,1,2,:1O:1O:1O:2O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
151,6,0,2,1,2,:1O:1O:1O:2O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
152,3,1,3,1,2,1O:1O:2O,1O,1N1O1S:1O:2O1S,,1L:1L,2,0.06000600060006
153,4,2,2,1,2,1O:1O:2O:2O,:,1O1S:3O1S,,1L:1L,2,0.06000600060006
154,5,1,1,1,2,1O:1O:1O:2O:2O,,2O1S,,1L:1L,2,0.06000600060006
155,4,1,2,1,2,1O:1O:2O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
156,1,4,1,1,2,1O,:1O:1O:1O,2O1S,,1L:1L,2,0.06000600060006
157,4,2,2,1,2,::1O:1O,1O:1O,1N2O2S:1O1S,,1L:1L,2,0.06000600060006
158,4,1,2,1,2,1O:1O:1O:1O,,1O1S:2O,,1L:1L,2,0.06000600060006
159,4,1,1,1,2,:1O:1O:2O,1O,,,1L:1L,2,0.06000600060006
160,5,2,1,1,2,1O:1O:1O:2O:2O,:,1O1S,,1L:1L,2,0.06000600060006
161,7,2,0,1,1,:::1O:1O:1O:2O,:1O,,,1L,2,0.06000600060006
162,4,1,1,1,2,:1O:1O:2O,1O,1O,,1L:1L,2,0.06000600060006
163,1,6,0,1,1,,::::1O:1O,,,1L,2,0.06000600060006
164,4,1,2,1,2,1O:1O:1O:1O,,1N3O2S:2O1S,,1L:1L,2,0.06000600060006
165,6,0,1,1,2,::1O:1O:1O:2O,,1O1S,,1L:1L,2,0.06000600060006
166,6,1,0,1,1,:1O:1O:1O:1O:2O,,,,1L,2,0.06000600060006
167,4,2,0,2,2,1O:1O:2O:2O,:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
168,5,2,1,1,2,:1O:1O:1O:1O,:1O,1N3O2S,,1L:1L,2,0.06000600060006
169,5,0,2,2,2,:1O:1O:1O:1O,,1N2O1S:2O1S,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
170,5,1,1,1,2,:1O:1O:1O:2O,1O,1O1S,,1L:1L,2,0.06000600060006
171,6,1,0,1,1,::1O:1O:1O:2O,,,,1L,2,0.06000600060006
172,6,0,0,3,2,::1O:1O:1O:2O,,,:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
173,5,1,2,1,2,:1O:1O:1O:2O,1O,1O1S:1O1S,,1L:1L,2,0.06000600060006
174,4,1,1,1,2,:1O:1O:2O,,1O1S,,1L:1L,2,0.06000600060006
175,4,1,2,1,2,1O:1O:1O:1O,,1N4O2S:1O,,1L:1L,2,0.06000600060006
176,6,1,2,1,2,::1O:1O:1O:2O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
177,4,1,1,1,2,1O:1O:2O:2O,,1N3O2S,,1L:1L,2,0.06000600060006
178,4,2,2,1,2,:1O:1O:2O,:1O,2O1S:2O1S,,1L:1L,2,0.06000600060006
179,3,2,2,1,2,1O:1O:1O,:1O,:1N3O2S,,1L:1L,2,0.06000600060006
180,6,0,1,1,2,1O:1O:1O:1O:2O:2O,,1O1S,,1L:1L,2,0.06000600060006
181,5,2,1,1,1,::1O:1O:2O,:,1O1S,,1L,2,0.06000600060006
182,2,3,0,1,2,1O:2O,:1O:1O,,,1L:1L,2,0.06000600060006
183,4,1,1,1,2,1O:2O:2O:2O,1O,2O1S,,1L:1L,2,0.06000600060006
184,4,1,1,1,2,1O:1O:1O:2O,1O,2O1S,,1L:1L,2,0.06000600060006
185,7,2,0,1,1,:::1O:1O:1O:2O,:,,,1L,2,0.06000600060006
186,5,1,1,1,2,:1O:1O:1O:2O,,3O1S,,1L:1L,1,0.03000300030003
187,5,1,1,1,2,1O:1O:1O:2O:2O,1O,1O1S,,1L:1L,1,0.03000300030003
188,5,1,1,1,2,:1O:1O:1O:2O,1O,1O,,1L:1L,1,0.03000300030003
189,5,1,1,1,2,1O:1O:2O:2O:2O,,1N2O1S,,1L:1L,1,0.03000300030003
190,5,1,1,1,2,:1O:1O:1O:1O,,1N1O1S,,1L:1L,1,0.03000300030003
191,5,1,1,1,2,1O:1O:2O:2O:2O,,1N2O2S,,1L:1L,1,0.03000300030003
192,5,1,1,1,2,::1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
193,5,1,1,1,2,1O:1O:1O:2O:2O,1O,1O,,1L:1L,1,0.03000300030003
194,5,1,1,1,2,:1O:1O:1O:2O,1O,1N3O2S,,1L:1L,1,0.03000300030003
195,5,1,1,1,2,1O:1O:2O:2O:2O,,1O,,1L:1L,1,0.03000300030003
196,5,1,1,1,2,:1O:2O:2O:2O,,1O,,1L:1L,1,0.03000300030003
197,5,1,1,1,2,:1O:1O:1O:2O,,1O1S,,1L:1L,1,0.03000300030003
198,5,1,1,1,2,:1O:1O:1O:2O,,1N2O1S,,1L:1L,1,0.03000300030003
199,5,1,1,1,2,:1O:1O:2O:2O,1O,2O1S,,1L:1L,1,0.03000300030003
200,5,1,1,1,2,:1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
201,5,1,1,1,2,:1O:1O:1O:2O,1O,2O1S,,1L:1L,1,0.03000300030003
202,5,1,1,1,2,:1O:1O:2O:2O,1O,1N3O2S,,1L:1L,1,0.03000300030003
203,5,1,1,1,2,:1O:1O:2O:2O,,2O1S,,1L:1L,1,0.03000300030003
204,5,1,1,1,2,:1O:1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
205,5,1,1,1,2,:1O:1O:2O:2O,,1O1S,,1L:1L,1,0.03000300030003
206,5,1,1,1,2,:1O:1O:1O:2O,1O,2O2S,,1L:1L,1,0.03000300030003
207,5,1,1,1,2,:1O:1O:2O:2O,,1O,,1L:1L,1,0.03000300030003
208,5,1,1,1,2,:1O:1O:2O:2O,,1N2O2S,,1L:1L,1,0.03000300030003
209,5,1,1,1,2,:1O:1O:1O:2O,1O,1N2O2S,,1L:1L,1,0.03000300030003
210,0,2,3,1,2,,1O:1O,1N2O2S:1O1S:2O1S,,1L:1L,1,0.03000300030003
211,5,1,1,1,2,1O:1O:1O:2O:2O,1O,1N1O1S,,1L:1L,1,0.03000300030003
212,5,1,0,2,1,:1O:1O:1O:1O,,,3S:3S:3S:3S:4S:4S:5S:5S,1L,1,0.03000300030003
213,5,1,0,2,1,:1O:1O:2O:2O,,,2S:2S:2S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
214,5,1,0,2,1,::1O:1O:1O,1O,,1S:1S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
215,5,1,0,2,1,::1O:1O:2O,1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
216,5,1,0,2,1,:::1O:1O,1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
217,5,1,0,2,1,:::1O:1O,1O,,3S:3S:3S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
218,5,1,0,2,1,:::2O:2O,1O,,2S:2S:2S:2S:3S:3S:4S:4S,1L,1,0.03000300030003
219,5,1,0,2,1,::::1O,1O,,1S:1S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
220,5,1,0,2,1,::::1O,1O,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
221,5,1,0,2,2,1O:1O:1O:1O:1O,,,1S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
222,5,1,0,2,2,1O:1O:1O:1O:1O,1O,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
223,5,1,0,2,2,1O:1O:1O:1O:2O,1O,,3S:3S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
224,5,1,0,2,2,1O:1O:1O:1O:2O,1O,,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
225,5,1,0,2,2,1O:1O:2O:2O:2O,,,::1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
226,5,1,0,2,2,:1O:1O:1O:1O,1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
227,5,1,0,2,2,:1O:1O:1O:1O,1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
228,5,1,0,2,2,:1O:1O:1O:1O,1O,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
229,5,1,0,2,2,:1O:1O:1O:2O,,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
230,5,1,0,2,1,:1O:1O:1O:2O,,,3S:3S:3S:3S:4S:4S:5S:5S,1L,1,0.03000300030003
231,5,1,0,1,1,:1O:1O:1O:2O,,,,1L,1,0.03000300030003
232,5,1,0,2,2,:1O:1O:1O:2O,1O,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
233,5,0,4,1,2,:1O:1O:2O:2O,,:1O:2O1S:2O2S,,1L:1L,1,0.03000300030003
234,5,0,3,2,2,1O:1O:1O:2O:2O,,::1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
235,5,0,3,2,2,:1O:1O:1O:1O,,1O:1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
236,5,0,3,2,2,:1O:1O:1O:2O,,1O:1O1S:3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
237,5,0,3,2,2,:1O:1O:1O:2O,,:1N2O1S:1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
238,5,0,3,2,2,:1O:1O:2O:2O,,:1O:2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
239,5,0,3,2,2,::1O:1O:2O,,1O:1O1S:1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
240,5,0,3,2,2,::1O:1O:2O,,:1N1O1S:1N3O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
241,5,0,3,2,2,::1O:1O:2O,,:1N1O1S:2O,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
242,5,0,3,2,2,::1O:1O:2O,,:1N1O1S:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
243,5,0,3,2,2,::1O:2O:2O,,:1N1O1S:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
244,5,0,3,2,2,:::1O:1O,,1N1O1S:1O:2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
245,5,0,3,2,2,:::1O:2O,,1N1O1S:1O1S:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
246,5,0,3,2,2,:::1O:2O,,:1N3O2S:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
247,5,0,3,2,3,::1O:1O:1O,,:1O1S:3O1S,:::1S:1S:2S:3S:3S,1L:1L:1L,1,0.03000300030003
248,5,0,4,1,1,::::1O,,:1O:1O:1O,,1L,1,0.03000300030003
249,5,0,4,1,2,:1O:1O:1O:1O,,:1N2O2S:1O1S:2O1S,,1L:1L,1,0.03000300030003
250,5,0,4,1,2,:1O:1O:1O:2O,,:1O:2O1S:3O1S,,1L:1L,1,0.03000300030003
251,5,1,0,2,2,:1O:1O:1O:2O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
252,5,1,0,2,2,:1O:1O:1O:2O,1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
253,5,1,1,1,2,1O:1O:1O:2O:2O,,1N2O1S,,1L:1L,1,0.03000300030003
254,5,1,1,1,1,1O:1O:1O:1O:2O,,1O,,1L,1,0.03000300030003
255,5,1,1,1,1,:1O:1O:1O:2O,1O,2O1S,,1L,1,0.03000300030003
256,5,1,1,1,1,:1O:1O:2O:2O,1O,2O1S,,1L,1,0.03000300030003
257,5,1,1,1,1,:1O:2O:2O:2O,,1N1O1S,,1L,1,0.03000300030003
258,5,1,1,1,1,:1O:2O:2O:2O,,1O,,1L,1,0.03000300030003
259,5,1,1,1,1,::1O:1O:2O,,2O1S,,1L,1,0.03000300030003
