,num_dol,num_degdme,num_tfsi,num_ps,num_li,atoms_dol,atoms_degdme,atoms_tfsi,atoms_ps,atoms_li,count,%
657,2,2,1,1,1,:,:2O,1O,,1L,1,0.03000300030003
658,2,2,1,1,1,:,:3O,2O1S,,1L,1,0.03000300030003
659,2,2,0,2,1,:1O,:,,1S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
660,2,2,0,2,1,:1O,:,,1S:1S:1S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
661,2,1,0,2,2,1O:2O,3O,,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
662,2,2,0,2,1,:1O,1O:2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
663,2,1,0,3,2,1O:1O,2O,,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
664,2,1,0,3,2,1O:1O,3O,,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
665,2,1,0,3,2,:1O,2O,,:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
666,2,1,0,3,2,:1O,3O,,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
667,2,1,0,3,2,:2O,3O,,::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
668,2,1,1,1,1,1O:1O,2O,,,1L,1,0.03000300030003
669,2,1,1,1,1,:,3O,1O,,1L,1,0.03000300030003
670,2,1,1,3,2,:,3O,,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
671,2,2,0,1,1,1O:1O,1O:3O,,,1L,1,0.03000300030003
672,2,2,0,1,1,1O:1O,:1O,,,1L,1,0.03000300030003
673,2,2,0,1,1,:,1O:2O,,,1L,1,0.03000300030003
674,2,2,0,1,2,1O:1O,2O:2O,,,1L:1L,1,0.03000300030003
675,2,2,0,1,2,1O:2O,2O:2O,,,1L:1L,1,0.03000300030003
676,2,2,0,1,2,:2O,2O:3O,,,1L:1L,1,0.03000300030003
677,2,2,0,2,1,:,1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
678,2,2,0,2,1,:,1O:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
679,2,2,0,2,1,:,:2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
680,2,2,0,2,1,:,:2O,,2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
681,2,2,0,2,1,:,:3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
682,1,4,0,1,0,,:::,,,,1,0.03000300030003
683,1,3,2,2,1,1O,::1O,:,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
684,1,3,2,1,1,1O,::1O,2O:2O,,1L,1,0.03000300030003
685,0,4,0,2,1,,:::2O,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
686,0,4,0,2,1,,:::3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
687,0,4,0,2,1,,:::3O,,2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
688,0,4,1,1,1,,:::3O,,,1L,1,0.03000300030003
689,0,4,1,1,1,,:::3O,1O,,1L,1,0.03000300030003
690,0,5,0,1,1,,:::1O:2O,,,1L,1,0.03000300030003
691,0,5,0,1,1,,:::1O:3O,,,1L,1,0.03000300030003
692,0,5,0,1,1,,::::2O,,,1L,1,0.03000300030003
693,0,5,0,2,1,,:::1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
694,0,5,0,2,1,,::::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
695,0,5,0,2,1,,::::2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
696,0,5,0,2,1,,::::3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
697,0,5,1,1,1,,::::3O,1O,,1L,1,0.03000300030003
698,0,6,0,1,1,,::::1O:2O,,,1L,1,0.03000300030003
699,1,2,0,1,1,,:3O,,,1L,1,0.03000300030003
700,1,2,0,1,1,1O,:2O,,,1L,1,0.03000300030003
701,1,2,0,1,1,2O,:2O,,,1L,1,0.03000300030003
702,1,2,0,1,2,1O,2O:2O,,,1L:1L,1,0.03000300030003
703,1,2,0,1,2,1O,2O:3O,,,1L:1L,1,0.03000300030003
704,1,2,0,2,1,,:3O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
705,0,4,0,2,1,,:::3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
706,0,4,0,2,1,,:::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
707,1,2,0,2,1,1O,:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
708,0,4,0,2,1,,:::2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
709,0,2,0,4,2,,:3O,,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
710,0,2,1,1,1,,:2O,1O,,1L,1,0.03000300030003
711,0,2,1,1,1,,:3O,1O,,1L,1,0.03000300030003
712,0,3,0,1,1,,:1O:3O,,,1L,1,0.03000300030003
713,0,3,0,2,1,,:1O:2O,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
714,0,3,0,2,1,,::2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
715,0,3,0,2,1,,::3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
716,0,3,0,3,2,,::3O,,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
717,0,3,1,1,1,,:1O:3O,4O2S,,1L,1,0.03000300030003
718,0,3,1,1,1,,::2O,2O,,1L,1,0.03000300030003
719,0,3,1,1,1,,::2O,2O1S,,1L,1,0.03000300030003
720,0,3,1,1,1,,::3O,,,1L,1,0.03000300030003
721,0,3,1,1,1,,::3O,1O,,1L,1,0.03000300030003
722,0,3,1,2,1,,::3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
723,0,3,1,2,2,,:1O:2O,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
724,0,4,0,1,1,,::2O:3O,,,1L,1,0.03000300030003
725,0,4,0,1,1,,:::2O,,,1L,1,0.03000300030003
726,0,4,0,1,2,,:1O:2O:3O,,,1L:1L,1,0.03000300030003
727,0,4,0,2,1,,::1O:2O,,2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
728,1,2,0,2,1,,:3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
729,1,2,0,2,1,1O,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
730,1,3,2,1,1,,::3O,:1O,,1L,1,0.03000300030003
731,1,3,0,2,1,,:1O:2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
732,1,3,0,2,1,,::2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
733,1,3,0,2,1,,::3O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
734,1,3,0,2,1,,::3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
735,1,3,0,2,1,,::3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
736,1,3,0,2,1,,::3O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
737,1,3,0,2,1,1O,::1O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
738,1,3,0,2,1,2O,::,,:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
739,1,3,1,1,0,,::,,,,1,0.03000300030003
740,1,3,1,1,0,,::1O,,,,1,0.03000300030003
741,1,3,1,1,1,,:1O:2O,1O,,1L,1,0.03000300030003
742,1,3,1,1,1,,:1O:2O,2O,,1L,1,0.03000300030003
743,1,3,1,1,1,,::2O,2O,,1L,1,0.03000300030003
744,1,3,1,1,1,,::2O,2O1S,,1L,1,0.03000300030003
745,1,3,1,1,1,,::3O,2O1S,,1L,1,0.03000300030003
746,1,3,1,1,1,1O,:1O:3O,,,1L,1,0.03000300030003
747,1,3,1,1,1,1O,:1O:3O,1O,,1L,1,0.03000300030003
748,1,3,1,1,1,1O,::1O,2O,,1L,1,0.03000300030003
749,1,3,1,1,1,1O,::2O,2O,,1L,1,0.03000300030003
750,1,3,1,1,2,1O,:3O:3O,2O,,1L:1L,1,0.03000300030003
751,1,3,0,2,1,,::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
752,1,3,0,2,1,,:1O:2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
753,1,2,0,2,2,2O,:3O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
754,1,3,0,2,1,,:1O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
755,1,2,0,3,2,1O,:3O,,::1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
756,1,2,1,1,1,,:2O,1O,,1L,1,0.03000300030003
757,1,2,1,1,1,,:2O,2O1S,,1L,1,0.03000300030003
758,1,2,1,1,1,,:3O,,,1L,1,0.03000300030003
759,1,2,1,1,1,,:3O,2O1S,,1L,1,0.03000300030003
760,1,2,1,1,1,1O,1O:3O,,,1L,1,0.03000300030003
761,1,2,1,1,1,2O,:2O,,,1L,1,0.03000300030003
762,1,2,1,1,2,1O,2O:2O,1N2O2S,,1L:1L,1,0.03000300030003
763,1,2,1,1,2,1O,2O:2O,1O,,1L:1L,1,0.03000300030003
764,1,2,1,1,2,1O,2O:3O,1N1O,,1L:1L,1,0.03000300030003
765,1,2,1,1,2,1O,2O:3O,1N3O2S,,1L:1L,1,0.03000300030003
766,1,2,1,1,2,1O,2O:3O,2O1S,,1L:1L,1,0.03000300030003
767,1,2,1,2,2,1O,1O:2O,2O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
768,1,2,1,2,2,1O,1O:2O,3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
769,1,2,2,1,1,1O,:,1N1O1S:1O,,1L,1,0.03000300030003
770,1,2,2,1,1,1O,:,:1O,,1L,1,0.03000300030003
771,1,3,0,1,1,,:2O:2O,,,1L,1,0.03000300030003
772,1,3,0,1,1,,:2O:3O,,,1L,1,0.03000300030003
773,1,3,0,2,1,,:1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
774,2,2,1,1,1,:1O,:,2O,,1L,1,0.03000300030003
775,2,2,1,1,1,:1O,:3O,1N,,1L,1,0.03000300030003
776,3,3,0,2,1,:1O:1O,::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
777,3,1,2,1,1,:1O:2O,,:1O,,1L,1,0.03000300030003
778,3,1,1,1,1,1O:1O:1O,1O,,,1L,1,0.03000300030003
779,3,1,1,1,1,:1O:1O,,,,1L,1,0.03000300030003
780,3,1,1,1,1,:1O:1O,,1O,,1L,1,0.03000300030003
781,3,1,1,1,1,:1O:1O,1O,1O,,1L,1,0.03000300030003
782,3,1,1,1,1,:1O:1O,1O,2O1S,,1L,1,0.03000300030003
783,3,1,1,1,1,:1O:1O,2O,,,1L,1,0.03000300030003
784,3,1,1,1,1,::,2O,2O,,1L,1,0.03000300030003
785,3,1,2,1,1,:1O:1O,,1O:1O,,1L,1,0.03000300030003
786,3,1,2,1,1,:1O:1O,,:1O,,1L,1,0.03000300030003
787,3,2,0,1,0,::,:1O,,,,1,0.03000300030003
788,2,2,1,1,1,:1O,:3O,1O,,1L,1,0.03000300030003
789,3,2,0,1,0,::1O,1O:1O,,,,1,0.03000300030003
790,3,2,0,1,1,1O:1O:1O,:1O,,,1L,1,0.03000300030003
791,0,2,0,3,2,,:3O,,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
792,3,2,0,1,1,::2O,:2O,,,1L,1,0.03000300030003
793,3,2,0,1,1,::2O,:3O,,,1L,1,0.03000300030003
794,3,2,0,1,2,:1O:1O,1O:3O,,,1L:1L,1,0.03000300030003
795,3,2,0,1,2,:1O:2O,2O:3O,,,1L:1L,1,0.03000300030003
796,3,2,0,2,1,1O:1O:1O,:,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
797,3,2,0,2,1,1O:1O:1O,:,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
798,3,1,0,3,2,::1O,3O,,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
799,3,1,0,3,2,::1O,2O,,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
800,3,1,0,2,2,::1O,3O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
801,3,1,0,2,2,1O:1O:1O,3O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
802,2,5,0,1,1,:2O,::::2O,,,1L,1,0.03000300030003
803,2,5,0,2,1,:,::::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
804,2,5,0,2,1,:,::::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
805,2,5,0,2,1,:1O,::::,,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
806,2,5,0,2,1,:1O,::::,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
807,2,5,0,2,1,:1O,::::2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
808,2,5,0,2,1,:1O,::::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
809,2,5,1,1,0,:,::::,,,,1,0.03000300030003
810,2,5,1,1,1,:1O,::::2O,,,1L,1,0.03000300030003
811,2,6,0,1,0,:,:::::1O,,,,1,0.03000300030003
812,3,1,0,1,1,1O:1O:1O,2O,,,1L,1,0.03000300030003
813,3,1,0,1,1,::2O,2O,,,1L,1,0.03000300030003
814,3,1,0,1,1,::2O,3O,,,1L,1,0.03000300030003
815,3,1,0,2,1,:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
816,3,1,0,2,1,::,2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
817,3,1,0,2,1,::,2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
818,3,1,0,2,1,::,2O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
819,3,1,0,2,1,::1O,2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
820,3,1,0,2,2,1O:1O:1O,2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
821,3,2,0,2,1,:1O:1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
822,3,2,0,2,1,:1O:1O,:,,:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
823,3,2,0,2,1,:1O:1O,:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
824,3,2,0,3,2,::1O,:3O,,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
825,3,2,1,1,1,:1O:1O,:2O,,,1L,1,0.03000300030003
826,3,2,1,1,1,::,1O:3O,,,1L,1,0.03000300030003
827,3,2,1,1,1,::,:2O,1O,,1L,1,0.03000300030003
828,3,2,1,1,1,::1O,:3O,1O,,1L,1,0.03000300030003
829,3,2,1,1,1,::1O,:3O,2O1S,,1L,1,0.03000300030003
830,3,2,1,1,2,:1O:1O,2O:2O,,,1L:1L,1,0.03000300030003
831,3,2,2,1,1,:1O:1O,:,1O:1O,,1L,1,0.03000300030003
832,3,2,2,1,1,:1O:1O,:,:2O1S,,1L,1,0.03000300030003
833,3,3,0,1,1,1O:1O:1O,::3O,,,1L,1,0.03000300030003
834,3,3,0,1,1,1O:1O:2O,::1O,,,1L,1,0.03000300030003
835,3,3,0,1,1,:1O:1O,:1O:3O,,,1L,1,0.03000300030003
836,3,3,0,1,1,:1O:2O,:1O:2O,,,1L,1,0.03000300030003
837,3,3,0,1,1,:1O:2O,::2O,,,1L,1,0.03000300030003
838,3,3,0,1,1,::,:2O:3O,,,1L,1,0.03000300030003
839,3,3,0,1,1,::1O,1O:1O:2O,,,1L,1,0.03000300030003
840,3,3,0,1,1,::1O,:1O:1O,,,1L,1,0.03000300030003
841,3,3,0,1,1,::2O,:1O:2O,,,1L,1,0.03000300030003
842,3,3,0,2,1,1O:1O:1O,::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
843,3,3,0,2,1,1O:1O:1O,::,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
844,3,2,1,1,1,:1O:1O,:,1N2O2S,,1L,1,0.03000300030003
845,3,2,0,3,2,:1O:1O,:2O,,:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
846,3,2,0,2,1,:1O:1O,:3O,,1S:2S:2S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
847,3,2,0,3,1,::1O,:1O,,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
848,3,2,0,2,1,:1O:2O,:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
849,3,2,0,2,1,::,1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
850,3,2,0,2,1,::,:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
851,3,2,0,2,1,::,:3O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
852,3,2,0,2,1,::,:3O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
853,3,2,0,2,1,::1O,1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
854,3,2,0,2,1,::1O,:,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
855,3,2,0,2,1,::1O,:,,:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
856,3,2,0,2,1,::1O,:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
857,3,2,0,2,1,::1O,:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
858,3,2,0,2,1,::1O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
859,3,2,0,2,1,::1O,:2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
860,3,2,0,2,1,::1O,:2O,,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
861,3,2,0,2,2,1O:1O:1O,1O:2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
862,3,2,0,2,2,:1O:1O,:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
863,3,2,0,2,2,:1O:1O,:3O,,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
864,3,2,0,2,2,:1O:1O,:3O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
865,3,2,0,2,2,::1O,1O:1O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
866,3,2,0,2,2,::1O,2O:3O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
867,2,4,1,2,1,:,:::2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
868,2,4,1,1,1,:1O,:::3O,1O,,1L,1,0.03000300030003
869,2,4,1,1,1,:1O,::1O:2O,,,1L,1,0.03000300030003
870,2,3,0,2,1,1O:1O,::,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
871,2,3,0,2,1,:,:1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
872,2,3,0,2,1,:,:1O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
873,2,3,0,2,1,:,:1O:2O,,2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
874,2,3,0,2,1,:,::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
875,2,3,0,2,1,:,::2O,,1S:1S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
876,2,3,0,2,1,:,::2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
877,2,3,0,2,1,:,::2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
878,2,3,0,2,1,:,::3O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
879,2,3,0,2,1,:1O,:1O:1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
880,2,3,0,2,1,:1O,:1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
881,2,3,0,2,1,:1O,::,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
882,2,3,0,2,1,:1O,::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
883,2,3,0,2,1,:1O,::2O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
884,2,3,0,2,1,:1O,::3O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
885,2,3,0,2,1,:1O,::3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
886,2,3,0,2,1,:2O,::,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
887,2,3,0,2,2,1O:1O,::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
888,2,3,0,2,2,1O:1O,::3O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
889,2,3,0,2,2,:1O,:2O:3O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
890,2,3,0,2,1,1O:1O,::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
891,2,3,0,1,2,:1O,:3O:3O,,,1L:1L,1,0.03000300030003
892,2,3,0,3,2,:,::3O,,::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
893,2,3,0,1,2,:1O,:1O:3O,,,1L:1L,1,0.03000300030003
894,2,2,1,1,2,1O:1O,1O:3O,1O,,1L:1L,1,0.03000300030003
895,2,2,1,1,2,1O:2O,2O:2O,,,1L:1L,1,0.03000300030003
896,2,2,1,1,2,:1O,2O:2O,1O,,1L:1L,1,0.03000300030003
897,2,2,1,1,2,:1O,2O:3O,,,1L:1L,1,0.03000300030003
898,2,2,1,1,2,:1O,2O:3O,2O1S,,1L:1L,1,0.03000300030003
899,2,2,1,2,1,:,:3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
900,2,2,1,2,2,:,1O:2O,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
901,2,2,2,1,1,1O:1O,:3O,:1O,,1L,1,0.03000300030003
902,2,2,2,1,1,:1O,:,1O:1O,,1L,1,0.03000300030003
903,2,3,0,1,0,:,:1O:1O,,,,1,0.03000300030003
904,2,3,0,1,0,:1O,::,,,,1,0.03000300030003
905,2,3,0,1,0,:2O,::,,,,1,0.03000300030003
906,2,3,0,1,1,1O:2O,::2O,,,1L,1,0.03000300030003
907,2,3,0,1,1,:,1O:1O:2O,,,1L,1,0.03000300030003
908,2,3,0,1,1,:,1O:1O:3O,,,1L,1,0.03000300030003
909,2,3,0,1,1,:,:2O:3O,,,1L,1,0.03000300030003
910,2,3,0,1,1,:,::2O,,,1L,1,0.03000300030003
911,2,3,0,1,1,:1O,1O:1O:2O,,,1L,1,0.03000300030003
912,2,3,0,1,2,1O:1O,1O:2O:3O,,,1L:1L,1,0.03000300030003
913,2,3,0,2,2,:2O,:1O:2O,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
914,2,3,0,3,2,:,::3O,,::1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
915,2,4,1,1,1,:,:::3O,1O,,1L,1,0.03000300030003
916,2,3,2,1,1,:,::3O,:1O,,1L,1,0.03000300030003
917,2,4,0,1,0,1O:1O,:::,,,,1,0.03000300030003
918,2,4,0,1,0,:,:::1O,,,,1,0.03000300030003
919,2,4,0,1,1,1O:1O,::1O:3O,,,1L,1,0.03000300030003
920,2,4,0,1,1,1O:2O,:::3O,,,1L,1,0.03000300030003
921,2,4,0,1,1,:,::1O:1O,,,1L,1,0.03000300030003
922,2,4,0,1,1,:,:::2O,,,1L,1,0.03000300030003
923,2,4,0,1,1,:1O,::2O:2O,,,1L,1,0.03000300030003
924,2,4,0,2,1,:,::1O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
925,2,4,0,2,1,:,:::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
926,2,4,0,2,1,:,:::2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
927,2,4,0,2,1,:,:::3O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
928,2,4,0,2,1,:,:::3O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
929,2,4,0,2,1,:1O,:::,,1S:1S:1S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
930,2,4,0,2,1,:1O,:::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
931,2,4,0,2,2,:1O,::1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
932,2,4,1,1,0,:,:::,,,,1,0.03000300030003
933,2,4,1,1,0,:,:::,1O,,,1,0.03000300030003
934,2,4,1,1,1,1O:1O,:::3O,,,1L,1,0.03000300030003
935,2,4,1,1,1,:,:::3O,,,1L,1,0.03000300030003
936,2,3,2,1,1,:1O,::1O,1O:2O,,1L,1,0.03000300030003
937,2,3,2,1,1,:,::2O,:1O,,1L,1,0.03000300030003
938,2,3,0,3,2,:1O,::2O,,::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
939,2,3,1,2,2,:1O,:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
940,2,3,1,1,0,:,::,,,,1,0.03000300030003
941,2,3,1,1,1,1O:1O,::,2O,,1L,1,0.03000300030003
942,2,3,1,1,1,1O:1O,::2O,,,1L,1,0.03000300030003
943,2,3,1,1,1,1O:1O,::3O,,,1L,1,0.03000300030003
944,2,3,1,1,1,:,:1O:2O,1O,,1L,1,0.03000300030003
945,2,3,1,1,1,:,:1O:2O,2O1S,,1L,1,0.03000300030003
946,2,3,1,1,1,:,::2O,2O,,1L,1,0.03000300030003
