,num_dol,num_dtfeg,num_tfsi,num_ps,num_li,atoms_dol,atoms_dtfeg,atoms_tfsi,atoms_ps,atoms_li,count,%
1139,3,2,1,1,2,1O:1O:1O,1O:2O,1O,,1L:1L,1,0.03000300030003
1140,3,2,1,1,1,:1O:1O,:,2O1S,,1L,1,0.03000300030003
1141,3,2,1,1,1,::1O,:1O,2O1S,,1L,1,0.03000300030003
1142,3,2,1,1,1,::1O,:1O,1N2O1S,,1L,1,0.03000300030003
1143,3,2,1,1,1,::,:2O,2O1S,,1L,1,0.03000300030003
1144,3,2,1,1,1,:1O:2O,:2O,1O,,1L,1,0.03000300030003
1145,3,2,1,1,1,:1O:1O,:2O,1O,,1L,1,0.03000300030003
1146,3,2,1,1,1,:1O:1O,:1O,2O,,1L,1,0.03000300030003
1147,3,2,0,2,2,1O:1O:2O,:2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1148,3,2,0,2,2,1O:1O:2O,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1149,3,2,0,2,2,1O:1O:1O,:2O,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1150,3,1,2,1,3,1O:1O:1O,,1O:1O,,1L:1L:1L,1,0.03000300030003
1151,3,1,2,2,2,::1O,2O,:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1152,3,1,2,2,2,::,2O,1O:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1153,3,1,2,2,2,:1O:2O,2O,1O:1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1154,3,1,2,2,2,:1O:1O,2O,:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1155,3,1,2,2,2,1O:1O:1O,,:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1156,3,1,2,1,3,1O:1O:1O,,1O:3O1S,,1L:1L:1L,1,0.03000300030003
1157,3,1,2,1,2,:1O:1O,2O,:2O,,1L:1L,1,0.03000300030003
1158,3,2,0,2,2,1O:1O:1O,:2O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1159,3,1,2,1,2,:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
1160,3,1,2,1,2,:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
1161,3,1,2,1,2,1O:1O:2O,2O,:1O,,1L:1L,1,0.03000300030003
1162,3,1,2,1,2,1O:1O:2O,,1N3O1S:1O,,1L:1L,1,0.03000300030003
1163,3,1,2,1,2,1O:1O:1O,2O,:3O1S,,1L:1L,1,0.03000300030003
1164,3,1,2,1,2,1O:1O:1O,2O,:2O,,1L:1L,1,0.03000300030003
1165,3,1,3,1,2,1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,1,0.03000300030003
1166,3,1,3,1,2,1O:1O:1O,1O,:2O1S:3O1S,,1L:1L,1,0.03000300030003
1167,3,2,0,1,1,1O:1O:1O,1O:1O,,,1L,1,0.03000300030003
1168,3,2,0,1,1,1O:1O:1O,:2O,,,1L,1,0.03000300030003
1169,3,2,0,1,1,1O:1O:2O,:1O,,,1L,1,0.03000300030003
1170,3,2,0,1,1,:1O:1O,:1O,,,1L,1,0.03000300030003
1171,3,2,0,1,1,:1O:2O,:2O,,,1L,1,0.03000300030003
1172,3,2,0,1,1,:2O:2O,:2O,,,1L,1,0.03000300030003
1173,3,2,0,1,1,::,:2O,,,1L,1,0.03000300030003
1174,3,2,0,1,1,::1O,1O:1O,,,1L,1,0.03000300030003
1175,3,2,0,1,2,1O:1O:1O,1O:2O,,,1L:1L,1,0.03000300030003
1176,3,2,0,1,2,:1O:1O,1O:2O,,,1L:1L,1,0.03000300030003
1177,3,2,0,1,2,:1O:2O,2O:2O,,,1L:1L,1,0.03000300030003
1178,3,2,0,2,1,1O:1O:1O,:1O,,1S:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
1179,3,2,0,2,1,::1O,:2O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1180,3,2,0,2,2,1O:1O:1O,:2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1181,3,2,0,2,2,1O:1O:1O,:2O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1182,3,2,1,1,2,:1O:1O,:,2O1S,,1L:1L,1,0.03000300030003
1183,3,2,1,1,2,:1O:1O,:,2O2S,,1L:1L,1,0.03000300030003
1184,3,2,1,1,2,:1O:1O,:2O,2O,,1L:1L,1,0.03000300030003
1185,3,4,0,1,1,::1O,:::2O,,,1L,1,0.03000300030003
1186,4,0,1,1,1,::1O:1O,,1O1S,,1L,1,0.03000300030003
1187,4,0,1,1,1,::1O:1O,,1N2O2S,,1L,1,0.03000300030003
1188,4,0,1,1,1,::1O:1O,,1N,,1L,1,0.03000300030003
1189,4,0,1,1,1,:1O:1O:1O,,2O,,1L,1,0.03000300030003
1190,4,0,1,1,1,:1O:1O:1O,,1O,,1L,1,0.03000300030003
1191,4,0,1,1,1,1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
1192,3,4,0,1,1,1O:1O:1O,:::1O,,,1L,1,0.03000300030003
1193,3,3,1,1,1,:1O:1O,::,1O1S,,1L,1,0.03000300030003
1194,3,4,0,1,1,1O:1O:1O,:::,,,1L,1,0.03000300030003
1195,3,3,1,2,2,::1O,::2O,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1196,3,3,1,1,1,::1O,::,1O,,1L,1,0.03000300030003
1197,3,3,1,1,1,::,:1O:2O,1O,,1L,1,0.03000300030003
1198,3,3,1,1,1,:1O:2O,::,2O1S,,1L,1,0.03000300030003
1199,3,3,1,1,1,:1O:1O,::2O,,,1L,1,0.03000300030003
1200,4,0,1,1,1,:::1O,,2O,,1L,1,0.03000300030003
1201,4,0,1,1,2,1O:1O:1O:1O,,1N2O2S,,1L:1L,1,0.03000300030003
1202,4,0,1,1,2,1O:1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
1203,4,0,1,1,2,1O:1O:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
1204,4,0,1,1,2,1O:1O:1O:2O,,1N4O2S,,1L:1L,1,0.03000300030003
1205,4,0,1,1,2,1O:1O:1O:2O,,1O1S,,1L:1L,1,0.03000300030003
1206,4,0,1,1,2,1O:1O:2O:2O,,1O,,1L:1L,1,0.03000300030003
1207,4,0,1,1,2,:1O:1O:1O,,1N1O1S,,1L:1L,1,0.03000300030003
1208,4,0,1,1,2,:1O:1O:1O,,1N2O2S,,1L:1L,1,0.03000300030003
1209,4,0,1,1,2,:1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
1210,4,0,1,1,2,:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
1211,4,0,1,1,2,::1O:2O,,3O1S,,1L:1L,1,0.03000300030003
1212,4,0,1,2,2,1O:1O:1O:1O,,1N4O2S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1213,4,0,1,2,2,1O:1O:1O:1O,,1N4O2S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1214,4,0,1,2,2,1O:1O:1O:1O,,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1215,4,0,1,2,2,1O:1O:1O:1O,,2O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1216,4,0,1,2,2,1O:1O:1O:2O,,1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1217,3,3,1,1,1,:1O:1O,::1O,1O,,1L,1,0.03000300030003
1218,3,3,1,1,1,1O:1O:2O,::,1O,,1L,1,0.03000300030003
1219,3,2,1,1,2,:1O:1O,:2O,2O1S,,1L:1L,1,0.03000300030003
1220,3,2,1,2,2,1O:1O:1O,:2O,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1221,3,2,2,1,2,1O:1O:1O,:,1N2O1S:1O,,1L:1L,1,0.03000300030003
1222,3,2,2,1,1,:1O:1O,:1O,:1O,,1L,1,0.03000300030003
1223,3,2,2,1,1,:1O:1O,:,:1O,,1L,1,0.03000300030003
1224,3,2,1,2,3,::1O,:1O,3O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
1225,3,2,1,2,2,::1O,:2O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1226,3,2,1,2,2,:1O:2O,:2O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1227,3,2,1,2,2,1O:1O:1O,:2O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1228,3,3,1,1,1,1O:1O:1O,::1O,1O,,1L,1,0.03000300030003
1229,3,2,1,2,2,1O:1O:1O,:2O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1230,3,2,1,2,1,:1O:1O,:,1O,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
1231,3,2,1,1,2,::1O,:2O,3O1S,,1L:1L,1,0.03000300030003
1232,3,2,1,1,2,::1O,2O:2O,3O1S,,1L:1L,1,0.03000300030003
1233,3,2,1,1,2,::1O,1O:2O,1O,,1L:1L,1,0.03000300030003
1234,3,2,1,1,2,::,1O:2O,1O,,1L:1L,1,0.03000300030003
1235,3,2,2,1,2,1O:1O:1O,:,1O:2O,,1L:1L,1,0.03000300030003
1236,3,2,2,1,2,1O:1O:1O,:,1O:2O1S,,1L:1L,1,0.03000300030003
1237,3,2,2,1,2,1O:1O:1O,:1O,:2O1S,,1L:1L,1,0.03000300030003
1238,3,2,2,1,2,1O:1O:1O,:2O,1O:1O1S,,1L:1L,1,0.03000300030003
1239,3,3,0,1,1,1O:1O:1O,:1O:2O,,,1L,1,0.03000300030003
1240,3,3,0,1,1,1O:1O:1O,::1O,,,1L,1,0.03000300030003
1241,3,3,0,1,1,1O:1O:1O,::2O,,,1L,1,0.03000300030003
1242,3,3,0,1,1,:1O:1O,:1O:2O,,,1L,1,0.03000300030003
1243,3,3,0,1,1,:1O:1O,::,,,1L,1,0.03000300030003
1244,3,3,0,1,1,::1O,:1O:1O,,,1L,1,0.03000300030003
1245,3,3,0,1,1,::2O,::2O,,,1L,1,0.03000300030003
1246,3,3,0,1,2,:1O:1O,:2O:2O,,,1L:1L,1,0.03000300030003
1247,3,3,0,2,1,::1O,::2O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1248,3,3,0,2,2,1O:1O:1O,::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1249,3,3,0,2,2,1O:1O:1O,::2O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1250,3,3,0,2,2,:1O:1O,::2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1251,3,3,1,1,1,1O:1O:1O,::,1O,,1L,1,0.03000300030003
1252,3,1,2,1,2,1O:1O:1O,,:2O1S,,1L:1L,1,0.03000300030003
1253,3,1,2,1,2,1O:1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
1254,2,4,1,1,1,1O:1O,:::,1O,,1L,1,0.03000300030003
1255,3,1,0,1,2,1O:2O:2O,1O,,,1L:1L,1,0.03000300030003
1256,3,1,0,2,2,1O:1O:1O,2O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1257,3,1,0,2,2,1O:1O:1O,2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1258,3,1,0,2,2,1O:1O:1O,2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1259,3,1,0,2,2,1O:1O:1O,2O,,1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1260,3,1,0,2,1,:1O:1O,1O,,2S:2S:2S:2S:2S:3S:3S:4S,1L,1,0.03000300030003
1261,3,1,0,2,1,1O:1O:1O,,,1S:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
1262,3,1,0,1,1,::2O,,,,1L,1,0.03000300030003
1263,3,1,0,2,2,1O:1O:1O,2O,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1264,3,1,0,1,1,1O:1O:1O,2O,,,1L,1,0.03000300030003
1265,3,0,5,1,2,:1O:1O,,:1O:1O:1O:2O1S,,1L:1L,1,0.03000300030003
1266,3,0,5,1,2,:1O:1O,,:1O:1O:1O:2O,,1L:1L,1,0.03000300030003
1267,3,0,4,1,2,:1O:2O,,1O:1O:1O:2O1S,,1L:1L,1,0.03000300030003
1268,3,0,4,1,2,:1O:1O,,1O:2O:2O1S:2O1S,,1L:1L,1,0.03000300030003
1269,3,0,4,1,2,:1O:1O,,1O:1O:1O1S:2O,,1L:1L,1,0.03000300030003
1270,3,1,0,2,2,1O:1O:1O,2O,,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1271,3,1,0,2,2,1O:1O:1O,2O,,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1272,3,1,2,1,2,1O:1O:1O,,1N2O2S:2O,,1L:1L,1,0.03000300030003
1273,3,1,0,2,2,:1O:1O,2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1274,3,1,0,2,2,:1O:2O,2O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1275,3,1,0,2,2,:1O:1O,2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1276,3,1,0,2,2,:1O:1O,2O,,2S:3S:4S:4S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1277,3,1,0,2,2,:1O:1O,2O,,2S:3S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1278,3,1,0,2,2,:1O:1O,2O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1279,3,1,0,2,2,:1O:1O,2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1280,3,1,0,2,2,1O:2O:2O,2O,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1281,3,1,0,2,2,1O:1O:2O,1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1282,3,1,0,2,2,1O:1O:2O,2O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1283,3,1,0,2,2,1O:1O:2O,2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1284,3,1,0,2,2,1O:1O:2O,2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1285,3,1,0,2,2,1O:1O:2O,2O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1286,3,1,0,2,2,1O:1O:2O,2O,,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1287,3,1,0,2,2,1O:1O:2O,2O,,1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1288,3,0,4,1,2,:1O:1O,,1O:1O1S:2O:2O1S,,1L:1L,1,0.03000300030003
1289,3,0,4,1,2,:1O:1O,,1N2O1S:1O:1O:1O,,1L:1L,1,0.03000300030003
1290,3,0,4,1,2,1O:1O:1O,,:1O:1O:2O1S,,1L:1L,1,0.03000300030003
1291,3,0,1,1,2,1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
1292,3,0,2,1,2,1O:1O:1O,,1N2O2S:1N2O2S,,1L:1L,1,0.03000300030003
1293,3,0,2,1,2,1O:1O:1O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
1294,3,0,1,2,2,1O:1O:1O,,1N4O2S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1295,3,0,1,1,2,1O:1O:2O,,1O1S,,1L:1L,1,0.03000300030003
1296,3,0,1,1,2,1O:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
1297,3,0,1,1,2,1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
1298,3,0,1,1,2,1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
1299,3,0,3,1,2,:1O:1O,,1O1S:1O1S:2O1S,,1L:1L,1,0.03000300030003
1300,3,0,1,1,2,1O:1O:1O,,1N2O2S,,1L:1L,1,0.03000300030003
1301,3,0,1,1,1,::1O,,1O,,1L,1,0.03000300030003
1302,2,4,1,1,1,:1O,:::2O,2O1S,,1L,1,0.03000300030003
1303,2,4,1,1,1,:1O,:::2O,,,1L,1,0.03000300030003
1304,2,4,1,1,1,:,:::2O,1O,,1L,1,0.03000300030003
1305,2,4,1,1,1,1O:2O,:::1O,1O,,1L,1,0.03000300030003
1306,3,0,2,1,2,1O:1O:1O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
1307,3,0,2,1,2,1O:1O:1O,,1O1S:2O,,1L:1L,1,0.03000300030003
1308,3,0,2,1,2,1O:1O:1O,,1O1S:2O2S,,1L:1L,1,0.03000300030003
1309,3,0,2,1,2,1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
1310,3,0,2,1,2,1O:2O:2O,,1O:1O,,1L:1L,1,0.03000300030003
1311,3,0,2,1,2,:1O:1O,,2O:2O,,1L:1L,1,0.03000300030003
1312,3,0,2,1,2,:1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
1313,3,0,2,1,2,:1O:1O,,:1N2O2S,,1L:1L,1,0.03000300030003
1314,3,0,2,2,2,1O:1O:2O,,1N3O2S:1O,1S:1S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1315,3,0,3,1,2,1O:1O:1O,,1N2O2S:1O:1O1S,,1L:1L,1,0.03000300030003
1316,3,0,3,1,2,1O:1O:1O,,1O:1O:1O,,1L:1L,1,0.03000300030003
1317,3,0,3,1,2,1O:1O:1O,,1O:2O1S:2O1S,,1L:1L,1,0.03000300030003
1318,3,0,3,1,2,1O:1O:1O,,1O:2O:2O1S,,1L:1L,1,0.03000300030003
1319,3,0,3,1,2,1O:1O:1O,,:1N2O2S:1O,,1L:1L,1,0.03000300030003
1320,3,0,3,1,2,1O:1O:1O,,:1N3O2S:1O,,1L:1L,1,0.03000300030003
1321,3,0,3,1,2,1O:2O:2O,,1O:1O:1O,,1L:1L,1,0.03000300030003
1322,3,0,3,1,2,:1O:1O,,1N2O2S:1O:1O,,1L:1L,1,0.03000300030003
1323,3,1,0,2,2,:1O:2O,2O,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1324,3,1,0,3,2,1O:1O:2O,2O,,:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1325,3,1,0,3,2,1O:1O:2O,2O,,:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1326,3,1,1,2,2,1O:1O:1O,2O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1327,3,1,1,2,2,:1O:1O,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1328,3,1,1,2,2,:1O:1O,1O,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1329,3,1,1,2,2,1O:1O:2O,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1330,3,1,1,2,2,1O:1O:2O,,2O2S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1331,3,1,1,2,2,1O:1O:1O,2O,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1332,3,1,1,2,2,1O:1O:1O,2O,1O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1333,3,1,1,2,2,1O:1O:1O,2O,1O,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1334,3,1,1,1,2,:1O:2O,2O,2O1S,,1L:1L,1,0.03000300030003
1335,3,1,1,2,2,1O:1O:1O,2O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1336,3,1,1,2,2,1O:1O:1O,2O,1N1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1337,3,1,1,2,2,1O:1O:1O,2O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1338,3,1,1,2,2,1O:1O:1O,2O,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1339,3,1,1,2,2,1O:1O:1O,,3O2S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1340,3,1,1,2,2,1O:1O:1O,,2O2S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1341,3,1,1,2,2,:1O:1O,2O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1342,3,1,1,2,2,:1O:1O,2O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1343,3,1,1,2,2,:1O:1O,2O,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1344,3,1,1,2,2,:1O:1O,2O,2O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1345,3,1,1,2,2,:1O:1O,2O,3O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1346,3,1,1,2,2,:1O:2O,2O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1347,3,1,1,2,2,:1O:2O,2O,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1348,3,1,1,2,2,:1O:2O,2O,1O,2S:2S:3S:4S:4S:5S:5S:5S,1L:1L,1,0.03000300030003
1349,3,1,1,2,2,::1O,2O,1N2O2S,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1350,3,1,1,2,2,::1O,2O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1351,3,1,1,2,2,::1O,2O,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1352,3,1,1,2,2,::1O,2O,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1353,3,1,1,2,2,::1O,2O,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1354,3,1,2,1,1,:1O:1O,,:1N2O1S,,1L,1,0.03000300030003
1355,3,1,2,1,1,:1O:1O,,:1O,,1L,1,0.03000300030003
1356,3,1,2,1,1,::1O,2O,:,,1L,1,0.03000300030003
1357,3,1,2,1,2,1O:1O:1O,,1N1O1S:2O,,1L:1L,1,0.03000300030003
1358,3,1,1,1,2,::1O,2O,1N1O1S,,1L:1L,1,0.03000300030003
1359,3,1,1,1,2,:1O:2O,2O,2O,,1L:1L,1,0.03000300030003
1360,3,1,0,3,2,:1O:1O,2O,,1S:1S:1S:1S:1S:1S:1S:2S:2S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1361,3,1,1,1,1,:1O:1O,1O,1N4O2S,,1L,1,0.03000300030003
1362,3,1,1,1,1,::1O,1O,2O1S,,1L,1,0.03000300030003
1363,3,1,1,1,1,::1O,,2O1S,,1L,1,0.03000300030003
1364,3,1,1,1,1,::,2O,2O1S,,1L,1,0.03000300030003
1365,3,1,1,1,1,::,2O,1O,,1L,1,0.03000300030003
1366,3,1,1,1,1,:1O:1O,2O,,,1L,1,0.03000300030003
1367,3,1,1,1,1,:1O:1O,1O,1O,,1L,1,0.03000300030003
1368,3,1,1,1,1,:1O:1O,1O,1N1O1S,,1L,1,0.03000300030003
1369,3,1,1,1,2,:1O:1O,2O,3O1S,,1L:1L,1,0.03000300030003
1370,3,1,1,1,1,:1O:1O,,2O1S,,1L,1,0.03000300030003
1371,3,1,1,1,1,:1O:1O,,1O1S,,1L,1,0.03000300030003
1372,3,1,1,1,1,:1O:1O,,1N1O1S,,1L,1,0.03000300030003
1373,3,1,1,1,1,1O:1O:2O,,,,1L,1,0.03000300030003
1374,3,1,1,1,1,1O:1O:1O,,1O,,1L,1,0.03000300030003
1375,3,1,0,3,2,:1O:1O,2O,,1S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1376,3,1,1,1,1,::1O,2O,,,1L,1,0.03000300030003
1377,3,1,1,1,1,::2O,1O,1O,,1L,1,0.03000300030003
1378,3,1,1,1,2,1O:1O:1O,,1N,,1L:1L,1,0.03000300030003
1379,3,1,1,1,2,1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
1380,3,1,1,1,2,1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
1381,3,1,1,1,2,1O:1O:1O,1O,1N3O2S,,1L:1L,1,0.03000300030003
1382,3,1,1,1,2,1O:1O:1O,2O,1N1O,,1L:1L,1,0.03000300030003
1383,3,1,1,1,2,1O:1O:1O,2O,1N2O1S,,1L:1L,1,0.03000300030003
1384,3,1,1,1,2,1O:1O:1O,2O,1N3O1S,,1L:1L,1,0.03000300030003
1385,3,1,1,1,2,1O:1O:1O,2O,1N3O2S,,1L:1L,1,0.03000300030003
1386,3,1,1,1,2,1O:1O:1O,2O,3O2S,,1L:1L,1,0.03000300030003
1387,3,1,1,1,2,1O:1O:2O,2O,1N1O1S,,1L:1L,1,0.03000300030003
1388,3,1,1,1,2,1O:1O:2O,2O,1N2O,,1L:1L,1,0.03000300030003
1389,3,1,1,1,2,1O:1O:2O,2O,2O,,1L:1L,1,0.03000300030003
1390,3,1,1,1,2,1O:2O:2O,2O,1O,,1L:1L,1,0.03000300030003
1391,3,1,1,1,2,:1O:1O,2O,1N2O1S,,1L:1L,1,0.03000300030003
1392,3,1,1,1,2,:1O:1O,2O,1O,,1L:1L,1,0.03000300030003
1393,7,1,1,1,1,:::::1O:1O,,2O1S,,1L,1,0.03000300030003
