,num_dmt,num_tfsi,num_dol,num_ps,num_li,atoms_dmt,atoms_tfsi,atoms_dol,atoms_ps,atoms_li,count,%
105,4,0,2,1,1,:1N1O1S:1O:1O1S,,:1O,,1L,4,0.12001200120012
106,4,1,3,1,1,:1O:1O:1O,,::,,1L,4,0.12001200120012
107,5,0,1,1,1,::1N1O1S:1O:1O,,,,1L,4,0.12001200120012
108,4,0,3,1,1,:1N1O1S:1O:1O,,::1O,,1L,4,0.12001200120012
109,4,0,2,1,1,:1O:1O:1O,,1O:1O,,1L,4,0.12001200120012
110,4,0,3,2,1,:::1O,,::1O,:::1S:1S:2S:2S:2S,1L,4,0.12001200120012
111,3,0,3,1,1,1N1O:1O:1O,,::1O,,1L,4,0.12001200120012
112,3,0,2,1,1,:1O:1O1S,,:1O,,1L,4,0.12001200120012
113,4,0,3,1,2,1O:1O:1O:1O,,:1O:1O,,1L:1L,4,0.12001200120012
114,5,2,0,1,2,1O:1O:1O:1O:1O,1O:2O1S,,,1L:1L,3,0.09000900090009
115,5,2,0,1,2,1O:1O:1O:1O:1O1S,:1O,,,1L:1L,3,0.09000900090009
116,4,0,2,1,1,:1N1O:1O:1O,,:,,1L,3,0.09000900090009
117,3,0,5,1,1,1O:1O:1O,,:::1O:1O,,1L,3,0.09000900090009
118,4,0,4,1,1,:1N1O1S:1O:1O,,:::1O,,1L,3,0.09000900090009
119,3,1,3,1,1,:1O:1O,2O,::,,1L,3,0.09000900090009
120,5,0,2,1,1,:1O:1O:2O1S:2O1S,,:,,1L,3,0.09000900090009
121,2,1,2,3,2,1O:1O,1O1S,:1O,::::1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
122,3,0,5,1,1,1O:1O:1O1S,,::::1O,,1L,3,0.09000900090009
123,5,0,2,1,1,::1N1O1S:1O:1O,,:1O,,1L,3,0.09000900090009
124,4,0,3,1,2,:1O:2O1S:2O1S,,::1O,,1L:1L,3,0.09000900090009
125,2,1,3,1,1,1O:1O,1O,::1O,,1L,3,0.09000900090009
126,5,1,0,1,2,1O:1O:1O:1O:1O,1O,,,1L:1L,3,0.09000900090009
127,3,1,4,1,1,:1O:1O,2O1S,:::,,1L,3,0.09000900090009
128,4,1,2,1,1,::1O:1O,1O1S,:1O,,1L,3,0.09000900090009
129,5,0,1,1,1,::1O:1O1S:1O1S,,,,1L,3,0.09000900090009
130,4,1,1,1,1,:1O:1O:1O,1O,,,1L,3,0.09000900090009
131,5,0,1,1,1,::1O:1O1S:2O1S,,,,1L,3,0.09000900090009
132,3,1,3,1,2,1O:1O:1O1S,1O,1O:1O:1O,,1L:1L,3,0.09000900090009
133,5,0,3,1,1,::1O:1O:1O1S,,::1O,,1L,3,0.09000900090009
134,3,0,4,1,1,1N1O1S:1O:1O,,:::,,1L,3,0.09000900090009
135,3,0,2,1,1,1O:2O1S:2O1S,,:,,1L,3,0.09000900090009
136,3,0,2,1,1,:1N1O1S:1O,,:1O,,1L,3,0.09000900090009
137,5,0,3,1,1,:1O:1O:1O:1O,,::,,1L,3,0.09000900090009
138,3,0,2,1,1,:1O:1O,,:1O,,1L,3,0.09000900090009
139,3,2,3,1,1,:1O:1O,1O:1O,::,,1L,3,0.09000900090009
140,5,0,2,1,2,:1O:1O:2O1S:2O1S,,:1O,,1L:1L,3,0.09000900090009
141,5,0,2,1,2,:1O:1O:2O1S:2O1S,,:,,1L:1L,3,0.09000900090009
142,4,1,1,1,1,::1O:1O1S,1O,,,1L,3,0.09000900090009
143,4,1,1,1,1,::1O:1O1S,2O,,,1L,3,0.09000900090009
144,5,0,2,1,2,1O:1O:1O:1O:2O1S,,:1O,,1L:1L,3,0.09000900090009
145,3,2,2,1,1,:1O:1O,:,:1O,,1L,3,0.09000900090009
146,3,0,3,2,1,::1O,,::1O,:::1S:1S:2S:2S:2S,1L,3,0.09000900090009
147,3,2,2,1,1,:1O:1O,1O:1O,:1O,,1L,3,0.09000900090009
148,5,0,1,1,2,1O:1O:1O:1O:2O1S,,1O,,1L:1L,3,0.09000900090009
149,5,0,2,1,1,::1O:1O:2O1S,,:,,1L,3,0.09000900090009
150,3,1,3,1,2,1O:1O:1O1S,,1O:1O:1O,,1L:1L,3,0.09000900090009
151,3,1,3,1,2,1O:1O:1O,2O1S,:1O:1O,,1L:1L,3,0.09000900090009
152,5,0,1,1,1,:1N:1O:1O:1O1S,,,,1L,3,0.09000900090009
153,4,1,1,1,1,:1N1O1S:1O:1O,1O,,,1L,3,0.09000900090009
154,4,0,4,1,1,:1O:1O:1O,,:::,,1L,3,0.09000900090009
155,4,0,4,1,1,:1O:1O:1O1S,,:::1O,,1L,3,0.09000900090009
156,3,0,4,1,1,:1O:1O1S,,:::1O,,1L,3,0.09000900090009
157,4,0,4,1,1,::1O:1O,,::1O:1O,,1L,3,0.09000900090009
158,4,1,2,1,1,::1O:1O1S,1O,:1O,,1L,3,0.09000900090009
159,2,1,4,1,1,1O:1O,,::1O:1O,,1L,3,0.09000900090009
160,2,1,4,1,1,1O:1O,1O1S,:::,,1L,3,0.09000900090009
161,3,0,4,1,1,:1O:1O,,:::2O,,1L,3,0.09000900090009
162,5,1,1,1,1,:::1N1O1S:1O,1O,,,1L,3,0.09000900090009
163,4,0,1,1,2,1N1O1S:1O:1O:2O1S,,1O,,1L:1L,3,0.09000900090009
164,5,1,1,1,1,::1O:1O:1O,,,,1L,3,0.09000900090009
165,5,1,1,1,1,:1N:1O:1O:1O,,,,1L,3,0.09000900090009
166,5,0,1,1,1,:1O:1O:1O:2O1S,,,,1L,3,0.09000900090009
167,4,0,1,1,1,:1O:1O:1O1S,,1O,,1L,3,0.09000900090009
168,4,0,1,1,1,:1O:1O1S:2O1S,,,,1L,3,0.09000900090009
169,3,0,4,1,1,:1N1O1S:1O,,::1O:1O,,1L,3,0.09000900090009
170,3,0,4,1,1,1O:1O:1O1S,,:::,,1L,3,0.09000900090009
171,5,1,0,1,1,::1N:1O:1O1S,1O,,,1L,3,0.09000900090009
172,3,0,4,1,1,1O:1O:1O,,::1O:1O,,1L,3,0.09000900090009
173,2,2,3,1,1,1O:1O,:1O,::1O,,1L,3,0.09000900090009
174,3,0,3,1,1,1O:1O1S:1O1S,,::1O,,1L,3,0.09000900090009
175,6,0,0,1,1,:::1O:1O:1O1S,,,,1L,3,0.09000900090009
176,3,1,2,1,1,:1O:1O,1O,1O:1O,,1L,3,0.09000900090009
177,4,0,2,1,1,::1O:1O,,1O:1O,,1L,3,0.09000900090009
178,4,0,2,1,2,1O:1O:1O1S:1O1S,,1O:1O,,1L:1L,3,0.09000900090009
179,4,1,3,1,1,::1O:1O,1O,::1O,,1L,3,0.09000900090009
180,3,0,3,1,1,:1N1O1S:1O1S,,::1O,,1L,3,0.09000900090009
181,4,0,2,1,2,1N1O1S:1O:1O:2O1S,,:1O,,1L:1L,3,0.09000900090009
182,4,0,2,1,2,1O:1O:1O:2O1S,,1O:1O,,1L:1L,3,0.09000900090009
183,2,0,2,2,2,1O:1O,,1O:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,3,0.09000900090009
184,4,0,2,1,2,1O:2O1S:2O1S:2O1S,,:1O,,1L:1L,3,0.09000900090009
185,2,0,5,1,1,:1O,,::::1O,,1L,3,0.09000900090009
186,2,0,5,1,1,:1O,,:::1O:1O,,1L,3,0.09000900090009
187,2,0,5,1,1,1O:1O1S,,::::1O,,1L,3,0.09000900090009
188,4,0,3,1,1,::1O:2O1S,,::1O,,1L,3,0.09000900090009
189,2,0,4,1,1,1N1O1S:1O,,:::1O,,1L,3,0.09000900090009
190,4,2,2,1,1,::1O:1O,:1O,:,,1L,3,0.09000900090009
191,4,0,2,1,1,:1O:2O1S:2O1S,,:,,1L,3,0.09000900090009
192,2,0,4,1,1,1N1O1S:1O1S,,:::1O,,1L,3,0.09000900090009
193,2,0,3,1,1,1O:1O1S,,:1O:1O,,1L,3,0.09000900090009
194,2,0,4,1,1,1O:1O1S,,:::1O,,1L,3,0.09000900090009
195,4,0,3,1,1,:1N1O:1O:1O,,:1O:1O,,1L,3,0.09000900090009
196,3,0,3,1,1,:1O:1O,,1O:1O:1O,,1L,3,0.09000900090009
197,2,0,6,1,1,1O:1O,,:::1O:1O:1O,,1L,3,0.09000900090009
198,4,0,2,1,1,::1O:1O1S,,:1O,,1L,3,0.09000900090009
199,4,0,3,1,1,:1N1O1S:1O:1O,,::,,1L,3,0.09000900090009
200,2,0,4,1,1,1O:1O,,:1O:1O:1O,,1L,3,0.09000900090009
201,4,1,3,1,1,:1O:1O:1O,,::1O,,1L,3,0.09000900090009
202,6,0,0,1,2,1O:1O:1O:1O1S:2O1S:2O1S,,,,1L:1L,3,0.09000900090009
203,7,1,0,1,2,:1O:1O:1O:1O:1O:1O1S,,,,1L:1L,3,0.09000900090009
204,4,0,3,1,1,::1O:1O,,::1O,,1L,3,0.09000900090009
205,4,0,3,1,1,::1N1O1S:1O,,:1O:1O,,1L,3,0.09000900090009
206,4,1,3,1,1,::1O:1O,1O,:1O:1O,,1L,3,0.09000900090009
207,3,1,2,1,1,1O:1O:1O1S,,:,,1L,3,0.09000900090009
208,2,0,4,1,1,:1O,,::1O:1O,,1L,3,0.09000900090009
209,4,1,2,1,1,:1O:1O:1O,,:,,1L,3,0.09000900090009
210,4,0,3,1,1,1N1O1S:1O:1O:1O,,::,,1L,3,0.09000900090009
211,6,0,0,1,3,1O:1O:1O1S:2O1S:2O1S:2O1S,,,,1L:1L:1L,3,0.09000900090009
212,3,0,3,1,1,:1O1S:2O1S,,:1O:1O,,1L,2,0.06000600060006
213,5,0,1,1,1,::1O1S:2O1S:2O1S,,,,1L,2,0.06000600060006
214,5,0,1,2,2,1O:1O:1O:1O:1O1S,,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
215,3,0,1,1,1,1N:1O:1O,,1O,,1L,2,0.06000600060006
216,2,0,3,1,1,1N1O1S:1O,,:1O:1O,,1L,2,0.06000600060006
217,6,0,0,1,2,1O:1O:1O1S:2O1S:2O1S:2O1S,,,,1L:1L,2,0.06000600060006
218,5,0,1,1,1,::1O:1O:1O,,1O,,1L,2,0.06000600060006
219,4,1,1,1,1,:1O:1O:1O1S,,,,1L,2,0.06000600060006
220,3,0,4,1,1,1N1O:1O:1O,,:::1O,,1L,2,0.06000600060006
221,4,0,0,1,2,1O:1O:2O1S:2O1S,,,,1L:1L,2,0.06000600060006
222,6,1,0,1,1,:::1O:1O:1O,,,,1L,2,0.06000600060006
223,4,1,1,1,1,::1N1O1S:1O,1O,,,1L,2,0.06000600060006
224,5,0,3,1,1,::1O:2O1S:2O1S,,::,,1L,2,0.06000600060006
225,4,1,1,1,1,::1N1O1S:1O,1O,1O,,1L,2,0.06000600060006
226,2,0,2,3,2,1O:1O,,1O:1O,:::::1S:1S:2S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
227,3,0,1,2,2,:1N2O1S:2O1S,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
228,4,0,0,1,1,:1N1O1S:1O:1O1S,,,,1L,2,0.06000600060006
229,4,1,3,1,1,::1O:1O,,:1O:1O,,1L,2,0.06000600060006
230,4,1,3,1,1,::1O:1O,,::1O,,1L,2,0.06000600060006
231,5,0,3,1,1,::1O:1O:1O1S,,::,,1L,2,0.06000600060006
232,4,1,1,1,1,:1N:1O:2O1S,1O,,,1L,2,0.06000600060006
233,6,0,3,1,1,:::1O:1O:1O,,::1O,,1L,2,0.06000600060006
234,3,0,4,1,1,1N2O1S:1O:2O1S,,:::1O,,1L,2,0.06000600060006
235,4,0,1,1,1,:1N1O1S:1O:1O1S,,,,1L,2,0.06000600060006
236,3,1,4,1,1,:1N1O:1O,1O,:::1O,,1L,2,0.06000600060006
237,4,0,3,1,1,:1O:1O:1O1S,,:1O:1O,,1L,2,0.06000600060006
238,2,0,3,2,2,1O:1O,,1O:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
239,3,1,1,1,1,:1O:1O,1O,,,1L,2,0.06000600060006
240,3,0,3,1,1,1O:1O:1O,,1O:1O:1O,,1L,2,0.06000600060006
241,5,1,0,1,2,1O:1O:1O:1O1S:1O1S,2O,,,1L:1L,2,0.06000600060006
242,3,0,4,1,1,:1N1O1S:1O1S,,:::1O,,1L,2,0.06000600060006
243,3,0,4,1,1,:1N1O1S:2O1S,,::1O:1O,,1L,2,0.06000600060006
244,2,1,5,1,1,:1O,2O,:::1O:1O,,1L,2,0.06000600060006
245,2,0,3,2,2,1O:1O,,1O:1O:2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
246,4,0,3,1,1,:1O:1O:2O1S,,::1O,,1L,2,0.06000600060006
247,4,0,1,1,1,:1N:1O:1O,,1O,,1L,2,0.06000600060006
248,5,1,0,1,2,1O:1O:1O:1O:1O1S,1O,,,1L:1L,2,0.06000600060006
249,5,1,0,1,2,1O:1O:1O:1O:2O1S,,,,1L:1L,2,0.06000600060006
250,4,0,1,1,1,:1O1S:1O1S:2O1S,,,,1L,2,0.06000600060006
251,4,2,3,1,1,::1O:1O,:1O,::1O,,1L,2,0.06000600060006
252,3,1,3,1,2,1O:1O:1O,1O,1O:1O:2O,,1L:1L,2,0.06000600060006
253,5,0,4,1,1,::1O:1O:1O,,:::,,1L,2,0.06000600060006
254,3,1,4,1,2,1O:1O:1O,1O,::1O:2O,,1L:1L,2,0.06000600060006
255,3,1,4,1,2,1O:1O:1O,1O,:1O:1O:2O,,1L:1L,2,0.06000600060006
256,6,1,0,1,1,::1O:1O1S:2O1S:2O1S,,,,1L,2,0.06000600060006
257,4,0,2,1,2,1O:1O:2O1S:2O1S,,:1O,,1L:1L,2,0.06000600060006
258,5,0,1,1,1,::1N2O1S:1O:1O,,,,1L,2,0.06000600060006
259,4,1,2,1,1,::1O:1O,2O,:,,1L,2,0.06000600060006
260,3,0,2,1,1,1N1O1S:1O:2O1S,,:,,1L,2,0.06000600060006
261,4,1,1,1,1,1O:1O:1O1S:2O1S,,,,1L,2,0.06000600060006
262,2,0,3,1,1,:1O,,:1O:1O,,1L,2,0.06000600060006
263,3,1,3,1,2,1O:1O:1O,1O1S,1O:1O:1O,,1L:1L,2,0.06000600060006
264,4,0,2,1,2,1O:1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
265,6,0,2,1,1,:::1O:1O:1O,,:1O,,1L,2,0.06000600060006
266,4,0,2,1,2,1O:1O:1O1S:2O1S,,:1O,,1L:1L,2,0.06000600060006
267,3,0,4,1,1,1O:1O:1O,,:::2O,,1L,2,0.06000600060006
268,3,0,4,1,1,1O:1O:1O1S,,::1O:1O,,1L,2,0.06000600060006
269,2,0,3,1,2,1O:2O1S,,:1O:1O,,1L:1L,2,0.06000600060006
270,3,0,2,1,1,1N1O1S:1O:1O1S,,:1O,,1L,2,0.06000600060006
271,3,0,2,1,1,1N:1O:1O,,:1O,,1L,2,0.06000600060006
272,5,0,3,1,1,::1O:1O:1O1S,,:1O:1O,,1L,2,0.06000600060006
273,5,0,1,1,2,:1O:1O:1O1S:2O1S,,1O,,1L:1L,2,0.06000600060006
274,6,1,1,1,1,:::1O:1O:1O1S,1O,,,1L,2,0.06000600060006
275,3,0,2,2,1,::1O,,1O:1O,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
276,3,2,2,1,1,:1O:1O,:,:,,1L,2,0.06000600060006
277,3,1,2,1,1,:1O:2O1S,1O,:,,1L,2,0.06000600060006
278,3,2,2,1,1,:1O:1O,:1O,:,,1L,2,0.06000600060006
279,3,2,2,1,1,:1O:1O,:1O,:1O,,1L,2,0.06000600060006
280,3,1,2,1,1,1O:1O:1O1S,,:1O,,1L,2,0.06000600060006
281,5,0,1,1,2,1O:1O:1O:1O1S:2O1S,,1O,,1L:1L,2,0.06000600060006
282,5,0,2,1,2,1O:1O:1O:2O1S:2O1S,,:,,1L:1L,2,0.06000600060006
283,3,2,2,1,1,:1O:1O1S,1O:1O,:,,1L,2,0.06000600060006
284,5,0,2,1,1,::1N1O:1O:1O1S,,:1O,,1L,2,0.06000600060006
285,3,0,3,1,1,1N:1O:1O,,:1O:1O,,1L,2,0.06000600060006
286,4,1,1,1,1,::1O:2O1S,1O,,,1L,2,0.06000600060006
287,6,1,1,1,1,:::1O:1O:1O,,,,1L,2,0.06000600060006
288,6,1,1,1,1,:::1O:1O1S:2O1S,2O1S,,,1L,2,0.06000600060006
289,3,0,3,1,1,:1O:1O,,::2O,,1L,2,0.06000600060006
290,5,0,2,1,1,:::1O:1O,,:1O,,1L,2,0.06000600060006
291,4,1,2,1,1,::1O:1O,1O1S,:,,1L,2,0.06000600060006
292,4,1,2,1,1,:1O:1O:1O1S,,:1O,,1L,2,0.06000600060006
293,5,0,2,1,1,::1O:1O:1O,,1O:1O,,1L,2,0.06000600060006
294,4,0,2,2,3,1O:1O1S:2O1S:2O1S,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,2,0.06000600060006
295,3,0,3,1,1,1N1O1S:1O:2O1S,,::,,1L,2,0.06000600060006
296,4,1,1,1,2,1O:1O:1O:2O1S,2O,1O,,1L:1L,2,0.06000600060006
297,3,0,3,1,1,1N1O1S:1O:1O1S,,::,,1L,2,0.06000600060006
298,4,1,2,1,1,:1O:1O:1O1S,1O,:,,1L,2,0.06000600060006
299,3,0,3,1,1,:1O:2O1S,,:1O:1O,,1L,2,0.06000600060006
300,3,0,3,1,1,1N1O1S:1O:1O,,::,,1L,2,0.06000600060006
301,3,1,4,1,1,::1O,1O,:::1O,,1L,2,0.06000600060006
302,3,0,3,1,1,1N:1N1O1S:1O,,::1O,,1L,2,0.06000600060006
303,4,1,2,1,1,::1N1O1S:1N2O1S,1O,:,,1L,2,0.06000600060006
304,4,2,0,1,1,::1O:1O1S,1O:1O,,,1L,2,0.06000600060006
305,5,0,2,1,1,::1O:1O:2O1S,,:1O,,1L,2,0.06000600060006
306,3,0,3,2,1,::1O,,:1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
307,4,0,3,1,1,1N1O1S:1O:1O:1O1S,,::,,1L,2,0.06000600060006
308,3,0,2,1,2,1O:2O1S:2O1S,,:1O,,1L:1L,2,0.06000600060006
309,5,0,1,1,2,:1O:1O:1O:2O1S,,,,1L:1L,2,0.06000600060006
310,3,0,3,1,2,:2O1S:2O1S,,:1O:1O,,1L:1L,2,0.06000600060006
311,3,2,2,1,2,1O:1O:1O,:1O,1O:1O,,1L:1L,2,0.06000600060006
312,3,0,3,1,1,1O:1O1S:1O1S,,::,,1L,2,0.06000600060006
313,6,1,0,1,2,:1O:1O:1O:1O:2O1S,1N2O2S,,,1L:1L,2,0.06000600060006
314,3,0,2,1,1,:1N1O1S:1O,,1O:1O,,1L,2,0.06000600060006
315,4,0,3,1,1,:1N1O1S:1O:1O1S,,::1O,,1L,2,0.06000600060006
316,3,0,2,1,1,1O:1O:1O1S,,:,,1L,2,0.06000600060006
317,3,0,2,1,1,1O:1O:1O1S,,1O:1O,,1L,2,0.06000600060006
318,3,0,2,1,1,1O:1O:1O,,:,,1L,2,0.06000600060006
319,4,0,3,1,1,:1N1O:1O:1O,,::,,1L,2,0.06000600060006
320,4,0,2,1,2,:1O:2O1S:2O1S,,:1O,,1L:1L,2,0.06000600060006
321,4,0,2,1,2,1N2O1S:1O:1O:2O1S,,1O:1O,,1L:1L,2,0.06000600060006
322,3,0,2,1,1,1N:1O:1O,,1O:1O,,1L,2,0.06000600060006
323,3,1,2,1,1,1N1O1S:1O:1O,,:,,1L,2,0.06000600060006
