,num_dmt,num_tfsi,num_dol,num_ps,num_li,atoms_dmt,atoms_tfsi,atoms_dol,atoms_ps,atoms_li,count,%
522,4,1,3,1,1,::1O:2O1S,2O,:1O:1O,,1L,1,0.03000300030003
523,4,1,3,1,2,1O:1O:1O:2O,1O,:1O:1O,,1L:1L,1,0.03000300030003
524,4,1,3,1,2,1O:1O:1O:2O1S,1O,:1O:1O,,1L:1L,1,0.03000300030003
525,4,1,2,1,2,:1O:1O:1O1S,1O,:1O,,1L:1L,1,0.03000300030003
526,4,1,2,1,2,:1N1O:1O:2O1S,1O,:1O,,1L:1L,1,0.03000300030003
527,4,1,2,1,2,:1N1O1S:1O:2O1S,1O1S,:1O,,1L:1L,1,0.03000300030003
528,4,1,2,1,1,::1O:2O1S,,:1O,,1L,1,0.03000300030003
529,4,1,2,1,1,::1N1O:1O,1O,1O:1O,,1L,1,0.03000300030003
530,4,1,2,1,1,::1N1O:1O,1O,:1O,,1L,1,0.03000300030003
531,4,1,2,1,1,::1N1O:1O,1O1S,:,,1L,1,0.03000300030003
532,4,1,2,1,1,::1N2O1S:1O,1O,:,,1L,1,0.03000300030003
533,4,1,2,1,1,::1N2O1S:1O,2O,:,,1L,1,0.03000300030003
534,4,1,2,1,1,::1O1S:1O1S,1O,:,,1L,1,0.03000300030003
535,4,1,2,1,1,::1O:1O,,:1O,,1L,1,0.03000300030003
536,4,1,2,1,1,::1O:1O,2O,:1O,,1L,1,0.03000300030003
537,4,1,2,1,1,::1O:1O,2O1S,:1O,,1L,1,0.03000300030003
538,4,1,2,1,1,::1O:1O1S,,:1O,,1L,1,0.03000300030003
539,4,1,2,1,1,::1O:1O1S,1O,1O:1O,,1L,1,0.03000300030003
540,4,1,2,1,1,::1O:1O1S,2O,:1O,,1L,1,0.03000300030003
541,4,1,2,1,1,::1O:2O1S,2O,:,,1L,1,0.03000300030003
542,4,1,2,1,2,1O:1O:2O1S:2O1S,1O,1O:1O,,1L:1L,1,0.03000300030003
543,4,1,2,1,2,1N1O1S:1O:1O:1O,1O,:,,1L:1L,1,0.03000300030003
544,4,1,2,1,2,1N2O1S:1O:1O:1O,1O,1O:1O,,1L:1L,1,0.03000300030003
545,4,1,2,1,2,1N2O1S:1O:1O:1O,2O,1O:1O,,1L:1L,1,0.03000300030003
546,4,1,2,1,2,1O1S:2O1S:2O1S:2O1S,1O,:1O,,1L:1L,1,0.03000300030003
547,4,1,2,1,2,1O:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
548,4,1,2,1,2,1O:1O:1O:1O1S,1O,:,,1L:1L,1,0.03000300030003
549,4,1,2,1,2,1O:1O:1O:1O1S,2O,1O:1O,,1L:1L,1,0.03000300030003
550,4,1,2,1,2,1O:1O:1O:2O1S,1N2O1S,:,,1L:1L,1,0.03000300030003
551,4,1,2,1,2,1O:1O:1O:2O1S,1O1S,:,,1L:1L,1,0.03000300030003
552,4,1,2,1,2,1O:1O:1O:2O1S,2O,:,,1L:1L,1,0.03000300030003
553,4,1,2,1,2,1O:1O:1O:2O1S,2O1S,:,,1L:1L,1,0.03000300030003
554,4,1,2,1,2,1O:1O:2O1S:2O1S,,:1O,,1L:1L,1,0.03000300030003
555,4,1,2,1,1,:1O:1O:2O1S,1O,:1O,,1L,1,0.03000300030003
556,1,0,2,3,1,1N1O1S,,1O:1O,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
557,4,1,2,1,1,:1O:1O:1O1S,2O,:1O,,1L,1,0.03000300030003
558,4,0,3,1,2,1N2O1S:1O:1O1S:2O1S,,:1O:1O,,1L:1L,1,0.03000300030003
559,4,0,3,1,2,1O:1O:1O:2O1S,,::,,1L:1L,1,0.03000300030003
560,4,0,3,1,2,1O:1O:1O:2O1S,,1O:1O:1O,,1L:1L,1,0.03000300030003
561,4,0,3,1,2,1O:1O:1O:1O1S,,1O:1O:1O,,1L:1L,1,0.03000300030003
562,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:1O,,1L:1L,1,0.03000300030003
563,4,0,3,1,2,1O:1O:1O1S:2O1S,,::2O,,1L:1L,1,0.03000300030003
564,4,0,3,1,2,1O:1O:1O1S:1O1S,,1O:1O:1O,,1L:1L,1,0.03000300030003
565,4,0,3,1,2,1O:1O1S:1O1S:2O1S,,1O:1O:1O,,1L:1L,1,0.03000300030003
566,4,0,3,1,2,1N2O1S:1O:1O:1O,,::,,1L:1L,1,0.03000300030003
567,4,0,3,1,2,1N2O1S:1O:1O:1O,,:1O:1O,,1L:1L,1,0.03000300030003
568,4,0,3,1,2,1N2O1S:1O:1O1S:2O1S,,::1O,,1L:1L,1,0.03000300030003
569,4,0,3,1,2,1N1O:1O:1O1S:2O1S,,:1O:1O,,1L:1L,1,0.03000300030003
570,4,0,3,1,2,1O:1O:2O1S:2O1S,,::,,1L:1L,1,0.03000300030003
571,4,0,3,1,2,1N1O:1N2O1S:1O:1O,,:1O:1O,,1L:1L,1,0.03000300030003
572,4,0,3,1,2,1N1O1S:1O:1O:2O1S,,::1O,,1L:1L,1,0.03000300030003
573,4,0,3,1,2,1N1O1S:1O:1O:2O1S,,:1O:1O,,1L:1L,1,0.03000300030003
574,4,0,3,1,1,::1O:2O1S,,::2O,,1L,1,0.03000300030003
575,4,0,3,1,1,::1O:2O1S,,::,,1L,1,0.03000300030003
576,4,0,3,1,1,::1O:2O1S,,:1O:1O,,1L,1,0.03000300030003
577,4,0,3,1,1,::1O:2O1S,,1O:1O:1O,,1L,1,0.03000300030003
578,4,0,3,1,1,::1O:1O1S,,:1O:2O,,1L,1,0.03000300030003
579,4,0,3,1,1,::1O:1O1S,,:1O:1O,,1L,1,0.03000300030003
580,4,0,3,1,1,::1O:1O,,:1O:2O,,1L,1,0.03000300030003
581,4,0,3,1,2,1O:1O:2O1S:2O1S,,:1O:1O,,1L:1L,1,0.03000300030003
582,4,0,3,1,2,1O:1O:2O1S:2O1S,,::1O,,1L:1L,1,0.03000300030003
583,4,0,4,1,1,1N1O:1O:1O:2O1S,,::1O:1O,,1L,1,0.03000300030003
584,4,0,3,2,1,:::1O,,:1O:2O,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
585,4,0,3,2,2,::2O:2O1S,,::1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
586,4,0,3,2,2,::2O1S:2O1S,,:1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
587,4,0,3,2,2,::1O:1O,,::1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
588,4,0,3,2,2,::1O:1O,,:1O:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
589,4,0,3,2,2,::1N1O:1O,,::1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
590,4,0,3,2,2,::1N1O:1O,,1O:1O:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
591,4,0,3,2,2,:1O:1O:1O1S,,1O:1O:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
592,4,0,3,2,2,1O:1O:1O:1O,,:1O:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
593,4,0,3,2,1,:::2O1S,,:1O:1O,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
594,4,0,3,2,1,:::1O1S,,::1O,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
595,4,0,3,2,1,:::1O,,:1O:1O,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
596,4,0,3,1,2,1O:1O:2O1S:2O1S,,::2O,,1L:1L,1,0.03000300030003
597,4,0,3,2,1,:::1O,,:1O:1O,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
598,4,0,3,2,1,:::1O,,1O:1O:1O,:::1S:1S:2S:3S:3S,1L,1,0.03000300030003
599,4,0,3,2,1,::1O:1O,,::1O,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
600,4,0,3,2,1,::1O:1O,,:1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
601,4,0,3,2,1,::1N:1O,,::1O,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
602,4,0,3,1,2,:2O1S:2O1S:2O1S,,::,,1L:1L,1,0.03000300030003
603,4,0,3,1,2,:1O:2O1S:2O1S,,::,,1L:1L,1,0.03000300030003
604,4,0,3,1,2,:1O:2O1S:2O1S,,:1O:1O,,1L:1L,1,0.03000300030003
605,4,0,3,1,2,:1O:1O:2O1S,,::1O,,1L:1L,1,0.03000300030003
606,4,0,3,1,2,:1N2O1S:1O:2O1S,,::1O,,1L:1L,1,0.03000300030003
607,4,0,3,1,1,::1O:1O,,1O:1O:1O,,1L,1,0.03000300030003
608,4,0,3,1,1,::1O1S:2O1S,,::1O,,1L,1,0.03000300030003
609,4,0,3,1,1,::1O1S:2O1S,,:1O:1O,,1L,1,0.03000300030003
610,4,0,3,1,1,1N2O1S:1O:1O:1O,,::1O,,1L,1,0.03000300030003
611,4,0,3,1,1,:1N1O1S:1O:1O,,::2O,,1L,1,0.03000300030003
612,4,0,3,1,1,:1N1O1S:1O:1O,,1O:1O:1O,,1L,1,0.03000300030003
613,4,0,3,1,1,:1N1O1S:1O1S:1O1S,,::1O,,1L,1,0.03000300030003
614,4,0,3,1,1,1O:1O:1O:2O1S,,::1O,,1L,1,0.03000300030003
615,4,0,3,1,1,1O:1O:1O:2O1S,,::,,1L,1,0.03000300030003
616,4,0,3,1,1,1O:1O:1O:1O,,:1O:1O,,1L,1,0.03000300030003
617,4,0,3,1,1,1O:1O:1O1S:2O1S,,::1O,,1L,1,0.03000300030003
618,4,0,3,1,1,1N:1O:1O:1O1S,,::1O,,1L,1,0.03000300030003
619,4,0,3,1,1,1N:1O:1O:1O,,:1O:1O,,1L,1,0.03000300030003
620,4,0,3,1,1,1N2O1S:1O:1O:2O1S,,::,,1L,1,0.03000300030003
621,4,0,3,1,1,1N1O:1O:1O:1O1S,,::,,1L,1,0.03000300030003
622,4,0,3,1,1,::1O1S:1O1S,,:1O:1O,,1L,1,0.03000300030003
623,4,0,3,1,1,1N1O:1O:1O1S:2O1S,,::1O,,1L,1,0.03000300030003
624,4,0,3,1,1,1N1O:1N1O1S:1O:1O1S,,::,,1L,1,0.03000300030003
625,4,0,3,1,1,1N1O1S:1O:1O1S:2O1S,,::,,1L,1,0.03000300030003
626,4,0,2,3,2,::1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
627,4,0,2,3,1,:::1O,,:1O,:::::::1S:1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
628,4,0,2,2,3,1O:1O:2O1S:2O1S,,1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
629,4,0,2,2,3,1O:1O:2O1S:2O1S,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
630,4,0,2,2,3,1O1S:2O1S:2O1S:2O1S,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
631,4,0,2,2,2,::2O1S:2O1S,,:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
632,4,0,2,2,2,::2O1S:2O1S,,1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
633,4,0,3,1,1,:1N1O1S:1O:1O1S,,::,,1L,1,0.03000300030003
634,4,0,3,1,1,:1N1O1S:1O:2O1S,,::,,1L,1,0.03000300030003
635,4,0,3,1,1,:1N1O:1O:1O,,::1O,,1L,1,0.03000300030003
636,4,0,3,1,1,:1N1O:1O:1O1S,,::1O,,1L,1,0.03000300030003
637,4,0,3,1,1,::1N2O1S:1O,,::1O,,1L,1,0.03000300030003
638,4,0,3,1,1,::1N1O:1O,,::,,1L,1,0.03000300030003
639,4,0,3,1,1,::1N1O:1N1O1S,,::1O,,1L,1,0.03000300030003
640,4,0,3,1,1,::1N1O1S:1O1S,,:1O:1O,,1L,1,0.03000300030003
641,4,0,3,1,1,::1N1O1S:1O,,::1O,,1L,1,0.03000300030003
642,4,0,3,1,1,::1N1O1S:1N1O1S,,::1O,,1L,1,0.03000300030003
643,4,0,3,1,1,::1N1O1S:1N1O1S,,:1O:1O,,1L,1,0.03000300030003
644,4,0,3,1,1,:1O:2O1S:2O1S,,::2O,,1L,1,0.03000300030003
645,4,0,3,1,1,:1O:2O1S:2O1S,,:1O:1O,,1L,1,0.03000300030003
646,4,0,3,1,1,:1O:1O:2O1S,,::,,1L,1,0.03000300030003
647,4,0,3,1,1,:1O:1O:1O1S,,1O:1O:2O,,1L,1,0.03000300030003
648,4,0,3,1,1,:1O:1O:1O,,::2O,,1L,1,0.03000300030003
649,4,0,3,1,1,:1O:1O:1O,,1O:1O:2O,,1L,1,0.03000300030003
650,4,0,3,1,1,:1O:1O:1O,,1O:1O:1O,,1L,1,0.03000300030003
651,4,0,3,1,1,:1O:1O1S:2O1S,,::1O,,1L,1,0.03000300030003
652,4,0,3,1,1,:1O:1O1S:2O1S,,:1O:1O,,1L,1,0.03000300030003
653,4,0,3,1,1,:1O:1O1S:1O1S,,::1O,,1L,1,0.03000300030003
654,4,0,3,1,1,:1O:1O1S:1O1S,,::,,1L,1,0.03000300030003
655,4,0,3,1,1,:1N:1O:1O1S,,::1O,,1L,1,0.03000300030003
656,4,0,3,1,1,:1N:1O:1O,,:1O:1O,,1L,1,0.03000300030003
657,4,0,3,1,1,:1N2O1S:1O:1O,,::,,1L,1,0.03000300030003
658,4,0,3,2,3,1N1O:1O:2O1S:2O1S,,:1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,1,0.03000300030003
659,4,0,4,1,1,1N:1N1O:1O:1O,,:::,,1L,1,0.03000300030003
660,4,1,2,1,1,:1O:1O:1O1S,1O,:2O,,1L,1,0.03000300030003
661,4,1,1,1,1,::1N2O1S:1O,1O,,,1L,1,0.03000300030003
662,4,1,1,1,1,::1O:1O1S,,1O,,1L,1,0.03000300030003
663,4,1,1,1,1,::1O:1O1S,,,,1L,1,0.03000300030003
664,4,1,1,1,1,::1O:1O,2O1S,,,1L,1,0.03000300030003
665,4,1,1,1,1,::1O:1O,1O,1O,,1L,1,0.03000300030003
666,4,1,1,1,1,::1O:1O,1N2O2S,1O,,1L,1,0.03000300030003
667,4,1,1,1,1,::1O:1O,1N1O1S,1O,,1L,1,0.03000300030003
668,4,1,1,1,1,::1O:1O,1N1O1S,,,1L,1,0.03000300030003
669,4,1,1,1,1,::1O:1O,,1O,,1L,1,0.03000300030003
670,4,1,1,1,1,::1O:1O,,,,1L,1,0.03000300030003
671,4,1,1,1,1,::1N2O1S:1O,1O,1O,,1L,1,0.03000300030003
672,4,1,1,1,1,::1N1O:2O1S,1O,,,1L,1,0.03000300030003
673,4,1,1,1,2,1N1O1S:1O1S:1O1S:2O1S,2O1S,1O,,1L:1L,1,0.03000300030003
674,4,1,1,1,1,::1N1O1S:1O,2O1S,,,1L,1,0.03000300030003
675,4,1,1,1,1,::1N1O1S:1O,2O,,,1L,1,0.03000300030003
676,4,1,1,1,1,::1N1O1S:1N2O1S,1O,,,1L,1,0.03000300030003
677,4,1,1,1,1,:1O:1O:2O1S,,,,1L,1,0.03000300030003
678,4,1,1,1,1,:1O:1O:1O1S,1O,1O,,1L,1,0.03000300030003
679,4,1,1,1,1,:1O:1O:1O1S,1O,,,1L,1,0.03000300030003
680,4,1,1,1,1,:1O:1O:1O,1O,1O,,1L,1,0.03000300030003
681,4,1,1,1,1,:1O:1O:1O,,1O,,1L,1,0.03000300030003
682,4,1,1,1,1,:1O:1O1S:2O1S,,,,1L,1,0.03000300030003
683,4,1,1,1,1,:1N:1O:1O1S,1O,1O,,1L,1,0.03000300030003
684,4,1,1,1,1,::1O:2O1S,2O1S,1O,,1L,1,0.03000300030003
685,4,1,1,1,2,1N1O:1O:1O:1O,3O1S,1O,,1L:1L,1,0.03000300030003
686,4,0,4,1,1,1O:1O:1O:1O,,::1O:1O,,1L,1,0.03000300030003
687,4,1,2,1,1,1N:1O:1O:1O,,:2O,,1L,1,0.03000300030003
688,4,1,2,1,1,:1O:1O:1O,1O,:1O,,1L,1,0.03000300030003
689,4,1,2,1,1,:1O:1O:1O,,1O:1O,,1L,1,0.03000300030003
690,4,1,2,1,1,:1O:1O1S:1O1S,1O,:1O,,1L,1,0.03000300030003
691,4,1,2,1,1,:1N:1O:1O1S,1N1O1S,:,,1L,1,0.03000300030003
692,4,1,2,1,1,:1N:1O:1O,1O,:1O,,1L,1,0.03000300030003
693,4,1,2,1,1,:1N:1O:1O,1O,:,,1L,1,0.03000300030003
694,4,1,2,1,1,:1N1O:1N1O1S:1O,1O,:,,1L,1,0.03000300030003
695,4,1,2,1,1,:1N1O:1N1O1S:1O,,:,,1L,1,0.03000300030003
696,4,1,2,1,1,:1N1O1S:1O:1O,,:1O,,1L,1,0.03000300030003
697,4,1,2,1,1,1O:1O:2O1S:2O1S,,:1O,,1L,1,0.03000300030003
698,4,1,1,1,3,:1N2O1S:2O1S:2O1S,1O,1O,,1L:1L:1L,1,0.03000300030003
699,4,1,1,1,2,1N1O:1O:2O1S:2O1S,,,,1L:1L,1,0.03000300030003
700,4,1,1,1,2,:1O:1O:2O1S,,1O,,1L:1L,1,0.03000300030003
701,4,1,1,1,2,:1O1S:2O1S:2O1S,,1O,,1L:1L,1,0.03000300030003
702,4,1,1,1,2,:1N2O1S:2O1S:2O1S,1O,,,1L:1L,1,0.03000300030003
703,4,1,1,1,2,1O:1O:1O:2O1S,1O1S,,,1L:1L,1,0.03000300030003
704,4,1,1,1,2,1O:1O:1O:2O1S,,1O,,1L:1L,1,0.03000300030003
705,4,1,1,1,2,1O:1O:1O:1O,1O,,,1L:1L,1,0.03000300030003
706,4,1,1,1,2,1O:1O:1O1S:1O1S,1O,,,1L:1L,1,0.03000300030003
707,4,1,1,1,2,1O:1O1S:2O1S:2O1S,1O,1O,,1L:1L,1,0.03000300030003
708,4,1,1,1,2,1N2O1S:1O:1O1S:2O1S,2O1S,1O,,1L:1L,1,0.03000300030003
709,4,1,1,1,2,1N2O1S:1N2O1S:1O:2O1S,,1O,,1L:1L,1,0.03000300030003
710,4,1,1,1,1,:1N:1O:1O,2O1S,,,1L,1,0.03000300030003
711,4,1,1,1,1,:1N:1O:1O,1O,1O,,1L,1,0.03000300030003
712,4,1,1,1,1,:1N:1O:1O,,2O,,1L,1,0.03000300030003
713,4,0,4,1,1,::1O1S:2O1S,,::1O:1O,,1L,1,0.03000300030003
714,4,0,4,2,2,1O:1O:1O:1O,,::1O:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
715,4,0,4,1,2,1O:1O:1O:2O1S,,::1O:1O,,1L:1L,1,0.03000300030003
716,4,0,4,1,2,1O:1O:1O:1O1S,,1O:1O:1O:2O,,1L:1L,1,0.03000300030003
717,4,0,4,1,2,1O:1O:1O:1O,,1O:1O:1O:1O,,1L:1L,1,0.03000300030003
718,4,0,4,1,2,1N1O:1O:1O:2O1S,,:::1O,,1L:1L,1,0.03000300030003
719,4,0,4,1,1,:::1O,,:1O:1O:1O,,1L,1,0.03000300030003
720,4,0,4,1,1,::1O:2O1S,,:::1O,,1L,1,0.03000300030003
721,4,0,4,1,1,::1O:2O1S,,::1O:1O,,1L,1,0.03000300030003
722,4,0,4,1,1,::1O:1O1S,,:::1O,,1L,1,0.03000300030003
723,4,0,4,1,1,::1O:1O1S,,:1O:1O:1O,,1L,1,0.03000300030003
724,4,0,4,1,1,::1N1O:1O,,::1O:1O,,1L,1,0.03000300030003
725,4,1,1,1,1,:1N1O:1O:1O,,2O,,1L,1,0.03000300030003
726,4,0,4,1,1,::1N1O1S:1O,,:::1O,,1L,1,0.03000300030003
727,4,0,4,1,1,:1O:1O:1O,,::1O:2O,,1L,1,0.03000300030003
728,4,0,4,1,1,:1O:1O1S:1O1S,,:::,,1L,1,0.03000300030003
729,4,0,4,1,1,:1N2O1S:1O:1O,,:::,,1L,1,0.03000300030003
730,4,0,4,1,1,:1N2O1S:1O:1O,,::1O:2O,,1L,1,0.03000300030003
731,4,0,4,1,1,:1N1O:1O:1O1S,,:::1O,,1L,1,0.03000300030003
732,4,0,4,1,1,:1N1O:1O:1O,,:::,,1L,1,0.03000300030003
733,4,0,4,1,1,:1N1O1S:1N1O1S:1O,,:::1O,,1L,1,0.03000300030003
734,4,0,4,1,1,:1N1O1S:1N1O1S:1O,,:::,,1L,1,0.03000300030003
735,4,0,4,1,1,1O:1O:1O:2O1S,,:::1O,,1L,1,0.03000300030003
736,4,0,5,1,1,:1O:1O:1O,,:::1O:2O,,1L,1,0.03000300030003
737,4,0,5,1,1,:1O:1O:1O,,::::,,1L,1,0.03000300030003
738,4,0,5,1,1,:1O:1O:1O1S,,::::,,1L,1,0.03000300030003
739,4,0,5,1,1,::1O:1O,,::::1O,,1L,1,0.03000300030003
740,4,1,3,1,2,:1O:1O:2O1S,3O1S,::,,1L:1L,1,0.03000300030003
741,4,1,1,1,1,:1N1O1S:1O:1O1S,2O1S,,,1L,1,0.03000300030003
742,4,1,1,1,1,:1N1O1S:1O:1O,,,,1L,1,0.03000300030003
743,4,1,1,1,1,1N:1O:1O:1O1S,,,,1L,1,0.03000300030003
744,4,1,1,1,1,1N:1O:1O:1O,,2O,,1L,1,0.03000300030003
745,4,1,1,1,1,1N:1O:1O:1O,,,,1L,1,0.03000300030003
746,4,1,0,1,3,1O:1O:2O1S:2O1S,2O1S,,,1L:1L:1L,1,0.03000300030003
747,4,1,0,1,2,:1O:1O:1O,1O,,,1L:1L,1,0.03000300030003
748,4,1,0,1,2,:1N:1O:1O1S,1O,,,1L:1L,1,0.03000300030003
749,4,1,0,1,2,1O:1O:2O1S:2O1S,1O,,,1L:1L,1,0.03000300030003
750,4,1,0,1,2,1O:1O:2O1S:2O1S,,,,1L:1L,1,0.03000300030003
751,4,1,0,1,2,1N2O1S:1O:1O:1O,1O,,,1L:1L,1,0.03000300030003
752,4,1,0,1,2,1N1O:1O:1O:1O,1O,,,1L:1L,1,0.03000300030003
753,4,1,0,1,2,1N1O:1N2O1S:1O:1O,,,,1L:1L,1,0.03000300030003
754,4,1,0,1,1,:1O:1O:1O,2O,,,1L,1,0.03000300030003
755,4,1,0,1,1,:1O:1O:1O,1O,,,1L,1,0.03000300030003
756,4,1,0,1,1,:1O:1O:1O,,,,1L,1,0.03000300030003
757,4,1,0,1,1,1O:1O:1O:1O,1O,,,1L,1,0.03000300030003
758,4,1,0,1,1,1N:1O:1O:1O,,,,1L,1,0.03000300030003
759,4,0,5,1,1,::1O:2O1S,,::1O:1O:1O,,1L,1,0.03000300030003
760,4,0,5,1,1,::1O:1O1S,,::::1O,,1L,1,0.03000300030003
761,4,1,1,1,1,:1N1O:1O:1O,,,,1L,1,0.03000300030003
762,5,0,1,1,1,::1N1O:1O1S:2O1S,,,,1L,1,0.03000300030003
763,4,1,3,1,2,::1O:2O1S,1O,::1O,,1L:1L,1,0.03000300030003
764,5,2,0,1,2,1O:1O:1O1S:2O1S:2O1S,1O:1O,,,1L:1L,1,0.03000300030003
765,5,2,0,1,2,1O:1O:1O:1O:1O1S,1O:1O1S,,,1L:1L,1,0.03000300030003
766,5,2,0,1,2,1O:1O:1O:1O:1O1S,1O:1O,,,1L:1L,1,0.03000300030003
767,5,2,0,1,2,1O:1O:1O:1O:1O1S,1O1S:3O1S,,,1L:1L,1,0.03000300030003
768,5,2,0,1,2,1O:1O:1O:1O:1O,:1O1S,,,1L:1L,1,0.03000300030003
769,5,2,0,1,2,1O:1O:1O:1O:1O,:1N3O2S,,,1L:1L,1,0.03000300030003
770,5,2,0,1,2,1O:1O:1O:1O:1O,1O:2O,,,1L:1L,1,0.03000300030003
771,5,2,0,1,2,1O:1O:1O:1O:1O,1O:1O1S,,,1L:1L,1,0.03000300030003
772,5,2,0,1,2,1O:1O:1O:1O:1O,1N3O1S:2O1S,,,1L:1L,1,0.03000300030003
773,5,2,0,1,2,1O:1O:1O:1O1S:2O1S,:1N2O,,,1L:1L,1,0.03000300030003
774,5,2,0,1,2,1O:1O:1O:1O1S:2O1S,1O:1O,,,1L:1L,1,0.03000300030003
775,5,2,0,1,2,1O:1O:1O:1O1S:1O1S,:1O1S,,,1L:1L,1,0.03000300030003
776,5,2,0,1,2,1O:1O:1O:1O1S:1O1S,1O:3O2S,,,1L:1L,1,0.03000300030003
777,5,2,0,1,2,1O:1O:1O1S:1O1S:1O1S,1O:1O,,,1L:1L,1,0.03000300030003
778,6,0,0,1,2,1N1O1S:1O:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
779,5,2,0,1,2,1N2O1S:1O:1O:1O:2O1S,1O:2O1S,,,1L:1L,1,0.03000300030003
780,5,2,0,1,2,1N2O1S:1O:1O:1O:1O,1O:2O1S,,,1L:1L,1,0.03000300030003
781,5,2,0,1,2,1N1O1S:1O:1O:1O1S:1O1S,1O:1O,,,1L:1L,1,0.03000300030003
782,5,2,0,1,1,:::1O:1O1S,1O:1O,,,1L,1,0.03000300030003
783,5,2,0,1,1,:::1O:1O,1O:1O,,,1L,1,0.03000300030003
784,5,2,0,1,1,:::1N1O:1O1S,:1O,,,1L,1,0.03000300030003
785,5,2,0,1,1,:::1N1O1S:1O,:1O,,,1L,1,0.03000300030003
786,5,2,0,1,1,::1O:1O:1O1S,1O:1O,,,1L,1,0.03000300030003
787,5,2,0,1,1,::1O:1O1S:1O1S,:1O,,,1L,1,0.03000300030003
788,5,2,0,1,1,::1N1O:1O:1O1S,1O:1O,,,1L,1,0.03000300030003
789,5,2,0,1,1,::1N1O1S:1O:1O1S,:1O,,,1L,1,0.03000300030003
790,5,2,0,1,1,::1N1O1S:1O:1O,:1O,,,1L,1,0.03000300030003
791,5,2,0,1,2,1O:1O:1O:1O:1O1S,1O:2O1S,,,1L:1L,1,0.03000300030003
792,5,2,0,1,2,1O:1O:1O:1O:1O1S,:2O,,,1L:1L,1,0.03000300030003
793,5,2,0,1,2,1O:1O:1O:1O:2O1S,:2O1S,,,1L:1L,1,0.03000300030003
794,5,2,0,1,2,1O:1O:1O:2O:2O1S,1O:2O1S,,,1L:1L,1,0.03000300030003
795,6,0,0,1,1,:::1O:1O:1O,,,,1L,1,0.03000300030003
796,6,0,0,1,1,:::1O:1O1S:2O1S,,,,1L,1,0.03000300030003
797,6,0,0,1,1,::1O:1O:2O1S:2O1S,,,,1L,1,0.03000300030003
798,6,0,0,1,1,::1O:1O:1O:1O,,,,1L,1,0.03000300030003
799,6,0,0,1,1,::1N:1O:1O:1O,,,,1L,1,0.03000300030003
800,6,0,0,1,1,::1N:1N1O1S:1O:1O,,,,1L,1,0.03000300030003
801,6,0,0,1,1,::1N1O:1N2O1S:1O:2O1S,,,,1L,1,0.03000300030003
802,6,0,0,1,1,:1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
803,6,0,0,1,1,:1N:1N:1O:1O:1O,,,,1L,1,0.03000300030003
804,6,0,0,1,1,:1N1O1S:1O:1O:1O:1O,,,,1L,1,0.03000300030003
805,5,3,0,1,1,::1O:1O:1O,::1O,,,1L,1,0.03000300030003
806,5,2,1,1,2,1O:1O:1O:1O:2O1S,:1O,,,1L:1L,1,0.03000300030003
807,5,2,1,1,2,1O:1O:1O:1O:1O1S,:2O1S,,,1L:1L,1,0.03000300030003
808,5,2,1,1,2,1O:1O:1O:1O:1O1S,:1O,1O,,1L:1L,1,0.03000300030003
