,num_dol,num_tegdme,num_tfsi,num_ps,num_li,atoms_dol,atoms_tegdme,atoms_tfsi,atoms_ps,atoms_li,count,%
324,4,1,0,2,1,:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
325,2,3,1,1,1,:,:1O:3O,,,1L,2,0.06000600060006
326,4,2,0,2,1,:1O:1O:1O,:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
327,2,3,0,1,1,1O:2O,:1O:3O,,,1L,2,0.06000600060006
328,4,2,0,2,1,:1O:1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
329,4,1,0,2,1,:1O:1O:1O,1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
330,3,3,0,2,1,:1O:2O,::,,::1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
331,2,3,0,1,1,1O:1O,:1O:2O,,,1L,2,0.06000600060006
332,3,3,0,2,1,:1O:2O,::,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
333,2,3,0,1,0,:1O,::,,,,2,0.06000600060006
334,2,3,0,1,0,:,::1O,,,,2,0.06000600060006
335,3,4,0,1,1,::1O,::1O:2O,,,1L,2,0.06000600060006
336,4,1,0,2,1,::1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L,2,0.06000600060006
337,4,1,0,2,1,:::,3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
338,2,2,0,2,1,:,:4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
339,4,2,0,1,2,:1O:1O:1O,:5O,,,1L:1L,2,0.06000600060006
340,3,3,0,2,1,::,::3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
341,2,2,0,1,1,:1O,:2O,,,1L,2,0.06000600060006
342,2,2,1,2,1,:,:3O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
343,2,2,0,1,2,:1O,3O:3O,,,1L:1L,2,0.06000600060006
344,2,2,1,1,2,:1O,:5O,1O,,1L:1L,2,0.06000600060006
345,3,3,1,1,1,::1O,::2O,,,1L,2,0.06000600060006
346,4,2,0,1,1,:::1O,1O:2O,,,1L,2,0.06000600060006
347,3,3,1,1,1,:1O:1O,::2O,,,1L,2,0.06000600060006
348,4,2,0,1,1,:::,1O:4O,,,1L,2,0.06000600060006
349,2,2,0,2,1,:,:3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
350,2,2,0,1,1,:2O,:4O,,,1L,2,0.06000600060006
351,3,2,0,2,1,::1O,:3O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
352,3,1,0,1,2,:1O:2O,5O,,,1L:1L,2,0.06000600060006
353,5,2,0,2,1,::1O:1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
354,5,1,0,3,2,::1O:1O:1O,2O,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
355,1,2,1,1,2,1O,:5O,1O,,1L:1L,2,0.06000600060006
356,3,2,1,1,1,:1O:1O,:3O,1O,,1L,2,0.06000600060006
357,3,2,1,1,1,:1O:1O,:3O,,,1L,2,0.06000600060006
358,1,2,1,1,1,,:3O,,,1L,2,0.06000600060006
359,1,2,1,1,1,,1O:4O,,,1L,2,0.06000600060006
360,1,2,0,2,2,1O,:5O,,2S:3S:4S:4S:4S:4S:4S:4S,1L:1L,2,0.06000600060006
361,3,2,0,1,1,::,1O:4O,,,1L,2,0.06000600060006
362,5,2,0,1,1,::1O:1O:1O,1O:2O,,,1L,2,0.06000600060006
363,1,2,0,2,2,1O,:4O,,:1S:1S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
364,3,2,0,1,1,::,:5O,,,1L,2,0.06000600060006
365,5,2,0,1,1,:::1O:1O,:1O,,,1L,2,0.06000600060006
366,5,2,0,1,1,::::1O,:3O,,,1L,2,0.06000600060006
367,3,2,0,1,1,::1O,1O:2O,,,1L,2,0.06000600060006
368,1,2,0,2,1,,:2O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
369,1,2,0,1,2,2O,3O:4O,,,1L:1L,2,0.06000600060006
370,3,2,0,1,1,::1O,1O:4O,,,1L,2,0.06000600060006
371,3,2,0,1,1,1O:1O:1O,:3O,,,1L,2,0.06000600060006
372,3,2,0,1,0,::,:,,,,2,0.06000600060006
373,3,2,1,1,1,::,:3O,1O,,1L,2,0.06000600060006
374,3,2,1,1,1,::1O,:4O,,,1L,2,0.06000600060006
375,3,2,1,1,2,:1O:1O,:5O,,,1L:1L,2,0.06000600060006
376,5,1,0,1,1,::1O:1O:1O,3O,,,1L,2,0.06000600060006
377,1,3,0,2,1,1O,::,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
378,5,1,0,1,1,:::1O:1O,4O,,,1L,2,0.06000600060006
379,5,1,0,1,1,::::1O,4O,,,1L,2,0.06000600060006
380,1,3,0,2,1,,:1O:3O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
381,5,1,0,1,2,:1O:1O:1O:1O,3O,,,1L:1L,2,0.06000600060006
382,1,3,0,1,2,1O,:3O:4O,,,1L:1L,2,0.06000600060006
383,4,2,0,2,1,:::1O,:3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
384,1,3,0,1,2,,:2O:3O,,,1L:1L,2,0.06000600060006
385,3,2,1,1,1,::1O,:3O,1O,,1L,2,0.06000600060006
386,5,1,0,2,1,::1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
387,5,1,0,2,1,::1O:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L,2,0.06000600060006
388,1,3,0,1,1,1O,:1O:5O,,,1L,2,0.06000600060006
389,1,3,0,1,1,,:1O:2O,,,1L,2,0.06000600060006
390,3,2,1,1,1,::,:4O,,,1L,2,0.06000600060006
391,1,2,0,1,2,1O,3O:5O,,,1L:1L,2,0.06000600060006
392,5,2,0,2,1,:::1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
393,1,3,0,2,2,,::5O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
394,5,2,0,2,1,:::1O:1O,:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
395,3,2,0,3,2,1O:1O:1O,:2O,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
396,3,2,0,2,1,:1O:2O,:,,:1S:1S:2S:2S:2S:2S:3S,1L,2,0.06000600060006
397,0,3,1,1,1,,:1O:4O,1O,,1L,2,0.06000600060006
398,0,3,0,2,2,,:3O:4O,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
399,6,2,0,1,1,:::1O:1O:1O,:2O,,,1L,2,0.06000600060006
400,6,2,0,1,1,::::1O:1O,:2O,,,1L,2,0.06000600060006
401,6,2,0,1,1,:::::1O,:3O,,,1L,2,0.06000600060006
402,0,3,0,1,2,,:2O:3O,,,1L:1L,2,0.06000600060006
403,0,3,0,1,2,,1O:2O:4O,,,1L:1L,2,0.06000600060006
404,0,2,2,1,2,,:5O,1O:2O,,1L:1L,2,0.06000600060006
405,0,2,0,2,2,,3O:5O,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
406,0,2,0,2,2,,3O:4O,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
407,3,2,0,2,2,1O:1O:1O,:3O,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
408,3,2,0,2,1,::1O,:1O,,1S:2S:2S:3S:3S:3S:3S:4S,1L,2,0.06000600060006
409,0,2,0,1,2,,4O:4O,,,1L:1L,2,0.06000600060006
410,0,2,0,1,2,,2O:3O,,,1L:1L,2,0.06000600060006
411,3,2,0,2,1,::1O,:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,2,0.06000600060006
412,3,2,0,2,1,:1O:1O,:,,:1S:1S:2S:2S:2S:2S:3S,1L,2,0.06000600060006
413,0,4,0,1,2,,::2O:4O,,,1L:1L,2,0.06000600060006
414,0,4,0,2,1,,:::3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
415,3,2,0,3,2,::1O,:2O,,:::1S:1S:1S:1S:2S:3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
416,1,2,0,1,1,1O,1O:4O,,,1L,2,0.06000600060006
417,5,2,0,2,1,::::1O,:,,2S:2S:2S:3S:3S:3S:3S:3S,1L,2,0.06000600060006
418,3,2,0,1,1,::2O,:3O,,,1L,2,0.06000600060006
419,1,1,0,2,2,1O,5O,,2S:3S:4S:4S:4S:4S:4S:4S,1L:1L,2,0.06000600060006
420,1,1,0,2,2,1O,5O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
421,5,3,0,1,0,::::,::,,,,2,0.06000600060006
422,1,1,0,2,2,1O,5O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
423,5,3,0,1,1,::::1O,::2O,,,1L,2,0.06000600060006
424,6,1,0,1,1,::::1O:1O,3O,,,1L,2,0.06000600060006
425,0,5,0,1,1,,::::3O,,,1L,2,0.06000600060006
426,3,2,0,1,2,::1O,2O:4O,,,1L:1L,2,0.06000600060006
427,0,5,0,1,1,,:::1O:3O,,,1L,2,0.06000600060006
428,3,2,0,3,2,:1O:1O,:3O,,::::1S:1S:1S:1S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
429,3,2,0,2,1,1O:1O:1O,:,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
430,3,2,0,3,2,:1O:1O,:3O,,:::1S:1S:1S:1S:2S:3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
431,0,4,1,1,1,,:::3O,1O,,1L,2,0.06000600060006
432,1,3,0,2,2,,::4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
433,2,3,0,2,1,:2O,::3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
434,4,3,0,2,1,:1O:1O:1O,::,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
435,3,1,0,2,2,:1O:1O,5O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
436,2,1,0,2,1,:,3O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
437,1,4,0,1,1,,:::3O,,,1L,2,0.06000600060006
438,3,1,0,3,2,:1O:2O,2O,,::::1S:1S:1S:1S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
439,4,2,1,1,1,:::1O,:3O,,,1L,2,0.06000600060006
440,3,1,0,2,2,:1O:1O,5O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
441,4,2,1,1,1,::1O:1O,:3O,,,1L,2,0.06000600060006
442,3,3,0,1,0,::,:1O:1O,,,,2,0.06000600060006
443,2,1,0,1,2,:2O,5O,,,1L:1L,2,0.06000600060006
444,1,3,1,1,1,,:1O:3O,1O,,1L,2,0.06000600060006
445,3,1,0,2,2,:1O:1O,3O,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
446,3,1,0,3,2,:1O:1O,2O,,:::1S:1S:1S:1S:2S:3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
447,2,1,0,1,1,:2O,4O,,,1L,2,0.06000600060006
448,3,3,0,1,1,::,::3O,,,1L,2,0.06000600060006
449,1,3,1,1,1,2O,::3O,,,1L,2,0.06000600060006
450,4,3,0,1,0,:::1O,::1O,,,,2,0.06000600060006
451,3,1,0,2,2,::1O,5O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
452,1,4,1,1,1,,::1O:3O,1O,,1L,2,0.06000600060006
453,4,3,0,2,1,::1O:2O,::,,::1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
454,2,1,0,2,2,1O:1O,4O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
455,3,1,0,3,2,:1O:2O,2O,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
456,4,3,0,1,1,:::1O,:1O:3O,,,1L,2,0.06000600060006
457,4,2,1,1,0,:::1O,:,,,,2,0.06000600060006
458,1,3,0,2,2,1O,::5O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
459,1,4,0,2,1,1O,:::,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
460,1,5,0,1,1,,:::1O:3O,,,1L,2,0.06000600060006
461,1,3,1,2,1,,::3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
462,1,3,0,2,2,1O,::5O,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
463,3,1,0,2,2,::,5O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
464,4,3,0,1,1,::1O:1O,:1O:3O,,,1L,2,0.06000600060006
465,4,2,0,3,2,:1O:1O:1O,:2O,,::::1S:1S:1S:1S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
466,4,3,0,1,1,::1O:1O,:1O:2O,,,1L,2,0.06000600060006
467,3,1,0,2,2,1O:1O:1O,3O,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
468,1,4,0,2,1,,:::3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
469,3,1,0,3,2,1O:1O:1O,2O,,::::1S:1S:1S:1S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
470,3,1,0,2,2,::1O,4O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
471,4,3,0,1,1,:::1O,:1O:2O,,,1L,2,0.06000600060006
472,1,5,0,1,1,1O,:::1O:3O,,,1L,2,0.06000600060006
473,3,2,0,3,2,:1O:1O,:2O,,::::1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
474,3,4,0,1,1,::1O,::1O:3O,,,1L,1,0.03000300030003
475,3,3,0,1,1,:1O:1O,:2O:2O,,,1L,1,0.03000300030003
476,3,2,0,3,2,:1O:1O,:2O,,:::1S:1S:1S:1S:2S:3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
477,3,2,1,2,1,:1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
478,3,3,0,1,1,1O:1O:1O,::2O,,,1L,1,0.03000300030003
479,3,2,0,3,2,:1O:2O,:2O,,::::1S:1S:1S:1S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
480,3,2,0,3,2,:1O:2O,:2O,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
481,3,3,0,2,1,:1O:1O,::1O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
482,3,4,0,1,1,::,:::4O,,,1L,1,0.03000300030003
483,3,3,0,2,1,:1O:1O,::1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
484,3,4,0,1,1,:1O:1O,:::2O,,,1L,1,0.03000300030003
485,3,4,0,1,1,1O:1O:1O,:::2O,,,1L,1,0.03000300030003
486,3,2,0,3,3,:1O:1O,:2O,,:::1S:1S:2S:2S:2S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L:1L,1,0.03000300030003
487,3,3,0,2,1,:1O:2O,::,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
488,3,4,0,1,0,::,::1O:1O,,,,1,0.03000300030003
489,3,4,0,1,1,::1O,:::2O,,,1L,1,0.03000300030003
490,3,2,0,3,2,1O:1O:1O,:2O,,::::1S:1S:1S:1S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
491,3,3,0,1,1,:1O:1O,::4O,,,1L,1,0.03000300030003
492,3,5,0,1,0,::1O,::::1O,,,,1,0.03000300030003
493,3,2,0,2,2,:1O:1O,:4O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
494,3,2,0,2,2,:1O:1O,:4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
495,3,2,0,2,2,:1O:1O,:3O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
496,3,4,1,1,1,::1O,:::2O,1O,,1L,1,0.03000300030003
497,3,2,0,2,2,:1O:1O,:3O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
498,3,3,0,1,1,::2O,:1O:3O,,,1L,1,0.03000300030003
499,3,3,0,1,2,:1O:1O,::5O,,,1L:1L,1,0.03000300030003
500,3,2,0,2,2,1O:2O:2O,:3O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
501,3,3,0,2,1,:1O:1O,::,,1S:2S:2S:3S:3S:3S:3S:4S,1L,1,0.03000300030003
502,3,2,0,2,2,1O:1O:1O,:4O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
503,3,3,0,2,1,:1O:1O,:1O:1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
504,3,3,0,2,1,1O:1O:1O,::1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
505,3,2,0,2,2,1O:1O:1O,:2O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
506,3,3,0,2,1,1O:1O:2O,::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
507,4,0,1,1,1,::1O:2O,,1O,,1L,1,0.03000300030003
508,3,3,0,2,1,1O:1O:2O,::,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
509,3,4,1,1,1,1O:1O:1O,:::,1O,,1L,1,0.03000300030003
510,3,2,0,2,2,:1O:1O,:4O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
511,3,2,0,2,2,::,:3O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
512,3,4,0,2,1,::1O,:::,,:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
513,3,2,0,3,2,:1O:1O,1O:2O,,::1S:1S:1S:2S:2S:2S:2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
514,3,2,0,3,2,1O:2O:2O,:2O,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
515,3,2,0,3,2,1O:1O:1O,:3O,,::::1S:1S:1S:1S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
516,3,3,0,1,1,:1O:2O,::2O,,,1L,1,0.03000300030003
517,3,3,0,1,0,::,::2O,,,,1,0.03000300030003
518,3,4,0,1,1,::2O,:::2O,,,1L,1,0.03000300030003
519,3,2,0,3,1,::1O,:,,:::1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
520,3,2,0,2,2,::1O,:5O,,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
521,3,3,0,1,1,:2O:2O,::2O,,,1L,1,0.03000300030003
522,3,2,0,2,2,::1O,:5O,,2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
523,3,2,0,2,2,::1O,:5O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
524,3,2,0,2,2,::1O,:5O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
525,3,3,0,1,1,::,:2O:2O,,,1L,1,0.03000300030003
526,3,2,0,2,2,::1O,:5O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
527,3,2,0,2,2,::1O,:4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
528,3,3,3,1,1,:1O:1O,::1O,:1O:1O,,1L,1,0.03000300030003
529,3,3,1,1,1,::1O,:1O:2O,,,1L,1,0.03000300030003
530,3,3,0,2,1,:1O:2O,::,,:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
531,3,3,0,2,2,::1O,::4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
532,3,3,0,3,1,1O:1O:1O,::1O,,:::1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
533,3,3,0,3,1,:1O:1O,::,,:::1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
534,3,3,0,3,2,:1O:1O,::2O,,:::1S:1S:1S:1S:2S:3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
535,3,3,0,3,2,:1O:1O,::2O,,::::1S:1S:1S:1S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
536,3,3,0,2,1,::1O,::,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
537,3,2,1,2,1,:1O:1O,:,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
538,3,2,1,2,1,:1O:1O,:,1O1S,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
539,3,2,1,2,1,::,:3O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
540,3,3,0,3,2,:1O:1O,::3O,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
541,3,2,1,2,1,::1O,:,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
542,3,2,1,1,1,::1O,:2O,1O,,1L,1,0.03000300030003
543,3,2,1,2,1,::1O,:,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
544,3,2,1,2,1,::1O,:1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
545,3,3,0,3,2,:1O:2O,::3O,,::::1S:1S:1S:1S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
546,3,2,1,1,1,::1O,1O:3O,,,1L,1,0.03000300030003
547,3,2,1,1,1,::1O,:4O,1O,,1L,1,0.03000300030003
548,3,2,1,1,2,1O:1O:1O,1O:2O,1O,,1L:1L,1,0.03000300030003
549,3,2,1,2,2,:1O:1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
550,3,3,0,2,2,::1O,::3O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
551,3,3,0,2,1,::1O,::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
552,3,3,0,2,1,::1O,::2O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
553,3,3,0,2,2,1O:1O:1O,::3O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
554,3,2,1,1,2,::1O,:4O,2O,,1L:1L,1,0.03000300030003
555,3,2,1,2,1,:1O:1O,:,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
556,3,2,1,1,2,:1O:1O,:4O,1O,,1L:1L,1,0.03000300030003
557,3,3,0,2,2,1O:1O:1O,::4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
558,3,2,1,1,2,:1O:1O,:2O,2O,,1L:1L,1,0.03000300030003
559,3,3,0,2,1,::1O,::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
560,3,2,1,1,2,1O:1O:2O,:2O,1O1S,,1L:1L,1,0.03000300030003
561,3,3,0,2,2,:1O:1O,::4O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
562,3,2,1,1,2,1O:1O:2O,:2O,1O,,1L:1L,1,0.03000300030003
563,3,2,1,1,2,1O:1O:1O,:2O,2O1S,,1L:1L,1,0.03000300030003
564,3,3,0,2,1,::1O,::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
565,3,3,0,2,1,::1O,::,,:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
566,3,2,1,1,1,::,:4O,1O,,1L,1,0.03000300030003
567,3,2,1,2,2,:1O:1O,:3O,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
568,3,3,2,1,1,:1O:1O,::2O,:1O,,1L,1,0.03000300030003
569,3,3,0,2,1,::,::3O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
570,3,3,1,1,1,:1O:1O,:1O:4O,,,1L,1,0.03000300030003
571,3,3,1,1,1,:1O:1O,::,1O,,1L,1,0.03000300030003
572,3,3,0,1,0,:1O:1O,::,,,,1,0.03000300030003
573,3,3,0,1,0,:1O:1O,::1O,,,,1,0.03000300030003
574,3,2,1,1,1,1O:1O:1O,:3O,,,1L,1,0.03000300030003
575,3,3,0,2,1,:1O:2O,::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
576,3,3,1,1,1,:1O:1O,::1O,2O1S,,1L,1,0.03000300030003
577,3,3,0,1,0,::,::1O,,,,1,0.03000300030003
578,3,2,1,2,1,:1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
579,3,3,1,1,1,::1O,:1O:3O,1O,,1L,1,0.03000300030003
580,3,2,1,1,1,1O:1O:1O,:1O,2O1S,,1L,1,0.03000300030003
581,3,2,1,1,1,1O:1O:1O,:1O,1N4O2S,,1L,1,0.03000300030003
582,3,3,1,1,1,::1O,::3O,1O,,1L,1,0.03000300030003
583,3,3,1,2,2,:1O:1O,::3O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
584,3,2,0,3,3,:1O:1O,:3O,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
585,3,2,2,1,2,1O:1O:1O,:3O,:1O,,1L:1L,1,0.03000300030003
586,3,2,1,1,1,1O:1O:2O,:1O,1O,,1L,1,0.03000300030003
587,3,2,1,1,1,::,1O:4O,,,1L,1,0.03000300030003
588,3,2,1,1,1,:1O:1O,:,1N1O1S,,1L,1,0.03000300030003
589,3,2,1,1,1,::,1O:3O,1O,,1L,1,0.03000300030003
590,3,2,1,1,1,::,1O:3O,,,1L,1,0.03000300030003
591,3,3,0,3,2,::1O,::2O,,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
592,3,3,0,3,2,::1O,::2O,,:::1S:1S:1S:1S:2S:3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
593,3,2,1,1,1,:1O:2O,:3O,1O,,1L,1,0.03000300030003
594,3,2,1,1,1,:1O:1O,:4O,,,1L,1,0.03000300030003
595,3,2,1,2,2,:1O:1O,:3O,3O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
596,3,3,1,1,0,::1O,::1O,,,,1,0.03000300030003
597,3,3,1,1,1,1O:1O:1O,::,2O,,1L,1,0.03000300030003
598,3,3,0,2,1,::1O,:1O:2O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
599,3,2,1,2,2,:1O:1O,:4O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
600,3,2,2,1,1,::1O,:3O,:,,1L,1,0.03000300030003
601,3,2,1,1,1,:1O:1O,:2O,,,1L,1,0.03000300030003
602,3,3,1,1,1,1O:1O:2O,::,1O,,1L,1,0.03000300030003
