,num_dol,num_dmi,num_tfsi,num_ps,num_li,atoms_dol,atoms_dmi,atoms_tfsi,atoms_ps,atoms_li,count,%
323,2,4,0,1,1,:1O,:1N1O:1O:1O,,,1L,2,0.06000600060006
324,3,3,0,2,1,::,:1N:1O,,:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
325,3,3,1,1,2,1O:1O:1O,:1O:1O,1O,,1L:1L,2,0.06000600060006
326,4,2,1,1,2,:1O:1O:1O,1O:1O,3O1S,,1L:1L,2,0.06000600060006
327,3,2,0,1,1,:1O:1O,:,,,1L,2,0.06000600060006
328,7,2,0,1,0,::::::,:,,,,2,0.06000600060006
329,2,6,0,1,1,:,::::1O:1O,,,1L,2,0.06000600060006
330,3,2,0,2,2,:1O:1O,:1O,,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
331,3,2,1,1,1,:1O:1O,1O:1O,,,1L,2,0.06000600060006
332,4,2,0,2,1,::1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
333,2,6,0,1,2,:1O,:1N1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
334,2,6,0,1,1,:1O,::::1O:1O,,,1L,2,0.06000600060006
335,4,1,1,1,1,::1O:1O,,1O,,1L,2,0.06000600060006
336,3,2,1,1,1,:1O:1O,:1O,,,1L,2,0.06000600060006
337,2,6,0,1,2,:1O,::1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
338,3,2,1,1,1,:1O:1O,:1O,1O,,1L,2,0.06000600060006
339,2,5,1,1,2,:,:1O:1O:1O:1O,2O,,1L:1L,2,0.06000600060006
340,4,2,0,2,1,:::,:1O,,::1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
341,2,5,0,2,1,:1O,::::1O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
342,0,5,0,1,1,,::1N:1N1O:1O,,,1L,2,0.06000600060006
343,2,5,0,1,2,:2O,1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
344,3,2,0,2,2,1O:1O:1O,:1O,,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
345,4,1,2,1,2,1O:1O:1O:1O,1O,:2O,,1L:1L,2,0.06000600060006
346,3,6,0,1,2,::1O,:1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
347,7,1,0,1,1,:::::1O:1O,1O,,,1L,2,0.06000600060006
348,0,4,1,1,2,,:1O:1O:1O,1O,,1L:1L,2,0.06000600060006
349,4,2,0,1,1,::1O:1O,1O:2N1O,,,1L,2,0.06000600060006
350,3,2,0,1,1,:1O:2O,:1O,,,1L,2,0.06000600060006
351,4,2,0,1,1,:1O:1O:2O,:1O,,,1L,2,0.06000600060006
352,3,2,0,1,2,:1O:1O,1O:1O,,,1L:1L,2,0.06000600060006
353,4,2,0,1,1,:::2O,1O:1O,,,1L,2,0.06000600060006
354,3,1,0,2,2,:1O:1O,1O,,3S:3S:4S:4S:4S:4S:4S:4S,1L:1L,2,0.06000600060006
355,3,2,0,2,1,::1O,:1N1O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
356,3,2,0,2,1,::,1N:1O,,:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
357,3,1,0,2,2,:1O:1O,1O,,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
358,4,2,0,1,2,:1O:1O:1O,1N1O:1O,,,1L:1L,2,0.06000600060006
359,3,1,0,2,2,1O:1O:1O,1O,,3S:3S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
360,3,1,0,2,2,1O:1O:1O,1O,,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
361,3,2,0,2,1,::,:1O,,:1S:1S:2S:2S:2S:2S:3S,1L,2,0.06000600060006
362,3,2,1,1,1,::1O,1O:1O,,,1L,2,0.06000600060006
363,3,2,1,1,1,::1O,:,2O,,1L,2,0.06000600060006
364,3,2,1,1,1,::1O,:1N1O,1O,,1L,2,0.06000600060006
365,2,4,1,1,2,:1O,:1O:1O:1O,1O,,1L:1L,2,0.06000600060006
366,3,3,0,1,1,:1O:1O,1N1O:1O:1O,,,1L,2,0.06000600060006
367,2,5,0,1,0,:1O,::::,,,,2,0.06000600060006
368,2,5,0,1,0,:,::::1N,,,,2,0.06000600060006
369,4,1,0,1,1,:1O:1O:1O,,,,1L,2,0.06000600060006
370,2,5,0,1,0,:,::::,,,,2,0.06000600060006
371,2,4,1,2,2,:1O,:1O:1O:1O,1O,1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
372,4,2,1,1,2,1O:1O:1O:1O,:1O,2O1S,,1L:1L,2,0.06000600060006
373,2,5,0,1,2,:,1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
374,7,1,0,1,1,::::::1O,1O,,,1L,2,0.06000600060006
375,3,3,0,1,1,:1O:2O,:1O:1O,,,1L,2,0.06000600060006
376,3,3,0,1,1,:1O:2O,::1O,,,1L,2,0.06000600060006
377,3,3,0,1,1,::,1N:1N1O:1O,,,1L,2,0.06000600060006
378,2,4,1,1,2,:1O,1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
379,2,4,1,1,2,:1O,1N1O:1O:1O:1O,1O,,1L:1L,2,0.06000600060006
380,4,1,0,1,1,::1O:1O,,,,1L,2,0.06000600060006
381,4,1,0,1,2,1O:1O:1O:1O,1O,,,1L:1L,2,0.06000600060006
382,3,3,0,1,0,::1O,::2N1O,,,,2,0.06000600060006
383,4,2,1,1,1,:::1O,:1O,,,1L,2,0.06000600060006
384,4,2,1,1,1,:::1O,:1N1O,1O,,1L,2,0.06000600060006
385,2,5,0,1,1,:,:::1O:1O,,,1L,2,0.06000600060006
386,3,3,0,1,0,::1O,::,,,,2,0.06000600060006
387,4,1,0,1,2,::1O:1O,1O,,,1L:1L,2,0.06000600060006
388,3,3,0,1,0,::,::1N,,,,2,0.06000600060006
389,4,1,0,2,1,:::1O,1O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
390,3,2,2,1,2,1O:1O:1O,:1O,1O:1O1S,,1L:1L,2,0.06000600060006
391,3,2,1,1,2,:1O:1O,1O:1O,1O,,1L:1L,2,0.06000600060006
392,4,2,1,1,1,::1O:1O,:1O,,,1L,2,0.06000600060006
393,3,2,1,1,2,1O:1O:2O,1O:1O,1O,,1L:1L,2,0.06000600060006
394,2,5,0,1,1,:1O,::::1O,,,1L,2,0.06000600060006
395,3,2,1,1,1,::1O,:1O,2O,,1L,2,0.06000600060006
396,4,2,1,1,1,:1O:1O:1O,:1N1O,,,1L,2,0.06000600060006
397,4,2,1,1,2,:1O:1O:1O,1N1O:1O,1O,,1L:1L,2,0.06000600060006
398,0,5,1,1,2,,::1O:1O:1O,1O,,1L:1L,2,0.06000600060006
399,2,4,0,1,1,:,:1N:1N1O:1O,,,1L,2,0.06000600060006
400,2,2,0,1,1,1O:1O,:1O,,,1L,2,0.06000600060006
401,5,1,1,1,1,::::1O,1O,1O,,1L,2,0.06000600060006
402,1,6,0,1,2,,:1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
403,1,6,0,1,1,,::::1O:1O,,,1L,2,0.06000600060006
404,5,2,0,1,1,:1O:1O:1O:1O,:1O,,,1L,2,0.06000600060006
405,1,5,1,1,2,1O,:1N1O:1O:1O:1O,1O,,1L:1L,2,0.06000600060006
406,1,5,1,1,2,1O,1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
407,2,4,0,1,1,:,:1N1O:1O:1O,,,1L,2,0.06000600060006
408,1,5,1,1,2,,:1O:1O:1O:1O,2O,,1L:1L,2,0.06000600060006
409,1,5,1,1,2,,:1O:1O:1O:1O,1O,,1L:1L,2,0.06000600060006
410,6,2,0,1,2,:1O:1O:1O:1O:1O,1O:1O,,,1L:1L,2,0.06000600060006
411,5,2,0,1,1,:::1O:1O,1N1O:1O,,,1L,2,0.06000600060006
412,5,2,0,1,1,:::1O:1O,1N:1O,,,1L,2,0.06000600060006
413,5,2,0,1,1,:::1O:1O,:,,,1L,2,0.06000600060006
414,5,2,0,1,1,::::1O,1N1O:1O,,,1L,2,0.06000600060006
415,1,5,0,1,2,1O,:1N1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
416,1,5,0,1,2,1O,1O:1O:1O:1O:2N1O,,,1L:1L,2,0.06000600060006
417,5,2,0,1,2,1O:1O:1O:1O:1O,:1O,,,1L:1L,2,0.06000600060006
418,2,2,0,1,1,1O:1O,1O:2N1O,,,1L,2,0.06000600060006
419,5,1,0,1,1,:::1O:2O,1N1O,,,1L,2,0.06000600060006
420,5,2,0,1,2,::1O:1O:1O,:1O,,,1L:1L,2,0.06000600060006
421,2,2,0,2,1,:,:1O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
422,2,3,0,1,1,:1O,::1O,,,1L,2,0.06000600060006
423,2,3,0,1,1,:1O,::1N,,,1L,2,0.06000600060006
424,6,2,0,2,1,::::1O:1O,:1O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
425,2,3,0,1,1,:1O,:1N1O:1N1O,,,1L,2,0.06000600060006
426,4,4,0,1,1,:::1O,:::1O,,,1L,2,0.06000600060006
427,4,4,0,1,2,::1O:1O,1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
428,2,3,0,1,1,1O:1O,:1O:1O,,,1L,2,0.06000600060006
429,4,4,0,2,1,:::1O,:::1O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
430,2,3,0,1,0,:,::,,,,2,0.06000600060006
431,2,3,0,1,0,:,:1N:2N,,,,2,0.06000600060006
432,5,1,0,1,0,::::,,,,,2,0.06000600060006
433,2,2,1,1,1,:1O,:1O,1O,,1L,2,0.06000600060006
434,2,2,1,1,1,:1O,1N1O:2N,1O,,1L,2,0.06000600060006
435,5,1,0,1,1,::1O:1O:2O,1O,,,1L,2,0.06000600060006
436,5,1,0,1,1,:::1O:1O,,,,1L,2,0.06000600060006
437,2,2,0,2,1,:1O,:1O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
438,5,1,0,1,1,:::1O:1O,1N1O,,,1L,2,0.06000600060006
439,5,2,0,1,2,::1O:1O:1O,1O:1O,,,1L:1L,2,0.06000600060006
440,1,5,0,1,1,,:::1O:1O,,,1L,2,0.06000600060006
441,2,3,0,1,2,1O:2O,1O:1O:1O,,,1L:1L,2,0.06000600060006
442,1,4,0,1,1,1O,1N:1N:1O:1O,,,1L,2,0.06000600060006
443,6,0,0,1,0,:::::,,,,,2,0.06000600060006
444,6,0,0,1,1,::::1O:1O,,,,1L,2,0.06000600060006
445,1,3,2,1,2,1O,:1O:1O,1O:2O,,1L:1L,2,0.06000600060006
446,1,3,1,2,2,1O,1O:1O:1O,1O,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
447,6,1,0,1,0,:::::,,,,,2,0.06000600060006
448,6,1,0,1,1,::1O:1O:1O:1O,1O,,,1L,2,0.06000600060006
449,1,3,1,1,1,1O,:1O:2N,,,1L,2,0.06000600060006
450,1,3,0,2,1,,::1O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
451,1,3,0,2,1,,::1O,,::1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
452,6,1,0,1,1,:::::1O,1O,,,1L,2,0.06000600060006
453,1,3,0,1,1,1O,::2N,,,1L,2,0.06000600060006
454,6,1,0,1,2,::1O:1O:1O:1O,1O,,,1L:1L,2,0.06000600060006
455,6,1,0,1,2,:::1O:1O:1O,1O,,,1L:1L,2,0.06000600060006
456,1,3,0,1,1,1O,:1N:1O,,,1L,2,0.06000600060006
457,6,2,0,1,0,:::::1O,:,,,,2,0.06000600060006
458,6,2,0,1,1,:::1O:1O:1O,1N:1O,,,1L,2,0.06000600060006
459,0,5,2,1,2,,:1O:1O:1O:1O,1O:1O,,1L:1L,2,0.06000600060006
460,5,4,0,1,1,:::1O:1O,::1O:1O,,,1L,2,0.06000600060006
461,1,4,0,1,1,1O,:1N:1N1O:1O,,,1L,2,0.06000600060006
462,1,5,0,1,1,,::1N:1O:1O,,,1L,2,0.06000600060006
463,1,4,0,1,1,1O,::1N1O:1O,,,1L,2,0.06000600060006
464,1,5,0,1,0,,::::2N1O,,,,2,0.06000600060006
465,5,2,0,2,1,::::1O,:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,2,0.06000600060006
466,1,4,1,2,2,1O,:1O:1O:1O,1O,1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
467,1,4,1,1,2,1O,1N1O:1O:1O:1O,1O,,1L:1L,2,0.06000600060006
468,1,4,1,1,2,1O,1N1O:1N1O:1O:1O,2O,,1L:1L,2,0.06000600060006
469,1,4,1,1,1,1O,::1O:1O,,,1L,2,0.06000600060006
470,5,3,0,1,0,::::,::,,,,2,0.06000600060006
471,1,4,0,2,2,1O,1O:1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
472,5,3,0,1,1,::1O:1O:2O,::1O,,,1L,2,0.06000600060006
473,1,4,0,2,1,,:::1O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
474,1,4,0,2,1,,:::1O,,::1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
475,1,4,0,2,1,,:::1O,,:1S:1S:2S:2S:2S:2S:3S,1L,2,0.06000600060006
476,5,3,0,1,1,:::1O:2O,::1O,,,1L,2,0.06000600060006
477,5,3,0,1,1,::::1O,:1N1O:1O,,,1L,2,0.06000600060006
478,5,3,0,1,1,::::1O,::,,,1L,2,0.06000600060006
479,1,4,0,1,2,1O,1O:1O:1O:2N1O,,,1L:1L,2,0.06000600060006
480,5,3,0,2,1,::::1O,::1O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
481,2,3,0,1,2,1O:1O,1N:1O:1O,,,1L:1L,2,0.06000600060006
482,5,2,0,1,1,::1O:1O:1O,:,,,1L,2,0.06000600060006
483,6,3,0,1,1,:::::1O,:1O:1O,,,1L,2,0.06000600060006
484,2,3,0,2,1,:,::1O,,::1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
485,4,3,1,1,2,:1O:1O:1O,:1O:1O,1O,,1L:1L,2,0.06000600060006
486,2,3,1,1,2,1O:1O,:1O:1O,,,1L:1L,2,0.06000600060006
487,4,3,0,1,2,::1O:1O,1O:1O:1O,,,1L:1L,2,0.06000600060006
488,2,3,1,1,1,:1O,::1O,1O,,1L,2,0.06000600060006
489,4,3,0,1,2,::1O:1O,1N1O:1O:1O,,,1L:1L,2,0.06000600060006
490,4,3,0,1,2,:::1O,1O:1O:1O,,,1L:1L,2,0.06000600060006
491,4,3,0,2,1,::1O:1O,::1O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
492,4,3,0,2,1,:::1O,::1O,,::1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
493,4,3,0,2,2,:1O:1O:1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
494,4,3,0,1,2,:1O:1O:2O,1O:1O:1O,,,1L:1L,2,0.06000600060006
495,4,3,0,1,2,:1O:1O:1O,:1O:1O,,,1L:1L,2,0.06000600060006
496,4,4,0,1,0,:::,:::,,,,2,0.06000600060006
497,4,3,0,1,2,1O:1O:1O:1O,1O:1O:1O,,,1L:1L,2,0.06000600060006
498,2,3,1,1,2,1O:1O,:1O:1O,1O,,1L:1L,2,0.06000600060006
499,2,3,0,2,1,:,:1N1O:1O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
500,2,3,1,1,1,1O:1O,::1N1O,,,1L,2,0.06000600060006
501,2,3,0,2,1,:,:1N:1O,,::1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
502,4,3,0,1,1,:::2O,:1O:1O,,,1L,2,0.06000600060006
503,2,3,0,1,2,:1O,1O:1O:1O,,,1L:1L,2,0.06000600060006
504,5,2,1,1,2,:1O:1O:1O:1O,:1O,1O,,1L:1L,1,0.03000300030003
505,4,0,2,1,2,:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
506,5,3,0,1,1,::1O:1O:1O,:1O:1O,,,1L,1,0.03000300030003
507,5,3,0,1,1,:1O:1O:1O:1O,::1O,,,1L,1,0.03000300030003
508,3,5,1,1,2,::,1O:1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
509,5,3,0,1,0,::::1O,::1N,,,,1,0.03000300030003
510,5,3,0,1,0,::::1O,::,,,,1,0.03000300030003
511,3,6,0,1,2,::,::1N1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
512,7,1,0,1,2,:::1O:1O:1O:1O,1O,,,1L:1L,1,0.03000300030003
513,4,3,0,2,1,:::1O,:1N1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
514,4,3,0,2,1,:::,::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
515,4,3,0,2,1,:::1O,:1N:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
516,4,1,0,1,0,:::,2N1O,,,,1,0.03000300030003
517,5,2,1,1,2,::1O:1O:1O,1O:1O,2O,,1L:1L,1,0.03000300030003
518,4,0,1,1,2,1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
519,5,2,1,1,2,:1O:1O:1O:1O,:1O,2O,,1L:1L,1,0.03000300030003
520,5,2,1,1,2,:::1O:1O,1O:1O,1O,,1L:1L,1,0.03000300030003
521,4,1,0,2,2,:1O:1O:1O,1O,,1S:1S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
522,5,2,1,1,1,::::1O,1O:1O,1O,,1L,1,0.03000300030003
523,5,3,0,1,1,:::1O:1O,:1N1O:1O,,,1L,1,0.03000300030003
524,5,3,0,2,1,::::,::1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
525,3,5,0,1,1,::1O,::::1O,,,1L,1,0.03000300030003
526,4,1,0,2,2,::1O:1O,1O,,3S:3S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
527,5,3,0,2,1,:::1O:1O,::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
528,3,5,0,1,2,:1O:1O,1N1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
529,5,3,0,1,2,:::1O:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
530,5,3,0,1,2,::1O:1O:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
531,5,3,0,1,2,:1O:1O:1O:1O,:1O:1O,,,1L:1L,1,0.03000300030003
532,4,1,0,2,2,::1O:1O,1O,,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
533,4,3,0,1,2,::1O:1O,::1O,,,1L:1L,1,0.03000300030003
534,4,3,0,1,1,::1O:2O,::1O,,,1L,1,0.03000300030003
535,4,3,0,1,1,::1O:2O,::1N1O,,,1L,1,0.03000300030003
536,4,3,0,1,2,::1O:2O,1N1O:1O:1O,,,1L:1L,1,0.03000300030003
537,4,1,0,2,2,::1O:1O,1O,,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
538,5,2,0,1,2,::1O:1O:1O,1N1O:1O,,,1L:1L,1,0.03000300030003
539,4,1,0,2,2,:1O:1O:2O,1O,,2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
540,5,3,0,1,1,:::1O:1O,::1N1O,,,1L,1,0.03000300030003
541,4,1,0,2,2,:1O:1O:1O,1O,,3S:3S:4S:4S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
542,4,1,0,1,0,:::1O,,,,,1,0.03000300030003
543,5,2,1,1,1,:::1O:1O,:1O,2O,,1L,1,0.03000300030003
544,4,1,0,2,1,:1O:1O:1O,1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
545,5,2,0,2,1,::::,:1O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
546,5,2,0,2,1,:::1O:1O,:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
547,6,2,0,1,1,::::1O:1O,1O:1O,,,1L,1,0.03000300030003
548,4,1,0,1,2,:1O:1O:2O,1O,,,1L:1L,1,0.03000300030003
549,5,2,0,2,1,:::1O:1O,:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
550,5,2,0,2,1,:::1O:1O,:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
551,5,2,0,2,1,:::1O:1O,1O:1O,,1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
552,4,1,0,2,1,::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
553,4,1,0,2,2,:1O:1O:1O,1O,,1S:2S:3S:3S:4S:4S:4S:5S,1L:1L,1,0.03000300030003
554,4,1,0,2,1,::1O:1O,1N1O,,2S:2S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
555,4,1,0,2,1,::1O:1O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
556,4,1,0,2,1,:::1O,1O,,1S:1S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
557,4,3,1,1,0,:::,::1N,,,,1,0.03000300030003
558,5,2,0,2,1,::1O:1O:1O,:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
559,4,3,1,1,1,:1O:1O:1O,::,1O,,1L,1,0.03000300030003
560,4,1,0,2,2,1O:1O:1O:1O,1O,,2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
561,4,3,0,2,2,:::1O,1O:1O:1O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
562,4,1,0,1,1,:::2O,1N1O,,,1L,1,0.03000300030003
563,4,1,0,2,2,1O:1O:1O:1O,1O,,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
564,5,2,1,1,1,:::1O:1O,:,1O,,1L,1,0.03000300030003
565,5,2,1,1,1,:::1O:1O,:1O,1O,,1L,1,0.03000300030003
566,4,1,0,1,0,:::2O,,,,,1,0.03000300030003
567,4,1,0,1,1,1O:1O:1O:1O,,,,1L,1,0.03000300030003
568,4,1,0,1,1,1O:1O:1O:1O,1O,,,1L,1,0.03000300030003
569,4,1,0,2,2,:1O:1O:1O,1O,,3S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
570,4,1,0,2,2,:1O:1O:1O,1O,,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
571,3,5,0,1,1,::1O,:::1N1O:1O,,,1L,1,0.03000300030003
572,5,2,1,1,1,:::1O:1O,1O:1O,,,1L,1,0.03000300030003
573,5,2,0,2,1,::::,:1O,,:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
574,4,1,0,1,1,:1O:1O:1O,1N1O,,,1L,1,0.03000300030003
575,5,2,1,1,1,:::1O:1O,1N1O:1O,,,1L,1,0.03000300030003
576,4,3,0,2,2,:1O:1O:1O,:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
577,5,2,1,1,0,::::1O,:,,,,1,0.03000300030003
578,5,2,0,2,2,::1O:1O:1O,1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
579,4,3,0,2,2,::1O:1O,:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
580,5,2,0,2,1,::::1O,:1N1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
581,5,2,1,1,1,:::1O:1O,:1O,1N1O,,1L,1,0.03000300030003
582,4,3,0,1,1,:::,1N1O:1O:1O,,,1L,1,0.03000300030003
583,3,5,0,1,1,::1O,::1O:1O:1O,,,1L,1,0.03000300030003
584,6,1,0,2,1,::::1O:1O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
585,3,4,0,1,1,::1O,::1N:1O,,,1L,1,0.03000300030003
586,6,1,0,2,2,:::1O:1O:1O,1O,,2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
587,3,4,0,1,1,::1O,:::,,,1L,1,0.03000300030003
588,6,1,0,2,1,:::::1O,1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
589,3,4,0,1,1,::1O,:::1O,,,1L,1,0.03000300030003
590,3,4,0,1,1,::2O,:1N1O:1O:1O,,,1L,1,0.03000300030003
591,6,1,0,2,1,::::1O:1O,1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
592,3,4,0,1,1,::2O,::1O:1O,,,1L,1,0.03000300030003
593,4,3,0,1,1,:::1O,1O:1O:2N,,,1L,1,0.03000300030003
594,6,1,1,1,1,:::1O:1O:1O,,1O,,1L,1,0.03000300030003
595,4,3,0,1,2,1O:1O:1O:1O,:1O:1O,,,1L:1L,1,0.03000300030003
596,4,3,0,1,2,1O:1O:1O:2O,1O:1O:1O,,,1L:1L,1,0.03000300030003
597,6,3,0,1,0,:::::1O,::,,,,1,0.03000300030003
598,6,1,0,1,1,:::::1O,,,,1L,1,0.03000300030003
599,4,3,0,1,1,:::1O,1O:1O:1O,,,1L,1,0.03000300030003
600,4,3,0,1,2,:1O:1O:1O,1O:1O:2N1O,,,1L:1L,1,0.03000300030003
601,6,1,0,1,1,::::1O:2O,1O,,,1L,1,0.03000300030003
602,6,2,0,1,1,::::1O:1O,:1N1O,,,1L,1,0.03000300030003
603,6,1,0,2,2,::::1O:1O,1O,,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
604,6,1,1,1,1,::::1O:1O,1O,,,1L,1,0.03000300030003
605,5,3,1,1,1,::::1O,:1O:1O,,,1L,1,0.03000300030003
606,3,4,0,1,1,::,:1N1O:1O:1O,,,1L,1,0.03000300030003
607,6,2,0,1,1,::::1O:1O,1N:1O,,,1L,1,0.03000300030003
608,6,2,0,1,1,:::1O:1O:2O,:1O,,,1L,1,0.03000300030003
609,8,1,0,1,1,:::::1O:1O:1O,1O,,,1L,1,0.03000300030003
610,3,4,0,1,1,:1O:1O,:::1N1O,,,1L,1,0.03000300030003
611,8,0,0,1,1,:::::1O:1O:1O,,,,1L,1,0.03000300030003
612,4,3,0,1,1,:::1O,::2N1O,,,1L,1,0.03000300030003
613,3,4,0,1,1,:1O:2O,:::1O,,,1L,1,0.03000300030003
614,6,2,0,1,1,:::1O:1O:1O,:,,,1L,1,0.03000300030003
615,3,4,0,1,1,::,:1N:1O:1O,,,1L,1,0.03000300030003
616,6,1,1,1,1,::::1O:1O,1O,1O,,1L,1,0.03000300030003
617,6,2,0,1,1,::1O:1O:1O:1O,1O:1O,,,1L,1,0.03000300030003
618,3,4,0,1,1,::,:1O:1O:2N1O,,,1L,1,0.03000300030003
619,3,4,0,1,1,::,::1N1O:1O,,,1L,1,0.03000300030003
620,4,3,0,1,2,1O:1O:1O:1O,1N1O:1O:1O,,,1L:1L,1,0.03000300030003
621,3,4,0,1,1,::1O,1N:1N:1O:1O,,,1L,1,0.03000300030003
622,3,4,0,1,1,::1O,1N:1O:1O:2N1O,,,1L,1,0.03000300030003
623,3,4,0,1,1,::1O,:1N1O:1N1O:1O,,,1L,1,0.03000300030003
624,6,1,1,1,1,:::::1O,1O,2O1S,,1L,1,0.03000300030003
625,6,1,0,1,1,::::1O:1O,,,,1L,1,0.03000300030003
626,3,4,0,1,2,:1O:2O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
627,6,1,0,1,1,::1O:1O:1O:1O,,,,1L,1,0.03000300030003
