,num_dol,num_ipms,num_tfsi,num_ps,num_li,atoms_dol,atoms_ipms,atoms_tfsi,atoms_ps,atoms_li,count,%
377,5,3,0,1,1,::::1O,:1O:1O,,,1L,1,0.03000300030003
378,3,4,0,2,1,::1O,:::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
379,5,1,1,1,1,::::1O,,1O,,1L,1,0.03000300030003
380,5,4,0,1,0,::::,:::,,,,1,0.03000300030003
381,3,2,0,1,1,1O:1O:1O,:1O,,,1L,1,0.03000300030003
382,3,4,0,1,2,::1O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
383,3,2,0,1,1,1O:1O:1O,1O:1O,,,1L,1,0.03000300030003
384,3,5,0,1,1,::1O,::::1O,,,1L,1,0.03000300030003
385,3,5,0,1,2,::,:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
386,3,2,0,1,0,::,:1O,,,,1,0.03000300030003
387,4,4,0,1,1,:::,:1O:1O:1O,,,1L,1,0.03000300030003
388,6,0,0,1,1,::::1O:1O,,,,1L,1,0.03000300030003
389,3,4,0,1,2,::1O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
390,5,2,1,1,1,::::1O,1O:1O,,,1L,1,0.03000300030003
391,3,2,0,2,1,::,:,,::::1S:1S:1S:1S,1L,1,0.03000300030003
392,3,4,0,1,1,::,:::1O,,,1L,1,0.03000300030003
393,3,4,0,1,1,:1O:1O,:::1O,,,1L,1,0.03000300030003
394,3,2,0,1,2,::1O,1O:2O1S,,,1L:1L,1,0.03000300030003
395,3,2,0,1,2,::1O,1O:1O,,,1L:1L,1,0.03000300030003
396,3,2,0,1,2,:1O:1O,1O:2O,,,1L:1L,1,0.03000300030003
397,3,2,0,1,2,1O:1O:1O,1O:2O1S,,,1L:1L,1,0.03000300030003
398,3,2,0,1,1,::1O,:,,,1L,1,0.03000300030003
399,3,2,0,1,1,::1O,1O:1O1S,,,1L,1,0.03000300030003
400,3,2,0,1,1,::,1O:1O1S,,,1L,1,0.03000300030003
401,5,2,0,1,1,::::1O,:1O,,,1L,1,0.03000300030003
402,3,4,0,1,1,::1O,:1O:1O:1O1S,,,1L,1,0.03000300030003
403,4,4,0,1,1,:::1O,:1O:1O:1O,,,1L,1,0.03000300030003
404,3,2,0,1,1,::,:2O,,,1L,1,0.03000300030003
405,3,4,0,1,1,::1O,:::,,,1L,1,0.03000300030003
406,3,2,0,1,1,::,1O:2O1S,,,1L,1,0.03000300030003
407,3,3,0,1,1,::,1O:1O:1O1S,,,1L,1,0.03000300030003
408,0,2,0,1,0,,:,,,,1,0.03000300030003
409,2,5,0,1,1,:,::1O:1O:2O,,,1L,1,0.03000300030003
410,1,4,1,1,1,,:::1O,,,1L,1,0.03000300030003
411,1,3,0,2,2,1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
412,1,3,0,2,2,,:1O:2O1S,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
413,1,3,0,2,2,,:1O:2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
414,1,3,0,2,1,,::1O,,1S:1S:2S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
415,1,3,0,2,1,,::1O,,1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
416,1,3,0,2,1,,::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
417,1,3,0,2,1,,:1O:1O1S,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
418,1,3,0,1,2,1O,1O:1O:2O1S,,,1L:1L,1,0.03000300030003
419,1,3,0,1,2,,:1O:2O1S,,,1L:1L,1,0.03000300030003
420,1,3,0,1,2,,1O:1O:2O,,,1L:1L,1,0.03000300030003
421,1,3,0,1,2,,1O:1O:1O,,,1L:1L,1,0.03000300030003
422,1,3,0,1,1,1O,:1O:2O,,,1L,1,0.03000300030003
423,1,3,0,1,1,,::1O1S,,,1L,1,0.03000300030003
424,1,3,0,1,1,,:1O:1O1S,,,1L,1,0.03000300030003
425,1,3,0,1,1,,1O:1O:2O,,,1L,1,0.03000300030003
426,1,3,0,1,1,,1O:1O:1O1S,,,1L,1,0.03000300030003
427,1,2,2,1,2,1O,1O:1O,1O:2O,,1L:1L,1,0.03000300030003
428,1,2,2,1,2,1O,1O:1O,1O:1O,,1L:1L,1,0.03000300030003
429,1,2,1,2,1,,:1O,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
430,1,2,1,1,1,1O,:1O,1O,,1L,1,0.03000300030003
431,1,2,1,1,0,,:,,,,1,0.03000300030003
432,1,2,0,2,1,,:1O,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
433,1,2,0,2,1,,:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
434,1,3,0,2,2,1O,:1O:2O1S,,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
435,1,3,1,1,1,,:1O:1O1S,,,1L,1,0.03000300030003
436,1,3,1,1,1,,:1O:1O1S,1N1O,,1L,1,0.03000300030003
437,1,4,0,1,1,,::1O:2O,,,1L,1,0.03000300030003
438,1,4,0,2,2,1O,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
439,1,4,0,2,1,1O,:::1O,,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
440,1,4,0,2,1,,:::1O,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
441,1,4,0,2,1,,::1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
442,1,4,0,1,2,1O,:1O:2O:2O,,,1L:1L,1,0.03000300030003
443,1,4,0,1,2,1O,:1O:1O:2O,,,1L:1L,1,0.03000300030003
444,1,4,0,1,2,1O,1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
445,1,4,0,1,2,,:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
446,1,4,0,1,1,1O,::1O:1O1S,,,1L,1,0.03000300030003
447,1,4,0,1,1,,:::2O1S,,,1L,1,0.03000300030003
448,1,4,0,1,1,,:1O:1O:2O,,,1L,1,0.03000300030003
449,1,3,1,1,1,,:1O:2O,,,1L,1,0.03000300030003
450,1,4,0,1,1,,1O:1O:1O:2O1S,,,1L,1,0.03000300030003
451,1,4,0,1,0,1O,:::,,,,1,0.03000300030003
452,1,3,2,1,2,1O,::1O,1O:1O,,1L:1L,1,0.03000300030003
453,1,3,2,1,2,1O,:1O:1O,1O:2O,,1L:1L,1,0.03000300030003
454,1,3,2,1,2,1O,:1O:1O,1O:1O,,1L:1L,1,0.03000300030003
455,1,3,1,1,2,1O,:1O:2O,,,1L:1L,1,0.03000300030003
456,1,3,1,1,2,1O,:1O:1O,2O,,1L:1L,1,0.03000300030003
457,1,3,1,1,1,1O,:1O:1O,1O,,1L,1,0.03000300030003
458,1,3,1,1,1,,::2O,1O,,1L,1,0.03000300030003
459,1,3,1,1,1,,::1O,2O,,1L,1,0.03000300030003
460,1,2,0,2,1,,1O:1O,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
461,1,2,0,1,2,1O,1O:2O1S,,,1L:1L,1,0.03000300030003
462,1,2,0,1,2,1O,1O:2O,,,1L:1L,1,0.03000300030003
463,0,3,1,1,1,,::,,,1L,1,0.03000300030003
464,0,4,0,1,2,,1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
465,0,4,0,1,2,,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
466,0,4,0,1,2,,1O:1O1S:2O:2O1S,,,1L:1L,1,0.03000300030003
467,0,4,0,1,1,,:::2O1S,,,1L,1,0.03000300030003
468,0,4,0,1,1,,::1O:2O,,,1L,1,0.03000300030003
469,0,4,0,1,1,,1O:1O:1O:1O,,,1L,1,0.03000300030003
470,0,3,1,2,1,,::1O,2O,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
471,0,3,1,2,1,,::1O,1O,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
472,0,3,1,1,2,,:1O:1O,2O,,1L:1L,1,0.03000300030003
473,0,3,1,1,2,,:1O:1O,1N2O,,1L:1L,1,0.03000300030003
474,0,3,1,1,1,,:1O:1O1S,,,1L,1,0.03000300030003
475,0,4,0,1,2,,1O:1O:2O:2O1S,,,1L:1L,1,0.03000300030003
476,0,3,1,1,0,,::,,,,1,0.03000300030003
477,0,3,0,2,1,,::1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
478,0,3,0,2,1,,::1O,,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
479,0,3,0,2,1,,::1O,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
480,0,3,0,2,1,,::,,1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
481,0,3,0,1,2,,:1O:2O,,,1L:1L,1,0.03000300030003
482,0,3,0,1,2,,1O:1O:2O1S,,,1L:1L,1,0.03000300030003
483,0,3,0,1,1,,::,,,1L,1,0.03000300030003
484,0,3,0,1,1,,:1O:1O1S,,,1L,1,0.03000300030003
485,0,2,1,1,1,,:1O,1O,,1L,1,0.03000300030003
486,0,4,0,1,2,,1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
487,0,4,0,1,2,,:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
488,1,2,0,1,2,,1O:2O1S,,,1L:1L,1,0.03000300030003
489,0,5,0,2,1,,::::1O,,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
490,1,2,0,1,1,,:,,,1L,1,0.03000300030003
491,1,2,0,1,0,,:1O,,,,1,0.03000300030003
492,1,1,1,1,1,,,,,1L,1,0.03000300030003
493,1,1,0,1,1,1O,1O,,,1L,1,0.03000300030003
494,1,0,1,1,1,1O,,1O,,1L,1,0.03000300030003
495,0,6,1,1,2,,:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
496,0,6,0,1,2,,:::1O:1O:2O1S,,,1L:1L,1,0.03000300030003
497,0,6,0,1,2,,:1O:1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
498,0,6,0,1,2,,:1O:1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
499,0,5,1,1,1,,:::1O:1O,,,1L,1,0.03000300030003
500,0,5,0,2,1,,:::1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
501,0,4,0,2,1,,::1O:1O,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
502,0,5,0,1,2,,::1O:1O:2O1S,,,1L:1L,1,0.03000300030003
503,0,5,0,1,2,,::1O:1O:1O,,,1L:1L,1,0.03000300030003
504,0,5,0,1,2,,1O:1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
505,0,5,0,1,1,,::1O:1O:1O1S,,,1L,1,0.03000300030003
506,0,5,0,1,1,,1O:1O:1O:1O:1O,,,1L,1,0.03000300030003
507,0,4,1,1,1,,:::1O,1O,,1L,1,0.03000300030003
508,0,4,1,1,1,,:::1O,,,1L,1,0.03000300030003
509,0,4,1,1,0,,:::,,,,1,0.03000300030003
510,0,4,0,2,1,,:::1O,,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
511,0,4,0,2,1,,:::1O,,1S:1S:2S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
512,1,4,1,1,0,,:::,,,,1,0.03000300030003
513,1,4,1,1,1,1O,::1O:1O,,,1L,1,0.03000300030003
514,2,5,0,1,1,1O:1O,:::1O:1O,,,1L,1,0.03000300030003
515,1,4,1,1,1,1O,::1O:1O,1O,,1L,1,0.03000300030003
516,2,3,0,2,1,:1O,::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
517,2,3,0,2,1,:,::1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
518,2,3,0,2,1,:,::1O,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
519,2,3,0,1,2,:1O,::1O,,,1L:1L,1,0.03000300030003
520,2,3,0,1,2,:1O,1O:1O:2O,,,1L:1L,1,0.03000300030003
521,2,3,0,1,2,:,1O:2O:2O1S,,,1L:1L,1,0.03000300030003
522,2,3,0,1,2,:,1O:1O:2O1S,,,1L:1L,1,0.03000300030003
523,2,3,0,1,2,1O:1O,1O:1O:2O,,,1L:1L,1,0.03000300030003
524,2,3,0,1,2,1O:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
525,2,3,0,1,1,:1O,::1O1S,,,1L,1,0.03000300030003
526,2,3,0,1,1,:1O,::,,,1L,1,0.03000300030003
527,2,3,0,1,1,:1O,:1O:1O1S,,,1L,1,0.03000300030003
528,2,3,0,1,1,:,:1O:1O1S,,,1L,1,0.03000300030003
529,2,3,0,1,1,:,1O:1O:2O1S,,,1L,1,0.03000300030003
530,2,3,0,1,1,:,1O:1O1S:1O1S,,,1L,1,0.03000300030003
531,2,3,0,1,1,1O:1O,::2O,,,1L,1,0.03000300030003
532,0,2,0,1,1,,1O:1O,,,1L,1,0.03000300030003
533,2,3,0,1,1,1O:1O,::,,,1L,1,0.03000300030003
534,2,3,0,1,0,:,::1O,,,,1,0.03000300030003
535,2,2,2,1,2,:1O,1O:1O,1O:2O1S,,1L:1L,1,0.03000300030003
536,2,2,2,1,2,:1O,1O:1O,1O:2O,,1L:1L,1,0.03000300030003
537,2,2,2,1,2,:1O,1O:1O,1O:1O,,1L:1L,1,0.03000300030003
538,2,2,2,1,2,1O:1O,:1O,1O:2O,,1L:1L,1,0.03000300030003
539,2,3,0,2,1,:1O,::1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
540,2,3,0,2,1,:1O,::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
541,2,3,0,2,2,1O:1O,:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
542,2,4,0,1,1,:1O,:::,,,1L,1,0.03000300030003
543,2,4,1,1,2,1O:1O,::1O:1O,1O,,1L:1L,1,0.03000300030003
544,2,4,1,1,1,:,:::1O,1O,,1L,1,0.03000300030003
545,2,4,1,1,1,:,::1O:1O,1O,,1L,1,0.03000300030003
546,2,4,1,1,1,:,::1O:1O,,,1L,1,0.03000300030003
547,2,4,0,2,1,:,:::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
548,2,4,0,2,1,:,::1O:1O,,1S:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
549,2,4,0,1,2,:1O,:1O:1O:2O,,,1L:1L,1,0.03000300030003
550,2,4,0,1,2,:1O,1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
551,2,4,0,1,2,:,1O:1O:2O:2O1S,,,1L:1L,1,0.03000300030003
552,2,4,0,1,2,1O:1O,::1O:1O,,,1L:1L,1,0.03000300030003
553,2,4,0,1,1,:1O,:1O:1O:2O,,,1L,1,0.03000300030003
554,2,3,0,2,2,:1O,1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
555,2,4,0,1,1,1O:1O,::1O:1O,,,1L,1,0.03000300030003
556,2,3,2,1,2,:,1O:1O:1O,1O:1O,,1L:1L,1,0.03000300030003
557,2,3,2,1,2,1O:1O,:1O:1O,1O:1O,,1L:1L,1,0.03000300030003
558,2,3,2,1,1,:,:1O:1O,:1O,,1L,1,0.03000300030003
559,2,3,1,1,2,:1O,1O:1O:1O,1O,,1L:1L,1,0.03000300030003
560,2,3,1,1,1,:1O,1O:1O:1O,,,1L,1,0.03000300030003
561,2,3,1,1,1,:,1O:1O:1O,1O,,1L,1,0.03000300030003
562,2,3,1,1,1,1O:1O,::1O,1O,,1L,1,0.03000300030003
563,2,3,1,1,1,1O:1O,::1O,,,1L,1,0.03000300030003
564,2,3,0,2,2,:1O,:1O:2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
565,2,2,2,1,1,:1O,:1O,:1O,,1L,1,0.03000300030003
566,2,2,2,1,1,:1O,:,:1O,,1L,1,0.03000300030003
567,2,2,1,1,1,:1O,:1O1S,,,1L,1,0.03000300030003
568,1,5,0,2,1,,::::1O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
569,1,6,0,1,2,,:1O:1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
570,1,6,0,1,2,,:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
571,1,6,0,1,2,,1O:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
572,1,6,0,1,1,1O,:::1O:1O:1O,,,1L,1,0.03000300030003
573,1,6,0,1,1,,:::::1O,,,1L,1,0.03000300030003
574,1,6,0,1,1,,::::1O:1O1S,,,1L,1,0.03000300030003
575,1,5,1,1,1,,::::1O,,,1L,1,0.03000300030003
576,1,5,1,1,1,,::1O:1O:1O,1O,,1L,1,0.03000300030003
577,1,5,1,1,1,,::1O:1O:1O,,,1L,1,0.03000300030003
578,1,5,0,2,2,,::1O:1O:2O1S,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
579,1,5,0,2,1,,:::1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
580,2,1,0,1,1,1O:1O,,,,1L,1,0.03000300030003
581,1,5,0,2,1,,:::1O:1O,,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
582,1,5,0,1,2,1O,:1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
583,1,5,0,1,2,1O,:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
584,1,5,0,1,2,,::1O:1O:1O,,,1L:1L,1,0.03000300030003
585,1,5,0,1,1,1O,::::1O,,,1L,1,0.03000300030003
586,1,5,0,1,1,1O,:::1O:1O1S,,,1L,1,0.03000300030003
587,1,5,0,1,1,1O,::1O:1O:2O,,,1L,1,0.03000300030003
588,1,5,0,1,1,,::::1O,,,1L,1,0.03000300030003
589,1,5,0,1,1,,:1O:1O:1O:2O1S,,,1L,1,0.03000300030003
590,1,5,0,1,0,,::::1O,,,,1,0.03000300030003
591,1,6,0,1,2,,::1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
592,2,1,0,1,1,1O:1O,1O,,,1L,1,0.03000300030003
593,2,2,1,1,1,:1O,:1O,2O,,1L,1,0.03000300030003
594,2,2,0,1,2,:1O,1O:2O,,,1L:1L,1,0.03000300030003
595,2,2,1,1,1,:1O,1O:1O,1O,,1L,1,0.03000300030003
596,2,2,1,1,1,:,:1O,,,1L,1,0.03000300030003
597,2,2,1,1,1,:,1O:2O,1O,,1L,1,0.03000300030003
598,2,2,1,1,1,1O:1O,:1O,1O,,1L,1,0.03000300030003
599,2,2,1,1,0,:,:,,,,1,0.03000300030003
600,2,2,0,2,2,:1O,1O:2O1S,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
601,2,2,0,2,2,1O:1O,1O:1O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
602,2,2,0,2,2,1O:1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
603,2,2,0,2,1,:1O,1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
604,2,2,0,2,1,:,:1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
605,2,2,0,1,2,1O:1O,1O:2O1S,,,1L:1L,1,0.03000300030003
606,2,1,0,1,2,1O:1O,2O,,,1L:1L,1,0.03000300030003
607,2,2,0,1,1,:1O,1O:2O1S,,,1L,1,0.03000300030003
608,2,2,0,1,1,:1O,1O:1O1S,,,1L,1,0.03000300030003
609,2,2,0,1,1,:,1O:2O1S,,,1L,1,0.03000300030003
610,2,2,0,1,0,:1O,:,,,,1,0.03000300030003
611,2,1,2,1,2,:1O,1O,1O:2O,,1L:1L,1,0.03000300030003
612,2,1,1,1,2,1O:1O,1O,2O,,1L:1L,1,0.03000300030003
613,2,1,1,1,1,:1O,,,,1L,1,0.03000300030003
614,2,1,1,1,1,:,,1O,,1L,1,0.03000300030003
615,2,1,0,2,1,:,1O,,:::1S:1S:1S:1S:1S,1L,1,0.03000300030003
616,2,1,0,2,1,:,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
617,6,2,0,1,1,:::::1O,1O:1O,,,1L,1,0.03000300030003
