,r ($\AA$),g_full(r),O (DOL),O (DOL),S (SL),O (SL),O (SL),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
172,8.625,0.9900391839537512,1.1469026442854495,1.1322107870269555,0.815337963864206,0.7662726232862973,0.7295802816367306,1.3844105835408562,1.2679337315602557,1.1464650144947717,1.264605821503667,1.156448744664537,0.9570262556674468,1.402764511731737,1.514199075747811,1.6846284089488626,1.1798953836995918,1.0225759992063137,1.645298562825542,1.3568796912545316,0.6555643228820698
173,8.675,0.9915572469123076,1.136809998526026,1.1500969868208402,0.8055446157984038,0.7621042517003745,0.7616825005926269,1.444160143150206,1.187566769196411,1.2253978435613937,1.2928358456902749,1.141511548230345,0.8812297691342454,1.2052113019041883,1.5032743120525367,1.658785447782109,1.380161329599957,1.0950575807624083,1.4319983748431488,1.3736816989445593,0.6807579308978245
174,8.725,0.992633959355406,1.1042680526561166,1.104878989338084,0.7425543743235837,0.756313102202684,0.6908549119899933,1.408143258753774,1.201637261222909,1.2000112297462882,1.2244017018956015,1.1967591667930455,0.94162004600688,1.3195491801184855,1.5693667433448002,1.4924998008136268,1.5053109579021546,0.8903754176527642,1.428444015370982,1.5309332720792124,0.6686639643655691
175,8.775,0.994335005545846,1.1231273911924975,1.128563339845755,0.7679162020584116,0.7584357551194189,0.7435967946931701,1.4210777768204936,1.268360142433676,1.2587148181566132,1.141363372785691,1.2217410750945417,0.9435855113469412,1.4438758160208232,1.5072037026884026,1.7605152493587235,1.234893790017809,1.152567537349955,1.5452004346889516,1.2728905220183575,0.6717279407239733
176,8.825000000000001,0.9947246012036832,1.0805783433221454,1.0964033370209771,0.7616844907296787,0.7706502792775941,0.7502734871232418,1.4081993522029606,1.1920423410295944,1.190452951241555,1.1904529512415547,1.134824308660174,0.9078787122589028,1.2960751271558115,1.5340019620926284,1.5340019620926284,1.3148588246508244,1.0393645947239851,1.521479497095954,1.4901733346042678,0.7105221083062108
177,8.875,0.9954379658878916,1.061646853524287,1.066370532516608,0.7414405802937979,0.7349932708999383,0.6910709756542732,1.4363799415843872,1.1975071285419068,1.1645049635820903,1.181791811894375,1.1692195585763496,0.9843502881953872,1.2381764631388503,1.5972476374491176,1.479620873450927,1.3062761686114872,1.0091138174581629,1.312467050927182,1.287703521664405,0.6837766345415784
178,8.925,0.9971688849458424,1.0941585611817186,1.030225603631346,0.7435162335700615,0.7686188716809473,0.7506884158874575,1.424993090094646,1.1095366045011743,1.257164023867578,1.1577097623996857,1.1748034635894793,0.8998915419751063,1.1998553893001418,1.5916449041736591,1.6773488605522404,1.3467764573777108,1.0896645882419655,1.4079935690766978,1.291681056848622,0.7153032102705087
179,8.975,0.9970758719247153,1.0718973013218849,1.055442104398818,0.738013218974283,0.7518041760827183,0.7490459846610314,1.4752383832566551,1.1663603467622927,1.215534959537515,1.1217958539347477,1.2232184927836434,0.8354096147608713,1.4044567436559576,1.561852758031194,1.519476908007092,1.3075976578865809,0.97464455055435,1.3984030507953713,1.1623090292325164,0.7297788515812579
180,9.025,0.998647027570591,1.0434943822436535,1.0814655868506051,0.7014122949150716,0.7341448686777743,0.718168255293598,1.3723131550013383,1.1154793530132692,1.148913339070888,1.2081826779912113,1.110920173096322,0.987822315338726,1.26321520325134,1.4607796663190862,1.490713675874804,1.3769644395630734,0.9279542962272878,1.2871624108959157,1.2572284013401958,0.7700982131824357
181,9.075,0.9994089708328592,1.0365452946011946,1.0492515158643525,0.7098909848863593,0.7434200379184509,0.7534402146866622,1.3632450493151564,1.2249666099138397,1.1197547538476205,1.115245674301925,1.1903970000635105,0.9236781129969396,1.273017912143218,1.5217004810270087,1.6045946706549383,1.3381490611365916,1.071703451618243,1.4328852778542265,1.3203860205020352,0.7696109238196628
182,9.125,1.0008479355789948,1.021586474345506,1.0034336255668128,0.711662179320738,0.7608343384703766,0.7215728470563241,1.36618554735054,1.1848203277893152,1.131302722017151,1.1803605273083015,1.1446821234601914,0.9311522822480188,1.2122548580210055,1.516782648441741,1.4289380935126827,1.2825305019642523,1.141979214077759,1.2122548580210053,1.305955716612001,0.711899444129165
183,9.175,1.001461659014824,1.011863578627505,1.0077199931294394,0.6779112917896917,0.785366641155688,0.7634985349689236,1.485146039132143,1.035190902523791,1.2616389124508711,1.2219369886324865,1.104301658800238,0.8573120249895719,1.170115061134416,1.6335269665341845,1.4076136626517972,1.2164562516743926,0.9442017572520288,1.3670651209293176,1.1295665194119355,0.7860860879989182
184,9.225,1.0029026849475349,1.057487927797178,1.0006513673367614,0.7004194156511404,0.7429368881667046,0.7310021590395286,1.3294542327103585,1.0850906538314304,1.1127270109665477,1.03709066512307,1.1636360898996574,1.0314047160474245,1.3121759998603346,1.3809363142634956,1.472616733467712,1.197575475855066,1.0256746898471614,1.2491457116574367,1.1803853972542753,0.7312799763948487
185,9.275,1.0022832393568224,1.0128685138113511,1.0477390871451293,0.716500896940868,0.7862324466431462,0.7083839969755236,1.457610758776667,1.1439294701159428,1.109395750263386,1.0662286004476902,1.0647896954538336,0.8729356962729627,1.0713301726986355,1.2017036857783645,1.4907927799986311,1.3264087852459303,0.8956093507216111,1.2187089266148503,1.3264087852459303,0.7692268635524869
186,9.325,1.004388821910748,1.0253016425154178,1.0036403402087544,0.7066478349006533,0.7263580534361054,0.7168679482153317,1.299669909984894,1.0889895740837292,1.1729770052875717,1.0904130898668447,1.074754416252569,0.9252852590253896,1.1776357842141325,1.3739084149164886,1.3514772571219338,1.2112825209059654,0.9308930484740292,1.143989047522301,1.2168903103546038,0.7723299406967034
187,9.375,1.0041122698366542,0.9882010020788404,0.997196673851446,0.7171864291189615,0.7572708670002327,0.7171864291189616,1.3266865575514806,1.1224725969941938,1.1647237612474248,1.0689544556067665,1.0407870127712784,0.8322199019575978,1.1373671993420502,1.4092257006481983,1.375936904569894,1.2205891895378096,0.9487306882316612,1.2261373222175278,1.1318190666623331,0.7529042500771478
188,9.425,1.005429182622355,0.9874297635926876,0.9677963510079974,0.7067388282451533,0.7424687993394482,0.739610401651905,1.3321562422796926,1.1510052888316171,1.0952665339245171,1.063216749852934,1.054855936616869,0.9716278412214948,0.8783076530815777,1.229630714314209,1.52605954722924,1.075926875024933,0.9112441900721372,1.240609559977728,1.1747364859966096,0.7560279587781913
189,9.475,1.0066221952581933,1.0285814979412895,0.9752226995086772,0.7145017051527065,0.7434918782464829,0.7371281817137025,1.3912101236746246,1.0216914783378557,1.1223439451646626,1.1099347369257413,1.0851163204478986,0.961400274671985,1.0483065141903567,1.357909992474555,1.3959314722638438,1.2927303128357766,0.9776951945816794,1.1243494737689317,1.3307517926250645,0.8084275571524028
190,9.525,1.0073848363455715,0.9944868060249992,0.9847469867907338,0.7087692643977107,0.7374558782578349,0.7332578372051343,1.3302542585746764,1.0532885001227184,1.114684850518473,1.1556157507823088,1.135150300650391,0.8814614077020069,0.9997062306864228,1.1448248770763874,1.3275668762341204,1.182448229844156,0.8384632902531284,1.123325818351948,1.1287005830330576,0.7492860721767567
191,9.575,1.0072230418187325,0.9732210931656736,0.995287873229634,0.7204269143409596,0.7619700328997847,0.7411984736203722,1.2745428773847558,1.1003733528268818,1.0814712338826162,1.1611301637191636,1.1233259258306325,0.7978167086865287,1.031842943234577,1.3031006241879963,1.3084194022459066,1.0903495018715892,0.9680176065396549,1.2286377313772543,1.1967250630297928,0.8453600717347868
192,9.625,1.007568172717114,0.9902453701649372,0.9761886551511882,0.7177578903927612,0.7629817765654793,0.7626391713672012,1.2506460157946224,1.0943152638202946,1.0849621419073008,1.0996599049134337,1.1090130268264276,0.8158675608087818,1.0948416299885584,1.2895971122461385,1.3843430225336086,1.0948416299885584,0.9579864262399886,1.1369509234496569,1.1737965552281178,0.8330550275275969
193,9.675,1.0091094551791016,0.9941969726392272,0.9696028946054236,0.6696696043033864,0.7479955175155798,0.7439266389071545,1.2999049934267812,1.1015471612660308,1.0195592573062546,1.0314607272358998,1.092290462431862,0.9585291606636648,1.1148110890327407,1.1773238603803713,1.349233981586354,1.1929520532172797,0.8230848227437991,1.0314607272359004,1.1669050651557662,0.7472827717729478
194,9.725,1.0092349550297322,0.9571995661168844,0.971952192360659,0.7235440575164832,0.7420018140857819,0.7215304840725603,1.3520138889223836,1.1242787324146444,1.0719258228726354,1.1033375685978406,1.1138081505062425,0.9332302738814184,1.0363496411611346,1.191028692080706,1.3096159644523786,1.2529003124485354,0.8043310647817751,1.0415056095251196,1.1807167553527345,0.8142747180551763
195,9.775,1.009788459776264,0.9588706130574464,0.9892916350453096,0.7218079289862188,0.7350947753550399,0.7410738562210093,1.3589454294871242,1.0687607047920655,1.1257612757143094,1.1374204834029502,1.051919627019585,0.9747411680435984,1.0461881646541236,1.1839788009744232,1.1329452319669049,0.9441210266390866,0.8063303903187885,1.1125318043638976,1.0819116629593868,0.7630039317328139
196,9.825,1.00992596492043,0.9929793067475058,0.9628671249562788,0.732892730937286,0.7480174799830984,0.7516342677984013,1.3066796778904757,1.082274433895546,1.0771451711756623,1.042522647816444,1.0848390652554885,0.8688660183076395,1.1568041755374971,1.0608247897942114,1.15175262891943,1.0759794296484138,0.8840206581618426,1.0153608702316022,1.0507216965580757,0.7994845719003023
197,9.875,1.0104802572499496,0.9817569776158128,0.9741261242556708,0.7274427036404922,0.7232114932837462,0.7502261440229682,1.2465145710972516,1.085305456505245,1.0865748196122684,1.1157701710738126,0.9989887652276348,0.9651006168249724,0.965100616824972,1.0501094794468613,1.2701324179976312,1.1451193847301475,0.955099574163573,1.1851235553757435,1.0851131287617557,0.8638145470143772
198,9.925,1.0107266843513614,0.9607949813295,0.9581982381367176,0.7565411309887005,0.7449416928645127,0.7362421142713714,1.2440397388191535,1.063088504081822,1.0643451098786088,1.0794243794400529,1.11460934175009,1.084108091955351,1.0395557046147197,1.1237102140359108,1.2177652539772426,1.05440650039493,0.8811472162924764,1.014804378314369,1.0742075614352105,0.831796102424226
199,9.975,1.010596864845419,0.9406703011636596,0.9659106471327716,0.6995331738531212,0.7547175053973944,0.7240949861589534,1.2353315651532055,0.9827914768086934,1.072362345581131,1.053701747920207,1.1420285768485832,0.9654503153460166,1.1271754950740291,1.1369770211181511,1.1369770211181511,1.1516793101843348,0.8723358179268571,1.0977709169416627,1.0585648127651754,0.8317294957440667
200,10.025,1.011298473775568,0.949126849589694,0.9662490794457742,0.7077316125159084,0.770893737684664,0.7295225456991291,1.1503717856985491,1.074008776369523,1.1516034471393397,1.0949470208629657,1.0949470208629657,1.033475918045319,1.0771439145824453,1.0480319168910277,1.154775908426225,1.159627908041461,1.033475918045319,1.0625879157367366,1.1402199095805163,0.7826077338575431
201,10.075,1.011235588970229,0.968595046491042,0.9736350396373998,0.7435621088229973,0.7579455642501883,0.7413733221275561,1.2133695388089334,1.1341041920525712,1.1255679239403469,1.1280068576866966,1.0426441765644603,0.9463802006668736,1.0424594088564043,1.0280475276279746,1.095302973360646,1.0760871317227396,1.114518814998552,1.234617825235465,1.1385386170459346,0.8169183696318985
202,10.125,1.010963418493534,0.9486179717014686,0.9640426541681592,0.7133257957724933,0.7659583414675124,0.7532646098587134,1.162776775686958,1.0263346410528706,1.122930842563729,1.0975743396671285,1.0746327418082997,0.8181405552207551,1.0512154808359706,1.1463481035360583,1.0702420053759876,1.1748878903460849,0.9893792760809134,1.0512154808359706,0.9465695958658744,0.8601251055450293
203,10.175,1.0104900878060927,0.943585455143555,0.973683158306906,0.7133835238113142,0.7501716728690531,0.7369892527900296,1.0963788122932534,1.0629015966507116,1.0676840560282184,1.040184914607558,1.0724665154057238,0.9467095722290324,0.9702595615879634,1.1021395019979787,1.0220695381776124,1.1303994892286957,0.9749695594597502,1.2151794509208478,1.036199531792971,0.8976871454002368
204,10.225,1.0117450777938417,0.9801980129650936,0.9595130991448644,0.7222097453925141,0.7774607641657125,0.7716928006674115,1.1721108982599824,1.071475114065943,1.0430603044111564,1.15435164222574,1.0371405523997426,0.9794498782521436,1.1473555716667971,0.9654577371342556,0.946801548977072,0.9934420193700312,0.9281453608198884,1.0867229601559498,1.0634027249594695,0.8653710950563024
205,10.275,1.011387940819625,0.9896238802163776,0.9764083376361457,0.7413528395126155,0.7819378489749854,0.7984724824596545,1.1536965356502895,1.0798318184287772,1.0516928785348667,1.1044533908359475,1.0821767300866028,0.9098967811654326,0.9837970273514576,1.0207471504444705,1.0854098658572422,0.9791782619648308,1.0484597427642288,0.9422281388718184,0.9653219658049512,0.8180870365414677
206,10.325,1.0109247418489071,0.9403625381394244,1.0036205144930386,0.7571148978856808,0.766642100690377,0.7645580250768497,1.0972658105220905,1.042692801956442,1.0786877650529336,1.0717209980019995,1.101910321889379,0.9468469764678356,1.0566263360583097,0.9742918163654536,1.0932194559218005,1.22129537544402,0.8690865967579169,0.997162516280136,1.0200332161948171,0.902599173367594
207,10.375,1.0108291632279196,0.9444987075847264,0.943202506247694,0.721823078289063,0.7899362854315359,0.7799109648997433,1.1051146712089783,1.1545630904202022,1.0867152594094531,1.066015921134987,1.1120144506338003,0.9015014834350664,0.9830443311829616,1.0147554386404765,0.9286824326843652,1.0781776535555063,0.9921046475993944,1.0056951222240431,1.1008284445965884,0.8435801749157267
208,10.425,1.0108357310502047,0.9827470563669874,0.9583549021266572,0.735650625968426,0.7963951000460094,0.7771204111560077,1.1264303411761878,1.0694823967284537,1.0227850822813105,1.0706213556174082,1.0580928078389065,0.9915845115050972,1.0050449347381978,0.9736372805276292,0.9646636650388952,1.0409393966931342,0.9108219721064916,1.0364525889487664,1.1082415128586376,0.8294642439254712
209,10.475,1.0100001450513043,0.985043699547809,0.9312138588238108,0.7569919060467988,0.7902567395184769,0.8006700786922197,1.1371366377727077,1.0784748270939564,1.0626812626804472,1.0750904918624904,1.0220692399028508,1.0043613040452792,1.0576902228441436,0.8088219351161094,0.9821409212124188,1.0088053806118515,0.9643646149461312,1.0043613040452792,1.0310257634447115,0.8619694630347053
210,10.525,1.0105483265822237,0.9599628836153292,0.9904012431439156,0.7778954106660733,0.8331933164703282,0.8054011047448739,1.0973052831561436,1.1151839843073637,1.1084794713756567,1.0738394878951667,1.105127214909802,1.0564687043902865,0.920008163406541,0.9244101163415014,1.0300569867805296,1.157713621894356,0.9948413633008532,0.9772335515610152,1.1092921396098014,0.795989877147121
211,10.575,1.009992614804537,0.954025787894866,0.9700371186856036,0.7563660958954559,0.8108585125603447,0.7918429296616595,1.0703502654598638,1.0626021249653248,1.0559608616842917,1.0825259148084247,1.0061513870765422,1.0421416673823425,1.0944667720207868,0.9200497565593072,1.059583368928491,1.0159791150631214,0.9723748611977509,1.0988271974073238,1.116268898953472,0.8516177744726335
212,10.625,1.0089663006509637,0.9767898469345512,0.982145506154352,0.750669868068115,0.808305569549,0.8099924681289286,1.0526247138752889,1.038370420874895,1.0712649431834973,1.0986770451073335,1.0482387775674753,1.0280368891193643,1.010758958209795,0.9027718900249876,1.0625927509385025,1.1057875782124251,1.0496343027563253,1.0582732682111102,0.9762030963906566,0.8508940209419191
213,10.675,1.0095866575393024,0.9754153848657038,1.0027596655293027,0.7767984566719444,0.8102211224305071,0.8453149214769992,1.0786329806932384,1.125341156090831,1.0406146983928728,1.0775467440560853,1.0677706143217052,0.9585215416334656,0.9756379977340632,0.911451287356822,1.0441038221364536,1.125406988614292,1.0013126818849594,1.0954531904382463,1.133965216664591,0.8285325370123459
214,10.725,1.0081353088228195,0.9645223470704082,0.9768543242599478,0.7734355154750875,0.8388312404724456,0.8057194809801123,1.0739799191338326,1.08366510878534,1.0341630283443015,1.0922741662533468,1.0804367122348375,1.0895023106291783,0.9792802869857592,0.9496051267740704,0.8944941149523603,1.0471092246124785,1.0513485332141488,1.0555878418158189,1.1403740138492178,0.8864913385104325
215,10.775,1.0072475537796597,0.95018377309387,0.982631026728188,0.8075539675062405,0.8698837930280492,0.8313377167185101,1.065101900068065,1.077895916885699,1.0821605891582446,1.0117934966612554,1.0757635807494268,1.0416138944457918,0.9534127178999784,1.0584141185497562,0.8484113172502009,0.932412437770023,1.0080134462378627,1.0794143986797118,1.0248136703418278,0.8301967885660559
216,10.825,1.007451311813825,0.9920300336915012,0.9690103329697144,0.7955065603237969,0.8740550460214143,0.8410105106589686,1.047890970575658,1.0394402369419833,1.0626797544345885,1.1419053822502887,1.088031955335613,1.0611432574102833,0.9279801819705616,0.9612709508304916,0.8905280670031395,1.1152407568076708,1.0902726801627225,1.1069180645926873,1.0611432574102833,0.8001249459536609
217,10.875,1.0058807968430008,0.9675921465840096,0.959727142344351,0.8013586114624064,0.8456399814862836,0.8429562620908976,1.0518838170217362,1.0382773596871264,1.0372307091229251,1.1209627542589844,1.109449598052776,1.0555312356545563,0.9442056756441156,1.1586104578864476,0.9606983512012176,1.1297482756615178,0.9895605334261472,0.9524520134226664,1.2328274978934084,0.8497093764062269
218,10.925,1.0067445914356004,0.9774593780439969,0.97161449438019,0.8169095312116327,0.8607865079856944,0.8687641401264334,1.0640565749317137,1.013239058195208,1.054722745327049,1.038129270474313,1.0827242341410417,1.0336352043683654,0.9069842504734272,0.9396683676076036,0.8497870454886163,0.9069842504734268,0.9560104261746932,1.0867468947114036,0.9723524847417824,0.88597303231574
219,10.975,1.0054037919610117,0.9857556330607828,0.9662567456853144,0.8334619620730491,0.843475099777373,0.8766765563759192,1.0132768349527987,1.0533557361324737,1.048217415468412,1.0893239807809,1.057466392663722,1.0525772026985247,1.0849641935507874,0.9270776131460086,0.9270776131460088,1.0323353334158614,0.9756580994244024,1.0120934641331971,1.1416414275422464,0.8329322660129649
220,11.025,1.005748811838126,0.97090418252518,0.9881221877325228,0.8567314126456834,0.8744875040994801,0.838714202199919,0.9552254964158609,1.019382432742299,1.0122538842615842,1.0611353595579176,1.0611353595579185,0.9267113024929992,1.1032277410630944,1.0149695217780468,0.8906056673309344,1.0229929962585056,0.9708404121355232,0.9828756238562112,1.183462485867683,0.8875354602593306
221,11.075,1.0043086907061898,0.9784618958955934,0.9858558145043762,0.8459079650544098,0.8694557242529263,0.8808414539752865,0.9668037133791024,1.0495572671338895,1.00717130057656,1.03542861161478,1.0404745600144625,0.9779965443747624,1.0098013100454868,0.9024602259067932,0.9501673744128788,0.9620941615394,1.0614840542604125,1.0336548842985291,1.0932888199311368,0.8474103955302963
222,11.125,1.0044960745759228,0.988663132335406,0.9745715825586756,0.8344747102603216,0.8590935093337666,0.8514001346233153,0.981136076823897,1.0111402381946584,1.044144815702496,1.0001387123587129,1.0351435672912674,1.0834836050552712,0.9968049166508496,1.004684797414888,1.028324439707003,0.9652853935946965,1.0598439627631564,1.1307628896395017,0.9455856916846004,0.8172562049559774
223,11.175,1.0037287021990728,0.9653114793088104,0.9787185831880996,0.8270240929229372,0.8684515444123162,0.8796344147530076,0.9624639021173546,1.0516727086987776,1.0100419322941132,1.0338309473824931,1.019954021914271,1.1323811475150334,0.8902858677014746,0.9644763566765976,0.8473334793474556,0.9761906444095116,1.0386668456517203,1.011333507608254,1.0542858959622723,0.8428310490283437
224,11.225,1.002885968399711,0.9746327847120662,1.0106209295745645,0.8786167127095776,0.9063253819750744,0.8881887984558402,0.9450671395481056,1.0521485514095854,1.0305357893824978,1.0295533911085395,1.0433069669439596,1.0023439358843542,1.0797450120144212,1.0216942049168711,0.8552818912372293,1.0603947429819047,1.0681348505949106,0.9829936668518382,1.14940598053148,0.844461536717006
225,11.275,1.00201499932533,0.9919826073673196,0.9837511455691396,0.8576089994963617,0.87483607983559,0.889566481864785,0.9094400412126484,1.0389427451540634,1.07789092679058,1.0165475407130673,0.9902575181084194,1.0049811110149491,1.0164885283166467,0.9858020821787864,0.8745637149290394,0.9321008014375292,1.0625181975234386,1.047174974454508,1.0433391686872755,0.8369884747602315
226,11.325,1.0018788114757269,0.9917642871480856,0.9788912954867482,0.8829662832840068,0.8936074128191002,0.8859359008286846,0.9236252968332116,1.0259286212473395,1.0307542497574398,1.0201378670352192,1.0104866100150185,1.0417508335137906,1.049354854196373,0.8972744405447247,0.813630213036318,0.958106606005384,1.0759689265854118,1.1444051127286534,1.094978978291868,0.8885065391454209
227,11.375,1.0010005445493102,0.9782122349267138,1.0058890095323936,0.8749757175231658,0.8882217754839867,0.8887123702232759,0.8877802402186264,1.0054493884372586,1.043715778101855,1.0255392430111714,1.0331925209440904,1.0288440675731136,1.017538088808574,0.9233215991040766,0.859254386105018,0.9723141737504152,1.047687365514013,1.0514560251021938,1.1343665360421518,0.8807126723315939
228,11.425,1.0002569510587769,1.0133156337075573,1.0083274414178582,0.8931084920968043,0.882409669975307,0.8845980654092497,0.8885614926951686,1.0108927974525612,1.0213241490210203,1.021324149021021,1.0070995787003931,0.9974441127857856,1.0049156042673268,0.8554857746364979,0.784506605561854,0.9152577064888296,1.0460088074158052,1.1169879764904491,1.034801570193493,0.8315083861574697
229,11.475,0.9997807586388197,0.9984998285617188,0.9864909873268064,0.9055897967148334,0.9041435526955924,0.9082412440834424,0.8958758577189305,0.9739007225569905,1.0030425395446996,1.0011624223196862,1.0152633015072872,1.0961653154321116,0.9072989941921192,1.0480229198219173,0.9591446510030976,1.0887587930305431,0.9369250837983926,1.0702424870266225,1.0221000914164284,0.8604414034883188
230,11.525,0.9991638878539142,0.991255435490105,1.0227683246437995,0.8970323803530023,0.8989440103590817,0.911847512900122,0.897438601729294,0.983175207501979,1.0204519926205375,1.061456456250952,1.0474776618314925,0.8957724423944493,1.1123731559242551,0.9802100086857294,0.8407044643783969,0.9104572365320628,1.0426203837705883,1.0242643910985705,1.2004819207499389,0.8789523593133564
231,11.575,0.9983653296681814,1.017422658723848,1.0247122785918787,0.8956955237602688,0.9380995170829586,0.9115674095290974,0.9192664585960658,0.9811668130944946,1.0088833897355811,1.0061117320714734,1.019046134503981,1.0336323329181285,0.8552943599850708,0.9462831216856108,0.931724919813524,0.931724919813524,0.9753995254297828,1.0445509843221932,0.9899577273018696,0.8738263567559156
232,11.625,0.9981657518923308,1.0061083821530996,1.006624599896636,0.939676487040246,0.9067960301080704,0.8990456366883427,0.8866450072167793,1.02861812304178,1.0139628336662965,1.0038873222206517,1.0277021674558124,1.0067184576681878,0.948985499522342,0.8948608512606111,0.9706353588270334,1.0824929652346107,1.1294009937281109,0.995893528015842,1.0211516972046493,0.905207127560984
233,11.675,0.9974739220763902,1.0142282024508116,1.026852741892588,0.9549304196785922,0.9477119746627332,0.9302479947856556,0.8663531137420554,0.921748857912144,0.9853177446647066,1.03435660015954,1.0298159653915,1.0267338375489512,1.0446211866351698,0.9981140790110012,0.9945366091937576,0.8729026354074709,1.0517761262696572,0.9981140790110016,1.0553535960869007,0.921563525880796
234,11.725,0.9969990134782888,1.027755170441626,1.0023826761088008,0.9511899571684024,0.9294880503786376,0.9317967638669106,0.847274763061243,0.9958404760315992,0.9598245456145432,1.0273544151465233,0.9580237490936908,1.1421415509530042,0.9754314487952668,0.996713589496255,0.9364141908434568,1.0321838239979015,1.159876668203827,0.9825254956955964,0.9967135894962548,0.886249144905413
235,11.775,0.996178444163555,1.0297792889910893,1.0141816548093026,0.9619000893226636,0.9170327838711548,0.9467917109563389,0.938298970995875,1.018648074125874,0.9632964697474304,1.0347178947518738,0.9945433431868748,0.9882669149289076,0.900342812177226,0.9214445968376294,0.8722070992966877,0.924961560947697,1.20631868975308,1.03750441246985,1.065640125350388,0.910714267563037
236,11.825,0.995778171261428,1.024747846068791,1.020424015494661,0.9512860236561612,0.94334161639585,0.9256369373585848,0.9215285438896804,0.9834949205201108,0.933921819215766,0.952511732204896,0.9657902414828448,1.0357237236800434,0.98690172997122,0.8787958867588251,0.9659780183817244,1.0148000120905478,1.0148000120905478,1.1089567142432788,1.0496728647397076,0.9135975703209458
237,11.875,0.995860390212742,1.0161365705198868,1.0322971326605797,0.9480186594559002,0.9376651793193926,0.9302376826997234,0.8874508006573284,0.979619281437764,1.0006863627590057,0.9840082567130216,1.0173644688049883,1.0201042533707554,1.03739415597026,0.933654740373234,0.9958983897314496,0.8990749351742255,1.1134697274080791,0.9440286819329364,0.9682345455722424,0.9373597195017002
238,11.925,0.9955223310764004,1.0377217565827133,1.0387028991196647,0.9693236720195229,0.9345056907082068,0.927140348507736,0.8164816617503611,0.981867072979112,1.0123328066265134,1.002757861765902,0.9836079720446784,1.135013436231764,1.0355711714259597,1.028713084197974,0.9498450810761292,0.9567031683041158,1.063003520337906,1.097293956477838,1.073290651179886,0.9306704290305337
239,11.975,0.9956066611273868,1.038155145233545,1.0394524337624216,0.9504007407676246,0.955270050571278,0.9353501468290596,0.8778701579195693,1.016844686361114,0.9771376782349588,0.992675203153889,0.9987175739556956,0.9861358408142724,0.9963372460640753,1.006538651313878,0.9997377144806756,0.8739203830664413,0.9725339671478684,0.958932093481464,1.0065386513138777,0.9091742188956906
240,12.025,0.9946409288061772,1.05510943836924,1.0440131799867567,0.9868517325515964,0.934392309935975,0.9392212107625176,0.8423359005427061,1.0263828706816098,1.0435035190666242,0.9938536387500828,0.9904295090730804,1.1128421450259325,0.9509741966585236,0.9239962052639558,0.9880689348260554,0.876784720323462,1.1060976471772903,0.9948134326746968,0.9239962052639558,0.9561358021549334
241,12.075,0.9947820628696328,1.045273171434319,1.0350660486128669,0.9726008979981308,0.9499620230223464,0.9345066372215708,0.8837650818671902,0.9830931458234454,0.927061930258378,0.9678119052147904,0.9779993989538932,1.090267638038353,0.989936260304762,0.9698699847580438,0.976558743273617,0.8929492618289574,0.953148088469112,1.0200356736248395,1.01000253585148,0.9414768873858156
242,12.125,0.994264525917736,1.0194292202023214,1.0597635027704508,1.0069104147986685,0.9520743844901643,0.9445182385815132,0.8916468062092576,0.9615303613701348,0.9943672125903056,1.0423595336044018,0.9792117427963806,1.0315414878255724,0.8656988048954158,0.9685212683121126,1.0083235122153502,1.014957219532557,1.0713437317288097,0.9652044146535096,1.0182740731911593,0.959416843473703
243,12.175,0.9937130155367464,1.0659802956250355,1.0366442668859794,1.0027253829153098,0.9575459988036016,0.9530494724228156,0.9260917261684832,0.9920621917837316,1.0104337138538009,0.9736906697136624,0.9945673993387414,1.0790106075313308,0.907947950239779,0.9868999459128024,1.0000586118583066,0.9474239480762904,1.052693275640323,1.0263759437493152,1.0592726086130746,0.8994888078462411
244,12.225,0.9939713176275088,1.0515213923389402,1.0680146251871097,0.9754263998804618,0.9573747464970862,0.949729340358246,0.9160470788687968,0.9483489198054,0.956631443122478,0.9881050317273732,0.9872767793956664,1.0636767823568305,0.97884366474555,0.9690552280980947,0.9299014815082728,0.8907477349184507,1.1289330266732014,0.939689918155728,0.9462155425873648,0.9240084431184766
245,12.275,0.9942363690917893,1.0761537643348944,1.053467029305893,1.0035165791744138,0.957385149527227,0.9561212747423729,0.8839540245271845,0.9570691808310132,0.9882868880169168,0.9537831063903914,0.9882868880169172,0.993539628221245,0.8996873506368276,1.016193626258863,1.0000121990891355,0.9385227758441724,1.1391724727487886,1.0064847699570263,0.974121915617572,0.9470097692780908
246,12.325,0.9934870511507098,1.0532034007381583,1.054887301524222,0.9845260944453564,0.9548565899013756,0.9492152052345628,0.832793740925362,0.9900630090257472,0.9672467421510804,1.0112495425522248,1.016953609270892,1.08821740385995,0.9822847362275654,0.9662343320408407,1.0368561104624303,0.8282008560350065,1.0914274846972951,1.0111754637636703,0.9469738470167708,0.9566368454557168
247,12.375,0.9938023036878756,1.0781162914427422,1.0486579026343072,1.0128560676907057,0.9701615004829536,0.995032122157372,0.9327726658990774,1.009560710318845,0.9545966364183796,0.953788341213961,0.9440887987609374,0.9679947417764688,1.031678606367027,1.0030208673012757,0.955257968858358,0.9902840943831648,1.0953624709575838,0.9775473214650532,0.9393370027107184,0.9049607125388786
