,r ($\AA$),g_full(r),O (DOL),O (DOL),O (TFPG),O (TFPG),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
177,8.875,1.007899929909864,0.979304297299712,0.9602325700581124,1.0017877130558168,0.9224576650978632,0.885995093785975,0.9736716916085452,0.941369787147598,0.9798244353153924,0.9844389930955278,0.9998208523626452,1.0361779742667414,1.2119040634698732,1.0543565352187891,1.0664755758534878,1.084654136805537,0.8119757225248143,0.6786662755431295,1.0896006840033725
178,8.925,1.009349591936741,0.9932215774442924,0.9369314017375824,1.047644626244394,0.9432691405851448,0.9217258009746369,1.0418847750290865,0.9643137917787452,0.9856077871807988,1.026674778313333,1.0785270398443076,0.9646825189718532,1.180387926940715,0.9407152514197574,0.8987725332035901,1.0186088709640688,0.7789361954431113,0.7729443785550874,1.228750448965481
179,8.975,1.0091288413065946,0.973143908771501,0.9590158032434596,1.0526726360468586,0.9257364716514404,0.8798984122864278,0.9490870053892916,0.96111980418979,0.9551034047895413,0.9505911052393536,1.1080202228792044,1.137646432047098,1.202824092216463,1.1791231248821483,1.102094981045626,1.0072911117083687,0.7702814383652228,0.6814028108615432,1.255002497342774
180,9.025,1.0100908195393603,0.9755247231530408,0.9514928909584952,1.0049025614800755,0.945939824434242,0.8835631985602783,1.0010741290085303,0.9876868078182228,0.9802494071569416,0.9341375230569944,1.1074965711981448,1.0547586392363284,1.1602345031599612,1.03131955836441,0.9844413966205732,1.1719540435959204,0.8379471411710832,0.6445747239777563,1.3121699738118595
181,9.075,1.0116521695195255,0.9672921022718658,0.9443534609894182,1.0465312214844835,0.9374261091188154,0.9003342296275701,0.9974290975285832,1.016553844236358,0.9341703199567112,0.9356414543188476,1.1185079135153346,1.1474848024665087,1.1011217801446296,1.043168002242281,1.1243032913055695,1.0026003577106362,0.7476037349403019,0.8229436462133551,1.129921259571616
182,9.125,1.0115711703709511,0.9646478241387558,0.947153502590192,1.0840886913056922,0.9699740922208824,0.7988260469797641,0.9632474373417192,0.9967137380348609,1.0316350952798776,0.9588822676860924,1.1177479875772485,1.0088392093004908,1.1120159466153137,1.226656765854006,0.9973751273766216,1.0604275779579022,0.6247924648508721,0.6878449154321528,1.200570130455814
183,9.175,1.0114968149197348,0.9709260380192783,0.9644369751085398,1.0232294807510394,0.9674058100386018,0.8002179272540177,0.9599736645295502,0.993076204685742,0.998833168191166,0.9858800003039616,1.0375618317731132,1.0375618317731132,1.020552621416177,0.986534200702304,0.9581855167740768,1.1622960410573129,0.7710842028477775,0.663359203920515,1.1913389784694963
184,9.225,1.0128218184289823,0.9427776362887615,0.9748721941198684,1.0752764230024885,0.9830405221580312,0.8314300940493279,1.009390302535914,0.960985125827563,1.036440254225875,1.016508710875377,1.071212600417435,1.088037929219803,1.1553392444292752,0.8805255406572634,1.1329054726927847,1.1553392444292756,0.757139796106564,0.7963988966454228,1.2445592702894528
185,9.275,1.013275073341154,0.9403131263316576,0.9829103163539976,1.0300981657714754,0.9508598453275166,0.8281235657587257,1.0633219254214925,0.9520604259403032,0.9436101854733776,0.9154427172502916,1.0985312607003486,1.1318200867821773,0.9709240940533386,0.887702028848767,1.081886847659434,1.154012637503397,0.7323541738002332,0.6657765216365757,1.2872245554805113
186,9.325,1.014153937805482,0.9849619654005172,0.9946466831044288,1.0749049728403437,1.0107669965603674,0.7955804315555038,0.9572044771955016,0.9363048161213636,0.9655643416251564,0.93769812685964,1.2185135729285068,1.185580773660169,0.9385847791476332,1.064827176342929,1.0318943770745912,1.2569351720749016,0.6970775845131548,0.6531671854887042,1.1995268060033937
187,9.375,1.0140496311258709,0.9434079953671444,0.96386619784697,1.1298633480449674,0.9259826502958236,0.8615552650948916,0.9938901538134668,0.9291011978783308,0.984240734844404,1.024216899144807,1.0426385171766548,1.0806513797820545,1.1186642423874529,1.010056063514885,1.1295250602747096,0.9666127919658568,0.6516490732354092,0.7656876610516056,1.2471100376051112
188,9.425,1.0142417444615297,1.0010681371142929,0.94956706325712,1.0504723725350005,0.974898820554065,0.8265242374340989,0.9670060797702568,0.9956480087902512,1.0133787267550085,0.9806450935893012,1.2304043678574406,1.10145369175011,1.0047406846696123,0.9295194569403366,1.1981666988306072,0.9832489053183908,0.7414663876171473,0.7414663876171471,1.2900001947828936
189,9.475,1.0149027174529806,0.97886842550614,0.9712626102341424,1.0906090735464535,1.0060523574012383,0.7854349912578347,0.9838180560600708,0.9676235201578473,1.0162071278645175,0.9784198774259965,1.143023430472584,1.1749217587648422,0.9303679085241968,0.8612548638909707,1.1270742663264548,1.1323906543751645,0.6539157299912925,0.6911304463322603,1.23345627615829
190,9.525,1.0154040125868784,0.9613432870029968,0.9884375132546466,1.0848811142400294,1.0143012306273511,0.8239500867029622,0.9655039103504718,0.966839323781109,0.9508143626134656,0.9628330834891982,1.2204869414548063,1.167879745702444,0.8838008886396873,0.8206722537368527,1.1152725499500815,1.188922624003389,0.6786328252054742,0.7049364230816554,1.2931707608922556
191,9.575,1.0149049851729328,0.956542829370466,0.9711901241882334,1.097800705700547,1.0375315032839438,0.7823297763006302,0.9541251663666468,0.9303381123575064,0.9554466693671548,0.902586549346842,1.1192729958846537,1.0932433913291968,0.989124973107368,0.9266539221742712,1.030772340396099,1.2494210186619383,0.8277414248635342,0.8121236621302602,1.2534051418081849
192,9.625,1.0141991431848976,0.9694794135285936,1.0006816146228996,1.0602255800983094,1.0044829102719,0.7702993785357946,0.9939346819816712,1.0057049611104003,0.9311598599617752,0.9834722116450212,1.1849540267644316,1.2313217930291271,0.9479632214115457,0.90159545514685,1.246777715117359,1.2158658709408958,0.6079329354704475,0.6697566238233744,1.2143938783610648
193,9.675,1.014157383665241,1.0032525522177742,0.989879093572118,1.0686043196704726,1.0669492794231772,0.764946871221163,0.929326317321142,0.96168447600224,0.9086170957652396,0.9772163921691672,1.3410005397657585,1.106452916840949,0.7750269279254574,1.131947223680602,1.2339244510392149,1.1268483623126715,0.7954223733971799,0.851509848444417,1.2207610640383313
194,9.725,1.013880511927201,0.9842991156204878,1.0009046508228867,1.11388462506644,1.025975103186196,0.7263560996827465,0.9710369022213792,0.9646316456104206,0.9313243112334336,0.9364485165222006,1.3020139801912964,1.1506170057504477,0.9235215440891756,0.95884750479204,1.150617005750448,1.3070605460059912,0.7721245696483274,0.7923108329071068,1.179351533552487
195,9.775,1.0129863630947,1.013559034011186,0.9897386101801356,1.1084635075416038,1.0311791186686392,0.7810753621007255,0.9142132079133498,1.033403279402746,0.9383048181080144,0.9509846129473126,1.2637528856499822,1.2487676735671764,0.914097937051173,0.8491620180256804,1.248767673567176,1.1988169666244892,0.8341768059428741,0.7742359576116498,1.145451262370415
196,9.825,1.013900629641441,0.9895935987720612,0.9780400876117488,1.049063451768337,1.0891857153494822,0.7329823168280558,0.9413300301730172,0.9840036582075268,0.9501157771212984,1.0141262191730631,1.2262012191021427,1.4140868897710197,0.889984755799943,0.9245952740810516,1.0679817069599309,1.3250884141910262,0.7614314021843956,0.7910975607110603,1.2603576635282523
197,9.875,1.013009655389218,0.9758633206766124,0.9828654492631465,1.1274330031066306,1.0315826632464613,0.7268209472822218,0.979034028134002,1.0063674654676928,0.9815188860734282,0.9479733038911712,1.3263870485756375,1.018038767910452,0.8956783390750612,0.9005727562284769,1.1648712825129213,1.23339312266074,0.8467341675409049,0.7537402416260078,1.2196088457796923
198,9.925,1.0115569892568104,1.016195434034467,0.9944759318063544,1.1119082122173836,1.0673480056928772,0.7478049500365999,0.9187669369693086,0.9667346886986298,0.9679646310506644,1.006092843963715,1.2016164069567374,1.206461634404143,0.8769861679805219,0.8139982111642414,1.0804857207715817,1.1628545873774876,0.775236391584992,0.775236391584992,1.112721315625755
199,9.975,1.0119127981480474,0.9831587679669368,1.0142684916624924,1.089890320018882,1.0494086795610378,0.762244537733352,0.978984997344433,1.011861359195552,0.9826379264390016,0.9607203518715888,1.2519584260476626,1.2087874458391226,0.9017938088006152,0.9017938088006158,1.2375680993114824,1.2567552016263892,0.676345356600462,0.8442325018558957,1.1290532885151876
200,10.025,1.01133937552908,1.0087057893083131,1.0241058776946994,1.1294011975461895,1.1067926203432634,0.7426048050499686,0.9523665519309664,0.9680384065829944,0.976477097549472,1.0029986977298275,1.2489993252980345,1.1872617160627703,0.8025889200584326,0.8785736698864498,1.196759809791272,1.2205050441125282,0.7693455920086751,0.873824623022199,1.1625957481657931
201,10.075,1.0101441066192256,1.004548655141032,1.0164328244987273,1.0907469285002065,1.0495386723395177,0.802093464643379,0.9691962697774164,0.9321949343548795,0.9942616905475218,0.9429372575420676,1.2977594476643397,1.2648452587743026,0.9215972889210536,0.9074912079681802,1.3212695825857954,1.2460371508371375,0.7476222905022833,0.7758344524080296,1.1605850073777255
202,10.125,1.0098980069262398,1.0108591987993312,1.0099711169203065,1.0991425448699703,1.0946089596711484,0.750463344770823,0.966738607909501,0.9891934166506752,0.905283341881024,0.9631931117924732,1.257039532400662,1.1220241752168871,0.8706162687367548,0.8659605667649005,1.2011711087384105,1.215138214653973,0.8938947785960263,0.8007807391589402,1.1177960377118346
203,10.175,1.0097395914063865,1.0374429677240726,1.0053457705874522,1.1437327675660511,1.073402928827799,0.7559786212001038,0.9619418368831044,1.0157731318911625,0.9631120824267582,0.9596013457957976,1.26776600562453,1.2216654236018205,0.8528607674201385,0.8574708256224093,1.115634084949587,1.2124453071972787,0.8390305928133254,0.6546282647224848,1.1984269669495555
204,10.225,1.0095484151986605,1.02209687722146,1.0101234313754155,1.1483801503249762,1.1024449443119768,0.8192918237066206,1.010498543524998,0.9850043142158804,0.9560335990918842,0.9201099123381288,1.2690929025227071,1.2371373258404808,0.8901910647191654,0.867365652803289,1.1595309253265025,1.3877850444852624,0.7714989227566103,0.7304131813080333,1.111411230409972
205,10.275,1.008267013644321,1.0434335750572268,1.0054905359642368,1.0883177587830997,1.1259808902106496,0.7895336162594487,0.903143831389806,0.9490469486141924,0.9352760134468768,0.9352760134468762,1.1121073400271848,1.1573149554754447,0.9131938320548432,0.8046955549790199,1.0668997245789256,1.1844395247444004,0.795654031889368,0.7414048933514567,1.1417229411677778
206,10.325,1.0077462369925878,1.0030348129916933,1.0316441499310056,1.1291496982782188,1.116070744244109,0.7898607639260975,0.9876100774845736,1.0114763739485282,0.984200606561152,0.9660167616362344,1.2938769958885328,1.222243667396434,0.774535364320817,0.9088478552435026,1.2311978334579468,1.3834186565036564,0.8506457758436722,0.8909395231204776,1.203056168693193
207,10.375,1.007450479344843,1.041600835866983,1.0240505172764505,1.132685013511116,1.1298065255479368,0.8824410791736814,0.8914455799815759,0.9623560238437464,0.9409703344249968,0.890320017380589,1.197189311958729,1.1218107256502166,0.79369217348375,0.8690707597922626,0.9932237254768712,1.2459636913348255,0.8779388287697344,0.7493518285963894,1.1705851050263127
208,10.425,1.0066241676271308,1.0146699183267491,1.023675244743271,1.1185199056095605,1.14465354826399,0.8695375646837281,0.9865906983911532,0.9609504881504792,0.9498025706545336,0.9375398614089938,1.3526139895080205,1.2252574775088885,0.8124467144772201,0.8695375646837274,1.299914743163552,1.2955231393015132,0.7773138835809078,0.8651459608216884,1.1238920904075402
209,10.475,1.0052929522530134,1.0456630771204602,1.034254334957868,1.154459970860667,1.1064555203805253,0.8226102006297317,0.969465444500543,0.934131851990272,0.8987982594800016,0.9871322407556782,1.043947051439806,1.3136333730617562,0.8656060968188395,0.7786105091988555,1.1570413153457852,1.248386682346768,0.8438571999138432,0.8003594061038511,1.0209109749220655
210,10.525,1.0043610068617903,1.028149429322566,1.04972330823521,1.1351262278027483,1.130464518448322,0.830124928463741,0.9165279183828908,0.9351209668465064,0.8607487729920472,0.964651102641659,1.2494793709060183,1.2322451726866248,0.8832526587439095,0.9608065507311796,1.0900630373766298,1.3658102088869228,0.7152192261048241,0.7410705234339142,1.085226910325269
211,10.575,1.003481960783321,1.032696880862482,1.0373780058644213,1.1396560828668654,1.089322811784009,0.8244604011775767,0.944716780324372,0.959884251568112,0.9219655734587624,0.9685513779931064,1.3529253029318675,1.2803709491468778,0.8535806327645852,0.8194374074540016,1.0712436941195542,1.404140140897742,0.8493127296007622,0.9304028897133976,1.13966079483757
212,10.625,1.0034450443297491,1.0528394560681984,1.050016830180616,1.132614663882063,1.133986975671905,0.868233519446936,0.9583838477949492,0.9508713204326152,0.8929175379231773,0.9133086836209424,1.247209629201408,1.1753365319253934,0.7863762407846163,0.8793884843182804,1.2091591659376355,1.382500165250374,0.7652370945269652,0.8962998013244011,1.1488910285459255
213,10.675,1.0019915136481976,1.0449972257950215,1.0457961533376787,1.0912145292790736,1.1034499081372695,0.8973308335261269,0.9611221250090272,0.999396899898767,0.9579325604348818,0.9419847375641572,1.260683452386807,1.0763974992139844,0.7915919352196229,0.9549363028046246,1.0931507676842411,1.273248403739499,0.8083452036898794,0.8586050091006491,1.163540138017181
214,10.725,1.0027427649182328,1.0336934003697766,1.0493254406893038,1.105755841147193,1.1259584448222326,0.8921435248532432,0.9089962950984042,0.8963567174145336,0.8552780899419522,0.9911535500435672,1.3485408008675717,1.2074626863152722,0.8132738368309048,0.96680002031429,1.136923629039122,1.3443914445572096,0.8257219057619902,0.6970918601407758,1.035349080176287
215,10.775,1.0017668898276963,1.0407857847761544,1.0552928761442906,1.1284318845487606,1.170242131749227,0.8609249960570693,0.9517134501867232,0.9913681772778364,0.9663230864834498,0.9548440865360218,1.3524981480756957,1.023623218452426,0.859185753640791,0.9249607395654452,1.2045044297452243,1.2127263029858064,0.8262982606784645,0.9496263592871904,1.1448119520852869
216,10.825,1.000886477931138,1.083636794174298,1.0377973456306282,1.1109806174879904,1.1312523780609558,0.8860759427031355,0.93363661173971,0.9295009013887034,0.9553490910824936,0.9263991186254484,1.2870831910556493,1.06713859511576,0.7860982780814568,0.9327280087080502,1.075284691261682,1.2382066141801182,0.8227557107381054,0.8471939991758708,1.046482422745742
217,10.875,0.9998008517237532,1.0311631310330251,1.0581065499103348,1.116507514565382,1.1060279759069658,0.9107290094667134,0.959902229325434,0.9363400614764632,0.940437829798023,0.9363400614764634,1.3156319808160115,1.0936695300648436,0.9968131879188804,0.9241709313094072,1.0250629543781196,1.2026329149790531,0.7627436943994662,0.831350270086191,1.1007525618884433
218,10.925,0.9991310357375832,1.053783016257092,1.0593131840948506,1.1699121642333123,1.1050131906256948,0.8374463709752131,0.8831252639374968,0.9623020117387906,0.9338795894511468,0.9562114926771524,1.199647693958983,1.1356664836145045,0.8517498627108775,0.7837698267198693,1.0356958424512557,1.2516324273638726,0.7997651293059888,0.935725201288007,1.0085609541355165
219,10.975,0.998428600027822,1.0188823477270756,1.041935694615559,1.090251693283801,1.1451286955411055,0.8831437761107988,0.955565589185944,0.9847354861189886,0.9877530616637864,0.90728438046918,1.0540178014051018,1.0896800578436208,0.8757065192125096,0.9351436132767074,1.1094924225316871,1.2402540294729212,0.8241943710235385,0.903443829775802,1.139494003345043
220,11.025,0.9979463454443508,1.0272634262941958,1.0467376144703897,1.139438924983508,1.1126735811080564,0.92897639194577,0.94990826343811,0.9728336465011498,0.956885553935557,0.937947194013916,1.1426445866597896,1.0915986085615852,0.7892493536722258,0.7382033755740222,1.1230115181604798,1.3154155894537087,0.7892493536722257,0.714643693374851,1.110670732246628
221,11.075,0.9975798761182518,1.054936272363136,1.0285860611625088,1.1089648524889566,1.12875275987961,0.9166561878642434,0.9887638405733916,0.936411709154421,0.966044991089688,0.9176439639287522,1.1401330393073743,1.073981975593294,0.801595242652966,0.8210514378629897,0.9844834776271868,1.2490877324835052,0.8910937406190736,0.8405076330730132,1.1163885398469782
222,11.125,0.996768761629022,1.071956713475295,1.06625579425798,1.090674178865368,1.144081330699633,0.909414028634594,0.943676128744616,0.9045194429045904,0.929971288700608,0.9583598859346256,1.191609144086234,1.0797752761946458,0.8753892417720875,0.8638202209557165,1.0527808942897796,1.3497190952433065,0.7866934155132417,0.8368258390508506,1.2271425651650885
223,11.175,0.9964340801384513,1.0401501786104697,1.059287338020685,1.1127769684071709,1.1024390181246817,0.9071153759412138,0.9401013896118032,0.9740575801550576,0.9245785596491732,0.905175022195885,1.215367027755947,1.1351069410173469,0.7873132318167457,0.8981485896938601,1.0089839475709748,1.2650518433560327,0.9172581341554316,0.856107591878403,1.1132284625623636
224,11.225,0.9956768827099612,1.050774705819475,1.0776898564412905,1.0930494673165498,1.1246073259529858,0.9298218818119072,0.9846304105226408,0.9788610917109845,0.973091772899328,0.9817457511168126,1.170472407395078,1.1818362171756127,0.8598616067271285,0.871225416507663,0.992439387500034,1.1894120903626362,0.829558113979036,0.9431962117843832,1.1148129309189885
225,11.275,0.9953883108581512,1.057410438565754,1.037895074901063,1.1012500050932466,1.1065308055603116,0.948278651918602,0.931123862235652,0.9444664764335018,0.9559030028888016,0.9206403796516276,1.1638687276479254,1.0024288718774068,0.9048140753650008,0.9573758888716808,1.0212009481297928,1.1601143123974489,0.7921816178506846,0.8109536941030714,1.1125328456516057
226,11.325,0.9954639012066926,1.0557249993106734,1.102752587950333,1.0834946958526468,1.1120818840375366,1.01644024035938,0.9266987693239328,0.9607060636110494,0.9125290633709672,0.984322240199325,1.224319845673388,1.0977943904974146,0.8819568493148723,0.922891555401217,1.082909042829653,1.2913039101783148,0.7852020894744218,0.7963661002252437,1.1002246513411298
227,11.375,0.9945072166016122,1.0512137731644358,1.0707393301961046,1.0843671366383223,1.121483862331132,0.9185698851048076,0.9316789354528884,0.9485334287575636,0.9438516250618206,0.9550879539316042,1.22095765471411,1.0660325142367906,0.947994311968357,0.8447108849834779,1.1176742277292302,1.2135802670723326,0.7672483147448186,0.8299561096999238,1.0843630641426352
228,11.425,0.9944156104062364,1.0441253610545134,1.0340119223535844,1.1025900696645643,1.1029856886346632,0.9281829683080562,0.9281829683080562,0.922613870498208,0.9560284573572978,0.9569566403256062,1.100599986360432,0.979936200480385,0.8556159362403358,0.7605474988802986,1.133508291600445,1.2541720774804923,0.8117381959203182,0.7715169339603027,1.0995179672539006
229,11.475,0.9938394781703416,1.0552699135582937,1.057344154174624,1.1012381459711915,1.091825854125284,0.9145911919627598,0.9219520868678936,0.9265526461836012,0.9532358902147084,0.9504755546252832,1.0765308798756827,0.90617077430613,0.8916720419172321,0.8554252109449869,1.0475334150978872,1.141775175625724,0.9206695066950286,0.7466847180282511,1.1192503592358296
230,11.525,0.9937510936129486,1.055386703542742,1.036537452464693,1.081984092373916,1.0905373263057263,0.9759957670091144,0.9075848487608126,0.950455690863082,0.9668743112426742,0.8856933549213554,1.2037557534196257,1.0097175125698947,0.8623921815543586,0.9414447981968412,1.110329933751237,1.1965691519066726,0.9019184898756,0.8228658732331172,1.137389688427559
231,11.575,0.9938320747814938,1.0479873951253622,1.0534235430657115,1.0930845867530483,1.0942408821551144,0.9630606512207306,0.9350278998706444,0.9594435220142684,0.9540178282045736,0.918750818441561,1.0651349413273534,0.9725145116467134,0.8870187304030466,0.954702890554283,1.143506074134048,1.0936335350752422,0.8228968944702963,0.7409634374451152,1.0544116184247676
232,11.625,0.9943107792530268,1.0490971369139943,1.0529708299865623,1.06994550212494,1.1119790754227052,0.896520269637656,0.9422428033891764,0.944035843928451,0.9754140533657693,0.942242803389176,1.1442858714284252,0.8829366291885996,0.8511509105378101,0.7593255011021961,1.1336906318781612,1.1584128574954426,0.9323810804231608,0.8334921779540382,1.0822280397768846
233,11.675,0.9938528671981716,1.0232653728633812,1.0234323548106496,1.0865630279959475,1.1043693258745415,0.9741880940845548,1.0044092575871777,0.9421892150817778,1.0186309815884127,0.911968051579154,1.2465556567748626,0.9664307900838828,0.990941715919343,0.9629292292502448,1.008449520087529,1.134505710098471,0.910405816745686,0.7353277750638231,1.1095302914993628
234,11.725,0.994044514190698,1.0537947015849989,1.0476689507666723,1.0788182715428194,1.1047369556432562,0.9632533026914294,0.8980376170563277,0.9412209764633548,0.9280015807265094,1.008199248196702,1.100548077404801,0.9061294895982752,0.9269600525775458,0.9616776575429964,1.1560962453495236,1.1387374428667976,0.8991859686051852,0.8748836451293693,1.0802134802107524
235,11.775,0.9934509275939238,1.0492965518402917,1.0461775539546594,1.0834564410215433,1.078242143952343,0.9725666783493616,0.8816889294290257,0.9218848568360974,0.9052821911679596,0.930623101924591,1.1153178276586655,0.98450894663697,0.8950081333063368,0.8640270825380402,1.0395863702250523,1.184164607143768,0.8674694215122954,0.8571424045895302,1.135971861504196
236,11.825,0.9934931205341988,1.044185548750125,1.021071854607878,1.0436609410072983,1.1082896263138369,1.0458057611130775,0.9323007447868026,0.9236362397237284,0.9331671952931108,0.8915775709903536,1.1263856581996663,1.0035072227597033,0.9454812949130534,0.9284148455463922,0.942068005039721,1.1571052670596575,0.938654715166389,0.7987098303597637,1.036734554791939
237,11.875,0.9934688832531652,1.0079721389141192,1.0399302627740064,1.071144866779229,1.0722434768990023,0.9459455673604192,0.95110058407628,0.9476639062657064,0.9115787892546816,0.9296213477601938,1.269227600495981,0.9070746584877944,0.8732285891412345,0.8224594851213956,0.9747667971809136,1.1947662479335504,0.9036900515531384,0.8224594851213956,1.149972011257541
238,11.925,0.9935951336079616,1.0193839719412263,1.023705430135985,1.0454769732548812,1.0570974189458002,0.9755168621180856,0.9917044781707006,0.998520316508644,0.9661450844034144,0.9678490439879006,1.0807234576753486,0.9498283805034896,0.9833912208039663,0.9800349367739184,1.06394203752511,1.0740108896152532,0.808864451241488,0.8457835755720122,1.0962719571614887
239,11.975,0.9939323962797256,1.0193013271471418,1.0378715942409156,1.044687197102824,1.0652136260014318,0.994423762235719,0.9986481622452164,0.9597836821578396,0.8955728020134767,0.952179762140744,1.085030741833367,0.8653619413394944,0.9518981354734438,0.9086300384064688,0.9785246567454288,1.0217927538124034,0.9285999293604577,0.9319282445194556,1.0703250228145285
240,12.025,0.9939335226590208,1.033980693366443,1.0133608926614646,1.0438743787453737,1.1060140099125628,0.9777926445399464,0.9501429810696658,0.9593595355597592,0.8873028368190264,0.9928742791601002,0.924194444736674,0.8845861113908166,0.9472993058550908,0.9043902780637452,1.0463201392197343,1.1255368059114494,0.8944881947272811,0.8482784724904473,1.0558854170005374
241,12.075,0.9949829165585984,1.0446360196060729,1.0104496346249414,1.047289245442471,1.058622778027577,0.9597404306293968,0.94976910148,1.000456691322765,0.970542703874576,0.9422906046179534,1.1326019826763816,0.9427438468520164,0.9001894370982801,0.9361970145822116,0.9591109275265308,1.1031412374622558,0.8870957725586688,0.8249008659955149,1.1243182357227497
242,12.125,0.9937485042111014,1.0202468631677195,1.024272116345619,1.0369133401971224,1.0692290676016394,1.0276590453509296,0.996343051988191,0.9427762212361376,0.953489587386548,0.9790368451298352,1.0680901404500311,0.8570692920328516,0.909012885489388,1.0323789199486628,0.9317382076266228,1.071336615041065,0.9155058346714556,0.9187523092624889,1.1183442420275602
243,12.175,0.9946372336364738,1.0309242377492984,1.0106558434414483,1.0224916593922078,1.0597681866681756,0.974281398738386,0.9481261934031264,0.9309618399018634,0.9342312405687704,0.9742813987383856,1.1366120954877088,0.985278473708892,0.9305407807250649,0.9080017306729004,0.885462680620736,0.9595195593635608,0.8275051233437425,0.7856468875325805,1.1341150578726018
244,12.225,0.9939820495135844,1.0203764467230974,1.0229654615879178,1.041096554887142,1.0372956713478916,0.9841630406139086,0.9022845668890284,0.9274155835768636,0.9290369394922076,0.9387650749842722,1.037913445807439,0.8846216138112634,0.9069766726440393,0.8303307566459511,1.0059776474749027,1.0985914626392583,0.9357188911433224,0.954880370142844,1.1151785252425868
245,12.275,0.9955122803622066,1.0409326033262962,1.0225036702823538,1.0638204367785868,1.074787657776304,0.9954598501269486,1.0123456795717518,0.955255494305989,0.9777699335657266,0.9946557630105296,1.1561798083057648,0.8869324556866142,0.9597876216894436,0.8932676875129472,0.9407819262104444,1.0168047081264402,0.9122733829919464,0.9059381511656136,1.0741126980656674
246,12.325,0.9952431469241036,1.041943568760652,0.9989412960781224,1.0439881847303183,1.0701643782256731,0.9969704066037952,0.9834116090739844,0.9219982320271902,0.9323667242558696,0.9586867429902104,0.914312496529008,0.9268803658971037,1.0022875821056818,0.845189215004478,0.8891767577928155,0.989719712737586,0.8954606924768634,0.8483311823465021,1.1479402110323709
247,12.375,0.9961448694677316,1.0136250437888743,1.0026267661876458,1.0389410614202,1.0416387337640372,1.033234446846698,0.9952595207757629,0.9691517591019948,0.9849746449648844,0.9462085746008048,1.0565372423902268,0.9194055649118495,0.922522193945449,0.8944725326430537,0.9069390487774516,1.03783746818863,0.8570729842398599,0.9225221939454484,1.0872583000071363
248,12.425,0.9956580621878912,0.9998811202687008,1.0091693111529425,1.0449797220442918,1.0797677793722706,0.9535195520943652,0.9715697164549992,0.9637218189068976,0.9731392959646198,0.9134952745990464,1.048051045287409,1.0449594492836116,0.918204013127907,0.98003593320386,0.9769443372000628,0.9800359332038598,0.8378225170291675,0.8934712450975256,1.035842395762209
249,12.475,0.996183218585294,1.0101636334945123,1.0056298166944069,1.0279924904426587,1.0469064904282086,1.0066153312147277,0.9396633447611564,0.9700252921063804,1.022964072092925,0.9365492988795951,0.8955241035156926,0.9108584203567144,0.8709891965700569,1.030466091716687,0.9997974580346428,1.0273992283484823,0.93539332730235,0.9323264639341456,1.0843552623294206
250,12.525,0.996418460911458,0.9967463518413376,1.024748105248234,1.0234223448346602,1.06193646974481,1.020219164820766,0.9576621986205516,0.9893268358330058,0.980831445361372,0.940671417677284,0.8883884911934544,0.946194591647823,1.0040006921021916,1.000958265762488,0.9887885604036736,1.046594660858042,0.8853460648537508,0.9796612813845628,1.0818619702652184
251,12.575,0.997044534773041,0.9912826087857372,0.9927219620727789,1.0055029473426018,1.010074899685179,0.9975648322862573,0.9623206062607828,0.9561911756476568,1.0013957264194613,0.953126460341094,0.9749045130498524,0.9779227932760132,0.938685150335926,0.9628313921452104,0.9718862328236928,1.032251837346903,0.8209722215156656,0.9235937492051236,1.0631122127205028
252,12.625,0.9972980760298246,1.0344251332294316,1.008578784649292,1.02185333444175,1.0707752917977114,1.016283259317421,0.9379906821224367,0.9410311705571934,0.9737164212308278,1.029965457273826,1.0300806272902938,0.9372535940170408,0.9971420025804298,1.0121141047212772,1.0420583090029716,1.0061252638649385,0.9162926510198544,0.94024801444521,1.0980661931339384
253,12.675,0.9980375436648636,0.9935536045098438,1.002053991829192,1.0234503492658669,1.0147715931634238,0.9901817842065024,0.9600163071552762,0.9690659502706442,0.9441794317033828,0.9539832117450306,0.9803780041648544,0.9595821071068116,0.9774071617279908,0.9625529495436748,0.8793693613115053,1.054649065086434,0.9179903129907264,0.8823402037483682,1.109427761855942
254,12.725,0.9980257169151178,0.9908212980979998,0.972267118590419,1.0064937268738146,1.0686820274886413,1.0063588015667602,0.9734370266456166,0.9898979141061888,1.0497556866900857,0.9973801356791756,0.937318302506926,0.9196330515162288,1.0286920992921915,1.0080593064697123,1.0493248921146716,1.087642935927848,0.9078428841890978,0.916685509684446,1.0699576849371517
255,12.775,0.9988929360009144,1.008602427344799,0.9784782398024212,1.0337534718435992,0.97521524341046,0.9903305198582688,0.9650897120058096,1.0148289510091857,1.011117067501471,0.9613778284980944,1.1142399402248873,0.9329200549389476,0.8832033121992546,0.9036749121508928,0.9504671406117804,0.9124484549873092,0.9065994264296984,0.941693597775364,1.0734161082513596
256,12.825,0.998694090375943,0.9956334159267938,1.0007534209843738,1.0031035872403125,1.0665235949468992,0.99293609933305,0.9892531019319628,0.9715747144067453,0.9752577118078314,0.989253101931963,0.9865968795639064,1.0533372567108767,0.8618213918543536,0.8850354360793868,0.9575793242826152,0.9488740576982276,0.957579324282615,0.948874057698228,1.0777653006976782
