,r ($\AA$),g_full(r),O (DOL),O (DOL),O (TFPG),O (TFPG),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
98,4.925000000000001,1.0715194654728482,0.5648904790493738,0.5827192483216962,0.4108954458903011,0.440701333156955,0.2847117308410873,1.1788064645350296,1.083902554254667,1.0789076116083325,1.1088772674863414,0.4132179825604299,0.2951557018288785,2.6957554100370897,2.5973701760941306,0.3541868421946542,0.4525720761376136,2.4005997082082136,2.617047222882724,0.0397556659606244
99,4.9750000000000005,1.0714218615123767,0.6004921288274836,0.6161251551522418,0.4610973928443478,0.4506653251329371,0.3475483481393787,1.0230648557905653,1.0915955159870625,0.9643242899078532,1.1209657989284183,0.6749231686018674,0.578505573087315,2.140470620423063,2.583991559790003,0.5592220539844044,0.7134902068076882,2.661125636201646,2.275455254143435,0.0519474392160037
100,5.025,1.070277500248245,0.6489940939778472,0.6661203270133736,0.4765082501667224,0.5930789379757488,0.2926852424678727,1.1803372073294538,1.0363936454600082,1.0939710702077874,1.1755390886004726,0.4725419960360584,0.2646235177801927,2.438316699546065,2.2303982212901987,0.2646235177801927,0.6048537549261548,2.6840385374848155,2.6462351778019304,0.0891079192525139
101,5.075,1.0677652630196426,0.6990123373221628,0.687524144673379,0.4972402697638611,0.5213002828169513,0.3057626658830192,1.0678173100837758,1.2089385404913229,1.12896984326038,1.0678173100837751,0.4076835545106926,0.4076835545106926,2.149604196510922,1.6863274300214997,0.4076835545106926,0.5559321197873082,2.9279091642131525,2.612880963000346,0.0686405984635349
102,5.125,1.0686413961876116,0.7175020003130219,0.7356995148137148,0.4836532846966277,0.6075157112652764,0.4013051879119769,1.286944223303926,1.2500425968292617,1.0839852776932708,1.2085282670452635,0.5633089192912809,0.5996514302132989,1.7807830351788878,1.907981823405951,0.4542813865252265,0.5996514302132989,3.0709421729105326,2.6530032973073228,0.0795455978854376
103,5.175000000000001,1.06584560208789,0.8014410245913431,0.8048405623414664,0.5418417332678608,0.6093309171268468,0.4252560222499202,1.0948080572817085,1.3029120681699664,1.1898120622524353,1.1988600627258377,0.7128727645711106,0.4811891160854994,1.693072815856387,1.7287164540849436,0.4990109351997773,0.5702982116568882,2.691094686255941,2.798025600941608,0.1080220464681733
104,5.2250000000000005,1.06760383674963,0.8203575101559084,0.8328629600058465,0.590158829377254,0.6941932384020904,0.4437831433926587,1.255906295801225,1.1849009928584,1.1449605099530602,1.1715874985566197,0.4720238888812828,0.7167770164493552,1.5384482304278848,1.3286598353695371,0.5594357201555945,0.6818122839396307,3.076896460855771,2.9370375308168715,0.0941907079853806
105,5.275,1.065008253173934,0.8793145273154289,0.8727707912981985,0.5920150157097257,0.6940865701424372,0.3265575954752829,1.0972335207969506,1.240918862806075,1.3280008882661507,1.3062303819011318,0.6346432461560042,0.5488806453241117,1.440811693975793,1.3035915326447651,0.5488806453241117,0.5317281251577333,3.0703011097817514,2.795860787119695,0.0635343349019938
106,5.325,1.0629825311475685,0.8749194000095019,0.885354218541725,0.5554534172537386,0.6683652594495808,0.4614536081800291,1.337360920003233,1.3117246084376757,1.3117246084376757,1.337360920003233,0.3703022781691591,0.925755695422898,1.3128898953270196,1.615864486556331,0.5891172607236624,0.5722853389887007,3.0129139905581583,2.911922460148387,0.1530330843454178
107,5.375,1.0579651304906952,0.8910180451426074,0.8642323567828825,0.5558921468922922,0.7113989532576598,0.5619419253892651,1.3587252524337452,1.270659726813039,1.2203365693154935,1.3251764807687143,0.6938495957994999,0.6277686819138327,1.2555373638276668,1.3546587346561665,0.5451675395567497,0.6938495957994997,3.634450263711665,3.0232018102692497,0.1557621541590714
108,5.425000000000001,1.0548246048859309,0.9218444803735646,0.9303514344709714,0.5755214346387677,0.7211564318186998,0.489881577631662,1.3296785678573677,1.3379118716831104,1.4161282580276615,1.358495131247466,0.7946385662117872,0.6486845438463564,1.2811519740965551,1.4271059964619854,0.4378620670962905,0.6973358846348333,3.2109884920394656,3.0650344696740373,0.1583650786890213
109,5.4750000000000005,1.0528548643854232,0.962031545579001,0.9977185879169748,0.6529172807740331,0.7183812825402945,0.5456437799040147,1.451008273966973,1.2812524313301683,1.2893360428843017,1.4469664681899066,0.9712581761254404,0.7005796680249075,1.4966929271441212,1.0827140324021305,0.5891238117482176,0.8438800546663662,3.996488560778446,3.3595979534830795,0.1876552682209573
110,5.525,1.0504921770988331,0.9596104788130454,0.9991282374588044,0.5887107062194249,0.7595721468175918,0.6548821019118606,1.3732679227969933,1.3573919930536753,1.408988764719458,1.3137331862595512,1.0632062040221946,0.7661338823101111,1.2039246722016028,1.0944769747287302,0.6566861848372382,0.6566861848372381,3.67431555801788,3.15834784136005,0.2474539049277346
111,5.575,1.0467587769092772,1.0230284588031713,0.9981301283813334,0.5549374458764321,0.7593006370225432,0.584716447463076,1.407217583561136,1.4189119125103975,1.3526440484645812,1.3838289256626128,1.1363580251706642,0.7678094764666651,1.2131389728173307,1.289919920463997,0.6910285288199987,0.6603161497613319,3.4704988336293288,3.624060728922663,0.2637190507945712
112,5.625,1.0435693390191296,1.0149930399627796,1.0214671273898983,0.5957103833667531,0.7034278773453985,0.6241462952387383,1.409115562256782,1.3937990887539915,1.2521217088531738,1.3669952601241069,0.9955707776814232,0.708967068954953,1.2821744864078937,1.1464148349058811,0.8296423147345192,0.93523315479164,3.469413316162532,3.635341779109436,0.2590515799069007
113,5.675000000000001,1.0406497707983946,1.0304026013477383,1.0473639610407046,0.5403629680107443,0.69269080765769,0.6470541269537465,1.4483479004487936,1.5612061784058424,1.5574442358072755,1.4257762448573843,1.0077446233740524,0.8743666585157219,1.2300412314712696,1.3337796485833042,0.8002677891499825,0.8891864323888697,3.7345830160332554,3.497466634062888,0.3293619132215915
114,5.7250000000000005,1.0392793491369638,1.024982801996558,1.0263716675819197,0.5136343690701668,0.6948244072390907,0.7208212388024569,1.4933937460317568,1.371408613311341,1.4712146309916811,1.3898912091780709,1.019343165983272,0.83003657801495,1.2960220253215886,1.3397081610065862,0.5824818091332983,0.7717883971016202,3.990000392563098,3.553139035713123,0.2745985671628406
115,5.775,1.0372731406523124,1.0707799167696013,1.0926186403748457,0.5125208318881417,0.7076193962926914,0.8827674054238822,1.3187019266208608,1.5512003379259145,1.5257708241894257,1.4095216185368968,0.8443479236315221,1.044701668222053,1.1735005040302515,1.1878114857867177,1.044701668222053,0.8586589053879882,3.363080712769617,3.3058367857437534,0.3469682923812683
116,5.825,1.036999007153649,1.0551596137660413,1.049122464036929,0.5661592830117018,0.7031333030951783,0.8712484251805397,1.396139894449144,1.5104019829974118,1.4854071511274771,1.4996899121960117,1.1253084478238464,1.209706581410635,1.1393748034216444,1.195640225812837,0.8158486246722887,0.9565121806502694,3.6713188110252992,3.432190765862732,0.364720505857193
117,5.875,1.033147031740878,1.0814574788630722,1.0511239154315468,0.5236485433439346,0.6642855806991628,0.7652173988338061,1.4286398225933905,1.4391703372562406,1.446190680364808,1.2531312448792145,1.2445153692459754,1.0924079352270224,1.1477197294157322,1.5625581858310584,0.7605371700947621,0.815848964283472,3.443159188247196,3.429331239700017,0.423727851909939
118,5.925000000000001,1.0320396792315891,1.0593920977049407,1.061985468813154,0.5324998656489729,0.6781282819452391,0.8938552249668643,1.4391414239813989,1.3701178544858883,1.5806397414471955,1.4011784607588678,1.2235996410567822,0.9924752644127224,1.3187685020278637,1.223599641056781,1.033261919114615,0.7885419909032587,3.8747321966798056,3.466865649660878,0.3296227604479489
119,5.9750000000000005,1.032836504729849,0.9958332881084422,1.0436485868332397,0.4918025566762962,0.6248785426004708,0.9807677909102296,1.3778260315209452,1.3540704102878258,1.4694548562772634,1.5271470792719832,1.1229930037474791,1.2834205757114048,1.2834205757114052,1.4037412546843495,1.029410253435189,0.8689826814712635,3.903737584455524,3.382347975572766,0.4006596758997019
120,6.025,1.0301465395475802,1.085963569352638,1.0953685656230128,0.4552223768550489,0.6230856283203483,0.9812449647257736,1.455179607552508,1.4585171754597386,1.268275804747599,1.4918928545320442,1.2096155203174883,1.2096155203174883,1.341095468178085,1.327947473392025,1.14387554638719,0.907211640238116,3.484218618305807,3.168666743440375,0.3497634939516072
121,6.075,1.02823904053815,1.0835793223472638,1.0422589953141006,0.5093268674200762,0.6226660879174007,1.0406650079566786,1.332839095364075,1.3164248207906255,1.3098591109612456,1.4575875821222883,0.9699344066129066,1.2803134167290366,1.4355029217871014,1.4743002980516189,1.3837730867677474,0.9957993241225844,3.090857642406465,3.181384853690338,0.3048365277926282
122,6.125,1.0231277451298508,1.0568601347488724,1.0562534412157207,0.5671172231982123,0.594647185489388,1.0851040521537136,1.2724136802040569,1.3725274469206192,1.3208558253894904,1.3273147780808818,1.221329236190326,1.0941074407538334,1.6284389815871012,1.450328467976012,1.2467735952776249,0.8905525680554458,3.536765913134484,3.104211808650411,0.3855599310677365
123,6.175000000000001,1.0212014926480693,1.033248384037445,0.9771389974981496,0.501089896390691,0.5864106084788354,1.0294740865140977,1.3154391105457912,1.4901955141207153,1.3313260563253295,1.2773104406748983,1.001359006710308,1.4019026093944318,1.489521522481583,1.5521064604009769,1.3268006838911577,0.7259852798649729,2.954009069795409,3.116729908385833,0.3456221265507771
124,6.2250000000000005,1.0165675904073237,1.0501961736313157,1.0073190367884264,0.5343841211231546,0.6863037964549242,1.0223825114179512,1.263127017164687,1.206849080756359,1.2975190894142203,1.231861496937837,1.0469212075959935,1.416422810276933,1.6381237718854966,1.4041060901875686,1.120821528132182,0.7759533656299717,3.2762475437709933,3.4363649049327343,0.3027650887273409
125,6.275,1.013600557267824,0.9936423244878272,1.0132955176423268,0.5888528774010122,0.6386889783837256,1.0769238420859684,1.2984624610293685,1.1630777494528457,1.2861547599769574,1.2892316852400596,1.0787886452757292,1.2969706184775618,1.466667708745654,1.5272738124128309,1.2727281770106915,0.7030308025392386,3.224244715093751,3.030305183358787,0.2530614042919215
126,6.325,1.0086015993120625,1.0047345610913732,0.9853908605947104,0.5047120280407984,0.6299219173501519,1.0932779430932913,1.1508188874666223,1.1175057091452203,1.2628723054567934,1.0448224109894335,1.1572429163440296,1.2765463097815584,1.443571060594099,1.5151530966566162,1.002148504875242,0.9067057901252188,2.9229331392194573,3.650683839188383,0.325406092508688
127,6.375,1.0048751881920162,1.0153579256136662,1.0484004615271834,0.5082619583696304,0.617538279419101,1.1656303816417335,1.1835172928689726,1.0911015848615715,1.192460748482592,1.1328377110584624,0.9042827342659672,1.268344614295123,2.0669319640364963,1.655894357551965,1.1626492297705286,0.9747463239490292,2.865519313777867,2.8772632453917133,0.2807758344003659
128,6.425000000000001,1.001794459310584,1.0514441301276083,1.0106434664519697,0.5241502362172838,0.606713280585639,1.050706155545533,1.074185622708562,1.171038424756055,1.159298691174541,1.0066821546148546,0.9018249887617836,1.3874230596335126,1.4799179302757464,1.4221086361243502,1.3758612008032332,0.7746445416287115,3.1448256018359597,2.717036825115626,0.3075690405156944
129,6.4750000000000005,0.996606184412502,1.0743556056984285,0.98369497601089,0.5308670683335152,0.6565015021386625,1.11545564795475,1.129904555311677,1.07788848882674,1.060549799998428,1.1241249923689067,0.865183058705678,1.3205425632876142,1.570990290807679,1.582374278422227,1.0473268605384525,0.7171912197165489,2.925684816938942,2.470325312357004,0.3450045226041707
130,6.525,0.9927541594725746,1.0023561941775636,0.9986140643859662,0.5967496381105479,0.6646723611475208,1.2008700112759323,1.1724133759376407,1.0528955075168127,1.0785064793212762,1.0187475451108623,0.8071336568679253,1.2779616233742146,1.6815284518081794,1.4573246582337545,1.3452227614465428,0.6614011910445498,2.8137576093590204,2.7128659022505297,0.3435122408693848
131,6.575,0.9895055562773584,1.0256030621866543,1.0071759024451086,0.5721792773031367,0.6139877839954329,1.1938855548417635,1.0257326597936276,1.092993817812882,0.9164332780123398,0.9752867912791868,0.7728239115848657,1.2033972337535763,1.324840991288341,1.3579620160705494,1.1813165505654373,0.7507432283967268,2.6386416409826148,2.7821660817055194,0.3271546121344684
132,6.625,0.9831348134045924,0.976992062546208,1.034035123522897,0.5776940361899164,0.6835850000536484,1.1234850255747342,0.9440586701389656,1.015829212313273,0.9192150209247826,0.9771835357578768,0.7720770446023968,1.272295974908175,1.3701648960549575,1.5985257120641174,1.1200554309020685,0.6959567725993436,2.381477081238379,2.718581142966188,0.3002645131782248
133,6.675000000000001,0.9816468476083988,1.0002120451633023,1.0032770463231488,0.5563228334725002,0.6594743588455261,1.2290811830531867,0.9190916811326932,1.0197023089489938,1.0577711951497557,0.8755843826175361,0.8569619404500634,1.1783226681188372,1.3068669591863469,1.4675473230207334,1.2961549349307206,0.6641455038487998,2.281661166448294,2.356645336237673,0.353496800435651
134,6.7250000000000005,0.9787971711342972,0.9904270195949126,1.0055249924545908,0.6371443549885066,0.6816759496920043,1.2108729084465886,0.9831645075218984,0.9778066627942588,0.9590542062475194,0.9644120509751593,0.7598397977380034,1.2452930018483943,1.2136330102759776,1.3613796376139229,1.0553330524138935,0.5171131956828079,2.3744993679312603,2.4800326731726496,0.3624745973903234
135,6.775,0.978529445637876,0.9788373703717984,1.0180106997838407,0.5827729806068951,0.6705264410071616,1.285449727865238,0.8816020720882741,0.8525672733069238,0.9343926153270932,0.9291135610032112,0.6862770621046449,1.3205634376862094,1.39335039881852,1.1437951035077412,1.1645913781169732,0.634286375581566,2.256395795101633,2.5683399142401084,0.4061639755313205
136,6.825,0.973524672707637,1.0642277649231406,1.0222059156194725,0.6141758415497065,0.7239292861587694,1.261482384910309,0.9337570642944344,0.9363580589024972,0.8973431397815597,0.9363580589024966,0.747982994864032,1.250053772238519,1.485719647332666,1.42424159296028,1.188575717866133,0.8197073916318162,1.8750806583577784,2.541092914058628,0.386433484626427
137,6.875,0.9738735483161706,1.0593984303606383,1.0314688353784032,0.6129227771194696,0.7167154042609126,1.3893084366600776,0.7510468117000052,0.8484522002481285,0.9407309893989824,0.8689585978372071,0.797729936514536,1.20164382842063,1.4439921635642874,1.3329158432901111,1.0703718135511495,0.626066532454446,2.2417221000788263,2.160939321697606,0.3638316204899031
138,6.925000000000001,0.971080771711632,1.020424744351209,1.04890171396101,0.5847208848470199,0.7882425187992977,1.3238432046501012,0.7857161004698128,0.8362444670595112,0.8741407420017854,0.9297219452504536,0.7663468932770929,1.104733833165679,1.433168215998719,1.2540221889988794,1.263974746054426,0.6369636515549865,1.9706062969982383,2.348803465109012,0.5496248855573331
139,6.9750000000000005,0.9699127416994692,1.050291922016178,1.084911789378849,0.6336862243835281,0.7186023013528454,1.3049314828111782,0.9239114124483716,0.8417306129583549,0.928892066962918,0.9413437032492838,0.7946407884571879,1.1380040921115278,1.4421258753482291,1.3342116941997226,0.9908483905453822,0.6671058470998615,1.8737825999422564,2.128852482656909,0.4889173105095623
140,7.025,0.9693426235743692,1.0962728402682145,1.075518831933309,0.6717857019233757,0.7523581303472073,1.2446870598720468,0.8199713569965748,0.8617064260652629,0.9083515032596788,0.8494314057509431,0.6866571969768094,1.160547375172073,1.2959445689421478,1.3443007095743171,1.1025200064134697,0.5609312313331681,1.9439168534132212,2.2727386097119746,0.5178054487693768
141,7.075,0.9695913480638944,1.0380904102692892,1.112661950910622,0.6633557464535188,0.7366034260774688,1.3675413208230962,0.931864439852906,0.861672053474375,0.8761946161733816,0.844729063658868,0.6102410184632963,1.0965268300512363,1.2872271483210167,1.2490870846670612,1.0679217823107692,0.7246612094251647,1.9165381986112917,2.1549135964485164,0.4109786450875261
142,7.125,0.9675303600329546,1.056301095125932,1.094858775168729,0.689681208225673,0.7669906061978721,1.329322578391406,0.8687134982665561,0.9140584336156344,0.9259913113390764,0.8066625341046588,0.7145262539854788,1.0811910422148698,1.2974292506578435,1.410249185497656,1.0811910422148694,0.7145262539854789,1.701700683833837,1.6828973613605358,0.5033726174357959
143,7.175000000000001,0.9669887754304743,1.0628521577623524,1.0814211222490486,0.6670621450029718,0.7382823138679506,1.3296874972543336,0.8590016575182862,0.8237002195380829,0.8448810823262055,0.9178373874852924,0.5840783374906401,1.1866988444254274,1.2052410138695746,1.3350361999786058,0.9549217263735862,0.5469939986023454,1.742963927749846,1.844945859692656,0.5681850493956575
144,7.225,0.9665287308067244,1.069993367898515,1.0835099915353743,0.6727004144432309,0.7617342928254233,1.336877927707996,0.9608810105401224,0.8587583910624285,0.884289045931852,0.9376713242951924,0.704027149429558,1.033182699812209,1.6000617032489957,1.1611876360721292,0.960037021949398,0.7405999883609636,1.6366345421804025,1.965790092563053,0.5449539596896429
145,7.275,0.9648177887814988,1.0957606045946275,1.0910300839311498,0.7073926130750242,0.8069154358800622,1.428445221437015,0.8859107382950723,0.9019349635355516,0.8218138373331548,0.9088024886386136,0.7124190182671981,0.9378680746808684,1.334658413968928,1.289568602686194,1.0280476972463366,0.7124190182671981,1.6863589419742535,2.020023545466486,0.6225154557708084
146,7.325,0.9643605154920418,1.101638154141154,1.069823421156715,0.7093176428850505,0.7555147213904541,1.3954627127377417,0.8625675667731674,1.0251457468979532,0.9303084751584948,0.7790204464312636,0.6849358514516423,0.9784797877880606,1.3787669737013584,1.1385946621533791,0.9873750585861338,0.640459497461276,1.6189392852493374,1.6812061808358505,0.6350134132991907
147,7.375,0.96436131220515,1.1164623343191993,1.074615919989394,0.702580716393658,0.8022712234495153,1.4100181497977295,0.9155094147975787,0.8976892802029786,0.8464563932435036,0.8976892802029787,0.7107803684891612,1.0617830195949196,1.2460594114254429,1.0705580858725636,0.8862816940420405,0.7195554347668052,1.8339888520275904,1.8954143159710988,0.6825747983110205
148,7.425000000000001,0.9654998994138588,1.0634945413355978,1.139458437145283,0.8233500886736597,0.8205400201116337,1.3493372810529125,0.9076161190144184,0.9405803848381864,0.8922327949633269,0.8328971164805435,0.6752679908141609,0.926329166886093,1.307249571960749,1.2293340345591148,0.8137845017504,0.5627233256784673,1.4371088009634712,1.6102544396337706,0.6996497236065095
149,7.475,0.9650389784472806,1.0704966466111323,1.1267099408395702,0.7975850430041939,0.7754042306842623,1.504811712743539,0.9367127664340188,0.902019701010536,0.8998513844215693,1.012603847047886,0.7089738180291157,0.8371016164681127,1.3239872505363004,1.1702338924095044,0.9054364423022442,0.6491808454242504,1.3496128102240996,1.5460754344972287,0.6212890797776659
150,7.525,0.9660733805920384,1.1198258004534518,1.0941011589498546,0.7842852792838403,0.8025244718253245,1.4934391154448727,1.0484028174326474,0.911468571890424,0.932864547756396,0.9585397187955628,0.7754420344152411,0.9777312607844342,1.2137353582151602,1.0620184384382654,0.8597292120690716,0.6911548567614105,1.3907384312882038,1.5845989398920148,0.7464575661812208
151,7.575,0.9657312299310156,1.099141582178698,1.1070747585206595,0.8198638629652991,0.8549623159352734,1.4674545499625882,0.9733763273852576,0.8868070661644419,0.9649305458027388,0.95648476422022,0.6238361396178433,1.0729981601426906,1.4306642135235872,1.0480447145579768,0.9399131170242172,0.6820608459821753,1.4389820287184918,1.5720670718369651,0.7394367956939666
152,7.625,0.9679041428872168,1.0839909766764724,1.1321422551637264,0.7976002898156842,0.8544448539005437,1.556632362773311,0.950233410207,0.9898264689656252,0.9939941593612698,0.99399415936127,0.7388178428642943,1.0261358928670754,1.4940538600144622,1.1246449385823147,0.9440450214377096,0.6156815357202456,1.6664446900161325,1.5925629057297024,0.8154639115968169
153,7.675000000000001,0.9683066868814554,1.114734588359042,1.1147345883590416,0.7767220535136385,0.8407183400898187,1.404782554069226,1.0345616759836318,0.966687848334607,0.9934260228630104,1.028391328015539,0.7049155102942883,0.9317848699292312,1.21537156947291,1.296396340771104,0.9560923013186894,0.7049155102942884,1.2639864322518262,1.4422409291078535,0.777589769448485
154,7.725,0.9694644020001802,1.1053093717100932,1.0995883087095235,0.8532349591354779,0.8688112565639147,1.370414629521114,1.0415151184360474,0.9684263381949209,0.9806078015684422,1.023242923375765,0.743807536292268,0.9437557987364268,1.343652323624743,1.1517019916783515,0.8477806327632302,0.7837971887810997,1.3756440456158086,1.3116606016336776,0.7783292158897706
155,7.775,0.9711474929543492,1.088879847265933,1.107705570766381,0.8858632450370975,0.8764664314446113,1.3869171166644148,0.9960950967951072,0.9760529419300144,0.9900824503355798,0.9980993122816162,0.6868993076490862,1.0342966586440263,1.3422170379349954,1.1132506020519668,0.9158657435321148,0.5921545755595571,1.3659032209573778,1.3501124322757905,0.8002546121133444
156,7.825,0.9731583936043572,1.080584727779466,1.071663491636807,0.9167472010180352,0.880482132348508,1.3751856764262822,0.9695553689911915,1.0328732706395969,1.0487027460516969,1.0506814304782102,0.6781491170866036,1.052300354099902,1.2237863377309974,1.2705552423576594,0.9119936402199152,0.7405076565888201,1.2237863377309974,1.21599152029322,0.813683493759788
157,7.875,0.9751513946309438,1.1091131122761348,1.0786510380475047,0.9118045477385708,0.8535156725406714,1.3714539635848648,1.0139381867529125,0.9709581480080878,1.0041699961290889,1.0569182254977378,0.8465765207313979,0.8850572716737336,1.0620687260084802,1.0312841252546114,1.054372575820013,0.7465265682813237,1.2544724807201617,1.154422528270087,0.8552150566572285
158,7.925000000000001,0.9770676996794584,1.0719688137734915,1.0984237574534996,0.9208910644398712,0.8616909245830222,1.307905653952754,1.035907575475854,1.0899213782939616,1.0551982193394638,0.978035643885024,0.6687423206051442,0.9119213462797422,1.3982793976289372,1.063908237326366,0.9423187244890672,0.744735766128456,1.0639082373263662,1.2538918511346455,0.8444577772947613
159,7.975,0.9795831050337556,1.0474755148180743,1.062505911682563,0.9345504183755288,0.8825858425492611,1.373469957581171,0.9962895808806542,1.0496282200100209,1.0496282200100204,0.9867648238932684,0.8705050628472271,0.8705050628472272,1.3432793642211522,1.358288072201277,0.8179745849167908,0.697904921075794,1.1031400365391584,0.9980790806782864,0.8642259095086026
160,8.025,0.9822145938617982,1.0673317274639276,1.0553154100024134,0.9638361237616504,0.9381765930125878,1.341358138063658,1.012132788609044,1.0422333919877511,1.106197174167505,1.0008450623420289,0.6447686064643613,0.8893360089163613,1.2598926792981784,1.3117706131516336,0.8671026086934516,0.8374580750629067,1.185781345221815,1.1264922779607245,0.9308534807611816
161,8.075000000000001,0.9834600065916864,1.0415888753314335,1.048919091947372,0.8988756806386132,0.8893721492133594,1.2430436344012594,0.9847729839053322,1.0312245397499238,1.124127651439106,1.0070697307107364,0.7392835493811907,0.695365714764486,1.149183339137097,1.3614528731178344,0.7978406622034625,0.6660871583533496,1.0320691134925524,1.251658286576074,0.860206974966979
162,8.125,0.9869669887695784,1.056735585626443,0.973989569133672,0.944950465066967,0.9238298834802052,1.3287312894554737,1.1213464335045498,1.0846411492654482,0.906620520705806,1.01673637342311,0.7952811585138645,0.9832567050716872,1.337518312046045,1.1567725942019849,0.9181882466478254,0.7446723575175278,0.896498760506538,1.1640024229157475,1.0444151540891278
163,8.175,0.986457579948444,1.0142190893804657,1.0237550647003617,0.9635622912115608,0.899427832373902,1.303463035292327,1.0424078515898303,0.9499508073618624,1.109484530735611,1.109484530735611,0.7855827287343653,1.0926741590577989,1.1569491095906104,1.128382464909361,0.8284326957562399,0.7498744228828031,0.9855492415031128,1.0283992085249871,0.9595331900969754
164,8.225,0.9890076463481242,1.0399436752212117,1.0463360821539849,1.0160033115176768,0.8808924278673169,1.2464727675488203,1.1551364009611915,1.1032000356466576,1.0297727605467983,1.087081853307664,0.8042810177235079,0.9171625640706677,1.3616336528126054,1.2416970098187492,0.9242176607173648,0.790170824430113,0.9806584338909444,0.8325014043102977,1.0096707190809346
165,8.275,0.992002986710996,1.0074710460867944,0.9732349795256132,1.0286491292153446,0.93513557201395,1.227916541738169,1.022674007384239,1.075753973165427,1.03152066834777,1.066907312201896,0.7527704238059514,0.8782321611069436,1.289467855593528,1.3661389172774672,0.8852022576236653,0.8642919680735,0.8991424506571087,0.8991424506571086,1.0115885995646303
166,8.325000000000001,0.9920435494487264,0.9986897530232804,0.99573407798967,0.9403288996547114,0.9082891669406444,1.1450335604566608,0.980708133459828,1.0611227041178524,1.11531513217,1.0436412757139344,0.8057349273442428,1.081199859769625,1.3360049222631036,1.3428915455737378,0.9021476536931268,0.9228075236250304,0.9021476536931268,0.7919616807229739,1.0133877016598063
167,8.375,0.9937895304265018,1.0108136388241196,1.0306080632120065,1.002022382241635,0.9306071206123632,1.1521303528589093,1.0795824145979291,1.0104891400636613,1.0588544322376483,1.0623090959643628,0.8709940062501593,1.0683285857912106,1.340514212744386,1.1159610705080167,0.9390404129884526,0.9050172096193054,0.7008779894044249,0.8709940062501582,1.0196545744406569
168,8.425,0.9962203156650364,0.9850631685892164,0.9956449018455464,1.0061698627624962,0.9297795261102454,1.1214269311400131,1.152150956650699,0.9456172296066476,1.0138928418526152,0.9473241199127972,0.9346517524883547,1.0758581323606966,1.3246503254691069,1.1699957189422563,0.9615482057973724,0.9951687724336442,0.8674106192158115,0.9279276391611004,1.0166447670400791
169,8.475,0.9974488461047916,0.9741080969389092,1.0241761123313455,1.028843170333894,0.9303445579399432,1.113294254626742,0.9800363059668744,1.0660635892789403,0.9985912102106534,1.0255801618379683,0.8306258786815689,1.0233310825356925,1.3821614621261304,1.1695212371836494,0.9369459911528096,0.9103659630349998,0.750885794328138,0.7708208154164957,1.105376577491178
170,8.525,0.9992932135347266,0.9808795872201772,0.9749291682683304,1.01325725941856,0.9606758869101636,1.04025850476071,1.0685988806916906,1.0352572619493603,1.0202535335153118,1.07860136631439,0.9916605695635556,1.1033044747462075,1.2543521111697948,1.3265922851115115,0.9259876841619952,0.8931512414612157,0.9062858185415278,0.7749400477384073,0.9929338193825664
171,8.575000000000001,1.0013576799226014,0.991141825004061,0.9734981385502096,1.0576590811190056,0.9410778012612664,1.0380487916897394,0.9770840213841514,1.0545257566371955,1.0067425582895726,1.0248672197317743,0.9931116145603116,0.9022386563652508,1.440985479950257,1.0969664239260963,1.0320571680724815,0.8697840284384429,0.8048747725848285,0.9931116145603124,1.0710027215846505
172,8.625,1.0024718340000012,0.9732585080300664,0.9582664719114014,1.0315483871031526,0.906596361747454,1.026048362055444,1.0765364560613464,0.9706743234683248,1.0390775476053542,0.9934753981806674,0.9816306840443862,0.9303035894538298,1.263929704292445,1.289593251587723,1.000878344515845,1.0329577786349424,0.7506587583868837,0.5966774746152154,1.164483458523243
173,8.675,1.0038639662742184,0.9796134568874332,0.9563253321019024,1.0581187816115396,0.9380339652807874,0.9321484896672148,0.9884959804070282,1.0078151200892502,0.970786769031658,1.0013754068618428,1.1162169594172746,0.964005555860374,1.2113490866403387,1.2430597957146925,1.052795541268566,0.957663414045503,0.7230041668952799,0.7356884505250215,1.2130316956932632
174,8.725,1.0037580263098365,0.9696139439722512,0.9767896253337478,1.0249970682728635,0.9293487647477312,0.962875243206486,1.004255005724451,1.031311004293889,0.9978888884139954,0.9851566537930828,0.8840221992474281,0.9592581310982736,1.2790108414643646,1.159887282700526,0.8902918602349986,0.940449148135562,0.777437962458731,0.7962469454214426,1.1970574156982658
175,8.775,1.0053561590940592,0.9695325227439,0.953275117636914,1.069683953072124,0.9295184695661208,0.9283319380531884,0.9739618129744476,0.9708149250488436,0.9299053820159906,1.0022838043048832,1.0599290694875392,1.035135407043386,1.2706752002628392,1.0599290694875394,0.9421591728778124,0.9855480821550804,0.725214626491474,0.7933971982128947,1.1771929729861592
176,8.825000000000001,1.0082251348184803,0.9503944918125916,0.9673449470786212,1.0755001583673665,0.9455383636448,0.96140104738056,0.9209537541250674,1.0080710011368978,0.958289717130138,1.022071987263799,1.0540809757492058,1.0785944868131407,1.3176012196865077,1.1153647534090432,1.090851242345108,1.0295674646852706,0.7476620874500182,0.6250945321303429,1.135000576046993
